energy_ev,total_up,Mo_p_up,Mo_d_up,Pb_p_up,Pb_d_up,Se_s_up,Se_p_up
-5.63381691,2.78191526,1.53538478,1.21728044,0.26806638,0.00174953,0.01393415,1.79823428
-5.62781391,2.78039889,1.54423943,1.21914013,0.27015937,0.00174122,0.01396366,1.79609993
-5.62181091,2.77867789,1.55177533,1.22225358,0.27147456,0.00173410,0.01400310,1.79456967
-5.61580790,2.77677881,1.55796749,1.22659864,0.27197955,0.00172831,0.01405275,1.79370542
-5.60980490,2.77498747,1.56295711,1.23226176,0.27167483,0.00172412,0.01411469,1.79372797
-5.60380190,2.77383535,1.56704869,1.23943350,0.27059398,0.00172187,0.01419259,1.79500692
-5.59779890,2.77407750,1.57070157,1.24840008,0.26880296,0.00172199,0.01429162,1.79804526
-5.59179590,2.77666327,1.57451652,1.25953144,0.26639834,0.00172494,0.01441823,1.80345951
-5.58579290,2.78270075,1.57921763,1.27326637,0.26350459,0.00173121,0.01457998,1.81195610
-5.57978989,2.79341657,1.58563024,1.29009541,0.26027049,0.00174128,0.01478529,1.82430512
-5.57378689,2.81011247,1.59465569,1.31054219,0.25686476,0.00175563,0.01504326,1.84131244
-5.56778389,2.83412011,1.60724375,1.33514391,0.25347102,0.00177469,0.01536340,1.86379120
-5.56178089,2.86675571,1.62436356,1.36443174,0.25028229,0.00179881,0.01575542,1.89253362
-5.55577789,2.90927589,1.64697404,1.39891165,0.24749516,0.00182831,0.01622899,1.92828409
-5.54977489,2.96283592,1.67599467,1.43904628,0.24530382,0.00186340,0.01679353,1.97171422
-5.54377189,3.02845157,1.71227744,1.48523834,0.24389420,0.00190419,0.01745795,2.02340056
-5.53776888,3.10696535,1.75658072,1.53781580,0.24343827,0.00195072,0.01823041,2.08380533
-5.53176588,3.19901785,1.80954571,1.59701919,0.24408885,0.00200292,0.01911811,2.15326061
-5.52576288,3.30502462,1.87167596,1.66299116,0.24597488,0.00206063,0.02012702,2.23195607
-5.51975988,3.42515897,1.94332050,1.73576826,0.24919753,0.00212360,0.02126169,2.31993035
-5.51375688,3.55934061,2.02466075,1.81527517,0.25382695,0.00219150,0.02252495,2.41706588
-5.50775388,3.70723023,2.11570151,1.90132111,0.25990008,0.00226390,0.02391775,2.52308728
-5.50175088,3.86822991,2.21626615,1.99359851,0.26741934,0.00234034,0.02543892,2.63756279
-5.49574787,4.04148900,2.32599600,2.09168387,0.27635221,0.00242026,0.02708505,2.75990891
-5.48974487,4.22591535,2.44435390,2.19504073,0.28663196,0.00250309,0.02885031,2.88939764
-5.48374187,4.42019152,2.57063192,2.30302472,0.29815920,0.00258817,0.03072642,3.02516655
-5.47773887,4.62279567,2.70396297,2.41489066,0.31080434,0.00267486,0.03270266,3.16623102
-5.47173587,4.83202674,2.84333619,2.52980176,0.32441096,0.00276247,0.03476594,3.31149898
-5.46573287,5.04603368,2.98761580,2.64684083,0.33879986,0.00285030,0.03690103,3.45978756
-5.45972986,5.26284814,3.13556320,2.76502347,0.35377369,0.00293766,0.03909080,3.60984184
-5.45372686,5.48042024,3.28586168,2.88331333,0.36912217,0.00302385,0.04131666,3.76035526
-5.44772386,5.69665683,3.43714355,3.00063903,0.38462761,0.00310822,0.04355903,3.90999165
-5.44172086,5.90946154,3.58801883,3.11591282,0.40007059,0.00319010,0.04579797,4.05740851
-5.43571786,6.11677583,3.73710510,3.22805050,0.41523573,0.00326889,0.04801376,4.20128116
-5.42971486,6.31662013,3.88305743,3.33599232,0.42991726,0.00334403,0.05018771,4.34032737
-5.42371186,6.50713407,4.02459788,3.43872432,0.44392428,0.00341499,0.05230281,4.47333184
-5.41770885,6.68661465,4.16054345,3.53529948,0.45708559,0.00348132,0.05434448,4.59917000
-5.41170585,6.85355119,4.28983154,3.62485818,0.46925379,0.00354264,0.05630117,4.71683024
-5.40570285,7.00665589,4.41154224,3.70664702,0.48030867,0.00359862,0.05816499,4.82543407
-5.39969985,7.14488889,4.52491631,3.78003562,0.49015976,0.00364902,0.05993204,4.92425319
-5.39369685,7.26747682,4.62936827,3.84453024,0.49874780,0.00369369,0.06160271,5.01272294
-5.38769385,7.37392391,4.72449391,3.89978410,0.50604534,0.00373254,0.06318171,5.09045139
-5.38169085,7.46401519,4.81007194,3.94560342,0.51205627,0.00376559,0.06467785,5.15722358
-5.37568784,7.53781135,4.88605945,3.98194910,0.51681439,0.00379291,0.06610368,5.21300056
-5.36968484,7.59563543,4.95258145,4.00893367,0.52038107,0.00381466,0.06747484,5.25791311
-5.36368184,7.63805151,5.00991483,4.02681361,0.52284216,0.00383109,0.06880918,5.29225029
-5.35767884,7.66583643,5.05846739,4.03597727,0.52430425,0.00384247,0.07012578,5.31644302
-5.35167584,7.67994542,5.09875298,4.03692872,0.52489041,0.00384916,0.07144376,5.33104363
-5.34567284,7.68147325,5.13136387,4.03026837,0.52473567,0.00385157,0.07278106,5.33670186
-5.33966983,7.67161246,5.15694178,4.01667110,0.52398242,0.00385013,0.07415314,5.33413869
-5.33366683,7.65161069,5.17614895,3.99686295,0.52277582,0.00384529,0.07557180,5.32411903
-5.32766383,7.62272887,5.18964080,3.97159739,0.52125958,0.00383753,0.07704406,5.30742471
-5.32166083,7.58620247,5.19804162,3.94163237,0.51957204,0.00382733,0.07857126,5.28482892
-5.31565783,7.54320729,5.20192446,3.90770920,0.51784290,0.00381517,0.08014840,5.25707361
-5.30965483,7.49483161,5.20179641,3.87053422,0.51619058,0.00380151,0.08176374,5.22485066
-5.30365183,7.44205572,5.19808975,3.83076415,0.51472023,0.00378678,0.08339877,5.18878801
-5.29764882,7.38573966,5.19115952,3.78899561,0.51352258,0.00377139,0.08502850,5.14944114
-5.29164582,7.32661950,5.18128729,3.74575926,0.51267338,0.00375573,0.08662213,5.10729026
-5.28564282,7.26531182,5.16869076,3.70151855,0.51223363,0.00374013,0.08814405,5.06274315
-5.27963982,7.20232575,5.15353821,3.65667283,0.51225025,0.00372491,0.08955504,5.01614312
-5.27363682,7.13808132,5.13596670,3.61156429,0.51275732,0.00371033,0.09081384,4.96778144
-5.26763382,7.07293250,5.11610247,3.56648811,0.51377758,0.00369664,0.09187881,4.91791297
-5.26163082,7.00719312,5.09408196,3.52170456,0.51532419,0.00368403,0.09270965,4.86677392
-5.25562781,6.94116349,5.07007170,3.47745226,0.51740247,0.00367270,0.09326918,4.81460011
-5.24962481,6.87515576,5.04428561,3.43396133,0.52001163,0.00366278,0.09352501,4.76164437
-5.24362181,6.80951599,5.01699802,3.39146529,0.52314632,0.00365443,0.09345097,4.70819176
-5.23761881,6.74464125,4.98855158,3.35021085,0.52679787,0.00364774,0.09302843,4.65457112
-5.23161581,6.68099042,4.95935905,3.31046465,0.53095524,0.00364282,0.09224716,4.60116235
-5.22561281,6.61908789,4.92989887,3.27251652,0.53560560,0.00363975,0.09110595,4.54839849
-5.21960980,6.55951983,4.90070452,3.23667891,0.54073458,0.00363859,0.08961281,4.49676252
-5.21360680,6.50292327,4.87234844,3.20328258,0.54632620,0.00363940,0.08778477,4.44677902
-5.20760380,6.44996888,4.84542149,3.17266882,0.55236256,0.00364219,0.08564742,4.39900114
-5.20160080,6.40133858,4.82050937,3.14517891,0.55882332,0.00364699,0.08323400,4.35399388
-5.19559780,6.35769988,4.79816762,3.12114152,0.56568519,0.00365379,0.08058433,4.31231483
-5.18959480,6.31967850,4.77889709,3.10085918,0.57292135,0.00366255,0.07774345,4.27449358
-5.18359180,6.28783166,4.76312143,3.08459473,0.58050103,0.00367321,0.07476022,4.24101150
-5.17758879,6.26262364,4.75116831,3.07255886,0.58838933,0.00368570,0.07168580,4.21228299
-5.17158579,6.24440556,4.74325567,3.06489968,0.59654718,0.00369992,0.06857214,4.18863977
-5.16558279,6.23340067,4.73948388,3.06169514,0.60493169,0.00371574,0.06547067,4.17031892
-5.15957979,6.22969610,4.73983427,3.06294871,0.61349675,0.00373303,0.06243095,4.15745572
-5.15357679,6.23324147,4.74417409,3.06858878,0.62219380,0.00375166,0.05949973,4.15008137
-5.14757379,6.24385431,4.75226734,3.07847165,0.63097295,0.00377147,0.05672001,4.14812573
-5.14157079,6.26123161,4.76379049,3.09238788,0.63978404,0.00379232,0.05413054,4.15142464
-5.13556778,6.28496636,4.77835193,3.11007142,0.64857778,0.00381409,0.05176538,4.15973107
-5.12956478,6.31456779,4.79551348,3.13121088,0.65730680,0.00383667,0.04965381,4.17272925
-5.12356178,6.34948351,4.81481236,3.15546201,0.66592643,0.00385996,0.04782037,4.19005035
-5.11755878,6.38912190,4.83578198,3.18246044,0.67439519,0.00388390,0.04628505,4.21128884
-5.11155578,6.43287311,4.85797003,3.21183390,0.68267491,0.00390846,0.04506364,4.23601809
-5.10555278,6.48012709,4.88095271,3.24321293,0.69073044,0.00393363,0.04416810,4.26380416
-5.09954977,6.53028775,4.90434424,3.27623966,0.69852895,0.00395942,0.04360701,4.29421707
-5.09354677,6.58278235,4.92780124,3.31057395,0.70603888,0.00398585,0.04338594,4.32683886
-5.08754377,6.63706599,4.95102200,3.34589693,0.71322858,0.00401296,0.04350787,4.36126818
-5.08154077,6.69262144,4.97374127,3.38191176,0.72006489,0.00404079,0.04397342,4.39712152
-5.07553777,6.74895493,4.99572126,3.41834199,0.72651168,0.00406935,0.04478107,4.43403148
-5.06953477,6.80558893,5.01674025,3.45492803,0.73252854,0.00409865,0.04592728,4.47164257
-5.06353177,6.86205336,5.03658009,3.49142216,0.73806992,0.00412867,0.04740643,4.50960553
-5.05752876,6.91787637,5.05501415,3.52758295,0.74308469,0.00415933,0.04921077,4.54757108
-5.05152576,6.97257646,5.07179712,3.56316988,0.74751641,0.00419055,0.05133024,4.58518396
-5.04552276,7.02565699,5.08665784,3.59793862,0.75130426,0.00422218,0.05375222,4.62207840
-5.03951976,7.07660427,5.09929640,3.63163790,0.75438474,0.00425405,0.05646133,4.65787561
-5.03351676,7.12488998,5.10938582,3.66400827,0.75669417,0.00428593,0.05943915,4.69218402
-5.02751376,7.16997819,5.11657876,3.69478307,0.75817172,0.00431759,0.06266404,4.72460256
-5.02151076,7.21133695,5.12051895,3.72369180,0.75876295,0.00434878,0.06611099,4.75472709
-5.01550775,7.24845401,5.12085682,3.75046575,0.75842370,0.00437923,0.06975160,4.78215976
-5.00950475,7.28085573,5.11726824,3.77484559,0.75712391,0.00440871,0.07355412,4.80652086
-5.00350175,7.30812801,5.10947525,3.79659053,0.75485129,0.00443700,0.07748371,4.82746251
-4.99749875,7.32993801,5.09726728,3.81548842,0.75161448,0.00446391,0.08150276,4.84468337
-4.99149575,7.34605499,5.08052133,3.83136621,0.74744547,0.00448933,0.08557141,4.85794336
-4.98549275,7.35636892,5.05921967,3.84409989,0.74240104,0.00451318,0.08964822,4.86707749
-4.97948974,7.36090544,5.03346372,3.85362347,0.73656315,0.00453550,0.09369096,4.87200784
-4.97348674,7.35983595,5.00348283,3.85993609,0.73003802,0.00455636,0.09765750,4.87275278
-4.96748374,7.35348194,4.96963737,3.86310686,0.72295412,0.00457593,0.10150683,4.86943274
-4.96148074,7.34231297,4.93241541,3.86327695,0.71545878,0.00459449,0.10520008,4.86227205
-4.95547774,7.32693793,4.89242300,3.86065862,0.70771400,0.00461234,0.10870157,4.85159635
-4.94947474,7.30808987,4.85036825,3.85553107,0.69989114,0.00462990,0.11197984,4.83782564
-4.94347174,7.28660467,4.80703994,3.84823313,0.69216525,0.00464761,0.11500856,4.82146301
-4.93746873,7.26339430,4.76328139,3.83915298,0.68470888,0.00466599,0.11776729,4.80307936
-4.93146573,7.23941589,4.71996096,3.82871522,0.67768601,0.00468558,0.12024213,4.78329470
-4.92546273,7.21563754,4.67794049,3.81736586,0.67124623,0.00470692,0.12242605,4.76275668
-4.91945973,7.19300250,4.63804304,3.80555563,0.66551949,0.00473058,0.12431904,4.74211723
-4.91345673,7.17239299,4.60102172,3.79372251,0.66061167,0.00475708,0.12592795,4.72200829
-4.90745373,7.15459536,4.56753072,3.78227405,0.65660124,0.00478694,0.12726603,4.70301755
-4.90145073,7.14026781,4.53810011,3.77157030,0.65353694,0.00482058,0.12835221,4.68566528
-4.89544772,7.12991219,4.51311554,3.76190817,0.65143689,0.00485839,0.12921013,4.67038326
-4.88944472,7.12385103,4.49280361,3.75350779,0.65028866,0.00490064,0.12986689,4.65749671
-4.88344172,7.12221072,4.47722368,3.74650165,0.65005073,0.00494750,0.13035172,4.64721006
-4.87743872,7.12491181,4.46626641,3.74092703,0.65065479,0.00499903,0.13069446,4.63959718
-4.87143572,7.13166672,4.45965895,3.73672209,0.65200897,0.00505516,0.13092399,4.63459676
-4.86543272,7.14198519,4.45697670,3.73372593,0.65400170,0.00511566,0.13106682,4.63201282
-4.85942971,7.15518733,4.45766076,3.73168263,0.65650588,0.00518017,0.13114563,4.63152071
-4.85342671,7.17042389,4.46104051,3.73024933,0.65938337,0.00524819,0.13117814,4.63267831
-4.84742371,7.18670304,4.46636014,3.72900788,0.66248937,0.00531905,0.13117617,4.63494198
-4.84142071,7.20292281,4.47280795,3.72747980,0.66567653,0.00539196,0.13114501,4.63768685
-4.83541771,7.21790781,4.47954717,3.72514388,0.66879882,0.00546601,0.13108318,4.64023044
-4.82941471,7.23044913,4.48574700,3.72145567,0.67171481,0.00554017,0.13098256,4.64185879
-4.82341171,7.23934581,4.49061259,3.71586819,0.67429051,0.00561333,0.13082883,4.64185406
-4.81740870,7.24344638,4.49341287,3.70785293,0.67640163,0.00568431,0.13060236,4.63952237
-4.81140570,7.24168902,4.49350510,3.69692029,0.67793536,0.00575189,0.13027932,4.63422095
-4.80540270,7.23313894,4.49035559,3.68263876,0.67879168,0.00581486,0.12983309,4.62538329
-4.79939970,7.21702159,4.48355567,3.66465195,0.67888437,0.00587203,0.12923587,4.61254159
-4.79339670,7.19275080,4.47283298,3.64269305,0.67814176,0.00592230,0.12846029,4.59534547
-4.78739370,7.15995071,4.45805755,3.61659611,0.67650723,0.00596463,0.12748118,4.57357642
-4.78139070,7.11847120,4.43924315,3.58630379,0.67393980,0.00599816,0.12627706,4.54715739
-4.77538769,7.06839609,4.41654395,3.55187158,0.67041455,0.00602216,0.12483166,4.51615752
-4.76938469,7.01004428,4.39024700,3.51346828,0.66592318,0.00603612,0.12313507,4.48079162
-4.76338169,6.94396379,4.36076118,3.47137299,0.66047450,0.00603974,0.12118461,4.44141490
-4.75737869,6.87091905,4.32860303,3.42596871,0.65409491,0.00603294,0.11898542,4.39851294
-4.75137569,6.79187197,4.29438025,3.37773314,0.64682888,0.00601592,0.11655055,4.35268770
-4.74537269,6.70795751,4.25877339,3.32722677,0.63873915,0.00598910,0.11390083,4.30463982
-4.73936968,6.62045442,4.22251640,3.27507900,0.62990675,0.00595315,0.11106426,4.25514821
-4.73336668,6.53075223,4.18637650,3.22197253,0.62043055,0.00590900,0.10807511,4.20504740
-4.72736368,6.44031521,4.15113378,3.16862674,0.61042646,0.00585777,0.10497277,4.15520358
-4.72136068,6.35064460,4.11756118,3.11578031,0.60002598,0.00580076,0.10180037,4.10649005
-4.71535768,6.26323988,4.08640494,3.06417362,0.58937419,0.00573945,0.09860321,4.05976275
-4.70935468,6.17956021,4.05836602,3.01453137,0.57862715,0.00567542,0.09542722,4.01583676
-4.70335168,6.10098713,4.03408273,2.96754567,0.56794869,0.00561031,0.09231733,3.97546420
-4.69734867,6.02878927,4.01411488,2.92386008,0.55750666,0.00554580,0.08931596,3.93931428
-4.69134567,5.96409010,3.99892969,2.88405473,0.54746876,0.00548353,0.08646165,3.90795586
-4.68534267,5.90783949,3.98888965,2.84863288,0.53799813,0.00542506,0.08378788,3.88184302
-4.67933967,5.86078968,3.98424267,2.81800908,0.52924870,0.00537184,0.08132213,3.86130378
-4.67333667,5.82347625,3.98511467,2.79249916,0.52136064,0.00532515,0.07908517,3.84653231
-4.66733367,5.79620440,3.99150470,2.77231217,0.51445607,0.00528606,0.07709064,3.83758449
-4.66133067,5.77904089,4.00328279,2.75754432,0.50863503,0.00525542,0.07534490,3.83437692
-4.65532766,5.77181153,4.02019053,2.74817519,0.50397212,0.00523380,0.07384715,3.83668915
-4.64932466,5.77410430,4.04184430,2.74406614,0.50051382,0.00522150,0.07258974,3.84416890
-4.64332166,5.78527764,4.06774122,2.74496100,0.49827653,0.00521855,0.07155875,3.85633993
-4.63731866,5.80447389,4.09726746,2.75048906,0.49724563,0.00522466,0.07073463,3.87261235
-4.63131566,5.83063706,4.12970880,2.76017047,0.49737534,0.00523929,0.07009310,3.89229473
-4.62531266,5.86253472,4.16426316,2.77342381,0.49858968,0.00526162,0.06960603,3.91460796
-4.61930965,5.89878330,4.20005481,2.78957595,0.50078419,0.00529061,0.06924240,3.93870029
-4.61330665,5.93787623,4.23614989,2.80787410,0.50382857,0.00532500,0.06896932,3.96366325
-4.60730365,5.97821441,4.27157293,2.82749984,0.50757013,0.00536335,0.06875297,3.98854829
-4.60130065,6.01813836,4.30532413,2.84758494,0.51183783,0.00540410,0.06855956,4.01238383
-4.59529765,6.05596147,4.33639695,2.86722884,0.51644678,0.00544558,0.06835614,4.03419251
-4.58929465,6.09000384,4.36379587,2.88551740,0.52120324,0.00548608,0.06811146,4.05300856
-4.58329165,6.11862604,4.38655390,2.90154255,0.52590962,0.00552389,0.06779664,4.06789498
-4.57728864,6.14026228,4.40374969,2.91442243,0.53036968,0.00555733,0.06738574,4.07796052
-4.57128564,6.15345227,4.41452399,2.92332148,0.53439348,0.00558480,0.06685635,4.08237623
-4.56528264,6.15687124,4.41809511,2.92747001,0.53780210,0.00560482,0.06618988,4.08039122
-4.55927964,6.14935745,4.41377324,2.92618253,0.54043191,0.00561607,0.06537194,4.07134761
-4.55327664,6.12993647,4.40097332,2.91887443,0.54213835,0.00561741,0.06439242,4.05469406
-4.54727364,6.09784172,4.37922631,2.90507622,0.54279900,0.00560789,0.06324567,4.02999782
-4.54127064,6.05253064,4.34818848,2.88444500,0.54231602,0.00558682,0.06193036,3.99695472
-4.53526763,5.99369596,4.30764861,2.85677262,0.54061788,0.00555371,0.06044940,3.95539688
-4.52926463,5.92127177,4.25753290,2.82199021,0.53766029,0.00550834,0.05880968,3.90529767
-4.52326163,5.83543412,4.19790739,2.78016884,0.53342642,0.00545072,0.05702174,3.84677380
-4.51725863,5.73659594,4.12897772,2.73151632,0.52792650,0.00538109,0.05509941,3.78008415
-4.51125563,5.62539666,4.05108632,2.67637017,0.52119673,0.00529990,0.05305927,3.70562540
-4.50525263,5.50268645,3.96470693,2.61518714,0.51329770,0.00520783,0.05092018,3.62392434
-4.49924962,5.36950584,3.87043647,2.54852942,0.50431233,0.00510573,0.04870272,3.53562706
-4.49324662,5.22706114,3.76898456,2.47704838,0.49434345,0.00499457,0.04642860,3.44148522
-4.48724362,5.07669641,3.66116074,2.40146623,0.48351112,0.00487550,0.04412009,3.34233983
-4.48124062,4.91986290,3.54785973,2.32255641,0.47194972,0.00474972,0.04179948,3.23910280
-4.47523762,4.75808680,3.43004505,2.24112329,0.45980498,0.00461852,0.03948855,3.13273713
-4.46923462,4.59293612,3.30873136,2.15798209,0.44723092,0.00448320,0.03720809,3.02423590
-4.46323162,4.42598781,3.18496588,2.07393944,0.43438679,0.00434510,0.03497749,2.91460105
-4.45722861,4.25879571,3.05980943,1.98977541,0.42143407,0.00420551,0.03281444,2.80482228
-4.45122561,4.09286027,2.93431735,1.90622732,0.40853351,0.00406566,0.03073459,2.69585680
-4.44522261,3.92960065,2.80952095,1.82397582,0.39584234,0.00392675,0.02875141,2.58861042
-4.43921961,3.77032978,2.68640967,1.74363350,0.38351150,0.00378985,0.02687605,2.48392043
-4.43321661,3.61623270,2.56591458,1.66573614,0.37168302,0.00365594,0.02511732,2.38254076
-4.42721361,3.46834876,2.44889340,1.59073664,0.36048764,0.00352586,0.02348165,2.28512960
-4.42121061,3.32755765,2.33611750,1.51900166,0.35004243,0.00340034,0.02197320,2.19223989
-4.41520760,3.19456949,2.22826101,1.45081063,0.34044881,0.00327995,0.02059397,2.10431266
-4.40920460,3.06991906,2.12589241,1.38635708,0.33179061,0.00316512,0.01934392,2.02167342
-4.40320160,2.95396399,2.02946857,1.32575197,0.32413257,0.00305613,0.01822117,1.94453148
-4.39719860,2.84688690,1.93933143,1.26902867,0.31751910,0.00295313,0.01722218,1.87298216
-4.39119560,2.74870133,1.85570735,1.21614934,0.31197337,0.00285612,0.01634190,1.80701179
-4.38519260,2.65926113,1.77870895,1.16701247,0.30749701,0.00276498,0.01557405,1.74650513
-4.37918959,2.57827311,1.70833944,1.12146113,0.30407014,0.00267946,0.01491124,1.69125502
-4.37318659,2.50531262,1.64449924,1.07929184,0.30165205,0.00259921,0.01434520,1.64097404
-4.36718359,2.43984170,1.58699463,1.04026383,0.30018243,0.00252381,0.01386696,1.59530756
-4.36118059,2.38122931,1.53554824,1.00410833,0.29958317,0.00245275,0.01346699,1.55384804
-4.35517759,2.32877329,1.48981099,0.97053790,0.29976086,0.00238548,0.01313544,1.51615001
-4.34917459,2.28172346,1.44937525,0.93925563,0.30060972,0.00232143,0.01286225,1.48174536
-4.34317159,2.23930527,1.41378884,0.90996396,0.30201513,0.00226003,0.01263735,1.45015845
-4.33716858,2.20074355,1.38256950,0.88237312,0.30385758,0.00220071,0.01245078,1.42092064
-4.33116558,2.16528554,1.35521947,0.85620903,0.30601690,0.00214295,0.01229290,1.39358382
-4.32516258,2.13222266,1.33123986,0.83122052,0.30837666,0.00208630,0.01215449,1.36773255
-4.31915958,2.10091041,1.31014430,0.80718576,0.31082855,0.00203038,0.01202692,1.34299442
-4.31315658,2.07078560,1.29147169,0.78391769,0.31327663,0.00197490,0.01190231,1.31904836
-4.30715358,2.04138048,1.27479748,0.76126847,0.31564115,0.00191967,0.01177361,1.29563068
