energy_ev,total_up,C_s_up,C_p_up,Na_s_up,Pd_p_up,Pd_d_up,S_s_up,S_p_up
-5.88594297,2.33213455,0.00143880,0.16693461,0.20371496,3.05734762,0.98224644,0.03160084,0.77298596
-5.87993997,2.32692314,0.00131125,0.16765185,0.20436479,3.08962119,0.97193015,0.03180991,0.77327925
-5.87393697,2.31385422,0.00119489,0.16752004,0.20442824,3.10492268,0.95933804,0.03192774,0.77099629
-5.86793397,2.29279437,0.00109025,0.16653819,0.20386383,3.10277046,0.94447443,0.03194904,0.76607222
-5.86193097,2.26381769,0.00099784,0.16472734,0.20265124,3.08306829,0.92741552,0.03187111,0.75850564
-5.85592796,2.22720355,0.00091818,0.16212930,0.20079164,3.04609975,0.90830876,0.03169389,0.74835854
-5.84992496,2.18342740,0.00085176,0.15880478,0.19830720,2.99251036,0.88736965,0.03141995,0.73575406
-5.84392196,2.13314476,0.00079910,0.15483093,0.19523983,2.92327846,0.86487598,0.03105439,0.72087219
-5.83791896,2.07716939,0.00076076,0.15029838,0.19164923,2.83967618,0.84115989,0.03060454,0.70394363
-5.83191596,2.01644646,0.00073734,0.14530801,0.18761034,2.74322267,0.81659783,0.03007980,0.68524216
-5.82591296,1.95202219,0.00072949,0.13996746,0.18321044,2.63563166,0.79159910,0.02949116,0.66507596
-5.81990995,1.88501122,0.00073798,0.13438763,0.17854587,2.51875579,0.76659338,0.02885096,0.64377817
-5.81390695,1.81656331,0.00076363,0.12867935,0.17371870,2.39453020,0.74201776,0.02817237,0.62169729
-5.80790395,1.74783077,0.00080743,0.12295013,0.16883350,2.26491769,0.71830404,0.02746909,0.59918778
-5.80190095,1.67993807,0.00087044,0.11730146,0.16399416,2.13185740,0.69586671,0.02675494,0.57660123
-5.79589795,1.61395474,0.00095386,0.11182648,0.15930120,1.99721903,0.67509225,0.02604353,0.55427849
-5.78989495,1.55087252,0.00105901,0.10660818,0.15484936,1.86276362,0.65633003,0.02534800,0.53254292
-5.78389195,1.49158746,0.00118732,0.10171818,0.15072576,1.73011214,0.63988532,0.02468075,0.51169509
-5.77788894,1.43688717,0.00134028,0.09721612,0.14700853,1.60072201,0.62601446,0.02405336,0.49200879
-5.77188594,1.38744345,0.00151943,0.09314958,0.14376599,1.47587171,0.61492230,0.02347639,0.47372849
-5.76588294,1.34380973,0.00172631,0.08955449,0.14105628,1.35665311,0.60676179,0.02295941,0.45706804
-5.75987994,1.30642302,0.00196241,0.08645605,0.13892741,1.24397065,0.60163559,0.02251095,0.44221053
-5.75387694,1.27560940,0.00222907,0.08386985,0.13741763,1.13854647,0.59959924,0.02213855,0.42930893
-5.74787394,1.25159219,0.00252744,0.08180339,0.13655608,1.04093035,0.60066565,0.02184879,0.41848737
-5.74187094,1.23450180,0.00285837,0.08025763,0.13636352,0.95151308,0.60481026,0.02164734,0.40984272
-5.73586793,1.22438618,0.00322232,0.07922858,0.13685306,0.87054223,0.61197655,0.02153902,0.40344616
-5.72986493,1.22122087,0.00361925,0.07870881,0.13803085,0.79813892,0.62208132,0.02152778,0.39934459
-5.72386193,1.22491789,0.00404857,0.07868878,0.13989656,0.73431477,0.63501931,0.02161667,0.39756156
-5.71785893,1.23533277,0.00450899,0.07915796,0.14244366,0.67898799,0.65066699,0.02180785,0.39809772
-5.71185593,1.25226923,0.00499850,0.08010558,0.14565944,0.63199808,0.66888495,0.02210239,0.40093056
-5.70585293,1.27548139,0.00551427,0.08152109,0.14952471,0.59311862,0.68951909,0.02250020,0.40601363
-5.69984992,1.30467359,0.00605263,0.08339429,0.15401331,0.56206806,0.71240049,0.02299982,0.41327521
-5.69384692,1.33949809,0.00660907,0.08571513,0.15909141,0.53851828,0.73734397,0.02359824,0.42261665
-5.68784392,1.37955125,0.00717824,0.08847320,0.16471662,0.52210130,0.76414589,0.02429068,0.43391053
-5.68184092,1.42436891,0.00775400,0.09165709,0.17083717,0.51241432,0.79258123,0.02507046,0.44699898
-5.67583792,1.47342182,0.00832954,0.09525350,0.17739114,0.50902354,0.82240069,0.02592875,0.46169240
-5.66983492,1.52611216,0.00889749,0.09924639,0.18430580,0.51146718,0.85332801,0.02685458,0.47776888
-5.66383192,1.58177190,0.00945005,0.10361617,0.19149735,0.51925832,0.88505825,0.02783473,0.49497459
-5.65782891,1.63966399,0.00997921,0.10833899,0.19887105,0.53188794,0.91725730,0.02885385,0.51302539
-5.65182591,1.69898709,0.01047697,0.11338632,0.20632173,0.54882863,0.94956317,0.02989457,0.53160976
-5.64582291,1.75888427,0.01093552,0.11872481,0.21373494,0.56953935,0.98158923,0.03093781,0.55039331
-5.63981991,1.81845595,0.01134751,0.12431650,0.22098862,0.59347142,1.01292964,0.03196312,0.56902463
-5.63381691,1.87677709,0.01170626,0.13011946,0.22795526,0.62007592,1.04316697,0.03294916,0.58714263
-5.62781391,1.93291816,0.01200600,0.13608882,0.23450463,0.64881235,1.07188185,0.03387429,0.60438509
-5.62181091,1.98596936,0.01224205,0.14217813,0.24050688,0.67915847,1.09866435,0.03471713,0.62039801
-5.61580790,2.03506698,0.01241096,0.14834106,0.24583600,0.71062088,1.12312663,0.03545727,0.63484567
-5.60980490,2.07942083,0.01251071,0.15453329,0.25037335,0.74274594,1.14491627,0.03607594,0.64742075
-5.60380190,2.11834130,0.01254071,0.16071450,0.25401133,0.77513036,1.16372951,0.03655662,0.65785406
-5.59779890,2.15126458,0.01250186,0.16685032,0.25665681,0.80743087,1.17932378,0.03688570,0.66592356
-5.59179590,2.17777446,0.01239656,0.17291404,0.25823427,0.83937226,1.19152859,0.03705294,0.67146201
-5.58579290,2.19761947,0.01222858,0.17888804,0.25868850,0.87075307,1.20025413,0.03705192,0.67436287
-5.57978989,2.21072386,0.01200298,0.18476472,0.25798662,0.90144833,1.20549685,0.03688022,0.67458416
-5.57378689,2.21719162,0.01172592,0.19054676,0.25611945,0.93140889,1.20734152,0.03653963,0.67214987
-5.56778389,2.21730283,0.01140446,0.19624675,0.25310200,0.96065690,1.20595946,0.03603601,0.66714895
-5.56178089,2.21150207,0.01104635,0.20188605,0.24897316,0.98927743,1.20160266,0.03537910,0.65973158
-5.55577789,2.20037906,0.01065975,0.20749290,0.24379451,1.01740625,1.19459399,0.03458218,0.65010311
-5.54977489,2.18464229,0.01025298,0.21309981,0.23764835,1.04521410,1.18531369,0.03366150,0.63851567
-5.54377189,2.16508665,0.00983426,0.21874042,0.23063498,1.07288815,1.17418287,0.03263570,0.62525801
-5.53776888,2.14255645,0.00941146,0.22444582,0.22286936,1.10061142,1.16164458,0.03152507,0.61064382
-5.53176588,2.11790589,0.00899189,0.23024071,0.21447736,1.12854126,1.14814346,0.03035081,0.59499925
-5.52576288,2.09195869,0.00858207,0.23613955,0.20559165,1.15678798,1.13410515,0.02913426,0.57865018
-5.51975988,2.06546933,0.00818759,0.24214286,0.19634758,1.18539503,1.11991632,0.02789613,0.56190982
-5.51375688,2.03908780,0.00781300,0.24823415,0.18687906,1.21432195,1.10590670,0.02665580,0.54506728
-5.50775388,2.01332997,0.00746168,0.25437748,0.17731475,1.24343125,1.09233408,0.02543077,0.52837768
-5.50175088,1.98855537,0.00713589,0.26051604,0.16777465,1.27248032,1.07937312,0.02423607,0.51205423
-5.49574787,1.96495357,0.00683671,0.26657188,0.15836729,1.30111915,1.06710885,0.02308402,0.49626275
-5.48974487,1.94254030,0.00656412,0.27244676,0.14918755,1.32889427,1.05553527,0.02198389,0.48111874
-5.48374187,1.92116348,0.00631710,0.27802442,0.14031523,1.35525924,1.04455930,0.02094194,0.46668721
-5.47773887,1.90051918,0.00609377,0.28317397,0.13181444,1.37959122,1.03400998,0.01996143,0.45298516
-5.47173587,1.88017665,0.00589150,0.28775449,0.12373365,1.40121324,1.02365264,0.01904283,0.43998665
-5.46573287,1.85961137,0.00570712,0.29162050,0.11610655,1.41942109,1.01320724,0.01818416,0.42762992
-5.45972986,1.83824435,0.00553708,0.29462814,0.10895349,1.43351356,1.00237026,0.01738142,0.41582648
-5.45372686,1.81548582,0.00537767,0.29664179,0.10228342,1.44282471,0.99083881,0.01662900,0.40447134
-5.44772386,1.79078096,0.00522513,0.29754071,0.09609629,1.44675637,0.97833600,0.01592026,0.39345408
-5.44172086,1.76365560,0.00507592,0.29722543,0.09038567,1.44480933,0.96463626,0.01524802,0.38267010
-5.43571786,1.73375941,0.00492677,0.29562359,0.08514144,1.43661157,0.94958929,0.01460509,0.37203146
-5.42971486,1.70090472,0.00477487,0.29269481,0.08035252,1.42194211,0.93314174,0.01398473,0.36147686
-5.42371186,1.66509897,0.00461797,0.28843449,0.07600939,1.40074927,0.91535530,0.01338106,0.35098036
-5.41770885,1.62656940,0.00445440,0.28287627,0.07210631,1.37316239,0.89642072,0.01278940,0.34055827
-5.41170585,1.58577900,0.00428318,0.27609298,0.06864326,1.33949653,0.87666681,0.01220655,0.33027423
-5.40570285,1.54343294,0.00410398,0.26819622,0.06562730,1.30024995,0.85656432,0.01163089,0.32024201
-5.39969985,1.50047547,0.00391710,0.25933429,0.06307352,1.25609450,0.83672443,0.01106252,0.31062626
-5.39369685,1.45807743,0.00372347,0.24968890,0.06100550,1.20785950,0.81789184,0.01050323,0.30164096
-5.38769385,1.41761499,0.00352454,0.23947057,0.05945515,1.15651005,0.80093295,0.00995638,0.29354589
-5.38169085,1.38064051,0.00332221,0.22891306,0.05846210,1.10312048,0.78681930,0.00942678,0.28664118
-5.37568784,1.34884658,0.00311875,0.21826696,0.05807267,1.04884458,0.77660699,0.00892048,0.28126021
-5.36968484,1.32402465,0.00291670,0.20779277,0.05833836,0.99488352,0.77141261,0.00844447,0.27776113
-5.36368184,1.30801924,0.00271871,0.19775371,0.05931397,0.94245293,0.77238640,0.00800645,0.27651719
-5.35767884,1.30267939,0.00252753,0.18840847,0.06105549,0.89275030,0.78068329,0.00761450,0.27790636
-5.35167584,1.30980838,0.00234584,0.18000412,0.06361777,0.84692367,0.79743250,0.00727679,0.28230025
-5.34567284,1.33111306,0.00217621,0.17276947,0.06705194,0.80604275,0.82370642,0.00700126,0.29005289
-5.33966983,1.36815381,0.00202097,0.16690890,0.07140294,0.77107290,0.86048938,0.00679535,0.30148931
-5.33366683,1.42229625,0.00188222,0.16259687,0.07670692,0.74285274,0.90864687,0.00666573,0.31689454
-5.32766383,1.49466567,0.00176172,0.15997332,0.08298880,0.72207556,0.96889603,0.00661804,0.33650289
-5.32166083,1.58610512,0.00166088,0.15913974,0.09025999,0.70927480,1.04177786,0.00665668,0.36048804
-5.31565783,1.69713808,0.00158074,0.16015639,0.09851636,0.70481366,1.12763189,0.00678463,0.38895399
-5.30965483,1.82793667,0.00152195,0.16304026,0.10773653,0.70887863,1.22657400,0.00700329,0.42192722
-5.30365183,1.97829627,0.00148476,0.16776419,0.11788056,0.72147700,1.33847809,0.00731233,0.45935027
-5.29764882,2.14761760,0.00146905,0.17425694,0.12888912,0.74243811,1.46296222,0.00770967,0.50107694
-5.29164582,2.33489706,0.00147434,0.18240420,0.14068310,0.77141816,1.59938013,0.00819139,0.54686945
-5.28564282,2.53872619,0.00149981,0.19205082,0.15316388,0.80790839,1.74681856,0.00875170,0.59639764
-5.27963982,2.75730102,0.00154431,0.20300381,0.16621417,0.85124651,1.90410107,0.00938305,0.64924057
-5.27363682,2.98844175,0.00160643,0.21503656,0.17969940,0.90063120,2.06979886,0.01007615,0.70489050
-5.26763382,3.22962310,0.00168450,0.22789376,0.19346975,0.95513942,2.24224866,0.01082013,0.76275953
-5.26163082,3.47801525,0.00177666,0.24129737,0.20736283,1.01374645,2.41957798,0.01160274,0.82218863
-5.25562781,3.73053492,0.00188087,0.25495316,0.22120674,1.07534822,2.59973723,0.01241049,0.88245930
-5.24962481,3.98390572,0.00199499,0.26855790,0.23482367,1.13878579,2.78053844,0.01322902,0.94280741
-5.24362181,4.23472662,0.00211676,0.28180697,0.24803388,1.20287140,2.95969961,0.01404334,1.00243912
-5.23761881,4.47954660,0.00224395,0.29440211,0.26065983,1.26641567,3.13489361,0.01483818,1.06054836
-5.23161581,4.71494361,0.00237428,0.30605911,0.27253047,1.32825533,3.30380036,0.01559836,1.11633547
-5.22561281,4.93760533,0.00250559,0.31651523,0.28348550,1.38728084,3.46416055,0.01630913,1.16902639
-5.21960980,5.14440912,0.00263578,0.32553601,0.29337946,1.44246310,3.61382923,0.01695658,1.21789190
-5.21360680,5.33249848,0.00276293,0.33292128,0.30208545,1.49287862,3.75082743,0.01752799,1.26226602
-5.20760380,5.49935327,0.00288531,0.33851012,0.30949846,1.53773216,3.87339003,0.01801212,1.30156324
-5.20160080,5.64285116,0.00300141,0.34218462,0.31553810,1.57637637,3.98000797,0.01839955,1.33529366
-5.19559780,5.76131810,0.00311000,0.34387222,0.32015068,1.60832756,4.06946347,0.01868290,1.36307567
-5.18959480,5.85356589,0.00321015,0.34354659,0.32331054,1.63327712,4.14085683,0.01885702,1.38464566
-5.18359180,5.91891555,0.00330126,0.34122713,0.32502061,1.65109814,4.19362387,0.01891906,1.39986428
-5.17758879,5.95720561,0.00338305,0.33697689,0.32531221,1.66184696,4.22754341,0.01886858,1.40871912
-5.17158579,5.96878526,0.00345562,0.33089931,0.32424396,1.66575950,4.24273469,0.01870746,1.41132374
-5.16558279,5.95449272,0.00351943,0.32313369,0.32190008,1.66324246,4.23964490,0.01843984,1.40791292
-5.15957979,5.91561976,0.00357526,0.31384978,0.31838796,1.65485958,4.21902740,0.01807190,1.39883447
-5.15357679,5.85386408,0.00362428,0.30324160,0.31383508,1.64131340,4.18191182,0.01761168,1.38453788
-5.14757379,5.77127139,0.00366794,0.29152091,0.30838554,1.62342305,4.12956710,0.01706878,1.36556023
-5.14157079,5.67016959,0.00370801,0.27891038,0.30219619,1.60209869,4.06345931,0.01645405,1.34250978
-5.13556778,5.55309754,0.00374651,0.26563696,0.29543245,1.57831350,3.98520561,0.01577928,1.31604811
-5.12956478,5.42273121,0.00378568,0.25192548,0.28826414,1.55307393,3.89652646,0.01505686,1.28687117
-5.12356178,5.28180965,0.00382795,0.23799294,0.28086119,1.52738927,3.79919772,0.01429941,1.25569002
-5.11755878,5.13306355,0.00387587,0.22404330,0.27338957,1.50224148,3.69500419,0.01351953,1.22321203
-5.11155578,4.97914851,0.00393212,0.21026330,0.26600750,1.47855603,3.58569637,0.01272947,1.19012295
-5.10555278,4.82258506,0.00399939,0.19681909,0.25886200,1.45717504,3.47295157,0.01194091,1.15707057
-5.09954977,4.66570706,0.00408045,0.18385385,0.25208593,1.43883320,3.35834041,0.01116476,1.12465038
-5.09354677,4.51061971,0.00417804,0.17148636,0.24579561,1.42413757,3.24329948,0.01041100,1.09339366
-5.08754377,4.35916779,0.00429490,0.15981044,0.24008910,1.41355172,3.12911064,0.00968861,1.06375831
-5.08154077,4.21291470,0.00443378,0.14889530,0.23504513,1.40738492,3.01688694,0.00900548,1.03612252
-5.07553777,4.07313184,0.00459743,0.13878656,0.23072279,1.40578659,2.90756520,0.00836848,1.01078140
-5.06953477,3.94079824,0.00478864,0.12950789,0.22716190,1.40874637,2.80190468,0.00778345,0.98794648
-5.06353177,3.81660926,0.00501025,0.12106319,0.22438410,1.41609968,2.70049127,0.00725529,0.96774802
-5.05752876,3.70099338,0.00526525,0.11343914,0.22239451,1.42753860,2.60374653,0.00678812,0.95023971
-5.05152576,3.59413583,0.00555678,0.10660793,0.22118395,1.44262768,2.51194050,0.00638533,0.93540555
-5.04552276,3.49600735,0.00588817,0.10053022,0.22073156,1.46082398,2.42520752,0.00604980,0.92316849
-5.03951976,3.40639665,0.00626303,0.09515797,0.22100765,1.48150049,2.34356403,0.00578398,0.91340025
-5.03351676,3.32494499,0.00668522,0.09043732,0.22197670,1.50397213,2.26692740,0.00559002,0.90593204
-5.02751376,3.25118116,0.00715885,0.08631120,0.22360021,1.52752293,2.19513506,0.00546991,0.90056556
-5.02151076,3.18455569,0.00768827,0.08272170,0.22583930,1.55143354,2.12796307,0.00542553,0.89708370
-5.01550775,3.12447279,0.00827798,0.07961212,0.22865693,1.57500766,2.06514362,0.00545871,0.89526080
-5.00950475,3.07031901,0.00893251,0.07692871,0.23201946,1.59759629,2.00638098,0.00557122,0.89487172
-5.00350175,3.02148786,0.00965629,0.07462191,0.23589756,1.61861892,1.95136543,0.00576475,0.89569966
-4.99749875,2.97739975,0.01045340,0.07264734,0.24026636,1.63758054,1.89978519,0.00604084,0.89754235
-4.99149575,2.93751687,0.01132741,0.07096627,0.24510481,1.65408408,1.85133607,0.00640076,0.90021653
-4.98549275,2.90135306,0.01228102,0.06954577,0.25039419,1.66783763,1.80572901,0.00684539,0.90356058
-4.97948974,2.86847894,0.01331586,0.06835852,0.25611608,1.67865657,1.76269557,0.00737503,0.90743545
-4.97348674,2.83852246,0.01443214,0.06738231,0.26224970,1.68646048,1.72199160,0.00798922,0.91172395
-4.96748374,2.81116587,0.01562840,0.06659932,0.26876895,1.69126558,1.68339931,0.00868658,0.91632868
-4.96148074,2.78613964,0.01690126,0.06599523,0.27563926,1.69317299,1.64672809,0.00946462,0.92116883
-4.95547774,2.76321427,0.01824522,0.06555821,0.28281466,1.69235409,1.61181429,0.01031961,0.92617617
-4.94947474,2.74219103,0.01965254,0.06527790,0.29023513,1.68903366,1.57852036,0.01124642,0.93129078
-4.94347174,2.72289241,0.02111316,0.06514441,0.29782467,1.68347204,1.54673349,0.01223849,0.93645661
-4.93746873,2.70515320,0.02261479,0.06514743,0.30549006,1.67594738,1.51636410,0.01328778,0.94161740
-4.93146573,2.68881302,0.02414304,0.06527550,0.31312075,1.66673894,1.48734433,0.01438482,0.94671332
-4.92546273,2.67371059,0.02568168,0.06551542,0.32058980,1.65611247,1.45962656,0.01551881,0.95167832
-4.91945973,2.65968044,0.02721297,0.06585195,0.32775592,1.64430813,1.43318228,0.01667778,0.95643868
-4.91345673,2.64655187,0.02871813,0.06626765,0.33446667,1.63153166,1.40800101,0.01784882,0.96091251
-4.90745373,2.63415038,0.03017785,0.06674301,0.34056262,1.61794891,1.38408949,0.01901833,0.96501046
-4.90145073,2.62230094,0.03157284,0.06725675,0.34588231,1.60368371,1.36147090,0.02017233,0.96863731
-4.89544772,2.61083298,0.03288441,0.06778623,0.35026775,1.58881879,1.34018408,0.02129682,0.97169442
-4.88944472,2.59958612,0.03409507,0.06830810,0.35357023,1.57339946,1.32028244,0.02237804,0.97408267
-4.88344172,2.58841631,0.03518908,0.06879894,0.35565604,1.55743921,1.30183268,0.02340288,0.97570566
-4.87743872,2.57720130,0.03615289,0.06923591,0.35641183,1.54092672,1.28491283,0.02435911,0.97647292
-4.87143572,2.56584516,0.03697561,0.06959747,0.35574936,1.52383345,1.26960978,0.02523571,0.97630272
-4.86543272,2.55428089,0.03764924,0.06986392,0.35360922,1.50612112,1.25601611,0.02602299,0.97512437
-4.85942971,2.54247108,0.03816888,0.07001793,0.34996349,1.48774856,1.24422611,0.02671285,0.97287975
-4.85342671,2.53040613,0.03853276,0.07004487,0.34481710,1.46867728,1.23433120,0.02729876,0.96952399
-4.84742371,2.51810014,0.03874215,0.06993304,0.33820779,1.44887558,1.22641471,0.02777587,0.96502526
-4.84142071,2.50558467,0.03880121,0.06967374,0.33020482,1.42832101,1.22054619,0.02814092,0.95936379
-4.83541771,2.49290065,0.03871664,0.06926121,0.32090637,1.40700114,1.21677553,0.02839216,0.95253009
-4.82941471,2.48008915,0.03849730,0.06869243,0.31043589,1.38491291,1.21512708,0.02852928,0.94452285
-4.82341171,2.46718146,0.03815382,0.06796689,0.29893757,1.36206086,1.21559394,0.02855315,0.93534647
-4.81740870,2.45418932,0.03769806,0.06708619,0.28657121,1.33845445,1.21813284,0.02846576,0.92500870
-4.81140570,2.44109592,0.03714265,0.06605377,0.27350673,1.31410524,1.22265976,0.02826999,0.91351844
-4.80540270,2.42784827,0.03650055,0.06487448,0.25991864,1.28902394,1.22904655,0.02796945,0.90088419
-4.79939970,2.41435160,0.03578457,0.06355432,0.24598074,1.26321810,1.23711869,0.02756840,0.88711295
-4.79339670,2.40046590,0.03500704,0.06210017,0.23186122,1.23669043,1.24665436,0.02707158,0.87221007
-4.78739370,2.38600516,0.03417949,0.06051953,0.21771842,1.20943815,1.25738494,0.02648419,0.85617972
-4.78139070,2.37073908,0.03331240,0.05882049,0.20369734,1.18145332,1.26899693,0.02581179,0.83902616
-4.77538769,2.35439727,0.03241509,0.05701162,0.18992705,1.15272423,1.28113530,0.02506036,0.82075564
-4.76938469,2.33667569,0.03149559,0.05510197,0.17651894,1.12323764,1.29340829,0.02423622,0.80137866
-4.76338169,2.31724509,0.03056069,0.05310115,0.16356585,1.09298179,1.30539348,0.02334612,0.78091252
-4.75737869,2.29576085,0.02961595,0.05101943,0.15114203,1.06194971,1.31664523,0.02239722,0.75938390
-4.75137569,2.27187402,0.02866579,0.04886775,0.13930373,1.03014285,1.32670311,0.02139712,0.73683112
-4.74537269,2.24524301,0.02771364,0.04665789,0.12809045,0.99757452,1.33510147,0.02035386,0.71330615
-4.73936968,2.21554554,0.02676210,0.04440246,0.11752655,0.96427298,1.34137978,0.01927589,0.68887597
-4.73336668,2.18249060,0.02581310,0.04211493,0.10762320,0.93028413,1.34509369,0.01817203,0.66362333
-4.72736368,2.14583000,0.02486805,0.03980957,0.09838048,0.89567340,1.34582648,0.01705139,0.63764682
-4.72136068,2.10536928,0.02392807,0.03750139,0.08978955,0.86052709,1.34320081,0.01592327,0.61106030
-4.71535768,2.06097777,0.02299407,0.03520602,0.08183471,0.82495293,1.33689025,0.01479703,0.58399171
-4.70935468,2.01259762,0.02206695,0.03293947,0.07449540,0.78908005,1.32663047,0.01368192,0.55658141
-4.70335168,1.96025156,0.02114773,0.03071798,0.06774798,0.75305836,1.31222958,0.01258700,0.52898023
-4.69734867,1.90404913,0.02023765,0.02855779,0.06156728,0.71705759,1.29357724,0.01152090,0.50134726
-4.69134567,1.84419140,0.01933827,0.02647495,0.05592797,0.68126590,1.27065220,0.01049173,0.47384762
-4.68534267,1.78097367,0.01845155,0.02448507,0.05080565,0.64588843,1.24352781,0.00950695,0.44665036
-4.67933967,1.71478626,0.01757992,0.02260317,0.04617778,0.61114560,1.21237506,0.00857324,0.41992650
-4.67333667,1.64611298,0.01672631,0.02084357,0.04202438,0.57727148,1.17746307,0.00769647,0.39384744
-4.66733367,1.57552726,0.01589417,0.01921973,0.03832861,0.54451207,1.13915662,0.00688163,0.36858355
-4.66133067,1.50368583,0.01508748,0.01774426,0.03507718,0.51312361,1.09791067,0.00613287,0.34430322
-4.65532766,1.43132002,0.01431068,0.01642889,0.03226069,0.48337079,1.05426199,0.00545353,0.32117217
-4.64932466,1.35922462,0.01356868,0.01528448,0.02987385,0.45552499,1.00881794,0.00484621,0.29935300
-4.64332166,1.28824473,0.01286674,0.01432113,0.02791564,0.42986229,0.96224279,0.00431288,0.27900495
-4.63731866,1.21926073,0.01221037,0.01354822,0.02638939,0.40666141,0.91524197,0.00385503,0.26028381
-4.63131566,1.15317184,0.01160522,0.01297456,0.02530282,0.38620141,0.86854486,0.00347377,0.24334185
-4.62531266,1.09087882,0.01105694,0.01260846,0.02466798,0.36875916,0.82288660,0.00317003,0.22832773
-4.61930965,1.03326622,0.01057099,0.01245785,0.02450112,0.35460662,0.77898971,0.00294469,0.21538632
-4.61330665,0.98118489,0.01015253,0.01253037,0.02482249,0.34400783,0.73754622,0.00279874,0.20465833
-4.60730365,0.93543516,0.00980620,0.01283337,0.02565596,0.33721576,0.69920086,0.00273337,0.19627983
-4.60130065,0.89675134,0.00953600,0.01337400,0.02702859,0.33446892,0.66453596,0.00275007,0.19038142
-4.59529765,0.86578787,0.00934510,0.01415918,0.02896996,0.33598785,0.63405857,0.00285074,0.18708718
-4.58929465,0.84310751,0.00923573,0.01519549,0.03151145,0.34197145,0.60819026,0.00303767,0.18651332
-4.58329165,0.82917178,0.00920907,0.01648910,0.03468522,0.35259328,0.58725967,0.00331353,0.18876651
-4.57728864,0.82433376,0.00926517,0.01804563,0.03852305,0.36799772,0.57149814,0.00368132,0.19394189
-4.57128564,0.82883326,0.00940291,0.01986991,0.04305504,0.38829617,0.56103826,0.00414427,0.20212079
-4.56528264,0.84279424,0.00961997,0.02196577,0.04830803,0.41356321,0.55591528,0.00470569,0.21336815
-4.55927964,0.86622429,0.00991289,0.02433576,0.05430395,0.44383282,0.55607110,0.00536879,0.22772966
-4.55327664,0.89901598,0.01027713,0.02698081,0.06105799,0.47909472,0.56136047,0.00613646,0.24522871
-4.54727364,0.94094971,0.01070714,0.02989993,0.06857672,0.51929090,0.57155904,0.00701104,0.26586327
-4.54127064,0.99169798,0.01119654,0.03308987,0.07685622,0.56431248,0.58637291,0.00799406,0.28960266
-4.53526763,1.05083073,0.01173823,0.03654480,0.08588018,0.61399693,0.60544901,0.00908599,0.31638451
-4.52926463,1.11782161,0.01232457,0.04025599,0.09561823,0.66812610,0.62838620,0.01028601,0.34611201
-4.52326163,1.19205516,0.01294759,0.04421155,0.10602447,0.72642491,0.65474650,0.01159173,0.37865153
-4.51725863,1.27283481,0.01359918,0.04839623,0.11703637,0.78856120,0.68406616,0.01299909,0.41383100
-4.51125563,1.35939175,0.01427124,0.05279131,0.12857401,0.85414686,0.71586639,0.01450214,0.45143903
-4.50525263,1.45089479,0.01495593,0.05737457,0.14053995,0.92274035,0.74966358,0.01609303,0.49122519
-4.49924962,1.54646127,0.01564582,0.06212035,0.15281963,0.99385100,0.78497864,0.01776196,0.53290131
-4.49324662,1.64516915,0.01633404,0.06699982,0.16528247,1.06694494,0.82134572,0.01949728,0.57614423
