energy_ev,total_up,In_p_up,In_d_up,Mo_p_up,Mo_d_up,Se_s_up,Se_p_up
-6.00000000,1.97068802,0.02349140,0.00219904,1.26890353,0.94007797,0.00377567,1.41615323
-5.99399700,1.96482344,0.02312725,0.00221707,1.26967055,0.93938487,0.00389407,1.40559743
-5.98799400,1.95765327,0.02298995,0.00223556,1.27057933,0.93618178,0.00402243,1.39294357
-5.98199100,1.94896085,0.02306817,0.00225340,1.27140199,0.93050501,0.00415838,1.37811939
-5.97598799,1.93862175,0.02334687,0.00226955,1.27195093,0.92247448,0.00429945,1.36114147
-5.96998499,1.92660780,0.02380775,0.00228310,1.27208544,0.91228885,0.00444319,1.34211680
-5.96398199,1.91298627,0.02442967,0.00229329,1.27171461,0.90021807,0.00458724,1.32124008
-5.95797899,1.89791496,0.02518920,0.00229951,1.27079670,0.88659409,0.00472932,1.29878720
-5.95197599,1.88163412,0.02606118,0.00230132,1.26933531,0.87180032,0.00486738,1.27510566
-5.94597299,1.86445602,0.02701939,0.00229845,1.26737305,0.85626048,0.00499955,1.25060257
-5.93996998,1.84675338,0.02803719,0.00229084,1.26498337,0.84042745,0.00512423,1.22573128
-5.93396698,1.82894755,0.02908832,0.00227858,1.26226147,0.82477273,0.00524009,1.20097739
-5.92796398,1.81149745,0.03014759,0.00226197,1.25931515,0.80977683,0.00534612,1.17684495
-5.92196098,1.79488958,0.03119166,0.00224147,1.25625627,0.79592089,0.00544163,1.15384371
-5.91595798,1.77962989,0.03219976,0.00221771,1.25319369,0.78367963,0.00552625,1.13247767
-5.90995498,1.76623716,0.03315436,0.00219149,1.25022788,0.77351552,0.00559998,1.11323539
-5.90395198,1.75523795,0.03404175,0.00216375,1.24744783,0.76587399,0.00566316,1.09658214
-5.89794897,1.74716242,0.03485249,0.00213555,1.24492992,0.76117926,0.00571646,1.08295365
-5.89194597,1.74254046,0.03558176,0.00210809,1.24273890,0.75983047,0.00576092,1.07275131
-5.88594297,1.74189721,0.03622950,0.00208263,1.24093039,0.76219746,0.00579787,1.06633820
-5.87993997,1.74574716,0.03680032,0.00206052,1.23955445,0.76861594,0.00582894,1.06403562
-5.87393697,1.75458603,0.03730332,0.00204312,1.23865953,0.77938161,0.00585600,1.06611939
-5.86793397,1.76887980,0.03775161,0.00203180,1.23829620,0.79474289,0.00588113,1.07281560
-5.86193097,1.78905060,0.03816167,0.00202787,1.23851996,0.81489232,0.00590652,1.08429538
-5.85592796,1.81545939,0.03855257,0.00203257,1.23939257,0.83995661,0.00593441,1.10066851
-5.84992496,1.84838575,0.03894500,0.00204698,1.24098154,0.86998577,0.00596702,1.12197580
-5.84392196,1.88800565,0.03936028,0.00207201,1.24335757,0.90494166,0.00600641,1.14818066
-5.83791896,1.93436813,0.03981924,0.00210832,1.24658996,0.94468679,0.00605441,1.17916004
-5.83191596,1.98737239,0.04034117,0.00215631,1.25074028,0.98897413,0.00611250,1.21469574
-5.82591296,2.04674700,0.04094285,0.00221605,1.25585467,1.03743882,0.00618171,1.25446648
-5.81990995,2.11203277,0.04163761,0.00228725,1.26195561,1.08959270,0.00626255,1.29804208
-5.81390695,2.18257126,0.04243468,0.00236927,1.26903369,1.14482260,0.00635491,1.34488030
-5.80790395,2.25750037,0.04333869,0.00246108,1.27704052,1.20239306,0.00645802,1.39432750
-5.80190095,2.33575843,0.04434940,0.00256125,1.28588334,1.26145413,0.00657043,1.44562372
-5.79589795,2.41609759,0.04546177,0.00266804,1.29542235,1.32105452,0.00668999,1.49791272
-5.78989495,2.49710712,0.04666624,0.00277935,1.30547119,1.38016015,0.00681393,1.55025738
-5.78389195,2.57724630,0.04794931,0.00289283,1.31580101,1.43767787,0.00693887,1.60166023
-5.77788894,2.65488625,0.04929433,0.00300590,1.32614838,1.49248360,0.00706098,1.65108889
-5.77188594,2.72835935,0.05068250,0.00311587,1.33622671,1.54345423,0.00717607,1.69750556
-5.76588294,2.79601434,0.05209399,0.00321998,1.34574089,1.58950178,0.00727975,1.73989957
-5.75987994,2.85627475,0.05350919,0.00331553,1.35440438,1.62960870,0.00736759,1.77732166
-5.75387694,2.90769805,0.05490987,0.00339992,1.36195776,1.66286260,0.00743533,1.80891834
-5.74787394,2.94903246,0.05628037,0.00347080,1.36818765,1.68848886,0.00747903,1.83396491
-5.74187094,2.97926872,0.05760858,0.00352610,1.37294476,1.70587953,0.00749525,1.85189516
-5.73586793,2.99768400,0.05888671,0.00356412,1.37615974,1.71461711,0.00748118,1.86232634
-5.72986493,3.00387536,0.06011188,0.00358361,1.37785566,1.71449200,0.00743482,1.86507796
-5.72386193,2.99778105,0.06128625,0.00358378,1.37815609,1.70551252,0.00735503,1.86018313
-5.71785893,2.97968806,0.06241698,0.00356434,1.37728782,1.68790712,0.00724162,1.84789168
-5.71185593,2.95022535,0.06351578,0.00352550,1.37557782,1.66211832,0.00709533,1.82866477
-5.70585293,2.91034270,0.06459809,0.00346796,1.37344402,1.62878876,0.00691788,1.80316072
-5.69984992,2.86127608,0.06568205,0.00339287,1.37138031,1.58873970,0.00671184,1.77221277
-5.69384692,2.80450087,0.06678723,0.00330179,1.36993600,1.54294310,0.00648057,1.73679942
-5.68784392,2.74167517,0.06793314,0.00319660,1.36969083,1.49248830,0.00622810,1.69800884
-5.68184092,2.67457570,0.06913771,0.00307948,1.37122649,1.43854483,0.00595895,1.65699853
-5.67583792,2.60502938,0.07041577,0.00295275,1.37509619,1.38232302,0.00567802,1.61495243
-5.66983492,2.53484353,0.07177760,0.00281885,1.38179384,1.32503395,0.00539033,1.57303701
-5.66383192,2.46573819,0.07322768,0.00268024,1.39172439,1.26785052,0.00510092,1.53235855
-5.65782891,2.39928339,0.07476374,0.00253930,1.40517716,1.21187118,0.00481465,1.49392334
-5.65182591,2.33684422,0.07637611,0.00239827,1.42230348,1.15808769,0.00453603,1.45860255
-5.64582291,2.27953601,0.07804746,0.00225919,1.44310015,1.10735809,0.00426911,1.42710332
-5.63981991,2.22819152,0.07975297,0.00212387,1.46739972,1.06038582,0.00401738,1.39994712
-5.63381691,2.18334113,0.08146091,0.00199382,1.49486836,1.01770555,0.00378367,1.37745630
-5.62781391,2.14520677,0.08313363,0.00187025,1.52501158,0.97967597,0.00357011,1.35974918
