energy_ev,total_up,Ga_p_up,Ga_d_up,Hg_p_up,Hg_d_up,S_s_up,S_p_up
-6.00000000,3.44144979,0.13217301,0.00000000,0.77234234,1.78834297,0.02025133,0.64996042
-5.99399700,3.39165911,0.13250458,0.00000000,0.76368941,1.75399787,0.02094914,0.64277527
-5.98799400,3.33873746,0.13315493,0.00000000,0.75393983,1.71659889,0.02190707,0.63369971
-5.98199100,3.28267333,0.13413484,0.00000000,0.74309219,1.67608171,0.02313124,0.62272715
-5.97598799,3.22365212,0.13545722,0.00000000,0.73119032,1.63250860,0.02462534,0.60990300
-5.96998499,3.16204404,0.13713622,0.00000000,0.71832080,1.58606314,0.02639039,0.59532266
-5.96398199,3.09838385,0.13918604,0.00000000,0.70460879,1.53704017,0.02842442,0.57912769
-5.95797899,3.03334390,0.14161970,0.00000000,0.69021245,1.48583169,0.03072222,0.56150037
-5.95197599,2.96770176,0.14444759,0.00000000,0.67531628,1.43290936,0.03327509,0.54265697
-5.94597299,2.90230427,0.14767602,0.00000000,0.66012368,1.37880473,0.03607069,0.52284007
-5.93996998,2.83802970,0.15130580,0.00000000,0.64484899,1.32408818,0.03909287,0.50231017
-5.93396698,2.77574974,0.15533093,0.00000000,0.62970944,1.26934731,0.04232158,0.48133706
-5.92796398,2.71629297,0.15973740,0.00000000,0.61491732,1.21516600,0.04573299,0.46019126
-5.92196098,2.66041118,0.16450236,0.00000000,0.60067255,1.16210476,0.04929949,0.43913582
-5.91595798,2.60874999,0.16959347,0.00000000,0.58715603,1.11068309,0.05299002,0.41841886
-5.90995498,2.56182457,0.17496864,0.00000000,0.57452388,1.06136441,0.05677031,0.39826699
-5.90395198,2.52000122,0.18057613,0.00000000,0.56290277,1.01454404,0.06060337,0.37887986
-5.89794897,2.48348537,0.18635505,0.00000000,0.55238641,0.97054023,0.06445002,0.36042596
-5.89194597,2.45231591,0.19223625,0.00000000,0.54303328,0.92958859,0.06826955,0.34303977
-5.88594297,2.42636596,0.19814357,0.00000000,0.53486561,0.89183961,0.07202042,0.32682021
-5.87993997,2.40534963,0.20399544,0.00000000,0.52786950,0.85735927,0.07566113,0.31183033
-5.87393697,2.38883418,0.20970677,0.00000000,0.52199627,0.82613237,0.07915100,0.29809830
-5.86793397,2.37625703,0.21519103,0.00000000,0.51716477,0.79806826,0.08245113,0.28561940
-5.86193097,2.36694667,0.22036259,0.00000000,0.51326467,0.77300852,0.08552524,0.27435892
-5.85592796,2.36014658,0.22513901,0.00000000,0.51016047,0.75073627,0.08834053,0.26425579
-5.84992496,2.35504132,0.22944339,0.00000000,0.50769624,0.73098661,0.09086849,0.25522684
-5.84392196,2.35078370,0.23320660,0.00000000,0.50570079,0.71345771,0.09308559,0.24717132
-5.83791896,2.34652215,0.23636931,0.00000000,0.50399318,0.69782235,0.09497386,0.23997562
-5.83191596,2.34142748,0.23888376,0.00000000,0.50238840,0.68373926,0.09652133,0.23351804
-5.82591296,2.33471793,0.24071517,0.00000000,0.50070306,0.67086417,0.09772230,0.22767333
-5.81990995,2.32568205,0.24184275,0.00000000,0.49876088,0.65886014,0.09857745,0.22231703
-5.81390695,2.31369849,0.24226025,0.00000000,0.49639788,0.64740694,0.09909373,0.21732932
-5.80790395,2.29825231,0.24197605,0.00000000,0.49346708,0.63620930,0.09928414,0.21259840
-5.80190095,2.27894722,0.24101274,0.00000000,0.48984253,0.62500377,0.09916726,0.20802329
-5.79589795,2.25551355,0.23940625,0.00000000,0.48542263,0.61356423,0.09876669,0.20351604
-5.78989495,2.22781165,0.23720445,0.00000000,0.48013257,0.60170573,0.09811033,0.19900325
-5.78389195,2.19583081,0.23446549,0.00000000,0.47392572,0.58928681,0.09722962,0.19442696
-5.77788894,2.15968379,0.23125568,0.00000000,0.46678414,0.57621025,0.09615862,0.18974492
-5.77188594,2.11959711,0.22764714,0.00000000,0.45871796,0.56242221,0.09493322,0.18493026
-5.76588294,2.07589776,0.22371530,0.00000000,0.44976379,0.54791002,0.09359021,0.17997060
-5.75987994,2.02899664,0.21953633,0.00000000,0.43998223,0.53269862,0.09216656,0.17486668
-5.75387694,1.97936966,0.21518452,0.00000000,0.42945445,0.51684588,0.09069870,0.16963069
-5.74787394,1.92753708,0.21072985,0.00000000,0.41827820,0.50043712,0.08922196,0.16428418
-5.74187094,1.87404206,0.20623570,0.00000000,0.40656324,0.48357887,0.08777018,0.15885584
-5.73586793,1.81942929,0.20175695,0.00000000,0.39442649,0.46639234,0.08637547,0.15337922
-5.72986493,1.76422466,0.19733830,0.00000000,0.38198710,0.44900682,0.08506817,0.14789037
-5.72386193,1.70891665,0.19301317,0.00000000,0.36936168,0.43155319,0.08387694,0.14242567
-5.71785893,1.65394035,0.18880295,0.00000000,0.35665985,0.41415805,0.08282908,0.13701981
-5.71185593,1.59966476,0.18471680,0.00000000,0.34398044,0.39693834,0.08195092,0.13170410
-5.70585293,1.54638377,0.18075194,0.00000000,0.33140828,0.37999706,0.08126837,0.12650502
-5.69984992,1.49431111,0.17689440,0.00000000,0.31901198,0.36341990,0.08080749,0.12144329
-5.69384692,1.44357950,0.17312027,0.00000000,0.30684257,0.34727308,0.08059507,0.11653323
-5.68784392,1.39424375,0.16939724,0.00000000,0.29493315,0.33160231,0.08065915,0.11178254
-5.68184092,1.34628756,0.16568664,0.00000000,0.28329944,0.31643297,0.08102946,0.10719258
-5.67583792,1.29963354,0.16194548,0.00000000,0.27194123,0.30177126,0.08173764,0.10275885
-5.66983492,1.25415573,0.15812890,0.00000000,0.26084459,0.28760635,0.08281723,0.09847189
-5.66383192,1.20969391,0.15419242,0.00000000,0.24998464,0.27391324,0.08430336,0.09431832
-5.65782891,1.16606880,0.15009431,0.00000000,0.23932879,0.26065618,0.08623212,0.09028218
-5.65182591,1.12309726,0.14579770,0.00000000,0.22884015,0.24779240,0.08863957,0.08634616
-5.64582291,1.08060677,0.14127247,0.00000000,0.21848097,0.23527594,0.09156038,0.08249301
-5.63981991,1.03844821,0.13649682,0.00000000,0.20821591,0.22306132,0.09502610,0.07870677
-5.63381691,0.99650650,0.13145839,0.00000000,0.19801494,0.21110691,0.09906322,0.07497393
-5.62781391,0.95470841,0.12615502,0.00000000,0.18785581,0.19937782,0.10369086,0.07128433
-5.62181091,0.91302749,0.12059499,0.00000000,0.17772584,0.18784816,0.10891846,0.06763193
-5.61580790,0.87148572,0.11479682,0.00000000,0.16762311,0.17650259,0.11474342,0.06401524
-5.60980490,0.83015224,0.10878861,0.00000000,0.15755694,0.16533718,0.12114878,0.06043754
-5.60380190,0.78913917,0.10260704,0.00000000,0.14754772,0.15435955,0.12810134,0.05690691
-5.59779890,0.74859528,0.09629600,0.00000000,0.13762615,0.14358833,0.13555008,0.05343594
-5.59179590,0.70869770,0.08990494,0.00000000,0.12783191,0.13305203,0.14342520,0.05004133
-5.58579290,0.66964262,0.08348713,0.00000000,0.11821201,0.12278757,0.15163793,0.04674335
-5.57978989,0.63163550,0.07709777,0.00000000,0.10881875,0.11283829,0.16008109,0.04356516
-5.57378689,0.59488140,0.07079214,0.00000000,0.09970761,0.10325198,0.16863060,0.04053216
-5.56778389,0.55957629,0.06462380,0.00000000,0.09093515,0.09407867,0.17714790,0.03767124
-5.56178089,0.52589951,0.05864308,0.00000000,0.08255688,0.08536862,0.18548331,0.03501022
-5.55577789,0.49400811,0.05289561,0.00000000,0.07462548,0.07717042,0.19348020,0.03257716
-5.54977489,0.46403312,0.04742128,0.00000000,0.06718920,0.06952935,0.20097992,0.03039996
-5.54377189,0.43607785,0.04225342,0.00000000,0.06029063,0.06248613,0.20782733,0.02850591
-5.53776888,0.41021834,0.03741831,0.00000000,0.05396578,0.05607590,0.21387656,0.02692141
