energy_ev,total_up,N_s_up,N_p_up,Pd_p_up,Pd_d_up,S_s_up,S_p_up
-5.87993997,2.96484986,0.01272240,0.28475019,1.51996059,0.90166073,0.00924465,1.04974281
-5.87393697,2.99675902,0.01263633,0.28580003,1.55373085,0.91015127,0.00824768,1.06527412
-5.86793397,3.02704729,0.01256924,0.28667986,1.58582235,0.91789423,0.00734651,1.08024798
-5.86193097,3.05526821,0.01252655,0.28740297,1.61600648,0.92477592,0.00654463,1.09442607
-5.85592796,3.08106657,0.01251377,0.28799166,1.64412786,0.93071576,0.00584402,1.10760294
-5.84992496,3.10418783,0.01253633,0.28847627,1.67010668,0.93566868,0.00524528,1.11961168
-5.84392196,3.12448229,0.01259942,0.28889386,1.69393761,0.93962567,0.00474791,1.13032763
-5.83791896,3.14190346,0.01270770,0.28928627,1.71568516,0.94261245,0.00435045,1.13967008
-5.83191596,3.15650073,0.01286517,0.28969777,1.73547568,0.94468613,0.00405065,1.14760167
-5.82591296,3.16840636,0.01307484,0.29017236,1.75348608,0.94593012,0.00384567,1.15412575
-5.81990995,3.17781779,0.01333859,0.29075085,1.76992997,0.94644756,0.00373220,1.15928155
-5.81390695,3.18497601,0.01365691,0.29146787,1.78504183,0.94635344,0.00370652,1.16313771
-5.80790395,3.19014141,0.01402876,0.29234895,1.79906008,0.94576613,0.00376458,1.16578447
-5.80190095,3.19356860,0.01445145,0.29340787,1.81221002,0.94479859,0.00390203,1.16732504
-5.79589795,3.19548190,0.01492054,0.29464442,1.82468765,0.94354997,0.00411422,1.16786675
-5.78989495,3.19605305,0.01542989,0.29604281,1.83664548,0.94209804,0.00439618,1.16751245
-5.78389195,3.19538277,0.01597167,0.29757070,1.84818111,0.94049302,0.00474262,1.16635295
-5.77788894,3.19348751,0.01653656,0.29917913,1.85932948,0.93875318,0.00514783,1.16446082
-5.77188594,3.19029247,0.01711393,0.30080329,1.87005939,0.93686263,0.00560571,1.16188607
-5.76588294,3.18563148,0.01769212,0.30236423,1.88027453,0.93477144,0.00610973,1.15865392
-5.75987994,3.17925407,0.01825882,0.30377136,1.88981915,0.93239816,0.00665294,1.15476502
-5.75387694,3.17083942,0.01880140,0.30492582,1.89848816,0.92963473,0.00722799,1.15019779
-5.74787394,3.16001651,0.01930736,0.30572437,1.90604096,0.92635340,0.00782717,1.14491299
-5.74187094,3.14638947,0.01976474,0.30606389,1.91221842,0.92241548,0.00844253,1.13886010
-5.73586793,3.12956646,0.02016252,0.30584604,1.91676190,0.91768131,0.00906595,1.13198504
-5.72986493,3.10919054,0.02049099,0.30498198,1.91943312,0.91202094,0.00968928,1.12423872
-5.72386193,3.08497067,0.02074213,0.30339690,1.92003383,0.90532496,0.01030453,1.11558587
-5.71785893,3.05671081,0.02090978,0.30103417,1.91842383,0.89751471,0.01090400,1.10601350
-5.71185593,3.02433548,0.02098993,0.29785875,1.91453646,0.88855153,0.01148047,1.09553838
-5.70585293,2.98791024,0.02098071,0.29385986,1.90839052,0.87844427,0.01202734,1.08421314
-5.69984992,2.94765571,0.02088250,0.28905272,1.90009781,0.86725483,0.01253882,1.07213047
-5.69384692,2.90395443,0.02069775,0.28347916,1.88986599,0.85510135,0.01301006,1.05942521
-5.68784392,2.85735002,0.02043088,0.27720724,1.87799655,0.84215877,0.01343723,1.04627414
-5.68184092,2.80853874,0.02008801,0.27032978,1.86487800,0.82865700,0.01381762,1.03289351
-5.67583792,2.75835394,0.01967667,0.26296195,1.85097475,0.81487641,0.01414969,1.01953450
-5.66983492,2.70774402,0.01920547,0.25523790,1.83681229,0.80114123,0.01443303,1.00647669
-5.66383192,2.65774533,0.01868371,0.24730677,1.82295958,0.78781088,0.01466839,0.99402020
-5.65782891,2.60945104,0.01812107,0.23932814,1.81000953,0.77526977,0.01485757,0.98247659
-5.65182591,2.56397763,0.01752722,0.23146712,1.79855855,0.76391596,0.01500336,0.97215925
-5.64582291,2.52243041,0.01691153,0.22388927,1.78918618,0.75414910,0.01510936,0.96337357
-5.63981991,2.48586937,0.01628278,0.21675562,1.78243565,0.74635817,0.01517995,0.95640729
-5.63381691,2.45527679,0.01564899,0.21021790,1.77879609,0.74090932,0.01522004,0.95152162
-5.62781391,2.43152751,0.01501726,0.20441405,1.77868693,0.73813435,0.01523498,0.94894304
-5.62181091,2.41536278,0.01439366,0.19946438,1.78244497,0.73832001,0.01523039,0.94885643
-5.61580790,2.40736831,0.01378326,0.19546819,1.79031421,0.74169853,0.01521200,0.95139934
-5.60980490,2.40795697,0.01319012,0.19250111,1.80243859,0.74843955,0.01518555,0.95665762
-5.60380190,2.41735628,0.01261742,0.19061318,1.81885759,0.75864369,0.01515662,0.96466252
-5.59779890,2.43560102,0.01206754,0.18982757,1.83950449,0.77233792,0.01513055,0.97538907
-5.59179590,2.46253070,0.01154225,0.19014020,1.86420719,0.78947288,0.01511234,0.98875589
-5.58579290,2.49779218,0.01104283,0.19151991,1.89269137,0.80992221,0.01510656,1.00462633
-5.57978989,2.54084705,0.01057027,0.19390947,1.92458591,0.83348410,0.01511730,1.02281094
-5.57378689,2.59098398,0.01012538,0.19722721,1.95943036,0.85988499,0.01514813,1.04307132
-5.56778389,2.64733568,0.00970895,0.20136932,1.99668456,0.88878550,0.01520207,1.06512522
-5.56178089,2.70890040,0.00932183,0.20621272,2.03574016,0.91978859,0.01528158,1.08865296
-5.55577789,2.77456762,0.00896501,0.21161841,2.07593418,0.95244972,0.01538858,1.11330521
-5.54977489,2.84314758,0.00863965,0.21743540,2.11656433,0.98628894,0.01552448,1.13871185
-5.54377189,2.91340389,0.00834711,0.22350480,2.15690615,1.02080450,0.01569022,1.16449188
-5.53776888,2.98408855,0.00808890,0.22966435,2.19623147,1.05548771,0.01588633,1.19026421
-5.53176588,3.05397824,0.00786664,0.23575291,2.23382788,1.08983833,0.01611297,1.21565882
-5.52576288,3.12191058,0.00768197,0.24161500,2.26901868,1.12338009,0.01637006,1.24032807
-5.51975988,3.18681898,0.00753650,0.24710514,2.30118250,1.15567560,0.01665728,1.26395756
-5.51375688,3.24776448,0.00743167,0.25209185,2.32977182,1.18633988,0.01697420,1.28627607
-5.50775388,3.30396294,0.00736869,0.25646111,2.35432959,1.21505183,0.01732026,1.30706390
-5.50175088,3.35480605,0.00734839,0.26011925,2.37450280,1.24156310,0.01769487,1.32615927
-5.49574787,3.39987497,0.00737118,0.26299497,2.39005243,1.26570361,0.01809738,1.34346202
-5.48974487,3.43894529,0.00743693,0.26504054,2.40085884,1.28738345,0.01852702,1.35893451
-5.48374187,3.47198306,0.00754494,0.26623207,2.40692218,1.30659096,0.01898295,1.37259927
-5.47773887,3.49913152,0.00769384,0.26656882,2.40835757,1.32338685,0.01946406,1.38453349
-5.47173587,3.52068908,0.00788157,0.26607156,2.40538498,1.33789478,0.01996894,1.39486046
-5.46573287,3.53707969,0.00810540,0.26478024,2.39831437,1.35028879,0.02049570,1.40373837
-5.45972986,3.54881692,0.00836188,0.26275076,2.38752655,1.36077820,0.02104189,1.41134703
-5.45372686,3.55646406,0.00864691,0.26005140,2.37345096,1.36959105,0.02160428,1.41787318
-5.44772386,3.56059235,0.00895576,0.25675883,2.35654150,1.37695687,0.02217882,1.42349553
-5.44172086,3.56174008,0.00928314,0.25295400,2.33725174,1.38308998,0.02276053,1.42837009
-5.43571786,3.56037498,0.00962332,0.24871821,2.31601113,1.38817434,0.02334342,1.43261719
-5.42971486,3.55686242,0.00997019,0.24412941,2.29320346,1.39235093,0.02392054,1.43631072
-5.42371186,3.55144144,0.01031743,0.23925911,2.26914905,1.39570834,0.02448405,1.43947058
-5.41770885,3.54421019,0.01065862,0.23416987,2.24409150,1.39827747,0.02502538,1.44205887
-5.41170585,3.53512161,0.01098746,0.22891357,2.21819004,1.40003034,0.02553542,1.44398001
-5.40570285,3.52398987,0.01129787,0.22353056,2.19151768,1.40088328,0.02600484,1.44508510
-5.39969985,3.51050676,0.01158422,0.21804958,2.16406519,1.40070410,0.02642439,1.44518008
-5.39369685,3.49426708,0.01184147,0.21248846,2.13575066,1.39932285,0.02678532,1.44403726
-5.38769385,3.47480118,0.01206537,0.20685554,2.10643371,1.39654528,0.02707970,1.44140947
-5.38169085,3.45161230,0.01225260,0.20115156,2.07593341,1.39216802,0.02730088,1.43704597
-5.37568784,3.42421621,0.01240090,0.19537199,2.04404857,1.38599452,0.02744381,1.43070893
-5.36968484,3.39218027,0.01250919,0.18950953,2.01057898,1.37785049,0.02750530,1.42218944
-5.36368184,3.35515936,0.01257761,0.18355662,1.97534617,1.36759787,0.02748431,1.41132197
-5.35767884,3.31292614,0.01260760,0.17750781,1.93821216,1.35514631,0.02738200,1.39799633
-5.35167584,3.26539374,0.01260180,0.17136178,1.89909522,1.34046142,0.02720182,1.38216631
-5.34567284,3.21262937,0.01256407,0.16512300,1.85798137,1.32356932,0.02694934,1.36385441
-5.33966983,3.15485814,0.01249932,0.15880280,1.81493122,1.30455714,0.02663208,1.34315245
-5.33366683,3.09245703,0.01241337,0.15242001,1.77008164,1.28356976,0.02625918,1.32021803
-5.32766383,3.02593959,0.01231272,0.14600089,1.72364247,1.26080276,0.02584101,1.29526716
-5.32166083,2.95593273,0.01220436,0.13957875,1.67588857,1.23649262,0.02538869,1.26856358
-5.31565783,2.88314731,0.01209548,0.13319299,1.62714792,1.21090455,0.02491357,1.24040550
-5.30965483,2.80834478,0.01199318,0.12688792,1.57778677,1.18431917,0.02442671,1.21111089
-5.30365183,2.73230220,0.01190421,0.12071131,1.52819301,1.15701890,0.02393840,1.18100201
-5.29764882,2.65577807,0.01183470,0.11471290,1.47875877,1.12927507,0.02345768,1.15039048
-5.29164582,2.57948132,0.01178989,0.10894292,1.42986369,1.10133666,0.02299196,1.11956378
-5.28564282,2.50404532,0.01177391,0.10345080,1.38185980,1.07342140,0.02254676,1.08877383
-5.27963982,2.43000860,0.01178963,0.09828410,1.33505897,1.04570989,0.02212553,1.05822864
-5.27363682,2.35780319,0.01183851,0.09348775,1.28972373,1.01834290,0.02172958,1.02808714
-5.26763382,2.28775112,0.01192052,0.08910366,1.24606184,0.99142206,0.02135818,0.99845758
-5.26163082,2.22006886,0.01203414,0.08517066,1.20422475,0.96501374,0.02100873,0.96939939
-5.25562781,2.15487914,0.01217639,0.08172478,1.16430993,0.93915573,0.02067707,0.94092812
-5.24962481,2.09222882,0.01234294,0.07879983,1.12636662,0.91386616,0.02035784,0.91302319
-5.24362181,2.03211142,0.01252829,0.07642818,1.09040439,0.88915380,0.02004490,0.88563752
-5.23761881,1.97449243,0.01272589,0.07464165,1.05640385,0.86502924,0.01973183,0.85870857
-5.23161581,1.91933541,0.01292847,0.07347245,1.02432847,0.84151575,0.01941237,0.83216980
-5.22561281,1.86662712,0.01312823,0.07295403,0.99413674,0.81865924,0.01908087,0.80596176
-5.21960980,1.81639969,0.01331715,0.07312174,0.96579370,0.79653657,0.01873271,0.78004223
-5.21360680,1.76874850,0.01348726,0.07401325,0.93928094,0.77526151,0.01836461,0.75439457
-5.20760380,1.72384436,0.01363091,0.07566859,0.91460459,0.75498799,0.01797488,0.72903393
-5.20160080,1.68193934,0.01374105,0.07812984,0.89180050,0.73591035,0.01756356,0.70401095
-5.19559780,1.64336588,0.01381143,0.08144039,0.87093656,0.71826055,0.01713246,0.67941274
-5.18959480,1.60852908,0.01383681,0.08564374,0.85211190,0.70230250,0.01668510,0.65536127
-5.18359180,1.57789301,0.01381311,0.09078198,0.83545311,0.68832370,0.01622657,0.63200925
-5.17758879,1.55196159,0.01373754,0.09689392,0.82110792,0.67662490,0.01576325,0.60953398
-5.17158579,1.53125561,0.01360865,0.10401296,0.80923664,0.66750810,0.01530249,0.58812945
-5.16558279,1.51628702,0.01342633,0.11216493,0.80000230,0.66126388,0.01485230,0.56799740
-5.15957979,1.50753252,0.01319183,0.12136584,0.79355997,0.65815865,0.01442087,0.54933784
-5.15357679,1.50540778,0.01290764,0.13161988,0.79004631,0.65842261,0.01401623,0.53233970
-5.14757379,1.51024429,0.01257743,0.14291775,0.78956999,0.66223922,0.01364578,0.51717211
-5.14157079,1.52227016,0.01220588,0.15523543,0.79220394,0.66973681,0.01331598,0.50397697
-5.13556778,1.54159628,0.01179854,0.16853361,0.79797985,0.68098294,0.01303199,0.49286310
-5.12956478,1.56820887,0.01136166,0.18275779,0.80688561,0.69598182,0.01279739,0.48390242
-5.12356178,1.60196901,0.01090201,0.19783929,0.81886601,0.71467515,0.01261403,0.47712833
-5.11755878,1.64261950,0.01042666,0.21369699,0.83382659,0.73694640,0.01248190,0.47253625
-5.11155578,1.68979860,0.00994284,0.23023999,0.85164075,0.76262824,0.01239910,0.47008645
-5.10555278,1.74306022,0.00945778,0.24737094,0.87215950,0.79151299,0.01236188,0.46970871
-5.09954977,1.80189933,0.00897850,0.26499006,0.89522344,0.82336530,0.01236482,0.47130864
-5.09354677,1.86578102,0.00851174,0.28299952,0.92067597,0.85793651,0.01240099,0.47477515
-5.08754377,1.93417167,0.00806381,0.30130808,0.94837698,0.89497971,0.01246227,0.47998856
-5.08154077,2.00656986,0.00764050,0.31983559,0.97821574,0.93426457,0.01253963,0.48682879
-5.07553777,2.08253533,0.00724699,0.33851714,1.01012220,0.97559101,0.01262349,0.49518293
-5.06953477,2.16171356,0.00688783,0.35730662,1.04407550,1.01880067,0.01270409,0.50495194
-5.06353177,2.24385440,0.00656684,0.37617921,1.08010888,1.06378533,0.01277188,0.51605560
-5.05752876,2.32882306,0.00628715,0.39513280,1.11831042,1.11049167,0.01281786,0.52843564
-5.05152576,2.41660240,0.00605110,0.41418805,1.15881912,1.15892164,0.01283389,0.54205660
-5.04552276,2.50728599,0.00586028,0.43338696,1.20181632,1.20912851,0.01281300,0.55690447
-5.03951976,2.60106205,0.00571552,0.45279008,1.24751271,1.26120841,0.01274961,0.57298293
-5.03351676,2.69818889,0.00561684,0.47247229,1.29613161,1.31528788,0.01263968,0.59030771
-5.02751376,2.79896336,0.00556352,0.49251751,1.34788943,1.37150805,0.01248081,0.60889913
-5.02151076,2.90368417,0.00555403,0.51301250,1.40297458,1.43000643,0.01227227,0.62877365
-5.01550775,3.01261248,0.00558611,0.53404021,1.46152620,1.49089746,0.01201496,0.64993475
-5.00950475,3.12593257,0.00565677,0.55567308,1.52361442,1.55425322,0.01171130,0.67236411
-5.00350175,3.24371538,0.00576231,0.57796671,1.58922351,1.62008561,0.01136509,0.69601351
-4.99749875,3.36588776,0.00589838,0.60095442,1.65823954,1.68833144,0.01098127,0.72079839
-4.99149575,3.49221012,0.00606008,0.62464305,1.73044365,1.75884166,0.01056573,0.74659351
-4.98549275,3.62226426,0.00624201,0.64901045,1.80551193,1.83137579,0.01012506,0.77323117
-4.97948974,3.75545326,0.00643840,0.67400483,1.88302233,1.90560215,0.00966625,0.80050242
-4.97348674,3.89101369,0.00664322,0.69954613,1.96246861,1.98110441,0.00919650,0.82816122
-4.96748374,4.02804030,0.00685036,0.72552943,2.04328092,2.05739419,0.00872292,0.85593152
-4.96148074,4.16552197,0.00705374,0.75183022,2.12485191,2.13392940,0.00825241,0.88351694
-4.95547774,4.30238709,0.00724753,0.77831133,2.20656703,2.21013722,0.00779141,0.91061252
-4.94947474,4.43755566,0.00742627,0.80483099,2.28783703,2.28544057,0.00734584,0.93691788
-4.94347174,4.56999503,0.00758508,0.83125156,2.36813085,2.35928640,0.00692094,0.96215091
-4.93746873,4.69877554,0.00771974,0.85744843,2.44700636,2.43117409,0.00652126,0.98606126
-4.93146573,4.82312235,0.00782691,0.88331832,2.52413696,2.50068204,0.00615062,1.00844256
-4.92546273,4.94245993,0.00790412,0.90878648,2.59933187,2.56749072,0.00581211,1.02914262
-4.91945973,5.05644570,0.00794994,0.93381224,2.67254851,2.63140042,0.00550814,1.04807094
-4.91345673,5.16499050,0.00796391,0.95839234,2.74389558,2.69234247,0.00524047,1.06520274
-4.90745373,5.26826371,0.00794660,0.98256184,2.81362617,2.75038289,0.00501026,1.08057947
-4.90145073,5.36668229,0.00789951,1.00639234,2.88212095,2.80571787,0.00481814,1.09430528
-4.89544772,5.46088381,0.00782498,1.02998753,2.94986184,2.85866131,0.00466425,1.10653996
-4.88944472,5.55168469,0.00772606,1.05347621,3.01739766,2.90962460,0.00454830,1.11748839
-4.88344172,5.64002576,0.00760637,1.07700319,3.08530334,2.95908994,0.00446958,1.12738733
-4.87743872,5.72690824,0.00746990,1.10071848,3.15413539,3.00757848,0.00442702,1.13649013
-4.87143572,5.81332395,0.00732081,1.12476548,3.22438596,3.05561506,0.00441916,1.14505045
-4.86543272,5.90018387,0.00716328,1.14926882,3.29643884,3.10369182,0.00444418,1.15330586
-4.85942971,5.98824954,0.00700129,1.17432271,3.37052991,3.15223256,0.00449992,1.16146238
-4.85342671,6.07807165,0.00683848,1.19998051,3.44671511,3.20156032,0.00458385,1.16968096
-4.84742371,6.16993980,0.00667802,1.22624621,3.52484815,3.25186997,0.00469307,1.17806666
-4.84142071,6.26384682,0.00652247,1.25306856,3.60456994,3.30320775,0.00482436,1.18666121
-4.83541771,6.35947019,0.00637376,1.28033828,3.68531078,3.35545903,0.00497416,1.19543954
-4.82941471,6.45617207,0.00623313,1.30788864,3.76630598,3.40834526,0.00513864,1.20431037
-4.82341171,6.55301849,0.00610116,1.33549956,3.84662426,3.46143034,0.00531375,1.21312077
-4.81740870,6.64881669,0.00597783,1.36290521,3.92520810,3.51413645,0.00549526,1.22166464
-4.81140570,6.74216913,0.00586256,1.38980467,4.00092367,3.56576832,0.00567889,1.22969431
-4.80540270,6.83154093,0.00575437,1.41587526,4.07261823,3.61554481,0.00586039,1.23693471
-4.79939970,6.91533719,0.00565195,1.44078776,4.13918139,3.66263613,0.00603565,1.24309916
-4.79339670,6.99198584,0.00555384,1.46422286,4.19960721,3.70620443,0.00620080,1.24790587
-4.78739370,7.06002114,0.00545852,1.48588773,4.25305318,3.74544573,0.00635237,1.25109401
-4.78139070,7.11816307,0.00536460,1.50553191,4.29889282,3.77963060,0.00648736,1.25243859
-4.77538769,7.16538795,0.00527085,1.52296152,4.33675850,3.80814140,0.00660336,1.25176307
-4.76938469,7.20098616,0.00517636,1.53805095,4.36657176,3.83050387,0.00669862,1.24894907
-4.76338169,7.22460347,0.00508057,1.55075120,4.38855909,3.84641139,0.00677209,1.24394259
-4.75737869,7.23626351,0.00498330,1.56109446,4.40325167,3.85574033,0.00682352,1.23675644
-4.75137569,7.23636995,0.00488481,1.56919441,4.41146888,3.85855585,0.00685341,1.22746878
-4.74537269,7.22568825,0.00478568,1.57524218,4.41428573,3.85510766,0.00686299,1.21621792
-4.73936968,7.20530777,0.00468686,1.57949803,4.41298585,3.84581616,0.00685421,1.20319378
-4.73336668,7.17658637,0.00458955,1.58227922,4.40900203,3.83124964,0.00682963,1.18862657
-4.72736368,7.14108069,0.00449511,1.58394443,4.40384738,3.81209401,0.00679233,1.17277340
-4.72136068,7.10046571,0.00440498,1.58487571,4.39904033,3.78911674,0.00674579,1.15590377
-4.71535768,7.05644842,0.00432058,1.58545874,4.39602765,3.76312704,0.00669378,1.13828473
-4.70935468,7.01068008,0.00424318,1.58606250,4.39610917,3.73493471,0.00664018,1.12016674
-4.70335168,6.96467209,0.00417386,1.58701936,4.40036837,3.70530980,0.00658891,1.10177094
-4.69734867,6.91972016,0.00411343,1.58860669,4.40961245,3.67494543,0.00654373,1.08327872
-4.69134567,6.87684070,0.00406233,1.59103099,4.42432510,3.64442580,0.00650814,1.06482415
-4.68534267,6.83672313,0.00402067,1.59441534,4.44463464,3.61420114,0.00648533,1.04648960
-4.67933967,6.79970057,0.00398817,1.59879096,4.47029927,3.58457096,0.00647803,1.02830491
-4.67333667,6.76574043,0.00396423,1.60409333,4.50071043,3.55567637,0.00648851,1.01024998
-4.66733367,6.73445547,0.00394795,1.61016315,4.53491436,3.52750196,0.00651855,0.99226072
-4.66133067,6.70513478,0.00393819,1.61675211,4.57165093,3.49988703,0.00656948,0.97423787
-4.65532766,6.67679290,0.00393370,1.62353340,4.60940806,3.47254554,0.00664217,0.95605816
-4.64932466,6.64823479,0.00393320,1.63011631,4.64648929,3.44509364,0.00673716,0.93758721
-4.64332166,6.61813319,0.00393549,1.63606447,4.68109131,3.41708350,0.00685473,0.91869336
-4.63731866,6.58511463,0.00393959,1.64091678,4.71138795,3.38804143,0.00699506,0.89926164
-4.63131566,6.54784978,0.00394481,1.64421013,4.73561675,3.35750867,0.00715832,0.87920724
-4.62531266,6.50514392,0.00395093,1.64550292,4.75216422,3.32508253,0.00734488,0.85848750
-4.61930965,6.45602310,0.00395822,1.64439828,4.75964593,3.29045608,0.00755540,0.83711207
-4.61330665,6.39981207,0.00396754,1.64056598,4.75697797,3.25345443,0.00779103,0.81515056
-4.60730365,6.33620048,0.00398041,1.63376210,4.74343669,3.21406588,0.00805350,0.79273731
-4.60130065,6.26529427,0.00399898,1.62384566,4.71870432,3.17246649,0.00834521,0.77007315
-4.59529765,6.18765022,0.00402607,1.61079133,4.68289865,3.12903707,0.00866936,0.74742395
-4.58929465,6.10429202,0.00406511,1.59469801,4.63658574,3.08437156,0.00902989,0.72511618
-4.58329165,6.01670728,0.00412003,1.57579261,4.58077552,3.03927665,0.00943157,0.70352954
-4.57728864,5.92682562,0.00419521,1.55442924,4.51690059,2.99476238,0.00987983,0.68308709
-4.57128564,5.83697871,0.00429531,1.53108354,4.44677946,2.95202412,0.01038070,0.66424323
-4.56528264,5.74984370,0.00442511,1.50634263,4.37256593,2.91241640,0.01094065,0.64747012
-4.55927964,5.66837213,0.00458934,1.48089098,4.29668677,2.87741952,0.01156633,0.63324283
-4.55327664,5.59570684,0.00479246,1.45549268,4.22177020,2.84859994,0.01226434,0.62202407
-4.54727364,5.53508962,0.00503849,1.43097080,4.15056791,2.82756571,0.01304092,0.61424872
-4.54127064,5.48976269,0.00533076,1.40818451,4.08587327,2.81591828,0.01390165,0.61030894
-4.53526763,5.46286697,0.00567174,1.38800463,4.03043855,2.81520209,0.01485107,0.61054007
-4.52926463,5.45734022,0.00606283,1.37128844,3.98689358,2.82685341,0.01589238,0.61520800
-4.52326163,5.47581818,0.00650422,1.35885438,3.95766825,2.85214992,0.01702712,0.62449815
-4.51725863,5.52054118,0.00699475,1.35145738,3.94492070,2.89216236,0.01825484,0.63850657
-4.51125563,5.59326917,0.00753185,1.34976544,3.95047307,2.94770972,0.01957288,0.65723324
-4.50525263,5.69520724,0.00811145,1.35433799,3.97575610,3.01931919,0.02097615,0.68057787
-4.49924962,5.82694381,0.00872804,1.36560668,4.02176363,3.10719222,0.02245704,0.70833832
-4.49324662,5.98840334,0.00937472,1.38385893,4.08901792,3.21117764,0.02400534,0.74021168
-4.48724362,6.17881500,0.01004332,1.40922476,4.17754630,3.33075289,0.02560830,0.77579809
-4.48124062,6.39669848,0.01072460,1.44166719,4.28686956,3.46501436,0.02725073,0.81460715
-4.47523762,6.63986797,0.01140848,1.48097654,4.41600238,3.61267736,0.02891524,0.85606695
-4.46923462,6.90545474,0.01208427,1.52676888,4.56346590,3.77208625,0.03058253,0.89953545
-4.46323162,7.18994850,0.01274105,1.57848891,4.72731241,3.94123523,0.03223176,0.94431404
-4.45722861,7.48925737,0.01336795,1.63541725,4.90516200,4.11779950,0.03384100,0.98966292
-4.45122561,7.79878579,0.01395452,1.69668231,5.09425092,4.29917685,0.03538771,1.03481800
-4.44522261,8.11352902,0.01449103,1.76127670,5.29149106,4.48253893,0.03684929,1.07900894
-4.43921961,8.42818275,0.01496882,1.82807788,5.49353987,4.66489138,0.03820363,1.12147770
-4.43321661,8.73726540,0.01538059,1.89587297,5.69687953,4.84314155,0.03942964,1.16149730
-4.42721361,9.03525039,0.01572057,1.96338711,5.89790404,5.01417224,0.04050781,1.19839012
-4.42121061,9.31670503,0.01598478,2.02931481,6.09301242,5.17491947,0.04142070,1.23154525
-4.41520760,9.57643221,0.01617108,2.09235361,6.27870572,5.32245218,0.04215339,1.26043432
-4.40920460,9.80961076,0.01627923,2.15123898,6.45168540,5.45405133,0.04269387,1.28462541
-4.40320160,10.01193006,0.01631083,2.20477966,6.60894998,5.56728588,0.04303331,1.30379440
-4.39719860,10.17971424,0.01626925,2.25189197,6.74788708,5.66008293,0.04316634,1.31773359
-4.39119560,10.31003168,0.01615943,2.29163215,6.86635712,5.73078951,0.04309116,1.32635707
-4.38519260,10.40078533,0.01598764,2.32322537,6.96276574,5.77822355,0.04280955,1.32970285
-4.37918959,10.45078028,0.01576123,2.34609026,7.03612139,5.80171188,0.04232683,1.32793143
-4.37318659,10.45976531,0.01548829,2.35985774,7.08607540,5.80111354,0.04165173,1.32132098
-4.36718359,10.42844610,0.01517736,2.36438345,7.11294188,5.77682706,0.04079613,1.31025922
-4.36118059,10.35846877,0.01483709,2.35975286,7.11769579,5.72978118,0.03977478,1.29523219
-4.35517759,10.25237339,0.01447590,2.34627868,7.10194789,5.66140867,0.03860492,1.27681021
-4.34917459,10.11351832,0.01410174,2.32449046,7.06789650,5.57360411,0.03730585,1.25563164
-4.34317159,9.94597738,0.01372183,2.29511646,7.01825674,5.46866668,0.03589845,1.23238461
-4.33716858,9.75441293,0.01334248,2.25905840,6.95616888,5.34922978,0.03440474,1.20778754
-4.33116558,9.54392894,0.01296891,2.21735985,6.88508860,5.21817993,0.03284732,1.18256890
-4.32516258,9.31990904,0.01260521,2.17116949,6.80866254,5.07856778,0.03124888,1.15744675
-4.31915958,9.08784521,0.01225431,2.12170044,6.73059363,4.93351421,0.02963173,1.13310879
-4.31315658,8.85316326,0.01191800,2.07018747,6.65450108,4.78611513,0.02801730,1.11019329
-4.30715358,8.62105130,0.01159699,2.01784362,6.58378048,4.63934824,0.02642571,1.08927161
