energy_ev,total_up,Os_p_up,Os_d_up,Si_p_up,Si_d_up,Te_p_up,Te_d_up
-6.00000000,2.25806966,0.91895905,1.22797155,0.47896574,0.00000000,0.59101521,0.00000000
-5.99399700,2.28143474,0.92226645,1.25050786,0.49083615,0.00000000,0.58936093,0.00000000
-5.98799400,2.31123746,0.92752622,1.27690093,0.50531169,0.00000000,0.58952653,0.00000000
-5.98199100,2.34684057,0.93432544,1.30680929,0.52219243,0.00000000,0.59138362,0.00000000
-5.97598799,2.38754974,0.94224915,1.33984225,0.54123543,0.00000000,0.59479481,0.00000000
-5.96998499,2.43262560,0.95088929,1.37556551,0.56215900,0.00000000,0.59961762,0.00000000
-5.96398199,2.48129521,0.95985310,1.41350697,0.58464796,0.00000000,0.60570760,0.00000000
-5.95797899,2.53276306,0.96877096,1.45316305,0.60835943,0.00000000,0.61292071,0.00000000
-5.95197599,2.58622138,0.97730337,1.49400511,0.63292938,0.00000000,0.62111494,0.00000000
-5.94597299,2.64085979,0.98514694,1.53548620,0.65797961,0.00000000,0.63015109,0.00000000
-5.93996998,2.69587434,0.99203936,1.57704810,0.68312519,0.00000000,0.63989307,0.00000000
-5.93396698,2.75047611,0.99776309,1.61812858,0.70798218,0.00000000,0.65020754,0.00000000
-5.92796398,2.80389937,1.00214782,1.65816892,0.73217534,0.00000000,0.66096331,0.00000000
-5.92196098,2.85540951,1.00507171,1.69662185,0.75534598,0.00000000,0.67203053,0.00000000
-5.91595798,2.90431083,1.00646123,1.73295959,0.77715945,0.00000000,0.68327984,0.00000000
-5.90995498,2.94995434,1.00628986,1.76668228,0.79731227,0.00000000,0.69458176,0.00000000
-5.90395198,2.99174555,1.00457563,1.79732641,0.81553867,0.00000000,0.70580631,0.00000000
-5.89794897,3.02915224,1.00137767,1.82447338,0.83161641,0.00000000,0.71682313,0.00000000
-5.89194597,3.06171219,0.99679183,1.84775777,0.84537155,0.00000000,0.72750204,0.00000000
-5.88594297,3.08904065,0.99094571,1.86687527,0.85668218,0.00000000,0.73771415,0.00000000
-5.87993997,3.11083731,0.98399310,1.88158992,0.86548084,0.00000000,0.74733354,0.00000000
-5.87393697,3.12689248,0.97610813,1.89174034,0.87175561,0.00000000,0.75623928,0.00000000
-5.86793397,3.13709215,0.96747925,1.89724471,0.87554961,0.00000000,0.76431792,0.00000000
-5.86193097,3.14142151,0.95830330,1.89810413,0.87695914,0.00000000,0.77146617,0.00000000
-5.85592796,3.13996663,0.94877966,1.89440406,0.87613011,0.00000000,0.77759361,0.00000000
-5.84992496,3.13291381,0.93910480,1.88631372,0.87325321,0.00000000,0.78262534,0.00000000
-5.84392196,3.12054661,0.92946716,1.87408319,0.86855757,0.00000000,0.78650430,0.00000000
-5.83791896,3.10324001,0.92004266,1.85803813,0.86230330,0.00000000,0.78919317,0.00000000
-5.83191596,3.08145200,0.91099072,1.83857221,0.85477311,0.00000000,0.79067571,0.00000000
-5.82591296,3.05571250,0.90245087,1.81613735,0.84626323,0.00000000,0.79095735,0.00000000
-5.81990995,3.02660980,0.89454021,1.79123207,0.83707389,0.00000000,0.79006507,0.00000000
-5.81390695,2.99477502,0.88735137,1.76438814,0.82749991,0.00000000,0.78804646,0.00000000
-5.80790395,2.96086496,0.88095132,1.73615620,0.81782151,0.00000000,0.78496807,0.00000000
-5.80190095,2.92554405,0.87538083,1.70709065,0.80829582,0.00000000,0.78091293,0.00000000
-5.79589795,2.88946584,0.87065459,1.67773447,0.79914947,0.00000000,0.77597764,0.00000000
-5.78989495,2.85325502,0.86676200,1.64860448,0.79057235,0.00000000,0.77026882,0.00000000
-5.78389195,2.81749036,0.86366857,1.62017763,0.78271296,0.00000000,0.76389930,0.00000000
-5.77788894,2.78268936,0.86131777,1.59287872,0.77567549,0.00000000,0.75698413,0.00000000
-5.77188594,2.74929508,0.85963337,1.56707008,0.76951856,0.00000000,0.74963656,0.00000000
-5.76588294,2.71766560,0.85852212,1.54304349,0.76425581,0.00000000,0.74196417,0.00000000
-5.75987994,2.68806643,0.85787661,1.52101455,0.75985819,0.00000000,0.73406526,0.00000000
-5.75387694,2.66066592,0.85757825,1.50111964,0.75625771,0.00000000,0.72602570,0.00000000
-5.74787394,2.63553385,0.85750037,1.48341549,0.75335252,0.00000000,0.71791617,0.00000000
-5.74187094,2.61264293,0.85751105,1.46788122,0.75101311,0.00000000,0.70979011,0.00000000
-5.73586793,2.59187316,0.85747595,1.45442262,0.74908903,0.00000000,0.70168219,0.00000000
-5.72986493,2.57301867,0.85726084,1.44287861,0.74741618,0.00000000,0.69360756,0.00000000
-5.72386193,2.55579674,0.85673389,1.43302926,0.74582406,0.00000000,0.68556165,0.00000000
-5.71785893,2.53985865,0.85576775,1.42460534,0.74414275,0.00000000,0.67752083,0.00000000
-5.71185593,2.52480202,0.85424139,1.41729883,0.74220953,0.00000000,0.66944356,0.00000000
-5.70585293,2.51018434,0.85204180,1.41077413,0.73987459,0.00000000,0.66127236,0.00000000
-5.69984992,2.49553727,0.84906562,1.40467972,0.73700602,0.00000000,0.65293626,0.00000000
-5.69384692,2.48038154,0.84522070,1.39865980,0.73349379,0.00000000,0.64435391,0.00000000
-5.68784392,2.46424213,0.84042781,1.39236577,0.72925273,0.00000000,0.63543705,0.00000000
-5.68184092,2.44666352,0.83462237,1.38546729,0.72422450,0.00000000,0.62609456,0.00000000
-5.67583792,2.42722457,0.82775644,1.37766256,0.71837871,0.00000000,0.61623660,0.00000000
-5.66983492,2.40555304,0.81980073,1.36868787,0.71171311,0.00000000,0.60577910,0.00000000
-5.66383192,2.38133911,0.81074672,1.35832587,0.70425311,0.00000000,0.59464813,0.00000000
-5.65782891,2.35434780,0.80060883,1.34641273,0.69605064,0.00000000,0.58278426,0.00000000
-5.65182591,2.32442966,0.78942636,1.33284372,0.68718242,0.00000000,0.57014655,0.00000000
-5.64582291,2.29152957,0.77726518,1.31757720,0.67774788,0.00000000,0.55671605,0.00000000
-5.63981991,2.25569304,0.76421895,1.30063677,0.66786660,0.00000000,0.54249874,0.00000000
-5.63381691,2.21706965,0.75040965,1.28211159,0.65767542,0.00000000,0.52752758,0.00000000
-5.62781391,2.17591344,0.73598730,1.26215456,0.64732530,0.00000000,0.51186375,0.00000000
-5.62181091,2.13257975,0.72112876,1.24097855,0.63697781,0.00000000,0.49559679,0.00000000
-5.61580790,2.08751868,0.70603549,1.21885055,0.62680145,0.00000000,0.47884370,0.00000000
-5.60980490,2.04126484,0.69093022,1.19608395,0.61696760,0.00000000,0.46174701,0.00000000
-5.60380190,1.99442393,0.67605255,1.17302908,0.60764644,0.00000000,0.44447175,0.00000000
-5.59779890,1.94765618,0.66165377,1.15006220,0.59900256,0.00000000,0.42720155,0.00000000
-5.59179590,1.90165729,0.64799067,1.12757346,0.59119065,0.00000000,0.41013389,0.00000000
-5.58579290,1.85713751,0.63531901,1.10595406,0.58435112,0.00000000,0.39347475,0.00000000
-5.57978989,1.81479959,0.62388651,1.08558314,0.57860598,0.00000000,0.37743282,0.00000000
-5.57378689,1.77531641,0.61392590,1.06681488,0.57405498,0.00000000,0.36221353,0.00000000
-5.56778389,1.73930917,0.60564816,1.04996628,0.57077226,0.00000000,0.34801303,0.00000000
-5.56178089,1.70732706,0.59923631,1.03530609,0.56880355,0.00000000,0.33501255,0.00000000
-5.55577789,1.67982907,0.59483992,1.02304534,0.56816419,0.00000000,0.32337305,0.00000000
-5.54977489,1.65716878,0.59257061,1.01332979,0.56883794,0.00000000,0.31323068,0.00000000
-5.54377189,1.63958266,0.59249864,1.00623471,0.57077681,0.00000000,0.30469282,0.00000000
-5.53776888,1.62718231,0.59465069,1.00176198,0.57390185,0.00000000,0.29783522,0.00000000
-5.53176588,1.61995082,0.59900892,0.99983984,0.57810489,0.00000000,0.29269997,0.00000000
-5.52576288,1.61774344,0.60551116,1.00032510,0.58325132,0.00000000,0.28929456,0.00000000
-5.51975988,1.62029246,0.61405239,1.00300782,0.58918363,0.00000000,0.28759185,0.00000000
-5.51375688,1.62721591,0.62448708,1.00761822,0.59572576,0.00000000,0.28753116,0.00000000
-5.50775388,1.63802988,0.63663259,1.01383552,0.60268790,0.00000000,0.28902013,0.00000000
-5.50175088,1.65216377,0.65027327,1.02129840,0.60987183,0.00000000,0.29193752,0.00000000
-5.49574787,1.66897813,0.66516514,1.02961670,0.61707624,0.00000000,0.29613671,0.00000000
-5.48974487,1.68778410,0.68104112,1.03838389,0.62410213,0.00000000,0.30144980,0.00000000
-5.48374187,1.70786418,0.69761647,1.04718991,0.63075793,0.00000000,0.30769227,0.00000000
-5.47773887,1.72849321,0.71459455,1.05563390,0.63686424,0.00000000,0.31466801,0.00000000
-5.47173587,1.74895935,0.73167265,1.06333647,0.64225787,0.00000000,0.32217458,0.00000000
-5.46573287,1.76858405,0.74854785,1.06995105,0.64679538,0.00000000,0.33000858,0.00000000
-5.45972986,1.78674073,0.76492288,1.07517400,0.65035565,0.00000000,0.33797110,0.00000000
-5.45372686,1.80287143,0.78051190,1.07875327,0.65284179,0.00000000,0.34587291,0.00000000
-5.44772386,1.81650125,0.79504609,1.08049523,0.65418210,0.00000000,0.35353943,0.00000000
-5.44172086,1.82725006,0.80827911,1.08026964,0.65433041,0.00000000,0.36081527,0.00000000
-5.43571786,1.83484124,0.81999227,1.07801261,0.65326554,0.00000000,0.36756827,0.00000000
-5.42971486,1.83910746,0.82999934,1.07372754,0.65099034,0.00000000,0.37369284,0.00000000
-5.42371186,1.83999314,0.83815092,1.06748406,0.64753008,0.00000000,0.37911251,0.00000000
-5.41770885,1.83755387,0.84433823,1.05941508,0.64293061,0.00000000,0.38378170,0.00000000
-5.41170585,1.83195269,0.84849620,1.04971209,0.63725618,0.00000000,0.38768648,0.00000000
-5.40570285,1.82345351,0.85060574,1.03861895,0.63058721,0.00000000,0.39084439,0.00000000
-5.39969985,1.81241183,0.85069499,1.02642439,0.62301801,0.00000000,0.39330324,0.00000000
-5.39369685,1.79926311,0.84883951,1.01345336,0.61465458,0.00000000,0.39513893,0.00000000
-5.38769385,1.78450913,0.84516120,1.00005778,0.60561249,0.00000000,0.39645233,0.00000000
-5.38169085,1.76870271,0.83982596,0.98660664,0.59601501,0.00000000,0.39736532,0.00000000
-5.37568784,1.75243131,0.83304002,0.97347604,0.58599131,0.00000000,0.39801603,0.00000000
-5.36968484,1.73629981,0.82504493,0.96103924,0.57567490,0.00000000,0.39855358,0.00000000
-5.36368184,1.72091310,0.81611138,0.94965700,0.56520214,0.00000000,0.39913231,0.00000000
-5.35767884,1.70685891,0.80653179,0.93966857,0.55471083,0.00000000,0.39990586,0.00000000
-5.35167584,1.69469117,0.79661213,0.93138334,0.54433895,0.00000000,0.40102120,0.00000000
-5.34567284,1.68491457,0.78666292,0.92507342,0.53422322,0.00000000,0.40261283,0.00000000
-5.33966983,1.67797056,0.77698993,0.92096735,0.52449771,0.00000000,0.40479748,0.00000000
-5.33366683,1.67422511,0.76788476,0.91924480,0.51529235,0.00000000,0.40766930,0.00000000
-5.32766383,1.67395863,0.75961568,0.92003259,0.50673125,0.00000000,0.41129588,0.00000000
-5.32166083,1.67735813,0.75241905,0.92340188,0.49893090,0.00000000,0.41571519,0.00000000
-5.31565783,1.68451188,0.74649170,0.92936660,0.49199828,0.00000000,0.42093353,0.00000000
-5.30965483,1.69540650,0.74198442,0.93788301,0.48602875,0.00000000,0.42692454,0.00000000
-5.30365183,1.70992669,0.73899697,0.94885045,0.48110393,0.00000000,0.43362940,0.00000000
-5.29764882,1.72785727,0.73757470,0.96211312,0.47728949,0.00000000,0.44095808,0.00000000
-5.29164582,1.74888767,0.73770689,0.97746281,0.47463295,0.00000000,0.44879164,0.00000000
-5.28564282,1.77261846,0.73932690,0.99464255,0.47316158,0.00000000,0.45698550,0.00000000
-5.27963982,1.79856986,0.74231414,1.01335099,0.47288046,0.00000000,0.46537356,0.00000000
-5.27363682,1.82619190,0.74649762,1.03324750,0.47377082,0.00000000,0.47377293,0.00000000
-5.26763382,1.85487598,0.75166116,1.05395789,0.47578870,0.00000000,0.48198925,0.00000000
-5.26163082,1.88396763,0.75754985,1.07508063,0.47886405,0.00000000,0.48982229,0.00000000
-5.25562781,1.91278008,0.76387761,1.09619357,0.48290040,0.00000000,0.49707175,0.00000000
-5.24962481,1.94060851,0.77033558,1.11686105,0.48777513,0.00000000,0.50354296,0.00000000
