energy_ev,total_up,B_p_up,B_d_up,Nb_p_up,Nb_d_up,S_s_up,S_p_up
-5.51975988,1.06884530,0.39910664,0.00000000,0.39227306,0.66144103,0.01274435,0.07500991
-5.51375688,1.11537705,0.41794162,0.00000000,0.41088835,0.69267705,0.01325773,0.07738413
-5.50775388,1.15715078,0.43508348,0.00000000,0.42811403,0.72114765,0.01370183,0.07935302
-5.50175088,1.19338594,0.45022478,0.00000000,0.44362289,0.74634039,0.01406812,0.08087444
-5.49574787,1.22337928,0.46308370,0.00000000,0.45710544,0.76778411,0.01434935,0.08191415
-5.48974487,1.24652672,0.47341247,0.00000000,0.46827965,0.78506317,0.01453982,0.08244705
-5.48374187,1.26234254,0.48100506,0.00000000,0.47690003,0.79783030,0.01463557,0.08245800
-5.47773887,1.27047515,0.48570371,0.00000000,0.48276582,0.80581759,0.01463451,0.08194240
-5.47173587,1.27071877,0.48740394,0.00000000,0.48572771,0.80884522,0.01453648,0.08090638
-5.46573287,1.26302038,0.48605813,0.00000000,0.48569308,0.80682741,0.01434326,0.07936662
-5.45972986,1.24748184,0.48167710,0.00000000,0.48262925,0.79977549,0.01405853,0.07734982
-5.45372686,1.22435688,0.47433000,0.00000000,0.47656484,0.78779781,0.01368774,0.07489181
-5.44772386,1.19404332,0.46414225,0.00000000,0.46758892,0.77109657,0.01323790,0.07203639
-5.44172086,1.15707061,0.45129173,0.00000000,0.45584829,0.74996167,0.01271743,0.06883395
-5.43571786,1.11408356,0.43600337,0.00000000,0.44154275,0.72476192,0.01213581,0.06533991
-5.42971486,1.06582264,0.41854237,0.00000000,0.42491875,0.69593385,0.01150336,0.06161297
-5.42371186,1.01310199,0.39920636,0.00000000,0.40626168,0.66396873,0.01083090,0.05771350
-5.41770885,0.95678580,0.37831670,0.00000000,0.38588700,0.62939826,0.01012943,0.05370181
-5.41170585,0.89776423,0.35620948,0.00000000,0.36413089,0.59277951,0.00940988,0.04963657
-5.40570285,0.83692961,0.33322643,0.00000000,0.34134042,0.55467979,0.00868278,0.04557343
-5.39969985,0.77515395,0.30970603,0.00000000,0.31786404,0.51566191,0.00795804,0.04156380
-5.39369685,0.71326845,0.28597536,0.00000000,0.29404243,0.47627039,0.00724477,0.03765382
-5.38769385,0.65204564,0.26234269,0.00000000,0.27020021,0.43701918,0.00655105,0.03388368
-5.38169085,0.59218470,0.23909125,0.00000000,0.24663873,0.39838105,0.00588388,0.03028712
-5.37568784,0.53430014,0.21647415,0.00000000,0.22363016,0.36077916,0.00524906,0.02689123
-5.36968484,0.47891423,0.19471074,0.00000000,0.20141295,0.32458077,0.00465116,0.02371642
-5.36368184,0.42645281,0.17398427,0.00000000,0.18018880,0.29009328,0.00409358,0.02077672
-5.35767884,0.37724466,0.15444086,0.00000000,0.16012111,0.25756245,0.00357855,0.01808012
-5.35167584,0.33152385,0.13618980,0.00000000,0.14133474,0.22717278,0.00310725,0.01562916
-5.34567284,0.28943488,0.11930492,0.00000000,0.12391711,0.19904968,0.00267988,0.01342160
-5.33966983,0.25103998,0.10382691,0.00000000,0.10792033,0.17326337,0.00229579,0.01145113
-5.33366683,0.21632820,0.08976641,0.00000000,0.09336429,0.14983399,0.00195366,0.00970817
-5.32766383,0.18522570,0.07710775,0.00000000,0.08024033,0.12873771,0.00165156,0.00818063
-5.32166083,0.15760664,0.06581293,0.00000000,0.06851547,0.10991352,0.00138715,0.00685467
-5.31565783,0.13330448,0.05582592,0.00000000,0.05813682,0.09327033,0.00115777,0.00571540
-5.30965483,0.11212297,0.04707693,0.00000000,0.04903612,0.07869413,0.00096058,0.00474754
-5.30365183,0.09384667,0.03948651,0.00000000,0.04113409,0.06605491,0.00079268,0.00393603
-5.29764882,0.07825070,0.03296946,0.00000000,0.03434465,0.05521326,0.00065117,0.00326648
-5.29164582,0.06510941,0.02743838,0.00000000,0.02857866,0.04602631,0.00053325,0.00272561
-5.28564282,0.05420404,0.02280677,0.00000000,0.02374732,0.03835303,0.00043630,0.00230161
-5.27963982,0.04532907,0.01899171,0.00000000,0.01976506,0.03205878,0.00035789,0.00198442
-5.27363682,0.03829737,0.01591608,0.00000000,0.01655196,0.02701907,0.00029585,0.00176586
-5.26763382,0.03294416,0.01351024,0.00000000,0.01403554,0.02312246,0.00024827,0.00163985
-5.26163082,0.02912980,0.01171330,0.00000000,0.01215224,0.02027277,0.00021353,0.00160240
-5.25562781,0.02674148,0.01047394,0.00000000,0.01084828,0.01839047,0.00019027,0.00165167
-5.24962481,0.02569382,0.00975082,0.00000000,0.01008012,0.01741335,0.00017744,0.00178791
-5.24362181,0.02592863,0.00951257,0.00000000,0.00981456,0.01729663,0.00017423,0.00201335
-5.23761881,0.02741366,0.00973749,0.00000000,0.01002838,0.01801229,0.00018009,0.00233207
-5.23161581,0.03014060,0.01041290,0.00000000,0.01070774,0.01954798,0.00019467,0.00274978
-5.22561281,0.03412229,0.01153420,0.00000000,0.01184721,0.02190529,0.00021782,0.00327355
-5.21960980,0.03938921,0.01310367,0.00000000,0.01344854,0.02509762,0.00024958,0.00391152
-5.21360680,0.04598529,0.01512906,0.00000000,0.01551920,0.02914750,0.00029008,0.00467249
-5.20760380,0.05396322,0.01762194,0.00000000,0.01807071,0.03408367,0.00033955,0.00556550
-5.20160080,0.06337911,0.02059590,0.00000000,0.02111678,0.03993762,0.00039828,0.00659936
-5.19559780,0.07428692,0.02406465,0.00000000,0.02467135,0.04674011,0.00046657,0.00778207
-5.18959480,0.08673246,0.02803996,0.00000000,0.02874655,0.05451728,0.00054468,0.00912035
-5.18359180,0.10074747,0.03252970,0.00000000,0.03335058,0.06328688,0.00063284,0.01061896
-5.17758879,0.11634367,0.03753581,0.00000000,0.03848577,0.07305454,0.00073114,0.01228019
-5.17158579,0.13350730,0.04305247,0.00000000,0.04414668,0.08381015,0.00083954,0.01410332
-5.16558279,0.15219416,0.04906450,0.00000000,0.05031845,0.09552485,0.00095787,0.01608407
-5.15957979,0.17232573,0.05554600,0.00000000,0.05697555,0.10814841,0.00108574,0.01821425
-5.15357679,0.19378634,0.06245948,0.00000000,0.06408084,0.12160749,0.00122260,0.02048143
-5.14757379,0.21642198,0.06975545,0.00000000,0.07158528,0.13580483,0.00136771,0.02286881
-5.14157079,0.24004079,0.07737260,0.00000000,0.07942821,0.15061955,0.00152013,0.02535526
-5.13556778,0.26441557,0.08523867,0.00000000,0.08753827,0.16590868,0.00167883,0.02791551
-5.12956478,0.28928838,0.09327200,0.00000000,0.09583514,0.18151006,0.00184266,0.03052057
-5.12356178,0.31437738,0.10138382,0.00000000,0.10423198,0.19724664,0.00201045,0.03313842
-5.11755878,0.33938578,0.10948127,0.00000000,0.11263869,0.21293209,0.00218109,0.03573480
-5.11155578,0.36401286,0.11747113,0.00000000,0.12096577,0.22837775,0.00235362,0.03827430
-5.10555278,0.38796665,0.12526407,0.00000000,0.12912893,0.24340063,0.00252735,0.04072157
-5.09954977,0.41097811,0.13277946,0.00000000,0.13705406,0.25783234,0.00270199,0.04304264
-5.09354677,0.43281616,0.13995051,0.00000000,0.14468260,0.27152864,0.00287776,0.04520639
-5.08754377,0.45330307,0.14672950,0.00000000,0.15197704,0.28437911,0.00305554,0.04718599
-5.08154077,0.47232958,0.15309301,0.00000000,0.15892628,0.29631681,0.00323699,0.04896034
-5.07553777,0.48986901,0.15904679,0.00000000,0.16555068,0.30732720,0.00342469,0.05051538
-5.06953477,0.50598975,0.16463019,0.00000000,0.17190650,0.31745611,0.00362222,0.05184529
-5.06353177,0.52086531,0.16991978,0.00000000,0.17808946,0.32681619,0.00383426,0.05295341
-5.05752876,0.53478138,0.17503193,0.00000000,0.18423724,0.33559148,0.00406666,0.05385291
-5.05152576,0.54813935,0.18012429,0.00000000,0.19053059,0.34403970,0.00432640,0.05456715
-5.04552276,0.56145563,0.18539577,0.00000000,0.19719298,0.35249199,0.00462163,0.05512965
-5.03951976,0.57535669,0.19108510,0.00000000,0.20448849,0.36134977,0.00496153,0.05558372
-5.03351676,0.59056930,0.19746766,0.00000000,0.21271797,0.37107874,0.00535625,0.05598166
-5.02751376,0.60790625,0.20485064,0.00000000,0.22221329,0.38219976,0.00581664,0.05638367
-5.02151076,0.62824734,0.21356656,0.00000000,0.23332982,0.39527683,0.00635408,0.05685632
-5.01550775,0.65251623,0.22396508,0.00000000,0.24643709,0.41090226,0.00698012,0.05747082
-5.00950475,0.68165334,0.23640333,0.00000000,0.26190791,0.42967935,0.00770617,0.05830095
-5.00350175,0.71658572,0.25123488,0.00000000,0.28010601,0.45220286,0.00854308,0.05942088
-4.99749875,0.75819439,0.26879770,0.00000000,0.30137269,0.47903787,0.00950071,0.06090282
-4.99149575,0.80728037,0.28940122,0.00000000,0.32601266,0.51069766,0.01058747,0.06281470
-4.98549275,0.86453029,0.31331310,0.00000000,0.35427963,0.54762103,0.01180987,0.06521781
-4.97948974,0.93048277,0.34074591,0.00000000,0.38636206,0.59015022,0.01317204,0.06816466
-4.97348674,1.00549695,0.37184440,0.00000000,0.42236963,0.63850981,0.01467532,0.07169698
-4.96748374,1.08972423,0.40667365,0.00000000,0.46232105,0.69278777,0.01631789,0.07584400
-4.96148074,1.18308467,0.44520882,0.00000000,0.50613361,0.75291936,0.01809444,0.08062110
-4.95547774,1.28524917,0.48732684,0.00000000,0.55361530,0.81867475,0.01999601,0.08602878
-4.94947474,1.39562848,0.53280067,0.00000000,0.60445976,0.88965105,0.02200983,0.09205213
-4.94347174,1.51336998,0.58129649,0.00000000,0.65824466,0.96526952,0.02411935,0.09866068
-4.93746873,1.63736298,0.63237422,0.00000000,0.71443388,1.04477837,0.02630446,0.10580874
-4.93146573,1.76625277,0.68549162,0.00000000,0.77238366,1.12726159,0.02854169,0.11343619
-4.92546273,1.89846356,0.74001207,0.00000000,0.83135282,1.21165378,0.03080473,0.12146963
-4.91945973,2.03223002,0.79521616,0.00000000,0.89051702,1.29676095,0.03306497,0.12982400
-4.91345673,2.16563665,0.85031663,0.00000000,0.94898674,1.38128692,0.03529214,0.13840446
-4.90745373,2.29666389,0.90447661,0.00000000,1.00582857,1.46386451,0.03745516,0.14710850
-4.90145073,2.42323969,0.95683042,0.00000000,1.06008909,1.54309072,0.03952291,0.15582835
-4.89544772,2.54329443,1.00650639,0.00000000,1.11082072,1.61756470,0.04146514,0.16445333
-4.88944472,2.65481763,1.05265083,0.00000000,1.15710836,1.68592710,0.04325333,0.17287233
-4.88344172,2.75591393,1.09445217,0.00000000,1.19809610,1.74689947,0.04486147,0.18097620
-4.87743872,2.84485632,1.13116457,0.00000000,1.23301261,1.79932189,0.04626686,0.18865995
-4.87143572,2.92013447,1.16212970,0.00000000,1.26119446,1.84218758,0.04745070,0.19582482
-4.86543272,2.98049616,1.18679600,0.00000000,1.28210617,1.87467291,0.04839856,0.20238007
-4.85942971,3.02498020,1.20473464,0.00000000,1.29535626,1.89616143,0.04910072,0.20824444
-4.85342671,3.05293954,1.21565123,0.00000000,1.30070843,1.90626119,0.04955231,0.21334741
-4.84742371,3.06405370,1.21939315,0.00000000,1.29808765,1.90481440,0.04975328,0.21763004
-4.84142071,3.05833042,1.21595197,0.00000000,1.28758074,1.89189912,0.04970814,0.22104564
-4.83541771,3.03609648,1.20546103,0.00000000,1.26943141,1.86782311,0.04942563,0.22356006
-4.82941471,2.99797859,1.18818839,0.00000000,1.24403035,1.83311008,0.04891822,0.22515190
-4.82341171,2.94487550,1.16452549,0.00000000,1.21190046,1.78847925,0.04820146,0.22581238
-4.81740870,2.87792283,1.13497223,0.00000000,1.17367837,1.73481902,0.04729332,0.22554519
-4.81140570,2.79845254,1.10011911,0.00000000,1.13009286,1.67315635,0.04621349,0.22436621
-4.80540270,2.70794887,1.06062742,0.00000000,1.08194134,1.60462293,0.04498265,0.22230309
-4.79939970,2.60800295,1.01720831,0.00000000,1.03006535,1.53042001,0.04362185,0.21939489
-4.79339670,2.50026793,0.97060171,0.00000000,0.97532628,1.45178313,0.04215185,0.21569160
-4.78739370,2.38641638,0.92155598,0.00000000,0.91858213,1.36994831,0.04059271,0.21125360
-4.78139070,2.26810142,0.87080895,0.00000000,0.86066627,1.28612092,0.03896330,0.20615115
-4.77538769,2.14692284,0.81907117,0.00000000,0.80236897,1.20144820,0.03728114,0.20046369
-4.76938469,2.02439880,0.76701163,0.00000000,0.74442202,1.11699630,0.03556216,0.19427907
-4.76338169,1.90194358,0.71524640,0.00000000,0.68748701,1.03373222,0.03382069,0.18769268
-4.75737869,1.78085140,0.66433028,0.00000000,0.63214724,0.95251087,0.03206954,0.18080635
-4.75137569,1.66228595,0.61475133,0.00000000,0.57890316,0.87406726,0.03032007,0.17372702
-4.74537269,1.54727509,0.56692820,0.00000000,0.52817122,0.79901331,0.02858242,0.16656535
-4.73936968,1.43670995,0.52120994,0.00000000,0.48028560,0.72783902,0.02686568,0.15943396
-4.73336668,1.33134751,0.47787787,0.00000000,0.43550249,0.66091715,0.02517815,0.15244563
-4.72736368,1.23181582,0.43714906,0.00000000,0.39400619,0.59851082,0.02352750,0.14571123
-4.72136068,1.13862092,0.39918106,0.00000000,0.35591654,0.54078313,0.02192097,0.13933760
-4.71535768,1.05215471,0.36407742,0.00000000,0.32129719,0.48780821,0.02036549,0.13342540
-4.70935468,0.97270305,0.33189350,0.00000000,0.29016399,0.43958289,0.01886775,0.12806693
-4.70335168,0.90045363,0.30264240,0.00000000,0.26249318,0.39603844,0.01743424,0.12334406
-4.69734867,0.83550323,0.27630066,0.00000000,0.23822893,0.35705184,0.01607123,0.11932629
-4.69134567,0.77786425,0.25281347,0.00000000,0.21729003,0.32245628,0.01478466,0.11606911
-4.68534267,0.72747035,0.23209945,0.00000000,0.19957534,0.29205061,0.01358006,0.11361256
-4.67933967,0.68418148,0.21405477,0.00000000,0.18496814,0.26560751,0.01246240,0.11198018
-4.67333667,0.64778819,0.19855664,0.00000000,0.17333922,0.24288050,0.01143597,0.11117833
-4.66733367,0.61801575,0.18546638,0.00000000,0.16454877,0.22360974,0.01050417,0.11119591
-4.66133067,0.59452802,0.17463186,0.00000000,0.15844731,0.20752664,0.00966939,0.11200452
-4.65532766,0.57693166,0.16588970,0.00000000,0.15487574,0.19435768,0.00893289,0.11355896
-4.64932466,0.56478051,0.15906714,0.00000000,0.15366475,0.18382726,0.00829470,0.11579819
-4.64332166,0.55758068,0.15398369,0.00000000,0.15463388,0.17566009,0.00775353,0.11864661
-4.63731866,0.55479622,0.15045280,0.00000000,0.15759042,0.16958306,0.00730674,0.12201570
-4.63131566,0.55585562,0.14828342,0.00000000,0.16232842,0.16532683,0.00695037,0.12580590
-4.62531266,0.56015905,0.14728170,0.00000000,0.16862800,0.16262729,0.00667918,0.12990872
-4.61930965,0.56708634,0.14725274,0.00000000,0.17625525,0.16122694,0.00648671,0.13420910
-4.61330665,0.57600567,0.14800241,0.00000000,0.18496277,0.16087625,0.00636542,0.13858780
-4.60730365,0.58628275,0.14933939,0.00000000,0.19449102,0.16133515,0.00630686,0.14292390
-4.60130065,0.59729048,0.15107721,0.00000000,0.20457055,0.16237458,0.00630182,0.14709739
-4.59529765,0.60841874,0.15303641,0.00000000,0.21492513,0.16377806,0.00634054,0.15099165
-4.58929465,0.61908430,0.15504671,0.00000000,0.22527567,0.16534340,0.00641294,0.15449589
-4.58329165,0.62874042,0.15694923,0.00000000,0.23534494,0.16688437,0.00650884,0.15750751
-4.57728864,0.63688614,0.15859852,0.00000000,0.24486286,0.16823238,0.00661819,0.15993421
-4.57128564,0.64307478,0.15986459,0.00000000,0.25357213,0.16923801,0.00673129,0.16169597
-4.56528264,0.64692163,0.16063460,0.00000000,0.26123409,0.16977245,0.00683905,0.16272676
-4.55927964,0.64811043,0.16081446,0.00000000,0.26763447,0.16972868,0.00693311,0.16297591
-4.55327664,0.64639857,0.16032992,0.00000000,0.27258877,0.16902235,0.00700613,0.16240922
-4.54727364,0.64162067,0.15912749,0.00000000,0.27594700,0.16759240,0.00705183,0.16100964
-4.54127064,0.63369056,0.15717475,0.00000000,0.27759767,0.16540116,0.00706519,0.15877759
-4.53526763,0.62260147,0.15446040,0.00000000,0.27747062,0.16243418,0.00704251,0.15573091
-4.52926463,0.60842434,0.15099371,0.00000000,0.27553867,0.15869952,0.00698145,0.15190435
-4.52326163,0.59130446,0.14680362,0.00000000,0.27181805,0.15422670,0.00688104,0.14734873
-4.51725863,0.57145632,0.14193736,0.00000000,0.26636738,0.14906510,0.00674165,0.14212972
-4.51125563,0.54915709,0.13645870,0.00000000,0.25928548,0.14328222,0.00656495,0.13632628
-4.50525263,0.52473868,0.13044589,0.00000000,0.25070789,0.13696138,0.00635378,0.13002891
-4.49924962,0.49857891,0.12398932,0.00000000,0.24080243,0.13019940,0.00611208,0.12333759
-4.49324662,0.47109209,0.11718900,0.00000000,0.22976389,0.12310400,0.00584467,0.11635975
-4.48724362,0.44271916,0.11015205,0.00000000,0.21780819,0.11579122,0.00555718,0.10920807
-4.48124062,0.41391808,0.10299008,0.00000000,0.20516618,0.10838284,0.00525584,0.10199842
-4.47523762,0.38515454,0.09581678,0.00000000,0.19207743,0.10100392,0.00494736,0.09484786
-4.46923462,0.35689338,0.08874562,0.00000000,0.17878418,0.09378058,0.00463871,0.08787282
-4.46323162,0.32959104,0.08188787,0.00000000,0.16552577,0.08683798,0.00433707,0.08118754
-4.45722861,0.30368910,0.07535085,0.00000000,0.15253364,0.08029864,0.00404962,0.07490272
-4.45122561,0.27960898,0.06923654,0.00000000,0.14002710,0.07428102,0.00378349,0.06912450
-4.44522261,0.25774794,0.06364050,0.00000000,0.12820994,0.06889847,0.00354564,0.06395356
-4.43921961,0.23847605,0.05865108,0.00000000,0.11726785,0.06425833,0.00334279,0.05948462
-4.43321661,0.22213419,0.05434891,0.00000000,0.10736670,0.06046132,0.00318139,0.05580592
-4.42721361,0.20903267,0.05080661,0.00000000,0.09865158,0.05760109,0.00306751,0.05299895
-4.42121061,0.19945022,0.04808861,0.00000000,0.09124644,0.05576366,0.00300689,0.05113808
-4.41520760,0.19363312,0.04625105,0.00000000,0.08525426,0.05502706,0.00300481,0.05029021
-4.40920460,0.19179411,0.04534168,0.00000000,0.08075751,0.05546063,0.00306614,0.05051429
-4.40320160,0.19411085,0.04539970,0.00000000,0.07781890,0.05712426,0.00319522,0.05186059
-4.39719860,0.20072371,0.04645549,0.00000000,0.07648213,0.06006743,0.00339587,0.05436987
-4.39119560,0.21173284,0.04853014,0.00000000,0.07677261,0.06432786,0.00367130,0.05807214
-4.38519260,0.22719451,0.05163491,0.00000000,0.07869805,0.06993008,0.00402406,0.06298532
-4.37918959,0.24711681,0.05577051,0.00000000,0.08224894,0.07688372,0.00445596,0.06911370
-4.37318659,0.27145501,0.06092630,0.00000000,0.08739883,0.08518172,0.00496798,0.07644623
-4.36718359,0.30010683,0.06707947,0.00000000,0.09410461,0.09479859,0.00556025,0.08495491
-4.36118059,0.33290823,0.07419434,0.00000000,0.10230668,0.10568878,0.00623197,0.09459325
-4.35517759,0.36962999,0.08222178,0.00000000,0.11192935,0.11778543,0.00698136,0.10529509
-4.34917459,0.40997591,0.09109900,0.00000000,0.12288137,0.13099959,0.00780572,0.11697383
-4.34317159,0.45358289,0.10074971,0.00000000,0.13505697,0.14522011,0.00870141,0.12952232
-4.33716858,0.50002358,0.11108482,0.00000000,0.14833729,0.16031441,0.00966395,0.14281353
-4.33116558,0.54881181,0.12200367,0.00000000,0.16259250,0.17613007,0.01068818,0.15670205
-4.32516258,0.59941121,0.13339601,0.00000000,0.17768455,0.19249756,0.01176840,0.17102661
-4.31915958,0.65124691,0.14514450,0.00000000,0.19347055,0.20923395,0.01289863,0.18561358
-4.31315658,0.70372030,0.15712785,0.00000000,0.20980682,0.22614754,0.01407287,0.20028135
-4.30715358,0.75622638,0.16922452,0.00000000,0.22655339,0.24304343,0.01528538,0.21484570
