energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.93996998,0.32998120,-0.33005100,0.00026106,-0.00026107,0.01060936,-0.01060977,0.12788782,-0.12791858,0.05030482,-0.05031474,0.12797620,-0.12800224,0.04311844,-0.04314184,0.19786611,-0.19790840,0.00000000,-0.00000000
-5.93396698,0.33725227,-0.33735310,0.00025308,-0.00025310,0.01037250,-0.01037399,0.13209520,-0.13213785,0.05125142,-0.05126593,0.13149488,-0.13153189,0.04661653,-0.04664519,0.20299398,-0.20305440,0.00000000,-0.00000000
-5.92796398,0.35210144,-0.35223381,0.00025038,-0.00025042,0.01041263,-0.01041519,0.13918791,-0.13924256,0.05334980,-0.05336896,0.13773227,-0.13778029,0.05119175,-0.05122599,0.21257526,-0.21265405,0.00000000,-0.00000000
-5.92196098,0.37442687,-0.37459108,0.00025261,-0.00025267,0.01072701,-0.01073065,0.14912827,-0.14919494,0.05657837,-0.05660219,0.14662518,-0.14668413,0.05686877,-0.05690889,0.22654182,-0.22663908,0.00000000,-0.00000000
-5.91595798,0.40407319,-0.40426927,0.00025941,-0.00025949,0.01131196,-0.01131666,0.16185435,-0.16193293,0.06090714,-0.06093561,0.15808485,-0.15815454,0.06366443,-0.06371068,0.24479143,-0.24490707,0.00000000,-0.00000000
-5.90995498,0.44082850,-0.44105617,0.00027039,-0.00027049,0.01216276,-0.01216851,0.17727824,-0.17736849,0.06629735,-0.06633038,0.17199613,-0.17207625,0.07158605,-0.07163864,0.26718594,-0.26731971,0.00000000,-0.00000000
-5.90395198,0.48441990,-0.48467856,0.00028513,-0.00028524,0.01327360,-0.01328037,0.19528404,-0.19538553,0.07270083,-0.07273829,0.18821651,-0.18830658,0.08062963,-0.08068869,0.29354880,-0.29370023,0.00000000,-0.00000000
-5.89794897,0.53450835,-0.53479698,0.00030321,-0.00030334,0.01463731,-0.01464508,0.21572576,-0.21583790,0.08005933,-0.08010103,0.20657506,-0.20667447,0.09077792,-0.09084352,0.32366222,-0.32383060,0.00000000,-0.00000000
-5.89194597,0.59068321,-0.59100037,0.00032421,-0.00032435,0.01624518,-0.01625388,0.23842549,-0.23854749,0.08830376,-0.08834946,0.22687170,-0.22697965,0.10199852,-0.10207063,0.35726433,-0.35744870,0.00000000,-0.00000000
-5.88594297,0.65245738,-0.65280113,0.00034769,-0.00034784,0.01808664,-0.01809622,0.26317206,-0.26330294,0.09735359,-0.09740294,0.24887683,-0.24899236,0.11424211,-0.11432061,0.39404683,-0.39424591,0.00000000,-0.00000000
-5.87993997,0.71926355,-0.71963145,0.00037322,-0.00037339,0.02014907,-0.02015944,0.28972050,-0.28985906,0.10711635,-0.10716895,0.27233178,-0.27245376,0.12744099,-0.12752561,0.43365334,-0.43386559,0.00000000,-0.00000000
-5.87393697,0.79045238,-0.79084147,0.00040041,-0.00040059,0.02241752,-0.02242859,0.31779253,-0.31793734,0.11748757,-0.11754294,0.29695011,-0.29707722,0.14150790,-0.14159829,0.47567911,-0.47590265,0.00000000,-0.00000000
-5.86793397,0.86529303,-0.86569982,0.00042887,-0.00042908,0.02487465,-0.02488631,0.34707824,-0.34722771,0.12835103,-0.12840861,0.32241993,-0.32255070,0.15633550,-0.15643116,0.51967205,-0.51990473,0.00000000,-0.00000000
-5.86193097,0.94297664,-0.94339715,0.00045830,-0.00045852,0.02750064,-0.02751275,0.37723923,-0.37739156,0.13957948,-0.13963864,0.34840743,-0.34854024,0.17179625,-0.17189656,0.56513568,-0.56537505,0.00000000,-0.00000000
-5.85592796,1.02262305,-1.02305279,0.00048842,-0.00048865,0.03027326,-0.03028568,0.40791309,-0.40806634,0.15103591,-0.15109594,0.37456156,-0.37469468,0.18774313,-0.18784735,0.61153382,-0.61177717,0.00000000,-0.00000000
-5.84992496,1.10329073,-1.10372483,0.00051906,-0.00051931,0.03316811,-0.03318068,0.43871934,-0.43887143,0.16257532,-0.16263548,0.40051981,-0.40065141,0.20401096,-0.20411822,0.65829736,-0.65854176,0.00000000,-0.00000000
-5.84392196,1.18399025,-1.18442347,0.00055015,-0.00055042,0.03615894,-0.03617150,0.46926658,-0.46941536,0.17404707,-0.17410655,0.42591498,-0.42604317,0.22041854,-0.22052787,0.70483274,-0.70507509,0.00000000,-0.00000000
-5.83791896,1.26370056,-1.26412745,0.00058174,-0.00058204,0.03921817,-0.03923054,0.49916070,-0.49930400,0.18529762,-0.18535559,0.45038274,-0.45050564,0.23677141,-0.23688174,0.75053223,-0.75076930,0.00000000,-0.00000000
-5.83191596,1.34138816,-1.34180310,0.00061404,-0.00061437,0.04231748,-0.04232947,0.52801392,-0.52814957,0.19617374,-0.19622936,0.47356971,-0.47368545,0.25286536,-0.25297555,0.79478547,-0.79501399,0.00000000,-0.00000000
-5.82591296,1.41602816,-1.41642552,0.00064743,-0.00064780,0.04542857,-0.04544001,0.55545413,-0.55558004,0.20652606,-0.20657851,0.49514171,-0.49524850,0.26849049,-0.26859936,0.83699215,-0.83720886,0.00000000,-0.00000000
-5.81990995,1.48662677,-1.48700106,0.00068249,-0.00068291,0.04852399,-0.04853470,0.58113429,-0.58124852,0.21621275,-0.21626122,0.51479190,-0.51488807,0.28343573,-0.28354205,0.87657504,-0.87677680,0.00000000,-0.00000000
-5.81390695,1.55224430,-1.55259026,0.00072001,-0.00072049,0.05157802,-0.05158783,0.60474135,-0.60484211,0.22510331,-0.22514704,0.53224840,-0.53233246,0.29749366,-0.29759623,0.91299327,-0.91317709,0.00000000,-0.00000000
-5.80790395,1.61201778,-1.61233054,0.00076101,-0.00076156,0.05456756,-0.05457634,0.62600430,-0.62609007,0.23308229,-0.23312060,0.54728106,-0.54735173,0.31046552,-0.31056316,0.94575492,-0.94591809,0.00000000,-0.00000000
-5.80190095,1.66518228,-1.66545748,0.00080674,-0.00080738,0.05747304,-0.05748066,0.64470096,-0.64477047,0.24005272,-0.24008501,0.55970708,-0.55976330,0.32216619,-0.32225779,0.97442879,-0.97456888,0.00000000,-0.00000000
-5.79589795,1.71109018,-1.71132411,0.00085872,-0.00085945,0.06027923,-0.06028558,0.66066314,-0.66071543,0.24593928,-0.24596506,0.56939516,-0.56943616,0.33242899,-0.33251351,0.99865450,-0.99876952,0.00000000,-0.00000000
-5.78989495,1.74922748,-1.74941713,0.00091868,-0.00091953,0.06297593,-0.06298094,0.67377988,-0.67381435,0.25069088,-0.25070977,0.57626806,-0.57629336,0.34111003,-0.34118658,1.01815089,-1.01823926,0.00000000,-0.00000000
-5.78389195,1.77922649,-1.77936967,0.00098860,-0.00098960,0.06555853,-0.06556216,0.68399872,-0.68401510,0.25428265,-0.25429441,0.58030338,-0.58031281,0.34809214,-0.34815997,1.03272199,-1.03278262,0.00000000,-0.00000000
-5.77788894,1.80087445,-1.80096987,0.00107065,-0.00107182,0.06802839,-0.06803063,0.69132473,-0.69132310,0.25671724,-0.25672176,0.58153259,-0.58152626,0.35328805,-0.35334655,1.04226072,-1.04229301,0.00000000,-0.00000000
-5.77188594,1.81411776,-1.81416501,0.00116720,-0.00116855,0.07039300,-0.07039387,0.69581756,-0.69579836,0.25802532,-0.25802265,0.58003828,-0.58001661,0.35664272,-0.35669149,1.04674982,-1.04675373,0.00000000,-0.00000000
-5.76588294,1.81906154,-1.81906114,0.00128073,-0.00128229,0.07266583,-0.07266540,0.69758658,-0.69755054,0.25826524,-0.25825557,0.57594991,-0.57591360,0.35813493,-0.35817374,1.04626039,-1.04623638,0.00000000,-0.00000000
-5.75987994,1.81596472,-1.81591808,0.00141379,-0.00141559,0.07486608,-0.07486444,0.69678434,-0.69673251,0.25752189,-0.25750553,0.56943814,-0.56938814,0.35777776,-0.35780660,1.04094788,-1.04089692,0.00000000,-0.00000000
-5.75387694,1.80523081,-1.80514020,0.00156894,-0.00157101,0.07701802,-0.07701527,0.69359884,-0.69353250,0.25590466,-0.25588207,0.56070810,-0.56064558,0.35561828,-0.35563733,1.03104590,-1.03096943,0.00000000,-0.00000000
-5.74787394,1.78739478,-1.78726327,0.00174870,-0.00175105,0.07915017,-0.07914646,0.68824491,-0.68816557,0.25354472,-0.25351647,0.54999195,-0.54991827,0.35173623,-0.35174586,1.01685809,-1.01675800,0.00000000,-0.00000000
-5.74187094,1.76310668,-1.76293805,0.00195541,-0.00195806,0.08129424,-0.08128974,0.68095521,-0.68086453,0.25059148,-0.25055825,0.53754103,-0.53745770,0.34624185,-0.34624260,0.99874858,-0.99862713,0.00000000,-0.00000000
-5.73586793,1.73311259,-1.73291123,0.00219118,-0.00219414,0.08348389,-0.08347878,0.67197135,-0.67187108,0.24720851,-0.24717107,0.52361799,-0.52352660,0.33927292,-0.33926555,0.97713127,-0.97699105,0.00000000,-0.00000000
-5.72986493,1.69823370,-1.69800447,0.00245777,-0.00246106,0.08575327,-0.08574774,0.66153551,-0.66142748,0.24356895,-0.24352811,0.50848922,-0.50839144,0.33099126,-0.33097662,0.95245860,-0.95230245,0.00000000,-0.00000000
-5.72386193,1.65934431,-1.65909245,0.00275653,-0.00276015,0.08813556,-0.08812979,0.64988299,-0.64976904,0.23985050,-0.23980714,0.49241797,-0.49231547,0.32157850,-0.32155760,0.92521013,-0.92504107,0.00000000,-0.00000000
-5.71785893,1.61734955,-1.61708053,0.00308829,-0.00309225,0.09066132,-0.09065551,0.63723612,-0.63711805,0.23623026,-0.23618528,0.47565823,-0.47555268,0.31123172,-0.31120566,0.89588140,-0.89570258,0.00000000,-0.00000000
-5.71185593,1.57316358,-1.57288297,0.00345328,-0.00345756,0.09335695,-0.09335128,0.62379953,-0.62367906,0.23287954,-0.23283382,0.45844985,-0.45834284,0.30015867,-0.30012863,0.86497345,-0.86478804,0.00000000,-0.00000000
-5.70585293,1.52768893,-1.52740228,0.00385107,-0.00385566,0.09624319,-0.09623782,0.60975712,-0.60963589,0.22995869,-0.22991311,0.44101467,-0.44090770,0.28857306,-0.28854025,0.83298325,-0.83279441,0.00000000,-0.00000000
-5.69984992,1.48179760,-1.48151032,0.00428049,-0.00428536,0.09933371,-0.09932879,0.59527069,-0.59515020,0.22761236,-0.22756774,0.42355395,-0.42344843,0.27668985,-0.27665550,0.80039535,-0.80020616,0.00000000,-0.00000000
-5.69384692,1.43631436,-1.43603160,0.00473964,-0.00474476,0.10263393,-0.10262958,0.58048007,-0.58036166,0.22596512,-0.22592222,0.40624703,-0.40614422,0.26472078,-0.26468611,0.76767483,-0.76748821,0.00000000,-0.00000000
-5.68784392,1.39200259,-1.39172917,0.00522584,-0.00523117,0.10614010,-0.10613641,0.56550464,-0.56538953,0.22511775,-0.22507724,0.38925098,-0.38915201,0.25287019,-0.25283637,0.73526151,-0.73508019,0.00000000,-0.00000000
-5.68184092,1.34955291,-1.34929319,0.00573566,-0.00574115,0.10983867,-0.10983570,0.55044599,-0.55033522,0.22514428,-0.22510675,0.37270126,-0.37260708,0.24133124,-0.24129937,0.70356554,-0.70339202,0.00000000,-0.00000000
-5.67583792,1.30957454,-1.30933242,0.00626496,-0.00627055,0.11370602,-0.11370381,0.53539136,-0.53528580,0.22608998,-0.22605591,0.35671305,-0.35662447,0.23028256,-0.23025366,0.67296414,-0.67280066,0.00000000,-0.00000000
-5.66983492,1.27258957,-1.27236835,0.00680895,-0.00681458,0.11770863,-0.11770718,0.52041742,-0.52031781,0.22797027,-0.22794004,0.34138313,-0.34130078,0.21988546,-0.21986042,0.64379933,-0.64364781,0.00000000,-0.00000000
-5.66383192,1.23902968,-1.23883211,0.00736228,-0.00736788,0.12180362,-0.12180291,0.50559428,-0.50550120,0.23077078,-0.23074464,0.32679198,-0.32671636,0.21028154,-0.21026115,0.61637646,-0.61623854,0.00000000,-0.00000000
-5.65782891,1.20923541,-1.20906361,0.00791914,-0.00792464,0.12593980,-0.12593977,0.49098911,-0.49090301,0.23444843,-0.23442653,0.31300601,-0.31293746,0.20159090,-0.20157580,0.59096335,-0.59084033,0.00000000,-0.00000000
-5.65182591,1.18345747,-1.18331294,0.00847341,-0.00847873,0.13005909,-0.13005965,0.47666923,-0.47659041,0.23893373,-0.23891609,0.30007955,-0.30001827,0.19391082,-0.19390149,0.56778974,-0.56768258,0.00000000,-0.00000000
-5.64582291,1.16185983,-1.16174344,0.00901876,-0.00902383,0.13409842,-0.13409948,0.46270442,-0.46263308,0.24413395,-0.24412050,0.28805656,-0.28800261,0.18731483,-0.18731162,0.54704687,-0.54695621,0.00000000,-0.00000000
-5.63981991,1.14452427,-1.14443630,0.00954885,-0.00955360,0.13799200,-0.13799344,0.44916823,-0.44910448,0.24993744,-0.24992802,0.27697192,-0.27692525,0.18185235,-0.18185542,0.52888712,-0.52881325,0.00000000,-0.00000000
-5.63381691,1.13145618,-1.13139632,0.01005742,-0.01006178,0.14167391,-0.14167560,0.43613834,-0.43608214,0.25621864,-0.25621300,0.26685220,-0.26681265,0.17754860,-0.17755798,0.51342348,-0.51336637,0.00000000,-0.00000000
-5.62781391,1.12259112,-1.12255850,0.01053849,-0.01054240,0.14508096,-0.14508278,0.42369577,-0.42364701,0.26284377,-0.26284162,0.25771590,-0.25768318,0.17440500,-0.17442056,0.50072891,-0.50068823,0.00000000,-0.00000000
-5.62181091,1.11780211,-1.11779536,0.01098647,-0.01098988,0.14815571,-0.14815753,0.41192328,-0.41188176,0.26967706,-0.26967802,0.24957321,-0.24954698,0.17239990,-0.17242135,0.49083560,-0.49081070,0.00000000,-0.00000000
-5.61580790,1.11690737,-1.11692467,0.01139629,-0.01139914,0.15084956,-0.15085125,0.40090299,-0.40086840,0.27658707,-0.27659075,0.24242545,-0.24240525,0.17148965,-0.17151658,0.48373417,-0.48372413,0.00000000,-0.00000000
-5.60980490,1.11967842,-1.11971753,0.01176351,-0.01176577,0.15312577,-0.15312724,0.39071340,-0.39068537,0.28345305,-0.28345905,0.23626414,-0.23624945,0.17161004,-0.17164190,0.47937302,-0.47937666,0.00000000,-0.00000000
-5.60380190,1.12584844,-1.12590678,0.01208440,-0.01208606,0.15496235,-0.15496351,0.38142623,-0.38140428,0.29017108,-0.29017899,0.23107000,-0.23106023,0.17267811,-0.17271423,0.47765805,-0.47767394,0.00000000,-0.00000000
-5.59779890,1.13512082,-1.13519554,0.01235606,-0.01235709,0.15635460,-0.15635541,0.37310318,-0.37308678,0.29665961,-0.29666903,0.22681203,-0.22680653,0.17459427,-0.17463393,0.47845282,-0.47847933,0.00000000,-0.00000000
-5.59179590,1.14717799,-1.14726602,0.01257639,-0.01257679,0.15731728,-0.15731771,0.36579305,-0.36578156,0.30286426,-0.30287485,0.22344673,-0.22344482,0.17724488,-0.17728723,0.48157956,-0.48161491,0.00000000,-0.00000000
-5.58579290,1.16169028,-1.16178844,0.01274419,-0.01274396,0.15788620,-0.15788627,0.35952925,-0.35952201,0.30876174,-0.30877318,0.22091773,-0.22091869,0.18050500,-0.18054919,0.48682112,-0.48686337,0.00000000,-0.00000000
-5.57978989,1.17832510,-1.17843015,0.01285915,-0.01285832,0.15811922,-0.15811898,0.35432822,-0.35432450,0.31436254,-0.31437459,0.21915595,-0.21915904,0.18424167,-0.18428679,0.49392402,-0.49397118,0.00000000,-0.00000000
-5.57378689,1.19675600,-1.19686475,0.01292185,-0.01292043,0.15809650,-0.15809604,0.35018857,-0.35018759,0.31971242,-0.31972488,0.21808021,-0.21808469,0.18831727,-0.18836243,0.50260279,-0.50265280,0.00000000,-0.00000000
-5.56778389,1.21667172,-1.21678111,0.01293372,-0.01293177,0.15791994,-0.15791941,0.34709124,-0.34709221,0.32489249,-0.32490524,0.21759865,-0.21760380,0.19259328,-0.19263760,0.51254554,-0.51259636,0.00000000,-0.00000000
-5.56178089,1.23778502,-1.23789218,0.01289709,-0.01289464,0.15771190,-0.15771146,0.34500066,-0.34500279,0.33001792,-0.33003092,0.21761065,-0.21761576,0.19693397,-0.19697665,0.52342076,-0.52347042,0.00000000,-0.00000000
-5.55577789,1.25984085,-1.25994323,0.01281506,-0.01281216,0.15761292,-0.15761278,0.34386674,-0.34386927,0.33523520,-0.33524849,0.21800940,-0.21801383,0.20121030,-0.20125060,0.53488524,-0.53493189,0.00000000,-0.00000000
-5.54977489,1.28262378,-1.28271917,0.01269151,-0.01268823,0.15777876,-0.15777916,0.34362771,-0.34362990,0.34071807,-0.34073174,0.21868501,-0.21868816,0.20530358,-0.20534087,0.54659278,-0.54663473,0.00000000,-0.00000000
-5.54377189,1.30596413,-1.30605075,0.01253105,-0.01252745,0.15837657,-0.15837776,0.34421348,-0.34421468,0.34666212,-0.34667635,0.21952788,-0.21952926,0.20910888,-0.20914266,0.55820349,-0.55823929,0.00000000,-0.00000000
-5.53776888,1.32974246,-1.32981902,0.01233893,-0.01233507,0.15958036,-0.15958263,0.34554942,-0.34554904,0.35327829,-0.35329329,0.22043241,-0.22043160,0.21253814,-0.21256803,0.56939327,-0.56942169,0.00000000,-0.00000000
-5.53176588,1.35389203,-1.35395774,0.01212096,-0.01211691,0.16156591,-0.16156954,0.34756018,-0.34755776,0.36078533,-0.36080137,0.22130063,-0.22129733,0.21552254,-0.21554835,0.57986296,-0.57988309,0.00000000,-0.00000000
-5.52576288,1.37839883,-1.37845340,0.01188346,-0.01187929,0.16450514,-0.16451042,0.35017338,-0.35016855,0.36940147,-0.36941885,0.22204566,-0.22203968,0.21801439,-0.21803605,0.58934692,-0.58935817,0.00000000,-0.00000000
-5.51975988,1.40329880,-1.40334249,0.01163311,-0.01162889,0.16856019,-0.16856738,0.35332284,-0.35331537,0.37933563,-0.37935464,0.22259483,-0.22258609,0.21998802,-0.22000564,0.59762041,-0.59762247,0.00000000,-0.00000000
-5.51375688,1.42867225,-1.42870578,0.01137688,-0.01137267,0.17387733,-0.17388669,0.35695117,-0.35694097,0.39077818,-0.39079914,0.22289220,-0.22288075,0.22143985,-0.22145370,0.60450543,-0.60449837,0.00000000,-0.00000000
-5.50775388,1.45463516,-1.45465969,0.01112183,-0.01111770,0.18058094,-0.18059267,0.36101150,-0.36099860,0.40389181,-0.40391500,0.22290033,-0.22288634,0.22238760,-0.22239808,0.60987482,-0.60985897,0.00000000,-0.00000000
-5.50175088,1.48132769,-1.48134474,0.01087503,-0.01087104,0.18876771,-0.18878199,0.36546823,-0.36545278,0.41880265,-0.41882832,0.22260132,-0.22258504,0.22286841,-0.22287602,0.61365414,-0.61363014,0.00000000,-0.00000000
-5.49574787,1.50890008,-1.50891143,0.01064334,-0.01063954,0.19850137,-0.19851830,0.37029676,-0.37027903,0.43559200,-0.43562032,0.22199677,-0.22197855,0.22293617,-0.22294153,0.61582142,-0.61579015,0.00000000,-0.00000000
-5.48974487,1.53749653,-1.53750413,0.01043324,-0.01042969,0.20980802,-0.20982766,0.37548215,-0.37546250,0.45428902,-0.45432010,0.22110694,-0.22108720,0.22265809,-0.22266187,0.61640462,-0.61636713,0.00000000,-0.00000000
-5.48374187,1.56723772,-1.56724357,0.01025067,-0.01024740,0.22267251,-0.22269484,0.38101690,-0.38099577,0.47486465,-0.47489851,0.21996888,-0.21994810,0.22211058,-0.22211347,0.61547694,-0.61543444,0.00000000,-0.00000000
-5.47773887,1.59820286,-1.59820886,0.01010082,-0.01009787,0.23703580,-0.23706071,0.38689789,-0.38687575,0.49722716,-0.49726370,0.21863387,-0.21861254,0.22137470,-0.22137739,0.61315033,-0.61310407,0.00000000,-0.00000000
-5.47173587,1.63041222,-1.63042011,0.00998794,-0.00998534,0.25279364,-0.25282096,0.39312277,-0.39310012,0.52121956,-0.52125857,0.21716401,-0.21714261,0.22053149,-0.22053461,0.60956732,-0.60951858,0.00000000,-0.00000000
-5.46573287,1.66381135,-1.66382254,0.00991521,-0.00991296,0.26979673,-0.26982621,0.39968603,-0.39966337,0.54661905,-0.54666020,0.21562836,-0.21560737,0.21965718,-0.21966130,0.60489188,-0.60484187,0.00000000,-0.00000000
-5.45972986,1.69825791,-1.69827342,0.00988454,-0.00988266,0.28785235,-0.28788365,0.40657508,-0.40655288,0.57313887,-0.57318170,0.21409875,-0.21407860,0.21881885,-0.21882443,0.59929966,-0.59924945,0.00000000,-0.00000000
-5.45372686,1.73351221,-1.73353258,0.00989652,-0.00989499,0.30672756,-0.30676029,0.41376660,-0.41374526,0.60043249,-0.60047643,0.21264551,-0.21262653,0.21807051,-0.21807786,0.59296812,-0.59291862,0.00000000,-0.00000000
-5.44772386,1.76923250,-1.76925776,0.00995029,-0.00994910,0.32615403,-0.32618771,0.42122347,-0.42120333,0.62810024,-0.62814462,0.21133324,-0.21131570,0.21744997,-0.21745926,0.58606733,-0.58601923,0.00000000,-0.00000000
-5.44172086,1.80497550,-1.80500510,0.01004355,-0.01004268,0.34583425,-0.34586837,0.42889263,-0.42887394,0.65569834,-0.65574237,0.21021703,-0.21020111,0.21697664,-0.21698788,0.57875170,-0.57870546,0.00000000,-0.00000000
-5.43571786,1.84020278,-1.84023564,0.01017257,-0.01017198,0.36544921,-0.36548322,0.43670398,-0.43668689,0.68275005,-0.68279289,0.20933926,-0.20932501,0.21665041,-0.21666344,0.57115331,-0.57110910,0.00000000,-0.00000000
-5.42971486,1.87429313,-1.87432766,0.01033225,-0.01033189,0.38466716,-0.38470049,0.44457062,-0.44455517,0.70875875,-0.70879951,0.20872706,-0.20871443,0.21645165,-0.21646615,0.56337708,-0.56333482,0.00000000,-0.00000000
-5.42371186,1.90656072,-1.90659490,0.01051625,-0.01051607,0.40315328,-0.40318535,0.45239041,-0.45237655,0.73322254,-0.73326031,0.20839072,-0.20837956,0.21634237,-0.21635789,0.55549811,-0.55545749,0.00000000,-0.00000000
-5.41770885,1.93627856,-1.93631002,0.01071718,-0.01071713,0.42057997,-0.42061022,0.46004901,-0.46003661,0.75564984,-0.75568371,0.20832309,-0.20831316,0.21626851,-0.21628448,0.54756128,-0.54752175,0.00000000,-0.00000000
-5.41170585,1.96270646,-1.96273260,0.01092682,-0.01092683,0.43663734,-0.43666524,0.46742423,-0.46741309,0.77557548,-0.77560458,0.20849997,-0.20849094,0.21616321,-0.21617897,0.53958310,-0.53954397,0.00000000,-0.00000000
-5.40570285,1.98512235,-1.98514048,0.01113633,-0.01113634,0.45104362,-0.45106871,0.47439163,-0.47438149,0.79257665,-0.79260021,0.20888147,-0.20887297,0.21595089,-0.21596570,0.53155570,-0.53151613,0.00000000,-0.00000000
-5.39969985,2.00285559,-2.00286307,0.01133659,-0.01133656,0.46355506,-0.46357693,0.48083110,-0.48082168,0.80628820,-0.80630554,0.20941442,-0.20940603,0.21555188,-0.21556501,0.52345257,-0.52341166,0.00000000,-0.00000000
-5.39369685,2.01532085,-2.01531524,0.01151850,-0.01151835,0.47397494,-0.47399328,0.48663418,-0.48662519,0.81641650,-0.81642708,0.21003542,-0.21002670,0.21488755,-0.21489827,0.51523574,-0.51519261,0.00000000,-0.00000000
-5.38769385,2.02205082,-2.02203002,0.01167322,-0.01167290,0.48216141,-0.48217602,0.49171180,-0.49170298,0.82275144,-0.82275487,0.21067466,-0.21066519,0.21388529,-0.21389295,0.50686398,-0.50681780,0.00000000,-0.00000000
-5.38169085,2.02272630,-2.02268869,0.01179253,-0.01179199,0.48803384,-0.48804462,0.49600199,-0.49599315,0.82517599,-0.82517209,0.21126009,-0.21124950,0.21248352,-0.21248753,0.49830133,-0.49825141,0.00000000,-0.00000000
-5.37568784,2.01720201,-2.01714654,0.01186906,-0.01186828,0.49157737,-0.49158436,0.49947731,-0.49946831,0.82367300,-0.82366178,0.21172190,-0.21170985,0.21063602,-0.21063594,0.48952553,-0.48947133,0.00000000,-0.00000000
-5.36968484,2.00552690,-2.00545317,0.01189657,-0.01189551,0.49284557,-0.49284891,0.50215143,-0.50214225,0.81832884,-0.81831051,0.21199685,-0.21198309,0.20831570,-0.20831122,0.48053574,-0.48047695,0.00000000,-0.00000000
-5.36368184,1.98795764,-1.98786600,0.01187011,-0.01186875,0.49196102,-0.49196100,0.50408465,-0.50407537,0.80933375,-0.80930873,0.21203245,-0.21201683,0.20551738,-0.20550835,0.47135913,-0.47129569,0.00000000,-0.00000000
-5.35767884,1.96496473,-1.96485628,0.01178620,-0.01178453,0.48911383,-0.48911085,0.50538785,-0.50537870,0.79697893,-0.79694782,0.21179060,-0.21177306,0.20225954,-0.20224600,0.46205576,-0.46198789,0.00000000,-0.00000000
-5.35167584,1.93723045,-1.93710703,0.01164290,-0.01164091,0.48455804,-0.48455262,0.50622474,-0.50621608,0.78165032,-0.78161394,0.21125055,-0.21123114,0.19858488,-0.19856703,0.45272161,-0.45264979,0.00000000,-0.00000000
-5.34567284,1.90563860,-1.90550275,0.01143986,-0.01143757,0.47860613,-0.47859889,0.50681201,-0.50680432,0.76381948,-0.76377878,0.21041105,-0.21038994,0.19455976,-0.19453799,0.44348936,-0.44341434,0.00000000,-0.00000000
