energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up
-5.70585293,9.39405513,1.39395148,7.34961664,0.03280239,0.11502424,0.94294507,0.44477799,1.33234262,0.00000000
-5.69984992,9.35701111,1.37801956,7.33371418,0.03266475,0.11332839,0.92534407,0.44202178,1.31827502,0.00000000
-5.69384692,9.30417469,1.35961896,7.30567604,0.03251247,0.11148095,0.90593313,0.43850349,1.30168479,0.00000000
-5.68784392,9.23597010,1.33891424,7.26560270,0.03235036,0.10950762,0.88490642,0.43428264,1.28278226,0.00000000
-5.68184092,9.15290299,1.31609459,7.21366173,0.03218249,0.10743409,0.86246835,0.42941881,1.26179120,0.00000000
-5.67583792,9.05555624,1.29136834,7.15009282,0.03201193,0.10528552,0.83882882,0.42397003,1.23894270,0.00000000
-5.66983492,8.94459145,1.26495831,7.07521654,0.03184071,0.10308610,0.81419923,0.41799153,1.21447018,0.00000000
-5.66383192,8.82075521,1.23709810,6.98944598,0.03166973,0.10085879,0.78878942,0.41153517,1.18860553,0.00000000
-5.65782891,8.68488923,1.20802919,6.89329991,0.03149879,0.09862510,0.76280534,0.40464926,1.16157658,0.00000000
-5.65182591,8.53794263,1.17799902,6.78741631,0.03132672,0.09640513,0.73644760,0.39737901,1.13360570,0.00000000
-5.64582291,8.38098506,1.14725971,6.67256493,0.03115154,0.09421759,0.70991064,0.38976731,1.10490945,0.00000000
-5.63981991,8.21521899,1.11606739,6.54965751,0.03097062,0.09207998,0.68338241,0.38185597,1.07569917,0.00000000
-5.63381691,8.04198948,1.08468189,6.41975463,0.03078100,0.09000872,0.65704442,0.37368716,1.04618229,0.00000000
-5.62781391,7.86279027,1.05336647,6.28406815,0.03057958,0.08801933,0.63107195,0.36530499,1.01656391,0.00000000
-5.62181091,7.67926465,1.02238755,6.14395840,0.03036348,0.08612664,0.60563419,0.35675711,0.98704870,0.00000000
-5.61580790,7.49320037,0.99201402,6.00092590,0.03013024,0.08434486,0.58089431,0.34809616,0.95784249,0.00000000
-5.60980490,7.30651794,0.96251613,5.85659698,0.02987811,0.08268760,0.55700920,0.33938097,0.92915363,0.00000000
-5.60380190,7.12125188,0.93416365,5.71270379,0.02960624,0.08116785,0.53412884,0.33067740,0.90119362,0.00000000
-5.59779890,6.93952518,0.90722340,5.57105870,0.02931486,0.07979786,0.51239528,0.32205870,0.87417702,0.00000000
-5.59179590,6.76351723,0.88195591,5.43352393,0.02900540,0.07858889,0.49194125,0.31360539,0.84832042,0.00000000
-5.58579290,6.59542615,0.85861156,5.30197699,0.02868056,0.07755093,0.47288839,0.30540449,0.82384050,0.00000000
-5.57978989,6.43742631,0.83742589,5.17827315,0.02834428,0.07669239,0.45534520,0.29754825,0.80095101,0.00000000
-5.57378689,6.29162260,0.81861468,5.06420593,0.02800178,0.07601969,0.43940490,0.29013231,0.77985895,0.00000000
-5.56778389,6.16000274,0.80236863,4.96146688,0.02765939,0.07553695,0.42514322,0.28325333,0.76076000,0.00000000
-5.56178089,6.04438934,0.78884807,4.87160597,0.02732446,0.07524565,0.41261629,0.27700624,0.74383322,0.00000000
-5.55577789,5.94639332,0.77817793,4.79599384,0.02700519,0.07514436,0.40185883,0.27148121,0.72923557,0.00000000
-5.54977489,5.86737046,0.77044311,4.73578713,0.02671046,0.07522854,0.39288267,0.26676041,0.71709621,0.00000000
-5.54377189,5.80838254,0.76568466,4.69189813,0.02644962,0.07549057,0.38567578,0.26291475,0.70751103,0.00000000
-5.53776888,5.77016469,0.76389685,4.66496975,0.02623233,0.07591968,0.38020187,0.26000077,0.70053763,0.00000000
-5.53176588,5.75310028,0.76502531,4.65535661,0.02606831,0.07650222,0.37640061,0.25805781,0.69619108,0.00000000
-5.52576288,5.75720422,0.76896651,4.66311313,0.02596723,0.07722194,0.37418847,0.25710560,0.69444064,0.00000000
-5.51975988,5.78211576,0.77556854,4.68798898,0.02593847,0.07806036,0.37346025,0.25714238,0.69520778,0.00000000
-5.51375688,5.82710108,0.78463318,4.72943228,0.02599102,0.07899734,0.37409116,0.25814374,0.69836555,0.00000000
-5.50775388,5.89106600,0.79591946,4.78660047,0.02613328,0.08001158,0.37593944,0.26006219,0.70373951,0.00000000
-5.50175088,5.97257860,0.80914828,4.85837889,0.02637297,0.08108123,0.37884949,0.26282752,0.71111026,0.00000000
-5.49574787,6.06990129,0.82400833,4.94340646,0.02671692,0.08218452,0.38265526,0.26634799,0.72021750,0.00000000
-5.48974487,6.18103157,0.84016284,5.04010796,0.02717098,0.08330030,0.38718394,0.27051233,0.73076560,0.00000000
-5.48374187,6.30375031,0.85725717,5.14673199,0.02773984,0.08440860,0.39225976,0.27519245,0.74243053,0.00000000
-5.47773887,6.43567622,0.87492687,5.26139361,0.02842687,0.08549103,0.39770779,0.28024685,0.75486786,0.00000000
-5.47173587,6.57432494,0.89280604,5.38212054,0.02923394,0.08653112,0.40335765,0.28552449,0.76772167,0.00000000
-5.46573287,6.71717087,0.91053580,5.50690141,0.03016127,0.08751461,0.40904705,0.29086908,0.78063397,0.00000000
-5.45972986,6.86170994,0.92777249,5.63373474,0.03120725,0.08842956,0.41462499,0.29612362,0.79325439,0.00000000
-5.45372686,7.00552128,0.94419556,5.76067725,0.03236826,0.08926635,0.41995469,0.30113492,0.80524966,0.00000000
-5.44772386,7.14632598,0.95951485,5.88588980,0.03363862,0.09001766,0.42491613,0.30575801,0.81631272,0.00000000
-5.44172086,7.28204088,0.97347707,6.00767967,0.03501042,0.09067832,0.42940813,0.30986030,0.82617100,0.00000000
-5.43571786,7.41082592,0.98587147,6.12453784,0.03647360,0.09124512,0.43335008,0.31332529,0.83459366,0.00000000
-5.42971486,7.53112344,0.99653444,6.23517003,0.03801597,0.09171661,0.43668316,0.31605565,0.84139759,0.00000000
-5.42371186,7.64168828,1.00535308,6.33852043,0.03962338,0.09209288,0.43937125,0.31797575,0.84645188,0.00000000
-5.41770885,7.74160791,1.01226760,6.43378759,0.04127999,0.09237532,0.44140139,0.31903341,0.84968085,0.00000000
-5.41170585,7.83031186,1.01727265,6.52043180,0.04296865,0.09256652,0.44278389,0.31920089,0.85106539,0.00000000
-5.40570285,7.90757070,1.02041738,6.59817391,0.04467136,0.09267008,0.44355210,0.31847523,0.85064283,0.00000000
-5.39969985,7.97348448,1.02180449,6.66698574,0.04636987,0.09269060,0.44376189,0.31687780,0.84850523,0.00000000
-5.39369685,8.02846162,1.02158803,6.72707252,0.04804630,0.09263362,0.44349078,0.31445321,0.84479642,0.00000000
-5.38769385,8.07318893,1.01997027,6.77884827,0.04968388,0.09250569,0.44283681,0.31126780,0.83970774,0.00000000
-5.38169085,8.10859432,1.01719741,6.82290504,0.05126763,0.09231442,0.44191707,0.30740747,0.83347288,0.00000000
-5.37568784,8.13580359,1.01355438,6.85997750,0.05278510,0.09206855,0.44086593,0.30297533,0.82636181,0.00000000
-5.36968484,8.15609299,1.00935877,6.89090416,0.05422702,0.09177808,0.43983298,0.29808896,0.81867415,0.00000000
-5.36368184,8.17083944,1.00495383,6.91658708,0.05558786,0.09145427,0.43898052,0.29287763,0.81073211,0.00000000
-5.35767884,8.18147011,1.00070082,6.93795140,0.05686625,0.09110971,0.43848076,0.28747930,0.80287314,0.00000000
-5.35167584,8.18941316,0.99697068,6.95590664,0.05806525,0.09075826,0.43851263,0.28203773,0.79544245,0.00000000
-5.34567284,8.19605125,0.99413519,6.97131091,0.05919240,0.09041489,0.43925815,0.27669951,0.78878553,0.00000000
-5.33966983,8.20267913,0.99255777,6.98493958,0.06025961,0.09009551,0.44089853,0.27161124,0.78324072,0.00000000
-5.33366683,8.21046661,0.99258413,6.99745935,0.06128276,0.08981664,0.44360987,0.26691678,0.77913206,0.00000000
-5.32766383,8.22042751,0.99453287,7.00940847,0.06228117,0.08959502,0.44755861,0.26275450,0.77676218,0.00000000
-5.32166083,8.23339544,0.99868635,7.02118350,0.06327675,0.08944717,0.45289688,0.25925476,0.77640566,0.00000000
-5.31565783,8.25000625,1.00528195,7.03303277,0.06429311,0.08938881,0.45975774,0.25653740,0.77830262,0.00000000
-5.30965483,8.27068741,1.01450414,7.04505617,0.06535446,0.08943431,0.46825048,0.25470933,0.78265282,0.00000000
-5.30365183,8.29565363,1.02647740,7.05721076,0.06648442,0.08959611,0.47845630,0.25386226,0.78961020,0.00000000
-5.29764882,8.32490843,1.04126041,7.06932131,0.06770482,0.08988415,0.49042422,0.25407056,0.79927808,0.00000000
-5.29164582,8.35825071,1.05884167,7.08109486,0.06903451,0.09030529,0.50416776,0.25538926,0.81170512,0.00000000
-5.28564282,8.39528553,1.07913676,7.09213802,0.07048826,0.09086293,0.51966227,0.25785229,0.82688207,0.00000000
-5.27963982,8.43543837,1.10198743,7.10197597,0.07207578,0.09155654,0.53684327,0.26147097,0.84473964,0.00000000
-5.27363682,8.47797194,1.12716271,7.11007198,0.07380095,0.09238150,0.55560572,0.26623292,0.86514749,0.00000000
-5.26763382,8.52200493,1.15436199,7.11584655,0.07566124,0.09332893,0.57580460,0.27210127,0.88791455,0.00000000
-5.26163082,8.56653212,1.18322024,7.11869536,0.07764742,0.09438575,0.59725658,0.27901454,0.91279079,0.00000000
-5.25562781,8.61044564,1.21331525,7.11800544,0.07974361,0.09553483,0.61974295,0.28688693,0.93947057,0.00000000
-5.24962481,8.65255704,1.24417679,7.11316953,0.08192750,0.09675536,0.64301381,0.29560940,0.96759751,0.00000000
-5.24362181,8.69162035,1.27529750,7.10359837,0.08417095,0.09802330,0.66679325,0.30505131,0.99677110,0.00000000
-5.23761881,8.72635610,1.30614529,7.08873138,0.08644085,0.09931202,0.69078557,0.31506284,1.02655474,0.00000000
-5.23161581,8.75547664,1.33617688,7.06804600,0.08870019,0.10059300,0.71468226,0.32547802,1.05648528,0.00000000
-5.22561281,8.77771283,1.36485219,7.04106642,0.09090936,0.10183667,0.73816953,0.33611850,1.08608379,0.00000000
-5.21960980,8.79184227,1.39164899,7.00737213,0.09302752,0.10301325,0.76093616,0.34679774,1.11486727,0.00000000
-5.21360680,8.79671893,1.41607758,6.96660679,0.09501412,0.10409368,0.78268133,0.35732574,1.14236101,0.00000000
-5.20760380,8.79130389,1.43769470,6.91848801,0.09683042,0.10505055,0.80312227,0.36751398,1.16811116,0.00000000
-5.20160080,8.77469666,1.45611654,6.86281793,0.09844092,0.10585893,0.82200133,0.37718054,1.19169711,0.00000000
-5.19559780,8.74616617,1.47103002,6.79949471,0.09981470,0.10649720,0.83909222,0.38615505,1.21274318,0.00000000
-5.18959480,8.70518037,1.48220213,6.72852451,0.10092657,0.10694774,0.85420528,0.39428345,1.23092924,0.00000000
-5.18359180,8.65143300,1.48948683,6.65003334,0.10175802,0.10719752,0.86719149,0.40143215,1.24599966,0.00000000
-5.17758879,8.58486609,1.49282928,6.56427790,0.10229781,0.10723854,0.87794513,0.40749162,1.25777035,0.00000000
-5.17158579,8.50568667,1.49226712,6.47165441,0.10254240,0.10706803,0.88640493,0.41237909,1.26613347,0.00000000
-5.16558279,8.41437621,1.48792868,6.37270433,0.10249591,0.10668861,0.89255380,0.41604031,1.27105959,0.00000000
-5.15957979,8.31169153,1.48002826,6.26811595,0.10216990,0.10610811,0.89641705,0.41845024,1.27259720,0.00000000
-5.15357679,8.19865631,1.46885851,6.15872084,0.10158274,0.10533934,0.89805933,0.41961275,1.27086949,0.00000000
-5.14757379,8.07654266,1.45478024,6.04548450,0.10075881,0.10439957,0.89758035,0.41955921,1.26606867,0.00000000
-5.14157079,7.94684285,1.43821006,5.92949088,0.09972740,0.10331001,0.89510960,0.41834615,1.25844786,0.00000000
-5.13556778,7.81123172,1.41960628,5.81192069,0.09852147,0.10209502,0.89080043,0.41605207,1.24831111,0.00000000
-5.12956478,7.67152103,1.39945377,5.69402401,0.09717634,0.10078132,0.88482365,0.41277362,1.23600197,0.00000000
-5.12356178,7.52960728,1.37824825,5.57708792,0.09572822,0.09939715,0.87736104,0.40862134,1.22189098,0.00000000
-5.11755878,7.38741534,1.35648078,5.46240059,0.09421288,0.09797135,0.86859901,0.40371508,1.20636295,0.00000000
-5.11155578,7.24684013,1.33462302,5.35121301,0.09266437,0.09653254,0.85872274,0.39817956,1.18980438,0.00000000
-5.10555278,7.10968913,1.31311388,5.24470052,0.09111382,0.09510831,0.84791112,0.39214005,1.17259167,0.00000000
-5.09954977,6.97762837,1.29234808,5.14392565,0.08958853,0.09372451,0.83633252,0.38571853,1.15508077,0.00000000
-5.09354677,6.85213436,1.27266698,5.04980432,0.08811123,0.09240466,0.82414178,0.37903049,1.13759841,0.00000000
-5.08754377,6.73445426,1.25435208,4.96307715,0.08669955,0.09116950,0.81147833,0.37218239,1.12043561,0.00000000
-5.08154077,6.62557611,1.23762124,4.88428719,0.08536590,0.09003667,0.79846562,0.36526996,1.10384338,0.00000000
-5.07553777,6.52621034,1.22262773,4.81376546,0.08411742,0.08902055,0.78521169,0.35837742,1.08803079,0.00000000
-5.06953477,6.43678331,1.20946193,4.75162486,0.08295635,0.08813224,0.77181082,0.35157738,1.07316542,0.00000000
-5.06353177,6.35744282,1.19815550,4.69776287,0.08188047,0.08737963,0.75834612,0.34493164,1.05937588,0.00000000
-5.05752876,6.28807520,1.18868766,4.65187290,0.08088382,0.08676767,0.74489282,0.33849250,1.04675621,0.00000000
-5.05152576,6.22833264,1.18099317,4.61346369,0.07995750,0.08629864,0.73152195,0.33230463,1.03537168,0.00000000
-5.04552276,6.17766921,1.17497150,4.58188569,0.07909059,0.08597254,0.71830422,0.32640731,1.02526563,0.00000000
-5.03951976,6.13538365,1.17049672,4.55636332,0.07827105,0.08578752,0.70531377,0.32083674,1.01646684,0.00000000
-5.03351676,6.10066646,1.16742766,4.53603130,0.07748667,0.08574025,0.69263147,0.31562841,1.00899698,0.00000000
-5.02751376,6.07264904,1.16561767,4.51997349,0.07672590,0.08582644,0.68034763,0.31081929,1.00287756,0.00000000
-5.02151076,6.05045239,1.16492385,4.50726228,0.07597862,0.08604115,0.66856390,0.30644972,0.99813619,0.00000000
-5.01550775,6.03323312,1.16521509,4.49699693,0.07523674,0.08637922,0.65739405,0.30256486,0.99481163,0.00000000
-5.00950475,6.02022465,1.16637883,4.48833896,0.07449471,0.08683555,0.64696382,0.29921571,0.99295745,0.00000000
-5.00350175,6.01077192,1.16832626,4.48054326,0.07374974,0.08740534,0.63740957,0.29645952,0.99264409,0.00000000
-4.99749875,6.00435819,1.17099579,4.47298361,0.07300203,0.08808430,0.62887587,0.29435971,0.99395937,0.00000000
-4.99149575,6.00062298,1.17435492,4.46517157,0.07225464,0.08886880,0.62151217,0.29298520,0.99700732,0.00000000
-4.98549275,5.99937071,1.17840032,4.45676832,0.07151336,0.08975589,0.61546860,0.29240926,1.00190552,0.00000000
-4.97948974,6.00056993,1.18315639,4.44758890,0.07078635,0.09074335,0.61089114,0.29270792,1.00878107,0.00000000
-4.97348674,6.00434358,1.18867240,4.43759918,0.07008373,0.09182963,0.60791649,0.29395799,1.01776554,0.00000000
-4.96748374,6.01095103,1.19501845,4.42690574,0.06941710,0.09301380,0.60666669,0.29623476,1.02898894,0.00000000
-4.96148074,6.02076302,1.20228034,4.41573954,0.06879896,0.09429543,0.60724392,0.29960958,1.04257331,0.00000000
-4.95547774,6.03423095,1.21055385,4.40443423,0.06824216,0.09567443,0.60972566,0.30414719,1.05862591,0.00000000
-4.94947474,6.05185206,1.21993851,4.39340041,0.06775937,0.09715091,0.61416046,0.30990309,1.07723257,0.00000000
-4.94347174,6.07413238,1.23053111,4.38309704,0.06736256,0.09872496,0.62056449,0.31692093,1.09845135,0.00000000
-4.93746873,6.10154903,1.24241940,4.37400159,0.06706260,0.10039651,0.62891913,0.32523001,1.12230677,0.00000000
-4.93146573,6.13451395,1.25567604,4.36658023,0.06686887,0.10216509,0.63916959,0.33484291,1.14878485,0.00000000
-4.92546273,6.17334033,1.27035305,4.36125956,0.06678900,0.10402967,0.65122476,0.34575345,1.17782921,0.00000000
-4.91945973,6.21821360,1.28647708,4.35840110,0.06682874,0.10598844,0.66495820,0.35793492,1.20933821,0.00000000
-4.91345673,6.26916794,1.30404554,4.35827968,0.06699185,0.10803867,0.68021040,0.37133863,1.24316338,0.00000000
-4.90745373,6.32606937,1.32302374,4.36106649,0.06728014,0.11017653,0.69679199,0.38589300,1.27910914,0.00000000
-4.90145073,6.38860603,1.34334327,4.36681757,0.06769358,0.11239699,0.71448802,0.40150300,1.31693384,0.00000000
-4.89544772,6.45628592,1.36490140,4.37546789,0.06823044,0.11469372,0.73306297,0.41805026,1.35635207,0.00000000
-4.88944472,6.52844214,1.38756189,4.38683110,0.06888751,0.11705903,0.75226643,0.43539363,1.39703822,0.00000000
-4.88344172,6.60424506,1.41115686,4.40060484,0.06966035,0.11948388,0.77183910,0.45337049,1.43863131,0.00000000
-4.87743872,6.68272109,1.43548984,4.41638089,0.07054354,0.12195794,0.79151904,0.47179859,1.48074077,0.00000000
-4.87143572,6.76277686,1.46033984,4.43365965,0.07153089,0.12446965,0.81104782,0.49047864,1.52295334,0.00000000
-4.86543272,6.84322800,1.48546641,4.45186804,0.07261574,0.12700642,0.83017643,0.50919746,1.56484064,0.00000000
-4.85942971,6.92283112,1.51061537,4.47037981,0.07379108,0.12955483,0.84867072,0.52773187,1.60596756,0.00000000
-4.85342671,7.00031789,1.53552515,4.48853735,0.07504975,0.13210090,0.86631622,0.54585301,1.64590105,0.00000000
-4.84742371,7.07442987,1.55993347,4.50567391,0.07638454,0.13463037,0.88292220,0.56333122,1.68421921,0.00000000
-4.84142071,7.14395277,1.58358424,4.52113533,0.07778828,0.13712910,0.89832490,0.57994124,1.72052055,0.00000000
-4.83541771,7.20774908,1.60623423,4.53430036,0.07925383,0.13958340,0.91238974,0.59546766,1.75443299,0.00000000
-4.82941471,7.26478785,1.62765953,4.54459887,0.08077412,0.14198043,0.92501267,0.60971041,1.78562249,0.00000000
-4.82341171,7.31417083,1.64766126,4.55152738,0.08234210,0.14430852,0.93612053,0.62249009,1.81380107,0.00000000
-4.81740870,7.35515390,1.66607067,4.55466137,0.08395068,0.14655755,0.94567048,0.63365303,1.83873379,0.00000000
-4.81140570,7.38716343,1.68275297,4.55366410,0.08559266,0.14871918,0.95364861,0.64307573,1.86024463,0.00000000
-4.80540270,7.40980681,1.69761013,4.54829181,0.08726068,0.15078709,0.96006779,0.65066864,1.87822081,0.00000000
-4.79939970,7.42287710,1.71058220,4.53839538,0.08894715,0.15275700,0.96496484,0.65637904,1.89261553,0.00000000
-4.79339670,7.42635145,1.72164721,4.52391833,0.09064418,0.15462675,0.96839721,0.66019277,1.90344875,0.00000000
-4.78739370,7.42038365,1.73081963,4.50489175,0.09234351,0.15639610,0.97043922,0.66213488,1.91080608,0.00000000
-4.78139070,7.40529090,1.73814730,4.48142627,0.09403651,0.15806651,0.97117808,0.66226901,1.91483557,0.00000000
-4.77538769,7.38153553,1.74370711,4.45370160,0.09571412,0.15964076,0.97070973,0.66069552,1.91574253,0.00000000
-4.76938469,7.34970232,1.74759950,4.42195435,0.09736686,0.16112249,0.96913476,0.65754840,1.91378252,0.00000000
-4.76338169,7.31047238,1.74994213,4.38646445,0.09898484,0.16251568,0.96655448,0.65299107,1.90925265,0.00000000
-4.75737869,7.26459486,1.75086301,4.34754117,0.10055777,0.16382400,0.96306726,0.64721131,1.90248165,0.00000000
-4.75137569,7.21285766,1.75049348,4.30550919,0.10207498,0.16505030,0.95876536,0.64041532,1.89381893,0.00000000
-4.74537269,7.15605859,1.74896141,4.26069556,0.10352555,0.16619600,0.95373226,0.63282137,1.88362332,0.00000000
-4.73936968,7.09497835,1.74638514,4.21341821,0.10489835,0.16726064,0.94804067,0.62465318,1.87225178,0.00000000
-4.73336668,7.03035674,1.74286842,4.16397649,0.10618217,0.16824151,0.94175136,0.61613329,1.86004877,0.00000000
-4.72736368,6.96287330,1.73849681,4.11264443,0.10736592,0.16913349,0.93491261,0.60747685,1.84733668,0.00000000
-4.72136068,6.89313329,1.73333572,4.05966694,0.10843875,0.16992902,0.92756072,0.59888578,1.83440785,0.00000000
-4.71535768,6.82165987,1.72743026,4.00525918,0.10939038,0.17061829,0.91972114,0.59054394,1.82151848,0.00000000
-4.70935468,6.74889262,1.72080700,3.94960904,0.11021129,0.17118964,0.91141047,0.58261300,1.80888475,0.00000000
-4.70335168,6.67519251,1.71347744,3.89288266,0.11089307,0.17163013,0.90263915,0.57522956,1.79668131,0.00000000
-4.69734867,6.60085276,1.70544314,3.83523239,0.11142875,0.17192632,0.89341456,0.56850330,1.78504205,0.00000000
-4.69134567,6.52611465,1.69670200,3.77680665,0.11181313,0.17206512,0.88374467,0.56251629,1.77406312,0.00000000
-4.68534267,6.45118714,1.68725530,3.71776096,0.11204311,0.17203471,0.87364178,0.55732339,1.76380786,0.00000000
-4.67933967,6.37626880,1.67711508,3.65826918,0.11211803,0.17182547,0.86312615,0.55295358,1.75431332,0.00000000
-4.67333667,6.30157022,1.66631117,3.59853405,0.11203992,0.17143091,0.85222955,0.54941219,1.74559785,0.00000000
-4.66733367,6.22733529,1.65489748,3.53879615,0.11181375,0.17084839,0.84099820,0.54668376,1.73766921,0.00000000
-4.66133067,6.15385961,1.64295682,3.47934036,0.11144754,0.17007971,0.82949505,0.54473535,1.73053271,0.00000000
-4.65532766,6.08150453,1.63060410,3.42049916,0.11095239,0.16913145,0.81780132,0.54352017,1.72419880,0.00000000
-4.64932466,6.01070559,1.61798735,3.36265232,0.11034246,0.16801510,0.80601702,0.54298131,1.71868961,0.00000000
-4.64332166,5.94197460,1.60528658,3.30622268,0.10963474,0.16674685,0.79426046,0.54305529,1.71404401,0.00000000
