energy_ev,total_up,Ge_p_up,Ge_d_up,Pt_p_up,Pt_d_up,S_s_up,S_p_up
-6.00000000,6.27235903,1.39922652,0.00000000,2.67304241,4.64112417,0.00956652,0.27730904
-5.99399700,6.38798552,1.42433424,0.00000000,2.73150022,4.72282117,0.00976721,0.28499644
-5.98799400,6.48780474,1.44625067,0.00000000,2.78189269,4.79275061,0.00994750,0.29163505
-5.98199100,6.56932806,1.46432444,0.00000000,2.82296486,4.84922472,0.01010261,0.29708631
-5.97598799,6.63043584,1.47798085,0.00000000,2.85364808,4.89082560,0.01022840,0.30123726
-5.96998499,6.66943414,1.48673713,0.00000000,2.87308925,4.91644374,0.01032152,0.30400305
-5.96398199,6.68509850,1.49021475,0.00000000,2.88067393,4.92530704,0.01037946,0.30532870
-5.95797899,6.67670350,1.48814877,0.00000000,2.87604215,4.91699963,0.01040059,0.30518991
-5.95197599,6.64403717,1.48039367,0.00000000,2.85909663,4.89146969,0.01038417,0.30359287
-5.94597299,6.58739995,1.46692556,0.00000000,2.83000313,4.84902651,0.01033035,0.30057332
-5.93996998,6.50758847,1.44784075,0.00000000,2.78918288,4.79032664,0.01024009,0.29619465
-5.93396698,6.40586486,1.42335079,0.00000000,2.73729752,4.71635014,0.01011514,0.29054534
-5.92796398,6.28391296,1.39377419,0.00000000,2.67522727,4.62836760,0.00995790,0.28373573
-5.92196098,6.14378315,1.35952520,0.00000000,2.60404292,4.52789942,0.00977138,0.27589437
-5.91595798,5.98782786,1.32110019,0.00000000,2.52497309,4.41666874,0.00955903,0.26716402
-5.90995498,5.81863035,1.27906211,0.00000000,2.43936775,4.29654984,0.00932464,0.25769745
-5.90395198,5.63892918,1.23402367,0.00000000,2.34865949,4.16951377,0.00907221,0.24765333
-5.89794897,5.45154122,1.18663001,0.00000000,2.25432400,4.03757320,0.00880588,0.23719218
-5.89194597,5.25928587,1.13754130,0.00000000,2.15784112,3.90272834,0.00852973,0.22647260
-5.88594297,5.06491298,1.08741611,0.00000000,2.06065775,3.76691570,0.00824775,0.21564796
-5.87993997,4.87103685,1.03689595,0.00000000,1.96415407,3.63196132,0.00796370,0.20486342
-5.87393697,4.68007824,0.98659147,0.00000000,1.86961385,3.49953996,0.00768108,0.19425358
-5.86793397,4.49421607,0.93707082,0.00000000,1.77819988,3.37114122,0.00740301,0.18394065
-5.86193097,4.31534991,0.88885020,0.00000000,1.69093495,3.24804355,0.00713223,0.17403314
-5.85592796,4.14507389,0.84238692,0.00000000,1.60868885,3.13129662,0.00687105,0.16462514
-5.84992496,3.98466226,0.79807490,0.00000000,1.53217124,3.02171212,0.00662136,0.15579604
-5.84392196,3.83506623,0.75624249,0.00000000,1.46193036,2.91986283,0.00638460,0.14761066
-5.83791896,3.69692147,0.71715246,0.00000000,1.39835693,2.82608954,0.00616178,0.14011985
-5.83191596,3.57056494,0.68100382,0.00000000,1.34169274,2.74051487,0.00595356,0.13336123
-5.82591296,3.45605982,0.64793520,0.00000000,1.29204296,2.66306318,0.00576022,0.12736018
-5.81990995,3.35322677,0.61802941,0.00000000,1.24939127,2.59348515,0.00558174,0.12213097
-5.81390695,3.26167967,0.59131874,0.00000000,1.21361687,2.53138599,0.00541788,0.11767788
-5.80790395,3.18086418,0.56779072,0.00000000,1.18451221,2.47625565,0.00526818,0.11399632
-5.80190095,3.11009711,0.54739401,0.00000000,1.16180066,2.42749996,0.00513207,0.11107385
-5.79589795,3.04860510,0.53004409,0.00000000,1.14515318,2.38447123,0.00500889,0.10889110
-5.78989495,2.99556112,0.51562855,0.00000000,1.13420326,2.34649732,0.00489799,0.10742253
-5.78389195,2.95011757,0.50401199,0.00000000,1.12855968,2.31290816,0.00479871,0.10663707
-5.77788894,2.91143511,0.49504020,0.00000000,1.12781674,2.28305902,0.00471052,0.10649858
-5.77188594,2.87870676,0.48854386,0.00000000,1.13156183,2.25634999,0.00463298,0.10696619
-5.76588294,2.85117686,0.48434179,0.00000000,1.13938038,2.23224144,0.00456578,0.10799458
-5.75987994,2.82815520,0.48224371,0.00000000,1.15085858,2.21026536,0.00450882,0.10953415
-5.75387694,2.80902650,0.48205282,0.00000000,1.16558411,2.19003291,0.00446215,0.11153125
-5.74787394,2.79325591,0.48356840,0.00000000,1.18314560,2.17123827,0.00442603,0.11392837
-5.74187094,2.78039122,0.48658833,0.00000000,1.20313126,2.15365958,0.00440088,0.11666443
-5.73586793,2.77006264,0.49091199,0.00000000,1.22512739,2.13715731,0.00438733,0.11967519
-5.72986493,2.76198086,0.49634339,0.00000000,1.24871735,2.12167075,0.00438614,0.12289385
-5.72386193,2.75593428,0.50269475,0.00000000,1.27348146,2.10721323,0.00439820,0.12625167
-5.71785893,2.75178587,0.50979032,0.00000000,1.29899827,2.09386646,0.00442454,0.12967896
-5.71185593,2.74947017,0.51747058,0.00000000,1.32484748,2.08177453,0.00446623,0.13310606
-5.70585293,2.74899065,0.52559647,0.00000000,1.35061449,2.07113763,0.00452440,0.13646460
-5.69984992,2.75041727,0.53405355,0.00000000,1.37589660,2.06220582,0.00460019,0.13968880
-5.69384692,2.75388421,0.54275587,0.00000000,1.40031059,2.05527251,0.00469467,0.14271694
-5.68784392,2.75958718,0.55164914,0.00000000,1.42350125,2.05066772,0.00480886,0.14549274
-5.68184092,2.76777973,0.56071302,0.00000000,1.44515032,2.04875075,0.00494365,0.14796684
-5.67583792,2.77876813,0.56996222,0.00000000,1.46498539,2.04990181,0.00509975,0.15009812
-5.66983492,2.79290395,0.57944621,0.00000000,1.48278799,2.05451251,0.00527766,0.15185488
-5.66383192,2.81057403,0.58924728,0.00000000,1.49840032,2.06297478,0.00547764,0.15321584
-5.65782891,2.83218736,0.59947696,0.00000000,1.51173009,2.07566817,0.00569961,0.15417088
-5.65182591,2.85815886,0.61027075,0.00000000,1.52275306,2.09294551,0.00594318,0.15472143
-5.64582291,2.88889016,0.62178126,0.00000000,1.53151288,2.11511715,0.00620756,0.15488059
-5.63981991,2.92474795,0.63417005,0.00000000,1.53811821,2.14243434,0.00649155,0.15467283
-5.63381691,2.96604062,0.64759835,0.00000000,1.54273711,2.17507215,0.00679353,0.15413339
-5.62781391,3.01299430,0.66221726,0.00000000,1.54558885,2.21311301,0.00711141,0.15330729
-5.62181091,3.06572964,0.67815773,0.00000000,1.54693362,2.25653170,0.00744269,0.15224806
-5.61580790,3.12424065,0.69552099,0.00000000,1.54706063,2.30518282,0.00778442,0.15101614
-5.60980490,3.18837722,0.71436981,0.00000000,1.54627519,2.35879181,0.00813330,0.14967709
-5.60380190,3.25783253,0.73472127,0.00000000,1.54488541,2.41695039,0.00848567,0.14829964
-5.59779890,3.33213668,0.75654138,0.00000000,1.54318941,2.47911722,0.00883765,0.14695364
-5.59179590,3.41065744,0.77974199,0.00000000,1.54146348,2.54462433,0.00918518,0.14570803
-5.58579290,3.49260857,0.80418020,0.00000000,1.53995201,2.61268933,0.00952415,0.14462879
-5.57978989,3.57706589,0.82966049,0.00000000,1.53885954,2.68243345,0.00985054,0.14377715
-5.57378689,3.66299064,0.85593939,0.00000000,1.53834543,2.75290477,0.01016050,0.14320793
-5.56778389,3.74925932,0.88273272,0.00000000,1.53852123,2.82310573,0.01045055,0.14296813
-5.56178089,3.83469866,0.90972491,0.00000000,1.53945083,2.89202380,0.01071764,0.14309592
-5.55577789,3.91812407,0.93658008,0.00000000,1.54115326,2.95866378,0.01095932,0.14361986
-5.54977489,3.99837961,0.96295420,0.00000000,1.54360779,3.02208017,0.01117380,0.14455853
-5.54377189,4.07437738,0.98850781,0.00000000,1.54676087,3.08140791,0.01136006,0.14592050
-5.53776888,4.14513428,1.01291860,0.00000000,1.55053441,3.13588983,0.01151789,0.14770465
-5.53176588,4.20980397,1.03589315,0.00000000,1.55483467,3.18489945,0.01164793,0.14990067
-5.52576288,4.26770258,1.05717718,0.00000000,1.55956110,3.22795777,0.01175162,0.15248996
-5.51975988,4.31832648,1.07656386,0.00000000,1.56461460,3.26474329,0.01183117,0.15544656
-5.51375688,4.36136142,1.09389970,0.00000000,1.56990443,3.29509471,0.01188950,0.15873829
-5.50775388,4.39668258,1.10908761,0.00000000,1.57535337,3.31900632,0.01193009,0.16232786
-5.50175088,4.42434566,1.12208721,0.00000000,1.58090070,3.33661647,0.01195686,0.16617404
-5.49574787,4.44456964,1.13291222,0.00000000,1.58650295,3.34818981,0.01197403,0.17023271
-5.48974487,4.45771253,1.14162529,0.00000000,1.59213217,3.35409467,0.01198590,0.17445778
-5.48374187,4.46424155,1.14833043,0.00000000,1.59777206,3.35477666,0.01199674,0.17880202
-5.47773887,4.46469961,1.15316376,0.00000000,1.60341218,3.35073048,0.01201057,0.18321765
-5.47173587,4.45967024,1.15628289,0.00000000,1.60904075,3.34247132,0.01203101,0.18765687
-5.46573287,4.44974298,1.15785580,0.00000000,1.61463670,3.33050754,0.01206115,0.19207219
-5.45972986,4.43548130,1.15804979,0.00000000,1.62016151,3.31531634,0.01210346,0.19641665
-5.45372686,4.41739481,1.15702113,0.00000000,1.62555169,3.29732333,0.01215965,0.20064407
-5.44772386,4.39591727,1.15490605,0.00000000,1.63071254,3.27688737,0.01223069,0.20470915
-5.44172086,4.37139145,1.15181359,0.00000000,1.63551372,3.25429099,0.01231675,0.20856774
-5.43571786,4.34406153,1.14782063,0.00000000,1.63978735,3.22973683,0.01241728,0.21217712
-5.42971486,4.31407303,1.14296936,0.00000000,1.64332869,3.20334990,0.01253100,0.21549642
-5.42371186,4.28148000,1.13726733,0.00000000,1.64589983,3.17518515,0.01265606,0.21848712
-5.41770885,4.24625864,1.13068988,0.00000000,1.64723610,3.14523955,0.01279011,0.22111375
-5.41170585,4.20832616,1.12318479,0.00000000,1.64705509,3.11346779,0.01293043,0.22334466
-5.40570285,4.16756325,1.11467880,0.00000000,1.64506773,3.07980003,0.01307411,0.22515286
-5.39969985,4.12383871,1.10508542,0.00000000,1.64099075,3.04416080,0.01321814,0.22651685
-5.39369685,4.07703425,1.09431366,0.00000000,1.63455997,3.00648737,0.01335955,0.22742147
-5.38769385,4.02706780,1.08227683,0.00000000,1.62554327,2.96674671,0.01349555,0.22785855
-5.38169085,3.97391392,1.06890113,0.00000000,1.61375268,2.92494963,0.01362360,0.22782742
-5.37568784,3.91761971,1.05413323,0.00000000,1.59905468,2.88116161,0.01374150,0.22733509
-5.36968484,3.85831560,1.03794653,0.00000000,1.58137797,2.83550941,0.01384739,0.22639624
-5.36368184,3.79622019,1.02034574,0.00000000,1.56071828,2.78818356,0.01393982,0.22503273
-5.35767884,3.73163917,1.00136945,0.00000000,1.53713992,2.73943644,0.01401769,0.22327285
-5.35167584,3.66495853,0.98109074,0.00000000,1.51077384,2.68957652,0.01408024,0.22115022
-5.34567284,3.59663281,0.95961575,0.00000000,1.48181244,2.63895916,0.01412695,0.21870242
-5.33966983,3.52716933,0.93708056,0.00000000,1.45050148,2.58797496,0.01415752,0.21596935
-5.33366683,3.45710970,0.91364648,0.00000000,1.41712956,2.53703629,0.01417175,0.21299157
-5.32766383,3.38700993,0.88949431,0.00000000,1.38201600,2.48656331,0.01416951,0.20980854
-5.32166083,3.31742061,0.86481786,0.00000000,1.34549769,2.43697018,0.01415063,0.20645696
-5.31565783,3.24886844,0.83981730,0.00000000,1.30791601,2.38865239,0.01411488,0.20296933
-5.30965483,3.18184029,0.81469266,0.00000000,1.26960438,2.34197601,0.01406195,0.19937279
-5.30365183,3.11677061,0.78963797,0.00000000,1.23087726,2.29726931,0.01399142,0.19568831
-5.29764882,3.05403283,0.76483622,0.00000000,1.19202122,2.25481702,0.01390280,0.19193031
-5.29164582,2.99393478,0.74045548,0.00000000,1.15328835,2.21485733,0.01379559,0.18810672
-5.28564282,2.93671828,0.71664624,0.00000000,1.11489235,2.17758134,0.01366931,0.18421947
-5.27963982,2.88256212,0.69353991,0.00000000,1.07700732,2.14313478,0.01352359,0.18026538
-5.27363682,2.83158792,0.67124852,0.00000000,1.03976896,2.11162117,0.01335827,0.17623737
-5.26763382,2.78386792,0.64986531,0.00000000,1.00327803,2.08310611,0.01317349,0.17212599
-5.26163082,2.73943376,0.62946612,0.00000000,0.96760547,2.05762179,0.01296972,0.16792102
-5.25562781,2.69828524,0.61011123,0.00000000,0.93279874,2.03517130,0.01274790,0.16361320
-5.24962481,2.66039821,0.59184739,0.00000000,0.89888877,2.01573215,0.01250942,0.15919588
-5.24362181,2.62573102,0.57470986,0.00000000,0.86589703,1.99925863,0.01225619,0.15466652
-5.23761881,2.59422891,0.55872420,0.00000000,0.83384214,1.98568289,0.01199058,0.15002797
-5.23161581,2.56582634,0.54390764,0.00000000,0.80274564,1.97491472,0.01171541,0.14528951
-5.22561281,2.54044712,0.53027005,0.00000000,0.77263665,1.96684025,0.01143392,0.14046742
-5.21960980,2.51800293,0.51781435,0.00000000,0.74355516,1.96131993,0.01114960,0.13558535
-5.21360680,2.49839049,0.50653651,0.00000000,0.71555387,1.95818619,0.01086619,0.13067423
-5.20760380,2.48148816,0.49642517,0.00000000,0.68869876,1.95724143,0.01058750,0.12577179
-5.20160080,2.46715254,0.48746110,0.00000000,0.66306819,1.95825676,0.01031730,0.12092189
-5.19559780,2.45521583,0.47961651,0.00000000,0.63875106,1.96097206,0.01005923,0.11617345
-5.18959480,2.44548442,0.47285447,0.00000000,0.61584396,1.96509764,0.00981670,0.11157921
-5.18359180,2.43773914,0.46712856,0.00000000,0.59444771,1.97031776,0.00959275,0.10719425
-5.17758879,2.43173726,0.46238282,0.00000000,0.57466341,1.97629606,0.00939001,0.10307446
-5.17158579,2.42721642,0.45855208,0.00000000,0.55658825,1.98268269,0.00921064,0.09927484
-5.16558279,2.42390007,0.45556276,0.00000000,0.54031121,1.98912288,0.00905630,0.09584785
-5.15957979,2.42150410,0.45333401,0.00000000,0.52590884,1.99526654,0.00892809,0.09284166
-5.15357679,2.41974415,0.45177918,0.00000000,0.51344115,2.00077815,0.00882657,0.09029858
