energy_ev,total_up,N_s_up,N_p_up,Os_p_up,Os_d_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-5.64582291,1.73065759,0.01375650,0.30074586,0.87976174,0.27227828,0.00259755,0.88026278,0.60167600,0.15428755
-5.63981991,1.79610071,0.01460296,0.31082723,0.90782633,0.28379499,0.00262088,0.91543873,0.62185765,0.16030162
-5.63381691,1.86683213,0.01541267,0.32173927,0.93832361,0.29680918,0.00265634,0.95301676,0.64356308,0.16688124
-5.62781391,1.94293802,0.01617474,0.33348361,0.97131648,0.31142162,0.00270482,0.99298546,0.66676563,0.17404079
-5.62181091,2.02435879,0.01687890,0.34603235,1.00679067,0.32770757,0.00276669,1.03526547,0.69137390,0.18177924
-5.61580790,2.11088940,0.01751569,0.35932807,1.04465605,0.34571448,0.00284179,1.07971184,0.71723182,0.19007981
-5.60980490,2.20218513,0.01807679,0.37328525,1.08475103,0.36546031,0.00292939,1.12611895,0.74412136,0.19891027
-5.60380190,2.29777225,0.01855513,0.38779259,1.12684979,0.38693265,0.00302821,1.17422769,0.77176755,0.20822359
-5.59779890,2.39706273,0.01894514,0.40271642,1.17067177,0.41008849,0.00313647,1.22373454,0.79984584,0.21795922
-5.59179590,2.49937202,0.01924279,0.41790483,1.21589288,0.43485455,0.00325188,1.27430169,0.82799125,0.22804453
-5.58579290,2.60393875,0.01944566,0.43319244,1.26215758,0.46112807,0.00337180,1.32556784,0.85580918,0.23839662
-5.57978989,2.70994529,0.01955297,0.44840546,1.30909131,0.48877798,0.00349323,1.37715883,0.88288714,0.24892433
-5.57378689,2.81653804,0.01956555,0.46336685,1.35631234,0.51764630,0.00361298,1.42869765,0.90880732,0.25953024
-5.56778389,2.92284647,0.01948568,0.47790148,1.40344251,0.54754978,0.00372777,1.47981312,0.93315914,0.27011280
-5.56178089,3.02800013,0.01931704,0.49184080,1.45011626,0.57828163,0.00383430,1.53014693,0.95555155,0.28056823
-5.55577789,3.13114293,0.01906451,0.50502717,1.49598750,0.60961341,0.00392942,1.57935878,0.97562457,0.29079247
-5.54977489,3.23144451,0.01873400,0.51731736,1.54073408,0.64129704,0.00401024,1.62712921,0.99305963,0.30068282
-5.54377189,3.32810845,0.01833229,0.52858549,1.58405973,0.67306696,0.00407420,1.67316053,1.00758847,0.31013945
-5.53776888,3.42037756,0.01786680,0.53872495,1.62569363,0.70464256,0.00411918,1.71717568,1.01900021,0.31906673
-5.53176588,3.50753664,0.01734546,0.54764966,1.66538777,0.73573088,0.00414362,1.75891556,1.02714655,0.32737435
-5.52576288,3.58891328,0.01677651,0.55529442,1.70291266,0.76602979,0.00414651,1.79813519,1.03194489,0.33497825
-5.51975988,3.66387746,0.01616836,0.56161458,1.73805178,0.79523157,0.00412750,1.83459929,1.03337940,0.34180151
-5.51375688,3.73184076,0.01552949,0.56658510,1.77059562,0.82302714,0.00408688,1.86807784,1.03150010,0.34777505
-5.50775388,3.79225593,0.01486833,0.57019909,1.80033575,0.84911082,0.00402558,1.89834230,1.02642016,0.35283833
-5.50175088,3.84461765,0.01419316,0.57246603,1.82705976,0.87318573,0.00394519,1.92516288,1.01831139,0.35694001
-5.49574787,3.88846498,0.01351208,0.57340973,1.85054766,0.89496972,0.00384786,1.94830759,1.00739845,0.36003862
-5.48974487,3.92338596,0.01283296,0.57306637,1.87057013,0.91420174,0.00373628,1.96754314,0.99395185,0.36210319
-5.48374187,3.94902456,0.01216338,0.57148241,1.88688912,0.93064851,0.00361361,1.98263809,0.97828001,0.36311395
-5.47773887,3.96508963,0.01151056,0.56871281,1.89926083,0.94411112,0.00348335,1.99336810,0.96072085,0.36306298
-5.47173587,3.97136580,0.01088141,0.56481942,1.90744115,0.95443150,0.00334931,1.99952317,0.94163292,0.36195478
-5.46573287,3.96772537,0.01028238,0.55986965,1.91119332,0.96149833,0.00321545,2.00091647,0.92138655,0.35980680
-5.45972986,3.95414043,0.00971948,0.55393537,1.91029727,0.96525195,0.00308578,1.99739425,0.90035503,0.35664978
-5.45372686,3.93069429,0.00919816,0.54709214,1.90456026,0.96568819,0.00296431,1.98884616,0.87890616,0.35252784
-5.44772386,3.89759087,0.00872329,0.53941854,1.89382807,0.96286059,0.00285487,1.97521519,0.85739424,0.34749838
-5.44172086,3.85516123,0.00829900,0.53099560,1.87799581,0.95688084,0.00276107,1.95650662,0.83615265,0.34163156
-5.43571786,3.80386606,0.00792868,0.52190640,1.85701793,0.94791730,0.00268616,1.93279505,0.81548703,0.33500944
-5.42971486,3.74429342,0.00761479,0.51223540,1.83091631,0.93619135,0.00263299,1.90422910,0.79566926,0.32772470
-5.42371186,3.67715116,0.00735886,0.50206787,1.79978612,0.92197174,0.00260389,1.87103302,0.77693225,0.31987893
-5.41770885,3.60325393,0.00716137,0.49148895,1.76379881,0.90556701,0.00260065,1.83350514,0.75946553,0.31158055
-5.41170585,3.52350475,0.00702167,0.48058263,1.72320191,0.88731610,0.00262441,1.79201290,0.74341181,0.30294239
-5.40570285,3.43887194,0.00693801,0.46943044,1.67831569,0.86757766,0.00267570,1.74698457,0.72886447,0.29407891
-5.39969985,3.35036212,0.00690746,0.45811001,1.62952660,0.84671841,0.00275431,1.69889811,0.71586619,0.28510331
-5.39369685,3.25899050,0.00692597,0.44669344,1.57727795,0.82510108,0.00285938,1.64826755,0.70440855,0.27612452
-5.38769385,3.16575012,0.00698842,0.43524570,1.52205831,0.80307238,0.00298934,1.59562766,0.69443291,0.26724428
-5.38169085,3.07158130,0.00708871,0.42382307,1.46438811,0.78095179,0.00314195,1.54151774,0.68583251,0.25855435
-5.37568784,2.97734326,0.00721988,0.41247170,1.40480537,0.75902150,0.00331433,1.48646541,0.67845569,0.25013412
-5.36968484,2.88378932,0.00737431,0.40122658,1.34385118,0.73751809,0.00350304,1.43097114,0.67211056,0.24204860
-5.36368184,2.79154706,0.00754385,0.39011078,1.28205572,0.71662638,0.00370412,1.37549458,0.66657066,0.23434703
-5.35767884,2.70110470,0.00772008,0.37913534,1.21992555,0.69647566,0.00391321,1.32044320,0.66158188,0.22706211
-5.35167584,2.61280440,0.00789449,0.36829950,1.15793268,0.67713866,0.00412562,1.26616390,0.65687030,0.22020998
-5.34567284,2.52684287,0.00805877,0.35759173,1.09650596,0.65863303,0.00433648,1.21293799,0.65215081,0.21379086
-5.33966983,2.44327929,0.00820501,0.34699115,1.03602494,0.64092552,0.00454084,1.16097963,0.64713627,0.20779049
-5.33366683,2.36205010,0.00832590,0.33646960,0.97681650,0.62393838,0.00473382,1.11043769,0.64154696,0.20218215
-5.32766383,2.28298972,0.00841499,0.32599406,0.91915397,0.60755776,0.00491077,1.06140085,0.63511995,0.19692934
-5.32166083,2.20585609,0.00846681,0.31552940,0.86325873,0.59164364,0.00506734,1.01390543,0.62761806,0.19198884
-5.31565783,2.13035951,0.00847703,0.30504138,0.80930384,0.57604072,0.00519967,0.96794544,0.61883822,0.18731408
-5.30965483,2.05619319,0.00844255,0.29449960,0.75741931,0.56058968,0.00530449,0.92348404,0.60861860,0.18285868
-5.30365183,1.98306376,0.00836160,0.28388032,0.70769847,0.54513835,0.00537918,0.88046584,0.59684460,0.17857990
-5.29764882,1.91072012,0.00823366,0.27316902,0.66020496,0.52955210,0.00542193,0.83882909,0.58345311,0.17444189
-5.29164582,1.83897896,0.00805954,0.26236246,0.61497986,0.51372300,0.00543173,0.79851715,0.56843518,0.17041855
-5.28564282,1.76774584,0.00784120,0.25147025,0.57204843,0.49757738,0.00540842,0.75948867,0.55183666,0.16649580
-5.27963982,1.69703042,0.00758174,0.24051567,0.53142609,0.48108134,0.00535270,0.72172568,0.53375710,0.16267323
-5.27363682,1.62695551,0.00728516,0.22953588,0.49312337,0.46424413,0.00526613,0.68523950,0.51434669,0.15896494
-5.26763382,1.55775923,0.00695627,0.21858135,0.45714961,0.44711919,0.00515100,0.65007404,0.49380158,0.15539959
-5.26163082,1.48979053,0.00660045,0.20771459,0.42351527,0.42980300,0.00501035,0.61630641,0.47235759,0.15201957
-5.25562781,1.42349827,0.00622349,0.19700824,0.39223287,0.41243167,0.00484780,0.58404504,0.45028277,0.14887941
-5.24962481,1.35941465,0.00583140,0.18654266,0.36331668,0.39517575,0.00466748,0.55342537,0.42786892,0.14604340
-5.24362181,1.29813383,0.00543021,0.17640303,0.33678128,0.37823342,0.00447388,0.52460351,0.40542258,0.14358263
-5.23761881,1.24028704,0.00502579,0.16667620,0.31263918,0.36182246,0.00427171,0.49774837,0.38325572,0.14157143
-5.23161581,1.18651537,0.00462370,0.15744741,0.29089784,0.34617146,0.00406578,0.47303258,0.36167658,0.14008360
-5.22561281,1.13744175,0.00422911,0.14879703,0.27155628,0.33151071,0.00386087,0.45062295,0.34098100,0.13918841
-5.21960980,1.09364334,0.00384663,0.14079748,0.25460164,0.31806313,0.00366156,0.43067082,0.32144443,0.13894664
-5.21360680,1.05562580,0.00348026,0.13351048,0.24000584,0.30603585,0.00347219,0.41330299,0.30331505,0.13940684
-5.20760380,1.02380057,0.00313338,0.12698469,0.22772275,0.29561254,0.00329666,0.39861359,0.28680813,0.14060206
-5.20160080,0.99846618,0.00280868,0.12125396,0.21768587,0.28694702,0.00313846,0.38665729,0.27210174,0.14254706
-5.19559780,0.97979431,0.00250819,0.11633609,0.20980684,0.28015834,0.00300052,0.37744426,0.25933396,0.14523629
-5.18959480,0.96782125,0.00223334,0.11223236,0.20397479,0.27532745,0.00288521,0.37093705,0.24860158,0.14864268
-5.18359180,0.96244496,0.00198494,0.10892751,0.20005662,0.27249559,0.00279431,0.36704949,0.23996023,0.15271724
-5.17758879,0.96342772,0.00176331,0.10639056,0.19789824,0.27166440,0.00272901,0.36564760,0.23342583,0.15738967
-5.17158579,0.97040413,0.00156830,0.10457601,0.19732659,0.27279766,0.00268990,0.36655255,0.22897718,0.16256980
-5.16558279,0.98289391,0.00139938,0.10342562,0.19815261,0.27582449,0.00267704,0.36954528,0.22655953,0.16814986
-5.15957979,1.00031886,0.00125575,0.10287060,0.20017471,0.28064389,0.00268999,0.37437273,0.22608887,0.17400752
-5.15357679,1.02202294,0.00113636,0.10283396,0.20318289,0.28713010,0.00272782,0.38075516,0.22745661,0.18000948
-5.14757379,1.04729457,0.00104000,0.10323319,0.20696308,0.29513880,0.00278923,0.38839437,0.23053448,0.18601563
-5.14157079,1.07538991,0.00096538,0.10398279,0.21130171,0.30451345,0.00287256,0.39698218,0.23517940,0.19188330
-5.13556778,1.10555612,0.00091117,0.10499690,0.21599021,0.31509171,0.00297586,0.40620906,0.24123796,0.19747175
-5.12956478,1.13705344,0.00087601,0.10619161,0.22082924,0.32671131,0.00309698,0.41577226,0.24855041,0.20264645
-5.12356178,1.16917500,0.00085859,0.10748703,0.22563258,0.33921534,0.00323357,0.42538316,0.25695406,0.20728309
-5.11755878,1.20126370,0.00085762,0.10880904,0.23023040,0.35245635,0.00338318,0.43477371,0.26628575,0.21127112
-5.11155578,1.23272530,0.00087187,0.11009063,0.23447194,0.36629937,0.00354324,0.44370143,0.27638361,0.21451670
-5.10555278,1.26303736,0.00090014,0.11127277,0.23822739,0.38062336,0.00371116,0.45195306,0.28708798,0.21694487
-5.09954977,1.29175386,0.00094126,0.11230493,0.24138897,0.39532133,0.00388432,0.45934672,0.29824153,0.21850106
-5.09354677,1.31850546,0.00099409,0.11314513,0.24387132,0.41029897,0.00406007,0.46573255,0.30968882,0.21915159
-5.08754377,1.34299583,0.00105747,0.11375970,0.24561101,0.42547196,0.00423580,0.47099204,0.32127536,0.21888359
-5.08154077,1.36499445,0.00113018,0.11412270,0.24656547,0.44076217,0.00440890,0.47503619,0.33284652,0.21770397
-5.07553777,1.38432682,0.00121099,0.11421513,0.24671134,0.45609309,0.00457679,0.47780263,0.34424631,0.21563788
-5.06953477,1.40086271,0.00129855,0.11402401,0.24604236,0.47138471,0.00473696,0.47925226,0.35531649,0.21272649
-5.06353177,1.41450372,0.00139145,0.11354142,0.24456703,0.48654848,0.00488691,0.47936538,0.36589606,0.20902452
-5.05752876,1.42517088,0.00148817,0.11276352,0.24230607,0.50148250,0.00502426,0.47813789,0.37582142,0.20459733
-5.05152576,1.43279350,0.00158707,0.11168971,0.23928994,0.51606756,0.00514669,0.47557772,0.38492730,0.19951809
-5.04552276,1.43729986,0.00168645,0.11032188,0.23555652,0.53016438,0.00525201,0.47170174,0.39304854,0.19386487
-5.03951976,1.43861080,0.00178452,0.10866389,0.23114902,0.54361222,0.00533819,0.46653339,0.40002278,0.18771797
-5.03351676,1.43663631,0.00187944,0.10672126,0.22611427,0.55622935,0.00540339,0.46010110,0.40569397,0.18115755
-5.02751376,1.43127567,0.00196936,0.10450100,0.22050136,0.56781527,0.00544600,0.45243764,0.40991659,0.17426161
-5.02151076,1.42242100,0.00205248,0.10201172,0.21436078,0.57815483,0.00546471,0.44358022,0.41256039,0.16710442
-5.01550775,1.40996394,0.00212705,0.09926379,0.20774390,0.58702412,0.00545850,0.43357148,0.41351541,0.15975544
-5.00950475,1.39380507,0.00219146,0.09626970,0.20070284,0.59419786,0.00542676,0.42246092,0.41269703,0.15227861
-5.00350175,1.37386529,0.00224428,0.09304445,0.19329066,0.59945796,0.00536926,0.41030688,0.41005066,0.14473217
-4.99749875,1.35009836,0.00228431,0.08960588,0.18556169,0.60260289,0.00528620,0.39717859,0.40555590,0.13716875
-4.99149575,1.32250364,0.00231060,0.08597507,0.17757209,0.60345721,0.00517825,0.38315819,0.39922981,0.12963577
-4.98549275,1.29113817,0.00232252,0.08217650,0.16938029,0.60188095,0.00504652,0.36834244,0.39112903,0.12217609
-4.97948974,1.25612706,0.00231976,0.07823820,0.16104747,0.59777803,0.00489259,0.35284389,0.38135065,0.11482872
-4.97348674,1.21767147,0.00230236,0.07419160,0.15263781,0.59110349,0.00471845,0.33679142,0.37003164,0.10762957
-4.96748374,1.17605348,0.00227072,0.07007130,0.14421851,0.58186891,0.00452650,0.32032991,0.35734682,0.10061221
-4.96148074,1.13163744,0.00222556,0.06591462,0.13585962,0.57014575,0.00431948,0.30361909,0.34350540,0.09380843
-4.95547774,1.08486742,0.00216793,0.06176096,0.12763348,0.55606632,0.00410041,0.28683149,0.32874617,0.08724874
-4.94947474,1.03626091,0.00209918,0.05765102,0.11961389,0.53982237,0.00387252,0.27014955,0.31333160,0.08096264
-4.94347174,0.98639884,0.00202090,0.05362595,0.11187507,0.52166115,0.00363920,0.25376203,0.29754091,0.07497866
-4.93746873,0.93591234,0.00193488,0.04972635,0.10449031,0.50187929,0.00340388,0.23785982,0.28166255,0.06932428
-4.93146573,0.88546692,0.00184306,0.04599130,0.09753046,0.48081458,0.00316998,0.22263138,0.26598623,0.06402559
-4.92546273,0.83574456,0.00174748,0.04245739,0.09106230,0.45883621,0.00294083,0.20825787,0.25079492,0.05910689
-4.91945973,0.78742473,0.00165020,0.03915780,0.08514691,0.43633369,0.00271960,0.19490841,0.23635698,0.05459008
-4.91345673,0.74116505,0.00155327,0.03612148,0.07983799,0.41370514,0.00250926,0.18273532,0.22291879,0.05049412
-4.90745373,0.69758242,0.00145866,0.03337241,0.07518034,0.39134542,0.00231249,0.17186994,0.21069813,0.04683431
-4.90145073,0.65723547,0.00136822,0.03092913,0.07120843,0.36963450,0.00213171,0.16241881,0.19987836,0.04362175
-4.89544772,0.62060898,0.00128365,0.02880427,0.06794527,0.34892677,0.00196899,0.15446057,0.19060383,0.04086278
-4.88944472,0.58810093,0.00120646,0.02700436,0.06540147,0.32954149,0.00182611,0.14804369,0.18297630,0.03855853
-4.88344172,0.56001254,0.00113795,0.02552983,0.06357471,0.31175491,0.00170454,0.14318493,0.17705280,0.03670468
-4.87743872,0.53654179,0.00107921,0.02437508,0.06244943,0.29579419,0.00160544,0.13986881,0.17284470,0.03529126
-4.87143572,0.51778042,0.00103113,0.02352877,0.06199695,0.28183343,0.00152972,0.13804793,0.17031810,0.03430273
-4.86543272,0.50371457,0.00099436,0.02297431,0.06217596,0.26999172,0.00147807,0.13764425,0.16939548,0.03371817
-4.85942971,0.49422884,0.00096937,0.02269032,0.06293337,0.26033329,0.00145099,0.13855117,0.16995861,0.03351169
-4.85342671,0.48911358,0.00095645,0.02265138,0.06420544,0.25286962,0.00144884,0.14063650,0.17185249,0.03365293
-4.84742371,0.48807507,0.00095573,0.02282873,0.06591933,0.24756324,0.00147189,0.14374608,0.17489030,0.03410780
-4.84142071,0.49074798,0.00096723,0.02319110,0.06799487,0.24433305,0.00152035,0.14770807,0.17885919,0.03483928
-4.83541771,0.49670970,0.00099085,0.02370553,0.07034657,0.24306071,0.00159438,0.15233766,0.18352677,0.03580826
-4.82941471,0.50549587,0.00102640,0.02433830,0.07288581,0.24359780,0.00169416,0.15744221,0.18864802,0.03697457
-4.82341171,0.51661641,0.00107364,0.02505571,0.07552315,0.24577348,0.00181984,0.16282647,0.19397251,0.03829787
-4.81740870,0.52957150,0.00113230,0.02582497,0.07817065,0.24940199,0.00197159,0.16829787,0.19925168,0.03973862
-4.81140570,0.54386677,0.00120204,0.02661492,0.08074411,0.25428995,0.00214952,0.17367161,0.20424596,0.04125894
-4.80540270,0.55902719,0.00128252,0.02739675,0.08316528,0.26024293,0.00235372,0.17877539,0.20873149,0.04282336
-4.79939970,0.57460907,0.00137334,0.02814456,0.08536369,0.26707111,0.00258413,0.18345370,0.21250624,0.04439952
-4.79339670,0.59020986,0.00147406,0.02883588,0.08727840,0.27459387,0.00284056,0.18757137,0.21539532,0.04595856
-4.78739370,0.60547533,0.00158417,0.02945199,0.08885925,0.28264302,0.00312255,0.19101637,0.21725535,0.04747547
-4.78139070,0.62010414,0.00170309,0.02997815,0.09006777,0.29106491,0.00342936,0.19370178,0.21797765,0.04892922
-4.77538769,0.63384961,0.00183011,0.03040369,0.09087775,0.29972116,0.00375986,0.19556676,0.21749029,0.05030266
-4.76938469,0.64651901,0.00196439,0.03072192,0.09127522,0.30848840,0.00411245,0.19657666,0.21575882,0.05158231
-4.76338169,0.65797056,0.00210493,0.03093000,0.09125821,0.31725696,0.00448507,0.19672221,0.21278581,0.05275800
-4.75737869,0.66810849,0.00225055,0.03102864,0.09083594,0.32592900,0.00487505,0.19601787,0.20860911,0.05382235
-4.75137569,0.67687687,0.00239987,0.03102174,0.09002786,0.33441616,0.00527919,0.19449952,0.20329914,0.05477023
-4.74537269,0.68425252,0.00255132,0.03091592,0.08886224,0.34263715,0.00569371,0.19222155,0.19695515,0.05559817
-4.73936968,0.69023773,0.00270310,0.03072009,0.08737470,0.35051552,0.00611427,0.18925354,0.18970076,0.05630377
-4.73336668,0.69485336,0.00285325,0.03044495,0.08560661,0.35797789,0.00653609,0.18567683,0.18167901,0.05688522
-4.72736368,0.69813273,0.00299965,0.03010249,0.08360337,0.36495290,0.00695399,0.18158092,0.17304701,0.05734085
-4.72136068,0.70011675,0.00314007,0.02970557,0.08141284,0.37137091,0.00736254,0.17706012,0.16397066,0.05766883
-4.71535768,0.70085065,0.00327217,0.02926752,0.07908385,0.37716466,0.00775618,0.17221038,0.15461932,0.05786707
-4.70935468,0.70038222,0.00339366,0.02880182,0.07666486,0.38227077,0.00812944,0.16712660,0.14516097,0.05793318
-4.70335168,0.69876174,0.00350228,0.02832180,0.07420284,0.38663203,0.00847707,0.16190035,0.13575775,0.05786462
-4.69734867,0.69604331,0.00359589,0.02784047,0.07174239,0.39020022,0.00879426,0.15661810,0.12656210,0.05765901
-4.69134567,0.69228724,0.00367259,0.02737035,0.06932504,0.39293932,0.00907680,0.15136000,0.11771366,0.05731451
-4.68534267,0.68756314,0.00373074,0.02692340,0.06698880,0.39482869,0.00932124,0.14619903,0.10933679,0.05683024
-4.67933967,0.68195310,0.00376902,0.02651092,0.06476784,0.39586596,0.00952506,0.14120066,0.10153879,0.05620675
-4.67333667,0.67555457,0.00378654,0.02614349,0.06269240,0.39606926,0.00968673,0.13642273,0.09440883,0.05544649
-4.66733367,0.66848230,0.00378282,0.02583095,0.06078865,0.39547857,0.00980580,0.13191558,0.08801747,0.05455413
-4.66133067,0.66086902,0.00375784,0.02558223,0.05907871,0.39415585,0.00988291,0.12772220,0.08241658,0.05353684
-4.65532766,0.65286443,0.00371203,0.02540529,0.05758068,0.39218391,0.00991974,0.12387853,0.07763978,0.05240440
-4.64932466,0.64463238,0.00364630,0.02530695,0.05630850,0.38966382,0.00991896,0.12041350,0.07370314,0.05116918
-4.64332166,0.63634618,0.00356197,0.02529265,0.05527198,0.38671107,0.00988406,0.11734911,0.07060609,0.04984585
