energy_ev,total_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,S_s_up,S_p_up,Y_p_up,Y_d_up
-5.75987994,1.92278476,1.05544113,1.12476763,0.00115565,0.02074920,0.00304476,0.87165551,0.07009960,0.09023291
-5.75387694,1.96503756,1.08034742,1.15417435,0.00117108,0.02102524,0.00303236,0.88760074,0.07096934,0.09161217
-5.74787394,2.00211338,1.10192086,1.18135646,0.00117823,0.02123536,0.00300180,0.90064824,0.07154195,0.09267904
-5.74187094,2.03369856,1.11992847,1.20600299,0.00117695,0.02138240,0.00295304,0.91075484,0.07181765,0.09344003
-5.73586793,2.05957370,1.13419222,1.22783020,0.00116724,0.02147065,0.00288653,0.91793991,0.07180526,0.09390923
-5.72986493,2.07961193,1.14459067,1.24658641,0.00114931,0.02150558,0.00280316,0.92228023,0.07152146,0.09410733
-5.72386193,2.09377501,1.15105947,1.26205641,0.00112354,0.02149354,0.00270425,0.92390329,0.07098974,0.09406029
-5.71785893,2.10210735,1.15359056,1.27406522,0.00109047,0.02144142,0.00259143,0.92297915,0.07023924,0.09379796
-5.71185593,2.10472835,1.15223024,1.28248108,0.00105078,0.02135627,0.00246663,0.91971145,0.06930340,0.09335255
-5.70585293,2.10182342,1.14707619,1.28721764,0.00100526,0.02124500,0.00233196,0.91432784,0.06821859,0.09275707
-5.69984992,2.09363413,1.13827360,1.28823516,0.00095481,0.02111400,0.00218965,0.90707036,0.06702273,0.09204386
-5.69384692,2.08044779,1.12601036,1.28554077,0.00090038,0.02096890,0.00204200,0.89818602,0.06575391,0.09124317
-5.68784392,2.06258705,1.11051179,1.27918772,0.00084296,0.02081425,0.00189126,0.88791820,0.06444907,0.09038197
-5.68184092,2.04039974,1.09203470,1.26927364,0.00078353,0.02065345,0.00173963,0.87649897,0.06314294,0.08948296
-5.67583792,2.01424938,1.07086123,1.25593788,0.00072306,0.02048851,0.00158915,0.86414267,0.06186699,0.08856387
-5.66983492,1.98450652,1.04729248,1.23935798,0.00066247,0.02032013,0.00144169,0.85104097,0.06064864,0.08763703
-5.66383192,1.95154120,1.02164202,1.21974532,0.00060259,0.02014765,0.00129888,0.83735941,0.05951072,0.08670924
-5.65782891,1.91571650,0.99422964,1.19734020,0.00054420,0.01996921,0.00116214,0.82323548,0.05847103,0.08578193
-5.65182591,1.87738333,0.96537514,1.17240631,0.00048793,0.01978186,0.00103260,0.80877805,0.05754220,0.08485157
-5.64582291,1.83687626,0.93539260,1.14522488,0.00043434,0.01958184,0.00091114,0.79406816,0.05673167,0.08391033
-5.63981991,1.79451052,0.90458497,1.11608862,0.00038386,0.01936480,0.00079841,0.77916081,0.05604186,0.08294690
-5.63381691,1.75057980,0.87323923,1.08529561,0.00033681,0.01912608,0.00069477,0.76408762,0.05547044,0.08194742
-5.62781391,1.70535491,0.84162214,1.05314337,0.00029340,0.01886101,0.00060039,0.74886001,0.05501076,0.08089647
-5.62181091,1.65908303,0.80997661,1.01992314,0.00025376,0.01856520,0.00051523,0.73347276,0.05465232,0.07977812
-5.61580790,1.61198753,0.77851891,0.98591480,0.00021790,0.01823478,0.00043908,0.71790760,0.05438128,0.07857685
-5.60980490,1.56426816,0.74743655,0.95138228,0.00018576,0.01786663,0.00037159,0.70213670,0.05418103,0.07727842
-5.60380190,1.51610169,0.71688705,0.91656990,0.00015724,0.01745858,0.00031230,0.68612597,0.05403276,0.07587063
-5.59779890,1.46764291,0.68699755,0.88169948,0.00013214,0.01700953,0.00026067,0.66983793,0.05391601,0.07434384
-5.59179590,1.41902599,0.65786531,0.84696865,0.00011026,0.01651952,0.00021609,0.65323420,0.05380921,0.07269144
-5.58579290,1.37036642,0.62955901,0.81255012,0.00009135,0.01598976,0.00017793,0.63627762,0.05369029,0.07091003
-5.57978989,1.32176332,0.60212098,0.77859218,0.00007516,0.01542260,0.00014555,0.61893397,0.05353710,0.06899947
-5.57378689,1.27330257,0.57557015,0.74522036,0.00006141,0.01482149,0.00011832,0.60117337,0.05332804,0.06696288
-5.56778389,1.22506043,0.54990571,0.71254019,0.00004985,0.01419078,0.00009563,0.58297150,0.05304244,0.06480633
-5.56178089,1.17710798,0.52511143,0.68064103,0.00004020,0.01353566,0.00007693,0.56431062,0.05266114,0.06253862
-5.55577789,1.12951619,0.50116035,0.64960082,0.00003224,0.01286198,0.00006168,0.54518053,0.05216691,0.06017088
-5.54977489,1.08236157,0.47801994,0.61949160,0.00002572,0.01217604,0.00004942,0.52557949,0.05154490,0.05771619
-5.54377189,1.03573232,0.45565722,0.59038554,0.00002046,0.01148450,0.00003973,0.50551507,0.05078306,0.05518918
-5.53776888,0.98973467,0.43404398,0.56236133,0.00001625,0.01079414,0.00003226,0.48500505,0.04987249,0.05260565
-5.53176588,0.94449918,0.41316167,0.53551060,0.00001294,0.01011181,0.00002670,0.46407817,0.04880777,0.04998221
-5.52576288,0.90018676,0.39300583,0.50994401,0.00001038,0.00944425,0.00002283,0.44277480,0.04758716,0.04733598
-5.51975988,0.85699396,0.37358991,0.48579686,0.00000846,0.00879803,0.00002046,0.42114736,0.04621281,0.04468434
-5.51375688,0.81515719,0.35494824,0.46323380,0.00000708,0.00817954,0.00001945,0.39926048,0.04469072,0.04204472
-5.50775388,0.77495567,0.33713804,0.44245238,0.00000615,0.00759488,0.00001973,0.37719080,0.04303074,0.03943447
-5.50175088,0.73671260,0.32024033,0.42368524,0.00000561,0.00704992,0.00002127,0.35502627,0.04124637,0.03687065
-5.49574787,0.70079446,0.30435969,0.40720066,0.00000540,0.00655028,0.00002408,0.33286510,0.03935447,0.03437004
-5.48974487,0.66760813,0.28962286,0.39330129,0.00000549,0.00610139,0.00002823,0.31081413,0.03737484,0.03194898
-5.48374187,0.63759590,0.27617608,0.38232105,0.00000586,0.00570850,0.00003381,0.28898683,0.03532976,0.02962329
-5.47773887,0.61122816,0.26418143,0.37462000,0.00000648,0.00537673,0.00004096,0.26750084,0.03324338,0.02740826
-5.47173587,0.58899406,0.25381204,0.37057736,0.00000735,0.00511113,0.00004985,0.24647532,0.03114113,0.02531848
-5.46573287,0.57139013,0.24524658,0.37058268,0.00000848,0.00491664,0.00006071,0.22602802,0.02904901,0.02336780
-5.45972986,0.55890740,0.23866293,0.37502536,0.00000986,0.00479820,0.00007376,0.20627238,0.02699298,0.02156918
-5.45372686,0.55201712,0.23423154,0.38428282,0.00001153,0.00476064,0.00008927,0.18731474,0.02499826,0.01993461
-5.44772386,0.55115578,0.23210845,0.39870763,0.00001350,0.00480872,0.00010753,0.16925166,0.02308878,0.01847496
-5.44172086,0.55670979,0.23242841,0.41861408,0.00001581,0.00494706,0.00012885,0.15216783,0.02128661,0.01719987
-5.43571786,0.56900049,0.23529831,0.44426454,0.00001850,0.00518008,0.00015356,0.13613420,0.01961156,0.01611763
-5.42971486,0.58827011,0.24079116,0.47585637,0.00002162,0.00551190,0.00018201,0.12120686,0.01808080,0.01523507
-5.42371186,0.61466926,0.24894089,0.51350986,0.00002523,0.00594625,0.00021455,0.10742643,0.01670863,0.01455751
-5.41770885,0.64824666,0.25973829,0.55725780,0.00002941,0.00648635,0.00025153,0.09481800,0.01550639,0.01408867
-5.41170585,0.68894175,0.27312821,0.60703742,0.00003425,0.00713479,0.00029331,0.08339182,0.01448239,0.01383064
-5.40570285,0.73658055,0.28900823,0.66268521,0.00003985,0.00789344,0.00034025,0.07314437,0.01364206,0.01378392
-5.39969985,0.79087552,0.30722908,0.72393523,0.00004635,0.00876332,0.00039271,0.06406004,0.01298809,0.01394743
-5.39369685,0.85142954,0.32759665,0.79042120,0.00005388,0.00974451,0.00045103,0.05611307,0.01252071,0.01431861
-5.38769385,0.91774427,0.34987590,0.86168294,0.00006262,0.01083607,0.00051554,0.04926987,0.01223801,0.01489351
-5.38169085,0.98923301,0.37379643,0.93717691,0.00007274,0.01203602,0.00058659,0.04349147,0.01213632,0.01566695
-5.37568784,1.06523768,0.39905967,1.01629104,0.00008447,0.01334131,0.00066447,0.03873599,0.01221065,0.01663269
-5.36968484,1.14504962,0.42534752,1.09836343,0.00009803,0.01474781,0.00074948,0.03496113,0.01245504,0.01778363
-5.36368184,1.22793362,0.45233218,1.18270434,0.00011367,0.01625043,0.00084191,0.03212643,0.01286306,0.01911202
-5.35767884,1.31315411,0.47968675,1.26862062,0.00013165,0.01784311,0.00094202,0.03019537,0.01342816,0.02060971
-5.35167584,1.40000268,0.50709634,1.35544174,0.00015225,0.01951906,0.00105005,0.02913713,0.01414407,0.02226834
-5.34567284,1.48782560,0.53426916,1.44254607,0.00017574,0.02127081,0.00116622,0.02892795,0.01500512,0.02407965
-5.33966983,1.57605005,0.56094717,1.52938610,0.00020239,0.02309047,0.00129070,0.02955217,0.01600651,0.02603565
-5.33366683,1.66420770,0.58691590,1.61551143,0.00023248,0.02496992,0.00142365,0.03100276,0.01714452,0.02812883
-5.32766383,1.75195447,0.61201291,1.70058805,0.00026622,0.02690103,0.00156516,0.03328147,0.01841668,0.03035238
-5.32166083,1.83908517,0.63613467,1.78441276,0.00030383,0.02887592,0.00171529,0.03639850,0.01982182,0.03270036
-5.31565783,1.92554224,0.65924146,1.86692185,0.00034546,0.03088721,0.00187400,0.04037185,0.02136010,0.03516778
-5.30965483,2.01141785,0.68136015,1.94819317,0.00039122,0.03292829,0.00204119,0.04522619,0.02303293,0.03775075
-5.30365183,2.09694912,0.70258487,2.02844153,0.00044114,0.03499356,0.00221668,0.05099150,0.02484286,0.04044648
-5.29764882,2.18250658,0.72307548,2.10800722,0.00049520,0.03707869,0.00240018,0.05770133,0.02679343,0.04325336
-5.29164582,2.26857632,0.74305408,2.18733824,0.00055328,0.03918083,0.00259128,0.06539098,0.02888891,0.04617090
-5.28564282,2.35573673,0.76279982,2.26696723,0.00061521,0.04129886,0.00278946,0.07409543,0.03113412,0.04919969
-5.27963982,2.44463102,0.78264230,2.34748404,0.00068071,0.04343350,0.00299409,0.08384725,0.03353415,0.05234133
-5.27363682,2.53593706,0.80295394,2.42950578,0.00074946,0.04558753,0.00320441,0.09467454,0.03609407,0.05559827
-5.26763382,2.63033596,0.82414171,2.51364568,0.00082106,0.04776582,0.00341954,0.10659891,0.03881874,0.05897371
-5.26163082,2.72848132,0.84663859,2.60048278,0.00089505,0.04997540,0.00363851,0.11963363,0.04171255,0.06247142
-5.25562781,2.83097047,0.87089500,2.69053398,0.00097096,0.05222540,0.00386023,0.13378200,0.04477923,0.06609551
-5.24962481,2.93831931,0.89737046,2.78422996,0.00104829,0.05452694,0.00408357,0.14903592,0.04802168,0.06985025
-5.24362181,3.05094163,0.92652547,2.88189616,0.00112654,0.05689296,0.00430731,0.16537481,0.05144181,0.07373975
-5.23761881,3.16913376,0.95881372,2.98373963,0.00120523,0.05933785,0.00453023,0.18276479,0.05504048,0.07776773
-5.23161581,3.29306475,0.99467435,3.08984204,0.00128394,0.06187707,0.00475108,0.20115816,0.05881732,0.08193713
-5.22561281,3.42277190,1.03452404,3.20015879,0.00136230,0.06452659,0.00496865,0.22049315,0.06277071,0.08624978
-5.21960980,3.55816103,1.07874873,3.31452342,0.00144001,0.06730228,0.00518175,0.24069395,0.06689761,0.09070591
-5.21360680,3.69901050,1.12769441,3.43265667,0.00151686,0.07021905,0.00538927,0.26167091,0.07119345,0.09530371
-5.20760380,3.84497784,1.18165699,3.55417835,0.00159272,0.07329011,0.00559015,0.28332091,0.07565193,0.10003879
-5.20160080,3.99560743,1.24087073,3.67862101,0.00166755,0.07652592,0.00578342,0.30552787,0.08026480,0.10490364
-5.19559780,4.15033810,1.30549538,3.80544342,0.00174137,0.07993329,0.00596819,0.32816329,0.08502156,0.10988700
-5.18959480,4.30850923,1.37560203,3.93404262,0.00181427,0.08351431,0.00614363,0.35108683,0.08990907,0.11497330
-5.18359180,4.46936449,1.45115808,4.06376312,0.00188638,0.08726543,0.00630899,0.37414699,0.09491122,0.12014210
-5.17758879,4.63205270,1.53201174,4.19390251,0.00195781,0.09117658,0.00646356,0.39718170,0.10000838,0.12536755
-5.17158579,4.79562562,1.61787707,4.32371288,0.00202866,0.09523042,0.00660663,0.42001910,0.10517706,0.13061804
-5.16558279,4.95903324,1.70832027,4.45239824,0.00209899,0.09940180,0.00673755,0.44247830,0.11038942,0.13585589
-5.15957979,5.12111737,1.80274852,4.57910852,0.00216873,0.10365746,0.00685559,0.46437045,0.11561297,0.14103728
-5.15357679,5.28060491,1.90040246,4.70293112,0.00223773,0.10795605,0.00696004,0.48549990,0.12081031,0.14611243
-5.14757379,5.43610249,2.00035350,4.82288165,0.00230569,0.11224845,0.00705012,0.50566585,0.12593907,0.15102599
-5.14157079,5.58609440,2.10150696,4.93789553,0.00237214,0.11647848,0.00712502,0.52466426,0.13095208,0.15571773
-5.13556778,5.72894558,2.20261192,5.04682235,0.00243645,0.12058393,0.00718389,0.54229035,0.13579771,0.16012357
-5.12956478,5.86291144,2.30227836,5.14842491,0.00249783,0.12449803,0.00722586,0.55834153,0.14042058,0.16417688
-5.12356178,5.98615598,2.39900163,5.24138452,0.00255535,0.12815115,0.00725007,0.57262082,0.14476251,0.16781004
-5.11755878,6.09677903,2.49119418,5.32431389,0.00260792,0.13147288,0.00725569,0.58494085,0.14876377,0.17095634
-5.11155578,6.19285286,2.57722376,5.39577839,0.00265440,0.13439424,0.00724200,0.59512816,0.15236457,0.17355198
-5.10555278,6.27246784,2.65545699,5.45432584,0.00269356,0.13685010,0.00720844,0.60302779,0.15550687,0.17553823
-5.09954977,6.33378603,2.72430676,5.49852438,0.00272418,0.13878161,0.00715462,0.60850806,0.15813631,0.17686365
-5.09354677,6.37510078,2.78228174,5.52700723,0.00274508,0.14013854,0.00708046,0.61146520,0.16020426,0.17748625
-5.08754377,6.39490000,2.82803575,5.53852268,0.00275517,0.14088154,0.00698617,0.61182772,0.16166993,0.17737548
-5.08154077,6.39193020,2.86041499,5.53198690,0.00275353,0.14098402,0.00687237,0.60956023,0.16250240,0.17651400
-5.07553777,6.36525811,2.87850080,5.50653711,0.00273942,0.14043382,0.00674008,0.60466659,0.16268251,0.17489911
-5.06953477,6.31432653,2.88164596,5.46158211,0.00271234,0.13923427,0.00659080,0.59719205,0.16220449,0.17254375
-5.06353177,6.23900135,2.86950290,5.39684730,0.00267206,0.13740492,0.00642651,0.58722429,0.16107730,0.16947704
-5.05752876,6.13960667,2.84204208,5.31241159,0.00261864,0.13498164,0.00624965,0.57489323,0.15932549,0.16574428
-5.05152576,6.01694593,2.79955994,5.20873360,0.00255243,0.13201616,0.00606317,0.56036952,0.15698966,0.16140643
-5.04552276,5.87230710,2.74267572,5.08666546,0.00247408,0.12857511,0.00587042,0.54386179,0.15412636,0.15653903
-5.03951976,5.70745104,2.67231723,4.94745277,0.00238452,0.12473855,0.00567517,0.52561252,0.15080751,0.15123065
-5.03351676,5.52458297,2.58969632,4.79272022,0.00228494,0.12059801,0.00548152,0.50589288,0.14711923,0.14558087
-5.02751376,5.32630775,2.49627481,4.62444295,0.00217673,0.11625413,0.00529379,0.48499659,0.14316022,0.13969785
-5.02151076,5.11557029,2.39372265,4.44490446,0.00206146,0.11181408,0.00511646,0.46323300,0.13903966,0.13369574
-5.01550775,4.89558347,2.28386974,4.25664269,0.00194084,0.10738871,0.00495407,0.44091975,0.13487472,0.12769172
-5.00950475,4.66974617,2.16865373,4.06238610,0.00181663,0.10308966,0.00481107,0.41837519,0.13078773,0.12180313
-5.00350175,4.44155467,2.05006558,3.86498254,0.00169063,0.09902639,0.00469175,0.39591084,0.12690318,0.11614454
-4.99749875,4.21451059,1.93009515,3.66732339,0.00156460,0.09530346,0.00460007,0.37382419,0.12334456,0.11082496
-4.99149575,3.99202911,1.81067862,3.47226616,0.00144022,0.09201788,0.00453960,0.35239211,0.12023112,0.10594529
-4.98549275,3.77735051,1.69364977,3.28255829,0.00131905,0.08925682,0.00451338,0.33186500,0.11767483,0.10159609
-4.97948974,3.57345830,1.58069623,3.10076514,0.00120250,0.08709560,0.00452380,0.31246185,0.11577739,0.09785564
-4.97348674,3.38300660,1.47332237,2.92920446,0.00109180,0.08559620,0.00457259,0.29436641,0.11462751,0.09478854
-4.96748374,3.20825888,1.37281929,2.76988976,0.00098795,0.08480598,0.00466065,0.27772451,0.11429864,0.09244457
-4.96148074,3.05104002,1.28024270,2.62448409,0.00089177,0.08475709,0.00478811,0.26264245,0.11484688,0.09085817
-4.95547774,2.91270250,1.19639877,2.49426573,0.00080384,0.08546607,0.00495419,0.24918658,0.11630958,0.09004818
-4.94947474,2.79410757,1.12183792,2.38010633,0.00072453,0.08693403,0.00515729,0.23738402,0.11870418,0.09001812
-4.94347174,2.69562130,1.05685611,2.28246207,0.00065400,0.08914715,0.00539496,0.22722423,0.12202778,0.09075671
-4.93746873,2.61712501,1.00150321,2.20137743,0.00059224,0.09207745,0.00566392,0.21866166,0.12625700,0.09223883
-4.93146573,2.55803935,0.95559749,2.13650119,0.00053903,0.09568396,0.00596020,0.21161897,0.13134854,0.09442658
-4.92546273,2.51736054,0.91874566,2.08711362,0.00049403,0.09991396,0.00627915,0.20599106,0.13724008,0.09727065
-4.91945973,2.49370733,0.89036723,2.05216371,0.00045676,0.10470454,0.00661557,0.20164950,0.14385168,0.10071176
-4.91345673,2.48537688,0.86972246,2.03031486,0.00042665,0.10998409,0.00696388,0.19844731,0.15108760,0.10468224
-4.90745373,2.49040747,0.85594279,2.01999734,0.00040302,0.11567398,0.00731820,0.19622399,0.15883849,0.10910753
-4.90145073,2.50664601,0.84806279,2.01946584,0.00038518,0.12169018,0.00767254,0.19481068,0.16698383,0.11390780
-4.89544772,2.53181826,0.84505278,2.02685994,0.00037238,0.12794478,0.00802094,0.19403516,0.17539466,0.11899938
-4.88944472,2.56359948,0.84585119,2.04026575,0.00036387,0.13434762,0.00835764,0.19372680,0.18393647,0.12429627
-4.88344172,2.59968363,0.84939575,2.05777672,0.00035889,0.14080764,0.00867725,0.19372114,0.19247222,0.12971145
-4.87743872,2.63784887,0.85465296,2.07755168,0.00035673,0.14723432,0.00897489,0.19386417,0.20086531,0.13515820
-4.87143572,2.67601777,0.86064498,2.09786836,0.00035672,0.15353897,0.00924630,0.19401602,0.20898269,0.14055130
-4.86543272,2.71231043,0.86647337,2.11717088,0.00035823,0.15963593,0.00948806,0.19405411,0.21669767,0.14580817
-4.85942971,2.74508909,0.87133932,2.13410955,0.00036069,0.16544384,0.00969759,0.19387568,0.22389273,0.15085002
-4.85342671,2.77299321,0.87455973,2.14757213,0.00036362,0.17088677,0.00987329,0.19339949,0.23046200,0.15560289
-4.84742371,2.79496398,0.87557905,2.15670547,0.00036661,0.17589538,0.01001463,0.19256687,0.23631352,0.15999874
-4.84142071,2.81025793,0.87397662,2.16092705,0.00036931,0.18040809,0.01012210,0.19134192,0.24137111,0.16397651
-4.83541771,2.81844943,0.86946951,2.15992634,0.00037150,0.18437219,0.01019729,0.18971091,0.24557593,0.16748306
-4.82941471,2.81942230,0.86191090,2.15365612,0.00037299,0.18774491,0.01024283,0.18768099,0.24888749,0.17047421
-4.82341171,2.81335114,0.85128427,2.14231430,0.00037370,0.19049446,0.01026232,0.18527820,0.25128433,0.17291562
-4.81740870,2.80067336,0.83769379,2.12631731,0.00037363,0.19260093,0.01026028,0.18254480,0.25276414,0.17478352
-4.81140570,2.78205311,0.82135137,2.10626626,0.00037283,0.19405695,0.01024200,0.17953624,0.25334339,0.17606539
-4.80540270,2.75833873,0.80256089,2.08290737,0.00037142,0.19486821,0.01021341,0.17631767,0.25305649,0.17676033
-4.79939970,2.73051550,0.78170036,2.05708857,0.00036957,0.19505362,0.01018092,0.17296025,0.25195446,0.17687919
-4.79339670,2.69965547,0.75920280,2.02971401,0.00036750,0.19464510,0.01015119,0.16953743,0.25010309,0.17644445
-4.78739370,2.66686659,0.73553633,2.00169857,0.00036544,0.19368701,0.01013097,0.16612134,0.24758078,0.17548965
-4.78139070,2.63324287,0.71118457,1.97392407,0.00036367,0.19223509,0.01012686,0.16277936,0.24447597,0.17405859
-4.77538769,2.59981768,0.68662772,1.94719925,0.00036244,0.19035502,0.01014505,0.15957114,0.24088433,0.17220404
-4.76938469,2.56752179,0.66232525,1.92222476,0.00036202,0.18812055,0.01019115,0.15654611,0.23690569,0.16998619
-4.76338169,2.53714770,0.63870051,1.89956470,0.00036266,0.18561121,0.01026994,0.15374155,0.23264104,0.16747080
-4.75737869,2.50932137,0.61612788,1.87962559,0.00036456,0.18290986,0.01038516,0.15118133,0.22818942,0.16472709
-4.75137569,2.48448245,0.59492272,1.86264324,0.00036791,0.18009995,0.01053938,0.14887537,0.22364499,0.16182553
-4.74537269,2.46287316,0.57533426,1.84867802,0.00037284,0.17726280,0.01073381,0.14681969,0.21909446,0.15883553
-4.73936968,2.44453636,0.55754153,1.83761806,0.00037945,0.17447497,0.01096825,0.14499720,0.21461472,0.15582330
-4.73336668,2.42932222,0.54165230,1.82919015,0.00038776,0.17180586,0.01124101,0.14337901,0.21027110,0.15284980
-4.72736368,2.41690317,0.52770478,1.82297729,0.00039776,0.16931568,0.01154894,0.14192619,0.20611604,0.14996908
-4.72136068,2.40679614,0.51567182,1.81844207,0.00040939,0.16705393,0.01188750,0.14059204,0.20218846,0.14722692
-4.71535768,2.39839092,0.50546731,1.81495440,0.00042254,0.16505843,0.01225088,0.13932446,0.19851368,0.14466000
-4.70935468,2.39098343,0.49695432,1.81182239,0.00043708,0.16335513,0.01263219,0.13806860,0.19510401,0.14229560
-4.70335168,2.38381223,0.48995450,1.80832489,0.00045283,0.16195842,0.01302372,0.13676944,0.19195990,0.14015174
-4.69734867,2.37609689,0.48425847,1.80374430,0.00046963,0.16087222,0.01341719,0.13537430,0.18907169,0.13823795
-4.69134567,2.36707645,0.47963645,1.79739832,0.00048728,0.16009164,0.01380412,0.13383517,0.18642170,0.13655644
-4.68534267,2.35604654,0.47584900,1.78866941,0.00050561,0.15960510,0.01417612,0.13211068,0.18398673,0.13510365
-4.67933967,2.34239369,0.47265731,1.77703102,0.00052447,0.15939679,0.01452529,0.13016783,0.18174072,0.13387210
-4.67333667,2.32562543,0.46983268,1.76206964,0.00054375,0.15944932,0.01484453,0.12798319,0.17965748,0.13285240
-4.66733367,2.30539527,0.46716500,1.74350210,0.00056337,0.15974637,0.01512788,0.12554377,0.17771329,0.13203525
-4.66133067,2.28152140,0.46446991,1.72118765,0.00058330,0.16027508,0.01537074,0.12284740,0.17588928,0.13141326
-4.65532766,2.25399868,0.46159446,1.69513471,0.00060358,0.16102819,0.01557016,0.11990271,0.17417344,0.13098262
-4.64932466,2.22300352,0.45842116,1.66550220,0.00062427,0.16200547,0.01572490,0.11672870,0.17256208,0.13074428
-4.64332166,2.18889142,0.45487044,1.63259562,0.00064551,0.16321461,0.01583555,0.11335398,0.17106083,0.13070465
