energy_ev,total_up,C_s_up,C_p_up,Ir_p_up,Ir_d_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up
-6.00000000,2.85235753,0.06269108,0.28717102,0.75493649,0.94728192,1.31972140,0.00000000,0.89722817,0.40409468
-5.99399700,2.77033914,0.06432974,0.27993122,0.73216386,0.90710816,1.27957013,0.00000000,0.86479399,0.39720469
-5.98799400,2.69063611,0.06572497,0.27321472,0.70979274,0.86921954,1.24023764,0.00000000,0.83314837,0.38987556
-5.98199100,2.61414085,0.06684391,0.26713160,0.68797894,0.83407821,1.20214985,0.00000000,0.80265991,0.38220900
-5.97598799,2.54163551,0.06765860,0.26176495,0.66684626,0.80207828,1.16569056,0.00000000,0.77365625,0.37431413
-5.96998499,2.47379471,0.06814684,0.25717116,0.64649122,0.77354399,1.13120343,0.00000000,0.74642437,0.36630678
-5.96398199,2.41119187,0.06829297,0.25338105,0.62698898,0.74873004,1.09899517,0.00000000,0.72121210,0.35830847
-5.95797899,2.35430775,0.06808839,0.25040191,0.60839973,0.72782399,1.06933919,0.00000000,0.69823027,0.35044489
-5.95197599,2.30354017,0.06753189,0.24822025,0.59077505,0.71094998,1.04247933,0.00000000,0.67765528,0.34284401
-5.94597299,2.25921372,0.06662973,0.24680493,0.57416389,0.69817356,1.01863299,0.00000000,0.65963150,0.33563371
-5.93996998,2.22158839,0.06539549,0.24611069,0.55861753,0.68950714,0.99799326,0.00000000,0.64427345,0.32893906
-5.93396698,2.19086627,0.06384964,0.24608165,0.54419334,0.68491553,0.98072984,0.00000000,0.63166726,0.32287922
-5.92796398,2.16719591,0.06201895,0.24665490,0.53095700,0.68432140,0.96698838,0.00000000,0.62187150,0.31756410
-5.92196098,2.15067386,0.05993564,0.24776367,0.51898314,0.68761027,0.95688841,0.00000000,0.61491715,0.31309104
-5.91595798,2.14134354,0.05763644,0.24934031,0.50835430,0.69463489,0.95051999,0.00000000,0.61080694,0.30954138
-5.90995498,2.13919167,0.05516143,0.25131877,0.49915855,0.70521889,0.94793915,0.00000000,0.60951411,0.30697740
-5.90395198,2.14414287,0.05255288,0.25363653,0.49148567,0.71915974,0.94916278,0.00000000,0.61098080,0.30543958
-5.89794897,2.15605305,0.04985404,0.25623614,0.48542253,0.73623108,0.95416329,0.00000000,0.61511649,0.30494437
-5.89194597,2.17470252,0.04710787,0.25906616,0.48104778,0.75618457,0.96286347,0.00000000,0.62179658,0.30548276
-5.88594297,2.19978974,0.04435598,0.26208168,0.47842640,0.77875135,0.97513232,0.00000000,0.63086165,0.30701954
