energy_ev,total_up,C_s_up,C_p_up,Na_s_up,Te_p_up,Te_d_up,W_p_up,W_d_up
-6.00000000,1.32054131,0.01829049,0.34822158,0.02756203,0.34992013,0.00000000,0.86164674,0.59048283
-5.99399700,1.22229215,0.01954764,0.30608800,0.02810378,0.34038016,0.00000000,0.82123164,0.53141968
-5.98799400,1.14396805,0.02087370,0.26985648,0.02918769,0.33549657,0.00000000,0.79334854,0.48145535
-5.98199100,1.08500059,0.02225098,0.23942992,0.03082847,0.33510179,0.00000000,0.77759074,0.44036663
-5.97598799,1.04476515,0.02366228,0.21467145,0.03304474,0.33903944,0.00000000,0.77354440,0.40787622
-5.96998499,1.02263019,0.02509158,0.19541750,0.03585901,0.34717734,0.00000000,0.78081730,0.38367593
-5.96398199,1.01800011,0.02652460,0.18148907,0.03929752,0.35941870,0.00000000,0.79906243,0.36744761
-5.95797899,1.03034985,0.02794945,0.17270093,0.04338977,0.37571114,0.00000000,0.82799516,0.35888068
-5.95197599,1.05925013,0.02935710,0.16886840,0.04816773,0.39605300,0.00000000,0.86740317,0.35768620
-5.94597299,1.10438218,0.03074180,0.16981151,0.05366477,0.42049656,0.00000000,0.91714859,0.36360663
-5.93996998,1.16554168,0.03210136,0.17535664,0.05991430,0.44914795,0.00000000,0.97716204,0.37642148
-5.93396698,1.24263179,0.03343732,0.18533569,0.06694815,0.48216355,0.00000000,1.04742872,0.39594870
-5.92796398,1.33564579,0.03475487,0.19958314,0.07479480,0.51974289,0.00000000,1.12796719,0.42204204
-5.92196098,1.44464028,0.03606269,0.21793116,0.08347737,0.56211813,0.00000000,1.21880147,0.45458483
-5.91595798,1.56970006,0.03737251,0.24020348,0.09301169,0.60954040,0.00000000,1.31992810,0.49348056
-5.90995498,1.71089668,0.03869865,0.26620828,0.10340430,0.66226343,0.00000000,1.43127938,0.53864097
-5.90395198,1.86824236,0.04005724,0.29573084,0.11465058,0.72052504,0.00000000,1.55268511,0.58997236
-5.89794897,2.04164170,0.04146548,0.32852637,0.12673318,0.78452708,0.00000000,1.68383453,0.64736073
-5.89194597,2.23084341,0.04294072,0.36431359,0.13962065,0.85441478,0.00000000,1.82424102,0.71065667
-5.88594297,2.43539466,0.04449949,0.40276966,0.15326650,0.93025617,0.00000000,1.97321160,0.77966064
-5.87993997,2.65460015,0.04615659,0.44352672,0.16760871,1.01202272,0.00000000,2.12982339,0.85410948
-5.87393697,2.88748831,0.04792417,0.48617050,0.18256967,1.09957187,0.00000000,2.29290888,0.93366452
-5.86793397,3.13278642,0.04981089,0.53024123,0.19805660,1.19263257,0.00000000,2.46105153,1.01790224
-5.86193097,3.38890632,0.05182124,0.57523693,0.21396248,1.29079443,0.00000000,2.63259268,1.10630756
-5.85592796,3.65394174,0.05395495,0.62061905,0.23016738,1.39350137,0.00000000,2.80565029,1.19827030
-5.84992496,3.92567798,0.05620665,0.66582040,0.24654015,1.50005013,0.00000000,2.97814943,1.29308497
-5.84392196,4.20161420,0.05856570,0.71025506,0.26294049,1.60959412,0.00000000,3.14786366,1.38995402
-5.83791896,4.47899775,0.06101618,0.75332990,0.27922115,1.72115280,0.00000000,3.31246604,1.48799445
-5.83191596,4.75486988,0.06353718,0.79445732,0.29523034,1.83362635,0.00000000,3.46958788,1.58624777
-5.82591296,5.02612150,0.06610321,0.83306861,0.31081422,1.94581568,0.00000000,3.61688286,1.68369306
-5.81990995,5.28955728,0.06868484,0.86862751,0.32581932,2.05644696,0.00000000,3.75209381,1.77926275
-5.81390695,5.54196598,0.07124946,0.90064330,0.34009503,2.16420022,0.00000000,3.87311944,1.87186098
-5.80790395,5.78019508,0.07376219,0.92868293,0.35349588,2.26774116,0.00000000,3.97807789,1.96038393
-5.80190095,6.00122699,0.07618689,0.95238178,0.36588388,2.36575498,0.00000000,4.06536456,2.04374171
-5.79589795,6.20225457,0.07848720,0.97145262,0.37713066,2.45698135,0.00000000,4.13370162,2.12088142
-5.78989495,6.38075361,0.08062762,0.98569235,0.38711961,2.54024920,0.00000000,4.18217718,2.19081071
-5.78389195,6.53454976,0.08257458,0.99498649,0.39574796,2.61451017,0.00000000,4.21027247,2.25262126
-5.77788894,6.66187806,0.08429740,0.99931123,0.40292882,2.67886953,0.00000000,4.21787626,2.30551175
-5.77188594,6.76143285,0.08576922,0.99873301,0.40859329,2.73261339,0.00000000,4.20528584,2.34880940
-5.76588294,6.83240671,0.08696783,0.99340575,0.41269242,2.77523129,0.00000000,4.17319522,2.38198972
-5.75987994,6.87451699,0.08787624,0.98356597,0.41519928,2.80643322,0.00000000,4.12267098,2.40469358
-5.75387694,6.88801907,0.08848323,0.96952593,0.41611078,2.82616038,0.00000000,4.05511739,2.41674107
-5.74787394,6.87370564,0.08878366,0.95166515,0.41544941,2.83458924,0.00000000,3.97223239,2.41814160
-5.74187094,6.83289202,0.08877856,0.93042065,0.41326465,2.83212864,0.00000000,3.87595644,2.40909949
-5.73586793,6.76738761,0.08847508,0.90627613,0.40963388,2.81940990,0.00000000,3.76841655,2.39001494
-5.72986493,6.67945421,0.08788627,0.87975055,0.40466285,2.79727028,0.00000000,3.65186754,2.36147976
-5.72386193,6.57175218,0.08703064,0.85138636,0.39848529,2.76673015,0.00000000,3.52863288,2.32426796
-5.71785893,6.44727590,0.08593159,0.82173769,0.39126181,2.72896466,0.00000000,3.40104698,2.27932116
-5.71185593,6.30928035,0.08461667,0.79135880,0.38317776,2.68527083,0.00000000,3.27140084,2.22772911
-5.70585293,6.16120080,0.08311681,0.76079293,0.37444015,2.63703109,0.00000000,3.14189236,2.17070574
-5.69984992,6.00656810,0.08146533,0.73056197,0.36527348,2.58567449,0.00000000,3.01458265,2.10956149
-5.69384692,5.84892191,0.07969701,0.70115694,0.35591467,2.53263693,0.00000000,2.89135909,2.04567278
-5.68784392,5.69172478,0.07784710,0.67302953,0.34660710,2.47932159,0.00000000,2.77390558,1.98044952
-5.68184092,5.53827939,0.07595029,0.64658492,0.33759392,2.42706102,0.00000000,2.66368029,1.91530194
-5.67583792,5.39165187,0.07403981,0.62217581,0.32911092,2.37708201,0.00000000,2.56190073,1.85160774
-5.66983492,5.25460330,0.07214654,0.60009796,0.32137919,2.33047453,0.00000000,2.46953604,1.79068083
-5.66383192,5.12953172,0.07029824,0.58058720,0.31459788,2.28816556,0.00000000,2.38730581,1.73374267
-5.65782891,5.01842634,0.06851891,0.56381784,0.30893739,2.25089878,0.00000000,2.31568500,1.68189726
-5.65182591,4.92283510,0.06682829,0.54990277,0.30453335,2.21922065,0.00000000,2.25491431,1.63611038
-5.64582291,4.84384672,0.06524153,0.53889486,0.30148160,2.19347329,0.00000000,2.20501506,1.59719384
-5.63981991,4.78208710,0.06376905,0.53078985,0.29983456,2.17379425,0.00000000,2.16580798,1.56579490
-5.63381691,4.73772999,0.06241651,0.52553037,0.29959916,2.16012311,0.00000000,2.13693506,1.54239085
-5.62781391,4.71052101,0.06118500,0.52301117,0.30073637,2.15221445,0.00000000,2.11788352,1.52728876
-5.62181091,4.69981345,0.06007140,0.52308505,0.30316261,2.14965664,0.00000000,2.10801128,1.52062961
-5.61580790,4.70461408,0.05906882,0.52556951,0.30675277,2.15189554,0.00000000,2.10657295,1.52239639
-5.60980490,4.72363656,0.05816721,0.53025367,0.31134497,2.15826217,0.00000000,2.11274564,1.53242517
-5.60380190,4.75536002,0.05735404,0.53690522,0.31674660,2.16800299,0.00000000,2.12565385,1.55041841
-5.59779890,4.79808983,0.05661500,0.54527723,0.32274162,2.18031172,0.00000000,2.14439264,1.57595928
-5.59179590,4.85001810,0.05593484,0.55511432,0.32909857,2.19436112,0.00000000,2.16804861,1.60852643
-5.58579290,4.90928118,0.05529805,0.56615832,0.33557912,2.20933356,0.00000000,2.19571803,1.64750814
-5.57978989,4.97401177,0.05468959,0.57815283,0.34194656,2.22444913,0.00000000,2.22652179,1.69221533
-5.57378689,5.04238404,0.05409558,0.59084700,0.34797392,2.23899008,0.00000000,2.25961701,1.74189307
-5.56778389,5.11265017,0.05350378,0.60399815,0.35345149,2.25232079,0.00000000,2.29420506,1.79573029
-5.56178089,5.18316769,0.05290406,0.61737345,0.35819305,2.26390266,0.00000000,2.32953642,1.85286782
-5.55577789,5.25241763,0.05228871,0.63075081,0.36204105,2.27330348,0.00000000,2.36491249,1.91240512
-5.54977489,5.31901394,0.05165260,0.64391895,0.36487003,2.28020135,0.00000000,2.39968494,1.97340614
-5.54377189,5.38170542,0.05099322,0.65667710,0.36658866,2.28438343,0.00000000,2.43325330,2.03490495
-5.53776888,5.43937183,0.05031063,0.66883450,0.36714005,2.28574000,0.00000000,2.46506163,2.09591205
-5.53176588,5.49101607,0.04960722,0.68020990,0.36650065,2.28425489,0.00000000,2.49459495,2.15542195
-5.52576288,5.53575484,0.04888753,0.69063145,0.36467779,2.27999294,0.00000000,2.52137640,2.21242281
-5.51975988,5.57280958,0.04815782,0.69993712,0.36170613,2.27308599,0.00000000,2.54496575,2.26590874
-5.51375688,5.60150001,0.04742580,0.70797579,0.35764334,2.26371823,0.00000000,2.56496002,2.31489489
-5.50775388,5.62124154,0.04670018,0.71460921,0.35256524,2.25211219,0.00000000,2.58099631,2.35843559
-5.50175088,5.63154771,0.04599038,0.71971465,0.34656084,2.23851608,0.00000000,2.59275725,2.39564518
-5.49574787,5.63203800,0.04530611,0.72318834,0.33972742,2.22319346,0.00000000,2.59997867,2.42572091
-5.48974487,5.62245079,0.04465716,0.72494936,0.33216605,2.20641540,0.00000000,2.60245915,2.44796713
-5.48374187,5.60266048,0.04405310,0.72494387,0.32397773,2.18845550,0.00000000,2.60007084,2.46181960
-5.47773887,5.57269723,0.04350308,0.72314924,0.31526017,2.16958753,0.00000000,2.59277042,2.46686859
-5.47173587,5.53276739,0.04301575,0.71957785,0.30610550,2.15008532,0.00000000,2.58060947,2.46287951
-5.46573287,5.48327248,0.04259905,0.71428013,0.29659874,2.13022435,0.00000000,2.56374299,2.44980949
-5.45972986,5.42482413,0.04226018,0.70734659,0.28681709,2.11028425,0.00000000,2.54243519,2.42781894
-5.45372686,5.35825320,0.04200551,0.69890852,0.27682987,2.09055149,0.00000000,2.51706165,2.39727678
-5.44772386,5.28461096,0.04184046,0.68913729,0.26669903,2.07132142,0.00000000,2.48810728,2.35875876
-5.44172086,5.20516113,0.04176942,0.67824194,0.25647999,2.05289906,0.00000000,2.45615979,2.31303855
-5.43571786,5.12136231,0.04179562,0.66646532,0.24622277,2.03559818,0.00000000,2.42189871,2.26107144
-5.42971486,5.03484050,0.04192098,0.65407877,0.23597307,2.01973831,0.00000000,2.38608031,2.20397127
-5.42371186,4.94735293,0.04214588,0.64137556,0.22577339,2.00563977,0.00000000,2.34951915,2.14298134
-5.41770885,4.86074432,0.04246904,0.62866342,0.21566384,1.99361679,0.00000000,2.31306733,2.07944045
-5.41170585,4.77689773,0.04288724,0.61625654,0.20568275,1.98396930,0.00000000,2.27759247,2.01474538
-5.40570285,4.69768238,0.04339517,0.60446740,0.19586702,1.97697384,0.00000000,2.24395583,1.95031157
-5.39969985,4.62490106,0.04398527,0.59359879,0.18625213,1.97287439,0.00000000,2.21299183,1.88753348
-5.39369685,4.56023959,0.04464758,0.58393648,0.17687195,1.97187372,0.00000000,2.18548995,1.82774617
-5.38769385,4.50522090,0.04536976,0.57574278,0.16775837,1.97412604,0.00000000,2.16218022,1.77218971
-5.38169085,4.46116559,0.04613706,0.56925124,0.15894078,1.97973142,0.00000000,2.14372270,1.72197759
-5.37568784,4.42916058,0.04693254,0.56466263,0.15044562,1.98873250,0.00000000,2.13070135,1.67807008
-5.36968484,4.41003674,0.04773722,0.56214226,0.14229596,2.00111348,0.00000000,2.12362218,1.64125322
-5.36368184,4.40435582,0.04853054,0.56181864,0.13451113,2.01680161,0.00000000,2.12291528,1.61212399
-5.35767884,4.41240637,0.04929069,0.56378321,0.12710669,2.03567083,0.00000000,2.12893988,1.59108141
-5.35167584,4.43420800,0.04999522,0.56809121,0.12009445,2.05754712,0.00000000,2.14199160,1.57832380
-5.34567284,4.46952263,0.05062157,0.57476307,0.11348280,2.08221522,0.00000000,2.16231053,1.57385137
-5.33966983,4.51787131,0.05114774,0.58378653,0.10727720,2.10942589,0.00000000,2.19008909,1.57747393
-5.33366683,4.57855523,0.05155289,0.59511876,0.10148079,2.13890329,0.00000000,2.22547848,1.58882279
-5.32766383,4.65067905,0.05181801,0.60868864,0.09609521,2.17035178,0.00000000,2.26859258,1.60736625
-5.32166083,4.73317546,0.05192647,0.62439876,0.09112130,2.20346173,0.00000000,2.31950872,1.63242796
-5.31565783,4.82482961,0.05186458,0.64212718,0.08655992,2.23791397,0.00000000,2.37826479,1.66320728
-5.30965483,4.92430262,0.05162198,0.66172871,0.08241258,2.27338279,0.00000000,2.44485239,1.69880116
-5.30365183,5.03015369,0.05119201,0.68303596,0.07868199,2.30953733,0.00000000,2.51920656,1.73822692
-5.29764882,5.14086050,0.05057191,0.70585996,0.07537240,2.34604158,0.00000000,2.60119229,1.78044532
-5.29164582,5.25483797,0.04976290,0.72999066,0.07248968,2.38255341,0.00000000,2.69058896,1.82438356
-5.28564282,5.37045575,0.04877018,0.75519735,0.07004126,2.41872265,0.00000000,2.78707347,1.86895780
-5.27963982,5.48605468,0.04760277,0.78122926,0.06803570,2.45418910,0.00000000,2.89020357,1.91309479
-5.27363682,5.59996276,0.04627327,0.80781636,0.06648223,2.48858051,0.00000000,2.99940240,1.95575239
-5.26763382,5.71051107,0.04479752,0.83467072,0.06538993,2.52151127,0.00000000,3.11394561,1.99593854
-5.26163082,5.81604996,0.04319420,0.86148840,0.06476690,2.55258193,0.00000000,3.23295227,2.03272849
-5.25562781,5.91496576,0.04148435,0.88795196,0.06461929,2.58138005,0.00000000,3.35538043,2.06527997
-5.24962481,6.00569811,0.03969090,0.91373376,0.06495035,2.60748231,0.00000000,3.48002813,2.09284614
-5.24362181,6.08675791,0.03783814,0.93849992,0.06575949,2.63045829,0.00000000,3.60554053,2.11478601
-5.23761881,6.15674574,0.03595127,0.96191498,0.06704150,2.64987555,0.00000000,3.73042319,2.13057232
-5.23161581,6.21437045,0.03405585,0.98364706,0.06878591,2.66530624,0.00000000,3.85306162,2.13979673
-5.22561281,6.25846767,0.03217748,1.00337359,0.07097661,2.67633479,0.00000000,3.97174675,2.14217236
-5.21960980,6.28801790,0.03034130,1.02078718,0.07359170,2.68256672,0.00000000,4.08470589,2.13753384
-5.21360680,6.30216384,0.02857179,1.03560179,0.07660376,2.68363816,0.00000000,4.19013820,2.12583499
-5.20760380,6.30022655,0.02689241,1.04755873,0.07998034,2.67922578,0.00000000,4.28625404,2.10714437
-5.20160080,6.28172031,0.02532548,1.05643253,0.08368486,2.66905703,0.00000000,4.37131673,2.08163914
-5.19559780,6.24636567,0.02389200,1.06203633,0.08767785,2.65292023,0.00000000,4.44368583,2.04959746
-5.18959480,6.19410052,0.02261159,1.06422677,0.09191839,2.63067426,0.00000000,4.50186041,2.01138993
-5.18359180,6.12508892,0.02150246,1.06290812,0.09636591,2.60225757,0.00000000,4.54452097,1.96747025
-5.17758879,6.03972727,0.02058135,1.05803554,0.10098203,2.56769622,0.00000000,4.57056869,1.91836568
-5.17158579,5.93864744,0.01986359,1.04961734,0.10573249,2.52711062,0.00000000,4.57916056,1.86466728
-5.16558279,5.82271668,0.01936302,1.03771615,0.11058909,2.48072059,0.00000000,4.56973917,1.80702042
-5.15957979,5.69303369,0.01909208,1.02244895,0.11553138,2.42884861,0.00000000,4.54205593,1.74611537
-5.15357679,5.55092052,0.01906164,1.00398576,0.12054806,2.37192080,0.00000000,4.49618673,1.68267828
-5.14757379,5.39791002,0.01928099,0.98254718,0.12563796,2.31046548,0.00000000,4.43253929,1.61746230
-5.14157079,5.23572839,0.01975768,0.95840069,0.13081054,2.24510903,0.00000000,4.35185152,1.55123889
-5.13556778,5.06627285,0.02049728,0.93185570,0.13608567,2.17656906,0.00000000,4.25518082,1.48478917
-5.12956478,4.89158424,0.02150313,0.90325762,0.14149283,2.10564468,0.00000000,4.14388437,1.41889501
-5.12356178,4.71381483,0.02277603,0.87298089,0.14706946,2.03320401,0.00000000,4.01959067,1.35433001
-5.11755878,4.53519171,0.02431386,0.84142134,0.15285874,1.96016914,0.00000000,3.88416335,1.29185000
-5.11155578,4.35797643,0.02611120,0.80898795,0.15890664,1.88749875,0.00000000,3.73965813,1.23218320
-5.10555278,4.18442165,0.02815888,0.77609426,0.16525848,1.81616882,0.00000000,3.58827437,1.17601991
-5.09954977,4.01672593,0.03044363,0.74314974,0.17195505,1.74715195,0.00000000,3.43230270,1.12400195
-5.09354677,3.85698789,0.03294767,0.71055131,0.17902856,1.68139583,0.00000000,3.27407065,1.07671193
-5.08754377,3.70716093,0.03564853,0.67867530,0.18649861,1.61980148,0.00000000,3.11588778,1.03466257
-5.08154077,3.56901009,0.03851878,0.64787005,0.19436839,1.56320201,0.00000000,2.95999234,0.99828644
-5.07553777,3.44407221,0.04152606,0.61844930,0.20262135,1.51234243,0.00000000,2.80850110,0.96792641
-5.06953477,3.33362081,0.04463319,0.59068662,0.21121866,1.46786126,0.00000000,2.66336372,0.94382723
-5.06353177,3.23863689,0.04779850,0.56481097,0.22009759,1.43027447,0.00000000,2.52632320,0.92612852
-5.05752876,3.15978652,0.05097633,0.54100339,0.22917094,1.39996223,0.00000000,2.39888326,0.91485979
-5.05152576,3.09740617,0.05411780,0.51939500,0.23832775,1.37715890,0.00000000,2.28228334,0.90993758
-5.04552276,3.05149617,0.05717165,0.50006609,0.24743531,1.36194661,0.00000000,2.17748180,0.91116529
-5.03951976,3.02172276,0.06008544,0.48304654,0.25634241,1.35425255,0.00000000,2.08514720,0.91823571
-5.03351676,3.00742878,0.06280672,0.46831718,0.26488377,1.35385011,0.00000000,2.00565753,0.93073675
-5.02751376,3.00765260,0.06528447,0.45581231,0.27288550,1.36036382,0.00000000,1.93910697,0.94816010
-5.02151076,3.02115521,0.06747049,0.44542303,0.28017143,1.37327807,0.00000000,1.88531944,0.96991311
-5.01550775,3.04645458,0.06932086,0.43700145,0.28656994,1.39194921,0.00000000,1.84386817,0.99533357
-5.00950475,3.08186646,0.07079737,0.43036551,0.29192097,1.41562098,0.00000000,1.81410022,1.02370714
-5.00350175,3.12555070,0.07186877,0.42530448,0.29608311,1.44344272,0.00000000,1.79516517,1.05428713
-4.99749875,3.17556185,0.07251191,0.42158484,0.29894008,1.47449004,0.00000000,1.78604662,1.08631601
-4.99149575,3.22990258,0.07271265,0.41895658,0.30040662,1.50778742,0.00000000,1.78559583,1.11904805
-4.98549275,3.28657868,0.07246647,0.41715970,0.30043330,1.54233222,0.00000000,1.79256624,1.15177233
-4.97948974,3.34365382,0.07177884,0.41593084,0.29901016,1.57711947,0.00000000,1.80564804,1.18383531
-4.97348674,3.39930273,0.07066523,0.41500993,0.29616889,1.61116689,0.00000000,1.82350201,1.21466198
-4.96748374,3.45186096,0.06915079,0.41414667,0.29198354,1.64353945,0.00000000,1.84479181,1.24377489
-4.96148074,3.49986973,0.06726977,0.41310674,0.28656973,1.67337276,0.00000000,1.86821405,1.27080988
-4.95547774,3.54211438,0.06506459,0.41167754,0.28008234,1.69989480,0.00000000,1.89252559,1.29552798
