energy_ev,total_up,Ir_p_up,Ir_d_up,P_s_up,P_p_up,Se_s_up,Se_p_up
-5.63981991,6.37478342,1.91826722,3.04652482,0.01564705,0.37077545,0.14341225,2.51345197
-5.63381691,6.41982216,1.93727447,3.05857567,0.01589982,0.36656819,0.14574209,2.54498299
-5.62781391,6.45259128,1.95251441,3.06578165,0.01612837,0.36149629,0.14786632,2.57019330
-5.62181091,6.47262171,1.96351516,3.06825586,0.01633381,0.35558866,0.14974426,2.58859671
-5.61580790,6.47957347,1.96984548,3.06614890,0.01651788,0.34888216,0.15133620,2.59979317
-5.60980490,6.47323343,1.97112893,3.05963606,0.01668273,0.34142093,0.15260396,2.60347556
-5.60380190,6.45351289,1.96705693,3.04890591,0.01683083,0.33325577,0.15351147,2.59943508
-5.59779890,6.42044545,1.95740030,3.03415075,0.01696478,0.32444343,0.15402545,2.58756517
-5.59179590,6.37418575,1.94201883,3.01555990,0.01708714,0.31504602,0.15411612,2.56786413
-5.58579290,6.31500953,1.92086843,2.99331604,0.01720026,0.30513034,0.15375794,2.54043631
-5.57978989,6.24331522,1.89400569,2.96759508,0.01730610,0.29476721,0.15293045,2.50549218
-5.57378689,6.15962712,1.86158963,2.93856947,0.01740613,0.28403091,0.15161901,2.46334711
-5.56778389,6.06460017,1.82388069,2.90641493,0.01750116,0.27299852,0.14981557,2.41441915
-5.56178089,5.95902598,1.78123696,2.87132012,0.01759130,0.26174926,0.14751937,2.35922564
-5.55577789,5.84383965,1.73410803,2.83349873,0.01767585,0.25036386,0.14473751,2.29837907
-5.54977489,5.72012692,1.68302660,2.79320328,0.01775333,0.23892386,0.14148541,2.23258192
-5.54377189,5.58913076,1.62859844,2.75073967,0.01782150,0.22751088,0.13778708,2.16262080
-5.53776888,5.45225687,1.57149096,2.70648156,0.01787740,0.21620584,0.13367521,2.08935992
-5.53176588,5.31107706,1.51242100,2.66088366,0.01791750,0.20508821,0.12919104,2.01373385
-5.52576288,5.16732986,1.45214229,2.61449284,0.01793782,0.19423513,0.12438400,1.93673979
-5.51975988,5.02291758,1.39143290,2.56795630,0.01793416,0.18372061,0.11931117,1.85942933
-5.51375688,4.87989912,1.33108328,2.52202598,0.01790224,0.17361467,0.11403644,1.78289973
-5.50775388,4.74047805,1.27188496,2.47755862,0.01783799,0.16398253,0.10862961,1.70828469
-5.50175088,4.60698545,1.21462033,2.43551095,0.01773773,0.15488388,0.10316521,1.63674465
-5.49574787,4.48185737,1.16005351,2.39693000,0.01759843,0.14637214,0.09772124,1.56945653
-5.48974487,4.36760656,1.10892237,2.36293816,0.01741789,0.13849393,0.09237779,1.50760275
-5.48374187,4.26678868,1.06193166,2.33471344,0.01719492,0.13128856,0.08721562,1.45235945
-5.47773887,4.18196298,1.01974708,2.31346505,0.01692947,0.12478774,0.08231469,1.40488371
-5.47173587,4.11564774,0.98299004,2.30040492,0.01662271,0.11901536,0.07775268,1.36629958
-5.46573287,4.07027095,0.95223295,2.29671562,0.01627706,0.11398751,0.07360355,1.33768276
-5.45972986,4.04811670,0.92799463,2.30351561,0.01589615,0.10971251,0.06993616,1.32004367
-5.45372686,4.05126801,0.91073554,2.32182249,0.01548472,0.10619122,0.06681290,1.31430901
-5.44772386,4.08154696,0.90085275,2.35251529,0.01504847,0.10341730,0.06428848,1.32130153
-5.44172086,4.14045335,0.89867418,2.39629684,0.01459386,0.10137766,0.06240873,1.34171836
-5.43571786,4.22910302,0.90445212,2.45365715,0.01412788,0.10005287,0.06120957,1.37610792
-5.42971486,4.34816765,0.91835597,2.52483922,0.01365772,0.09941765,0.06071603,1.42484607
-5.42371186,4.49781766,0.94046423,2.60980826,0.01319056,0.09944127,0.06094145,1.48811190
-5.41770885,4.67767054,0.97075595,2.70822568,0.01273323,0.10008795,0.06188674,1.56586414
-5.41170585,4.88674673,1.00910192,2.81942913,0.01229195,0.10131715,0.06353990,1.65781904
-5.40570285,5.12343566,1.05525616,2.94241981,0.01187206,0.10308389,0.06587566,1.76343095
-5.39969985,5.38547445,1.10884803,3.07585816,0.01147786,0.10533882,0.06885535,1.88187695
-5.39369685,5.66994166,1.16937578,3.21806907,0.01111243,0.10802847,0.07242701,2.01204655
-5.38769385,5.97326851,1.23620209,3.36705734,0.01077751,0.11109524,0.07652580,2.15253816
-5.38169085,6.29126926,1.30855237,3.52053403,0.01047352,0.11447752,0.08107467,2.30166316
-5.37568784,6.61919226,1.38551630,3.67595385,0.01019956,0.11810987,0.08598544,2.45745884
-5.36968484,6.95179223,1.46605337,3.83056336,0.00995348,0.12192316,0.09116013,2.61771070
-5.36368184,7.28342355,1.54900269,3.98145944,0.00973210,0.12584494,0.09649272,2.77998468
-5.35767884,7.60815345,1.63309749,4.12565671,0.00953134,0.12979991,0.10187115,2.94166911
-5.35167584,7.91989282,1.71698417,4.26016240,0.00934646,0.13371062,0.10717973,3.10002581
-5.34567284,8.21254155,1.79924596,4.38205642,0.00917236,0.13749827,0.11230172,3.25224940
-5.33966983,8.48014424,1.87843060,4.48857427,0.00900380,0.14108387,0.11712211,3.39553319
-5.33366683,8.71705126,1.95308152,4.57718978,0.00883569,0.14438943,0.12153057,3.52713970
-5.32766383,8.91807965,2.02177151,4.64569484,0.00866335,0.14733941,0.12542432,3.64447345
-5.32166083,9.07866792,2.08313797,4.69227293,0.00848272,0.14986230,0.12871095,3.74515341
-5.31565783,9.19501867,2.13591835,4.71556357,0.00829055,0.15189219,0.13131108,3.82708225
-5.30965483,9.26422328,2.17898456,4.71471494,0.00808456,0.15337044,0.13316064,3.88850975
-5.30365183,9.28436341,2.21137501,4.68942246,0.00786356,0.15424722,0.13421279,3.92808761
-5.29764882,9.25458480,2.23232289,4.63995149,0.00762746,0.15448297,0.13443934,3.94491331
-5.29164582,9.17514013,2.24127953,4.56714318,0.00737733,0.15404961,0.13383166,3.93856116
-5.28564282,9.04739878,2.23793187,4.47240300,0.00711532,0.15293153,0.13240088,3.90909903
-5.27963982,8.87382286,2.22221305,4.35767232,0.00684458,0.15112621,0.13017765,3.85708999
-5.27363682,8.65791019,2.19430584,4.22538405,0.00656916,0.14864453,0.12721112,3.78357874
-5.26763382,8.40410645,2.15463848,4.07840421,0.00629386,0.14551066,0.12356749,3.69006326
-5.26163082,8.11768987,2.10387313,3.91996143,0.00602402,0.14176159,0.11932803,3.57845293
-5.25562781,7.80463289,2.04288730,3.75356734,0.00576540,0.13744622,0.11458661,3.45101473
-5.24962481,7.47144630,1.97274898,3.58293054,0.00552391,0.13262418,0.10944706,3.31030974
-5.24362181,7.12501141,1.89468645,3.41186746,0.00530551,0.12736426,0.10402015,3.15912251
-5.23761881,6.77240665,1.81005386,3.24421299,0.00511596,0.12174263,0.09842069,3.00038597
-5.23161581,6.42073437,1.72029394,3.08373377,0.00496067,0.11584085,0.09276446,2.83710473
-5.22561281,6.07695373,1.62689930,2.93404674,0.00484455,0.10974374,0.08716544,2.67227949
-5.21960980,5.74772457,1.53137355,2.79854494,0.00477191,0.10353734,0.08173323,2.50883517
-5.21360680,5.43926670,1.43519380,2.68033243,0.00474631,0.09730671,0.07657073,2.34955485
-5.20760380,5.15723787,1.33977553,2.58216930,0.00477050,0.09113404,0.07177231,2.19702161
-5.20160080,4.90663286,1.24644118,2.50642753,0.00484634,0.08509682,0.06742233,2.05356934
-5.19559780,4.69170507,1.15639311,2.45505788,0.00497481,0.07926633,0.06359410,1.92124382
-5.18959480,4.51591099,1.07069165,2.42956748,0.00515593,0.07370635,0.06034937,1.80177424
-5.18359180,4.38187701,0.99023864,2.43100772,0.00538882,0.06847227,0.05773812,1.69655531
-5.17758879,4.29138756,0.91576663,2.45997142,0.00567168,0.06361042,0.05579879,1.60663951
-5.17158579,4.24539252,0.84783361,2.51659827,0.00600184,0.05915788,0.05455889,1.53273881
-5.16558279,4.24403195,0.78682308,2.60058757,0.00637580,0.05514249,0.05403577,1.47523482
-5.15957979,4.28667530,0.73294888,2.71121698,0.00678930,0.05158318,0.05423769,1.43419615
-5.15357679,4.37197285,0.68626436,2.84736619,0.00723736,0.04849060,0.05516500,1.40940173
-5.14757379,4.49791643,0.64667507,3.00754469,0.00771438,0.04586793,0.05681131,1.40036869
-5.14157079,4.66190721,0.61395424,3.18992260,0.00821416,0.04371181,0.05916476,1.40638348
-5.13556778,4.86082815,0.58776038,3.39236394,0.00873005,0.04201342,0.06220912,1.42653487
-5.12956478,5.09111915,0.56765613,3.61246188,0.00925499,0.04075955,0.06592480,1.45974784
-5.12356178,5.34885331,0.55312773,3.84757548,0.00978160,0.03993366,0.07028967,1.50481701
-5.11755878,5.62981278,0.54360441,4.09486769,0.01030232,0.03951690,0.07527963,1.56043910
-5.11155578,5.92956329,0.53847721,4.35134453,0.01080943,0.03948897,0.08086896,1.62524334
-5.10555278,6.24352644,0.53711666,4.61389534,0.01129526,0.03982885,0.08703033,1.69781959
-5.09954977,6.56704935,0.53888901,4.87933396,0.01175222,0.04051534,0.09373462,1.77674352
-5.09354677,6.89547115,0.54317071,5.14444095,0.01217295,0.04152739,0.10095040,1.86059878
-5.08754377,7.22418611,0.54936094,5.40600655,0.01255046,0.04284431,0.10864323,1.94799610
-5.08154077,7.54870329,0.55689212,5.66087426,0.01287822,0.04444567,0.11677469,2.03758912
-5.07553777,7.86470255,0.56523825,5.90598468,0.01315034,0.04631117,0.12530136,2.12808740
-5.06953477,8.16808668,0.57392132,6.13841915,0.01336163,0.04842023,0.13417367,2.21826663
-5.06353177,8.45502945,0.58251567,6.35544250,0.01350779,0.05075159,0.14333476,2.30697636
-5.05752876,8.72201932,0.59065053,6.55454411,0.01358547,0.05328279,0.15271947,2.39314563
-5.05152576,8.96589830,0.59801092,6.73347648,0.01359236,0.05598967,0.16225356,2.47578686
-5.04552276,9.18389545,0.60433703,6.89028999,0.01352731,0.05884581,0.17185312,2.55399825
-5.03951976,9.37365455,0.60942236,7.02336308,0.01339034,0.06182219,0.18142445,2.62696511
-5.03351676,9.53325514,0.61311080,7.13142646,0.01318267,0.06488685,0.19086434,2.69396038
-5.02751376,9.66122652,0.61529286,7.21358048,0.01290672,0.06800474,0.20006090,2.75434457
-5.02151076,9.75655399,0.61590129,7.26930466,0.01256607,0.07113775,0.20889486,2.80756532
-5.01550775,9.81867717,0.61490635,7.29845880,0.01216540,0.07424492,0.21724153,2.85315678
-5.00950475,9.84747995,0.61231082,7.30127516,0.01171038,0.07728290,0.22497314,2.89073871
-5.00350175,9.84327238,0.60814507,7.27834178,0.01120753,0.08020652,0.23196178,2.92001567
-4.99749875,9.80676476,0.60246226,7.23057725,0.01066410,0.08296960,0.23808264,2.94077589
-4.99149575,9.73903466,0.59533387,7.15919760,0.01008789,0.08552593,0.24321754,2.95289025
-4.98549275,9.64148796,0.58684570,7.06567659,0.00948708,0.08783031,0.24725857,2.95631100
-4.97948974,9.51581517,0.57709442,6.95170086,0.00887004,0.08983969,0.25011171,2.95107039
-4.97348674,9.36394472,0.56618467,6.81912160,0.00824517,0.09151436,0.25170027,2.93727919
-4.96748374,9.18799492,0.55422693,6.66990490,0.00762075,0.09281909,0.25196798,2.91512504
-4.96148074,8.99022641,0.54133598,6.50608272,0.00700479,0.09372420,0.25088149,2.88487070
-4.95547774,8.77299698,0.52763009,6.32970648,0.00640491,0.09420654,0.24843236,2.84685217
-4.94947474,8.53872032,0.51323074,6.14280520,0.00582827,0.09425024,0.24463819,2.80147681
-4.94347174,8.28983008,0.49826297,5.94734958,0.00528153,0.09384737,0.23954304,2.74922134
-4.93746873,8.02875028,0.48285613,5.74522332,0.00477081,0.09299827,0.23321686,2.69062974
-4.93146573,7.75787256,0.46714504,5.53820232,0.00430173,0.09171176,0.22575429,2.62631102
-4.92546273,7.47954045,0.45127126,5.32794181,0.00387946,0.09000499,0.21727243,2.55693683
-4.91945973,7.19604009,0.43538458,5.11597135,0.00350880,0.08790318,0.20790818,2.48323851
-4.91345673,6.90959668,0.41964434,4.90369656,0.00319427,0.08543907,0.19781475,2.40600377
-4.90745373,6.62237531,0.40422063,4.69240660,0.00294028,0.08265221,0.18715795,2.32607240
-4.90145073,6.33648463,0.38929512,4.48328578,0.00275118,0.07958807,0.17611206,2.24433102
-4.89544772,6.05398156,0.37506149,4.27742753,0.00263147,0.07629709,0.16485573,2.16170661
-4.88944472,5.77687546,0.36172521,4.07584897,0.00258583,0.07283353,0.15356777,2.07915844
-4.88344172,5.50712985,0.34950284,3.87950443,0.00261933,0.06925441,0.14242333,1.99766842
-4.87743872,5.24666049,0.33862048,3.68929635,0.00273740,0.06561833,0.13159030,1.91822974
-4.87143572,4.99732859,0.32931159,3.50608237,0.00294596,0.06198441,0.12122620,1.84183373
-4.86543272,4.76092869,0.32181411,3.33067787,0.00325135,0.05841118,0.11147556,1.76945521
-4.85942971,4.53917090,0.31636685,3.16385360,0.00366036,0.05495568,0.10246787,1.70203645
-4.85342671,4.33365813,0.31320532,3.00632842,0.00418011,0.05167251,0.09431616,1.64047021
-4.84742371,4.14585902,0.31255711,2.85875786,0.00481793,0.04861314,0.08711604,1.58558234
-4.84142071,3.97707793,0.31463684,2.72171930,0.00558118,0.04582524,0.08094534,1.53811439
-4.83541771,3.82842371,0.31964099,2.59569499,0.00647707,0.04335218,0.07586417,1.49870716
-4.82941471,3.70077903,0.32774275,2.48105445,0.00751240,0.04123264,0.07191544,1.46788556
-4.82341171,3.59477241,0.33908700,2.37803754,0.00869330,0.03950034,0.06912563,1.44604567
-4.81740870,3.51075455,0.35378573,2.28673997,0.01002494,0.03818389,0.06750585,1.43344457
-4.81140570,3.44878106,0.37191407,2.20710220,0.01151128,0.03730672,0.06705308,1.43019343
-4.80540270,3.40860272,0.39350698,2.13890317,0.01315480,0.03688713,0.06775149,1.43625436
-4.79939970,3.38966436,0.41855695,2.08175936,0.01495624,0.03693836,0.06957383,1.45144117
-4.79339670,3.39111289,0.44701257,2.03512978,0.01691443,0.03746877,0.07248285,1.47542415
-4.78739370,3.41181448,0.47877820,1.99832675,0.01902607,0.03848203,0.07643260,1.50773887
-4.78139070,3.45038020,0.51371459,1.97053232,0.02128571,0.03997732,0.08136975,1.54779832
-4.77538769,3.50519928,0.55164057,1.95081936,0.02368559,0.04194956,0.08723476,1.59490832
-4.76938469,3.57447829,0.59233540,1.93817660,0.02621572,0.04438964,0.09396295,1.64828514
-4.76338169,3.65628449,0.63554193,1.93153624,0.02886392,0.04728453,0.10148544,1.70707478
-4.75737869,3.74859136,0.68097012,1.92980282,0.03161590,0.05061744,0.10972992,1.77037282
-4.75137569,3.84932392,0.72830081,1.93188201,0.03445542,0.05436786,0.11862128,1.83724409
-4.74537269,3.95640197,0.77718951,1.93670793,0.03736446,0.05851159,0.12808202,1.90674116
-4.73936968,4.06777911,0.82726990,1.94326771,0.04032343,0.06302060,0.13803255,1.97792091
-4.73336668,4.18147603,0.87815702,1.95062252,0.04331136,0.06786292,0.14839120,2.04985838
-4.72736368,4.29560685,0.92944985,1.95792397,0.04630608,0.07300248,0.15907420,2.12165769
-4.72136068,4.40839777,0.98073338,1.96442578,0.04928444,0.07839879,0.16999535,2.19245944
-4.71535768,4.51819791,1.03158016,1.96949030,0.05222250,0.08400680,0.18106572,2.26144491
-4.70935468,4.62348291,1.08155139,1.97259019,0.05509562,0.08977665,0.19219317,2.32783711
-4.70335168,4.72285192,1.13019782,1.97330577,0.05787872,0.09565355,0.20328190,2.39089918
-4.69734867,4.81501984,1.17706076,1.97131865,0.06054634,0.10157777,0.21423211,2.44993092
-4.69134567,4.89880621,1.22167340,1.96640258,0.06307286,0.10748480,0.22493975,2.50426431
-4.68534267,4.97312303,1.26356287,1.95841267,0.06543266,0.11330568,0.23529651,2.55325879
-4.67933967,5.03696347,1.30225339,1.94727389,0.06760033,0.11896762,0.24519015,2.59629743
-4.67333667,5.08939347,1.33727062,1.93297006,0.06955095,0.12439483,0.25450518,2.63278488
-4.66733367,5.12954790,1.36814768,1.91553418,0.07126039,0.12950963,0.26312398,2.66214770
-4.66133067,5.15663277,1.39443262,1.89504100,0.07270568,0.13423384,0.27092840,2.68383785
-4.65532766,5.16993404,1.41569752,1.87160224,0.07386546,0.13849042,0.27780175,2.69733940
-4.64932466,5.16883336,1.43154902,1.84536496,0.07472048,0.14220528,0.28363130,2.70217871
-4.64332166,5.15283024,1.44163978,1.81651292,0.07525408,0.14530921,0.28831102,2.69793753
-4.63731866,5.12156950,1.44568065,1.78527081,0.07545277,0.14773996,0.29174465,2.68426857
-4.63131566,5.07487249,1.44345273,1.75191072,0.07530677,0.14944419,0.29384885,2.66091264
-4.62531266,5.01276975,1.43481895,1.71676029,0.07481050,0.15037942,0.29455628,2.62771629
-4.61930965,4.93553278,1.41973425,1.68021140,0.07396299,0.15051565,0.29381851,2.58464866
-4.61330665,4.84370245,1.39825384,1.64272855,0.07276830,0.14983680,0.29160855,2.53181650
-4.60730365,4.73811126,1.37053886,1.60485587,0.07123564,0.14834169,0.28792282,2.46947593
-4.60130065,4.61989731,1.33685904,1.56722169,0.06937952,0.14604463,0.28278252,2.39804013
-4.59529765,4.49050809,1.29759183,1.53053975,0.06721962,0.14297551,0.27623418,2.31808189
-4.58929465,4.35169251,1.25321803,1.49560647,0.06478051,0.13917941,0.26834934,2.23033061
-4.58329165,4.20548056,1.20431373,1.46329346,0.06209129,0.13471561,0.25922346,2.13566350
-4.57728864,4.05415049,1.15153885,1.43453535,0.05918492,0.12965631,0.24897393,2.03509105
-4.57128564,3.90018414,1.09562268,1.41031264,0.05609756,0.12408473,0.23773731,1.92973715
-4.56528264,3.74621167,1.03734680,1.39163000,0.05286772,0.11809298,0.22566595,1.82081480
-4.55927964,3.59494764,0.97752627,1.37949048,0.04953533,0.11177963,0.21292407,1.70959819
-4.55327664,3.44912073,0.91698957,1.37486640,0.04614084,0.10524713,0.19968349,1.59739244
-4.54727364,3.31139986,0.85655833,1.37866790,0.04272424,0.09859907,0.18611923,1.48550230
-4.54127064,3.18431945,0.79702743,1.39171023,0.03932421,0.09193765,0.17240517,1.37520113
-4.53526763,3.07020689,0.73914631,1.41468090,0.03597724,0.08536108,0.15870982,1.26770143
-4.52926463,2.97111489,0.68360217,1.44810813,0.03271700,0.07896135,0.14519262,1.16412806
-4.52326163,2.88876130,0.63100552,1.49233162,0.02957370,0.07282221,0.13200068,1.06549518
-4.51725863,2.82447866,0.58187853,1.54747709,0.02657372,0.06701752,0.11926612,0.97268764
-4.51125563,2.77917513,0.53664652,1.61343543,0.02373930,0.06160997,0.10710424,0.88644737
-4.50525263,2.75330835,0.49563264,1.68984769,0.02108850,0.05665022,0.09561228,0.80736498
-4.49924962,2.74687280,0.45905572,1.77609659,0.01863524,0.05217641,0.08486896,0.73587660
-4.49324662,2.75940114,0.42703127,1.87130525,0.01638946,0.04821411,0.07493478,0.67226577
-4.48724362,2.78997942,0.39957532,1.97434360,0.01435747,0.04477658,0.06585276,0.61666988
-4.48124062,2.83727541,0.37661081,2.08384254,0.01254238,0.04186540,0.05764989,0.56909071
-4.47523762,2.89957921,0.35797615,2.19821607,0.01094452,0.03947141,0.05033880,0.52940816
-4.46923462,2.97485464,0.34343559,2.31569081,0.00956202,0.03757577,0.04391981,0.49739664
-4.46323162,3.06079986,0.33269093,2.43434251,0.00839127,0.03615135,0.03838314,0.47274307
-4.45722861,3.15491517,0.32539415,2.55213880,0.00742751,0.03516414,0.03371104,0.45506580
-4.45122561,3.25457588,0.32116058,2.66698681,0.00666522,0.03457477,0.02987993,0.44393365
-4.44522261,3.35710795,0.31958219,2.77678472,0.00609860,0.03434009,0.02686233,0.43888425
-4.43921961,3.45986382,0.32024063,2.87947529,0.00572185,0.03441468,0.02462847,0.43944113
-4.43321661,3.56029624,0.32271969,2.97310001,0.00552943,0.03475232,0.02314768,0.44512892
-4.42721361,3.65602739,0.32661695,3.05585181,0.00551620,0.03530735,0.02238927,0.45548624
-4.42121061,3.74491111,0.33155419,3.12612449,0.00567747,0.03603593,0.02232319,0.47007597
-4.41520760,3.82508621,0.33718659,3.18255704,0.00600896,0.03689709,0.02292019,0.48849266
-4.40920460,3.89501894,0.34321040,3.22407120,0.00650664,0.03785367,0.02415174,0.51036708
-4.40320160,3.95353330,0.34936893,3.24990050,0.00716654,0.03887300,0.02598960,0.53536785
-4.39719860,3.99982828,0.35545698,3.25960979,0.00798449,0.03992745,0.02840517,0.56320057
-4.39119560,4.03348168,0.36132355,3.25310433,0.00895579,0.04099474,0.03136867,0.59360457
-4.38519260,4.05444076,0.36687293,3.23062794,0.01007488,0.04205814,0.03484835,0.62634795
-4.37918959,4.06300050,0.37206434,3.19275041,0.01133506,0.04310644,0.03880953,0.66122124
-4.37318659,4.05977100,0.37691017,3.14034465,0.01272814,0.04413382,0.04321397,0.69803053
-4.36718359,4.04563588,0.38147315,3.07455460,0.01424423,0.04513963,0.04801921,0.73659059
-4.36118059,4.02170415,0.38586259,2.99675544,0.01587152,0.04612810,0.05317834,0.77671869
-4.35517759,3.98925807,0.39022997,2.90850782,0.01759624,0.04710797,0.05863998,0.81822976
-4.34917459,3.94969993,0.39476424,2.81150822,0.01940261,0.04809220,0.06434866,0.86093343
-4.34317159,3.90450045,0.39968686,2.70753766,0.02127297,0.04909767,0.07024560,0.90463335
-4.33716858,3.85515123,0.40524702,2.59841093,0.02318799,0.05014492,0.07626977,0.94912904
-4.33116558,3.80312359,0.41171702,2.48592845,0.02512699,0.05125798,0.08235940,0.99422029
-4.32516258,3.74983520,0.41938810,2.37183261,0.02706831,0.05246430,0.08845368,1.03971403
-4.31915958,3.69662563,0.42856648,2.25777010,0.02898985,0.05379470,0.09449474,1.08543325
-4.31315658,3.64474115,0.43956995,2.14526137,0.03086956,0.05528342,0.10042970,1.13122732
-4.30715358,3.59532820,0.45272447,2.03567774,0.03268602,0.05696811,0.10621271,1.17698318
