energy_ev,total_up,C_s_up,C_p_up,Ca_p_up,Ca_d_up,Hg_p_up,Hg_d_up,Se_s_up,Se_p_up
-5.89194597,2.60148166,0.24071626,0.05064771,0.03823375,0.00000000,0.79632444,0.80401207,0.10064762,0.81716826
-5.88594297,2.58090557,0.23715515,0.04991290,0.03726786,0.00000000,0.78402162,0.81404477,0.09236203,0.80680825
-5.87993997,2.56733193,0.23311016,0.04960150,0.03649392,0.00000000,0.77381593,0.82452479,0.08480090,0.79955741
-5.87393697,2.56066004,0.22857963,0.04971654,0.03591126,0.00000000,0.76585262,0.83525191,0.07798750,0.79548422
-5.86793397,2.56055343,0.22355968,0.05025005,0.03551384,0.00000000,0.76018161,0.84599075,0.07193091,0.79456047
-5.86193097,2.56645296,0.21804641,0.05118306,0.03529050,0.00000000,0.75675783,0.85647895,0.06662676,0.79666132
-5.85592796,2.57759757,0.21203839,0.05248589,0.03522549,0.00000000,0.75544497,0.86643658,0.06205826,0.80156870
-5.84992496,2.59305212,0.20553896,0.05411875,0.03529896,0.00000000,0.75602244,0.87557644,0.05819745,0.80897810
-5.84392196,2.61174154,0.19855843,0.05603271,0.03548768,0.00000000,0.75819525,0.88361480,0.05500688,0.81850854
-5.83791896,2.63249017,0.19111586,0.05817099,0.03576572,0.00000000,0.76160639,0.89028231,0.05244129,0.82971557
-5.83191596,2.65406524,0.18324031,0.06047050,0.03610530,0.00000000,0.76585143,0.89533455,0.05044965,0.84210682
-5.82591296,2.67522273,0.17497160,0.06286370,0.03647762,0.00000000,0.77049452,0.89856199,0.04897707,0.85515973
-5.81990995,2.69475429,0.16636034,0.06528055,0.03685374,0.00000000,0.77508544,0.89979895,0.04796689,0.86834057
-5.81390695,2.71153340,0.15746741,0.06765072,0.03720542,0.00000000,0.77917697,0.89893127,0.04736266,0.88112430
-5.80790395,2.72455894,0.14836279,0.06990573,0.03750598,0.00000000,0.78234190,0.89590234,0.04710993,0.89301434
-5.80190095,2.73299460,0.13912388,0.07198117,0.03773107,0.00000000,0.78418909,0.89071739,0.04715798,0.90356133
-5.79589795,2.73620228,0.12983348,0.07381865,0.03785940,0.00000000,0.78437793,0.88344570,0.04746117,0.91238021
-5.78989495,2.73376799,0.12057738,0.07536773,0.03787328,0.00000000,0.78263065,0.87422073,0.04798007,0.91916482
-5.78389195,2.72551905,0.11144183,0.07658742,0.03775911,0.00000000,0.77874197,0.86323788,0.04868217,0.92369911
-5.77788894,2.71153142,0.10251105,0.07744736,0.03750772,0.00000000,0.77258572,0.85075008,0.04954230,0.92586471
-5.77188594,2.69212673,0.09386478,0.07792865,0.03711453,0.00000000,0.76411817,0.83706107,0.05054256,0.92564414
-5.76588294,2.66785866,0.08557608,0.07802415,0.03657951,0.00000000,0.75337794,0.82251663,0.05167193,0.92311965
-5.75987994,2.63948926,0.07770947,0.07773840,0.03590706,0.00000000,0.74048247,0.80749387,0.05292550,0.91846767
-5.75387694,2.60795575,0.07031940,0.07708704,0.03510565,0.00000000,0.72562132,0.79238901,0.05430331,0.91194894
-5.74787394,2.57432942,0.06344923,0.07609580,0.03418738,0.00000000,0.70904660,0.77760394,0.05580899,0.90389508
-5.74187094,2.53976833,0.05713056,0.07479921,0.03316736,0.00000000,0.69106097,0.76353213,0.05744818,0.89469194
-5.73586793,2.50546602,0.05138305,0.07323890,0.03206305,0.00000000,0.67200384,0.75054445,0.05922679,0.88476083
-5.72986493,2.47259891,0.04621465,0.07146177,0.03089350,0.00000000,0.65223649,0.73897552,0.06114930,0.87453856
-5.72386193,2.44227480,0.04162213,0.06951799,0.02967858,0.00000000,0.63212675,0.72911114,0.06321707,0.86445720
-5.71785893,2.41548553,0.03759204,0.06745907,0.02843819,0.00000000,0.61203415,0.72117761,0.06542690,0.85492490
-5.71185593,2.39306596,0.03410175,0.06533586,0.02719154,0.00000000,0.59229614,0.71533335,0.06776979,0.84630860
-5.70585293,2.37566192,0.03112083,0.06319688,0.02595650,0.00000000,0.57321603,0.71166344,0.07023010,0.83891966
-5.69984992,2.36370856,0.02861244,0.06108678,0.02474907,0.00000000,0.55505334,0.71017737,0.07278505,0.83300317
-5.69384692,2.35742059,0.02653482,0.05904516,0.02358288,0.00000000,0.53801689,0.71081030,0.07540480,0.82873142
-5.68784392,2.35679468,0.02484281,0.05710569,0.02246898,0.00000000,0.52226079,0.71342774,0.07805288,0.82620185
-5.68184092,2.36162404,0.02348930,0.05529567,0.02141562,0.00000000,0.50788361,0.71783362,0.08068712,0.82543951
-5.67583792,2.37152408,0.02242661,0.05363582,0.02042831,0.00000000,0.49493047,0.72378140,0.08326105,0.82640369
-5.66983492,2.38596749,0.02160779,0.05214055,0.01950989,0.00000000,0.48339779,0.73098746,0.08572566,0.82899824
-5.66383192,2.40432662,0.02098777,0.05081838,0.01866081,0.00000000,0.47324039,0.73914635,0.08803134,0.83308484
-5.65782891,2.42592026,0.02052443,0.04967265,0.01787945,0.00000000,0.46438030,0.74794692,0.09013013,0.83849809
-5.65182591,2.45006197,0.02017943,0.04870243,0.01716254,0.00000000,0.45671665,0.75708836,0.09197798,0.84506171
-5.64582291,2.47610663,0.01991898,0.04790344,0.01650562,0.00000000,0.45013603,0.76629538,0.09353691,0.85260436
-5.63981991,2.50349250,0.01971439,0.04726897,0.01590349,0.00000000,0.44452265,0.77533152,0.09477702,0.86097430
-5.63381691,2.53177567,0.01954255,0.04679087,0.01535066,0.00000000,0.43976766,0.78400977,0.09567823,0.87005182
-5.62781391,2.56065509,0.01938619,0.04646022,0.01484177,0.00000000,0.43577702,0.79220002,0.09623156,0.87975857
-5.62181091,2.58998634,0.01923406,0.04626803,0.01437193,0.00000000,0.43247770,0.79983258,0.09644001,0.89006339
-5.61580790,2.61978342,0.01908097,0.04620559,0.01393700,0.00000000,0.42982166,0.80689794,0.09631892,0.90098414
-5.60980490,2.65020856,0.01892775,0.04626472,0.01353376,0.00000000,0.42778770,0.81344237,0.09589571,0.91258570
-5.60380190,2.68155091,0.01878106,0.04643769,0.01316002,0.00000000,0.42638107,0.81955999,0.09520924,0.92497419
-5.59779890,2.71419561,0.01865317,0.04671712,0.01281461,0.00000000,0.42563106,0.82538162,0.09430859,0.93828809
-5.59179590,2.74858553,0.01856164,0.04709554,0.01249734,0.00000000,0.42558687,0.83106114,0.09325147,0.95268687
-5.58579290,2.78517843,0.01852900,0.04756496,0.01220880,0.00000000,0.42631208,0.83676034,0.09210229,0.96833813
-5.57978989,2.82440254,0.01858228,0.04811638,0.01195022,0.00000000,0.42787839,0.84263309,0.09093001,0.98540413
-5.57378689,2.86661366,0.01875263,0.04873926,0.01172321,0.00000000,0.43035886,0.84881001,0.08980592,1.00402876
-5.56778389,2.91205679,0.01907477,0.04942104,0.01152950,0.00000000,0.43382137,0.85538446,0.08880138,1.02432592
-5.56178089,2.96083496,0.01958650,0.05014684,0.01137072,0.00000000,0.43832270,0.86240093,0.08798569,1.04637011
-5.55577789,3.01288731,0.02032809,0.05089925,0.01124815,0.00000000,0.44390353,0.86984645,0.08742414,1.07018979
-5.54977489,3.06797779,0.02134167,0.05165830,0.01116256,0.00000000,0.45058480,0.87764558,0.08717637,1.09576397
-5.54377189,3.12569536,0.02267051,0.05240169,0.01111402,0.00000000,0.45836543,0.88565937,0.08729499,1.12302216
-5.53776888,3.18546521,0.02435819,0.05310516,0.01110183,0.00000000,0.46722162,0.89368837,0.08782457,1.15184742
-5.53176588,3.24657033,0.02644769,0.05374307,0.01112447,0.00000000,0.47710753,0.90147935,0.08880092,1.18208223
-5.52576288,3.30818160,0.02898041,0.05428917,0.01117962,0.00000000,0.48795722,0.90873549,0.09025078,1.21353644
-5.51975988,3.36939423,0.03199494,0.05471745,0.01126425,0.00000000,0.49968756,0.91512935,0.09219158,1.24599661
-5.51375688,3.42926804,0.03552584,0.05500315,0.01137469,0.00000000,0.51220178,0.92031784,0.09463162,1.27923575
-5.50775388,3.48686856,0.03960224,0.05512371,0.01150680,0.00000000,0.52539328,0.92395825,0.09757018,1.31302269
-5.50175088,3.54130642,0.04424637,0.05505977,0.01165613,0.00000000,0.53914944,0.92572455,0.10099781,1.34713012
-5.49574787,3.59177236,0.04947208,0.05479608,0.01181813,0.00000000,0.55335500,0.92532295,0.10489661,1.38134069
-5.48974487,3.63756590,0.05528337,0.05432228,0.01198828,0.00000000,0.56789480,0.92250594,0.10924043,1.41545071
-5.48374187,3.67811613,0.06167299,0.05363353,0.01216234,0.00000000,0.58265578,0.91708405,0.11399510,1.44927114
-5.47773887,3.71299392,0.06862129,0.05273100,0.01233645,0.00000000,0.59752821,0.90893494,0.11911844,1.48262606
-5.47173587,3.74191550,0.07609525,0.05162209,0.01250732,0.00000000,0.61240604,0.89800937,0.12456041,1.51534877
-5.46573287,3.76473818,0.08404799,0.05032052,0.01267231,0.00000000,0.62718688,0.88433396,0.13026316,1.54727644
-5.45972986,3.78144955,0.09241864,0.04884619,0.01282958,0.00000000,0.64177150,0.86801088,0.13616111,1.57824375
-5.45372686,3.79215212,0.10113281,0.04722488,0.01297812,0.00000000,0.65606346,0.84921466,0.14218127,1.60807681
-5.44772386,3.79704558,0.11010367,0.04548784,0.01311785,0.00000000,0.66996912,0.82818660,0.14824369,1.63658824
-5.44172086,3.79640909,0.11923360,0.04367120,0.01324967,0.00000000,0.68339835,0.80522727,0.15426223,1.66357439
-5.43571786,3.79058595,0.12841659,0.04181539,0.01337548,0.00000000,0.69626632,0.78068775,0.16014569,1.68881558
-5.42971486,3.77997246,0.13754117,0.03996443,0.01349826,0.00000000,0.70849649,0.75496017,0.16579931,1.71208004
-5.42371186,3.76501265,0.14649391,0.03816533,0.01362212,0.00000000,0.72002504,0.72846809,0.17112671,1.73313182
-5.41770885,3.74619944,0.15516333,0.03646744,0.01375230,0.00000000,0.73080647,0.70165733,0.17603220,1.75174265
-5.41170585,3.72408260,0.16344412,0.03492181,0.01389528,0.00000000,0.74082045,0.67498754,0.18042345,1.76770745
-5.40570285,3.69928244,0.17124142,0.03358071,0.01405877,0.00000000,0.75007934,0.64892469,0.18421438,1.78086253
-5.39969985,3.67250804,0.17847498,0.03249710,0.01425177,0.00000000,0.75863598,0.62393475,0.18732827,1.79110564
-5.39369685,3.64457769,0.18508305,0.03172418,0.01448457,0.00000000,0.76659114,0.60047835,0.18970074,1.79841622
-5.38769385,3.61643898,0.19102563,0.03131492,0.01476871,0.00000000,0.77410000,0.57900630,0.19128271,1.80287442
-5.38169085,3.58918559,0.19628700,0.03132166,0.01511693,0.00000000,0.78137682,0.55995572,0.19204291,1.80467723
-5.37568784,3.56406784,0.20087732,0.03179559,0.01554300,0.00000000,0.78869725,0.54374632,0.19196999,1.80415014
-5.36968484,3.54249420,0.20483308,0.03278616,0.01606157,0.00000000,0.79639764,0.53077660,0.19107394,1.80175278
-5.36368184,3.52602141,0.20821639,0.03434043,0.01668786,0.00000000,0.80487087,0.52141952,0.18938678,1.79807756
-5.35767884,3.51633164,0.21111307,0.03650228,0.01743733,0.00000000,0.81455845,0.51601727,0.18696243,1.79384048
-5.35167584,3.51519580,0.21362950,0.03931143,0.01832523,0.00000000,0.82593875,0.51487515,0.18387564,1.78986376
-5.34567284,3.52442325,0.21588842,0.04280240,0.01936614,0.00000000,0.83951167,0.51825422,0.18022014,1.78705069
-5.33966983,3.54579905,0.21802372,0.04700328,0.02057337,0.00000000,0.85578002,0.52636301,0.17610591,1.78635318
-5.33366683,3.58101099,0.22017456,0.05193438,0.02195843,0.00000000,0.87522836,0.53934830,0.17165572,1.78873353
-5.32766383,3.63156948,0.22247902,0.05760690,0.02353039,0.00000000,0.89830018,0.55728556,0.16700113,1.79512194
-5.32166083,3.69872425,0.22506757,0.06402152,0.02529530,0.00000000,0.92537437,0.58016931,0.16227801,1.80637182
-5.31565783,3.78338223,0.22805669,0.07116709,0.02725567,0.00000000,0.95674225,0.60790423,0.15762192,1.82321525
-5.30965483,3.88603124,0.23154299,0.07901941,0.02940999,0.00000000,0.99258630,0.64029746,0.15316335,1.84622096
-5.30365183,4.00667435,0.23559803,0.08754034,0.03175235,0.00000000,1.03296186,0.67705294,0.14902324,1.87575702
-5.29764882,4.14477912,0.24026422,0.09667708,0.03427227,0.00000000,1.07778275,0.71776841,0.14530880,1.91196077
-5.29164582,4.29924559,0.24555196,0.10636193,0.03695456,0.00000000,1.12681204,0.76193554,0.14210990,1.95471738
-5.28564282,4.46839598,0.25143811,0.11651244,0.03977948,0.00000000,1.17965843,0.80894381,0.13949614,2.00364894
-5.27963982,4.64998796,0.25786600,0.12703210,0.04272298,0.00000000,1.23577891,0.85808823,0.13751473,2.05811460
-5.27363682,4.84125231,0.26474692,0.13781150,0.04575714,0.00000000,1.29448783,0.90858115,0.13618921,2.11722241
-5.26763382,5.03895429,0.27196292,0.14873011,0.04885084,0.00000000,1.35497220,0.95956796,0.13551909,2.17985233
-5.26163082,5.23947706,0.27937101,0.15965850,0.05197043,0.00000000,1.41631289,1.01014632,0.13548038,2.24468986
-5.25562781,5.43892414,0.28680831,0.17046115,0.05508071,0.00000000,1.47751093,1.05938834,0.13602691,2.31026859
-5.24962481,5.63323694,0.29409813,0.18099958,0.05814581,0.00000000,1.53751792,1.10636512,0.13709255,2.37502008
-5.24362181,5.81832257,0.30105643,0.19113588,0.06113023,0.00000000,1.59526942,1.15017250,0.13859392,2.43732876
-5.23761881,5.99018668,0.30749864,0.20073650,0.06399985,0.00000000,1.64971993,1.18995725,0.14043376,2.49558940
-5.23161581,6.14506565,0.31324628,0.20967610,0.06672289,0.00000000,1.69987812,1.22494251,0.14250459,2.54826470
-5.22561281,6.27955268,0.31813333,0.21784142,0.06927084,0.00000000,1.74484084,1.25445150,0.14469272,2.59394048
-5.21960980,6.39071261,0.32201183,0.22513496,0.07161923,0.00000000,1.78382459,1.27792849,0.14688222,2.63137613
-5.21360680,6.47618086,0.32475675,0.23147844,0.07374829,0.00000000,1.81619323,1.29495618,0.14895891,2.65954841
-5.20760380,6.53424264,0.32626977,0.23681578,0.07564353,0.00000000,1.84148094,1.30526878,0.15081411,2.67768681
-5.20160080,6.56388983,0.32648203,0.24111552,0.07729599,0.00000000,1.85940953,1.30876030,0.15234809,2.68529939
-5.19559780,6.56485361,0.32535568,0.24437267,0.07870253,0.00000000,1.86989952,1.30548770,0.15347307,2.68218842
-5.18959480,6.53761233,0.32288434,0.24660969,0.07986581,0.00000000,1.87307478,1.29566894,0.15411575,2.66845541
-5.18359180,6.48337511,0.31909249,0.24787678,0.08079420,0.00000000,1.86926052,1.27967603,0.15421923,2.64449601
-5.17758879,6.40404241,0.31403396,0.24825126,0.08150151,0.00000000,1.85897487,1.25802341,0.15374434,2.61098529
-5.17158579,6.30214603,0.30778959,0.24783604,0.08200664,0.00000000,1.84291441,1.23135228,0.15267037,2.56885441
-5.16558279,6.18077121,0.30046428,0.24675729,0.08233316,0.00000000,1.82193422,1.20041147,0.15099518,2.51926007
-5.15957979,6.04346434,0.29218369,0.24516128,0.08250868,0.00000000,1.79702307,1.16603566,0.14873469,2.46354793
-5.15357679,5.89412976,0.28309053,0.24321041,0.08256431,0.00000000,1.76927470,1.12912178,0.14592194,2.40321182
-5.14757379,5.73691934,0.27334086,0.24107865,0.08253396,0.00000000,1.73985600,1.09060436,0.14260551,2.33985001
-5.14157079,5.57611842,0.26310033,0.23894637,0.08245365,0.00000000,1.70997297,1.05143069,0.13884769,2.27512013
-5.13556778,5.41603148,0.25254064,0.23699489,0.08236069,0.00000000,1.68083551,1.01253648,0.13472218,2.21069406
-5.12956478,5.26087058,0.24183611,0.23540068,0.08229292,0.00000000,1.65362208,0.97482271,0.13031165,2.14821394
-5.12356178,5.11464921,0.23116055,0.23432961,0.08228786,0.00000000,1.62944490,0.93913423,0.12570506,2.08925036
-5.11755878,4.98108395,0.22068437,0.23393138,0.08238176,0.00000000,1.60931697,0.90624054,0.12099492,2.03526350
-5.11155578,4.86350580,0.21057193,0.23433424,0.08260879,0.00000000,1.59412154,0.87681914,0.11627452,1.98756806
-5.10555278,4.76478283,0.20097915,0.23564032,0.08300000,0.00000000,1.58458504,0.85144172,0.11163528,1.94730226
-5.09954977,4.68725532,0.19205120,0.23792178,0.08358245,0.00000000,1.58125414,0.83056332,0.10716419,1.91540171
-5.09354677,4.63268453,0.18392049,0.24121781,0.08437828,0.00000000,1.58447772,0.81451455,0.10294144,1.89257811
-5.08754377,4.60221577,0.17670461,0.24553271,0.08540381,0.00000000,1.59439435,0.80349699,0.09903832,1.87930333
-5.08154077,4.59635634,0.17050443,0.25083523,0.08666881,0.00000000,1.61092571,0.79758164,0.09551546,1.87579899
-5.07553777,4.61496855,0.16540235,0.25705907,0.08817580,0.00000000,1.63377631,0.79671042,0.09242127,1.88203170
-5.06953477,4.65727810,0.16146051,0.26410466,0.08991955,0.00000000,1.66243969,0.80070054,0.08979093,1.89771404
-5.06353177,4.72189737,0.15871925,0.27184217,0.09188676,0.00000000,1.69621102,0.80925162,0.08764556,1.92231143
-5.05752876,4.80686336,0.15719575,0.28011556,0.09405600,0.00000000,1.73420584,0.82195537,0.08599194,1.95505473
-5.05152576,4.90968933,0.15688294,0.28874767,0.09639783,0.00000000,1.77538447,0.83830750,0.08482257,1.99495849
-5.04552276,5.02742913,0.15774876,0.29754597,0.09887525,0.00000000,1.81858143,0.85772170,0.08411610,2.04084452
-5.03951976,5.15675261,0.15973591,0.30630885,0.10144437,0.00000000,1.86253894,0.87954521,0.08383820,2.09137039
-5.03351676,5.29403026,0.16276212,0.31483218,0.10405539,0.00000000,1.90594335,0.90307571,0.08394271,2.14506225
-5.02751376,5.43542511,0.16672115,0.32291579,0.10665374,0.00000000,1.94746348,0.92757904,0.08437321,2.20035128
-5.02151076,5.57698921,0.17148432,0.33036965,0.10918152,0.00000000,1.98578938,0.95230743,0.08506480,2.25561279
-5.01550775,5.71476224,0.17690296,0.33701947,0.11157900,0.00000000,2.01967029,0.97651759,0.08594613,2.30920708
-5.00950475,5.84486948,0.18281151,0.34271151,0.11378631,0.00000000,2.04795045,0.99948837,0.08694166,2.35952084
-5.00350175,5.96361650,0.18903135,0.34731644,0.11574512,0.00000000,2.06960166,1.02053754,0.08797394,2.40500802
-4.99749875,6.06757791,0.19537533,0.35073203,0.11740034,0.00000000,2.08375135,1.03903710,0.08896599,2.44422893
-4.99149575,6.15367775,0.20165276,0.35288480,0.11870170,0.00000000,2.08970550,1.05442703,0.08984362,2.47588642
-4.98549275,6.21925965,0.20767494,0.35373041,0.11960529,0.00000000,2.08696565,1.06622690,0.09053768,2.49885817
-4.97948974,6.26214484,0.21326076,0.35325308,0.12007478,0.00000000,2.07523961,1.07404536,0.09098606,2.51222402
-4.97348674,6.28067694,0.21824252,0.35146401,0.12008253,0.00000000,2.05444587,1.07758708,0.09113546,2.51528769
-4.96748374,6.27375276,0.22247139,0.34839903,0.11961039,0.00000000,2.02471166,1.07665738,0.09094290,2.50759230
-4.96148074,6.24083872,0.22582258,0.34411571,0.11865022,0.00000000,1.98636521,1.07116423,0.09037681,2.48892922
-4.95547774,6.18197323,0.22819993,0.33869009,0.11720412,0.00000000,1.93992266,1.06111803,0.08941773,2.45934024
-4.94947474,6.09775555,0.22953957,0.33221334,0.11528443,0.00000000,1.88607031,1.04662897,0.08805866,2.41911319
-4.94347174,5.98932200,0.22981273,0.32478843,0.11291334,0.00000000,1.82564316,1.02790251,0.08630490,2.36877110
-4.93746873,5.85831108,0.22902741,0.31652711,0.11012235,0.00000000,1.75960055,1.00523297,0.08417356,2.30905567
-4.93146573,5.70681854,0.22722884,0.30754728,0.10695147,0.00000000,1.68899985,0.97899563,0.08169269,2.24090547
-4.92546273,5.53734446,0.22449872,0.29797082,0.10344824,0.00000000,1.61496905,0.94963755,0.07890004,2.16542990
-4.91945973,5.35273363,0.22095332,0.28792198,0.09966657,0.00000000,1.53867915,0.91766747,0.07584158,2.08387960
-4.91345673,5.15611118,0.21674035,0.27752625,0.09566552,0.00000000,1.46131709,0.88364495,0.07256980,1.99761438
-4.90745373,4.95081489,0.21203485,0.26690969,0.09150794,0.00000000,1.38405978,0.84816915,0.06914189,1.90806968
-4.90145073,4.74032581,0.20703419,0.25619860,0.08725915,0.00000000,1.30804991,0.81186728,0.06561784,1.81672237
-4.89544772,4.52819850,0.20195239,0.24551947,0.08298554,0.00000000,1.23437383,0.77538306,0.06205853,1.72505702
-4.88944472,4.31799218,0.19701385,0.23499892,0.07875330,0.00000000,1.16404186,0.73936527,0.05852393,1.63453331
-4.88344172,4.11320373,0.19244696,0.22476367,0.07462708,0.00000000,1.09797128,0.70445658,0.05507144,1.54655541
-4.87743872,3.91720373,0.18847751,0.21494022,0.07066882,0.00000000,1.03697201,0.67128262,0.05175438,1.46244399
-4.87143572,3.73317600,0.18532226,0.20565430,0.06693665,0.00000000,0.98173517,0.64044153,0.04862074,1.38341129
-4.86543272,3.56406157,0.18318286,0.19702979,0.06348388,0.00000000,0.93282433,0.61249393,0.04571219,1.31053979
-4.85942971,3.41250747,0.18224023,0.18918728,0.06035810,0.00000000,0.89066961,0.58795342,0.04306335,1.24476455
-4.85342671,3.28082095,0.18264959,0.18224206,0.05760044,0.00000000,0.85556431,0.56727762,0.04070131,1.18685955
-4.84742371,3.17092944,0.18453613,0.17630171,0.05524488,0.00000000,0.82766412,0.55085983,0.03864551,1.13742794
-4.84142071,3.08434675,0.18799151,0.17146328,0.05331777,0.00000000,0.80698872,0.53902137,0.03690778,1.09689618
-4.83541771,3.02214582,0.19307127,0.16781019,0.05183737,0.00000000,0.79342557,0.53200470,0.03549262,1.06551191
-4.82941471,2.98493847,0.19979292,0.16540897,0.05081363,0.00000000,0.78673591,0.52996747,0.03439777,1.04334539
-4.82341171,2.97286247,0.20813505,0.16430609,0.05024797,0.00000000,0.78656254,0.53297756,0.03361478,1.03029413
-4.81740870,2.98557626,0.21803719,0.16452488,0.05013328,0.00000000,0.79243944,0.54100939,0.03312985,1.02609053
-4.81140570,3.02226180,0.22940048,0.16606291,0.05045401,0.00000000,0.80380297,0.55394153,0.03292469,1.03031219
-4.80540270,3.08163584,0.24208920,0.16888992,0.05118636,0.00000000,0.82000441,0.57155604,0.03297737,1.04239447
-4.79939970,3.16196972,0.25593294,0.17294641,0.05229870,0.00000000,0.84032369,0.59353946,0.03326328,1.06164515
-4.79339670,3.26111807,0.27072960,0.17814317,0.05375199,0.00000000,0.86398407,0.61948589,0.03375597,1.08726064
-4.78739370,3.37655626,0.28624897,0.18436170,0.05550045,0.00000000,0.89016756,0.64890205,0.03442799,1.11834373
-4.78139070,3.50542644,0.30223704,0.19145567,0.05749236,0.00000000,0.91803079,0.68121467,0.03525162,1.15392222
-4.77538769,3.64459177,0.31842078,0.19925346,0.05967096,0.00000000,0.94672118,0.71578005,0.03619950,1.19296847
-4.76938469,3.79069814,0.33451359,0.20756161,0.06197548,0.00000000,0.97539293,0.75189583,0.03724512,1.23441934
-4.76338169,3.94024227,0.35022109,0.21616932,0.06434241,0.00000000,1.00322281,0.78881475,0.03836329,1.27719628
-4.75737869,4.08964502,0.36524728,0.22485364,0.06670670,0.00000000,1.02942533,0.82576027,0.03953032,1.32022535
-4.75137569,4.23532816,0.37930102,0.23338529,0.06900321,0.00000000,1.05326692,0.86194356,0.04072425,1.36245668
-4.74537269,4.37379280,0.39210251,0.24153498,0.07116811,0.00000000,1.07407908,0.89658150,0.04192485,1.40288320
-4.73936968,4.50169723,0.40338978,0.24907977,0.07314035,0.00000000,1.09126995,0.92891515,0.04311358,1.44055819
-4.73336668,4.61593205,0.41292491,0.25580944,0.07486312,0.00000000,1.10433430,0.95822807,0.04427346,1.47461144
-4.72736368,4.71369015,0.42049985,0.26153248,0.07628519,0.00000000,1.11286150,0.98386390,0.04538892,1.50426357
-4.72136068,4.79252938,0.42594158,0.26608157,0.07736221,0.00000000,1.11654142,1.00524255,0.04644551,1.52883828
-4.71535768,4.85042573,0.42911650,0.26931813,0.07805776,0.00000000,1.11516806,1.02187441,0.04742973,1.54777236
-4.70935468,4.88581527,0.42993380,0.27113602,0.07834431,0.00000000,1.10864082,1.03337202,0.04832881,1.56062308
-4.70335168,4.89762348,0.42834773,0.27146405,0.07820388,0.00000000,1.09696342,1.03945883,0.04913051,1.56707296
-4.69734867,4.88528096,0.42435859,0.27026732,0.07762840,0.00000000,1.08024044,1.03997461,0.04982297,1.56693194
-4.69134567,4.84872514,0.41801246,0.26754724,0.07661987,0.00000000,1.05867173,1.03487742,0.05039471,1.56013670
-4.68534267,4.78838829,0.40939958,0.26334051,0.07519019,0.00000000,1.03254466,1.02424215,0.05083458,1.54674754
-4.67933967,4.70517239,0.39865146,0.25771681,0.07336066,0.00000000,1.00222476,1.00825559,0.05113190,1.52694284
-4.67333667,4.60041224,0.38593683,0.25077564,0.07116128,0.00000000,0.96814481,0.98720848,0.05127658,1.50101142
-4.66733367,4.47582844,0.37145654,0.24264231,0.06862975,0.00000000,0.93079284,0.96148480,0.05125941,1.46934309
-4.66133067,4.33347241,0.35543765,0.23346333,0.06581036,0.00000000,0.89069955,0.93154895,0.05107234,1.43241775
-4.65532766,4.17566563,0.33812693,0.22340149,0.06275256,0.00000000,0.84842528,0.89793117,0.05070882,1.39079339
-4.64932466,4.00493548,0.31978401,0.21263071,0.05950963,0.00000000,0.80454729,0.86121206,0.05016417,1.34509344
-4.64332166,3.82395018,0.30067439,0.20133105,0.05613715,0.00000000,0.75964741,0.82200666,0.04943596,1.29599369
