energy_ev,total_up,Ca_p_up,Ca_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-5.63381691,2.43750746,0.01722547,0.00000000,0.05146268,0.08961421,0.08777010,0.91077463,0.50366237,0.51767656
-5.62781391,2.39275622,0.01714826,0.00000000,0.04852672,0.08677962,0.08734482,0.90137147,0.48849043,0.50106622
-5.62181091,2.34898991,0.01706518,0.00000000,0.04562803,0.08416762,0.08684050,0.89180962,0.47368487,0.48505176
-5.61580790,2.30709147,0.01697927,0.00000000,0.04281747,0.08181591,0.08627327,0.88239730,0.45951140,0.46983774
-5.60980490,2.26787737,0.01689333,0.00000000,0.04014300,0.07975524,0.08565797,0.87342911,0.44622242,0.45561039
-5.60380190,2.23207874,0.01680986,0.00000000,0.03764870,0.07800927,0.08500780,0.86517840,0.43405366,0.44253341
-5.59779890,2.20032747,0.01673103,0.00000000,0.03537388,0.07659474,0.08433412,0.85789122,0.42322198,0.43074506
-5.59179590,2.17314737,0.01665865,0.00000000,0.03335247,0.07552173,0.08364630,0.85178204,0.41392401,0.42035632
-5.58579290,2.15094999,0.01659421,0.00000000,0.03161241,0.07479425,0.08295171,0.84703103,0.40633563,0.41145003
-5.57978989,2.13403469,0.01653891,0.00000000,0.03017530,0.07441084,0.08225575,0.84378290,0.40061218,0.40408102
-5.57378689,2.12259220,0.01649369,0.00000000,0.02905619,0.07436533,0.08156201,0.84214710,0.39688908,0.39827702
-5.56778389,2.11671103,0.01645932,0.00000000,0.02826349,0.07464758,0.08087236,0.84219890,0.39528276,0.39404008
-5.56178089,2.11638586,0.01643642,0.00000000,0.02779905,0.07524434,0.08018717,0.84398144,0.39589165,0.39134859
-5.55577789,2.12152722,0.01642557,0.00000000,0.02765837,0.07613995,0.07950548,0.84750810,0.39879710,0.39015953
-5.54977489,2.13197154,0.01642727,0.00000000,0.02783094,0.07731712,0.07882513,0.85276519,0.40406398,0.39041090
-5.54377189,2.14749126,0.01644205,0.00000000,0.02830071,0.07875751,0.07814300,0.85971456,0.41174088,0.39202433
-5.53776888,2.16780418,0.01647041,0.00000000,0.02904664,0.08044234,0.07745509,0.86829603,0.42185983,0.39490753
-5.53176588,2.19258181,0.01651287,0.00000000,0.03004337,0.08235275,0.07675667,0.87842945,0.43443547,0.39895675
-5.52576288,2.22145656,0.01656994,0.00000000,0.03126196,0.08447016,0.07604241,0.89001632,0.44946360,0.40405909
-5.51975988,2.25402747,0.01664205,0.00000000,0.03267066,0.08677647,0.07530645,0.90294100,0.46691934,0.41009458
-5.51375688,2.28986464,0.01672951,0.00000000,0.03423582,0.08925413,0.07454257,0.91707142,0.48675470,0.41693814
-5.50775388,2.32851241,0.01683249,0.00000000,0.03592267,0.09188612,0.07374427,0.93225944,0.50889604,0.42446126
-5.50175088,2.36949151,0.01695089,0.00000000,0.03769626,0.09465581,0.07290490,0.94834102,0.53324119,0.43253346
-5.49574787,2.41230026,0.01708432,0.00000000,0.03952223,0.09754675,0.07201788,0.96513611,0.55965668,0.44102364
-5.48974487,2.45641534,0.01723200,0.00000000,0.04136764,0.10054237,0.07107680,0.98244869,0.58797524,0.44980105
-5.48374187,2.50129215,0.01739274,0.00000000,0.04320162,0.10362560,0.07007566,1.00006682,0.61799358,0.45873615
-5.47773887,2.54636518,0.01756487,0.00000000,0.04499600,0.10677849,0.06900905,1.01776303,0.64947088,0.46770126
-5.47173587,2.59104853,0.01774619,0.00000000,0.04672574,0.10998175,0.06787239,1.03529503,0.68212804,0.47657096
-5.46573287,2.63473691,0.01793399,0.00000000,0.04836927,0.11321429,0.06666207,1.05240691,0.71564787,0.48522238
-5.45972986,2.67680725,0.01812502,0.00000000,0.04990866,0.11645285,0.06537568,1.06883090,0.74967640,0.49353525
-5.45372686,2.71662112,0.01831553,0.00000000,0.05132960,0.11967161,0.06401209,1.08428959,0.78382536,0.50139195
-5.44772386,2.75352807,0.01850127,0.00000000,0.05262131,0.12284185,0.06257157,1.09849890,0.81767592,0.50867739
-5.44172086,2.78687016,0.01867758,0.00000000,0.05377620,0.12593179,0.06105582,1.11117147,0.85078376,0.51527893
-5.43571786,2.81598753,0.01883946,0.00000000,0.05478953,0.12890654,0.05946795,1.12202069,0.88268532,0.52108633
-5.42971486,2.84022542,0.01898160,0.00000000,0.05565895,0.13172814,0.05781236,1.13076521,0.91290529,0.52599188
-5.42371186,2.85894228,0.01909858,0.00000000,0.05638390,0.13435585,0.05609465,1.13713378,0.94096516,0.52989060
-5.41770885,2.87151938,0.01918488,0.00000000,0.05696514,0.13674659,0.05432139,1.14087056,0.96639253,0.53268083
-5.41170585,2.87737141,0.01923508,0.00000000,0.05740421,0.13885560,0.05249992,1.14174051,0.98873126,0.53426505
-5.40570285,2.87595834,0.01924393,0.00000000,0.05770295,0.14063729,0.05063808,1.13953491,1.00755179,0.53455106
-5.39969985,2.86679793,0.01920655,0.00000000,0.05786317,0.14204625,0.04874399,1.13407683,1.02246170,0.53345349
-5.39369685,2.84947892,0.01911850,0.00000000,0.05788634,0.14303844,0.04682577,1.12522636,1.03311585,0.53089572
-5.38769385,2.82367414,0.01897596,0.00000000,0.05777347,0.14357246,0.04489132,1.11288541,1.03922607,0.52681199
-5.38169085,2.78915342,0.01877581,0.00000000,0.05752513,0.14361096,0.04294818,1.09700199,1.04056966,0.52114978
-5.37568784,2.74579536,0.01851580,0.00000000,0.05714153,0.14312198,0.04100336,1.07757364,1.03699679,0.51387227
-5.36968484,2.69359771,0.01819458,0.00000000,0.05662280,0.14208029,0.03906326,1.05464998,1.02843603,0.50496083
-5.36368184,2.63268550,0.01781182,0.00000000,0.05596926,0.14046861,0.03713365,1.02833407,1.01489816,0.49441722
-5.35767884,2.56331647,0.01736828,0.00000000,0.05518183,0.13827863,0.03521968,0.99878262,0.99647770,0.48226556
-5.35167584,2.48588323,0.01686577,0.00000000,0.05426243,0.13551183,0.03332597,0.96620468,0.97335226,0.46855384
-5.34567284,2.40091173,0.01630720,0.00000000,0.05321435,0.13217992,0.03145667,0.93085905,0.94577944,0.45335472
-5.33966983,2.30905588,0.01569653,0.00000000,0.05204264,0.12830511,0.02961561,0.89305017,0.91409160,0.43676569
-5.33366683,2.21108807,0.01503868,0.00000000,0.05075434,0.12391983,0.02780640,0.85312268,0.87868831,0.41890844
-5.32766383,2.10788591,0.01433948,0.00000000,0.04935869,0.11906628,0.02603259,0.81145473,0.84002696,0.39992733
-5.32166083,2.00041525,0.01360548,0.00000000,0.04786716,0.11379553,0.02429776,0.76845017,0.79861171,0.37998713
-5.31565783,1.88971030,0.01284388,0.00000000,0.04629339,0.10816631,0.02260561,0.72453003,0.75498121,0.35926997
-5.30965483,1.77685124,0.01206228,0.00000000,0.04465304,0.10224358,0.02095998,0.68012331,0.70969553,0.33797157
-5.30365183,1.66294042,0.01126857,0.00000000,0.04296347,0.09609690,0.01936494,0.63565777,0.66332279,0.31629709
-5.29764882,1.54907790,0.01047070,0.00000000,0.04124338,0.08979859,0.01782471,0.59155069,0.61642591,0.29445649
-5.29164582,1.43633740,0.00967654,0.00000000,0.03951239,0.08342192,0.01634365,0.54820024,0.56955008,0.27265985
-5.28564282,1.32574361,0.00889365,0.00000000,0.03779056,0.07703929,0.01492615,0.50597762,0.52321123,0.25111270
-5.27963982,1.21825175,0.00812917,0.00000000,0.03609794,0.07072048,0.01357657,0.46522040,0.47788608,0.23001155
-5.27363682,1.11473022,0.00738965,0.00000000,0.03445415,0.06453114,0.01229912,0.42622712,0.43400386,0.20953990
-5.26763382,1.01594683,0.00668096,0.00000000,0.03287799,0.05853139,0.01109774,0.38925348,0.39194006,0.18986480
-5.26163082,0.92255911,0.00600819,0.00000000,0.03138718,0.05277479,0.00997603,0.35451020,0.35201234,0.17113411
-5.25562781,0.83510896,0.00537558,0.00000000,0.02999811,0.04730756,0.00893711,0.32216236,0.31447851,0.15347449
-5.24962481,0.75402136,0.00478653,0.00000000,0.02872576,0.04216808,0.00798358,0.29233053,0.27953659,0.13699025
-5.24362181,0.67960724,0.00424357,0.00000000,0.02758365,0.03738675,0.00711749,0.26509311,0.24732682,0.12176293
-5.23761881,0.61206972,0.00374840,0.00000000,0.02658390,0.03298611,0.00634026,0.24048999,0.21793529,0.10785170
-5.23161581,0.55151344,0.00330195,0.00000000,0.02573733,0.02898120,0.00565271,0.21852716,0.19139906,0.09529431
-5.22561281,0.49795601,0.00290443,0.00000000,0.02505355,0.02538014,0.00505508,0.19918197,0.16771225,0.08410870
-5.21960980,0.45134096,0.00255544,0.00000000,0.02454114,0.02218492,0.00454706,0.18240868,0.14683294,0.07429497
-5.21360680,0.41155143,0.00225404,0.00000000,0.02420770,0.01939225,0.00412781,0.16814413,0.12869048,0.06583762
-5.20760380,0.37842366,0.00199882,0.00000000,0.02405990,0.01699455,0.00379609,0.15631314,0.11319282,0.05870801
-5.20160080,0.35175985,0.00178808,0.00000000,0.02410344,0.01498088,0.00355021,0.14683342,0.10023368,0.05286671
-5.19559780,0.33133955,0.00161981,0.00000000,0.02434296,0.01333795,0.00338819,0.13961981,0.08969921,0.04826585
-5.18959480,0.31692948,0.00149185,0.00000000,0.02478173,0.01205094,0.00330772,0.13458764,0.08147402,0.04485125
-5.18359180,0.30829117,0.00140192,0.00000000,0.02542146,0.01110439,0.00330627,0.13165526,0.07544634,0.04256421
-5.17758879,0.30518649,0.00134772,0.00000000,0.02626180,0.01048280,0.00338104,0.13074561,0.07151223,0.04134314
-5.17158579,0.30738115,0.00132691,0.00000000,0.02729998,0.01017127,0.00352906,0.13178689,0.06957885,0.04112466
-5.16558279,0.31464609,0.00133723,0.00000000,0.02853034,0.01015587,0.00374710,0.13471246,0.06956666,0.04184456
-5.15957979,0.32675739,0.00137647,0.00000000,0.02994388,0.01042394,0.00403176,0.13946010,0.07141070,0.04343835
-5.15357679,0.34349466,0.00144249,0.00000000,0.03152791,0.01096423,0.00437939,0.14597073,0.07506080,0.04584161
-5.14757379,0.36463870,0.00153328,0.00000000,0.03326581,0.01176696,0.00478612,0.15418685,0.08048112,0.04899011
-5.14157079,0.38996856,0.00164692,0.00000000,0.03513687,0.01282369,0.00524785,0.16405080,0.08764870,0.05281982
-5.13556778,0.41925857,0.00178161,0.00000000,0.03711643,0.01412712,0.00576023,0.17550307,0.09655149,0.05726683
-5.12956478,0.45227562,0.00193565,0.00000000,0.03917611,0.01567088,0.00631872,0.18848075,0.10718575,0.06226729
-5.12356178,0.48877706,0.00210747,0.00000000,0.04128434,0.01744914,0.00691855,0.20291630,0.11955291,0.06775731
-5.11755878,0.52850932,0.00229564,0.00000000,0.04340711,0.01945626,0.00755481,0.21873664,0.13365621,0.07367302
-5.11155578,0.57120741,0.00249885,0.00000000,0.04550890,0.02168636,0.00822248,0.23586262,0.14949691,0.07995066
-5.10555278,0.61659540,0.00271590,0.00000000,0.04755379,0.02413288,0.00891650,0.25420894,0.16707044,0.08652686
-5.09954977,0.66438757,0.00294578,0.00000000,0.04950680,0.02678818,0.00963181,0.27368431,0.18636248,0.09333890
-5.09354677,0.71429038,0.00318759,0.00000000,0.05133520,0.02964313,0.01036348,0.29419200,0.20734500,0.10032518
-5.08754377,0.76600474,0.00344058,0.00000000,0.05300992,0.03268669,0.01110672,0.31563048,0.22997254,0.10742571
-5.08154077,0.81922856,0.00370414,0.00000000,0.05450692,0.03590560,0.01185699,0.33789422,0.25417870,0.11458260
-5.07553777,0.87365926,0.00397779,0.00000000,0.05580842,0.03928407,0.01261006,0.36087439,0.27987293,0.12174057
-5.06953477,0.92899588,0.00426117,0.00000000,0.05690394,0.04280359,0.01336201,0.38445948,0.30693792,0.12884738
-5.06353177,0.98494078,0.00455397,0.00000000,0.05779111,0.04644273,0.01410930,0.40853577,0.33522751,0.13585427
-5.05752876,1.04120067,0.00485598,0.00000000,0.05847622,0.05017713,0.01484878,0.43298746,0.36456526,0.14271612
-5.05152576,1.09748690,0.00516694,0.00000000,0.05897435,0.05397946,0.01557762,0.45769666,0.39474391,0.14939168
-5.04552276,1.15351512,0.00548659,0.00000000,0.05930917,0.05781959,0.01629331,0.48254310,0.42552572,0.15584348
-5.03951976,1.20900423,0.00581457,0.00000000,0.05951243,0.06166480,0.01699361,0.50740361,0.45664375,0.16203772
-5.03351676,1.26367503,0.00615036,0.00000000,0.05962299,0.06548005,0.01767646,0.53215167,0.48780424,0.16794401
-5.02751376,1.31724863,0.00649327,0.00000000,0.05968559,0.06922848,0.01833992,0.55665681,0.51869002,0.17353498
-5.02151076,1.36944489,0.00684235,0.00000000,0.05974938,0.07287182,0.01898203,0.58078428,0.54896495,0.17878587
-5.01550775,1.41998138,0.00719639,0.00000000,0.05986611,0.07637107,0.01960079,0.60439498,0.57827946,0.18367404
-5.00950475,1.46857293,0.00755387,0.00000000,0.06008836,0.07968713,0.02019406,0.62734580,0.60627695,0.18817859
-5.00350175,1.51493216,0.00791297,0.00000000,0.06046755,0.08278155,0.02075947,0.64949042,0.63260103,0.19227989
-4.99749875,1.55877128,0.00827157,0.00000000,0.06105208,0.08561732,0.02129441,0.67068082,0.65690338,0.19595936
-4.99149575,1.59980505,0.00862726,0.00000000,0.06188555,0.08815970,0.02179599,0.69076933,0.67885214,0.19919923
-4.98549275,1.63775531,0.00897741,0.00000000,0.06300517,0.09037709,0.02226103,0.70961134,0.69814039,0.20198259
-4.97948974,1.67235664,0.00931922,0.00000000,0.06444041,0.09224183,0.02268612,0.72706859,0.71449470,0.20429348
-4.97348674,1.70336340,0.00964977,0.00000000,0.06621201,0.09373109,0.02306766,0.74301295,0.72768333,0.20611722
-4.96748374,1.73055758,0.00996616,0.00000000,0.06833129,0.09482761,0.02340191,0.75733053,0.73752385,0.20744090
-4.96148074,1.75375739,0.01026553,0.00000000,0.07079984,0.09552050,0.02368513,0.76992593,0.74388996,0.20825393
-4.95547774,1.77282601,0.01054524,0.00000000,0.07360958,0.09580589,0.02391366,0.78072649,0.74671720,0.20854884
-4.94947474,1.78768026,0.01080288,0.00000000,0.07674319,0.09568754,0.02408406,0.78968631,0.74600739,0.20832205
-4.94347174,1.79829855,0.01103644,0.00000000,0.08017485,0.09517733,0.02419323,0.79678970,0.74183167,0.20757470
-4.93746873,1.80472790,0.01124433,0.00000000,0.08387123,0.09429570,0.02423851,0.80205407,0.73433189,0.20631352
-4.93146573,1.80708937,0.01142545,0.00000000,0.08779272,0.09307190,0.02421784,0.80553190,0.72372049,0.20455157
-4.92546273,1.80558185,0.01157929,0.00000000,0.09189481,0.09154416,0.02412980,0.80731176,0.71027865,0.20230896
-4.91945973,1.80048368,0.01170587,0.00000000,0.09612950,0.08975972,0.02397375,0.80751823,0.69435299,0.19961340
-4.91345673,1.79215211,0.01180584,0.00000000,0.10044676,0.08777477,0.02374985,0.80631071,0.67635073,0.19650049
-4.90745373,1.78102040,0.01188037,0.00000000,0.10479588,0.08565411,0.02345910,0.80388110,0.65673357,0.19301396
-4.90145073,1.76759270,0.01193122,0.00000000,0.10912677,0.08347085,0.02310337,0.80045046,0.63601045,0.18920554
-4.89544772,1.75243670,0.01196060,0.00000000,0.11339095,0.08130576,0.02268539,0.79626468,0.61472943,0.18513464
-4.88944472,1.73617430,0.01197117,0.00000000,0.11754251,0.07924661,0.02220866,0.79158942,0.59346873,0.18086776
-4.88344172,1.71947056,0.01196596,0.00000000,0.12153863,0.07738717,0.02167748,0.78670437,0.57282743,0.17647769
-4.87743872,1.70302122,0.01194828,0.00000000,0.12534008,0.07582621,0.02109679,0.78189716,0.55341572,0.17204244
-4.87143572,1.68753912,0.01192164,0.00000000,0.12891131,0.07466610,0.02047213,0.77745697,0.53584504,0.16764393
-4.86543272,1.67373983,0.01188971,0.00000000,0.13222048,0.07401138,0.01980953,0.77366818,0.52071820,0.16336660
-4.85942971,1.66232689,0.01185621,0.00000000,0.13523918,0.07396700,0.01911538,0.77080412,0.50861947,0.15929573
-4.85342671,1.65397695,0.01182485,0.00000000,0.13794219,0.07463638,0.01839635,0.76912113,0.50010490,0.15551577
-4.84742371,1.64932501,0.01179928,0.00000000,0.14030703,0.07611933,0.01765926,0.76885305,0.49569270,0.15210851
-4.84142071,1.64895019,0.01178305,0.00000000,0.14231355,0.07850971,0.01691095,0.77020619,0.49585384,0.14915127
-4.83541771,1.65336200,0.01177952,0.00000000,0.14394356,0.08189295,0.01615823,0.77335491,0.50100278,0.14671511
-4.82941471,1.66298766,0.01179182,0.00000000,0.14518048,0.08634350,0.01540772,0.77843772,0.51148845,0.14486306
-4.82341171,1.67816021,0.01182283,0.00000000,0.14600917,0.09192214,0.01466579,0.78555409,0.52758546,0.14364847
-4.81740870,1.69910801,0.01187513,0.00000000,0.14641585,0.09867336,0.01393847,0.79476177,0.54948569,0.14311354
-4.81140570,1.72594546,0.01195092,0.00000000,0.14638818,0.10662281,0.01323134,0.80607471,0.57729031,0.14328797
-4.80540270,1.75866533,0.01205200,0.00000000,0.14591549,0.11577490,0.01254952,0.81946159,0.61100250,0.14418790
-4.79939970,1.79713279,0.01217969,0.00000000,0.14498919,0.12611067,0.01189755,0.83484487,0.65052109,0.14581501
-4.79339670,1.84108143,0.01233480,0.00000000,0.14360324,0.13758611,0.01127937,0.85210043,0.69563538,0.14815597
-4.78739370,1.89011135,0.01251756,0.00000000,0.14175474,0.15013087,0.01069824,0.87105776,0.74602152,0.15118217
-4.78139070,1.94368978,0.01272754,0.00000000,0.13944453,0.16364762,0.01015675,0.89150089,0.80124070,0.15484981
-4.77538769,2.00115422,0.01296362,0.00000000,0.13667787,0.17801207,0.00965672,0.91316986,0.86073969,0.15910021
-4.76938469,2.06171848,0.01322392,0.00000000,0.13346492,0.19307372,0.00919925,0.93576306,0.92385385,0.16386065
-4.76338169,2.12448167,0.01350581,0.00000000,0.12982125,0.20865745,0.00878466,0.95894034,0.98981296,0.16904534
-4.75737869,2.18844033,0.01380580,0.00000000,0.12576813,0.22456588,0.00841252,0.98232699,1.05775017,0.17455695
-4.75137569,2.25250365,0.01411964,0.00000000,0.12133268,0.24058256,0.00808165,1.00551870,1.12671401,0.18028827
-4.74537269,2.31551170,0.01444228,0.00000000,0.11654779,0.25647599,0.00779015,1.02808746,1.19568349,0.18612426
-4.73936968,2.37625655,0.01476794,0.00000000,0.11145181,0.27200422,0.00753548,1.04958845,1.26358626,0.19194433
-4.73336668,2.43350585,0.01509021,0.00000000,0.10608807,0.28692011,0.00731448,1.06956777,1.32931924,0.19762484
-4.72736368,2.48602841,0.01540213,0.00000000,0.10050415,0.30097700,0.00712345,1.08757110,1.39177163,0.20304173
-4.72136068,2.53262127,0.01569636,0.00000000,0.09475098,0.31393465,0.00695828,1.10315293,1.44984937,0.20807321
-4.71535768,2.57213752,0.01596534,0.00000000,0.08888179,0.32556520,0.00681453,1.11588635,1.50250063,0.21260250
-4.70935468,2.60351400,0.01620144,0.00000000,0.08295098,0.33565910,0.00668752,1.12537301,1.54874133,0.21652049
-4.70335168,2.62579806,0.01639723,0.00000000,0.07701288,0.34403058,0.00657251,1.13125305,1.58767995,0.21972822
-4.69734867,2.63817258,0.01654564,0.00000000,0.07112059,0.35052265,0.00646476,1.13321464,1.61854074,0.22213916
-4.69134567,2.63997808,0.01664020,0.00000000,0.06532478,0.35501131,0.00635973,1.13100276,1.64068434,0.22368118
-4.68534267,2.63073142,0.01667523,0.00000000,0.05967263,0.35740894,0.00625312,1.12442696,1.65362519,0.22429816
-4.67933967,2.61014005,0.01664603,0.00000000,0.05420691,0.35766658,0.00614104,1.11336768,1.65704494,0.22395112
-4.67333667,2.57811130,0.01654904,0.00000000,0.04896520,0.35577514,0.00602008,1.09778086,1.65080117,0.22261900
-4.66733367,2.53475634,0.01638197,0.00000000,0.04397932,0.35176541,0.00588742,1.07770067,1.63493129,0.22029884
-4.66133067,2.48038843,0.01614388,0.00000000,0.03927495,0.34570696,0.00574084,1.05324000,1.60965112,0.21700556
-4.65532766,2.41551545,0.01583527,0.00000000,0.03487151,0.33770584,0.00557882,1.02458886,1.57534840,0.21277117
-4.64932466,2.34082704,0.01545801,0.00000000,0.03078213,0.32790133,0.00540051,0.99201047,1.53257127,0.20764366
-4.64332166,2.25717657,0.01501534,0.00000000,0.02701394,0.31646173,0.00520575,0.95583528,1.48201224,0.20168535
