energy_ev,total_up,B_p_up,B_d_up,Re_p_up,Re_d_up,Se_s_up,Se_p_up
-5.72986493,0.76089292,0.17408974,0.00000000,0.43167860,0.50998679,0.00850413,0.13004522
-5.72386193,0.72345459,0.16698661,0.00000000,0.42021389,0.48731184,0.00793377,0.12036469
-5.71785893,0.69061451,0.16032981,0.00000000,0.41071617,0.46705010,0.00742702,0.11190336
-5.71185593,0.66230951,0.15416129,0.00000000,0.40318258,0.44916449,0.00698244,0.10463409
-5.70585293,0.63841237,0.14851094,0.00000000,0.39756613,0.43357524,0.00659808,0.09852174
-5.69984992,0.61873841,0.14339661,0.00000000,0.39377768,0.42016400,0.00627150,0.09352498
-5.69384692,0.60305246,0.13882456,0.00000000,0.39168871,0.40877848,0.00599994,0.08959776
-5.68784392,0.59107596,0.13478998,0.00000000,0.39113518,0.39923752,0.00578037,0.08669045
-5.68184092,0.58249415,0.13127788,0.00000000,0.39192213,0.39133655,0.00560959,0.08475062
-5.67583792,0.57696347,0.12826409,0.00000000,0.39382927,0.38485342,0.00548427,0.08372351
-5.66983492,0.57411903,0.12571644,0.00000000,0.39661718,0.37955445,0.00540104,0.08355226
-5.66383192,0.57358213,0.12359610,0.00000000,0.40003415,0.37520076,0.00535651,0.08417795
-5.65782891,0.57496797,0.12185903,0.00000000,0.40382351,0.37155460,0.00534735,0.08553956
-5.65182591,0.57789337,0.12045747,0.00000000,0.40773116,0.36838572,0.00537031,0.08757383
-5.64582291,0.58198451,0.11934157,0.00000000,0.41151320,0.36547761,0.00542234,0.09021537
-5.63981991,0.58688466,0.11846094,0.00000000,0.41494333,0.36263344,0.00550057,0.09339666
-5.63381691,0.59226174,0.11776623,0.00000000,0.41781995,0.35968162,0.00560247,0.09704850
-5.62781391,0.59781561,0.11721062,0.00000000,0.41997249,0.35648070,0.00572585,0.10110053
-5.62181091,0.60328501,0.11675128,0.00000000,0.42126706,0.35292374,0.00586905,0.10548217
-5.61580790,0.60845396,0.11635062,0.00000000,0.42161098,0.34894167,0.00603094,0.11012375
-5.60980490,0.61315747,0.11597742,0.00000000,0.42095621,0.34450591,0.00621110,0.11495803
-5.60380190,0.61728646,0.11560778,0.00000000,0.41930144,0.33962987,0.00640993,0.11992190
-5.59779890,0.62079170,0.11522580,0.00000000,0.41669296,0.33436953,0.00662869,0.12495830
-5.59179590,0.62368670,0.11482403,0.00000000,0.41322412,0.32882290,0.00686973,0.13001830
-5.58579290,0.62604932,0.11440370,0.00000000,0.40903342,0.32312857,0.00713647,0.13506314
-5.57978989,0.62802218,0.11397462,0.00000000,0.40430153,0.31746323,0.00743357,0.14006628
-5.57378689,0.62981158,0.11355483,0.00000000,0.39924699,0.31203832,0.00776694,0.14501520
-5.56778389,0.63168505,0.11316999,0.00000000,0.39412106,0.30709592,0.00814381,0.14991297
-5.56178089,0.63396730,0.11285251,0.00000000,0.38920166,0.30290389,0.00857270,0.15477928
-5.55577789,0.63703469,0.11264040,0.00000000,0.38478659,0.29975043,0.00906340,0.15965111
-5.54977489,0.64130807,0.11257604,0.00000000,0.38118632,0.29793811,0.00962686,0.16458264
-5.54377189,0.64724406,0.11270462,0.00000000,0.37871634,0.29777742,0.01027508,0.16964458
-5.53776888,0.65532485,0.11307256,0.00000000,0.37768931,0.29957999,0.01102085,0.17492264
-5.53176588,0.66604637,0.11372583,0.00000000,0.37840709,0.30365144,0.01187758,0.18051537
-5.52576288,0.67990521,0.11470819,0.00000000,0.38115288,0.31028394,0.01285888,0.18653113
-5.51975988,0.69738422,0.11605947,0.00000000,0.38618342,0.31974857,0.01397824,0.19308444
-5.51375688,0.71893704,0.11781391,0.00000000,0.39372143,0.33228747,0.01524856,0.20029158
-5.50775388,0.74497191,0.11999859,0.00000000,0.40394850,0.34810585,0.01668168,0.20826580
-5.50175088,0.77583499,0.12263202,0.00000000,0.41699832,0.36736409,0.01828782,0.21711202
-5.49574787,0.81179370,0.12572290,0.00000000,0.43295061,0.39016980,0.02007501,0.22692140
-5.48974487,0.85302047,0.12926914,0.00000000,0.45182566,0.41657039,0.02204853,0.23776584
-5.48374187,0.89957761,0.13325711,0.00000000,0.47357991,0.44654603,0.02421032,0.24969272
-5.47773887,0.95140381,0.13766117,0.00000000,0.49810245,0.48000355,0.02655844,0.26272002
-5.47173587,1.00830293,0.14244350,0.00000000,0.52521294,0.51677144,0.02908658,0.27683220
-5.46573287,1.06993597,0.14755430,0.00000000,0.55466087,0.55659638,0.03178365,0.29197683
-5.45972986,1.13581657,0.15293222,0.00000000,0.58612658,0.59914166,0.03463347,0.30806249
-5.45372686,1.20531100,0.15850521,0.00000000,0.61922415,0.64398791,0.03761463,0.32495782
-5.44772386,1.27764291,0.16419166,0.00000000,0.65350624,0.69063630,0.04070048,0.34249211
-5.44172086,1.35190345,0.16990184,0.00000000,0.68847111,0.73851470,0.04385933,0.36045742
-5.43571786,1.42706672,0.17553966,0.00000000,0.72357180,0.78698684,0.04705483,0.37861228
-5.42971486,1.50201084,0.18100474,0.00000000,0.75822738,0.83536448,0.05024655,0.39668696
-5.42371186,1.57554415,0.18619464,0.00000000,0.79183617,0.88292267,0.05339079,0.41439026
-5.41770885,1.64643616,0.19100735,0.00000000,0.82379070,0.92891771,0.05644158,0.43141760
-5.41170585,1.71345237,0.19534392,0.00000000,0.85349401,0.97260744,0.05935181,0.44746015
-5.40570285,1.77539196,0.19911112,0.00000000,0.88037681,1.01327324,0.06207454,0.46221485
-5.39969985,1.83112711,0.20222415,0.00000000,0.90391506,1.05024316,0.06456438,0.47539475
-5.39369685,1.87964235,0.20460928,0.00000000,0.92364715,1.08291509,0.06677893,0.48673943
-5.38769385,1.92007250,0.20620622,0.00000000,0.93919025,1.11077925,0.06868014,0.49602499
-5.38169085,1.95173744,0.20697037,0.00000000,0.95025495,1.13343890,0.07023571,0.50307321
-5.37568784,1.97417228,0.20687461,0.00000000,0.95665766,1.15062829,0.07142021,0.50775950
-5.36968484,1.98715123,0.20591071,0.00000000,0.95833014,1.16222710,0.07221610,0.51001918
-5.36368184,1.99070416,0.20409017,0.00000000,0.95532557,1.16827030,0.07261450,0.50985181
-5.35767884,1.98512468,0.20144459,0.00000000,0.94782098,1.16895313,0.07261558,0.50732343
-5.35167584,1.97096929,0.19802532,0.00000000,0.93611566,1.16463052,0.07222875,0.50256642
-5.34567284,1.94904723,0.19390257,0.00000000,0.92062550,1.15581099,0.07147247,0.49577701
-5.33966983,1.92040135,0.18916389,0.00000000,0.90187349,1.14314491,0.07037370,0.48721058
-5.33366683,1.88628048,0.18391205,0.00000000,0.88047654,1.12740762,0.06896709,0.47717475
-5.32766383,1.84810440,0.17826247,0.00000000,0.85712925,1.10947791,0.06729392,0.46602072
-5.32166083,1.80742267,0.17234017,0.00000000,0.83258491,1.09031258,0.06540075,0.45413308
-5.31565783,1.76586885,0.16627648,0.00000000,0.80763476,1.07091814,0.06333792,0.44191851
-5.30965483,1.72511193,0.16020547,0.00000000,0.78308602,1.05232067,0.06115804,0.42979384
-5.30365183,1.68680678,0.15426040,0.00000000,0.75973951,1.03553488,0.05891427,0.41817400
-5.29764882,1.65254540,0.14857020,0.00000000,0.73836768,1.02153367,0.05665881,0.40746010
-5.29164582,1.62381071,0.14325609,0.00000000,0.71969373,1.01121912,0.05444140,0.39802828
-5.28564282,1.60193452,0.13842857,0.00000000,0.70437236,1.00539596,0.05230795,0.39021959
-5.27963982,1.58806075,0.13418471,0.00000000,0.69297286,1.00474837,0.05029942,0.38433114
-5.27363682,1.58311519,0.13060602,0.00000000,0.68596481,1.00982079,0.04845092,0.38060891
-5.26763382,1.58778238,0.12775664,0.00000000,0.68370674,1.02100321,0.04679104,0.37924220
-5.26163082,1.60249007,0.12568225,0.00000000,0.68643794,1.03852131,0.04534142,0.38035989
-5.25562781,1.62740134,0.12440939,0.00000000,0.69427351,1.06243158,0.04411663,0.38402843
-5.24962481,1.66241437,0.12394534,0.00000000,0.70720260,1.09262129,0.04312423,0.39025165
-5.24362181,1.70716941,0.12427849,0.00000000,0.72508973,1.12881336,0.04236508,0.39897207
-5.23761881,1.76106248,0.12537916,0.00000000,0.74767915,1.17057553,0.04183375,0.41007376
-5.23161581,1.82326511,0.12720079,0.00000000,0.77460197,1.21733375,0.04151923,0.42338645
-5.22561281,1.89274938,0.12968152,0.00000000,0.80538581,1.26838909,0.04140557,0.43869077
-5.21960980,1.96831750,0.13274602,0.00000000,0.83946687,1.32293774,0.04147271,0.45572450
-5.21360680,2.04863498,0.13630754,0.00000000,0.87620404,1.38009344,0.04169735,0.47418948
-5.20760380,2.13226660,0.14027019,0.00000000,0.91489487,1.43891193,0.04205375,0.49375924
-5.20160080,2.21771419,0.14453132,0.00000000,0.95479299,1.49841646,0.04251461,0.51408696
-5.19559780,2.30345541,0.14898397,0.00000000,0.99512678,1.55762396,0.04305188,0.53481376
-5.18959480,2.38798248,0.15351937,0.00000000,1.03511881,1.61557099,0.04363752,0.55557709
-5.18359180,2.46983996,0.15802944,0.00000000,1.07400565,1.67133889,0.04424419,0.57601906
-5.17758879,2.54766057,0.16240918,0.00000000,1.11105753,1.72407725,0.04484589,0.59579449
-5.17158579,2.62019805,0.16655900,0.00000000,1.14559743,1.77302511,0.04541855,0.61457862
-5.16558279,2.68635609,0.17038686,0.00000000,1.17701882,1.81752906,0.04594041,0.63207411
-5.15957979,2.74521240,0.17381014,0.00000000,1.20480166,1.85705770,0.04639252,0.64801729
-5.15357679,2.79603710,0.17675733,0.00000000,1.22852598,1.89121188,0.04675891,0.66218336
-5.14757379,2.83830469,0.17916932,0.00000000,1.24788243,1.91973019,0.04702685,0.67439047
-5.14157079,2.87169926,0.18100042,0.00000000,1.26267949,1.94248962,0.04718692,0.68450240
-5.13556778,2.89611240,0.18221888,0.00000000,1.27284680,1.95950110,0.04723300,0.69242990
-5.12956478,2.91163426,0.18280712,0.00000000,1.27843448,1.97090022,0.04716219,0.69813041
-5.12356178,2.91853771,0.18276155,0.00000000,1.27960838,1.97693346,0.04697456,0.70160648
-5.11755878,2.91725664,0.18209197,0.00000000,1.27664140,1.97794046,0.04667298,0.70290267
-5.11155578,2.90835914,0.18082072,0.00000000,1.26990109,1.97433332,0.04626267,0.70210129
-5.10555278,2.89251702,0.17898152,0.00000000,1.25983427,1.96657371,0.04575090,0.69931704
-5.09954977,2.87047308,0.17661807,0.00000000,1.24694912,1.95514913,0.04514655,0.69469096
-5.09354677,2.84300772,0.17378265,0.00000000,1.23179566,1.94054940,0.04445963,0.68838395
-5.08754377,2.81090673,0.17053455,0.00000000,1.21494556,1.92324467,0.04370092,0.68057013
-5.08154077,2.77493165,0.16693861,0.00000000,1.19697209,1.90366598,0.04288152,0.67143049
-5.07553777,2.73579436,0.16306385,0.00000000,1.17843132,1.88218950,0.04201254,0.66114704
-5.06953477,2.69413695,0.15898224,0.00000000,1.15984527,1.85912516,0.04110477,0.64989788
-5.06353177,2.65051781,0.15476769,0.00000000,1.14168778,1.83471015,0.04016847,0.63785316
-5.05752876,2.60540442,0.15049526,0.00000000,1.12437382,1.80910764,0.03921325,0.62517235
-5.05152576,2.55917278,0.14624050,0.00000000,1.10825231,1.78241052,0.03824795,0.61200259
-5.04552276,2.51211324,0.14207909,0.00000000,1.09360297,1.75464984,0.03728069,0.59847836
-5.03951976,2.46444196,0.13808643,0.00000000,1.08063683,1.72580726,0.03631889,0.58472210
-5.03351676,2.41631674,0.13433752,0.00000000,1.06950023,1.69583057,0.03536940,0.57084575
-5.02751376,2.36785616,0.13090659,0.00000000,1.06028197,1.66465129,0.03443862,0.55695293
-5.02151076,2.31916026,0.12786688,0.00000000,1.05302269,1.63220311,0.03353263,0.54314146
-5.01550775,2.27033138,0.12529014,0.00000000,1.04772605,1.59843993,0.03265737,0.52950603
-5.00950475,2.22149359,0.12324600,0.00000000,1.04437064,1.56335247,0.03181869,0.51614054
-5.00350175,2.17280940,0.12180110,0.00000000,1.04292202,1.52698232,0.03102247,0.50314020
-4.99749875,2.12449258,0.12101800,0.00000000,1.04334395,1.48943260,0.03027460,0.49060284
-4.99149575,2.07681634,0.12095385,0.00000000,1.04560813,1.45087471,0.02958097,0.47862961
-4.98549275,2.03011636,0.12165882,0.00000000,1.04970190,1.41155062,0.02894736,0.46732484
-4.97948974,1.98478846,0.12317450,0.00000000,1.05563348,1.37177085,0.02837932,0.45679508
-4.97348674,1.94128129,0.12553208,0.00000000,1.06343429,1.33190808,0.02788195,0.44714747
-4.96748374,1.90008436,0.12875069,0.00000000,1.07315851,1.29238696,0.02745976,0.43848753
-4.96148074,1.86171234,0.13283575,0.00000000,1.08487964,1.25367071,0.02711637,0.43091654
-4.95547774,1.82668654,0.13777762,0.00000000,1.09868450,1.21624522,0.02685436,0.42452859
-4.94947474,1.79551463,0.14355044,0.00000000,1.11466495,1.18060159,0.02667505,0.41940778
-4.94347174,1.76866986,0.15011151,0.00000000,1.13290778,1.14721805,0.02657835,0.41562540
-4.93746873,1.74657081,0.15740100,0.00000000,1.15348344,1.11654220,0.02656266,0.41323752
-4.93146573,1.72956280,0.16534224,0.00000000,1.17643409,1.08897440,0.02662486,0.41228302
-4.92546273,1.71790184,0.17384249,0.00000000,1.20176183,1.06485322,0.02676032,0.41278206
-4.91945973,1.71174189,0.18279430,0.00000000,1.22941770,1.04444348,0.02696302,0.41473525
-4.91345673,1.71112604,0.19207728,0.00000000,1.25929200,1.02792753,0.02722572,0.41812324
-4.90745373,1.71598176,0.20156041,0.00000000,1.29120675,1.01539996,0.02754020,0.42290692
-4.90145073,1.72612061,0.21110466,0.00000000,1.32491051,1.00686605,0.02789755,0.42902806
-4.89544772,1.74124209,0.22056599,0.00000000,1.36007629,1.00224388,0.02828847,0.43641029
-4.88944472,1.76094160,0.22979840,0.00000000,1.39630249,1.00136980,0.02870362,0.44496030
-4.88344172,1.78472176,0.23865724,0.00000000,1.43311729,1.00400716,0.02913394,0.45456935
-4.87743872,1.81200697,0.24700234,0.00000000,1.46998634,1.00985759,0.02957095,0.46511469
-4.87143572,1.84216014,0.25470111,0.00000000,1.50632358,1.01857441,0.03000704,0.47646114
-4.86543272,1.87450115,0.26163139,0.00000000,1.54150500,1.02977740,0.03043567,0.48846256
-4.85942971,1.90832617,0.26768394,0.00000000,1.57488473,1.04306833,0.03085154,0.50096338
-4.85342671,1.94292720,0.27276461,0.00000000,1.60581301,1.05804644,0.03125064,0.51380006
-4.84742371,1.97761087,0.27679599,0.00000000,1.63365524,1.07432320,0.03163028,0.52680258
-4.84142071,2.01171617,0.27971870,0.00000000,1.65781144,1.09153569,0.03198897,0.53979598
-4.83541771,2.04463023,0.28149203,0.00000000,1.67773528,1.10935804,0.03232633,0.55260210
-4.82941471,2.07580180,0.28209423,0.00000000,1.69295183,1.12751037,0.03264284,0.56504146
-4.82341171,2.10475195,0.28152223,0.00000000,1.70307327,1.14576500,0.03293959,0.57693533
-4.81740870,2.13108187,0.27979097,0.00000000,1.70781191,1.16394955,0.03321803,0.58810816
-4.81140570,2.15447744,0.27693236,0.00000000,1.70698983,1.18194701,0.03347963,0.59839026
-4.80540270,2.17471068,0.27299382,0.00000000,1.70054477,1.19969276,0.03372559,0.60762066
-4.79939970,2.19163826,0.26803668,0.00000000,1.68853200,1.21716884,0.03395662,0.61565028
-4.79339670,2.20519715,0.26213427,0.00000000,1.67112199,1.23439573,0.03417266,0.62234521
-4.78739370,2.21539784,0.25536999,0.00000000,1.64859410,1.25142234,0.03437278,0.62759000
-4.78139070,2.22231572,0.24783525,0.00000000,1.62132658,1.26831451,0.03455502,0.63129086
-4.77538769,2.22608078,0.23962743,0.00000000,1.58978322,1.28514296,0.03471647,0.63337867
-4.76938469,2.22686656,0.23084796,0.00000000,1.55449750,1.30197112,0.03485327,0.63381157
-4.76338169,2.22487861,0.22160046,0.00000000,1.51605482,1.31884374,0.03496080,0.63257705
-4.75737869,2.22034322,0.21198905,0.00000000,1.47507366,1.33577670,0.03503393,0.62969345
-4.75137569,2.21349679,0.20211687,0.00000000,1.43218661,1.35274876,0.03506733,0.62521062
-4.74537269,2.20457629,0.19208472,0.00000000,1.38802199,1.36969557,0.03505579,0.61920983
-4.73936968,2.19381133,0.18199003,0.00000000,1.34318696,1.38650636,0.03499466,0.61180274
-4.73336668,2.18141789,0.17192593,0.00000000,1.29825277,1.40302339,0.03488024,0.60312953
-4.72736368,2.16759396,0.16198060,0.00000000,1.25374260,1.41904433,0.03471019,0.59335620
-4.72136068,2.15251724,0.15223676,0.00000000,1.21012262,1.43432723,0.03448392,0.58267103
-4.71535768,2.13634466,0.14277139,0.00000000,1.16779631,1.44859803,0.03420288,0.57128046
-4.70935468,2.11921372,0.13365550,0.00000000,1.12710211,1.46156008,0.03387087,0.55940443
-4.70335168,2.10124535,0.12495419,0.00000000,1.08831443,1.47290518,0.03349421,0.54727134
-4.69734867,2.08254803,0.11672669,0.00000000,1.05164751,1.48232569,0.03308178,0.53511293
-4.69134567,2.06322277,0.10902653,0.00000000,1.01726187,1.48952696,0.03264505,0.52315911
-4.68534267,2.04336864,0.10190178,0.00000000,0.98527273,1.49423961,0.03219795,0.51163306
-4.67933967,2.02308844,0.09539534,0.00000000,0.95575969,1.49623098,0.03175660,0.50074666
-4.67333667,2.00249407,0.08954519,0.00000000,0.92877720,1.49531532,0.03133900,0.49069648
-4.66733367,1.98171133,0.08438475,0.00000000,0.90436485,1.49136221,0.03096460,0.48166033
-4.66133067,1.96088377,0.07994305,0.00000000,0.88255697,1.48430293,0.03065381,0.47379457
-4.65532766,1.94017527,0.07624499,0.00000000,0.86339089,1.47413444,0.03042740,0.46723204
-4.64932466,1.91977119,0.07331144,0.00000000,0.84691331,1.46092096,0.03030590,0.46208073
-4.64332166,1.89987781,0.07115928,0.00000000,0.83318435,1.44479303,0.03030899,0.45842312
-4.63731866,1.88072015,0.06980132,0.00000000,0.82227903,1.42594418,0.03045482,0.45631598
-4.63131566,1.86253780,0.06924607,0.00000000,0.81428603,1.40462530,0.03075939,0.45579066
-4.62531266,1.84557916,0.06949744,0.00000000,0.80930387,1.38113706,0.03123601,0.45685378
-4.61930965,1.83009403,0.07055425,0.00000000,0.80743449,1.35582055,0.03189471,0.45948800
-4.61330665,1.81632467,0.07240967,0.00000000,0.80877484,1.32904658,0.03274182,0.46365300
-4.60730365,1.80449591,0.07505052,0.00000000,0.81340675,1.30120400,0.03377960,0.46928646
-4.60130065,1.79480435,0.07845661,0.00000000,0.82138587,1.27268737,0.03500600,0.47630505
-4.59529765,1.78740737,0.08259992,0.00000000,0.83273019,1.24388455,0.03641451,0.48460530
-4.58929465,1.78241229,0.08744398,0.00000000,0.84740898,1.21516444,0.03799416,0.49406459
-4.58329165,1.77986635,0.09294325,0.00000000,0.86533287,1.18686543,0.03972962,0.50454204
-4.57728864,1.77974799,0.09904271,0.00000000,0.88634578,1.15928496,0.04160143,0.51587962
-4.57128564,1.78196007,0.10567769,0.00000000,0.91021930,1.13267037,0.04358644,0.52790343
-4.56528264,1.78632554,0.11277399,0.00000000,0.93665005,1.10721174,0.04565819,0.54042531
-4.55927964,1.79258597,0.12024835,0.00000000,0.96526041,1.08303661,0.04778758,0.55324486
-4.55327664,1.80040339,0.12800932,0.00000000,0.99560288,1.06020709,0.04994348,0.56615200
-4.54727364,1.80936552,0.13595850,0.00000000,1.02716784,1.03871950,0.05209350,0.57892999
-4.54127064,1.81899445,0.14399219,0.00000000,1.05939491,1.01850637,0.05420472,0.59135912
-4.53526763,1.82875873,0.15200345,0.00000000,1.09168706,0.99944114,0.05624449,0.60322078
-4.52926463,1.83808841,0.15988444,0.00000000,1.12342735,0.98134503,0.05818122,0.61430201
-4.52326163,1.84639247,0.16752895,0.00000000,1.15399724,0.96399617,0.05998503,0.62440036
-4.51725863,1.85307817,0.17483519,0.00000000,1.18279579,0.94714039,0.06162852,0.63332872
-4.51125563,1.85757118,0.18170847,0.00000000,1.20925889,0.93050342,0.06308727,0.64092019
-4.50525263,1.85933588,0.18806387,0.00000000,1.23287743,0.91380377,0.06434033,0.64703247
-4.49924962,1.85789461,0.19382864,0.00000000,1.25321367,0.89676587,0.06537063,0.65155175
-4.49324662,1.85284517,0.19894424,0.00000000,1.26991488,0.87913288,0.06616514,0.65439580
-4.48724362,1.84387542,0.20336789,0.00000000,1.28272370,0.86067841,0.06671508,0.65551610
-4.48124062,1.83077454,0.20707364,0.00000000,1.29148457,0.84121677,0.06701585,0.65489885
-4.47523762,1.81344014,0.21005267,0.00000000,1.29614592,0.82061117,0.06706693,0.65256483
-4.46923462,1.79188100,0.21231303,0.00000000,1.29675820,0.79877960,0.06687171,0.64856801
-4.46323162,1.76621518,0.21387870,0.00000000,1.29346766,0.77569800,0.06643716,0.64299311
-4.45722861,1.73666381,0.21478791,0.00000000,1.28650632,0.75140070,0.06577346,0.63595197
-4.45122561,1.70354072,0.21509105,0.00000000,1.27617870,0.72597825,0.06489365,0.62757921
-4.44522261,1.66723856,0.21484795,0.00000000,1.26284597,0.69957259,0.06381317,0.61802707
-4.43921961,1.62821217,0.21412499,0.00000000,1.24690834,0.67237009,0.06254942,0.60745990
-4.43321661,1.58695999,0.21299181,0.00000000,1.22878659,0.64459283,0.06112134,0.59604852
-4.42721361,1.54400450,0.21151817,0.00000000,1.20890372,0.61648853,0.05954897,0.58396454
-4.42121061,1.49987269,0.20977081,0.00000000,1.18766748,0.58831977,0.05785308,0.57137516
-4.41520760,1.45507742,0.20781062,0.00000000,1.16545476,0.56035302,0.05605480,0.55843840
-4.40920460,1.41010046,0.20569018,0.00000000,1.14259840,0.53284812,0.05417530,0.54529912
-4.40320160,1.36537807,0.20345186,0.00000000,1.11937696,0.50604852,0.05223549,0.53208589
-4.39719860,1.32128948,0.20112649,0.00000000,1.09600794,0.48017287,0.05025577,0.51890876
-4.39119560,1.27814872,0.19873266,0.00000000,1.07264442,0.45540824,0.04825579,0.50585801
-4.38519260,1.23619992,0.19627669,0.00000000,1.04937523,0.43190510,0.04625426,0.49300382
-4.37918959,1.19561595,0.19375329,0.00000000,1.02622836,0.40977428,0.04426876,0.48039674
-4.37318659,1.15650033,0.19114669,0.00000000,1.00317727,0.38908578,0.04231563,0.46806901
-4.36718359,1.11889188,0.18843236,0.00000000,0.98014960,0.36986949,0.04040975,0.45603629
-4.36118059,1.08277170,0.18557911,0.00000000,0.95703752,0.35211736,0.03856446,0.44429999
-4.35517759,1.04807192,0.18255142,0.00000000,0.93370934,0.33578708,0.03679148,0.43284972
-4.34917459,1.01468550,0.17931192,0.00000000,0.91002142,0.32080670,0.03510072,0.42166594
-4.34317159,0.98247662,0.17582393,0.00000000,0.88582986,0.30707999,0.03350029,0.41072245
-4.33716858,0.95129099,0.17205379,0.00000000,0.86100137,0.29449223,0.03199639,0.39998881
-4.33116558,0.92096564,0.16797303,0.00000000,0.83542281,0.28291603,0.03059326,0.38943237
-4.32516258,0.89133772,0.16356016,0.00000000,0.80900895,0.27221704,0.02929321,0.37902007
-4.31915958,0.86225212,0.15880215,0.00000000,0.78170834,0.26225923,0.02809659,0.36871983
-4.31315658,0.83356765,0.15369535,0.00000000,0.75350695,0.25290954,0.02700186,0.35850154
-4.30715358,0.80516175,0.14824604,0.00000000,0.72442987,0.24404191,0.02600571,0.34833783
