energy_ev,total_up,Co_p_up,Co_d_up,Ir_p_up,Ir_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-3.20860430,0.96775001,0.28055159,0.46258311,0.03752196,0.33512810,0.00050856,0.01472060,0.00123305,0.06487882
-3.20260130,0.96915083,0.25804707,0.46341489,0.03487089,0.34666895,0.00050482,0.01580345,0.00130920,0.06742028
-3.19659830,0.98161622,0.23917164,0.47095426,0.03290044,0.36048336,0.00051173,0.01701339,0.00141598,0.07023737
-3.19059530,1.00469958,0.22372959,0.48522475,0.03156552,0.37624262,0.00052971,0.01834180,0.00155369,0.07325315
-3.18459230,1.03786878,0.21150475,0.50619174,0.03081851,0.39360175,0.00055907,0.01977911,0.00172232,0.07638815
-3.17858929,1.08051154,0.20226583,0.53375557,0.03061040,0.41220790,0.00060002,0.02131500,0.00192156,0.07956254
-3.17258629,1.13193925,0.19577075,0.56774422,0.03089159,0.43170838,0.00065268,0.02293850,0.00215071,0.08269821
-3.16658329,1.19138985,0.19177017,0.60790598,0.03161252,0.45175817,0.00071703,0.02463811,0.00240860,0.08572074
-3.16058029,1.25803018,0.19001027,0.65390298,0.03272396,0.47202666,0.00079291,0.02640193,0.00269364,0.08856127
-3.15457729,1.33095850,0.19023496,0.70530612,0.03417729,0.49220351,0.00088004,0.02821771,0.00300369,0.09115808
-3.14857429,1.40920790,0.19218777,0.76159225,0.03592445,0.51200352,0.00097798,0.03007296,0.00333610,0.09345798
-3.14257129,1.49175127,0.19561342,0.82214415,0.03791795,0.53117052,0.00108616,0.03195506,0.00368768,0.09541736
-3.13656828,1.57750845,0.20025940,0.88625406,0.04011081,0.54948020,0.00120384,0.03385131,0.00405471,0.09700300
-3.13056528,1.66535627,0.20587751,0.95313086,0.04245646,0.56674199,0.00133016,0.03574900,0.00443302,0.09819249
-3.12456228,1.75414169,0.21222568,1.02191158,0.04490878,0.58280008,0.00146418,0.03763558,0.00481799,0.09897437
-3.11855928,1.84269832,0.21906991,1.09167687,0.04742220,0.59753363,0.00160482,0.03949868,0.00520472,0.09934799
-3.11255628,1.92986636,0.22618649,1.16147045,0.04995193,0.61085640,0.00175101,0.04132632,0.00558804,0.09932305
-3.10655328,2.01451558,0.23336450,1.23032212,0.05245432,0.62271585,0.00190163,0.04310698,0.00596275,0.09891899
-3.10055028,2.09557078,0.24040839,1.29727342,0.05488740,0.63309195,0.00205562,0.04482980,0.00632366,0.09816412
-3.09454727,2.17203903,0.24714078,1.36140532,0.05721147,0.64199567,0.00221204,0.04648473,0.00666584,0.09709461
-3.08854427,2.24303756,0.25340514,1.42186661,0.05938991,0.64946746,0.00237007,0.04806272,0.00698472,0.09575343
-3.08254127,2.30782117,0.25906840,1.47790194,0.06138999,0.65557554,0.00252910,0.04955588,0.00727628,0.09418916
-3.07653827,2.36580782,0.26402323,1.52887817,0.06318378,0.66041429,0.00268878,0.05095769,0.00753719,0.09245486
-3.07053527,2.41660111,0.26818998,1.57430766,0.06474903,0.66410252,0.00284904,0.05226314,0.00776496,0.09060685
-3.06453227,2.46000831,0.27151803,1.61386753,0.06607000,0.66678172,0.00301010,0.05346892,0.00795803,0.08870360
-3.05852926,2.49605283,0.27398651,1.64741358,0.06713825,0.66861429,0.00317253,0.05457349,0.00811588,0.08680461
-3.05252626,2.52498023,0.27560436,1.67498826,0.06795322,0.66978151,0.00333718,0.05557726,0.00823907,0.08496936
-3.04652326,2.54725712,0.27640960,1.69682204,0.06852267,0.67048145,0.00350518,0.05648259,0.00832926,0.08325633
-3.04052026,2.56356257,0.27646787,1.71332786,0.06886292,0.67092655,0.00367787,0.05729387,0.00838919,0.08172206
-3.03451726,2.57477223,0.27587026,1.72508902,0.06899886,0.67134102,0.00385677,0.05801751,0.00842266,0.08042023
-3.02851426,2.58193549,0.27473049,1.73284053,0.06896363,0.67195796,0.00404343,0.05866187,0.00843437,0.07940084
-3.02251126,2.58624646,0.27318156,1.73744507,0.06879819,0.67301627,0.00423937,0.05923720,0.00842990,0.07870941
-3.01650825,2.58900994,0.27137193,1.73986418,0.06855047,0.67475736,0.00444595,0.05975552,0.00841545,0.07838627
-3.01050525,2.59160359,0.26946146,1.74112611,0.06827446,0.67742184,0.00466423,0.06023046,0.00839779,0.07846581
-3.00450225,2.59543777,0.26761715,1.74229159,0.06802893,0.68124611,0.00489491,0.06067702,0.00838398,0.07897596
-2.99849925,2.60191468,0.26600884,1.74441886,0.06787607,0.68645909,0.00513816,0.06111137,0.00838123,0.07993761
-2.99249625,2.61238825,0.26480507,1.74852936,0.06787994,0.69327911,0.00539354,0.06155051,0.00839668,0.08136424
-2.98649325,2.62812611,0.26416903,1.75557547,0.06810481,0.70191095,0.00565995,0.06201197,0.00843721,0.08326158
-2.98049025,2.65027495,0.26425485,1.76641119,0.06861342,0.71254320,0.00593559,0.06251338,0.00850924,0.08562751
-2.97448724,2.67983022,0.26520418,1.78176688,0.06946523,0.72534585,0.00621790,0.06307209,0.00861854,0.08845203
-2.96848424,2.71761078,0.26714309,1.80222874,0.07071462,0.74046808,0.00650361,0.06370465,0.00877010,0.09171742
-2.96248124,2.76423896,0.27017938,1.82822325,0.07240923,0.75803622,0.00678883,0.06442630,0.00896794,0.09539855
-2.95647824,2.82012615,0.27440016,1.86000706,0.07458827,0.77815168,0.00706907,0.06525045,0.00921499,0.09946335
-2.95047524,2.88546376,0.27986981,1.89766197,0.07728105,0.80088888,0.00733941,0.06618807,0.00951299,0.10387341
-2.94447224,2.96021913,0.28662825,1.94109501,0.08050564,0.82629292,0.00759466,0.06724721,0.00986244,0.10858468
-2.93846923,3.04413612,0.29468944,1.99004296,0.08426774,0.85437698,0.00782948,0.06843238,0.01026248,0.11354828
-2.93246623,3.13673957,0.30404025,2.04408106,0.08855979,0.88511928,0.00803860,0.06974411,0.01071091,0.11871132
-2.92646323,3.23734326,0.31463962,2.10263503,0.09336035,0.91845966,0.00821702,0.07117852,0.01120418,0.12401780
-2.92046023,3.34506071,0.32641801,2.16499601,0.09863388,0.95429577,0.00836012,0.07272702,0.01173742,0.12940945
-2.91445723,3.45881857,0.33927725,2.23033777,0.10433074,0.99247899,0.00846393,0.07437610,0.01230451,0.13482652
-2.90845423,3.57737211,0.35309091,2.29773563,0.11038772,1.03281028,0.00852518,0.07610729,0.01289816,0.14020858
-2.90245123,3.69932283,0.36770508,2.36618665,0.11672884,1.07503629,0.00854150,0.07789734,0.01351002,0.14549517
-2.89644822,3.82313816,0.38293983,2.43463066,0.12326662,1.11884593,0.00851142,0.07971845,0.01413085,0.15062643
-2.89044522,3.94717328,0.39859124,2.50197197,0.12990381,1.16386805,0.00843452,0.08153885,0.01475070,0.15554360
-2.88444222,4.06969535,0.41443432,2.56710129,0.13653534,1.20967044,0.00831134,0.08332345,0.01535909,0.16018958
-2.87843922,4.18891035,0.43022647,2.62891782,0.14305082,1.25576079,0.00814344,0.08503468,0.01594524,0.16450932
-2.87243622,4.30299269,0.44571190,2.68635126,0.14933719,1.30158981,0.00793327,0.08663354,0.01649832,0.16845032
-2.86643322,4.41011760,0.46062667,2.73838363,0.15528166,1.34655716,0.00768412,0.08808067,0.01700769,0.17196314
-2.86043022,4.50849637,0.47470440,2.78407059,0.16077478,1.39002007,0.00739997,0.08933762,0.01746315,0.17500187
-2.85442721,4.59641404,0.48768257,2.82256210,0.16571356,1.43130507,0.00708538,0.09036804,0.01785520,0.17752485
-2.84842421,4.67226905,0.49930916,2.85312214,0.17000455,1.46972257,0.00674532,0.09113894,0.01817530,0.17949531
-2.84242121,4.73461413,0.50934953,2.87514709,0.17356672,1.50458412,0.00638504,0.09162190,0.01841607,0.18088217
-2.83641821,4.78219724,0.51759324,2.88818243,0.17633404,1.53522185,0.00600989,0.09179407,0.01857151,0.18166096
-2.83041521,4.81400160,0.52386061,2.89193728,0.17825777,1.56100964,0.00562517,0.09163914,0.01863714,0.18181467
-2.82441221,4.82928313,0.52800880,2.88629646,0.17930814,1.58138496,0.00523605,0.09114807,0.01861020,0.18133472
-2.81840920,4.82760387,0.52993705,2.87132939,0.17947554,1.59587082,0.00484740,0.09031950,0.01848966,0.18022180
-2.81240620,4.80885995,0.52959101,2.84729567,0.17877111,1.60409650,0.00446373,0.08916011,0.01827631,0.17848666
-2.80640320,4.77330243,0.52696583,2.81464676,0.17722664,1.60581635,0.00408911,0.08768447,0.01797272,0.17615073
-2.80040020,4.72154980,0.52210788,2.77402355,0.17489379,1.60092548,0.00372714,0.08591485,0.01758322,0.17324645
-2.79439720,4.65459100,0.51511502,2.72624964,0.17184275,1.58947149,0.00338087,0.08388059,0.01711374,0.16981741
-2.78839420,4.57377812,0.50613531,2.67232011,0.16816022,1.57166153,0.00305288,0.08161732,0.01657170,0.16591809
-2.78239120,4.48080848,0.49536428,2.61338599,0.16394693,1.54786411,0.00274524,0.07916601,0.01596575,0.16161333
-2.77638819,4.37769584,0.48304057,2.55073442,0.15931469,1.51860529,0.00245952,0.07657173,0.01530563,0.15697732
-2.77038519,4.26673144,0.46944040,2.48576491,0.15438316,1.48455923,0.00219690,0.07388240,0.01460182,0.15209237
-2.76438219,4.15043545,0.45487076,2.41996199,0.14927637,1.44653325,0.00195814,0.07114745,0.01386531,0.14704724
-2.75837919,4.03150016,0.43966165,2.35486501,0.14411917,1.40544783,0.00174370,0.06841639,0.01310733,0.14193522
-2.75237619,3.91272650,0.42415765,2.29203544,0.13903379,1.36231230,0.00155376,0.06573752,0.01233903,0.13685207
-2.74637319,3.79695564,0.40870904,2.23302262,0.13413650,1.31819693,0.00138827,0.06315669,0.01157124,0.13189369
-2.74037019,3.68699786,0.39366276,2.17932866,0.12953454,1.27420260,0.00124704,0.06071614,0.01081419,0.12715382
-2.73436718,3.58556058,0.37935352,2.13237336,0.12532348,1.23142910,0.00112974,0.05845357,0.01007731,0.12272174
-2.72836418,3.49517807,0.36609530,2.09345987,0.12158497,1.19094314,0.00103596,0.05640138,0.00936907,0.11868005
-2.72236118,3.41814463,0.35417352,2.06374222,0.11838499,1.15374740,0.00096526,0.05458609,0.00869674,0.11510268
-2.71635818,3.35645338,0.34383807,2.04419527,0.11577265,1.12075141,0.00091717,0.05302803,0.00806639,0.11205314
-2.71035518,3.31174249,0.33529747,2.03558804,0.11377950,1.09274556,0.00089119,0.05174115,0.00748274,0.10958304
-2.70435218,3.28525013,0.32871410,2.03846108,0.11241937,1.07037872,0.00088683,0.05073310,0.00694917,0.10773102
-2.69834917,3.27777967,0.32420086,2.05310868,0.11168874,1.05414045,0.00090355,0.05000544,0.00646776,0.10652196
-2.69234617,3.28967584,0.32181917,2.07956625,0.11156749,1.04434794,0.00094083,0.04955397,0.00603927,0.10596666
-2.68634317,3.32081259,0.32157832,2.11760359,0.11202016,1.04113829,0.00099804,0.04936915,0.00566332,0.10606179
-2.68034017,3.37059292,0.32343624,2.16672432,0.11299745,1.04446601,0.00107452,0.04943672,0.00533841,0.10679025
-2.67433717,3.43796071,0.32730155,2.22617165,0.11443805,1.05410578,0.00116947,0.04973817,0.00506210,0.10812181
-2.66833417,3.52142434,0.33303695,2.29494070,0.11627067,1.06966028,0.00128196,0.05025135,0.00483115,0.11001406
-2.66233117,3.61909145,0.34046362,2.37179727,0.11841622,1.09057268,0.00141087,0.05095109,0.00464168,0.11241355
-2.65632816,3.72871425,0.34936673,2.45530290,0.12079002,1.11614354,0.00155488,0.05180967,0.00448930,0.11525720
-2.65032516,3.84774429,0.35950178,2.54384578,0.12330411,1.14555131,0.00171246,0.05279741,0.00436929,0.11847384
-2.64432216,3.97339542,0.37060163,2.63567708,0.12586948,1.17787608,0.00188180,0.05388315,0.00427675,0.12198586
-2.63831916,4.10271363,0.38238409,2.72895187,0.12839824,1.21212579,0.00206083,0.05503470,0.00420673,0.12571100
-2.63231616,4.23265203,0.39455975,2.82177379,0.13080569,1.24726422,0.00224726,0.05621931,0.00415440,0.12956418
-2.62631316,4.36014922,0.40684000,2.91224241,0.13301223,1.28223995,0.00243851,0.05740410,0.00411511,0.13345937
-2.62031016,4.48220895,0.41894498,2.99850193,0.13494508,1.31601562,0.00263180,0.05855655,0.00408453,0.13731148
-2.61430715,4.59597908,0.43061110,3.07879003,0.13653985,1.34759663,0.00282418,0.05964493,0.00405874,0.14103821
-2.60830415,4.69882750,0.44159817,3.15148520,0.13774182,1.37605838,0.00301257,0.06063881,0.00403429,0.14456188
-2.60230115,4.78841276,0.45169577,3.21515130,0.13850702,1.40057154,0.00319382,0.06150961,0.00400825,0.14781117
-2.59629815,4.86274728,0.46072861,3.26857749,0.13880302,1.42042429,0.00336481,0.06223111,0.00397826,0.15072269
-2.59029515,4.92025095,0.46856095,3.31081248,0.13860947,1.43504113,0.00352249,0.06278002,0.00394258,0.15324253
-2.58429215,4.95979327,0.47509967,3.34119145,0.13791832,1.44399741,0.00366402,0.06313652,0.00390004,0.15532747
-2.57828914,4.98072248,0.48029601,3.35935479,0.13673378,1.44702937,0.00378682,0.06328480,0.00385011,0.15694608
-2.57228614,4.98288051,0.48414600,3.36525773,0.13507197,1.44403919,0.00388864,0.06321353,0.00379283,0.15807949
-2.56628314,4.96660300,0.48668933,3.35917031,0.13296029,1.43509488,0.00396771,0.06291624,0.00372883,0.15872192
-2.56028014,4.93270436,0.48800696,3.34166764,0.13043655,1.42042519,0.00402274,0.06239165,0.00365927,0.15888088
-2.55427714,4.88244814,0.48821733,3.31361059,0.12754782,1.40040956,0.00405299,0.06164378,0.00358578,0.15857701
-2.54827414,4.81750382,0.48747153,3.27611763,0.12434909,1.37556360,0.00405835,0.06068206,0.00351045,0.15784368
-2.54227114,4.73989152,0.48594736,3.23052867,0.12090178,1.34652063,0.00403931,0.05952111,0.00343574,0.15672616
-2.53626813,4.65191658,0.48384268,3.17836239,0.11727207,1.31401013,0.00399701,0.05818052,0.00336442,0.15528058
-2.53026513,4.55609658,0.48136831,3.12126841,0.11352922,1.27883366,0.00393319,0.05668439,0.00329950,0.15357251
-2.52426213,4.45508335,0.47874055,3.06097632,0.10974381,1.24183944,0.00385018,0.05506073,0.00324415,0.15167543
-2.51825913,4.35158289,0.47617377,2.99924319,0.10598605,1.20389645,0.00375085,0.05334076,0.00320164,0.14966884
-2.51225613,4.24827598,0.47387328,2.93780163,0.10232406,1.16586891,0.00363849,0.05155813,0.00317521,0.14763637
-2.50625313,4.14774232,0.47202864,2.87831006,0.09882244,1.12859211,0.00351681,0.04974799,0.00316805,0.14566366
-2.50025013,4.05239057,0.47080771,2.82230691,0.09554078,1.09285037,0.00338978,0.04794615,0.00318317,0.14383628
-2.49424712,3.96439631,0.47035153,2.77117017,0.09253248,1.05935765,0.00326157,0.04618812,0.00322335,0.14223756
-2.48824412,3.88564985,0.47077027,2.72608332,0.08984371,1.02874151,0.00313641,0.04450827,0.00329106,0.14094655
-2.48224112,3.81771473,0.47214017,2.68800853,0.08751260,1.00153047,0.00301853,0.04293897,0.00338836,0.14003599
-2.47623812,3.76179779,0.47450163,2.65766756,0.08556858,0.97814510,0.00291203,0.04150986,0.00351686,0.13957044
-2.47023512,3.71873098,0.47785850,2.63553055,0.08403197,0.95889278,0.00282078,0.04024724,0.00367764,0.13960454
-2.46423212,3.68896439,0.48217832,2.62181253,0.08291375,0.94396578,0.00274836,0.03917353,0.00387122,0.14018149
-2.45822911,3.67257017,0.48739369,2.61647718,0.08221552,0.93344263,0.00269798,0.03830686,0.00409752,0.14133173
-2.45222611,3.66925608,0.49340453,2.61924736,0.08192962,0.92729217,0.00267237,0.03766081,0.00435578,0.14307187
-2.44622311,3.67838765,0.50008113,2.62962145,0.08203939,0.92537996,0.00267380,0.03724422,0.00464460,0.14540387
-2.44022011,3.69901752,0.50726800,2.64689472,0.08251966,0.92747656,0.00270396,0.03706122,0.00496192,0.14831462
-2.43421711,3.72992065,0.51478823,2.67018482,0.08333730,0.93326725,0.00276399,0.03711119,0.00530500,0.15177569
-2.42821411,3.76963404,0.52244826,2.69846025,0.08445197,0.94236275,0.00285445,0.03738898,0.00567049,0.15574359
-2.42221111,3.81649959,0.53004312,2.73057111,0.08581693,0.95431063,0.00297528,0.03788508,0.00605446,0.16016026
-2.41620810,3.86870912,0.53736169,2.76528110,0.08738009,0.96860712,0.00312584,0.03858596,0.00645242,0.16495403
-2.41020510,3.92435028,0.54419216,2.80130003,0.08908506,0.98470905,0.00330492,0.03947436,0.00685946,0.17004092
-2.40420210,3.98145257,0.55032734,2.83731611,0.09087239,1.00204586,0.00351074,0.04052969,0.00727028,0.17532626
-2.39819910,4.03803269,0.55556983,2.87202732,0.09268088,1.02003152,0.00374099,0.04172845,0.00767931,0.18070673
-2.39219610,4.09213849,0.55973688,2.90417142,0.09444900,1.03807621,0.00399286,0.04304465,0.00808082,0.18607267
-2.38619310,4.14189085,0.56266481,2.93255394,0.09611626,1.05559791,0.00426309,0.04445031,0.00846903,0.19131063
-2.38019010,4.18552311,0.56421294,2.95607389,0.09762474,1.07203367,0.00454803,0.04591588,0.00883826,0.19630612
-2.37418709,4.22141739,0.56426686,2.97374666,0.09892047,1.08685061,0.00484366,0.04741083,0.00918300,0.20094646
-2.36818409,4.24813738,0.56274101,2.98472384,0.09995488,1.09955650,0.00514567,0.04890406,0.00949806,0.20512369
-2.36218109,4.26445712,0.55958052,2.98830980,0.10068598,1.10970979,0.00544954,0.05036454,0.00977870,0.20873739
-2.35617809,4.26938526,0.55476217,2.98397454,0.10107957,1.11692904,0.00575059,0.05176175,0.01002073,0.21169732
-2.35017509,4.26218453,0.54829456,2.97136287,0.10111011,1.12090141,0.00604410,0.05306630,0.01022058,0.21392582
-2.34417209,4.24238578,0.54021745,2.95029971,0.10076145,1.12139006,0.00632532,0.05425045,0.01037543,0.21535992
-2.33816908,4.20979645,0.53060026,2.92079138,0.10002725,1.11824022,0.00658964,0.05528866,0.01048326,0.21595296
-2.33216608,4.16450309,0.51953986,2.88302295,0.09891116,1.11138365,0.00683262,0.05615810,0.01054289,0.21567580
-2.32616308,4.10686778,0.50715766,2.83735172,0.09742667,1.10084131,0.00705014,0.05683915,0.01055402,0.21451750
-2.32016008,4.03751846,0.49359623,2.78429686,0.09559669,1.08672399,0.00723842,0.05731588,0.01051726,0.21248546
-2.31415708,3.95733306,0.47901536,2.72452559,0.09345283,1.06923069,0.00739419,0.05757635,0.01043408,0.20960504
-2.30815408,3.86741786,0.46358794,2.65883604,0.09103447,1.04864481,0.00751470,0.05761303,0.01030683,0.20591869
-2.30215108,3.76908030,0.44749559,2.58813716,0.08838752,1.02532797,0.00759784,0.05742292,0.01013864,0.20148451
-2.29614807,3.66379685,0.43092435,2.51342629,0.08556310,0.99971147,0.00764219,0.05700771,0.00993337,0.19637456
-2.29014507,3.55317655,0.41406043,2.43576459,0.08261598,0.97228579,0.00764705,0.05637373,0.00969552,0.19067260
-2.28414207,3.43892117,0.39708620,2.35625121,0.07960303,0.94358799,0.00761252,0.05553183,0.00943010,0.18447176
-2.27813907,3.32278278,0.38017658,2.27599659,0.07658159,0.91418759,0.00753944,0.05449710,0.00914252,0.17787192
-2.27213607,3.20652012,0.36349579,2.19609564,0.07360784,0.88467119,0.00742943,0.05328845,0.00883845,0.17097696
-2.26613307,3.09185460,0.34719466,2.11760156,0.07073531,0.85562631,0.00728485,0.05192810,0.00852366,0.16389213
-2.26013007,2.98042754,0.33140844,2.04150093,0.06801345,0.82762495,0.00710876,0.05044094,0.00820392,0.15672139
-2.25412706,2.87375969,0.31625523,1.96869084,0.06548641,0.80120746,0.00690483,0.04885382,0.00788479,0.14956495
-2.24812406,2.77321454,0.30183491,1.89995873,0.06319196,0.77686722,0.00667727,0.04719475,0.00757152,0.14251707
-2.24212106,2.67996655,0.28822872,1.83596566,0.06116070,0.75503676,0.00643073,0.04549212,0.00726890,0.13566413
-2.23611806,2.59497536,0.27549930,1.77723356,0.05941550,0.73607588,0.00617021,0.04377388,0.00698117,0.12908306
-2.23011506,2.51896724,0.26369122,1.72413690,0.05797117,0.72026221,0.00590091,0.04206680,0.00671191,0.12284016
-2.22411206,2.45242430,0.25283201,1.67689923,0.05683443,0.70778468,0.00562817,0.04039573,0.00646396,0.11699033
-2.21810905,2.39558207,0.24293348,1.63559467,0.05600412,0.69874024,0.00535733,0.03878302,0.00623941,0.11157669
-2.21210605,2.34843571,0.23399345,1.60015442,0.05547167,0.69313403,0.00509363,0.03724808,0.00603955,0.10663065
-2.20610305,2.31075466,0.22599757,1.57037810,0.05522180,0.69088309,0.00484214,0.03580698,0.00586492,0.10217233
-2.20010005,2.28210531,0.21892151,1.54594944,0.05523342,0.69182359,0.00460766,0.03447235,0.00571530,0.09821136
-2.19409705,2.26188074,0.21273300,1.52645578,0.05548067,0.69572121,0.00439468,0.03325330,0.00558985,0.09474791
-2.18809405,2.24933646,0.20739410,1.51141050,0.05593412,0.70228459,0.00420731,0.03215559,0.00548714,0.09177409
-2.18209105,2.24363057,0.20286321,1.50027752,0.05656205,0.71118101,0.00404926,0.03118189,0.00540528,0.08927539
-2.17608804,2.24386663,0.19909710,1.49249656,0.05733169,0.72205389,0.00392381,0.03033216,0.00534206,0.08723225
-2.17008504,2.24913724,0.19605257,1.48750827,0.05821053,0.73454131,0.00383381,0.02960417,0.00529505,0.08562176
-2.16408204,2.25856650,0.19368794,1.48477781,0.05916749,0.74829463,0.00378165,0.02899400,0.00526177,0.08441910
-2.15807904,2.27134908,0.19196414,1.48381595,0.06017400,0.76299652,0.00376928,0.02849664,0.00523977,0.08359906
-2.15207604,2.28678440,0.19084551,1.48419650,0.06120486,0.77837740,0.00379819,0.02810653,0.00522678,0.08313723
-2.14607304,2.30430398,0.19030007,1.48556950,0.06223898,0.79422957,0.00386944,0.02781810,0.00522077,0.08301097
-2.14007004,2.32349085,0.19029955,1.48766940,0.06325983,0.81041825,0.00398361,0.02762625,0.00522009,0.08320019
-2.13406703,2.34409009,0.19081897,1.49031802,0.06425566,0.82688893,0.00414080,0.02752668,0.00522347,0.08368769
-2.12806403,2.36601002,0.19183586,1.49342229,0.06521943,0.84367064,0.00434064,0.02751618,0.00523010,0.08445928
-2.12206103,2.38931420,0.19332933,1.49696709,0.06614861,0.86087483,0.00458225,0.02759277,0.00523962,0.08550362
-2.11605803,2.41420466,0.19527882,1.50100379,0.06704463,0.87868976,0.00486418,0.02775575,0.00525209,0.08681172
-2.11005503,2.44099743,0.19766287,1.50563519,0.06791220,0.89737061,0.00518446,0.02800564,0.00526801,0.08837628
-2.10405203,2.47009183,0.20045786,1.51099821,0.06875850,0.91722573,0.00554050,0.02834395,0.00528826,0.09019091
-2.09804902,2.50193509,0.20363684,1.51724507,0.06959226,0.93859936,0.00592914,0.02877301,0.00531405,0.09224911
-2.09204602,2.53698442,0.20716861,1.52452457,0.07042276,0.96185180,0.00634661,0.02929557,0.00534683,0.09454339
-2.08604302,2.57566844,0.21101710,1.53296433,0.07125886,0.98733777,0.00678853,0.02991452,0.00538828,0.09706435
-2.08004002,2.61835012,0.21514107,1.54265532,0.07210817,1.01538396,0.00724996,0.03063251,0.00544024,0.09979985
-2.07403702,2.66529318,0.21949427,1.55363940,0.07297618,1.04626686,0.00772544,0.03145156,0.00550463,0.10273438
-2.06803402,2.71663359,0.22402590,1.56590063,0.07386569,1.08019182,0.00820906,0.03237280,0.00558345,0.10584861
-2.06203102,2.77235770,0.22868159,1.57936089,0.07477636,1.11727461,0.00869453,0.03339613,0.00567873,0.10911919
-2.05602801,2.83228806,0.23340463,1.59387970,0.07570449,1.15752613,0.00917530,0.03452006,0.00579247,0.11251880
-2.05002501,2.89607754,0.23813753,1.60925842,0.07664300,1.20084142,0.00964469,0.03574151,0.00592668,0.11601639
-2.04402201,2.96321213,0.24282369,1.62524819,0.07758170,1.24699342,0.01009602,0.03705576,0.00608336,0.11957774
-2.03801901,3.03302210,0.24740924,1.64156124,0.07850763,1.29563202,0.01052275,0.03845645,0.00626444,0.12316612
-2.03201601,3.10470113,0.25184477,1.65788462,0.07940575,1.34628870,0.01091864,0.03993558,0.00647185,0.12674318
-2.02601301,3.17733235,0.25608701,1.67389568,0.08025968,1.39838674,0.01127792,0.04148370,0.00670745,0.13026994
-2.02001001,3.24992023,0.26010018,1.68927817,0.08105256,1.45125672,0.01159537,0.04309000,0.00697306,0.13370782
-2.01400700,3.32142689,0.26385713,1.70373826,0.08176800,1.50415686,0.01186653,0.04474254,0.00727040,0.13701970
-2.00800400,3.39081113,0.26734012,1.71701947,0.08239103,1.55629746,0.01208775,0.04642850,0.00760111,0.14017098
-2.00200100,3.45706874,0.27054116,1.72891591,0.08290906,1.60686857,0.01225628,0.04813438,0.00796663,0.14313054
-1.99599800,3.51927227,0.27346204,1.73928313,0.08331274,1.65506972,0.01237035,0.04984631,0.00836824,0.14587156
-1.98999500,3.57660868,0.27611401,1.74804623,0.08359669,1.70014057,0.01242920,0.05155026,0.00880693,0.14837233
-1.98399200,3.62841351,0.27851710,1.75520495,0.08376012,1.74139111,0.01243304,0.05323237,0.00928336,0.15061678
-1.97798899,3.67419999,0.28069924,1.76083554,0.08380728,1.77823027,0.01238307,0.05487919,0.00979781,0.15259495
-1.97198599,3.71368223,0.28269524,1.76508966,0.08374768,1.81019151,0.01228139,0.05647797,0.01035008,0.15430324
-1.96598299,3.74679133,0.28454561,1.76819024,0.08359611,1.83695442,0.01213094,0.05801692,0.01093947,0.15574458
-1.95997999,3.77368390,0.28629534,1.77042473,0.08337251,1.85836114,0.01193537,0.05948551,0.01156469,0.15692841
-1.95397699,3.79474263,0.28799280,1.77213602,0.08310152,1.87442704,0.01169894,0.06087477,0.01222387,0.15787049
-1.94797399,3.81056858,0.28968854,1.77371136,0.08281195,1.88534497,0.01142640,0.06217752,0.01291450,0.15859265
-1.94197099,3.82196555,0.29143431,1.77556973,0.08253600,1.89148280,0.01112282,0.06338872,0.01363344,0.15912240
-1.93596798,3.82991675,0.29328203,1.77814804,0.08230833,1.89337425,0.01079349,0.06450570,0.01437699,0.15949239
-1.92996498,3.83555460,0.29528288,1.78188647,0.08216507,1.89170341,0.01044377,0.06552848,0.01514085,0.15973975
-1.92396198,3.84012433,0.29748638,1.78721343,0.08214266,1.88728326,0.01007897,0.06645992,0.01592022,0.15990540
-1.91795898,3.84494266,0.29993944,1.79453040,0.08227667,1.88102909,0.00970425,0.06730601,0.01670988,0.16003315
-1.91195598,3.85135275,0.30268537,1.80419706,0.08260061,1.87392789,0.00932447,0.06807592,0.01750427,0.16016873
-1.90595298,3.86067685,0.30576271,1.81651706,0.08314476,1.86700464,0.00894417,0.06878210,0.01829756,0.16035873
-1.89994997,3.87416829,0.30920408,1.83172473,0.08393502,1.86128691,0.00856747,0.06944029,0.01908379,0.16064943
-1.89394697,3.89296438,0.31303477,1.84997326,0.08499190,1.85776906,0.00819801,0.07006928,0.01985694,0.16108551
-1.88794397,3.91804195,0.31727130,1.87132463,0.08632963,1.85737732,0.00783891,0.07069078,0.02061104,0.16170881
-1.88194097,3.95017712,0.32191998,1.89574166,0.08795544,1.86093711,0.00749277,0.07132897,0.02134029,0.16255691
-1.87593797,3.98991096,0.32697538,1.92308285,0.08986899,1.86914360,0.00716165,0.07201001,0.02203910,0.16366187
-1.86993497,4.03752232,0.33241905,1.95310004,0.09206209,1.88253686,0.00684704,0.07276144,0.02270222,0.16504893
-1.86393197,4.09300921,0.33821838,1.98543950,0.09451857,1.90148211,0.00654995,0.07361141,0.02332480,0.16673539
-1.85792896,4.15607954,0.34432581,2.01964663,0.09721446,1.92615603,0.00627085,0.07458785,0.02390245,0.16872955
-1.85192596,4.22615194,0.35067858,2.05517434,0.10011837,1.95653941,0.00600976,0.07571761,0.02443131,0.17102999
-1.84592296,4.30236683,0.35719887,2.09139527,0.10319215,1.99241637,0.00576629,0.07702543,0.02490811,0.17362507
