energy_ev,total_up,Ag_p_up,Ag_d_up,N_s_up,N_p_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up
-6.00000000,20.10241537,0.90083414,1.43369220,0.04014755,0.09590660,0.02938874,0.97724625,0.55429851,16.97191736
-5.99399700,20.30755633,0.88609018,1.40492753,0.04095038,0.09233239,0.02973364,0.95291347,0.53754372,17.21770393
-5.98799400,20.57362196,0.87252242,1.38147889,0.04178373,0.08927424,0.03008949,0.93100389,0.52227985,17.51463988
-5.98199100,20.89445701,0.85996774,1.36333011,0.04264670,0.08670034,0.03045009,0.91140387,0.50843743,17.85683646
-5.97598799,21.26283662,0.84823250,1.35034358,0.04353903,0.08457335,0.03080891,0.89395282,0.49592098,18.23755802
-5.96998499,21.67054297,0.83709802,1.34226519,0.04446083,0.08285075,0.03115923,0.87844796,0.48461173,18.64928582
-5.96398199,22.10847356,0.82632724,1.33873366,0.04541239,0.08148532,0.03149423,0.86465066,0.47437097,19.08380556
-5.95797899,22.56678137,0.81567244,1.33929388,0.04639377,0.08042589,0.03180720,0.85229420,0.46504413,19.53231957
-5.95197599,23.03504610,0.80488352,1.34341399,0.04740448,0.07961820,0.03209167,0.84109268,0.45646546,19.98558364
-5.94597299,23.50247399,0.79371688,1.35050539,0.04844311,0.07900598,0.03234163,0.83075087,0.44846309,20.43406691
-5.93996998,23.95812219,0.78194420,1.35994506,0.04950701,0.07853215,0.03255163,0.82097452,0.44086443,20.86813240
-5.93396698,24.39114231,0.76936099,1.37109939,0.05059196,0.07814015,0.03271705,0.81148087,0.43350166,21.27823431
-5.92796398,24.79103629,0.75579434,1.38334845,0.05169209,0.07777527,0.03283422,0.80200875,0.42621699,21.65512697
-5.92196098,25.14791674,0.74110967,1.39610992,0.05279969,0.07738605,0.03290061,0.79232817,0.41886780,21.99007940
-5.91595798,25.45276307,0.72521603,1.40886165,0.05390534,0.07692559,0.03291499,0.78224875,0.41133108,22.27508849
-5.90995498,25.69766414,0.70806981,1.42116210,0.05499805,0.07635278,0.03287756,0.77162680,0.40350729,22.50308340
-5.90395198,25.87603831,0.68967664,1.43266780,0.05606564,0.07563328,0.03279011,0.76037078,0.39532340,22.66811328
-5.89794897,25.98282210,0.67009147,1.44314727,0.05709515,0.07474047,0.03265608,0.74844490,0.38673490,22.76551075
-5.89194597,26.01461931,0.64941675,1.45249088,0.05807343,0.07365595,0.03248063,0.73587083,0.37772691,22.79202419
-5.88594297,25.96980386,0.62779902,1.46071637,0.05898777,0.07236997,0.03227072,0.72272732,0.36831421,22.74591237
-5.87993997,25.84857123,0.60542382,1.46796988,0.05982663,0.07088142,0.03203503,0.70914798,0.35854026,22.62699676
-5.87393697,25.65293507,0.58250950,1.47452251,0.06058030,0.06919769,0.03178398,0.69531715,0.34847530,22.43666783
-5.86793397,25.38666776,0.55929995,1.48076263,0.06124159,0.06733413,0.03152954,0.68146413,0.33821358,22.17784398
-5.86193097,25.05518597,0.53605675,1.48718426,0.06180639,0.06531340,0.03128516,0.66785600,0.32786984,21.85488314
-5.85592796,24.66538445,0.51305102,1.49437203,0.06227417,0.06316448,0.03106543,0.65478912,0.31757522,21.47344942
-5.84992496,24.22542318,0.49055525,1.50298319,0.06264824,0.06092165,0.03088591,0.64257991,0.30747273,21.04033901
-5.84392196,23.74447537,0.46883546,1.51372749,0.06293590,0.05862323,0.03076269,0.63155485,0.29771245,20.56327106
-5.83791896,23.23244496,0.44814393,1.52734539,0.06314833,0.05631032,0.03071200,0.62204029,0.28844658,20.05065106
-5.83191596,22.69966375,0.42871263,1.54458556,0.06330032,0.05402548,0.03074980,0.61435220,0.27982458,19.51131534
-5.82591296,22.15657905,0.41074760,1.56618219,0.06340976,0.05181144,0.03089120,0.60878620,0.27198845,18.95426587
-5.81990995,21.61344303,0.39442431,1.59283299,0.06349695,0.04970991,0.03114999,0.60560816,0.26506836,18.38840535
-5.81390695,21.08001483,0.37988406,1.62517839,0.06358373,0.04776040,0.03153805,0.60504564,0.25917870,17.82228196
-5.80790395,20.56528597,0.36723148,1.66378265,0.06369255,0.04599926,0.03206487,0.60728028,0.25441461,17.26385315
-5.80190095,20.07723842,0.35653302,1.70911753,0.06384539,0.04445885,0.03273705,0.61244158,0.25084921,16.72027662
-5.79589795,19.62264352,0.34781652,1.76154880,0.06406270,0.04316684,0.03355782,0.62060198,0.24853135,16.19773550
-5.78989495,19.20690804,0.34107173,1.82132629,0.06436234,0.04214575,0.03452679,0.63177367,0.24748423,15.70130325
-5.78389195,18.83397192,0.33625167,1.88857764,0.06475861,0.04141266,0.03563962,0.64590705,0.24770462,15.23485214
-5.77788894,18.50626010,0.33327495,1.96330614,0.06526146,0.04097902,0.03688801,0.66289104,0.24916293,14.80100707
-5.77188594,18.22468892,0.33202875,2.04539279,0.06587580,0.04085076,0.03825971,0.68255526,0.25180389,14.40114502
-5.76588294,17.98872525,0.33237265,2.13460267,0.06660109,0.04102846,0.03973877,0.70467410,0.25554810,14.03543838
-5.75987994,17.79649481,0.33414301,2.23059555,0.06743116,0.04150767,0.04130589,0.72897261,0.26029409,13.70293872
-5.75387694,17.64493440,0.33715807,2.33294061,0.06835426,0.04227938,0.04293903,0.75513411,0.26592112,13.40169620
-5.74787394,17.52998096,0.34122338,2.44113497,0.06935343,0.04333055,0.04461408,0.78280938,0.27229244,13.12890865
-5.74187094,17.44678956,0.34613786,2.55462546,0.07040706,0.04464473,0.04630569,0.81162711,0.27925904,12.88109315
-5.73586793,17.38997109,0.35169995,2.67283311,0.07148970,0.04620272,0.04798822,0.84120550,0.28666365,12.65427272
-5.72986493,17.35384036,0.35771405,2.79517957,0.07257312,0.04798324,0.04963673,0.87116436,0.29434509,12.44417012
-5.72386193,17.33266470,0.36399694,2.92111438,0.07362743,0.04996362,0.05122794,0.90113762,0.30214254,12.24640098
-5.71785893,17.32090350,0.37038392,3.05014222,0.07462233,0.05212040,0.05274126,0.93078559,0.30989991,12.05665887
-5.71185593,17.31342982,0.37673477,3.18184877,0.07552845,0.05442998,0.05415960,0.95980660,0.31746985,11.87088548
-5.70585293,17.30572586,0.38293896,3.31592400,0.07631861,0.05686913,0.05547017,0.98794750,0.32471761,11.68541999
-5.69984992,17.29404521,0.38892027,3.45218157,0.07696907,0.05941540,0.05666502,1.01501264,0.33152426,11.49712293
-5.69384692,17.27553652,0.39464042,3.59057322,0.07746057,0.06204750,0.05774140,1.04087077,0.33778952,11.30347101
-5.68784392,17.24832453,0.40010164,3.73119675,0.07777930,0.06474552,0.05870190,1.06545977,0.34343378,11.10262069
-5.68184092,17.21154626,0.40534808,3.87429692,0.07791761,0.06749103,0.05955430,1.08878857,0.34839955,10.89343972
-5.67583792,17.16534217,0.41046593,4.02025838,0.07787447,0.07026715,0.06031118,1.11093647,0.35265207,10.67550731
-5.66983492,17.11080355,0.41558225,4.16959029,0.07765573,0.07305838,0.06098936,1.13204950,0.35617920,10.44908470
-5.66383192,17.04987964,0.42086251,4.32290256,0.07727406,0.07585051,0.06160902,1.15233409,0.35899064,10.21505905
