energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Mg_p_up,Mg_d_up,Se_s_up,Se_p_up
-6.00000000,2.21447356,0.39874482,1.65009776,0.00145013,0.02981395,0.40192848,0.00000000,0.01940852,0.38938699
-5.99399700,2.11253342,0.37995299,1.57600081,0.00152164,0.02843385,0.38211398,0.00000000,0.01848120,0.37012903
-5.98799400,2.01196077,0.36353916,1.50125590,0.00161247,0.02726727,0.36381995,0.00000000,0.01754028,0.35223331
-5.98199100,1.91451666,0.34978013,1.42717299,0.00172335,0.02632547,0.34735373,0.00000000,0.01660299,0.33603757
-5.97598799,1.82185843,0.33889834,1.35502325,0.00185501,0.02561654,0.33297147,0.00000000,0.01568573,0.32183234
-5.96998499,1.73549865,0.33105510,1.28600785,0.00200808,0.02514494,0.32087171,0.00000000,0.01480370,0.30985383
-5.96398199,1.65676909,0.32634550,1.22122946,0.00218301,0.02491103,0.31119080,0.00000000,0.01397059,0.30027853
-5.95797899,1.58679074,0.32479514,1.16166720,0.00237995,0.02491076,0.30400019,0.00000000,0.01319829,0.29321969
-5.95197599,1.52645038,0.32635876,1.10815577,0.00259867,0.02513549,0.29930554,0.00000000,0.01249673,0.28872562
-5.94597299,1.47638428,0.33092072,1.06136894,0.00283850,0.02557189,0.29704773,0.00000000,0.01187373,0.28677980
-5.93996998,1.43696907,0.33829747,1.02180799,0.00309823,0.02620206,0.29710560,0.00000000,0.01133492,0.28730273
-5.93396698,1.40832000,0.34824171,0.98979506,0.00337610,0.02700375,0.29930030,0.00000000,0.01088374,0.29015543
-5.92796398,1.39029630,0.36044834,0.96547154,0.00366975,0.02795074,0.30340118,0.00000000,0.01052148,0.29514445
-5.92196098,1.38251333,0.37456198,0.94880133,0.00397623,0.02901343,0.30913299,0.00000000,0.01024738,0.30202813
-5.91595798,1.38436111,0.39018581,0.93957882,0.00429202,0.03015946,0.31618415,0.00000000,0.01005878,0.31052406
-5.90995498,1.39502846,0.40689155,0.93744123,0.00461310,0.03135453,0.32421598,0.00000000,0.00995127,0.32031742
-5.90395198,1.41353208,0.42423037,0.94188483,0.00493502,0.03256332,0.33287242,0.00000000,0.00991890,0.33106998
-5.89794897,1.43874961,0.44174425,0.95228465,0.00525302,0.03375045,0.34179021,0.00000000,0.00995445,0.34242954
-5.89194597,1.46945575,0.45897764,0.96791696,0.00556217,0.03488145,0.35060898,0.00000000,0.01004959,0.35403949
-5.88594297,1.50436033,0.47548888,0.98798392,0.00585750,0.03592382,0.35898109,0.00000000,0.01019522,0.36554825
-5.87993997,1.54214723,0.49086126,1.01163970,0.00613419,0.03684794,0.36658095,0.00000000,0.01038162,0.37661840
-5.87393697,1.58151308,0.50471307,1.03801730,0.00638773,0.03762799,0.37311333,0.00000000,0.01059874,0.38693513
-5.86793397,1.62120455,0.51670666,1.06625525,0.00661410,0.03824271,0.37832066,0.00000000,0.01083644,0.39621379
-5.86193097,1.66005320,0.52655595,1.09552354,0.00680994,0.03867601,0.38198889,0.00000000,0.01108463,0.40420653
-5.85592796,1.69700691,0.53403230,1.12504778,0.00697267,0.03891737,0.38395189,0.00000000,0.01133356,0.41070758
-5.84992496,1.73115694,0.53896863,1.15413113,0.00710067,0.03896214,0.38409420,0.00000000,0.01157392,0.41555729
-5.84392196,1.76175985,0.54126159,1.18217304,0.00719330,0.03881151,0.38235211,0.00000000,0.01179703,0.41864479
-5.83791896,1.78825375,0.54087183,1.20868436,0.00725103,0.03847233,0.37871311,0.00000000,0.01199498,0.41990914
-5.83191596,1.81026827,0.53782252,1.23329826,0.00727539,0.03795672,0.37321387,0.00000000,0.01216071,0.41933923
