energy_ev,total_up,total_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,Li_s_up,Li_s_down,N_s_up,N_s_down,N_p_up,N_p_down,S_s_up,S_s_down,S_p_up,S_p_down
-5.86193097,2.73372734,-3.15054670,2.29888652,-2.99844553,0.35710159,-0.19743481,0.37635511,-0.46524778,0.01179563,-0.00950936,0.41889765,-0.55780035,0.03797655,-0.02696849,1.13027999,-1.36098633
-5.85592796,2.60243949,-3.11515461,2.15769623,-3.04107561,0.34146951,-0.19049097,0.36670546,-0.45709623,0.01130732,-0.00870202,0.39108349,-0.54947060,0.03662719,-0.02642902,1.08469530,-1.35157661
-5.84992496,2.47152432,-3.08509389,2.01841116,-3.08159451,0.32597652,-0.18424008,0.35684750,-0.44981880,0.01079619,-0.00798702,0.36326114,-0.54181233,0.03521143,-0.02598699,1.03939086,-1.34456843
-5.84392196,2.34231119,-3.06036323,1.88221169,-3.11969024,0.31080645,-0.17869792,0.34682990,-0.44338357,0.01026876,-0.00736475,0.33573412,-0.53490951,0.03375000,-0.02565103,0.99479344,-1.33985674
-5.83791896,2.21597399,-3.04078336,1.75013421,-3.15500828,0.29611313,-0.17386172,0.33669549,-0.43773748,0.00973129,-0.00683393,0.30877825,-0.52881311,0.03226321,-0.02542795,0.95127100,-1.33726544
-5.83191596,2.09351392,-3.02601203,1.62305889,-3.18715827,0.28201806,-0.16971204,0.32648132,-0.43280910,0.00918979,-0.00639175,0.28263737,-0.52354247,0.03077055,-0.02532269,0.90912774,-1.33655483
-5.82591296,1.97574968,-3.01556216,1.50170268,-3.21572108,0.26860962,-0.16621489,0.31621897,-0.42851151,0.00864992,-0.00603401,0.25752021,-0.51908728,0.02929039,-0.02533828,0.86860206,-1.33743032
-5.81990995,1.86331530,-3.00882234,1.38661764,-3.24025578,0.25594371,-0.16332427,0.30593519,-0.42474517,0.00811700,-0.00575531,0.23359859,-0.51541014,0.02783971,-0.02547575,0.82986736,-1.33955186
-5.81390695,1.75666506,-3.00507872,1.27819435,-3.26030662,0.24404577,-0.16098473,0.29565276,-0.42140066,0.00759599,-0.00554929,0.21100695,-0.51244946,0.02643395,-0.02573413,0.79303561,-1.34254390
-5.80790395,1.65608505,-3.00353750,1.17667004,-3.27541004,0.23291397,-0.15913399,0.28539155,-0.41836133,0.00709150,-0.00540880,0.18984298,-0.51012263,0.02508688,-0.02611044,0.75816327,-1.34600544
-5.80190095,1.56171013,-3.00334761,1.08214079,-3.28510165,0.22252326,-0.15770550,0.27516988,-0.41550576,0.00660776,-0.00532611,0.17016928,-0.50832930,0.02381062,-0.02659960,0.72525925,-1.34952007
-5.79589795,1.47354525,-3.00362308,0.99457707,-3.28892374,0.21283016,-0.15663087,0.26500585,-0.41271015,0.00614864,-0.00529319,0.15201597,-0.50695477,0.02261567,-0.02719450,0.69429434,-1.35266573
-5.78989495,1.39148955,-3.00346478,0.91384166,-3.28643337,0.20377794,-0.15584211,0.25491878,-0.40985062,0.00571766,-0.00530188,0.13538393,-0.50587341,0.02151097,-0.02788596,0.66521148,-1.35502423
-5.78389195,1.31536193,-3.00198154,0.83970918,-3.27721129,0.19530185,-0.15527359,0.24493055,-0.40680547,0.00531796,-0.00534414,0.12024857,-0.50495214,0.02050406,-0.02866276,0.63793625,-1.35619026
-5.77788894,1.24492642,-2.99831044,0.77188605,-3.26087191,0.18733414,-0.15486387,0.23506678,-0.40345753,0.00495235,-0.00541224,0.10656383,-0.50405385,0.01960120,-0.02951175,0.61238701,-1.35578020
-5.77188594,1.17991627,-2.99163630,0.71003017,-3.23707437,0.17980874,-0.15455710,0.22535773,-0.39969652,0.00462322,-0.00549897,0.09426638,-0.50304084,0.01880750,-0.03041797,0.58848403,-1.35344031
-5.76588294,1.12005522,-2.98121013,0.65376942,-3.20553450,0.17266519,-0.15430437,0.21583882,-0.39542153,0.00433258,-0.00559782,0.08327968,-0.50177826,0.01812704,-0.03136477,0.56615716,-1.34885460
-5.75987994,1.06507539,-2.96636668,0.60271828,-3.16603738,0.16585182,-0.15406463,0.20655083,-0.39054353,0.00408205,-0.00570316,0.07351785,-0.50013747,0.01756296,-0.03233411,0.54535169,-1.34175213
-5.75387694,1.01473083,-2.94654051,0.55649213,-3.11845016,0.15932803,-0.15380549,0.19753957,-0.38498803,0.00387276,-0.00581034,0.06488923,-0.49799925,0.01711750,-0.03330684,0.52603208,-1.33191370
-5.74787394,0.96880655,-2.92128064,0.51471879,-3.06273433,0.15306562,-0.15350377,0.18885514,-0.37869751,0.00370541,-0.00591585,0.05729951,-0.49525695,0.01679206,-0.03426304,0.50818353,-1.31917779
-5.74187094,0.92712294,-2.89026303,0.47704719,-2.99895693,0.14704913,-0.15314575,0.18055080,-0.37163388,0.00358021,-0.00601736,0.05065438,-0.49181927,0.01658710,-0.03518242,0.49181136,-1.30344557
-5.73586793,0.88953588,-2.85330075,0.44315314,-2.92729979,0.14127543,-0.15272734,0.17268143,-0.36378054,0.00349687,-0.00611377,0.04486170,-0.48761273,0.01650213,-0.03604483,0.47693845,-1.28468478
-5.72986493,0.85593294,-2.81035113,0.41274247,-2.84806615,0.13575242,-0.15225390,0.16530170,-0.35514406,0.00345455,-0.00620522,0.03983322,-0.48258376,0.01653560,-0.03683068,0.46360102,-1.26293226
-5.72386193,0.82622659,-2.76151962,0.38555164,-2.76168395,0.13049724,-0.15173991,0.15846413,-0.34575536,0.00345193,-0.00629302,0.03548574,-0.47670019,0.01668478,-0.03752149,0.45184310,-1.23829494
-5.71785893,0.80034508,-2.70705973,0.36134641,-2.66870529,0.12553400,-0.15120832,0.15221700,-0.33567009,0.00348714,-0.00637960,0.03174191,-0.46995207,0.01694567,-0.03810037,0.44171026,-1.21094914
-5.71185593,0.77822206,-2.64736904,0.33991891,-2.56980169,0.12089122,-0.15068977,0.14660237,-0.32496830,0.00355780,-0.00646833,0.02853068,-0.46235193,0.01731289,-0.03855251,0.43324292,-1.18113798
-5.70585293,0.75978587,-2.58298079,0.32108369,-2.46575507,0.11659922,-0.15022146,0.14165421,-0.31375326,0.00366106,-0.00656339,0.02578740,-0.45393418,0.01777960,-0.03886559,0.42646997,-1.14916690
-5.69984992,0.74494941,-2.51455131,0.30467317,-2.35744454,0.11268767,-0.14984577,0.13739688,-0.30214929,0.00379363,-0.00666952,0.02345369,-0.44475385,0.01833749,-0.03903015,0.42140287,-1.11539723
-5.69384692,0.73360120,-2.44284333,0.29053294,-2.24582933,0.10918323,-0.14960871,0.13384392,-0.29029882,0.00395183,-0.00679185,0.02147718,-0.43488453,0.01897675,-0.03903992,0.41803081,-1.08023799
-5.68784392,0.72559861,-2.36870561,0.27851733,-2.13192846,0.10610771,-0.14955808,0.13099722,-0.27835854,0.00413163,-0.00693553,0.01981111,-0.42441571,0.01968622,-0.03889197,0.41631723,-1.04413595
-5.68184092,0.72076330,-2.29304934,0.26848565,-2.01679797,0.10347657,-0.14974146,0.12884671,-0.26649490,0.00432877,-0.00710556,0.01841384,-0.41344952,0.02045343,-0.03858686,0.41619768,-1.00756443
-5.67583792,0.71887937,-2.21682221,0.26029903,-1.90150636,0.10129793,-0.15020405,0.12737052,-0.25487903,0.00453880,-0.00730643,0.01724843,-0.40209700,0.02126484,-0.03812859,0.41757942,-0.97101083
-5.66983492,0.71969410,-2.14098085,0.25381844,-1.78710953,0.09957212,-0.15098646,0.12653545,-0.24368129,0.00475718,-0.00754189,0.01628218,-0.39047405,0.02210606,-0.03752448,0.42034242,-0.93496366
-5.66383192,0.72292130,-2.06646260,0.24890345,-1.67462597,0.09829170,-0.15212244,0.12629802,-0.23306567,0.00497937,-0.00781470,0.01548621,-0.37869727,0.02296213,-0.03678500,0.42434185,-0.89989916
-5.65782891,0.72824666,-1.99415780,0.24541214,-1.56501324,0.09744195,-0.15363676,0.12660569,-0.22318431,0.00520090,-0.00812638,0.01483516,-0.36687977,0.02381784,-0.03592339,0.42941181,-0.86626824
-5.65182591,0.73533504,-1.92488340,0.24320168,-1.45914666,0.09700167,-0.15554323,0.12739844,-0.21417225,0.00541747,-0.00847706,0.01430687,-0.35512724,0.02465800,-0.03495532,0.43536994,-0.83448399
-5.64582291,0.74383886,-1.85935907,0.24212972,-1.35780092,0.09694438,-0.15784298,0.12861043,-0.20614280,0.00562504,-0.00886536,0.01388221,-0.34353431,0.02546783,-0.03389840,0.44202277,-0.80491036
-5.63981991,0.75340722,-1.79818662,0.24205624,-1.26163523,0.09723969,-0.16052312,0.13017184,-0.19918359,0.00581985,-0.00928829,0.01354487,-0.33218154,0.02623322,-0.03277167,0.44917133,-0.77785237
-5.63381691,0.76369523,-1.74183365,0.24284576,-1.17118244,0.09785471,-0.16355594,0.13201066,-0.19335357,0.00599852,-0.00974132,0.01328128,-0.32113296,0.02694103,-0.03159512,0.45661682,-0.75354821
-5.62781391,0.77437293,-1.69062195,0.24436958,-1.08684234,0.09875567,-0.16689852,0.13405443,-0.18868105,0.00615807,-0.01021840,0.01308052,-0.31043440,0.02757933,-0.03038907,0.46416612,-0.73216356
-5.62181091,0.78513352,-1.64472118,0.24650815,-1.00887933,0.09990930,-0.17049301,0.13623186,-0.18516285,0.00629596,-0.01071213,0.01293422,-0.30011272,0.02813761,-0.02917376,0.47163672,-0.71378828
-5.61580790,0.79570048,-1.60414804,0.24915305,-0.93742408,0.10128423,-0.17426755,0.13847435,-0.18276472,0.00641009,-0.01121394,0.01283647,-0.29017578,0.02860694,-0.02796877,0.47886108,-0.69843574
-5.60980490,0.80583341,-1.56877105,0.25220880,-0.87247925,0.10285218,-0.17813778,0.14071729,-0.18142279,0.00649883,-0.01171442,0.01278380,-0.28061331,0.02898005,-0.02679266,0.48569034,-0.68604463
-5.60380190,0.81533249,-1.53832046,0.25559418,-0.81392856,0.10458894,-0.18200895,0.14290123,-0.18104622,0.00656097,-0.01220355,0.01277498,-0.27139862,0.02925144,-0.02566260,0.49199709,-0.67648327
-5.59779890,0.82404148,-1.51240315,0.25924316,-0.76154889,0.10647513,-0.18577857,0.14497278,-0.18152084,0.00659576,-0.01267110,0.01281095,-0.26249092,0.02941736,-0.02459404,0.49767745,-0.66955627
-5.59179590,0.83184937,-1.49052161,0.26310530,-0.71502473,0.10849676,-0.18933958,0.14688548,-0.18271352,0.00660281,-0.01310698,0.01289460,-0.25383826,0.02947584,-0.02360052,0.50265243,-0.66501313
-5.58579290,0.83869074,-1.47209632,0.26714571,-0.67396435,0.11064544,-0.19258371,0.14860046,-0.18447729,0.00658213,-0.01350161,0.01303060,-0.24538094,0.02942667,-0.02269356,0.50686853,-0.66255854
-5.57978989,0.84454504,-1.45649034,0.27134460,-0.63791707,0.11291849,-0.19540515,0.15008692,-0.18665681,0.00653406,-0.01384624,0.01322510,-0.23705512,0.02927131,-0.02188252,0.51029781,-0.66186390
-5.57378689,0.84943487,-1.44303527,0.27569640,-0.60639089,0.11531871,-0.19770419,0.15132257,-0.18909404,0.00645924,-0.01413333,0.01348554,-0.22879650,0.02901292,-0.02117468,0.51293746,-0.66257951
-5.56778389,0.85342353,-1.43105719,0.28020853,-0.57886990,0.11785404,-0.19939075,0.15229394,-0.19163383,0.00635859,-0.01435678,0.01382028,-0.22054393,0.02865624,-0.02057522,0.51480892,-0.66434703
-5.56178089,0.85661190,-1.41990159,0.28489999,-0.55483093,0.12053696,-0.20038758,0.15299655,-0.19412924,0.00623329,-0.01451214,0.01423834,-0.21224271,0.02820755,-0.02008734,0.51595666,-0.66681154
-5.55577789,0.85913476,-1.40895623,0.28979966,-0.53375876,0.12338374,-0.20063306,0.15343500,-0.19644632,0.00608472,-0.01459677,0.01474909,-0.20384746,0.02767466,-0.01971241,0.51644671,-0.66963292
-5.54977489,0.86115676,-1.39767095,0.29494457,-0.51515968,0.12641364,-0.20008342,0.15362287,-0.19846820,0.00591446,-0.01460990,0.01536190,-0.19532440,0.02706680,-0.01945003,0.51636481,-0.67249581
-5.54377189,0.86286803,-1.38557372,0.30037809,-0.49857292,0.12964785,-0.19871424,0.15358258,-0.20009832,0.00572429,-0.01455263,0.01608589,-0.18665296,0.02639458,-0.01929826,0.51581445,-0.67511817
-5.53776888,0.86447951,-1.37228239,0.30614816,-0.48357974,0.13310854,-0.19652131,0.15334494,-0.20126273,0.00551614,-0.01442783,0.01692963,-0.17782673,0.02566989,-0.01925370,0.51491457,-0.67725771
-5.53176588,0.86621807,-1.35751183,0.31230573,-0.46981015,0.13681771,-0.19352058,0.15294867,-0.20191136,0.00529207,-0.01423996,0.01790091,-0.16885356,0.02490577,-0.01931165,0.51379712,-0.67871646
-5.52576288,0.86832151,-1.34107644,0.31890328,-0.45694709,0.14079614,-0.18974755,0.15243965,-0.20201824,0.00505429,-0.01399491,0.01900655,-0.15975510,0.02411632,-0.01946622,0.51260433,-0.67934310
-5.51975988,0.87103342,-1.32288819,0.32599375,-0.44472834,0.14506240,-0.18525572,0.15186994,-0.20158085,0.00480509,-0.01369969,0.02025223,-0.15056551,0.02331644,-0.01971046,0.51148591,-0.67903323
-5.51375688,0.87459817,-1.30295066,0.33362970,-0.43294620,0.14963184,-0.18011465,0.15129674,-0.20061847,0.00454688,-0.01336213,0.02164241,-0.14132975,0.02252165,-0.02003645,0.51059597,-0.67772780
-5.50775388,0.87925579,-1.28134963,0.34186288,-0.42144521,0.15451585,-0.17440732,0.15078109,-0.19916985,0.00428208,-0.01299059,0.02318026,-0.13210142,0.02174777,-0.02043540,0.51008995,-0.67540978
-5.50175088,0.88523728,-1.25824107,0.35074418,-0.41011831,0.15972116,-0.16822720,0.15038639,-0.19729029,0.00401317,-0.01259361,0.02486771,-0.12294021,0.02101061,-0.02089777,0.51012145,-0.67209958
-5.49574787,0.89276003,-1.23383719,0.36032396,-0.39890167,0.16524942,-0.16167510,0.15017694,-0.19504819,0.00374260,-0.01217962,0.02670550,-0.11390930,0.02032559,-0.02141335,0.51083912,-0.66784936
-5.48974487,0.90202376,-1.20839157,0.37065266,-0.38776868,0.17109696,-0.15485584,0.15021626,-0.19252152,0.00347279,-0.01175668,0.02869330,-0.10507267,0.01970734,-0.02197144,0.51238366,-0.66273686
-5.48374187,0.91320688,-1.18218409,0.38178167,-0.37672331,0.17725484,-0.14787504,0.15056549,-0.18979404,0.00320606,-0.01133221,0.03082990,-0.09649262,0.01916925,-0.02256095,0.51488495,-0.65685884
-5.47773887,0.92646339,-1.15550649,0.39376433,-0.36579335,0.18370902,-0.14083610,0.15128173,-0.18695173,0.00294461,-0.01091281,0.03311345,-0.08822741,0.01872308,-0.02317058,0.51845948,-0.65032473
-5.47173587,0.94192044,-1.12864904,0.40665685,-0.35502373,0.19044093,-0.13383736,0.15241648,-0.18407935,0.00269049,-0.01050413,0.03554165,-0.08032934,0.01837852,-0.02378901,0.52320798,-0.64325051
-5.46573287,0.95967632,-1.10188896,0.42051907,-0.34447020,0.19742811,-0.12696978,0.15401412,-0.18125743,0.00244555,-0.01011079,0.03811214,-0.07284318,0.01814278,-0.02440506,0.52921341,-0.63575329
-5.45972986,0.97979913,-1.07548080,0.43541486,-0.33419364,0.20464509,-0.12031489,0.15611061,-0.17855958,0.00221142,-0.00973632,0.04082272,-0.06580502,0.01802034,-0.02500794,0.53653922,-0.62794652
-5.45372686,1.00232589,-1.04964886,0.45141195,-0.32425495,0.21206441,-0.11394335,0.15873225,-0.17605028,0.00198949,-0.00938320,0.04367173,-0.05924160,0.01801261,-0.02558743,0.54522796,-0.61993605
-5.44772386,1.02726212,-1.02458183,0.46858113,-0.31471091,0.21965771,-0.10791388,0.16189468,-0.17378316,0.00178087,-0.00905291,0.04665839,-0.05317011,0.01811781,-0.02613403,0.55530014,-0.61181690
-5.44172086,1.05458178,-1.00042930,0.48699472,-0.30561073,0.22739697,-0.10227266,0.16560203,-0.17179974,0.00158642,-0.00874602,0.04978314,-0.04759831,0.01833093,-0.02663918,0.56675344,-0.60367089
-5.43571786,1.08422761,-0.97730003,0.50672421,-0.29699347,0.23525562,-0.09705317,0.16984641,-0.17012862,0.00140671,-0.00846229,0.05304800,-0.04252505,0.01864371,-0.02709533,0.57956208,-0.59556484
-5.42971486,1.11611182,-0.95526173,0.52783726,-0.28888626,0.24320976,-0.09227639,0.17460747,-0.16878500,0.00124205,-0.00820082,0.05645693,-0.03794110,0.01904492,-0.02749606,0.59367662,-0.58754937
-5.42371186,1.15011717,-0.93434192,0.55039405,-0.28130311,0.25123926,-0.08795135,0.17985234,-0.16777069,0.00109249,-0.00796016,0.06001622,-0.03383012,0.01952056,-0.02783611,0.60902391,-0.57965814
-5.41770885,1.18609843,-0.91452973,0.57444332,-0.27424450,0.25932882,-0.08407587,0.18553581,-0.16707433,0.00095787,-0.00773846,0.06373483,-0.03016984,0.02005433,-0.02811135,0.62550750,-0.57190750
-5.41170585,1.22388451,-0.89577836,0.60001829,-0.26769739,0.26746892,-0.08063759,0.19160074,-0.16667194,0.00083779,-0.00753356,0.06762482,-0.02693330,0.02062810,-0.02831874,0.64300839,-0.56429644
-5.40570285,1.26328122,-0.87800793,0.62713293,-0.26163575,0.27565668,-0.07761512,0.19797889,-0.16652775,0.00073168,-0.00734314,0.07170170,-0.02409005,0.02122251,-0.02845621,0.66138627,-0.55680684
-5.39969985,1.30407486,-0.86110891,0.65577888,-0.25602157,0.28389661,-0.07497926,0.20459188,-0.16659523,0.00063882,-0.00716477,0.07598487,-0.02160739,0.02181765,-0.02852253,0.68048141,-0.54940404
-5.39369685,1.34603682,-0.84494569,0.68592342,-0.25080612,0.29220126,-0.07269443,0.21135267,-0.16681839,0.00055837,-0.00699603,0.08049793,-0.01945143,0.02239368,-0.02851716,0.70011711,-0.54203780
-5.38769385,1.38892922,-0.82936084,0.71750895,-0.24593169,0.30059173,-0.07071998,0.21816725,-0.16713329,0.00048940,-0.00683452,0.08526913,-0.01758816,0.02293159,-0.02844008,0.72010300,-0.53464372
-5.38169085,1.43251163,-0.81417963,0.75045412,-0.24133362,0.30909809,-0.06901163,0.22493661,-0.16746984,0.00043091,-0.00667794,0.09033161,-0.01598422,0.02341382,-0.02829164,0.74023902,-0.52714512
-5.37568784,1.47654887,-0.79921529,0.78465694,-0.23694264,0.31775956,-0.06752292,0.23155912,-0.16775371,0.00038189,-0.00652410,0.09572372,-0.01460772,0.02382486,-0.02807243,0.76032019,-0.51945563
-5.36968484,1.52081963,-0.78427496,0.81999987,-0.23268754,0.32662462,-0.06620661,0.23793300,-0.16790862,0.00034130,-0.00637097,0.10148913,-0.01342876,0.02415183,-0.02778316,0.78014214,-0.51148236
-5.36368184,1.56512577,-0.76916625,0.85635676,-0.22849813,0.33575082,-0.06501610,0.24395911,-0.16785865,0.00030813,-0.00621668,0.10767693,-0.01241994,0.02438482,-0.02742465,0.79950709,-0.50312982
-5.35767884,1.60930176,-0.75370467,0.89360138,-0.22430850,0.34520437,-0.06390678,0.24954375,-0.16753086,0.00028140,-0.00605952,0.11434146,-0.01155666,0.02451728,-0.02699777,0.81823026,-0.49430443
-5.35167584,1.65322398,-0.73772160,0.93161715,-0.22006046,0.35505945,-0.06283738,0.25460150,-0.16685789,0.00026019,-0.00589802,0.12154207,-0.01081741,0.02454609,-0.02650352,0.83614637,-0.48491972
-5.34567284,1.69681906,-0.72107279,0.97030745,-0.21570713,0.36539720,-0.06177124,0.25905799,-0.16578061,0.00024364,-0.00573088,0.12934263,-0.01018393,0.02447160,-0.02594313,0.85311586,-0.47490182
-5.33966983,1.74007101,-0.70364711,1.00960569,-0.21121664,0.37630433,-0.06067745,0.26285241,-0.16425078,0.00023096,-0.00555706,0.13781084,-0.00964131,0.02429750,-0.02531814,0.86903059,-0.46419534
-5.33366683,1.78302623,-0.68537520,1.04948459,-0.20657577,0.38787146,-0.05953194,0.26593974,-0.16223346,0.00022143,-0.00537576,0.14701731,-0.00917806,0.02403054,-0.02463060,0.88381855,-0.45276922
-5.32766383,1.82579608,-0.66623783,1.08996364,-0.20179344,0.40019111,-0.05831838,0.26829244,-0.15970921,0.00021443,-0.00518644,0.15703449,-0.00878613,0.02368011,-0.02388324,0.89744727,-0.44062234
-5.32166083,1.86855657,-0.64627337,1.13111415,-0.19690396,0.41335540,-0.05702896,0.26990175,-0.15667594,0.00020942,-0.00498884,0.16793541,-0.00846097,0.02325779,-0.02307962,0.90992562,-0.42778867
-5.31565783,1.91154482,-0.62558423,1.17306112,-0.19196983,0.42745361,-0.05566494,0.27077816,-0.15315034,0.00020592,-0.00478300,0.17979232,-0.00820146,0.02277669,-0.02222432,0.92130380,-0.41434160
-5.30965483,1.95505229,-0.60434172,1.21598159,-0.18708406,0.44256962,-0.05423702,0.27095133,-0.14916876,0.00020355,-0.00456926,0.19267526,-0.00800995,0.02225090,-0.02132307,0.93167128,-0.40039734
-5.30365183,1.99941486,-0.58278918,1.26009909,-0.18237183,0.45877941,-0.05276543,0.27046925,-0.14478757,0.00020200,-0.00434823,0.20665062,-0.00789218,0.02169481,-0.02038281,0.94115276,-0.38611703
-5.29764882,2.04500018,-0.56124302,1.30567426,-0.17799137,0.47614875,-0.05127985,0.26939663,-0.14008291,0.00020103,-0.00412082,0.22177987,-0.00785726,0.02112249,-0.01941180,0.94990222,-0.37170749
-5.29164582,2.09219273,-0.54009147,1.35299194,-0.17413399,0.49473122,-0.04981905,0.26781269,-0.13514982,0.00020045,-0.00388819,0.23811833,-0.00791760,0.02054712,-0.01841952,0.95809529,-0.35742049
-5.28564282,2.14137739,-0.51979114,1.40234524,-0.17102314,0.51456667,-0.04843023,0.26580831,-0.13010084,0.00020015,-0.00365174,0.25571429,-0.00808873,0.01998045,-0.01741673,0.96592024,-0.34355044
-5.27963982,2.19292246,-0.50086100,1.45401741,-0.16891245,0.53568029,-0.04716816,0.26348270,-0.12506395,0.00020003,-0.00341302,0.27460835,-0.00838921,0.01943243,-0.01641523,0.97356820,-0.33043054
-5.27363682,2.24716285,-0.48387418,1.50826259,-0.16808273,0.55808234,-0.04609412,0.26093973,-0.12018014,0.00020006,-0.00317376,0.29483305,-0.00884030,0.01891087,-0.01542777,0.98122291,-0.31842739
-5.26763382,2.30438467,-0.46944745,1.56528644,-0.16883773,0.58176859,-0.04527452,0.25828408,-0.11560041,0.00020024,-0.00293575,0.31641289,-0.00946573,0.01842127,-0.01446781,0.98905080,-0.30793418
-5.26163082,2.36481179,-0.45822858,1.62522808,-0.17149886,0.60672143,-0.04477940,0.25561731,-0.11148248,0.00020057,-0.00270082,0.33936459,-0.01029123,0.01796679,-0.01354928,0.99719185,-0.29936257
