energy_ev,total_up,Co_p_up,Co_d_up,N_s_up,N_p_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-5.67583792,4.96102445,0.79625059,0.29889182,0.00137681,1.17847433,0.09492387,1.70149416,1.64431208,0.39472741
-5.66983492,4.85325228,0.80161435,0.29868424,0.00138420,1.14499134,0.09078927,1.67469800,1.59414328,0.38400114
-5.66383192,4.74312911,0.80690921,0.29866373,0.00139998,1.10888477,0.08672102,1.64911680,1.54058035,0.37302693
-5.65782891,4.63251974,0.81242902,0.29888413,0.00142572,1.07067236,0.08277681,1.62537484,1.48443695,0.36198517
-5.65182591,4.52352196,0.81850418,0.29940272,0.00146314,1.03096642,0.07901450,1.60413664,1.42662252,0.35108889
-5.64582291,4.41839993,0.82549130,0.30027771,0.00151406,0.99045498,0.07549076,1.58608598,1.36811668,0.34057685
-5.63981991,4.31951075,0.83376174,0.30156554,0.00158036,0.94988032,0.07225965,1.57190373,1.30994124,0.33070566
-5.63381691,4.22922689,0.84368944,0.30331819,0.00166390,0.91001549,0.06937128,1.56224530,1.25313095,0.32174098
-5.62781391,4.14985688,0.85563805,0.30558058,0.00176647,0.87163977,0.06687050,1.55771814,1.19870379,0.31394829
-5.62181091,4.08356686,0.86994805,0.30838806,0.00188966,0.83551399,0.06479572,1.55885997,1.14763202,0.30758340
-5.61580790,4.03230529,0.88692375,0.31176420,0.00203483,0.80235643,0.06317783,1.56611826,1.10081480,0.30288301
-5.60980490,3.99773326,0.90682086,0.31571876,0.00220298,0.77282038,0.06203930,1.57983133,1.05905328,0.30005580
-5.60380190,3.98116242,0.92983459,0.32024609,0.00239470,0.74747384,0.06139338,1.60021170,1.02302902,0.29927419
-5.59779890,3.98350244,0.95608897,0.32532398,0.00261009,0.72678234,0.06124358,1.62733202,0.99328634,0.30066715
-5.59179590,4.00521994,0.98562737,0.33091297,0.00284869,0.71109517,0.06158329,1.66111418,0.97021920,0.30431438
-5.58579290,4.04631021,1.01840499,0.33695623,0.00310941,0.70063569,0.06239563,1.70132200,0.95406299,0.31024202
-5.57978989,4.10628317,1.05428330,0.34338012,0.00339057,0.69549593,0.06365355,1.74755794,0.94489153,0.31842016
-5.57378689,4.18416454,1.09302716,0.35009542,0.00368980,0.69563572,0.06532025,1.79926441,0.94261941,0.32876232
-5.56778389,4.27851283,1.13430469,0.35699921,0.00400414,0.70088640,0.06734972,1.85572990,0.94700968,0.34112690
-5.56178089,4.38745244,1.17769034,0.36397763,0.00433001,0.71095897,0.06968775,1.91610035,0.95768667,0.35532080
-5.55577789,4.50872247,1.22267127,0.37090920,0.00466331,0.72545658,0.07227302,1.97939573,0.97415360,0.37110494
-5.54977489,4.63974058,1.26865717,0.37766888,0.00499950,0.74389076,0.07503862,2.04453192,0.99581454,0.38820185
-5.54377189,4.77768029,1.31499348,0.38413265,0.00533372,0.76570106,0.07791372,2.11034746,1.02200005,0.40630477
-5.53776888,4.91955975,1.36097763,0.39018256,0.00566086,0.79027740,0.08082545,2.17563468,1.05199557,0.42508831
-5.53176588,5.06233913,1.40587820,0.39571192,0.00597578,0.81698421,0.08370099,2.23917434,1.08507171,0.44422009
-5.52576288,5.20302345,1.44895606,0.40063060,0.00627341,0.84518564,0.08646972,2.29977276,1.12051530,0.46337301
-5.51975988,5.33876692,1.48948713,0.40487002,0.00654889,0.87427082,0.08906546,2.35630000,1.15765994,0.48223759
-5.51375688,5.46697477,1.52678553,0.40838776,0.00679776,0.90367810,0.09142855,2.40772769,1.19591489,0.50053399
-5.50775388,5.58539811,1.56022650,0.41117130,0.00701606,0.93291734,0.09350796,2.45316487,1.23479094,0.51802305
-5.50175088,5.69221769,1.58926780,0.41324079,0.00720048,0.96158917,0.09526306,2.49189011,1.27392207,0.53451589
-5.49574787,5.78611234,1.61346880,0.41465064,0.00734842,0.98940041,0.09666516,2.52337852,1.31308179,0.54988160
-5.48974487,5.86630885,1.63250621,0.41548966,0.00745812,1.01617491,0.09769864,2.54732206,1.35219316,0.56405257
-5.48374187,5.93261015,1.64618568,0.41587963,0.00752867,1.04185905,0.09836172,2.56364202,1.39133187,0.57702725
-5.47773887,5.98540025,1.65444874,0.41597238,0.00756005,1.06652173,0.09866666,2.57249300,1.43072179,0.58887001
-5.47173587,6.02562486,1.65737447,0.41594526,0.00755309,1.09034867,0.09863951,2.57425764,1.47072307,0.59970817
-5.46573287,6.05474809,1.65517607,0.41599516,0.00750945,1.11363107,0.09831937,2.56953246,1.51181291,0.60972618
-5.45972986,6.07468678,1.64819205,0.41633133,0.00743155,1.13674928,0.09775708,2.55910495,1.55455974,0.61915731
-5.45372686,6.08772501,1.63687284,0.41716713,0.00732246,1.16015193,0.09701352,2.54392287,1.59959170,0.62827299
-5.44772386,6.09641247,1.62176301,0.41871114,0.00718582,1.18433170,0.09615749,2.52505709,1.64756093,0.63737060
-5.44172086,6.10345124,1.60348031,0.42115795,0.00702567,1.20979867,0.09526322,2.50365941,1.69910520,0.64675999
-5.43571786,6.11157605,1.58269219,0.42467905,0.00684635,1.23705281,0.09440770,2.48091726,1.75480870,0.65674962
-5.42971486,6.12343363,1.56009107,0.42941417,0.00665233,1.26655677,0.09366785,2.45800724,1.81516418,0.66763287
-5.42371186,6.14146673,1.53636945,0.43546357,0.00644811,1.29871052,0.09311764,2.43604944,1.88053829,0.67967529
-5.41770885,6.16780823,1.51219586,0.44288159,0.00623806,1.33382924,0.09282530,2.41606468,1.95114220,0.69310349
-5.41170585,6.20419030,1.48819286,0.45167178,0.00602633,1.37212556,0.09285075,2.39893625,2.02700928,0.70809609
-5.40570285,6.25187283,1.46491778,0.46178395,0.00581672,1.41369727,0.09324321,2.38537791,2.10798126,0.72477749
-5.39969985,6.31159447,1.44284709,0.47311324,0.00561261,1.45852130,0.09403933,2.37590937,2.19370417,0.74321445
-5.39369685,6.38354830,1.42236484,0.48550138,0.00541688,1.50645418,0.09526158,2.37084017,2.28363447,0.76341600
-5.38769385,6.46738320,1.40375541,0.49874014,0.00523190,1.55723929,0.09691734,2.37026243,2.37705574,0.78533646
-5.38169085,6.56223051,1.38720084,0.51257690,0.00505947,1.61052052,0.09899835,2.37405275,2.47310525,0.80888146
-5.37568784,6.66675446,1.37278232,0.52672213,0.00490083,1.66586151,0.10148087,2.38188277,2.57080955,0.83391669
-5.36968484,6.77922345,1.36048573,0.54085857,0.00475667,1.72276966,0.10432627,2.39323796,2.66912739,0.86027872
-5.36368184,6.89759857,1.35021056,0.55465172,0.00462719,1.78072345,0.10748229,2.40744349,2.76699802,0.88778738
-5.35767884,7.01963458,1.34178169,0.56776132,0.00451210,1.83920154,0.11088471,2.42369594,2.86339227,0.91625885
-5.35167584,7.14298812,1.33496310,0.57985326,0.00441073,1.89771187,0.11445949,2.44109951,2.95736380,0.94551867
-5.34567284,7.26532758,1.32947295,0.59061154,0.00432207,1.95581912,0.11812529,2.45870483,3.04809749,0.97541382
-5.33966983,7.38443896,1.32499910,0.59974971,0.00424487,2.01316857,0.12179629,2.47554894,3.13495217,1.00582304
-5.33366683,7.49832232,1.32121436,0.60702143,0.00417770,2.06950504,0.12538508,2.49069454,3.21749503,1.03666465
-5.32766383,7.60527400,1.31779074,0.61222959,0.00411904,2.12468529,0.12880579,2.50326697,3.29552522,1.06790122
-5.32166083,7.70395048,1.31441229,0.61523363,0.00406737,2.17868307,0.13197699,2.51248744,3.36908491,1.09954068
-5.31565783,7.79341079,1.31078591,0.61595487,0.00402124,2.23158615,0.13482460,2.51770126,3.43845659,1.13163354
-5.30965483,7.87313565,1.30664992,0.61437943,0.00397934,2.28358519,0.13728440,2.51840000,3.50414603,1.16426625
-5.30365183,7.94302279,1.30178030,0.61055880,0.00394053,2.33495486,0.13930425,2.51423692,3.56685137,1.19755091
-5.29764882,8.00335895,1.29599440,0.60460796,0.00390392,2.38602806,0.14084588,2.50503529,3.62741935,1.23161180
-5.29164582,8.05477095,1.28915249,0.59670109,0.00386889,2.43716457,0.14188607,2.49078951,3.68679074,1.26656928
-5.28564282,8.09815866,1.28115714,0.58706522,0.00383509,2.48871581,0.14241737,2.47165928,3.74593761,1.30252224
-5.27963982,8.13461441,1.27195091,0.57597189,0.00380246,2.54098786,0.14244820,2.44795738,3.80579568,1.33952985
-5.27363682,8.16533352,1.26151262,0.56372745,0.00377121,2.59420488,0.14200236,2.42013191,3.86719550,1.37759387
-5.26763382,8.19152167,1.24985265,0.55066212,0.00374179,2.64847533,0.14111800,2.38874389,3.93079637,1.41664283
-5.26163082,8.21430447,1.23700760,0.53711859,0.00371484,2.70376320,0.13984606,2.35444161,3.99702704,1.45651900
-5.25562781,8.23464483,1.22303478,0.52344038,0.00369120,2.75986637,0.13824834,2.31793273,4.06603677,1.49696931
-5.24962481,8.25327304,1.20800678,0.50996065,0.00367180,2.81640371,0.13639514,2.27995560,4.13766020,1.53764117
-5.24362181,8.27063364,1.19200635,0.49699168,0.00365761,2.87281233,0.13436270,2.24125108,4.21139858,1.57808359
-5.23761881,8.28685236,1.17512196,0.48481570,0.00364964,2.92835564,0.13223048,2.20253583,4.28641922,1.61775416
-5.23161581,8.30172484,1.15744393,0.47367713,0.00364882,2.98214231,0.13007846,2.16447833,4.36157389,1.65603175
-5.22561281,8.31472800,1.13906139,0.46377668,0.00365601,3.03315568,0.12798440,2.12767833,4.43543607,1.69223469
-5.21960980,8.32505311,1.12005998,0.45526734,0.00367193,3.08029243,0.12602146,2.09265035,4.50635572,1.72564369
-5.21360680,8.33165854,1.10052025,0.44825240,0.00369714,3.12240886,0.12425586,2.05981180,4.57252921,1.75552866
-5.20760380,8.33333917,1.08051670,0.44278549,0.00373203,3.15837259,0.12274510,2.02947568,4.63208134,1.78117809
-5.20160080,8.32880806,1.06011738,0.43887244,0.00377678,3.18711702,0.12153642,2.00184802,4.68315529,1.80192965
-5.19559780,8.31678574,1.03938385,0.43647480,0.00383143,3.20769596,0.12066577,1.97702972,4.72400619,1.81720045
-5.18959480,8.29609184,1.01837159,0.43551487,0.00389582,3.21933536,0.12015720,1.95502243,4.75309337,1.82651552
-5.18359180,8.26573357,0.99713058,0.43588170,0.00396963,3.22147964,0.12002275,1.93573786,4.76916659,1.82953280
-5.17758879,8.22498630,0.97570609,0.43743798,0.00405242,3.21382984,0.12026266,1.91900998,4.77134167,1.82606361
-5.17158579,8.17346127,0.95413964,0.44002727,0.00414365,3.19637175,0.12086612,1.90460925,4.75916140,1.81608722
-5.16558279,8.11115704,0.93246999,0.44348129,0.00424270,3.16939227,0.12181225,1.89225824,4.73263861,1.79975890
-5.15957979,8.03849159,0.91073431,0.44762696,0.00434888,3.13348309,0.12307147,1.88164776,4.69227889,1.77741088
-5.15357679,7.95631353,0.88896936,0.45229286,0.00446150,3.08953139,0.12460701,1.87245296,4.63908166,1.74954613
-5.14757379,7.86589185,0.86721269,0.45731491,0.00457982,3.03869779,0.12637662,1.86434852,4.57451954,1.71682525
-5.14157079,7.76888486,0.84550390,0.46254097,0.00470313,2.98238273,0.12833438,1.85702251,4.50049673,1.68004701
-5.13556778,7.66729006,0.82388587,0.46783444,0.00483069,2.92218263,0.13043251,1.85018832,4.41928863,1.64012350
-5.12956478,7.56337754,0.80240583,0.47307660,0.00496179,2.85983798,0.13262309,1.84359442,4.33346544,1.59805096
-5.12356178,7.45961043,0.78111637,0.47816775,0.00509567,2.79717580,0.13485969,1.83703146,4.24580351,1.55487772
-5.11755878,7.35855629,0.76007609,0.48302737,0.00523159,2.73604892,0.13709884,1.83033683,4.15918853,1.51167051
-5.11155578,7.26279373,0.73935000,0.48759311,0.00536873,2.67827490,0.13930126,1.82339641,4.07651525,1.46948078
-5.10555278,7.17481851,0.71900949,0.49181913,0.00550623,2.62557711,0.14143276,1.81614370,4.00058798,1.42931223
-5.09954977,7.09695337,0.69913178,0.49567365,0.00564316,2.57953046,0.14346499,1.80855656,3.93402650,1.39209085
-5.09354677,7.03126528,0.67979884,0.49913613,0.00577849,2.54151371,0.14537570,1.80065169,3.87918100,1.35863864
-5.08754377,6.97949338,0.66109584,0.50219427,0.00591105,2.51267024,0.14714883,1.79247736,3.83805960,1.32965169
-5.08154077,6.94299022,0.64310898,0.50484087,0.00603961,2.49387827,0.14877425,1.78410473,3.81227077,1.30568337
-5.07553777,6.92267808,0.62592287,0.50707104,0.00616278,2.48573143,0.15024722,1.77561823,3.80298250,1.28713279
-5.06953477,6.91902153,0.60961764,0.50887962,0.00627906,2.48852967,0.15156757,1.76710560,3.81089890,1.27423891
-5.06353177,6.93201647,0.59426568,0.51025914,0.00638687,2.50228044,0.15273882,1.75864803,3.83625424,1.26707970
-5.05752876,6.96119535,0.57992842,0.51119840,0.00648452,2.52670926,0.15376701,1.75031092,3.87882347,1.26557655
-5.05152576,7.00564738,0.56665320,0.51168163,0.00657029,2.56127869,0.15465957,1.74213573,3.93794764,1.26950286
-5.04552276,7.06405243,0.55447040,0.51168835,0.00664241,2.60521434,0.15542416,1.73413347,4.01257203,1.27849665
-5.03951976,7.13472636,0.54339109,0.51119383,0.00669914,2.65753640,0.15606757,1.72627998,4.10129447,1.29207615
-5.03351676,7.21567571,0.53340538,0.51017016,0.00673881,2.71709504,0.15659476,1.71851335,4.20242084,1.30965777
-5.02751376,7.30465916,0.52448142,0.50858782,0.00675983,2.78260807,0.15700813,1.71073364,4.31402506,1.33057564
-5.02151076,7.39925336,0.51656534,0.50641750,0.00676078,2.85269934,0.15730692,1.70280491,4.43401063,1.35410210
-5.01550775,7.49692063,0.50958211,0.50363230,0.00674044,2.92593638,0.15748697,1.69455942,4.56017124,1.37946826
-5.00950475,7.59507613,0.50343725,0.50020992,0.00669783,3.00086620,0.15754073,1.68580382,4.69024814,1.40588432
-5.00350175,7.69115258,0.49801934,0.49613477,0.00663228,3.07604819,0.15745747,1.67632695,4.82198267,1.43255891
-4.99749875,7.78266053,0.49320331,0.49139998,0.00654341,3.15008343,0.15722385,1.66590892,4.95316260,1.45871720
-4.99149575,7.86724284,0.48885425,0.48600895,0.00643124,3.22163996,0.15682458,1.65433096,5.08166149,1.48361728
-4.98549275,7.94272212,0.48483163,0.47997658,0.00629615,3.28947379,0.15624334,1.64138538,5.20547091,1.50656484
-4.97948974,8.00714049,0.48099373,0.47332995,0.00613892,3.35244575,0.15546372,1.62688536,5.32272572,1.52692572
-4.97348674,8.05879119,0.47720201,0.46610843,0.00596072,3.40953422,0.15447024,1.61067387,5.43172286,1.54413638
-4.96748374,8.09624195,0.47332538,0.45836331,0.00576314,3.45984429,0.15324935,1.59263136,5.53093453,1.55771228
-4.96148074,8.11835045,0.46924405,0.45015687,0.00554809,3.50261366,0.15179027,1.57268185,5.61901693,1.56725411
-4.95547774,8.12427242,0.46485286,0.44156100,0.00531788,3.53721588,0.15008578,1.55079721,5.69481540,1.57245205
-4.94947474,8.11346295,0.46006409,0.43265541,0.00507507,3.56316149,0.14813281,1.52699939,5.75736722,1.57308801
-4.94347174,8.08567209,0.45480948,0.42352567,0.00482250,3.58009739,0.14593275,1.50136070,5.80590296,1.56903614
-4.93746873,8.04093558,0.44904162,0.41426100,0.00456320,3.58780517,0.14349170,1.47400219,5.83984715,1.56026157
-4.93146573,7.97956176,0.44273461,0.40495215,0.00430031,3.58619840,0.14082038,1.44509034,5.85881879,1.54681775
-4.92546273,7.90211558,0.43588397,0.39568933,0.00403707,3.57531952,0.13793396,1.41483231,5.86263214,1.52884232
-4.91945973,7.80940065,0.42850608,0.38656039,0.00377666,3.55533610,0.13485167,1.38347026,5.85129752,1.50655187
-4.91345673,7.70243993,0.42063690,0.37764931,0.00352221,3.52653687,0.13159640,1.35127487,5.82502218,1.48023563
-4.90745373,7.58245572,0.41233038,0.36903516,0.00327670,3.48932712,0.12819414,1.31853862,5.78421066,1.45024834
-4.90145073,7.45084930,0.40365636,0.36079140,0.00304289,3.44422366,0.12467349,1.28556918,5.72946401,1.41700238
-4.89544772,7.30918045,0.39469830,0.35298569,0.00282327,3.39184887,0.12106512,1.25268303,5.66157724,1.38095938
-4.88944472,7.15914681,0.38555068,0.34568015,0.00262000,3.33292388,0.11740141,1.22019983,5.58153424,1.34262146
-4.88344172,7.00256305,0.37631636,0.33893202,0.00243489,3.26826042,0.11371602,1.18843747,5.49049940,1.30252209
-4.87743872,6.84133960,0.36710377,0.33279464,0.00226935,3.19875123,0.11004370,1.15770799,5.38980531,1.26121695
-4.87143572,6.67746078,0.35802420,0.32731878,0.00212439,3.12535894,0.10642012,1.12831443,5.28093613,1.21927463
-4.86543272,6.51296194,0.34918894,0.32255411,0.00200058,3.04910310,0.10288179,1.10054851,5.16550620,1.17726745
-4.85942971,6.34990546,0.34070671,0.31855080,0.00189808,2.97104553,0.09946607,1.07468903,5.04523388,1.13576239
-4.85342671,6.19035552,0.33268107,0.31536119,0.00181664,2.89227385,0.09621119,1.05100103,4.92191075,1.09531230
-4.84742371,6.03635151,0.32520811,0.31304142,0.00175563,2.81388350,0.09315629,1.02973531,4.79736662,1.05644731
-4.84142071,5.88988025,0.31837433,0.31165291,0.00171406,2.73695837,0.09034142,1.01112845,4.67343095,1.01966666
-4.83541771,5.75284735,0.31225483,0.31126375,0.00169063,2.66255032,0.08780742,0.99540296,4.55189155,0.98543090
-4.82941471,5.62704781,0.30691194,0.31194987,0.00168378,2.59165815,0.08559573,0.98276759,4.43445171,0.95415458
-4.82341171,5.51413680,0.30239410,0.31379583,0.00169175,2.52520639,0.08374806,0.97341751,4.32268703,0.92619953
-4.81740870,5.41560072,0.29873534,0.31689545,0.00171259,2.46402449,0.08230586,0.96753446,4.21800328,0.90186867
-4.81140570,5.33272969,0.29595518,0.32135192,0.00174429,2.40882701,0.08130963,0.96528649,4.12159685,0.88140061
-4.80540270,5.26659169,0.29405894,0.32727756,0.00178478,2.36019543,0.08079806,0.96682745,4.03441925,0.86496507
-4.79939970,5.21800948,0.29303862,0.33479295,0.00183204,2.31856224,0.08080696,0.97229594,3.95714718,0.85265916
-4.79339670,5.18754053,0.29287416,0.34402559,0.00188410,2.28419792,0.08136808,0.98181370,3.89015953,0.84450482
-4.78739370,5.17546093,0.29353502,0.35510784,0.00193913,2.25720134,0.08250777,0.99548337,3.83352248,0.84044736
-4.78139070,5.18175353,0.29498205,0.36817411,0.00199548,2.23749418,0.08424555,1.01338544,3.78698380,0.84035534
-4.77538769,5.20610088,0.29716957,0.38335736,0.00205169,2.22481970,0.08659266,1.03557453,3.74997692,0.84402186
-4.76938469,5.24788330,0.30004743,0.40078480,0.00210657,2.21874622,0.08955066,1.06207489,3.72163514,0.85116742
-4.76338169,5.30618233,0.30356304,0.42057283,0.00215914,2.21867538,0.09311006,1.09287519,3.70081606,0.86144427
-4.75737869,5.37978984,0.30766327,0.44282139,0.00220870,2.22385533,0.09724918,1.12792280,3.68613570,0.87444245
-4.75137569,5.46722281,0.31229607,0.46760775,0.00225478,2.23339845,0.10193318,1.16711787,3.67601137,0.88969741
-4.74537269,5.56674396,0.31741177,0.49498001,0.00229717,2.24630353,0.10711346,1.21030733,3.66871234,0.90669908
-4.73936968,5.67638824,0.32296410,0.52495048,0.00233582,2.26148164,0.11272744,1.25727947,3.66241637,0.92490239
-4.73336668,5.79399502,0.32891089,0.55748943,0.00237089,2.27778518,0.11869869,1.30775936,3.65527049,0.94373896
-4.72736368,5.91724588,0.33521444,0.59251932,0.00240264,2.29403927,0.12493767,1.36140579,3.64545370,0.96262968
-4.72136068,6.04370779,0.34184179,0.62991001,0.00243141,2.30907453,0.13134289,1.41781018,3.63123960,0.98099803
-4.71535768,6.17088111,0.34876489,0.66947532,0.00245758,2.32176035,0.13780259,1.47649798,3.61105636,0.99828355
-4.70935468,6.29625202,0.35596071,0.71097118,0.00248151,2.33103744,0.14419700,1.53693289,3.58354224,1.01395539
-4.70335168,6.41734834,0.36341165,0.75409575,0.00250351,2.33594893,0.15040094,1.59852441,3.54759433,1.02752528
-4.69734867,6.53179790,0.37110609,0.79849165,0.00252376,2.33566878,0.15628688,1.66063857,3.50240901,1.03855970
-4.69134567,6.63738808,0.37903932,0.84375045,0.00254234,2.32952671,0.16172827,1.72261197,3.44751268,1.04669082
-4.68534267,6.73212498,0.38721487,0.88941937,0.00255917,2.31702886,0.16660298,1.78376879,3.38278177,1.05162581
-4.67933967,6.81429047,0.39564609,0.93501009,0.00257402,2.29787353,0.17079687,1.84344017,3.30845160,1.05315434
-4.67333667,6.88249519,0.40435810,0.98000950,0.00258647,2.27196148,0.17420718,1.90098543,3.22511388,1.05115391
-4.66733367,6.93572532,0.41338983,1.02389182,0.00259599,2.23940044,0.17674568,1.95581394,3.13370314,1.04559277
-4.66133067,6.97338111,0.42279605,1.06613193,0.00260191,2.20050375,0.17834143,2.00740683,3.03547298,1.03653053
-4.65532766,6.99530500,0.43264908,1.10621909,0.00260347,2.15578303,0.17894300,2.05533724,2.93196283,1.02411615
-4.64932466,7.00179741,0.44304000,1.14367067,0.00259985,2.10593521,0.17852008,2.09928794,2.82495667,1.00858346
-4.64332166,6.99361867,0.45407900,1.17804515,0.00259023,2.05182409,0.17706436,2.13906526,2.71643508,0.99024434
