energy_ev,total_up,Ga_p_up,Ga_d_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up
-5.76588294,2.39063949,0.04297019,0.00000000,2.20630817,0.23112933,0.06324623,1.26261619
-5.75987994,2.54532364,0.04769628,0.00000000,2.32609735,0.24734415,0.06654309,1.33362053
-5.75387694,2.70455228,0.05271156,0.00000000,2.44641711,0.26442975,0.06989899,1.40558691
-5.74787394,2.86738007,0.05799139,0.00000000,2.56659322,0.28226044,0.07328647,1.47806815
-5.74187094,3.03273868,0.06350396,0.00000000,2.68589677,0.30070352,0.07667805,1.55059472
-5.73586793,3.19942806,0.06921027,0.00000000,2.80353981,0.31961788,0.08004586,1.62267097
-5.72986493,3.36611514,0.07506432,0.00000000,2.91867540,0.33885329,0.08336134,1.69377353
-5.72386193,3.53134096,0.08101363,0.00000000,3.03040285,0.35825042,0.08659517,1.76335266
-5.71785893,3.69353711,0.08700011,0.00000000,3.13777885,0.37764179,0.08971725,1.83083662
-5.71185593,3.85105172,0.09296123,0.00000000,3.23983450,0.39685350,0.09269689,1.89563951
-5.70585293,4.00218452,0.09883152,0.00000000,3.33559825,0.41570790,0.09550319,1.95717223
-5.69984992,4.14523003,0.10454431,0.00000000,3.42412366,0.43402692,0.09810548,2.01485643
-5.69384692,4.27852702,0.11003368,0.00000000,3.50452119,0.45163606,0.10047405,2.06814064
-5.68784392,4.40051217,0.11523652,0.00000000,3.57599209,0.46836868,0.10258083,2.11651808
-5.68184092,4.50977498,0.12009466,0.00000000,3.63786259,0.48407049,0.10440021,2.15954471
-5.67583792,4.60511104,0.12455686,0.00000000,3.68961627,0.49860393,0.10590990,2.19685683
-5.66983492,4.68557045,0.12858063,0.00000000,3.73092225,0.51185210,0.10709164,2.22818675
-5.66383192,4.75049826,0.13213384,0.00000000,3.76165723,0.52372211,0.10793196,2.25337555
-5.65782891,4.79956425,0.13519581,0.00000000,3.78191929,0.53414761,0.10842266,2.27238191
-5.65182591,4.83277986,0.13775806,0.00000000,3.79203227,0.54309027,0.10856121,2.28528617
-5.64582291,4.85050071,0.13982446,0.00000000,3.79253947,0.55054021,0.10835090,2.29228929
-5.63981991,4.85341403,0.14141095,0.00000000,3.78418675,0.55651531,0.10780072,2.29370631
-5.63381691,4.84251142,0.14254455,0.00000000,3.76789521,0.56105947,0.10692515,2.28995473
-5.62781391,4.81904801,0.14326210,0.00000000,3.74472475,0.56424000,0.10574355,2.28153831
-5.62181091,4.78449017,0.14360835,0.00000000,3.71583026,0.56614430,0.10427954,2.26902718
-5.61580790,4.74045474,0.14363390,0.00000000,3.68241292,0.56687607,0.10256013,2.25303542
-5.60980490,4.68864309,0.14339283,0.00000000,3.64566926,0.56655140,0.10061480,2.23419761
-5.60380190,4.63077393,0.14294023,0.00000000,3.60674116,0.56529496,0.09847457,2.21314570
-5.59779890,4.56851870,0.14232990,0.00000000,3.56666978,0.56323662,0.09617100,2.19048772
-5.59179590,4.50344338,0.14161206,0.00000000,3.52635638,0.56050863,0.09373540,2.16678966
-5.58579290,4.43695990,0.14083156,0.00000000,3.48653239,0.55724368,0.09119802,2.14256169
-5.57978989,4.37028990,0.14002637,0.00000000,3.44774092,0.55357376,0.08858750,2.11824945
-5.57378689,4.30444260,0.13922658,0.00000000,3.41033062,0.54963003,0.08593045,2.09423099
-5.56778389,4.24020768,0.13845398,0.00000000,3.37446262,0.54554338,0.08325118,2.07081921
-5.56178089,4.17816303,0.13772211,0.00000000,3.34012990,0.54144581,0.08057172,2.04826964
-5.55577789,4.11869618,0.13703689,0.00000000,3.30718794,0.53747212,0.07791184,2.02679263
-5.54977489,4.06203748,0.13639764,0.00000000,3.27539468,0.53376190,0.07528936,2.00656899
-5.54377189,4.00830219,0.13579854,0.00000000,3.24445701,0.53046135,0.07272045,1.98776760
-5.53776888,3.95753815,0.13523030,0.00000000,3.21408082,0.52772470,0.07021998,1.97056371
-5.53176588,3.90977556,0.13468204,0.00000000,3.18402117,0.52571494,0.06780194,1.95515608
-5.52576288,3.86507486,0.13414310,0.00000000,3.15412910,0.52460364,0.06547980,1.94178176
-5.51975988,3.82356957,0.13360490,0.00000000,3.12439197,0.52456968,0.06326674,1.93072693
-5.51375688,3.78550065,0.13306242,0.00000000,3.09496425,0.52579674,0.06117589,1.92233289
-5.50775388,3.75124005,0.13251553,0.00000000,3.06618655,0.52846970,0.05922035,1.91699630
-5.50175088,3.72130160,0.13196988,0.00000000,3.03859119,0.53276977,0.05741317,1.91516337
-5.49574787,3.69633833,0.13143733,0.00000000,3.01289347,0.53886876,0.05576717,1.91731794
-5.48974487,3.67712620,0.13093604,0.00000000,2.98996867,0.54692261,0.05429465,1.92396387
-5.48374187,3.66453494,0.13049004,0.00000000,2.97081569,0.55706440,0.05300702,1.93560249
-5.47773887,3.65948776,0.13012845,0.00000000,2.95650895,0.56939735,0.05191441,1.95270626
-5.47173587,3.66291202,0.12988434,0.00000000,2.94814107,0.58398795,0.05102515,1.97568994
-5.46573287,3.67568387,0.12979332,0.00000000,2.94675924,0.60085980,0.05034534,2.00488085
-5.45972986,3.69856990,0.12989190,0.00000000,2.95329879,0.61998832,0.04987841,2.04048988
-5.45372686,3.73216907,0.13021577,0.00000000,2.96851763,0.64129674,0.04962475,2.08258484
-5.44772386,3.77685852,0.13079804,0.00000000,2.99293520,0.66465361,0.04958141,2.13106785
-5.44172086,3.83274604,0.13166758,0.00000000,3.02677957,0.68987203,0.04974188,2.18565812
-5.43571786,3.89963234,0.13284737,0.00000000,3.06994581,0.71671072,0.05009605,2.24588133
-5.42971486,3.97698516,0.13435324,0.00000000,3.12196830,0.74487704,0.05063020,2.31106657
-5.42371186,4.06392715,0.13619268,0.00000000,3.18200898,0.77403197,0.05132718,2.38035142
-5.41770885,4.15923852,0.13836409,0.00000000,3.24886275,0.80379685,0.05216669,2.45269531
-5.41170585,4.26137484,0.14085628,0.00000000,3.32098032,0.83376194,0.05312563,2.52690118
-5.40570285,4.36849979,0.14364839,0.00000000,3.39650801,0.86349644,0.05417860,2.60164477
-5.39969985,4.47853180,0.14671009,0.00000000,3.47334307,0.89255973,0.05529848,2.67551070
-5.39369685,4.58920296,0.15000224,0.00000000,3.54920241,0.92051361,0.05645703,2.74703417
-5.38769385,4.69812824,0.15347783,0.00000000,3.62170177,0.94693499,0.05762561,2.81474682
-5.38169085,4.80288217,0.15708328,0.00000000,3.68844193,0.97142894,0.05877585,2.87722492
-5.37568784,4.90108017,0.16076003,0.00000000,3.74709830,0.99364127,0.05988041,2.93313818
-5.36968484,4.99046137,0.16444638,0.00000000,3.79550967,1.01327058,0.06091369,2.98129719
-5.36368184,5.06896946,0.16807954,0.00000000,3.83176241,1.03007910,0.06185247,3.02069744
-5.35767884,5.13482842,0.17159783,0.00000000,3.85426623,1.04390192,0.06267659,3.05055820
-5.35167584,5.18660994,0.17494287,0.00000000,3.86181814,1.05465427,0.06336946,3.07035447
-5.34567284,5.22328963,0.17806186,0.00000000,3.85365196,1.06233634,0.06391853,3.07984044
-5.33966983,5.24428952,0.18090961,0.00000000,3.82947110,1.06703550,0.06431561,3.07906348
-5.33366683,5.24950490,0.18345048,0.00000000,3.78946344,1.06892537,0.06455708,3.06836751
-5.32766383,5.23931405,0.18565994,0.00000000,3.73429772,1.06826198,0.06464394,3.04838567
-5.32166083,5.21457000,0.18752574,0.00000000,3.66510183,1.06537659,0.06458168,3.02002199
-5.31565783,5.17657435,0.18904863,0.00000000,3.58342411,1.06066552,0.06437999,2.98442273
-5.30965483,5.12703378,0.19024252,0.00000000,3.49117949,1.05457702,0.06405238,2.94293808
-5.30365183,5.06800051,0.19113403,0.00000000,3.39058295,1.04759564,0.06361548,2.89707567
-5.29764882,5.00179886,0.19176153,0.00000000,3.28407314,1.04022453,0.06308839,2.84844748
-5.29164582,4.93094048,0.19217349,0.00000000,3.17422940,1.03296629,0.06249177,2.79871216
-5.28564282,4.85803145,0.19242638,0.00000000,3.06368552,1.02630301,0.06184695,2.74951486
-5.27963982,4.78567487,0.19258206,0.00000000,2.95504351,1.02067648,0.06117489,2.70242713
-5.27363682,4.71637270,0.19270482,0.00000000,2.85079066,1.01646917,0.06049527,2.65888904
-5.26763382,4.65243081,0.19285822,0.00000000,2.75322264,1.01398702,0.05982550,2.62015602
-5.26163082,4.59587107,0.19310185,0.00000000,2.66437516,1.01344486,0.05917990,2.58725255
-5.25562781,4.54835419,0.19348813,0.00000000,2.58596632,1.01495506,0.05856903,2.56093456
-5.24962481,4.51111635,0.19405942,0.00000000,2.51935093,1.01852024,0.05799912,2.54166217
-5.24362181,4.48492241,0.19484548,0.00000000,2.46548807,1.02403034,0.05747178,2.52958386
-5.23761881,4.47003754,0.19586147,0.00000000,2.42492209,1.03126454,0.05698393,2.52453279
-5.23161581,4.46621855,0.19710661,0.00000000,2.39777721,1.03989782,0.05652796,2.52603530
-5.22561281,4.47272515,0.19856352,0.00000000,2.38376520,1.04951236,0.05609215,2.53333130
-5.21960980,4.48835072,0.20019840,0.00000000,2.38220526,1.05961297,0.05566131,2.54540572
-5.21360680,4.51147118,0.20196191,0.00000000,2.39205499,1.06964641,0.05521760,2.56102947
-5.20760380,4.54010990,0.20379079,0.00000000,2.41195109,1.07902335,0.05474158,2.57880836
-5.20160080,4.57201587,0.20561019,0.00000000,2.44025801,1.08714242,0.05421325,2.59723784
-5.19559780,4.60475187,0.20733652,0.00000000,2.47512309,1.09341503,0.05361330,2.61476118
-5.18959480,4.63578892,0.20888071,0.00000000,2.51453614,1.09729000,0.05292422,2.62982885
-5.18359180,4.66260333,0.21015181,0.00000000,2.55639188,1.09827679,0.05213141,2.64095658
-5.17758879,4.68277226,0.21106057,0.00000000,2.59855318,1.09596652,0.05122418,2.64677983
-5.17158579,4.69406432,0.21152314,0.00000000,2.63891357,1.09004957,0.05019654,2.64610269
-5.16558279,4.69452157,0.21146441,0.00000000,2.67545714,1.08032925,0.04904781,2.63793926
-5.15957979,4.68253017,0.21082108,0.00000000,2.70631442,1.06673087,0.04778296,2.62154628
-5.15357679,4.65687699,0.20954421,0.00000000,2.72981256,1.04930595,0.04641272,2.59644592
-5.14757379,4.61679065,0.20760117,0.00000000,2.74451874,1.02823138,0.04495338,2.56243819
-5.14157079,4.56196557,0.20497703,0.00000000,2.74927545,1.00380372,0.04342641,2.51960285
-5.13556778,4.49256872,0.20167513,0.00000000,2.74322694,0.97642903,0.04185775,2.46829123
-5.12956478,4.40922922,0.19771702,0.00000000,2.72583602,0.94660863,0.04027698,2.40910852
-5.12356178,4.31301159,0.19314170,0.00000000,2.69689090,0.91492159,0.03871626,2.34288773
-5.11755878,4.20537398,0.18800424,0.00000000,2.65650190,0.88200474,0.03720923,2.27065648
-5.11155578,4.08811345,0.18237378,0.00000000,2.60508835,0.84853094,0.03578978,2.19359831
-5.10555278,3.96330036,0.17633108,0.00000000,2.54335610,0.81518671,0.03449083,2.11301007
-5.09954977,3.83320469,0.16996578,0.00000000,2.47226659,0.78264994,0.03334317,2.03025712
-5.09354677,3.70021698,0.16337324,0.00000000,2.39299866,0.75156860,0.03237433,1.94672814
-5.08754377,3.56676703,0.15665145,0.00000000,2.30690441,0.72254121,0.03160763,1.86379111
-5.08154077,3.43524314,0.14989782,0.00000000,2.21546099,0.69609963,0.03106138,1.78275202
-5.07553777,3.30791496,0.14320616,0.00000000,2.12021985,0.67269488,0.03074826,1.70481767
-5.06953477,3.18686261,0.13666387,0.00000000,2.02275566,0.65268614,0.03067489,1.63106374
-5.06353177,3.07391455,0.13034950,0.00000000,1.92461661,0.63633345,0.03084167,1.56240896
-5.05752876,2.97059623,0.12433074,0.00000000,1.82727791,0.62379399,0.03124280,1.49959593
-5.05152576,2.87809135,0.11866290,0.00000000,1.73210031,0.61512199,0.03186653,1.44317920
-5.04552276,2.79721666,0.11338790,0.00000000,1.64029490,0.61027219,0.03269559,1.39352039
-5.03951976,2.72841114,0.10853390,0.00000000,1.55289537,0.60910637,0.03370787,1.35079022
-5.03351676,2.67173949,0.10411539,0.00000000,1.47073846,0.61140272,0.03487712,1.31497707
-5.02751376,2.62690942,0.10013381,0.00000000,1.39445306,0.61686750,0.03617390,1.28590122
-5.02151076,2.59330175,0.09657870,0.00000000,1.32445774,0.62514845,0.03756651,1.26323395
-5.01550775,2.57001158,0.09342921,0.00000000,1.26096659,0.63584929,0.03902202,1.24652039
-5.00950475,2.55589875,0.09065586,0.00000000,1.20400233,0.64854485,0.04050727,1.23520496
-5.00350175,2.54964507,0.08822265,0.00000000,1.15341598,0.66279610,0.04198980,1.22865831
-4.99749875,2.54981580,0.08608917,0.00000000,1.10891151,0.67816451,0.04343877,1.22620443
-4.99149575,2.55492277,0.08421279,0.00000000,1.07007428,0.69422537,0.04482573,1.22714692
-4.98549275,2.56348651,0.08255077,0.00000000,1.03640177,0.71057951,0.04612522,1.23079349
-4.97948974,2.57409479,0.08106215,0.00000000,1.00733503,0.72686319,0.04731530,1.23647776
-4.97348674,2.58545556,0.07970953,0.00000000,0.98228959,0.74275593,0.04837786,1.24357801
-4.96748374,2.59644227,0.07846046,0.00000000,0.96068443,0.75798617,0.04929879,1.25153221
-4.96148074,2.60613018,0.07728853,0.00000000,0.94196817,0.77233487,0.05006797,1.25984950
-4.95547774,2.61382289,0.07617418,0.00000000,0.92564143,0.78563710,0.05067916,1.26811797
-4.94947474,2.61906835,0.07510515,0.00000000,0.91127488,0.79778186,0.05112978,1.27600910
-4.94347174,2.62166460,0.07407651,0.00000000,0.89852266,0.80871045,0.05142053,1.28327922
-4.93746873,2.62165561,0.07309057,0.00000000,0.88713088,0.81841369,0.05155505,1.28976846
-4.93146573,2.61931797,0.07215638,0.00000000,0.87694150,0.82692822,0.05153948,1.29539780
-4.92546273,2.61513959,0.07128907,0.00000000,0.86789165,0.83433238,0.05138204,1.30016453
-4.91945973,2.60979169,0.07050901,0.00000000,0.86000884,0.84074171,0.05109262,1.30413685
-4.91345673,2.60409550,0.06984086,0.00000000,0.85340261,0.84630440,0.05068246,1.30744774
-4.90745373,2.59898507,0.06931243,0.00000000,0.84825300,0.85119675,0.05016383,1.31028845
-4.90145073,2.59546769,0.06895362,0.00000000,0.84479665,0.85561872,0.04954979,1.31290173
-4.89544772,2.59458318,0.06879525,0.00000000,0.84331092,0.85978953,0.04885400,1.31557480
-4.88944472,2.59736348,0.06886788,0.00000000,0.84409676,0.86394322,0.04809061,1.31863207
-4.88344172,2.60479343,0.06920074,0.00000000,0.84746097,0.86832415,0.04727416,1.32242732
-4.87743872,2.61777398,0.06982063,0.00000000,0.85369819,0.87318223,0.04641955,1.32733542
-4.87143572,2.63708866,0.07075097,0.00000000,0.86307357,0.87876781,0.04554195,1.33374323
-4.86543272,2.66337413,0.07201088,0.00000000,0.87580630,0.88532627,0.04465678,1.34203992
-4.85942971,2.69709554,0.07361444,0.00000000,0.89205477,0.89309225,0.04377967,1.35260651
-4.85342671,2.73852745,0.07557008,0.00000000,0.91190387,0.90228357,0.04292630,1.36580493
-4.84742371,2.78774078,0.07788015,0.00000000,0.93535475,0.91309511,0.04211234,1.38196688
-4.84142071,2.84459632,0.08054068,0.00000000,0.96231770,0.92569278,0.04135327,1.40138286
-4.83541771,2.90874515,0.08354139,0.00000000,0.99260835,0.94020789,0.04066416,1.42429179
-4.82941471,2.97963608,0.08686590,0.00000000,1.02594749,0.95673224,0.04005952,1.45087192
-4.82341171,3.05653013,0.09049220,0.00000000,1.06196472,0.97531422,0.03955301,1.48123329
-4.81740870,3.13852157,0.09439331,0.00000000,1.10020589,0.99595611,0.03915723,1.51541243
-4.81140570,3.22456512,0.09853822,0.00000000,1.14014404,1.01861298,0.03888348,1.55336940
-4.80540270,3.31350812,0.10289290,0.00000000,1.18119369,1.04319298,0.03874153,1.59498762
-4.79939970,3.40412662,0.10742148,0.00000000,1.22272777,1.06955942,0.03873941,1.64007624
-4.79339670,3.49516367,0.11208749,0.00000000,1.26409657,1.09753416,0.03888325,1.68837502
-4.78739370,3.58536824,0.11685499,0.00000000,1.30464778,1.12690227,0.03917710,1.73956124
-4.78139070,3.67353263,0.12168968,0.00000000,1.34374674,1.15741768,0.03962278,1.79325815
-4.77538769,3.75852665,0.12655976,0.00000000,1.38079585,1.18880922,0.04021981,1.84904419
-4.76938469,3.83932663,0.13143655,0.00000000,1.41525218,1.22078680,0.04096525,1.90646231
-4.76338169,3.91503770,0.13629479,0.00000000,1.44664233,1.25304716,0.04185366,1.96502866
-4.75737869,3.98490806,0.14111259,0.00000000,1.47457372,1.28527891,0.04287701,2.02423989
-4.75137569,4.04833456,0.14587100,0.00000000,1.49874191,1.31716642,0.04402460,2.08357864
-4.74537269,4.10485925,0.15055326,0.00000000,1.51893337,1.34839242,0.04528301,2.14251693
-4.73936968,4.15415755,0.15514374,0.00000000,1.53502388,1.37863932,0.04663610,2.20051726
-4.73336668,4.19601869,0.15962661,0.00000000,1.54697264,1.40758921,0.04806502,2.25703181
-4.72736368,4.23032035,0.16398450,0.00000000,1.55481272,1.43492297,0.04954824,2.31150007
-4.72136068,4.25699936,0.16819705,0.00000000,1.55863850,1.46031864,0.05106168,2.36334568
-4.71535768,4.27602081,0.17223963,0.00000000,1.55859114,1.48344981,0.05257895,2.41197336
-4.70935468,4.28734824,0.17608233,0.00000000,1.55484324,1.50398438,0.05407163,2.45676690
-4.70335168,4.29091735,0.17968926,0.00000000,1.54758361,1.52158425,0.05550967,2.49708918
-4.69734867,4.28661562,0.18301845,0.00000000,1.53700346,1.53590662,0.05686193,2.53228512
-4.69134567,4.27426961,0.18602217,0.00000000,1.52328498,1.54660703,0.05809682,2.56168834
-4.68534267,4.25364151,0.18864787,0.00000000,1.50659296,1.55334472,0.05918300,2.58463191
-4.67933967,4.22443544,0.19083975,0.00000000,1.48707020,1.55579001,0.06009026,2.60046323
-4.67333667,4.18631352,0.19254079,0.00000000,1.46483680,1.55363398,0.06079031,2.60856305
-4.66733367,4.13892096,0.19369525,0.00000000,1.43999341,1.54659971,0.06125777,2.60836761
-4.66133067,4.08191847,0.19425149,0.00000000,1.41262800,1.53445493,0.06147099,2.59939325
-4.65532766,4.01502002,0.19416492,0.00000000,1.38282556,1.51702506,0.06141287,2.58126204
-4.64932466,3.93803327,0.19340095,0.00000000,1.35067984,1.49420610,0.06107165,2.55372689
-4.64332166,3.85089987,0.19193775,0.00000000,1.31630609,1.46597637,0.06044140,2.51669464
-4.63731866,3.75373256,0.18976862,0.00000000,1.27985381,1.43240628,0.05952249,2.47024547
-4.63131566,3.64684645,0.18690379,0.00000000,1.24151815,1.39366545,0.05832175,2.41464715
-4.62531266,3.53078184,0.18337161,0.00000000,1.20154923,1.35002639,0.05685245,2.35036280
-4.61930965,3.40631688,0.17921889,0.00000000,1.16025820,1.30186445,0.05513406,2.27805146
-4.61330665,3.27446851,0.17451047,0.00000000,1.11801953,1.24965369,0.05319173,2.19856064
-4.60730365,3.13648134,0.16932786,0.00000000,1.07526912,1.19395873,0.05105559,2.11291120
-4.60130065,2.99380459,0.16376718,0.00000000,1.03249799,1.13542293,0.04875993,2.02227450
-4.59529765,2.84805806,0.15793628,0.00000000,0.99024175,1.07475315,0.04634208,1.92794313
-4.58929465,2.70098878,0.15195131,0.00000000,0.94906640,1.01270208,0.04384139,1.83129604
-4.58329165,2.55442047,0.14593285,0.00000000,0.90955089,0.95004865,0.04129797,1.73376001
-4.57728864,2.41019843,0.14000171,0.00000000,0.87226766,0.88757777,0.03875154,1.63676886
-4.57128564,2.27013271,0.13427476,0.00000000,0.83776185,0.82606005,0.03624032,1.54172260
-4.56528264,2.13594237,0.12886075,0.00000000,0.80653049,0.76623272,0.03379997,1.44994819
-4.55927964,2.00920359,0.12385659,0.00000000,0.77900282,0.70878236,0.03146270,1.36266376
-4.55327664,1.89130425,0.11934397,0.00000000,0.75552263,0.65433035,0.02925651,1.28094783
-4.54727364,1.78340682,0.11538672,0.00000000,0.73633376,0.60342150,0.02720468,1.20571482
-4.54127064,1.68642143,0.11202883,0.00000000,0.72156944,0.55651621,0.02532538,1.13769771
-4.53526763,1.60098975,0.10929332,0.00000000,0.71124609,0.51398640,0.02363154,1.07743852
-4.52926463,1.52748051,0.10718196,0.00000000,0.70526201,0.47611506,0.02213092,1.02528649
-4.52326163,1.46599598,0.10567586,0.00000000,0.70340091,0.44309926,0.02082630,0.98140400
-4.51725863,1.41638908,0.10473680,0.00000000,0.70534029,0.41505617,0.01971590,0.94577932
-4.51125563,1.37828945,0.10430936,0.00000000,0.71066418,0.39203155,0.01879391,0.91824548
-4.50525263,1.35113720,0.10432362,0.00000000,0.71887968,0.37401008,0.01805107,0.89850388
-4.49924962,1.33422198,0.10469836,0.00000000,0.72943650,0.36092685,0.01747539,0.88615143
-4.49324662,1.32672556,0.10534461,0.00000000,0.74174853,0.35267926,0.01705284,0.88070954
-4.48724362,1.32776538,0.10616932,0.00000000,0.75521655,0.34913872,0.01676807,0.88165368
-4.48124062,1.33643717,0.10707904,0.00000000,0.76925079,0.35016130,0.01660511,0.88844179
-4.47523762,1.35185434,0.10798353,0.00000000,0.78329249,0.35559718,0.01654794,0.90054044
-4.46923462,1.37318257,0.10879889,0.00000000,0.79683341,0.36529796,0.01658105,0.91744740
-4.46323162,1.39966800,0.10945045,0.00000000,0.80943246,0.37912200,0.01668989,0.93870969
-4.45722861,1.43065808,0.10987497,0.00000000,0.82072865,0.39693722,0.01686115,0.96393661
-4.45122561,1.46561433,0.11002232,0.00000000,0.83045005,0.41862154,0.01708302,0.99280708
-4.44522261,1.50411692,0.10985645,0.00000000,0.83841836,0.44406106,0.01734525,1.02507152
-4.43921961,1.54586127,0.10935580,0.00000000,0.84454910,0.47314596,0.01763919,1.06054822
-4.43321661,1.59064737,0.10851297,0.00000000,0.84884752,0.50576477,0.01795764,1.09911488
-4.42721361,1.63836291,0.10733389,0.00000000,0.85140089,0.54179710,0.01829471,1.14069597
-4.42121061,1.68896148,0.10583648,0.00000000,0.85236739,0.58110554,0.01864557,1.18524682
-4.41520760,1.74243753,0.10404893,0.00000000,0.85196270,0.62352712,0.01900621,1.23273565
-4.40920460,1.79879978,0.10200772,0.00000000,0.85044492,0.66886493,0.01937311,1.28312461
-4.40320160,1.85804474,0.09975549,0.00000000,0.84809879,0.71688040,0.01974301,1.33635106
-4.39719860,1.92013236,0.09733890,0.00000000,0.84522013,0.76728674,0.02011261,1.39231035
-4.39119560,1.98496507,0.09480654,0.00000000,0.84210129,0.81974413,0.02047841,1.45084118
-4.38519260,2.05237184,0.09220712,0.00000000,0.83901847,0.87385683,0.02083651,1.51171443
-4.37918959,2.12209819,0.08958788,0.00000000,0.83622141,0.92917280,0.02118255,1.57462629
-4.37318659,2.19380300,0.08699335,0.00000000,0.83392594,0.98518581,0.02151166,1.63919633
-4.36718359,2.26706248,0.08446449,0.00000000,0.83230971,1.04134031,0.02181854,1.70497055
-4.36118059,2.34138107,0.08203821,0.00000000,0.83151111,1.09703901,0.02209756,1.77142973
-4.35517759,2.41620910,0.07974722,0.00000000,0.83163120,1.15165306,0.02234292,1.83800253
-4.34917459,2.49096612,0.07762025,0.00000000,0.83273845,1.20453455,0.02254889,1.90408303
-4.34317159,2.56506874,0.07568250,0.00000000,0.83487579,1.25503108,0.02271003,1.96905182
-4.33716858,2.63796155,0.07395627,0.00000000,0.83806925,1.30250185,0.02282147,2.03229956
-4.33116558,2.70914918,0.07246172,0.00000000,0.84233766,1.34633470,0.02287917,2.09325198
-4.32516258,2.77822780,0.07121760,0.00000000,0.84770261,1.38596358,0.02288012,2.15139485
-4.31915958,2.84491377,0.07024200,0.00000000,0.85419777,1.42088566,0.02282261,2.20629763
-4.31315658,2.90906787,0.06955289,0.00000000,0.86187711,1.45067741,0.02270630,2.25763436
-4.30715358,2.97071298,0.06916854,0.00000000,0.87082111,1.47500892,0.02253240,2.30520053
