energy_ev,total_up,Au_p_up,Au_d_up,N_s_up,N_p_up,Na_s_up,S_s_up,S_p_up
-5.83191596,13.19224149,3.09023262,8.85357392,0.02906696,0.35903450,0.38913508,0.15791184,3.11099019
-5.82591296,13.50691224,3.09501923,9.11897836,0.02916315,0.35781799,0.38118013,0.16340065,3.18046881
-5.81990995,13.83153047,3.09695448,9.39410244,0.02922975,0.35627674,0.37285359,0.16921900,3.25201286
-5.81390695,14.16307505,3.09613251,9.67616795,0.02926829,0.35442095,0.36424900,0.17533600,3.32516654
-5.80790395,14.49792352,3.09261309,9.96192402,0.02928017,0.35225697,0.35545446,0.18171225,3.39933473
-5.80190095,14.83191070,3.08641533,10.24770884,0.02926671,0.34978692,0.34655036,0.18829989,3.47378471
-5.79589795,15.16041343,3.07751548,10.52953010,0.02922930,0.34700874,0.33760777,0.19504290,3.54765439
-5.78989495,15.47845905,3.06584928,10.80316174,0.02916950,0.34391658,0.32868729,0.20187768,3.61996735
-5.78389195,15.78085440,3.05131846,11.06425370,0.02908914,0.34050170,0.31983871,0.20873390,3.68965425
-5.77788894,16.06233020,3.03380101,11.30845084,0.02899049,0.33675354,0.31110105,0.21553566,3.75557998
-5.77188594,16.31769519,3.01316445,11.53151617,0.02887635,0.33266116,0.30250327,0.22220286,3.81657554
-5.76588294,16.54199335,2.98928119,11.72945344,0.02875003,0.32821476,0.29406528,0.22865272,3.87147329
-5.75987994,16.73065720,2.96204467,11.89862388,0.02861548,0.32340716,0.28579928,0.23480148,3.91914392
-5.75387694,16.87965004,2.93138530,12.03585200,0.02847712,0.31823540,0.27771130,0.24056622,3.95853341
-5.74787394,16.98559059,2.89728472,12.13851576,0.02833984,0.31270194,0.26980278,0.24586657,3.98869819
-5.74187094,17.04585390,2.85978746,12.20461719,0.02820875,0.30681575,0.26207206,0.25062646,4.00883673
-5.73586793,17.05864389,2.81900882,12.23283022,0.02808904,0.30059298,0.25451574,0.25477572,4.01831588
-5.72986493,17.02303394,2.77513848,12.22252386,0.02798567,0.29405723,0.24712979,0.25825150,4.01669078
-5.72386193,16.93897395,2.72843908,12.17375980,0.02790311,0.28723943,0.23991034,0.26099942,4.00371716
-5.71785893,16.80726358,2.67923993,12.08726493,0.02784504,0.28017719,0.23285415,0.26297455,3.97935563
-5.71185593,16.62949370,2.62792587,11.96438051,0.02781402,0.27291387,0.22595876,0.26414204,3.94376773
-5.70585293,16.40795927,2.57492195,11.80699090,0.02781129,0.26549709,0.21922231,0.26447746,3.89730412
-5.69984992,16.14554875,2.52067476,11.61743563,0.02783647,0.25797714,0.21264311,0.26396692,3.84048561
-5.69384692,15.84561595,2.46563146,11.39840958,0.02788743,0.25040506,0.20621906,0.26260685,3.77397833
-5.68784392,15.51184159,2.41021799,11.15285642,0.02796017,0.24283064,0.19994692,0.26040365,3.69856438
-5.68184092,15.14809159,2.35481759,10.88386063,0.02804884,0.23530045,0.19382162,0.25737307,3.61510970
-5.67583792,14.75827980,2.29975132,10.59454351,0.02814580,0.22785600,0.18783555,0.25353948,3.52453110
-5.66983492,14.34624181,2.24526175,10.28796794,0.02824176,0.22053213,0.18197815,0.24893506,3.42776398
-5.66383192,13.91562597,2.19150094,9.96705624,0.02832609,0.21335574,0.17623557,0.24359896,3.32573273
-5.65782891,13.46980646,2.13852374,9.63452429,0.02838712,0.20634491,0.17059070,0.23757631,3.21932512
-5.65182591,13.01182166,2.08628690,9.29283421,0.02841255,0.19950856,0.16502343,0.23091748,3.10937177
-5.64582291,12.54433947,2.03465417,8.94416662,0.02838989,0.19284650,0.15951124,0.22367714,2.99663170
-5.63981991,12.06964960,1.98340729,8.59041234,0.02830697,0.18635011,0.15403002,0.21591358,2.88178408
-5.63381691,11.58968118,1.93226230,8.23318215,0.02815236,0.18000334,0.14855514,0.20768795,2.76542633
-5.62781391,11.10604233,1.88089027,7.87383242,0.02791592,0.17378427,0.14306264,0.19906365,2.64807796
-5.62181091,10.62007756,1.82894130,7.51350336,0.02758913,0.16766688,0.13753050,0.19010574,2.53018950
-5.61580790,10.13293752,1.77607036,7.15316620,0.02716557,0.16162309,0.13193995,0.18088038,2.41215524
-5.60980490,9.64565544,1.72196357,6.79367528,0.02664114,0.15562491,0.12627662,0.17145437,2.29432870
-5.60380190,9.15922432,1.66636328,6.43582098,0.02601431,0.14964656,0.12053152,0.16189457,2.17703934
-5.59779890,8.67466937,1.60909055,6.08037953,0.02528622,0.14366648,0.11470189,0.15226749,2.06060913
-5.59179590,8.19311058,1.55006372,5.72815654,0.02446072,0.13766909,0.10879157,0.14263872,1.94536777
-5.58579290,7.71581174,1.48931202,5.38002128,0.02354429,0.13164615,0.10281121,0.13307245,1.83166544
-5.57978989,7.24421268,1.42698351,5.03693008,0.02254590,0.12559782,0.09677808,0.12363096,1.71988219
-5.57378689,6.77994351,1.36334685,4.69993756,0.02147672,0.11953317,0.09071556,0.11437410,1.61043347
-5.56778389,6.32482041,1.29878686,4.37019578,0.02034991,0.11347020,0.08465232,0.10535881,1.50377154
-5.56178089,5.88082405,1.23379425,4.04894188,0.01918019,0.10743544,0.07862133,0.09663866,1.40038277
-5.55577789,5.45006275,1.16894999,3.73747578,0.01798356,0.10146305,0.07265859,0.08826348,1.30078122
-5.54977489,5.03472326,1.10490525,3.43712982,0.01677688,0.09559352,0.06680183,0.08027906,1.20549904
-5.54377189,4.63701297,1.04235807,3.14923294,0.01557754,0.08987212,0.06108916,0.07272696,1.11507447
-5.53776888,4.25909740,0.98202777,2.87507199,0.01440312,0.08434701,0.05555770,0.06564442,1.03003839
-5.53176588,3.90303703,0.92462863,2.61585282,0.01327116,0.07906734,0.05024240,0.05906447,0.95090021
-5.52576288,3.57072740,0.87084394,2.37266370,0.01219889,0.07408126,0.04517491,0.05301612,0.87813408
-5.51975988,3.26384589,0.82130168,2.14644338,0.01120309,0.06943397,0.04038280,0.04752471,0.81216639
-5.51375688,2.98380794,0.77655290,1.93795538,0.01030002,0.06516604,0.03588884,0.04261241,0.75336508
-5.50775388,2.73173484,0.73705365,1.74777001,0.00950533,0.06131185,0.03171067,0.03829879,0.70203141
-5.50175088,2.50843442,0.70315116,1.57625479,0.00883412,0.05789845,0.02786061,0.03460153,0.65839455
-5.49574787,2.31439497,0.67507472,1.42357339,0.00830100,0.05494466,0.02434577,0.03153706,0.62260922
-5.48974487,2.14979209,0.65293134,1.28969294,0.00792012,0.05246067,0.02116834,0.02912134,0.59475613
-5.48374187,2.01450748,0.63670640,1.17439893,0.00770532,0.05044790,0.01832603,0.02737045,0.57484534
-5.47773887,1.90815786,0.62626870,1.07731653,0.00767019,0.04889934,0.01581269,0.02630123,0.56282179
-5.47173587,1.83013209,0.62137982,0.99793703,0.00782810,0.04780014,0.01361897,0.02593165,0.55857276
-5.46573287,1.77963393,0.62170692,0.93564782,0.00819224,0.04712855,0.01173304,0.02628102,0.56193657
-5.45972986,1.75572790,0.62683831,0.88976441,0.00877557,0.04685712,0.01014134,0.02737005,0.57271178
-5.45372686,1.75738558,0.63630105,0.85956266,0.00959066,0.04695397,0.00882925,0.02922054,0.59066627
-5.44772386,1.78352985,0.64957960,0.84431005,0.01064951,0.04738427,0.00778176,0.03185487,0.61554563
-5.44172086,1.83307490,0.66613469,0.84329423,0.01196326,0.04811172,0.00698393,0.03529515,0.64708005
-5.43571786,1.90495976,0.68542151,0.85584805,0.01354179,0.04909989,0.00642140,0.03956213,0.68498938
-5.42971486,1.99817409,0.70690651,0.88136981,0.01539327,0.05031361,0.00608063,0.04467377,0.72898596
-5.42371186,2.11177486,0.73008197,0.91933825,0.01752362,0.05172001,0.00594907,0.05064371,0.77877486
-5.41770885,2.24489332,0.75447798,0.96932150,0.01993597,0.05328948,0.00601524,0.05747940,0.83405165
-5.41170585,2.39673205,0.77967117,1.03098005,0.02263001,0.05499623,0.00626862,0.06518026,0.89449754
-5.40570285,2.56655250,0.80529023,1.10406341,0.02560143,0.05681868,0.00669948,0.07373566,0.95977251
-5.39969985,2.75365344,0.83101788,1.18840071,0.02884129,0.05873947,0.00729860,0.08312309,1.02950649
-5.39369685,2.95734186,0.85658961,1.28388558,0.03233558,0.06074521,0.00805692,0.09330628,1.10328943
-5.38769385,3.17689749,0.88178942,1.39045574,0.03606473,0.06282594,0.00896518,0.10423372,1.18066082
-5.38169085,3.41153285,0.90644289,1.50806791,0.04000334,0.06497438,0.01001346,0.11583744,1.26109956
-5.37568784,3.66035089,0.93040839,1.63666895,0.04412005,0.06718502,0.01119083,0.12803210,1.34401484
-5.36968484,3.92230228,0.95356685,1.77616393,0.04837757,0.06945298,0.01248496,0.14071478,1.42873898
-5.36368184,4.19614457,0.97581103,1.92638229,0.05273290,0.07177295,0.01388177,0.15376512,1.51452306
-5.35767884,4.48040553,0.99703485,2.08704323,0.05713777,0.07413805,0.01536527,0.16704621,1.60053576
-5.35167584,4.77335260,1.01712370,2.25772150,0.06153936,0.07653878,0.01691735,0.18040608,1.68586634
-5.34567284,5.07297057,1.03594622,2.43781494,0.06588107,0.07896217,0.01851781,0.19367977,1.76953174
-5.33966983,5.37694900,1.05334817,2.62651527,0.07010369,0.08139105,0.02014444,0.20669212,1.85048825
-5.33366683,5.68268090,1.06914882,2.82278350,0.07414655,0.08380366,0.02177324,0.21926104,1.92764753
-5.32766383,5.98727367,1.08314009,3.02533143,0.07794898,0.08617345,0.02337879,0.23120133,1.99989669
-5.32166083,6.28757285,1.09508855,3.23261071,0.08145173,0.08846927,0.02493470,0.24232883,2.06612194
-5.31565783,6.58019896,1.10474019,3.44281062,0.08459857,0.09065580,0.02641419,0.25246487,2.12523501
-5.30965483,6.86159707,1.11182763,3.65386588,0.08733780,0.09269431,0.02779071,0.26144085,2.17620145
-5.30365183,7.12809835,1.11607962,3.86347516,0.08962376,0.09454366,0.02903869,0.26910267,2.21806970
-5.29764882,7.37599241,1.11723193,4.06913089,0.09141825,0.09616146,0.03013419,0.27531509,2.24999977
-5.29164582,7.60160849,1.11503940,4.26816039,0.09269178,0.09750555,0.03105565,0.27996562,2.27129037
-5.28564282,7.80140357,1.10928828,4.45777798,0.09342460,0.09853536,0.03178454,0.28296792,2.28140328
-5.27963982,7.97205463,1.09980818,4.63514704,0.09360757,0.09921346,0.03230595,0.28426447,2.27998393
-5.27363682,8.11055225,1.08648316,4.79745060,0.09324263,0.09950699,0.03260908,0.28382858,2.26687714
-5.26763382,8.21429224,1.06926115,4.94196834,0.09234315,0.09938900,0.03268757,0.28166536,2.24213745
-5.26163082,8.28116214,1.04816134,5.06615754,0.09093378,0.09883959,0.03253973,0.27781192,2.20603328
-5.25562781,8.30961910,1.02327917,5.16773490,0.08905017,0.09784681,0.03216860,0.27233646,2.15904490
-5.24962481,8.29875589,0.99478849,5.24475601,0.08673828,0.09640736,0.03158181,0.26533663,2.10185602
-5.24362181,8.24835217,0.96294104,5.29568906,0.08405347,0.09452692,0.03079133,0.25693684,2.03533928
-5.23761881,8.15890816,0.92806298,5.31947929,0.08105929,0.09222014,0.02981306,0.24728493,1.96053623
-5.23161581,8.03165878,0.89054879,5.31560097,0.07782614,0.08951041,0.02866630,0.23654814,1.87863248
-5.22561281,7.86856681,0.85085278,5.28409404,0.07442970,0.08642926,0.02737311,0.22490865,1.79092884
-5.21960980,7.67229414,0.80947846,5.22558306,0.07094923,0.08301551,0.02595761,0.21255871,1.69880957
-5.21360680,7.44615148,0.76696632,5.14127694,0.06746582,0.07931414,0.02444522,0.19969573,1.60370889
-5.20760380,7.19402728,0.72388039,5.03294850,0.06406061,0.07537508,0.02286194,0.18651735,1.50707666
-5.20160080,6.92029762,0.68079416,4.90289411,0.06081299,0.07125179,0.02123359,0.17321670,1.41034466
-5.19559780,6.62971975,0.63827626,4.75387430,0.05779885,0.06699975,0.01958514,0.15997809,1.31489423
-5.18959480,6.32731245,0.59687651,4.58903720,0.05508893,0.06267501,0.01794012,0.14697308,1.22202629
-5.18359180,6.01822700,0.55711258,4.41182770,0.05274725,0.05833271,0.01632009,0.13435727,1.13293457
-5.17758879,5.70761307,0.51945792,4.22588546,0.05082971,0.05402574,0.01474422,0.12226763,1.04868259
-5.17158579,5.40048406,0.48433095,4.03493581,0.04938279,0.04980351,0.01322905,0.11082060,0.97018484
-5.16558279,5.10158632,0.45208607,3.84267787,0.04844254,0.04571090,0.01178826,0.10011091,0.89819248
-5.15957979,4.81527681,0.42300649,3.65267395,0.04803358,0.04178739,0.01043263,0.09021104,0.83328362
-5.15357679,4.54541331,0.39729911,3.46824487,0.04816855,0.03806642,0.00917007,0.08117141,0.77585828
-5.14757379,4.29526081,0.37509145,3.29237494,0.04884755,0.03457500,0.00800573,0.07302105,0.72613761
-5.14157079,4.06741719,0.35643065,3.12763029,0.05005801,0.03133345,0.00694221,0.06576888,0.68416753
-5.13556778,3.86376051,0.34128454,2.97609333,0.05177472,0.02835548,0.00597985,0.05940537,0.64982608
-5.12956478,3.68541956,0.32954472,2.83931572,0.05396015,0.02564834,0.00511694,0.05390447,0.62283440
-5.12356178,3.53276826,0.32103137,2.71829109,0.05656513,0.02321320,0.00435014,0.04922591,0.60277076
-5.11755878,3.40544391,0.31549990,2.61344815,0.05952972,0.02104569,0.00367473,0.04531749,0.58908734
-5.11155578,3.30238820,0.31264903,2.52466390,0.06278443,0.01913652,0.00308500,0.04211757,0.58112918
-5.10555278,3.22190939,0.31213014,2.45129582,0.06625178,0.01747219,0.00257448,0.03955748,0.57815503
-5.09954977,3.16176299,0.31355781,2.39223128,0.06984800,0.01603578,0.00213630,0.03756394,0.57935944
-5.09354677,3.11924809,0.31652104,2.34595183,0.07348512,0.01480774,0.00176340,0.03606128,0.58389579
-5.08754377,3.09131554,0.32059502,2.31060919,0.07707312,0.01376671,0.00144873,0.03497362,0.59089960
-5.08154077,3.07468425,0.32535317,2.28411003,0.08052235,0.01289028,0.00118546,0.03422679,0.59951178
-5.07553777,3.06596127,0.33037893,2.26420570,0.08374589,0.01215572,0.00096712,0.03375013,0.60890116
-5.06953477,3.06176152,0.33527727,2.24858352,0.08666203,0.01154069,0.00078768,0.03347800,0.61828586
-5.06353177,3.05882310,0.33968532,2.23495613,0.08919657,0.01102380,0.00064164,0.03335112,0.62695300
-5.05752876,3.05411413,0.34328194,2.22114547,0.09128499,0.01058517,0.00052411,0.03331768,0.63427609
-5.05152576,3.04492774,0.34579598,2.20515869,0.09287434,0.01020681,0.00043077,0.03333418,0.63972992
-5.04552276,3.02896229,0.34701287,2.18525325,0.09392483,0.00987299,0.00035795,0.03336608,0.64290225
-5.03951976,3.00438436,0.34677948,2.15998944,0.09441094,0.00957051,0.00030259,0.03338818,0.64350223
-5.03351676,2.96987305,0.34500696,2.12826886,0.09432215,0.00928880,0.00026224,0.03338481,0.64136516
-5.02751376,2.92464469,0.34167167,2.08935823,0.09366311,0.00902004,0.00023504,0.03334976,0.63645360
-5.02151076,2.86845803,0.33681408,2.04289831,0.09245334,0.00875920,0.00021972,0.03328602,0.62885480
-5.01550775,2.80160064,0.33053585,1.98889872,0.09072644,0.00850393,0.00021556,0.03320537,0.61877465
-5.00950475,2.72485811,0.32299515,1.92771954,0.08852876,0.00825453,0.00022243,0.03312770,0.60652845
-5.00350175,2.63946818,0.31440057,1.86004145,0.08591774,0.00801380,0.00024074,0.03308033,0.59252890
-4.99749875,2.54706259,0.30500384,1.78682643,0.08295984,0.00778691,0.00027147,0.03309704,0.57727179
-4.99149575,2.44959965,0.29509175,1.70927127,0.07972824,0.00758127,0.00031619,0.03321718,0.56132016
-4.98549275,2.34929098,0.28497759,1.62875648,0.07630034,0.00740641,0.00037705,0.03348466,0.54528737
-4.97948974,2.24852569,0.27499265,1.54679296,0.07275522,0.00727384,0.00045684,0.03394688,0.52981994
-4.97348674,2.14979543,0.26547781,1.46496899,0.06917112,0.00719707,0.00055897,0.03465377,0.51558065
-4.96748374,2.05562310,0.25677600,1.38489978,0.06562303,0.00719151,0.00068754,0.03565683,0.50323265
-4.96148074,1.96849797,0.24922537,1.30818139,0.06218052,0.00727453,0.00084733,0.03700826,0.49342507
-4.95547774,1.89081921,0.24315369,1.23635059,0.05890583,0.00746555,0.00104379,0.03876015,0.48678041
-4.94947474,1.82484921,0.23887403,1.17085193,0.05585237,0.00778614,0.00128308,0.04096384,0.48388418
-4.94347174,1.77267753,0.23668169,1.11301236,0.05306349,0.00826015,0.00157204,0.04366932,0.48527681
-4.93746873,1.73619552,0.23685240,1.06402380,0.05057179,0.00891387,0.00191810,0.04692477,0.49144785
-4.93146573,1.71708112,0.23964169,1.02493321,0.04839875,0.00977618,0.00232924,0.05077614,0.50283230
-4.92546273,1.71679265,0.24528518,0.99663950,0.04655481,0.01087869,0.00281388,0.05526683,0.51980878
-4.91945973,1.73656996,0.25399947,0.97989627,0.04503979,0.01225572,0.00338072,0.06043730,0.54269908
-4.91345673,1.77744100,0.26598339,0.97531884,0.04384367,0.01394429,0.00403857,0.06632475,0.57176881
-4.90745373,1.84023157,0.28141910,0.98339435,0.04294765,0.01598391,0.00479609,0.07296265,0.60722827
-4.90145073,1.92557590,0.30047284,1.00449317,0.04232534,0.01841623,0.00566159,0.08038020,0.64923335
-4.89544772,2.03392594,0.32329483,1.03888004,0.04194428,0.02128448,0.00664266,0.08860165,0.69788573
-4.88944472,2.16555731,0.35001806,1.08672367,0.04176733,0.02463270,0.00774592,0.09764537,0.75323199
-4.88344172,2.32057035,0.38075577,1.14810342,0.04175430,0.02850471,0.00897661,0.10752288,0.81526135
-4.87743872,2.49888519,0.41559737,1.22301228,0.04186338,0.03294289,0.01033831,0.11823752,0.88390180
-4.87143572,2.70023038,0.45460294,1.31135549,0.04205262,0.03798667,0.01183254,0.12978315,0.95901465
-4.86543272,2.92412518,0.49779624,1.41294468,0.04228118,0.04367088,0.01345850,0.14214256,1.04038765
-4.85942971,3.16985653,0.54515666,1.52748783,0.04251046,0.05002390,0.01521276,0.15528598,1.12772701
-4.85342671,3.43645204,0.59661034,1.65457564,0.04270512,0.05706573,0.01708907,0.16916959,1.22064900
-4.84742371,3.72265133,0.65202106,1.79366546,0.04283378,0.06480606,0.01907824,0.18373410,1.31867160
-4.84142071,4.02687814,0.71118147,1.94406418,0.04286958,0.07324234,0.02116810,0.19890372,1.42120726
-4.83541771,4.34721638,0.77380543,2.10491162,0.04279060,0.08235814,0.02334355,0.21458536,1.52755751
-4.82941471,4.68139299,0.83952205,2.27516638,0.04257999,0.09212164,0.02558681,0.23066846,1.63691029
-4.82341171,5.02677078,0.90787219,2.45359589,0.04222602,0.10248465,0.02787771,0.24702527,1.74834102
-4.81740870,5.38035405,0.97830806,2.63877247,0.04172198,0.11338203,0.03019412,0.26351187,1.86081785
-4.81140570,5.73880908,1.05019645,2.82907701,0.04106589,0.12473165,0.03251255,0.27996986,1.97321195
-4.80540270,6.09850120,1.12282588,3.02271132,0.04026027,0.13643507,0.03480877,0.29622882,2.08431278
-4.79939970,6.45554906,1.19541778,3.21772022,0.03931170,0.14837885,0.03705861,0.31210937,2.19284865
-4.79339670,6.80589581,1.26714180,3.41202325,0.03823047,0.16043647,0.03923871,0.32742700,2.29751201
-4.78739370,7.14539583,1.33713462,3.60345610,0.03703014,0.17247101,0.04132738,0.34199626,2.39698903
-4.78139070,7.46991461,1.40452194,3.78982038,0.03572713,0.18433834,0.04330540,0.35563542,2.48999237
-4.77538769,7.77543832,1.46844270,3.96894052,0.03434037,0.19589079,0.04515682,0.36817131,2.57529604
-4.76938469,8.05818900,1.52807446,4.13872547,0.03289096,0.20698117,0.04686965,0.37944408,2.65177092
-4.76338169,8.31474026,1.58265902,4.29723285,0.03140185,0.21746699,0.04843643,0.38931182,2.71841933
-4.75737869,8.54212844,1.63152682,4.44273238,0.02989761,0.22721465,0.04985471,0.39765471,2.77440708
-4.75137569,8.73795373,1.67411901,4.57376582,0.02840420,0.23610347,0.05112730,0.40437852,2.81909151
-4.74537269,8.90046617,1.71000610,4.68920009,0.02694879,0.24402933,0.05226241,0.40941736,2.85204399
-4.73936968,9.02863192,1.73890201,4.78827080,0.02555965,0.25090777,0.05327353,0.41273547,2.87306580
-4.73336668,9.12217590,1.76067293,4.87061348,0.02426595,0.25667638,0.05417921,0.41432807,2.88219643
-4.72736368,9.18159807,1.77534030,4.93628059,0.02309770,0.26129640,0.05500258,0.41422106,2.87971387
-4.72136068,9.20816182,1.78307782,4.98574273,0.02208553,0.26475338,0.05577081,0.41246986,2.86612665
-4.71535768,9.20385417,1.78420244,5.01987343,0.02126061,0.26705695,0.05651432,0.40915719,2.84215805
-4.70935468,9.17131898,1.77915990,5.03991771,0.02065435,0.26823967,0.05726599,0.40439010,2.80872297
-4.70335168,9.11376564,1.76850536,5.04744513,0.02029820,0.26835501,0.05806023,0.39829634,2.76689861
-4.69734867,9.03485687,1.75288025,5.04428932,0.02022331,0.26747460,0.05893209,0.39102025,2.71789021
-4.69134567,8.93858036,1.73298626,5.03247624,0.02046010,0.26568490,0.05991626,0.38271838,2.66299326
-4.68534267,8.82910960,1.70955794,5.01414422,0.02103784,0.26308335,0.06104620,0.37355504,2.60355396
-4.67933967,8.71065983,1.68333509,4.99145943,0.02198401,0.25977441,0.06235327,0.36369799,2.54092937
-4.67333667,8.58734524,1.65503622,4.96653021,0.02332374,0.25586542,0.06386595,0.35331432,2.47644898
-4.66733367,8.46304324,1.62533436,4.94132440,0.02507910,0.25146270,0.06560920,0.34256684,2.41137904
-4.66133067,8.34127137,1.59483607,4.91759318,0.02726832,0.24666791,0.06760390,0.33161090,2.34689101
-4.65532766,8.22508172,1.56406463,4.89680488,0.02990510,0.24157492,0.06986646,0.32059179,2.28403484
-4.64932466,8.11697671,1.53344783,4.88009174,0.03299780,0.23626726,0.07240854,0.30964267,2.22371812
-4.64332166,8.01884913,1.50331077,4.86821193,0.03654881,0.23081623,0.07523695,0.29888306,2.16669113
-4.63731866,7.93194831,1.47387360,4.86152838,0.04055386,0.22527980,0.07835366,0.28841787,2.11353821
-4.63131566,7.85687273,1.44525415,4.86000534,0.04500161,0.21970213,0.08175600,0.27833675,2.06467505
-4.62531266,7.79358877,1.41747482,4.86322263,0.04987325,0.21411392,0.08543696,0.26871389,2.02035160
-4.61930965,7.74147363,1.39047329,4.87040669,0.05514244,0.20853330,0.08938567,0.25960807,1.98066005
-4.61330665,7.69938000,1.36411628,4.88047698,0.06077535,0.20296727,0.09358787,0.25106285,1.94554706
-4.60730365,7.66571874,1.33821538,4.89210533,0.06673102,0.19741365,0.09802663,0.24310700,1.91482956
-4.60130065,7.63855575,1.31254425,4.90378554,0.07296195,0.19186317,0.10268298,0.23575503,1.88821307
-4.59529765,7.61571825,1.28685622,4.91390986,0.07941488,0.18630191,0.10753669,0.22900772,1.86531192
-4.58929465,7.59490592,1.26090147,4.92084908,0.08603184,0.18071358,0.11256691,0.22285293,1.84567025
-4.58329165,7.57380202,1.23444295,4.92303234,0.09275134,0.17508184,0.11775286,0.21726635,1.82878327
-4.57728864,7.55018008,1.20727061,4.91902356,0.09950965,0.16939235,0.12307433,0.21221258,1.81411785
-4.57128564,7.52200191,1.17921321,4.90759103,0.10624221,0.16363451,0.12851214,0.20764621,1.80113193
-4.56528264,7.48750348,1.15014736,4.88776746,0.11288495,0.15780285,0.13404832,0.20351329,1.78929222
-4.55927964,7.44526570,1.12000376,4.85889825,0.11937559,0.15189797,0.13966611,0.19975290,1.77808974
-4.55327664,7.39426804,1.08877029,4.82067632,0.12565480,0.14592709,0.14534975,0.19629899,1.76705278
-4.54727364,7.33392378,1.05649221,4.77316260,0.13166712,0.13990412,0.15108408,0.19308244,1.75575733
-4.54127064,7.26409648,1.02326964,4.71679189,0.13736165,0.13384931,0.15685379,0.19003326,1.74383457
-4.53526763,7.18509821,0.98925249,4.65236456,0.14269255,0.12778861,0.16264265,0.18708286,1.73097564
-4.52926463,7.09767067,0.95463344,4.58102516,0.14761917,0.12175263,0.16843252,0.18416635,1.71693364
-4.52326163,7.00295121,0.91963927,4.50422937,0.15210598,0.11577547,0.17420236,0.18122476,1.70152320
-4.51725863,6.90242607,0.88452115,4.42370147,0.15612233,0.10989338,0.17992717,0.17820700,1.68461775
-4.51125563,6.79787378,0.84954437,4.34138426,0.15964194,0.10414329,0.18557719,0.17507154,1.66614496
-4.50525263,6.69130146,0.81497794,4.25938408,0.16264237,0.09856148,0.19111720,0.17178776,1.64608071
-4.49924962,6.58487726,0.78108479,4.17991287,0.16510445,0.09318225,0.19650612,0.16833667,1.62444200
-4.49324662,6.48086162,0.74811266,4.10522975,0.16701176,0.08803678,0.20169703,0.16471125,1.60127939
