energy_ev,total_up,As_p_up,As_d_up,Au_p_up,Au_d_up,Se_s_up,Se_p_up
-6.00000000,10.57149864,0.37549461,0.00000000,1.01276096,8.85885672,0.19359693,0.92192925
-5.99399700,10.63408426,0.37059328,0.00000000,1.01892580,8.92506487,0.19515142,0.91722970
-5.98799400,10.68802675,0.36538587,0.00000000,1.02331171,8.98408051,0.19649663,0.91168515
-5.98199100,10.73225399,0.35990192,0.00000000,1.02584537,9.03481387,0.19761594,0.90536798
-5.97598799,10.76585510,0.35418100,0.00000000,1.02649103,9.07631316,0.19849472,0.89836137
-5.96998499,10.78810771,0.34827086,0.00000000,1.02525267,9.10779156,0.19912074,0.89075785
-5.96398199,10.79849931,0.34222528,0.00000000,1.02217499,9.12864880,0.19948443,0.88265768
-5.95797899,10.79674205,0.33610179,0.00000000,1.01734348,9.13848687,0.19957905,0.87416695
-5.95197599,10.78278070,0.32995937,0.00000000,1.01088327,9.13711940,0.19940083,0.86539542
-5.94597299,10.75679372,0.32385623,0.00000000,1.00295688,9.12457468,0.19894899,0.85645434
-5.93996998,10.71918762,0.31784780,0.00000000,0.99376097,9.10109253,0.19822572,0.84745414
-5.93396698,10.67058511,0.31198504,0.00000000,0.98352200,9.06711544,0.19723607,0.83850211
-5.92796398,10.61180789,0.30631312,0.00000000,0.97249107,9.02327465,0.19598785,0.82970025
-5.92196098,10.54385485,0.30087050,0.00000000,0.96093799,8.97037204,0.19449148,0.82114320
-5.91595798,10.46787696,0.29568841,0.00000000,0.94914487,8.90935879,0.19275984,0.81291655
-5.90995498,10.38515001,0.29079083,0.00000000,0.93739931,8.84131203,0.19080813,0.80509537
-5.90395198,10.29704641,0.28619476,0.00000000,0.92598759,8.76741042,0.18865372,0.79774323
-5.89794897,10.20500748,0.28191091,0.00000000,0.91518790,8.68890996,0.18631613,0.79091168
-5.89194597,10.11051714,0.27794460,0.00000000,0.90526413,8.60712086,0.18381690,0.78464025
-5.88594297,10.01507822,0.27429690,0.00000000,0.89646015,8.52338652,0.18117963,0.77895695
-5.87993997,9.92019202,0.27096585,0.00000000,0.88899502,8.43906506,0.17842993,0.77387937
-5.87393697,9.82734160,0.26794773,0.00000000,0.88305921,8.35551401,0.17559548,0.76941623
-5.86793397,9.73797911,0.26523828,0.00000000,0.87881186,8.27407816,0.17270601,0.76556935
-5.86193097,9.65351684,0.26283374,0.00000000,0.87637937,8.19608048,0.16979329,0.76233597
-5.85592796,9.57532149,0.26073176,0.00000000,0.87585503,8.12281559,0.16689106,0.75971127
-5.84992496,9.50471105,0.25893206,0.00000000,0.87729993,8.05554525,0.16403491,0.75769093
-5.84392196,9.44295293,0.25743678,0.00000000,0.88074470,7.99549478,0.16126202,0.75627356
-5.83791896,9.39126240,0.25625053,0.00000000,0.88619224,7.94384947,0.15861083,0.75546287
-5.83191596,9.35079981,0.25538019,0.00000000,0.89362094,7.90174992,0.15612057,0.75526930
-5.82591296,9.32266539,0.25483434,0.00000000,0.90298829,7.87028507,0.15383065,0.75571116
-5.81990995,9.30789048,0.25462255,0.00000000,0.91423457,7.85048224,0.15177995,0.75681490
-5.81390695,9.30742429,0.25475429,0.00000000,0.92728639,7.84329323,0.15000598,0.75861462
-5.80790395,9.32211565,0.25523783,0.00000000,0.94205973,7.84957621,0.14854390,0.76115073
-5.80190095,9.35268966,0.25607898,0.00000000,0.95846251,7.87007335,0.14742561,0.76446771
-5.79589795,9.39971965,0.25727982,0.00000000,0.97639623,7.90538463,0.14667860,0.76861114
-5.78989495,9.46359541,0.25883749,0.00000000,0.99575690,7.95593860,0.14632503,0.77362409
-5.78389195,9.54448900,0.26074313,0.00000000,1.01643505,8.02196137,0.14638074,0.77954301
-5.77788894,9.64232014,0.26298102,0.00000000,1.03831498,8.10344550,0.14685437,0.78639341
-5.77188594,9.75672322,0.26552801,0.00000000,1.06127330,8.20012066,0.14774669,0.79418557
-5.76588294,9.88701842,0.26835326,0.00000000,1.08517707,8.31142807,0.14905012,0.80291048
-5.75987994,10.03218940,0.27141838,0.00000000,1.10988163,8.43650096,0.15074839,0.81253636
-5.75387694,10.19086980,0.27467787,0.00000000,1.13522851,8.57415301,0.15281662,0.82300597
-5.74787394,10.36134071,0.27808009,0.00000000,1.16104361,8.72287640,0.15522151,0.83423491
-5.74187094,10.54154064,0.28156841,0.00000000,1.18713598,8.88085110,0.15792192,0.84611110
-5.73586793,10.72908906,0.28508281,0.00000000,1.21329735,9.04596603,0.16086972,0.85849553
-5.72986493,10.92132382,0.28856170,0.00000000,1.23930272,9.21585246,0.16401079,0.87122429
-5.72386193,11.11535200,0.29194381,0.00000000,1.26491201,9.38792940,0.16728639,0.88411195
-5.71785893,11.30811316,0.29517034,0.00000000,1.28987292,9.55945973,0.17063462,0.89695605
-5.71185593,11.49645293,0.29818695,0.00000000,1.31392492,9.72761558,0.17399199,0.90954259
-5.70585293,11.67720449,0.30094572,0.00000000,1.33680434,9.88955078,0.17729514,0.92165238
-5.69984992,11.84727500,0.30340686,0.00000000,1.35825027,10.04247761,0.18048252,0.93306781
-5.69384692,12.00373332,0.30554016,0.00000000,1.37801123,10.18374494,0.18349600,0.94357993
-5.68784392,12.14389581,0.30732611,0.00000000,1.39585217,10.31091472,0.18628243,0.95299543
-5.68184092,12.26540635,0.30875658,0.00000000,1.41156155,10.42183358,0.18879501,0.96114319
-5.67583792,12.36630758,0.30983512,0.00000000,1.42495825,10.51469675,0.19099441,0.96788028
-5.66983492,12.44510020,0.31057677,0.00000000,1.43589787,10.58810167,0.19284967,0.97309695
-5.66383192,12.50078821,0.31100752,0.00000000,1.44427826,10.64108917,0.19433888,0.97672059
-5.65782891,12.53290826,0.31116343,0.00000000,1.45004390,10.67317080,0.19544945,0.97871847
-5.65182591,12.54154237,0.31108934,0.00000000,1.45318910,10.68434134,0.19617819,0.97909907
-5.64582291,12.52731367,0.31083745,0.00000000,1.45375970,10.67507641,0.19653107,0.97791221
-5.63981991,12.49136605,0.31046570,0.00000000,1.45185329,10.64631559,0.19652269,0.97524773
