energy_ev,total_up,Pb_p_up,Pb_d_up,Te_p_up,Te_d_up,V_p_up,V_d_up
-6.00000000,0.67085709,0.01092109,0.00090858,0.47600220,0.00000000,0.30378062,0.19495516
-5.99399700,0.63463117,0.01158160,0.00083791,0.44902884,0.00000000,0.28538969,0.18618892
-5.98799400,0.60051232,0.01243384,0.00076736,0.42339066,0.00000000,0.26770275,0.17825691
-5.98199100,0.56937316,0.01350367,0.00069793,0.39969501,0.00000000,0.25109642,0.17142911
-5.97598799,0.54200349,0.01481530,0.00063048,0.37849076,0.00000000,0.23591028,0.16595103
-5.96998499,0.51909238,0.01639044,0.00056577,0.36025618,0.00000000,0.22243970,0.16203770
-5.96398199,0.50121307,0.01824735,0.00050441,0.34538894,0.00000000,0.21093004,0.15986831
-5.95797899,0.48881081,0.02039996,0.00044691,0.33419819,0.00000000,0.20157234,0.15958168
-5.95197599,0.48219361,0.02285685,0.00039360,0.32689885,0.00000000,0.19450038,0.16127241
-5.94597299,0.48152606,0.02562040,0.00034473,0.32360803,0.00000000,0.18978920,0.16498796
-5.93996998,0.48682614,0.02868593,0.00030040,0.32434352,0.00000000,0.18745484,0.17072667
-5.93396698,0.49796501,0.03204104,0.00026060,0.32902438,0.00000000,0.18745538,0.17843673
-5.92796398,0.51466983,0.03566504,0.00022527,0.33747353,0.00000000,0.18969311,0.18801617
-5.92196098,0.53652961,0.03952867,0.00019422,0.34942229,0.00000000,0.19401786,0.19931403
-5.91595798,0.56300414,0.04359404,0.00016723,0.36451692,0.00000000,0.20023129,0.21213274
-5.90995498,0.59343590,0.04781487,0.00014402,0.38232703,0.00000000,0.20809228,0.22623164
-5.90395198,0.62706512,0.05213712,0.00012428,0.40235589,0.00000000,0.21732316,0.24133194
-5.89794897,0.66304769,0.05649984,0.00010768,0.42405253,0.00000000,0.22761684,0.25712281
-5.89194597,0.70047586,0.06083650,0.00009389,0.44682551,0.00000000,0.23864476,0.27326880
-5.88594297,0.73840140,0.06507651,0.00008257,0.47005809,0.00000000,0.25006545,0.28941833
-5.87993997,0.77586079,0.06914711,0.00007339,0.49312468,0.00000000,0.26153366,0.30521317
-5.87393697,0.81190200,0.07297547,0.00006605,0.51540813,0.00000000,0.27270985,0.32029867
-5.86793397,0.84561193,0.07649094,0.00006028,0.53631739,0.00000000,0.28326981,0.33433446
-5.86193097,0.87614405,0.07962739,0.00005582,0.55530519,0.00000000,0.29291413,0.34700525
-5.85592796,0.90274509,0.08232552,0.00005244,0.57188511,0.00000000,0.30137739,0.35803149
-5.84992496,0.92478005,0.08453509,0.00004997,0.58564745,0.00000000,0.30843660,0.36717937
-5.84392196,0.94175444,0.08621692,0.00004826,0.59627340,0.00000000,0.31391872,0.37426984
-5.83791896,0.95333313,0.08734464,0.00004718,0.60354694,0.00000000,0.31770693,0.37918628
-5.83191596,0.95935475,0.08790598,0.00004666,0.60736397,0.00000000,0.31974551,0.38188054
-5.82591296,0.95984120,0.08790372,0.00004665,0.60773835,0.00000000,0.32004294,0.38237697
-5.81990995,0.95500178,0.08735609,0.00004713,0.60480437,0.00000000,0.31867325,0.38077431
-5.81390695,0.94523154,0.08629667,0.00004815,0.59881579,0.00000000,0.31577542,0.37724531
-5.80790395,0.93110396,0.08477383,0.00004973,0.59014105,0.00000000,0.31155083,0.37203405
-5.80190095,0.91335802,0.08284957,0.00005196,0.57925503,0.00000000,0.30625887,0.36545098
-5.79589795,0.89287997,0.08059799,0.00005494,0.56672741,0.00000000,0.30021062,0.35786571
-5.78989495,0.87068037,0.07810335,0.00005881,0.55320796,0.00000000,0.29376102,0.34969799
-5.78389195,0.84786705,0.07545771,0.00006370,0.53940925,0.00000000,0.28729948,0.34140680
-5.77788894,0.82561472,0.07275844,0.00006978,0.52608715,0.00000000,0.28123929,0.33347816
-5.77188594,0.80513206,0.07010541,0.00007722,0.51401967,0.00000000,0.27600617,0.32641171
-5.76588294,0.78762719,0.06759825,0.00008618,0.50398474,0.00000000,0.27202603,0.32070656
-5.75987994,0.77427246,0.06533344,0.00009683,0.49673745,0.00000000,0.26971241,0.31684679
-5.75387694,0.76616933,0.06340161,0.00010935,0.49298726,0.00000000,0.26945387,0.31528681
-5.74787394,0.76431428,0.06188494,0.00012387,0.49337592,0.00000000,0.27160156,0.31643707
-5.74187094,0.76956667,0.06085472,0.00014050,0.49845638,0.00000000,0.27645735,0.32065039
-5.73586793,0.78261923,0.06036927,0.00015935,0.50867354,0.00000000,0.28426279,0.32820936
-5.72986493,0.80397204,0.06047214,0.00018046,0.52434707,0.00000000,0.29518924,0.33931502
-5.72386193,0.83391088,0.06119068,0.00020382,0.54565710,0.00000000,0.30932946,0.35407727
-5.71785893,0.87249048,0.06253507,0.00022939,0.57263302,0.00000000,0.32669096,0.37250735
-5.71185593,0.91952356,0.06449767,0.00025705,0.60514611,0.00000000,0.34719144,0.39451258
-5.70585293,0.97457619,0.06705300,0.00028664,0.64290629,0.00000000,0.37065658,0.41989380
-5.69984992,1.03697003,0.07015804,0.00031790,0.68546341,0.00000000,0.39682041,0.44834576
-5.69384692,1.10579189,0.07375317,0.00035056,0.73221334,0.00000000,0.42532848,0.47946047
-5.68784392,1.17991074,0.07776347,0.00038424,0.78240912,0.00000000,0.45574397,0.51273388
-5.68184092,1.25800229,0.08210060,0.00041852,0.83517709,0.00000000,0.48755667,0.54757580
-5.67583792,1.33858083,0.08666506,0.00045296,0.88953784,0.00000000,0.52019485,0.58332286
-5.66983492,1.42003766,0.09134888,0.00048706,0.94443175,0.00000000,0.55303987,0.61925453
-5.66383192,1.50068544,0.09603863,0.00052029,0.99874826,0.00000000,0.58544297,0.65461157
-5.65782891,1.57880703,0.10061874,0.00055215,1.05135841,0.00000000,0.61674407,0.68861662
-5.65182591,1.65270748,0.10497492,0.00058211,1.10114934,0.00000000,0.64629176,0.72049617
-5.64582291,1.72076718,0.10899763,0.00060971,1.14705971,0.00000000,0.67346389,0.74950318
-5.63981991,1.78149448,0.11258556,0.00063450,1.18811465,0.00000000,0.69768796,0.77493958
-5.63381691,1.83357539,0.11564882,0.00065612,1.22345888,0.00000000,0.71846051,0.79617768
-5.62781391,1.87591846,0.11811187,0.00067429,1.25238649,0.00000000,0.73536459,0.81267977
-5.62181091,1.90769282,0.11991597,0.00068880,1.27436621,0.00000000,0.74808467,0.82401485
-5.61580790,1.92835747,0.12102113,0.00069957,1.28906065,0.00000000,0.75641813,0.82987206
-5.60980490,1.93768054,0.12140741,0.00070662,1.29633893,0.00000000,0.76028281,0.83006992
-5.60380190,1.93574742,0.12107553,0.00071007,1.29628159,0.00000000,0.75972029,0.82456124
-5.59779890,1.92295716,0.12004679,0.00071017,1.28917771,0.00000000,0.75489450,0.81343325
-5.59179590,1.90000725,0.11836230,0.00070726,1.27551404,0.00000000,0.74608585,0.79690321
-5.58579290,1.86786724,0.11608152,0.00070178,1.25595660,0.00000000,0.73368091,0.77530955
-5.57978989,1.82774237,0.11328019,0.00069425,1.23132548,0.00000000,0.71815827,0.74909904
