energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Co_p_up,Co_d_up,S_s_up,S_p_up
-5.80190095,18.05218980,3.16393117,12.93220608,0.00646091,2.26478288,0.67971725,0.33551319,0.08404437,1.47650438
-5.79589795,17.61915005,3.08726911,12.61896370,0.00632427,2.18157534,0.67244622,0.32847124,0.08266670,1.45411024
-5.78989495,17.17096594,3.00562258,12.29238703,0.00621406,2.09524499,0.66505034,0.32184090,0.08148264,1.43343650
-5.78389195,16.71547038,2.92046193,11.95835625,0.00613219,2.00697208,0.65772887,0.31574139,0.08052328,1.41488537
-5.77788894,16.26043712,2.83332705,11.62267934,0.00608051,1.91793028,0.65069664,0.31028976,0.07981630,1.39884472
-5.77188594,15.81336270,2.74577779,11.29093317,0.00606076,1.82925708,0.64417687,0.30559774,0.07938504,1.38567612
-5.76588294,15.38126221,2.65934481,10.96831537,0.00607457,1.74202640,0.63839387,0.30176890,0.07924757,1.37570379
-5.75987994,14.97048594,2.57548268,10.65951227,0.00612341,1.65722433,0.63356603,0.29889648,0.07941595,1.36920525
-5.75387694,14.58656347,2.49552699,10.36858702,0.00620855,1.57572862,0.62989931,0.29706179,0.07989555,1.36640372
-5.74787394,14.23407995,2.42065719,10.09889138,0.00633107,1.49829254,0.62758131,0.29633344,0.08068459,1.36746296
-5.74187094,13.91658817,2.35186611,9.85300350,0.00649186,1.42553329,0.62677626,0.29676740,0.08177384,1.37248436
-5.73586793,13.63655841,2.28993742,9.63269307,0.00669160,1.35792518,0.62762075,0.29840783,0.08314661,1.38150658
-5.72986493,13.39536651,2.23543120,9.43891419,0.00693081,1.29579741,0.63022054,0.30128864,0.08477900,1.39450763
-5.72386193,13.19331906,2.18867819,9.27182509,0.00720983,1.23933634,0.63464818,0.30543572,0.08664037,1.41140905
-5.71785893,13.02971331,2.14978218,9.13083300,0.00752885,1.18859177,0.64094173,0.31086963,0.08869412,1.43208215
-5.71185593,12.90292809,2.11863033,9.01466173,0.00788794,1.14348674,0.64910424,0.31760851,0.09089866,1.45635581
-5.70585293,12.81054086,2.09491047,8.92143835,0.00828706,1.10383035,0.65910426,0.32567118,0.09320864,1.48402548
-5.69984992,12.74946542,2.07813443,8.84879515,0.00872604,1.06933273,0.67087711,0.33507994,0.09557632,1.51486300
-5.69384692,12.71610396,2.06766610,8.79398255,0.00920465,1.03962180,0.68432700,0.34586307,0.09795301,1.54862658
-5.68784392,12.70650705,2.06275302,8.75398816,0.00972251,1.01426075,0.69932987,0.35805663,0.10029060,1.58507079
-5.68184092,12.71653499,2.06255998,8.72565739,0.01027916,0.99276589,0.71573699,0.37170554,0.10254307,1.62395585
-5.67583792,12.74201428,2.06620338,8.70581113,0.01087396,0.97462410,0.73337913,0.38686359,0.10466783,1.66505594
-5.66983492,12.77888345,2.07278489,8.69135621,0.01150614,0.95930931,0.75207131,0.40359250,0.10662707,1.70816621
-5.66383192,12.82332327,2.08142338,8.67938497,0.01217469,0.94629766,0.77161794,0.42195979,0.10838868,1.75310818
-5.65782891,12.87186719,2.09128390,8.66726084,0.01287839,0.93508089,0.79181828,0.44203556,0.10992714,1.79973326
-5.65182591,12.92148902,2.10160304,8.65268768,0.01361573,0.92517770,0.81247208,0.46388836,0.11122398,1.84792445
-5.64582291,12.96966593,2.11170990,8.63376124,0.01438489,0.91614306,0.83338507,0.48758007,0.11226797,1.89759595
-5.63981991,13.01441604,2.12104232,8.60900210,0.01518372,0.90757521,0.85437427,0.51316028,0.11305508,1.94869092
-5.63381691,13.05431100,2.12915817,8.57737028,0.01600972,0.89912058,0.87527283,0.54066018,0.11358803,2.00117737
-5.62781391,13.08846497,2.13574164,8.53826218,0.01686006,0.89047665,0.89593418,0.57008640,0.11387567,2.05504246
-5.62181091,13.11650237,2.14060478,8.49149161,0.01773158,0.88139297,0.91623526,0.60141508,0.11393212,2.11028546
-5.61580790,13.13850749,2.14368467,8.43725696,0.01862081,0.87167057,0.93607872,0.63458649,0.11377571,2.16690964
-5.60980490,13.15495953,2.14503656,8.37609683,0.01952410,0.86116006,0.95539392,0.66950048,0.11342783,2.22491349
-5.60380190,13.16665727,2.14482363,8.30883728,0.02043763,0.84975859,0.97413663,0.70601315,0.11291172,2.28428169
-5.59779890,13.17463731,2.14330403,8.23653321,0.02135753,0.83740607,0.99228746,0.74393489,0.11225124,2.34497615
-5.59179590,13.18009017,2.14081574,8.16040716,0.02228004,0.82408085,1.00984899,0.78303002,0.11146976,2.40692774
-5.58579290,13.18427823,2.13776002,8.08178811,0.02320158,0.80979506,1.02684186,0.82301815,0.11058910,2.47002885
-5.57978989,13.18845899,2.13458405,8.00205290,0.02411892,0.79458988,1.04329994,0.86357740,0.10962864,2.53412751
-5.57378689,13.19381684,2.13176337,7.92257251,0.02502932,0.77853086,1.05926481,0.90434937,0.10860466,2.59902311
-5.56778389,13.20140590,2.12978459,7.84466506,0.02593065,0.76170344,1.07478010,0.94494574,0.10752982,2.66446428
-5.56178089,13.21210585,2.12912908,7.76955689,0.02682153,0.74420874,1.08988570,0.98495648,0.10641292,2.73014909
-5.55577789,13.22659189,2.13025778,7.69835258,0.02770138,0.72615974,1.10461261,1.02395933,0.10525887,2.79572763
-5.54977489,13.24531938,2.13359774,7.63201458,0.02857053,0.70767778,1.11897849,1.06153014,0.10406884,2.86080717
-5.54377189,13.26852300,2.13953040,7.57135212,0.02943021,0.68888959,1.13298438,1.09725401,0.10284061,2.92495978
-5.53776888,13.29622936,2.14838206,7.51701909,0.03028255,0.66992456,1.14661286,1.13073647,0.10156916,2.98773217
-5.53176588,13.32828160,2.16041646,7.46952002,0.03113049,0.65091255,1.15982773,1.16161461,0.10024724,3.04865748
-5.52576288,13.36437378,2.17582955,7.42922267,0.03197771,0.63198193,1.17257542,1.18956741,0.09886617,3.10726862
-5.51975988,13.40409238,2.19474648,7.39637582,0.03282838,0.61325799,1.18478795,1.21432518,0.09741664,3.16311252
-5.51375688,13.44696181,2.21722060,7.37113033,0.03368703,0.59486166,1.19638738,1.23567738,0.09588947,3.21576465
-5.50775388,13.49249069,2.24323434,7.35356154,0.03455824,0.57690834,1.20729136,1.25347871,0.09427643,3.26484312
-5.50175088,13.54021538,2.27270171,7.34369084,0.03544637,0.55950701,1.21741956,1.26765307,0.09257093,3.31002160
-5.49574787,13.58973758,2.30547218,7.34150460,0.03635529,0.54275937,1.22670040,1.27819512,0.09076863,3.35104018
-5.48974487,13.64075284,2.34133551,7.34696855,0.03728802,0.52675905,1.23507755,1.28516948,0.08886792,3.38771372
-5.48374187,13.69306744,2.38002740,7.36003609,0.03824645,0.51159090,1.24251580,1.28870735,0.08687023,3.41993675
-5.47773887,13.74660188,2.42123534,7.38064948,0.03923109,0.49733012,1.24900574,1.28900077,0.08478023,3.44768484
-5.47173587,13.80137968,2.46460462,7.40873326,0.04024084,0.48404140,1.25456677,1.28629464,0.08260584,3.47101187
-5.46573287,13.85750170,2.50974408,7.44417984,0.04127276,0.47177799,1.25924816,1.28087687,0.08035803,3.49004333
-5.45972986,13.91510662,2.55623144,7.48682794,0.04232202,0.46058061,1.26312788,1.27306701,0.07805056,3.50496585
-5.45372686,13.97431991,2.60361811,7.53643504,0.04338184,0.45047637,1.26630922,1.26320378,0.07569949,3.51601336
-5.44772386,14.03519406,2.65143344,7.59264566,0.04444352,0.44147765,1.26891524,1.25163227,0.07332265,3.52345059
-5.44172086,14.09764428,2.69918846,7.65495794,0.04549660,0.43358102,1.27108120,1.23869115,0.07093901,3.52755498
-5.43571786,14.16138412,2.74637942,7.72269113,0.04652903,0.42676633,1.27294562,1.22470064,0.06856797,3.52859774
-5.42971486,14.22586624,2.79249129,7.79495721,0.04752746,0.42099599,1.27464029,1.20995178,0.06622868,3.52682572
-5.42371186,14.29023358,2.83700158,7.87063958,0.04847759,0.41621465,1.27627995,1.19469756,0.06393936,3.52244485
-5.41770885,14.35328589,2.87938498,7.94838185,0.04936454,0.41234929,1.27795242,1.17914628,0.06171668,3.51560669
-5.41170585,14.41346614,2.91911912,8.02658926,0.05017332,0.40930994,1.27970974,1.16345763,0.05957524,3.50639899
-5.40570285,14.46887030,2.95569184,8.10344470,0.05088923,0.40699091,1.28156115,1.14774154,0.05752712,3.49484117
-5.39969985,14.51728278,2.98861030,8.17694062,0.05149839,0.40527286,1.28346845,1.13205990,0.05558164,3.48088530
-5.39369685,14.55623824,3.01741200,8.24492695,0.05198813,0.40402542,1.28534422,1.11643120,0.05374518,3.46442288
-5.38769385,14.58310888,3.04167777,8.30517442,0.05234748,0.40311063,1.28705321,1.10083761,0.05202123,3.44529726
-5.38169085,14.59521450,3.06104640,8.35545135,0.05256756,0.40238686,1.28841702,1.08523423,0.05041050,3.42332138
-5.37568784,14.58995100,3.07523063,8.39361105,0.05264194,0.40171326,1.28922196,1.06956000,0.04891130,3.39829972
-5.36968484,14.56493134,3.08403365,8.41768613,0.05256696,0.40095452,1.28922984,1.05374956,0.04751986,3.37005354
-5.36368184,14.51813178,3.08736538,8.42598510,0.05234198,0.39998572,1.28819108,1.03774545,0.04623091,3.33844779
-5.35767884,14.44803546,3.08525750,8.41718624,0.05196956,0.39869705,1.28585955,1.02150977,0.04503821,3.30341809
-5.35167584,14.35376474,3.07787604,8.39042352,0.05145563,0.39699820,1.28200821,1.00503485,0.04393516,3.26499601
-5.34567284,14.23519397,3.06553047,8.34535938,0.05080943,0.39482211,1.27644486,0.98835194,0.04291539,3.22333090
-5.33966983,14.09303516,3.04867808,8.28223968,0.05004358,0.39212792,1.26902672,0.97153763,0.04197328,3.17870658
-5.33366683,13.92888971,3.02792291,8.20192682,0.04917385,0.38890291,1.25967331,0.95471739,0.04110446,3.13155168
-5.32766383,13.74526159,3.00400824,8.10590802,0.04821901,0.38516323,1.24837649,0.93806607,0.04030617,3.08244228
-5.32166083,13.54552887,2.97780253,7.99627721,0.04720047,0.38095348,1.23520717,0.92180509,0.03957748,3.03209646
-5.31565783,13.33387300,2.95027855,7.87568992,0.04614193,0.37634494,1.22031814,0.90619662,0.03891942,2.98136046
-5.30965483,13.11516762,2.92248630,7.74729264,0.04506883,0.37143268,1.20394269,0.89153484,0.03833491,2.93118676
-5.30365183,12.89483085,2.89552031,7.61462898,0.04400782,0.36633156,1.18638912,0.87813477,0.03782860,2.88260493
-5.29764882,12.67864752,2.87048274,7.48152658,0.04298612,0.36117128,1.16803120,0.86631931,0.03740652,2.83668658
-5.29164582,12.47256926,2.84844373,7.35196988,0.04203080,0.35609080,1.14929510,0.85640519,0.03707569,2.79450603
-5.28564282,12.28250200,2.83040080,7.22996441,0.04116806,0.35123242,1.13064346,0.84868844,0.03684358,2.75709869
-5.27963982,12.11409134,2.81723947,7.11939921,0.04042251,0.34673564,1.11255736,0.84343053,0.03671754,2.72541940
-5.27363682,11.97251632,2.80969693,7.02391360,0.03981643,0.34273131,1.09551715,0.84084565,0.03670424,2.70030294
-5.26763382,11.86230189,2.80833083,6.94677486,0.03936908,0.33933617,1.07998320,0.84109005,0.03680905,2.68242883
-5.26163082,11.78715940,2.81349500,6.89077239,0.03909613,0.33664818,1.06637738,0.84425403,0.03703553,2.67229252
-5.25562781,11.74986285,2.82532337,6.85813318,0.03900917,0.33474274,1.05506644,0.85035707,0.03738497,2.67018442
-5.24962481,11.75216685,2.84372321,6.85046226,0.03911535,0.33366994,1.04634797,0.85934635,0.03785610,2.67617817
-5.24362181,11.79476973,2.86837813,6.86871039,0.03941716,0.33345301,1.04043968,0.87109886,0.03844477,2.69012872
-5.23761881,11.87732285,2.89876083,6.91316982,0.03991249,0.33408795,1.03747241,0.88542699,0.03914396,2.71168043
-5.23161581,11.99848489,2.93415499,6.98349743,0.04059471,0.33554419,1.03748723,0.90208722,0.03994380,2.74028475
-5.22561281,12.15601704,2.97368532,7.07876312,0.04145308,0.33776641,1.04043671,0.92079157,0.04083176,2.77522659
-5.21960980,12.34691333,3.01635410,7.19752019,0.04247326,0.34067709,1.04619001,0.94122109,0.04179301,2.81565787
-5.21360680,12.56755831,3.06108257,7.33789308,0.04363798,0.34417985,1.05454167,0.96304061,0.04281081,2.86063655
-5.20760380,12.81390314,3.10675491,7.49767748,0.04492785,0.34816326,1.06522338,0.98591404,0.04386705,2.90916888
-5.20160080,13.08165031,3.15226275,7.67444703,0.04632219,0.35250496,1.07791817,1.00951921,0.04494280,2.96025280
-5.19559780,13.36643724,3.19654797,7.86566072,0.04780004,0.35707580,1.09227620,1.03356147,0.04601895,3.01291997
-5.18959480,13.66400904,3.23864189,8.06876562,0.04934096,0.36174397,1.10793129,1.05778536,0.04707674,3.06627447
-5.18359180,13.97037211,3.27769903,8.28128951,0.05092595,0.36637890,1.12451746,1.08198351,0.04809837,3.11952604
-5.17758879,14.28192114,3.31302409,8.50091943,0.05253811,0.37085472,1.14168459,1.10600240,0.04906747,3.17201620
-5.17158579,14.59553421,3.34409119,8.72556239,0.05416329,0.37505342,1.15911248,1.12974471,0.04996950,3.22323630
-5.16558279,14.90863237,3.37055468,8.95338649,0.05579040,0.37886737,1.17652275,1.15316794,0.05079210,3.27283638
-5.15957979,15.21920246,3.39225167,9.18284105,0.05741163,0.38220145,1.19368801,1.17627965,0.05152527,3.32062487
-5.15357679,15.52578386,3.40919637,9.41265638,0.05902239,0.38497465,1.21043799,1.19912942,0.05216145,3.36655941
-5.14757379,15.82742198,3.42156698,9.64182450,0.06062100,0.38712119,1.22666245,1.22179814,0.05269557,3.41072941
-5.14157079,16.12359312,3.42968629,9.86956335,0.06220822,0.38859120,1.24231078,1.24438522,0.05312484,3.45333160
-5.13556778,16.41410677,3.43399694,10.09526810,0.06378657,0.38935098,1.25738855,1.26699461,0.05344863,3.49464026
-5.12956478,16.69899247,3.43503302,10.31845352,0.06535955,0.38938296,1.27195113,1.28972027,0.05366815,3.53497369
-5.12356178,16.97837915,3.43338925,10.53869205,0.06693068,0.38868523,1.28609488,1.31263226,0.05378615,3.57465912
-5.11755878,17.25237503,3.42968929,10.75555218,0.06850264,0.38727088,1.29994640,1.33576404,0.05380658,3.61399792
-5.11155578,17.52095563,3.42455457,10.96854166,0.07007631,0.38516696,1.31365040,1.35910194,0.05373422,3.65323317
-5.10555278,17.78386711,3.41857481,11.17705969,0.07165003,0.38241321,1.32735681,1.38257748,0.05357437,3.69252128
-5.09954977,18.04055088,3.41228146,11.38036134,0.07321888,0.37906053,1.34120782,1.40606291,0.05333254,3.73190924
-5.09354677,18.29009373,3.40612475,11.57753682,0.07477426,0.37516919,1.35532544,1.42937046,0.05301424,3.77131869
-5.08754377,18.53120655,3.40045520,11.76750704,0.07630364,0.37080686,1.36980017,1.45225531,0.05262477,3.81053757
-5.08154077,18.76223238,3.39550997,11.94903584,0.07779060,0.36604643,1.38468130,1.47442222,0.05216911,3.84921972
-5.07553777,18.98118313,3.39140427,12.12075806,0.07921506,0.36096365,1.39996932,1.49553548,0.05165193,3.88689231
-5.06953477,19.18580210,3.38812792,12.28122158,0.08055389,0.35563476,1.41561061,1.51523179,0.05107755,3.92297071
-5.06353177,19.37364825,3.38554685,12.42894053,0.08178157,0.35013405,1.43149483,1.53313518,0.05045008,3.95677969
-5.05752876,19.54219655,3.38340933,12.56245601,0.08287118,0.34453151,1.44745478,1.54887335,0.04977357,3.98757990
-5.05152576,19.68894802,3.38135635,12.68040020,0.08379542,0.33889059,1.46326902,1.56209451,0.04905209,4.01459800
-5.04552276,19.81154233,3.37893561,12.78155953,0.08452778,0.33326628,1.47866677,1.57248370,0.04829001,4.03705881
-5.03951976,19.90786603,3.37561861,12.86493243,0.08504363,0.32770345,1.49333503,1.57977787,0.04749210,4.05421773
-5.03351676,19.97614953,3.37081978,12.92977779,0.08532131,0.32223558,1.50692747,1.58377867,0.04666372,4.06539167
-5.02751376,20.01504711,3.36391721,12.97565073,0.08534309,0.31688398,1.51907464,1.58436246,0.04581091,4.06998695
-5.02151076,20.02369502,3.35427402,13.00242314,0.08509593,0.31165750,1.52939523,1.58148688,0.04494043,4.06752269
-5.01550775,20.00174470,3.34125957,13.01028749,0.08457210,0.30655268,1.53750760,1.57519355,0.04405977,4.05764871
-5.00950475,19.94936927,3.32426993,12.99974373,0.08376942,0.30155452,1.54304143,1.56560701,0.04317707,4.04015704
-5.00350175,19.86724361,3.30274679,12.97156988,0.08269143,0.29663757,1.54564890,1.55292960,0.04230093,4.01498683
-4.99749875,19.75649990,3.27619437,12.92677844,0.08134716,0.29176753,1.54501499,1.53743298,0.04144024,3.98222245
-4.99149575,19.61866193,3.24419376,12.86656137,0.07975076,0.28690311,1.54086665,1.51944635,0.04060386,3.94208543
-4.98549275,19.45556296,3.20641443,12.79222745,0.07792087,0.28199817,1.53298056,1.49934238,0.03980033,3.89492075
-4.97948974,19.26925273,3.16262262,12.70513590,0.07587990,0.27700399,1.52118927,1.47752133,0.03903754,3.84117856
-4.97348674,19.06189974,3.11268659,12.60663090,0.07365313,0.27187154,1.50538563,1.45439440,0.03832236,3.78139259
-4.96748374,18.83569515,3.05657874,12.49798090,0.07126779,0.26655369,1.48552536,1.43036708,0.03766032,3.71615648
-4.96148074,18.59276398,2.99437477,12.38032678,0.06875214,0.26100735,1.46162800,1.40582330,0.03705537,3.64609958
-4.95547774,18.33508904,2.92625008,12.25464174,0.06613456,0.25519519,1.43377604,1.38111134,0.03650960,3.57186327
-4.94947474,18.06445147,2.85247380,12.12170523,0.06344278,0.24908725,1.40211254,1.35653201,0.03602314,3.49407934
-4.94347174,17.78239065,2.77340084,11.98209218,0.06070313,0.24266205,1.36683723,1.33232956,0.03559407,3.41335111
-4.93746873,17.49018486,2.68946229,11.83617733,0.05794006,0.23590740,1.32820146,1.30868589,0.03521848,3.33023827
-4.93146573,17.18885236,2.60115469,11.68415393,0.05517571,0.22882080,1.28650200,1.28571792,0.03489062,3.24524576
-4.92546273,16.87917116,2.50902849,11.52606466,0.05242968,0.22140945,1.24207405,1.26347830,0.03460308,3.15881703
-4.91945973,16.56171471,2.41367616,11.36184197,0.04971891,0.21368995,1.19528361,1.24195913,0.03434712,3.07133139
-4.91345673,16.23689945,2.31572020,11.19135445,0.04705777,0.20568763,1.14651942,1.22109825,0.03411305,2.98310527
-4.90745373,15.90503962,2.21580143,11.01445548,0.04445815,0.19743567,1.09618478,1.20078775,0.03389060,2.89439676
-4.90145073,15.56640456,2.11456760,10.83103043,0.04192974,0.18897398,1.04468937,1.18088391,0.03366938,2.80541271
-4.89544772,15.22127360,2.01266279,10.64103873,0.03948021,0.18034794,0.99244136,1.16121804,0.03343929,2.71631759
-4.88944472,14.86998413,1.91071739,10.44454789,0.03711560,0.17160704,0.93983992,1.14160755,0.03319092,2.62724329
-4.88344172,14.51296934,1.80933905,10.24175700,0.03484056,0.16280346,0.88726841,1.12186650,0.03291586,2.53829905
-4.87743872,14.15078291,1.70910441,10.03300822,0.03265860,0.15399072,0.83508829,1.10181530,0.03260701,2.44958078
-4.87143572,13.78410904,1.61055181,9.81878567,0.03057237,0.14522231,0.78363397,1.08128894,0.03225875,2.36117916
-4.86543272,13.41375780,1.51417501,9.59970206,0.02858376,0.13655046,0.73320864,1.06014349,0.03186707,2.27318619
-4.85942971,13.04064639,1.42041785,9.37647437,0.02669408,0.12802500,0.68408110,1.03826072,0.03142951,2.18569974
-4.85342671,12.66576856,1.32966998,9.14989064,0.02490410,0.11969237,0.63648378,1.01555077,0.03094517,2.09882622
-4.84742371,12.29015479,1.24226361,8.92077046,0.02321407,0.11159482,0.59061164,0.99195299,0.03041449,2.01268136
-4.84142071,11.91482699,1.15847147,8.68992231,0.02162370,0.10376971,0.54662228,0.96743513,0.02983908,1.92738921
-4.83541771,11.54075131,1.07850583,8.45810094,0.02013213,0.09624904,0.50463672,0.94199124,0.02922143,1.84307992
-4.82941471,11.16879315,1.00251871,8.22596800,0.01873787,0.08905914,0.46474124,0.91563849,0.02856468,1.75988658
-4.82341171,10.79967786,0.93060333,7.99405877,0.01743876,0.08222048,0.42698971,0.88841349,0.02787229,1.67794146
-4.81740870,10.43396035,0.86279662,7.76275735,0.01623192,0.07574770,0.39140652,0.86036839,0.02714781,1.59737233
-4.81140570,10.07200598,0.79908295,7.53228221,0.01511379,0.06964976,0.35798987,0.83156700,0.02639468,1.51829901
-4.80540270,9.71398423,0.73939881,7.30268293,0.01408010,0.06393018,0.32671530,0.80208147,0.02561601,1.44083061
-4.79939970,9.35987572,0.68363842,7.07384852,0.01312595,0.05858753,0.29753928,0.77198950,0.02481452,1.36506361
-4.79339670,9.00949222,0.63166006,6.84552657,0.01224591,0.05361583,0.27040275,0.74137239,0.02399246,1.29108104
-4.78739370,8.66250822,0.58329297,6.61735225,0.01143412,0.04900519,0.24523448,0.71031376,0.02315163,1.21895257
-4.78139070,8.31850209,0.53834449,6.38888495,0.01068448,0.04474242,0.22195420,0.67889923,0.02229345,1.14873571
-4.77538769,7.97700414,0.49660741,6.15965055,0.00999076,0.04081174,0.20047547,0.64721654,0.02141909,1.08047773
-4.76938469,7.63754834,0.45786705,5.92918642,0.00934681,0.03719542,0.18070805,0.61535631,0.02052959,1.01421825
-4.76338169,7.29972470,0.42190806,5.69708669,0.00874671,0.03387449,0.16256008,0.58341304,0.01962606,0.94999222
-4.75737869,6.96322891,0.38852058,5.46304493,0.00818495,0.03082941,0.14593980,0.55148614,0.01870981,0.88783290
-4.75137569,6.62790653,0.35750573,5.22689203,0.00765653,0.02804067,0.13075692,0.51968092,0.01778256,0.82777489
-4.74537269,6.29378913,0.32868019,4.98862705,0.00715713,0.02548938,0.11692376,0.48810922,0.01684652,0.76985660
-4.73936968,5.96112063,0.30187989,4.74843973,0.00668315,0.02315773,0.10435607,0.45688961,0.01590452,0.71412229
-4.73336668,5.63037262,0.27696271,4.50672346,0.00623176,0.02102946,0.09297365,0.42614708,0.01496007,0.66062346
-4.72736368,5.30224817,0.25381024,4.26407851,0.00580093,0.01909017,0.08270082,0.39601219,0.01401739,0.60941946
-4.72136068,4.97767436,0.23232875,4.02130544,0.00538942,0.01732763,0.07346673,0.36661966,0.01308133,0.56057742
-4.71535768,4.65778445,0.21244924,3.77938963,0.00499671,0.01573198,0.06520562,0.33810653,0.01215738,0.51417159
-4.70935468,4.34389100,0.19412699,3.53947789,0.00462294,0.01429586,0.05785694,0.31060996,0.01125154,0.47028198
-4.70335168,4.03745181,0.17734044,3.30284863,0.00426883,0.01301450,0.05136557,0.28426486,0.01037022,0.42899279
-4.69734867,3.74003068,0.16208977,3.07087746,0.00393554,0.01188576,0.04568179,0.25920148,0.00952009,0.39039039
-4.69134567,3.45325531,0.14839517,2.84499983,0.00362461,0.01091015,0.04076144,0.23554309,0.00870799,0.35456136
-4.68534267,3.17877442,0.13629494,2.62667280,0.00333781,0.01009078,0.03656586,0.21340402,0.00794079,0.32159051
-4.67933967,2.91821618,0.12584341,2.41733753,0.00307702,0.00943330,0.03306188,0.19288802,0.00722531,0.29155911
-4.67333667,2.67314972,0.11710889,2.21838417,0.00284416,0.00894583,0.03022172,0.17408722,0.00656824,0.26454340
-4.66733367,2.44505127,0.11017146,2.03112042,0.00264108,0.00863887,0.02802277,0.15708164,0.00597609,0.24061349
-4.66133067,2.23527591,0.10512072,1.85674494,0.00246947,0.00852511,0.02644736,0.14193928,0.00545518,0.21983259
-4.65532766,2.04503571,0.10205331,1.69632621,0.00233082,0.00861934,0.02548232,0.12871686,0.00501169,0.20225667
-4.64932466,1.87538462,0.10107031,1.55078734,0.00222634,0.00893815,0.02511850,0.11746116,0.00465163,0.18793443
-4.64332166,1.72720987,0.10227424,1.42089691,0.00215696,0.00949972,0.02535015,0.10821072,0.00438097,0.17690755
