energy_ev,total_up,Cu_p_up,Cu_d_up,Mg_p_up,Mg_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.90395198,4.20407254,0.66391157,0.40583461,0.58369134,0.00000000,0.01820464,0.18622953,0.06979415,1.94191589
-5.89794897,4.47347139,0.69829527,0.43533377,0.60706529,0.00000000,0.01953738,0.20114767,0.07583552,2.05986762
-5.89194597,4.73821915,0.73136576,0.46466924,0.62930897,0.00000000,0.02092588,0.21607998,0.08189144,2.17517830
-5.88594297,4.99551506,0.76278957,0.49353238,0.65029554,0.00000000,0.02237084,0.23085262,0.08789092,2.28665244
-5.87993997,5.24256417,0.79224840,0.52160947,0.66990069,0.00000000,0.02387299,0.24528259,0.09376082,2.39311438
-5.87393697,5.47664425,0.81944688,0.54858931,0.68800167,0.00000000,0.02543294,0.25918162,0.09942778,2.49343708
-5.86793397,5.69517517,0.84412036,0.57417139,0.70447689,0.00000000,0.02705106,0.27236046,0.10482027,2.58657164
-5.86193097,5.89578810,0.86604244,0.59807408,0.71920622,0.00000000,0.02872730,0.28463359,0.10987060,2.67157599
-5.85592796,6.07639156,0.88503190,0.62004255,0.73207213,0.00000000,0.03046098,0.29582415,0.11451695,2.74764173
-5.84992496,6.23523128,0.90095869,0.63985618,0.74296176,0.00000000,0.03225057,0.30576879,0.11870515,2.81411759
-5.84392196,6.37094112,0.91374852,0.65733501,0.75176990,0.00000000,0.03409346,0.31432250,0.12239027,2.87052856
-5.83791896,6.48258251,0.92338600,0.67234495,0.75840274,0.00000000,0.03598568,0.32136303,0.12553782,2.91658936
-5.83191596,6.56967043,0.92991584,0.68480164,0.76278240,0.00000000,0.03792169,0.32679485,0.12812466,2.95221184
-5.82591296,6.63218461,0.93344213,0.69467261,0.76485176,0.00000000,0.03989417,0.33055239,0.13013940,2.97750544
-5.81990995,6.67056534,0.93412565,0.70197771,0.76457959,0.00000000,0.04189379,0.33260265,0.13158241,2.99277102
-5.81390695,6.68569412,0.93217925,0.70678792,0.76196551,0.00000000,0.04390917,0.33294670,0.13246539,2.99848794
-5.80790395,6.67886021,0.92786145,0.70922249,0.75704453,0.00000000,0.04592676,0.33162042,0.13281055,2.99529535
-5.80190095,6.65171490,0.92146874,0.70944462,0.74989087,0.00000000,0.04793097,0.32869418,0.13264938,2.98396847
-5.79589795,6.60621601,0.91332678,0.70765595,0.74062077,0.00000000,0.04990430,0.32427149,0.13202120,2.96539127
-5.78989495,6.54456550,0.90378101,0.70409020,0.72939413,0.00000000,0.05182760,0.31848684,0.13097149,2.94052700
-5.78389195,6.46914367,0.89318736,0.69900619,0.71641475,0.00000000,0.05368050,0.31150256,0.12955011,2.91038815
-5.77788894,6.38244325,0.88190326,0.69268070,0.70192926,0.00000000,0.05544189,0.30350511,0.12780951,2.87600753
-5.77188594,6.28700662,0.87027975,0.68540146,0.68622443,0.00000000,0.05709057,0.29470062,0.12580299,2.83841190
-5.76588294,6.18536915,0.85865488,0.67746066,0.66962339,0.00000000,0.05860589,0.28531008,0.12358319,2.79859955
-5.75987994,6.08001106,0.84734882,0.66914908,0.65248041,0.00000000,0.05996854,0.27556422,0.12120078,2.75752273
-5.75387694,5.97331934,0.83666092,0.66075120,0.63517486,0.00000000,0.06116130,0.26569830,0.11870342,2.71607567
-5.74787394,5.86756065,0.82686859,0.65254139,0.61810432,0.00000000,0.06216980,0.25594692,0.11613504,2.67508833
-5.74187094,5.76486518,0.81822811,0.64478098,0.60167724,0.00000000,0.06298320,0.24653901,0.11353551,2.63532569
-5.73586793,5.66722060,0.81097697,0.63771649,0.58630524,0.00000000,0.06359481,0.23769321,0.11094052,2.59749194
-5.72986493,5.57647445,0.80533743,0.63157857,0.57239558,0.00000000,0.06400255,0.22961351,0.10838186,2.56223852
-5.72386193,5.49434271,0.80152072,0.62658167,0.56034370,0.00000000,0.06420925,0.22248561,0.10588777,2.53017481
-5.71785893,5.42242189,0.79973138,0.62292400,0.55052617,0.00000000,0.06422278,0.21647362,0.10348365,2.50187976
-5.71185593,5.36220164,0.80017113,0.62078771,0.54329423,0.00000000,0.06405597,0.21171750,0.10119269,2.47791307
-5.70585293,5.31507498,0.80304162,0.62033877,0.53896783,0.00000000,0.06372627,0.20833100,0.09903661,2.45882419
-5.69984992,5.28234357,0.80854554,0.62172660,0.53783034,0.00000000,0.06325530,0.20640024,0.09703633,2.44515784
-5.69384692,5.26521563,0.81688568,0.62508296,0.54012396,0.00000000,0.06266813,0.20598283,0.09521247,2.43745481
-5.68784392,5.26479515,0.82826165,0.63052013,0.54604561,0.00000000,0.06199245,0.20710749,0.09358572,2.43624729
-5.68184092,5.28206157,0.84286412,0.63812838,0.55574353,0.00000000,0.06125760,0.20977419,0.09217696,2.44204841
-5.67583792,5.31784006,0.86086661,0.64797253,0.56931432,0.00000000,0.06049352,0.21395471,0.09100717,2.45533600
-5.66983492,5.37276348,0.88241522,0.66008800,0.58680051,0.00000000,0.05972965,0.21959360,0.09009705,2.47653127
-5.66383192,5.44722787,0.90761661,0.67447640,0.60818859,0.00000000,0.05899391,0.22660952,0.08946642,2.50597335
-5.65782891,5.54134423,0.93652505,0.69110093,0.63340756,0.00000000,0.05831165,0.23489688,0.08913346,2.54389123
-5.65182591,5.65488975,0.96912905,0.70988212,0.66232794,0.00000000,0.05770477,0.24432780,0.08911374,2.59037468
-5.64582291,5.78726208,1.00533873,0.73069399,0.69476142,0.00000000,0.05719096,0.25475439,0.08941921,2.64534625
-5.63981991,5.93744046,1.04497456,0.75336123,0.73046117,0.00000000,0.05678314,0.26601125,0.09005709,2.70853630
-5.63381691,6.10395728,1.08775856,0.77765773,0.76912289,0.00000000,0.05648905,0.27791823,0.09102892,2.77946292
-5.62781391,6.28488331,1.13330856,0.80330668,0.81038673,0.00000000,0.05631110,0.29028352,0.09232959,2.85741862
-5.62181091,6.47782917,1.18113646,0.82998251,0.85384031,0.00000000,0.05624637,0.30290680,0.09394666,2.94146521
-5.61580790,6.67996499,1.23065066,0.85731487,0.89902264,0.00000000,0.05628687,0.31558274,0.09585985,3.03043787
-5.60980490,6.88805889,1.28116323,0.88489461,0.94542928,0.00000000,0.05641991,0.32810456,0.09804086,3.12295895
-5.60380190,7.09853427,1.33190165,0.91228173,0.99251861,0.00000000,0.05662869,0.34026769,0.10045342,3.21746158
-5.59779890,7.30754452,1.38202497,0.93901511,1.03971922,0.00000000,0.05689299,0.35187353,0.10305380,3.31222253
-5.59179590,7.51106284,1.43064391,0.96462362,1.08643830,0.00000000,0.05718996,0.36273314,0.10579152,3.40540324
-5.58579290,7.70498412,1.47684419,0.98863833,1.13207101,0.00000000,0.05749492,0.37267075,0.10861043,3.49509754
-5.57978989,7.88523473,1.51971218,1.01060530,1.17601048,0.00000000,0.05778227,0.38152717,0.11145005,3.57938417
-5.57378689,8.04788590,1.55836182,1.03009836,1.21765836,0.00000000,0.05802629,0.38916277,0.11424720,3.65638186
-5.56778389,8.18926595,1.59196167,1.04673144,1.25643559,0.00000000,0.05820201,0.39546016,0.11693765,3.72430469
-5.56178089,8.30606663,1.61976099,1.06016986,1.29179317,0.00000000,0.05828588,0.40032633,0.11945808,3.78151537
-5.55577789,8.39543901,1.64111358,1.07014004,1.32322248,0.00000000,0.05825646,0.40369417,0.12174792,3.82657416
-5.54977489,8.45507512,1.65549848,1.07643731,1.35026510,0.00000000,0.05809495,0.40552348,0.12375121,3.85828141
-5.54377189,8.48327192,1.66253666,1.07893144,1.37252166,0.00000000,0.05778562,0.40580124,0.12541838,3.87571214
-5.53776888,8.47897526,1.66200285,1.07756957,1.38965949,0.00000000,0.05731613,0.40454119,0.12670779,3.87824110
-5.53176588,8.44180241,1.65383226,1.07237665,1.40141894,0.00000000,0.05667774,0.40178281,0.12758713,3.86555782
-5.52576288,8.37204267,1.63812189,1.06345323,1.40761817,0.00000000,0.05586537,0.39758963,0.12803446,3.83767110
-5.51975988,8.27063674,1.61512639,1.05097078,1.40815617,0.00000000,0.05487760,0.39204697,0.12803896,3.79490310
-5.51375688,8.13913625,1.58524897,1.03516487,1.40301409,0.00000000,0.05371657,0.38525924,0.12760133,3.73787375
-5.50775388,7.97964581,1.54902757,1.01632652,1.39225475,0.00000000,0.05238777,0.37734683,0.12673385,3.66747630
-5.50175088,7.79475039,1.50711726,0.99479202,1.37602044,0.00000000,0.05089981,0.36844274,0.12546008,3.58484549
-5.49574787,7.58743160,1.46026942,0.97093196,1.35452897,0.00000000,0.04926409,0.35868908,0.12381415,3.49131972
-5.48974487,7.36097632,1.40930872,0.94513961,1.32806821,0.00000000,0.04749444,0.34823357,0.12183984,3.38839901
-5.48374187,7.11888144,1.35510891,0.91781944,1.29698925,0.00000000,0.04560677,0.33722607,0.11958929,3.27770046
-5.47773887,6.86475834,1.29856814,0.88937599,1.26169834,0.00000000,0.04361866,0.32581538,0.11712148,3.16091282
-5.47173587,6.60224022,1.24058490,0.86020367,1.22264786,0.00000000,0.04154889,0.31414631,0.11450055,3.03975192
-5.46573287,6.33489538,1.18203525,0.83067765,1.18032662,0.00000000,0.03941714,0.30235711,0.11179394,2.91591815
-5.45972986,6.06614860,1.12375207,0.80114624,1.13524970,0.00000000,0.03724347,0.29057728,0.10907047,2.79105746
-5.45372686,5.79921266,1.06650683,0.77192482,1.08794809,0.00000000,0.03504800,0.27892589,0.10639840,2.66672652
-5.44772386,5.53703103,1.01099436,0.74329142,1.03895850,0.00000000,0.03285054,0.26751030,0.10384352,2.54436305
-5.44172086,5.28223272,0.95782084,0.71548393,0.98881350,0.00000000,0.03067023,0.25642532,0.10146729,2.42526154
-5.43571786,5.03709913,0.90749510,0.68869893,0.93803227,0.00000000,0.02852525,0.24575281,0.09932519,2.31055467
-5.42971486,4.80354306,0.86042330,0.66309189,0.88711220,0.00000000,0.02643254,0.23556159,0.09746524,2.20120049
-5.42371186,4.58309892,0.81690683,0.63877861,0.83652151,0.00000000,0.02440761,0.22590774,0.09592670,2.09797508
-5.41770885,4.37692345,0.77714328,0.61583772,0.78669305,0.00000000,0.02246436,0.21683510,0.09473907,2.00147050
-5.41170585,4.18580579,0.74123013,0.59431390,0.73801933,0.00000000,0.02061494,0.20837599,0.09392143,1.91209744
-5.40570285,4.01018569,0.70917092,0.57422167,0.69084893,0.00000000,0.01886967,0.20055212,0.09348201,1.83009229
-5.39969985,3.85017856,0.68088347,0.55554958,0.64548422,0.00000000,0.01723704,0.19337555,0.09341812,1.75552789
-5.39369685,3.70560611,0.65620982,0.53826443,0.60218041,0.00000000,0.01572372,0.18684979,0.09371642,1.68832741
-5.38769385,3.57603132,0.63492747,0.52231555,0.56114584,0.00000000,0.01433459,0.18097085,0.09435343,1.62828089
-5.38169085,3.46079650,0.61676155,0.50763890,0.52254339,0.00000000,0.01307285,0.17572835,0.09529648,1.57506363
-5.37568784,3.35906333,0.60139746,0.49416089,0.48649284,0.00000000,0.01194015,0.17110668,0.09650473,1.52825603
-5.36968484,3.26985382,0.58849374,0.48180193,0.45307418,0.00000000,0.01093669,0.16708604,0.09793061,1.48736419
-5.36368184,3.19209119,0.57769473,0.47047958,0.42233138,0.00000000,0.01006139,0.16364356,0.09952131,1.45184074
-5.35767884,3.12463968,0.56864263,0.46011138,0.39427678,0.00000000,0.00931204,0.16075436,0.10122046,1.42110531
-5.35167584,3.06634240,0.56098883,0.45061725,0.36889560,0.00000000,0.00868541,0.15839254,0.10296988,1.39456422
-5.34567284,3.01605643,0.55440402,0.44192158,0.34615065,0.00000000,0.00817742,0.15653224,0.10471134,1.37162875
-5.33966983,2.97268433,0.54858697,0.43395487,0.32598677,0.00000000,0.00778321,0.15514851,0.10638825,1.35173160
-5.33366683,2.93520134,0.54327179,0.42665513,0.30833515,0.00000000,0.00749728,0.15421824,0.10794729,1.33434126
-5.32766383,2.90267767,0.53823332,0.41996883,0.29311711,0.00000000,0.00731351,0.15372089,0.10933981,1.31897360
-5.32166083,2.87429545,0.53329088,0.41385153,0.28024735,0.00000000,0.00722522,0.15363914,0.11052306,1.30520086
-5.31565783,2.84935987,0.52830999,0.40826820,0.26963665,0.00000000,0.00722521,0.15395939,0.11146118,1.29265748
-5.30965483,2.82730452,0.52320231,0.40319310,0.26119375,0.00000000,0.00730578,0.15467209,0.11212587,1.28104297
-5.30365183,2.80769079,0.51792388,0.39860939,0.25482661,0.00000000,0.00745872,0.15577181,0.11249682,1.27012174
-5.29764882,2.79020192,0.51247171,0.39450834,0.25044287,0.00000000,0.00767529,0.15725715,0.11256176,1.25972014
-5.29164582,2.77463194,0.50687902,0.39088831,0.24794976,0.00000000,0.00794631,0.15913046,0.11231640,1.24972098
-5.28564282,2.76087046,0.50120952,0.38775333,0.24725330,0.00000000,0.00826208,0.16139724,0.11176389,1.24005602
-5.27963982,2.74888420,0.49555085,0.38511166,0.24825717,0.00000000,0.00861253,0.16406550,0.11091427,1.23069680
-5.27363682,2.73869654,0.49000777,0.38297400,0.25086117,0.00000000,0.00898720,0.16714480,0.10978363,1.22164464
-5.26763382,2.73036611,0.48469539,0.38135184,0.25495962,0.00000000,0.00937542,0.17064537,0.10839318,1.21292020
-5.26163082,2.72396597,0.47973283,0.38025574,0.26043974,0.00000000,0.00976637,0.17457705,0.10676822,1.20455345
-5.25562781,2.71956453,0.47523771,0.37969381,0.26718033,0.00000000,0.01014931,0.17894831,0.10493714,1.19657455
-5.24962481,2.71720944,0.47132179,0.37967039,0.27505086,0.00000000,0.01051373,0.18376539,0.10293038,1.18900626
-5.24362181,2.71691540,0.46808807,0.38018511,0.28391116,0.00000000,0.01084959,0.18903153,0.10077948,1.18185832
-5.23761881,2.71865680,0.46562946,0.38123231,0.29361185,0.00000000,0.01114755,0.19474651,0.09851619,1.17512415
-5.23161581,2.72236547,0.46402923,0.38280091,0.30399567,0.00000000,0.01139919,0.20090644,0.09617174,1.16878007
-5.22561281,2.72793394,0.46336315,0.38487476,0.31489963,0.00000000,0.01159724,0.20750386,0.09377614,1.16278706
-5.21960980,2.73522392,0.46370332,0.38743347,0.32615813,0.00000000,0.01173584,0.21452825,0.09135770,1.15709492
-5.21360680,2.74407955,0.46512338,0.39045366,0.33760693,0.00000000,0.01181069,0.22196685,0.08894259,1.15164862
-5.20760380,2.75434467,0.46770495,0.39391065,0.34908779,0.00000000,0.01181923,0.22980584,0.08655455,1.14639630
-5.20160080,2.76588314,0.47154480,0.39778037,0.36045372,0.00000000,0.01176072,0.23803183,0.08421470,1.14129852
-5.19559780,2.77860094,0.47676231,0.40204164,0.37157450,0.00000000,0.01163637,0.24663367,0.08194140,1.13633814
-5.18959480,2.79246869,0.48350683,0.40667844,0.38234232,0.00000000,0.01144926,0.25560430,0.07975018,1.13153004
-5.18359180,2.80754332,0.49196425,0.41168227,0.39267711,0.00000000,0.01120436,0.26494288,0.07765379,1.12693023
-5.17758879,2.82398745,0.50236234,0.41705441,0.40253140,0.00000000,0.01090840,0.27465670,0.07566226,1.12264359
-5.17158579,2.84208510,0.51497438,0.42280792,0.41189430,0.00000000,0.01056969,0.28476313,0.07378295,1.11882970
-5.16558279,2.86225272,0.53012043,0.42896937,0.42079441,0.00000000,0.01019799,0.29529115,0.07202076,1.11570633
-5.15957979,2.88504452,0.54816609,0.43558015,0.42930133,0.00000000,0.00980419,0.30628264,0.07037833,1.11355016
-5.15357679,2.91115134,0.56951820,0.44269718,0.43752570,0.00000000,0.00940013,0.31779295,0.06885623,1.11269453
-5.14757379,2.94139257,0.59461747,0.45039317,0.44561754,0.00000000,0.00899823,0.32989102,0.06745329,1.11352423
-5.14157079,2.97670098,0.62392791,0.45875610,0.45376295,0.00000000,0.00861126,0.34265862,0.06616694,1.11646713
-5.13556778,3.01810053,0.65792312,0.46788804,0.46217905,0.00000000,0.00825205,0.35618878,0.06499356,1.12198309
-5.12956478,3.06667746,0.69706981,0.47790315,0.47110742,0.00000000,0.00793315,0.37058340,0.06392888,1.13055031
-5.12356178,3.12354539,0.74180880,0.48892502,0.48080616,0.00000000,0.00766664,0.38594986,0.06296840,1.14264957
-5.11755878,3.18980535,0.79253423,0.50108313,0.49154073,0.00000000,0.00746383,0.40239685,0.06210780,1.15874688
-5.11155578,3.26650176,0.84957148,0.51450859,0.50357401,0.00000000,0.00733507,0.42002936,0.06134337,1.17927517
-5.10555278,3.35457591,0.91315486,0.52932924,0.51715581,0.00000000,0.00728956,0.43894298,0.06067228,1.20461553
-5.09954977,3.45481838,0.98340581,0.54566411,0.53251227,0.00000000,0.00733520,0.45921778,0.06009294,1.23507887
-5.09354677,3.56782214,1.06031260,0.56361741,0.54983544,0.00000000,0.00747845,0.48091181,0.05960517,1.27088847
-5.08754377,3.69393800,1.14371263,0.58327225,0.56927363,0.00000000,0.00772427,0.50405470,0.05921033,1.31216426
-5.08154077,3.83323443,1.23327817,0.60468422,0.59092257,0.00000000,0.00807600,0.52864149,0.05891129,1.35890936
-5.07553777,3.98546333,1.32850656,0.62787508,0.61481804,0.00000000,0.00853539,0.55462703,0.05871239,1.41099941
-5.06953477,4.15003347,1.42871546,0.65282684,0.64093005,0.00000000,0.00910253,0.58192140,0.05861914,1.46817539
-5.06353177,4.32599327,1.53304398,0.67947650,0.66915890,0.00000000,0.00977590,0.61038649,0.05863800,1.53004006
-5.05752876,4.51202388,1.64045992,0.70771169,0.69933332,0.00000000,0.01055238,0.63983406,0.05877595,1.59605847
-5.05152576,4.70644387,1.74977333,0.73736748,0.73121074,0.00000000,0.01142731,0.67002564,0.05904009,1.66556272
-5.04552276,4.90722579,1.85965631,0.76822468,0.76447977,0.00000000,0.01239458,0.70067419,0.05943714,1.73776088
-5.03951976,5.11202502,1.96866875,0.80000982,0.79876495,0.00000000,0.01344664,0.73144786,0.05997301,1.81175013
-5.03351676,5.31822047,2.07528922,0.83239689,0.83363353,0.00000000,0.01457469,0.76197561,0.06065233,1.88653371
-5.02751376,5.52296652,2.17795030,0.86501115,0.86860425,0.00000000,0.01576872,0.79185481,0.06147811,1.96104150
-5.02151076,5.72325493,2.27507720,0.89743477,0.90315793,0.00000000,0.01701763,0.82066047,0.06245136,2.03415350
-5.01550775,5.91598504,2.36512842,0.92921459,0.93674948,0.00000000,0.01830941,0.84795594,0.06357094,2.10472586
-5.00950475,6.09804047,2.44663696,0.95987154,0.96882105,0.00000000,0.01963121,0.87330456,0.06483341,2.17161848
-5.00350175,6.26636978,2.51825095,0.98891176,0.99881608,0.00000000,0.02096951,0.89628216,0.06623302,2.23372361
-4.99749875,6.41806858,2.57877177,1.01583896,1.02619366,0.00000000,0.02231030,0.91648955,0.06776190,2.28999447
-4.99149575,6.55046055,2.62718884,1.04016779,1.05044290,0.00000000,0.02363920,0.93356491,0.06941017,2.33947307
-4.98549275,6.66117435,2.66270927,1.06143759,1.07109686,0.00000000,0.02494167,0.94719535,0.07116638,2.38131633
-4.97948974,6.74821398,2.68478177,1.07922626,1.08774559,0.00000000,0.02620315,0.95712732,0.07301785,2.41481966
-4.97348674,6.81001997,2.69311363,1.09316360,1.10004777,0.00000000,0.02740932,0.96317539,0.07495117,2.43943718
-4.96748374,6.84551906,2.68768034,1.10294358,1.10774076,0.00000000,0.02854627,0.96522914,0.07695271,2.45479785
-4.96148074,6.85416075,2.66872748,1.10833521,1.11064846,0.00000000,0.02960076,0.96325782,0.07900920,2.46071700
-4.95547774,6.83593891,2.63676486,1.10919135,1.10868690,0.00000000,0.03056044,0.95731268,0.08110820,2.45720266
-4.94947474,6.79139782,2.59255310,1.10545526,1.10186714,0.00000000,0.03141411,0.94752678,0.08323866,2.44445643
-4.94347174,6.72162203,2.53708335,1.09716439,1.09029550,0.00000000,0.03215201,0.93411244,0.08539135,2.42286882
-4.93746873,6.62821039,2.47155067,1.08445146,1.07417100,0.00000000,0.03276606,0.91735624,0.08755919,2.39300904
-4.93146573,6.51323486,2.39732226,1.06754245,1.05378001,0.00000000,0.03325013,0.89761201,0.08973757,2.35560953
-4.92546273,6.37918554,2.31590153,1.04675179,1.02948842,0.00000000,0.03360029,0.87529181,0.09192444,2.31154569
-4.91945973,6.22890375,2.22888937,1.02247479,1.00173141,0.00000000,0.03381506,0.85085547,0.09412032,2.26181142
-4.91345673,6.06550547,2.13794386,0.99517757,0.97100135,0.00000000,0.03389553,0.82479888,0.09632822,2.20749140
-4.90745373,5.89229781,2.04473984,0.96538498,0.93783406,0.00000000,0.03384560,0.79764158,0.09855332,2.14973091
-4.90145073,5.71269154,1.95092955,0.93366680,0.90279417,0.00000000,0.03367197,0.76991399,0.10080262,2.08970436
-4.89544772,5.53011267,1.85810564,0.90062293,0.86645991,0.00000000,0.03338421,0.74214474,0.10308441,2.02858368
-4.88944472,5.34791631,1.76776761,0.86686805,0.82940802,0.00000000,0.03299467,0.71484848,0.10540773,1.96750769
-4.88344172,5.16930571,1.68129259,0.83301630,0.79219930,0.00000000,0.03251837,0.68851461,0.10778171,1.90755351
-4.87743872,4.99725921,1.59991125,0.79966651,0.75536528,0.00000000,0.03197272,0.66359711,0.11021490,1.84971119
-4.87143572,4.83446756,1.52468934,0.76738865,0.71939652,0.00000000,0.03137723,0.64050587,0.11271467,1.79486229
-4.86543272,4.68328324,1.45651509,0.73671159,0.68473294,0.00000000,0.03075311,0.61959967,0.11528657,1.74376322
-4.85942971,4.54568317,1.39609269,0.70811290,0.65175638,0.00000000,0.03012281,0.60118084,0.11793388,1.69703374
-4.85342671,4.42324546,1.34394148,0.68201054,0.62078558,0.00000000,0.02950946,0.58549181,0.12065714,1.65515085
-4.84742371,4.31714002,1.30040065,0.65875677,0.59207374,0.00000000,0.02893631,0.57271331,0.12345395,1.61844816
-4.84142071,4.22813246,1.26563880,0.63863428,0.56580842,0.00000000,0.02842614,0.56296431,0.12631879,1.58712017
-4.83541771,4.15660001,1.23966756,0.62185429,0.54211370,0.00000000,0.02800057,0.55630346,0.12924303,1.56123123
-4.82941471,4.10255755,1.22235850,0.60855657,0.52105430,0.00000000,0.02767949,0.55273174,0.13221506,1.54072818
-4.82341171,4.06569188,1.21346233,0.59881114,0.50264136,0.00000000,0.02748048,0.55219627,0.13522050,1.52545591
-4.81740870,4.04540146,1.21262943,0.59262119,0.48683932,0.00000000,0.02741818,0.55459484,0.13824252,1.51517469
-4.81140570,4.04083955,1.21943056,0.58992717,0.47357359,0.00000000,0.02750390,0.55978098,0.14126216,1.50957837
-4.80540270,4.05095798,1.23337699,0.59061152,0.46273854,0.00000000,0.02774514,0.56756938,0.14425872,1.50831222
-4.79939970,4.07454956,1.25393899,0.59450390,0.45420526,0.00000000,0.02814528,0.57774128,0.14721007,1.51098960
-4.79339670,4.11028711,1.28056212,0.60138668,0.44782887,0.00000000,0.02870343,0.59004985,0.15009295,1.51720656
-4.78739370,4.15675786,1.31268041,0.61100048,0.44345491,0.00000000,0.02941426,0.60422518,0.15288323,1.52655376
-4.78139070,4.21249209,1.34972646,0.62304972,0.44092465,0.00000000,0.03026812,0.61997902,0.15555604,1.53862534
-4.77538769,4.27598569,1.39113777,0.63720806,0.44007913,0.00000000,0.03125113,0.63700913,0.15808590,1.55302454
-4.76938469,4.34571693,1.43635974,0.65312389,0.44076186,0.00000000,0.03234553,0.65500315,0.16044677,1.56936619
-4.76338169,4.42015783,1.48484519,0.67042581,0.44282023,0.00000000,0.03353004,0.67364222,0.16261209,1.58727632
-4.75737869,4.49778145,1.53605119,0.68872824,0.44610582,0.00000000,0.03478046,0.69260431,0.16455479,1.60638961
-4.75137569,4.57706627,1.58943347,0.70763735,0.45047368,0.00000000,0.03607024,0.71156738,0.16624736,1.62634509
-4.74537269,4.65649939,1.64443949,0.72675730,0.45578090,0.00000000,0.03737128,0.73021252,0.16766204,1.64678110
-4.73936968,4.73458017,1.70050087,0.74569703,0.46188490,0.00000000,0.03865466,0.74822713,0.16877102,1.66733038
-4.73336668,4.80982582,1.75702621,0.76407752,0.46864158,0.00000000,0.03989151,0.76530829,0.16954683,1.68761594
-4.72736368,4.88078049,1.81339533,0.78153956,0.47590376,0.00000000,0.04105389,0.78116638,0.16996289,1.70724872
-4.72136068,4.94602884,1.86895578,0.79775210,0.48352019,0.00000000,0.04211565,0.79552903,0.16999416,1.72582756
-4.71535768,5.00421488,1.92302253,0.81242089,0.49133546,0.00000000,0.04305325,0.80814530,0.16961793,1.74294202
-4.70935468,5.05406627,1.97488142,0.82529725,0.49919084,0.00000000,0.04384655,0.81879030,0.16881478,1.75817831
-4.70335168,5.09442387,2.02379682,0.83618689,0.50692632,0.00000000,0.04447952,0.82726989,0.16756962,1.77112837
-4.69734867,5.12427577,2.06902370,0.84495824,0.51438378,0.00000000,0.04494083,0.83342555,0.16587265,1.78140187
-4.69134567,5.14279455,2.10982391,0.85155014,0.52141119,0.00000000,0.04522429,0.83713922,0.16372050,1.78864077
-4.68534267,5.14937604,2.14548619,0.85597841,0.52786783,0.00000000,0.04532921,0.83833786,0.16111715,1.79253566
-4.67933967,5.14367756,2.17534926,0.85834096,0.53362995,0.00000000,0.04526054,0.83699758,0.15807483,1.79284306
-4.67333667,5.12565333,2.19882665,0.85882104,0.53859688,0.00000000,0.04502888,0.83314703,0.15461463,1.78940270
-4.66733367,5.09558456,2.21543230,0.85768826,0.54269695,0.00000000,0.04465031,0.82686984,0.15076703,1.78215363
-4.66133067,5.05410180,2.22480521,0.85529713,0.54589282,0.00000000,0.04414605,0.81830589,0.14657203,1.77114807
-4.65532766,5.00219714,2.22673166,0.85208275,0.54818592,0.00000000,0.04354195,0.80765105,0.14207906,1.75656186
-4.64932466,4.94122444,2.22116349,0.84855360,0.54961936,0.00000000,0.04286782,0.79515538,0.13734657,1.73870061
-4.64332166,4.87288575,2.20823095,0.84528123,0.55027921,0.00000000,0.04215668,0.78111946,0.13244124,1.71800061
