energy_ev,total_up,total_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-6.00000000,2.89591063,-4.12007978,1.39729320,-1.77898886,1.09487971,-0.57790146,0.00136043,-0.01125737,1.09790967,-1.12814380,0.41487580,-1.41994603,0.00000000,-0.00000000
-5.99399700,2.92096460,-4.16076343,1.43020338,-1.78962335,1.10076265,-0.58083306,0.00133683,-0.01132031,1.10819182,-1.13183230,0.42080245,-1.44364238,0.00000000,-0.00000000
-5.98799400,2.95921865,-4.18441872,1.46844683,-1.79429544,1.11215774,-0.58212261,0.00132314,-0.01132212,1.12319576,-1.13232500,0.42863534,-1.45980714,0.00000000,-0.00000000
-5.98199100,3.00938685,-4.19140822,1.51137272,-1.79318578,1.12883951,-0.58194775,0.00131728,-0.01126408,1.14264395,-1.12985433,0.43790327,-1.46839603,0.00000000,-0.00000000
-5.97598799,3.07022768,-4.18244939,1.55835508,-1.78660356,1.15058989,-0.58051527,0.00131722,-0.01114857,1.16627541,-1.12471526,0.44814445,-1.46952759,0.00000000,-0.00000000
-5.96998499,3.14055382,-4.15858290,1.60880142,-1.77497290,1.17719029,-0.57805330,0.00132112,-0.01097902,1.19384167,-1.11725429,0.45891967,-1.46347530,0.00000000,-0.00000000
-5.96398199,3.21923384,-4.12112774,1.66215798,-1.75881372,1.20841077,-0.57480272,0.00132730,-0.01075978,1.22509970,-1.10785596,0.46982436,-1.45065371,0.00000000,-0.00000000
-5.95797899,3.30518761,-4.07162544,1.71791200,-1.73871805,1.24399746,-0.57100799,0.00133432,-0.01049595,1.25980276,-1.09692774,0.48049921,-1.43159932,0.00000000,-0.00000000
-5.95197599,3.39737688,-4.01177631,1.77559157,-1.71532319,1.28365949,-0.56690822,0.00134095,-0.01019323,1.29769020,-1.08488399,0.49063900,-1.40694697,0.00000000,-0.00000000
-5.94597299,3.49479309,-3.94337119,1.83476335,-1.68928318,1.32705664,-0.56272856,0.00134623,-0.00985769,1.33847716,-1.07212989,0.49999941,-1.37740326,0.00000000,-0.00000000
-5.93996998,3.59644423,-3.86822234,1.89502910,-1.66124014,1.37378894,-0.55867278,0.00134943,-0.00949563,1.38184531,-1.05904636,0.50840144,-1.34371831,0.00000000,-0.00000000
-5.93396698,3.70134271,-3.78809733,1.95602125,-1.63179729,1.42338937,-0.55491711,0.00135011,-0.00911334,1.42743554,-1.04597672,0.51573350,-1.30665725,0.00000000,-0.00000000
-5.92796398,3.80849573,-3.70465938,2.01739840,-1.60149509,1.47532052,-0.55160600,0.00134803,-0.00871695,1.47484337,-1.03321602,0.52195089,-1.26697295,0.00000000,-0.00000000
-5.92196098,3.91689967,-3.61941729,2.07884113,-1.57079191,1.52897589,-0.54884985,0.00134319,-0.00831225,1.52361781,-1.02100359,0.52707281,-1.22538134,0.00000000,-0.00000000
-5.91595798,4.02553941,-3.53368743,2.14004860,-1.54005034,1.58368601,-0.54672489,0.00133579,-0.00790452,1.57326389,-1.00951931,0.53117702,-1.18254040,0.00000000,-0.00000000
-5.90995498,4.13339311,-3.44856943,2.20073627,-1.50952976,1.63872973,-0.54527537,0.00132620,-0.00749849,1.62324918,-0.99888380,0.53439239,-1.13903365,0.00000000,-0.00000000
-5.90395198,4.23944255,-3.36493635,2.26063495,-1.47938554,1.69334987,-0.54451762,0.00131493,-0.00709820,1.67301388,-0.98916249,0.53688962,-1.09535887,0.00000000,-0.00000000
-5.89794897,4.34268874,-3.28343908,2.31949124,-1.44967471,1.74677303,-0.54444609,0.00130259,-0.00670698,1.72198429,-0.98037318,0.53887066,-1.05192215,0.00000000,-0.00000000
-5.89194597,4.44217186,-3.20452404,2.37706928,-1.42036764,1.79823222,-0.54504057,0.00128989,-0.00632744,1.76958884,-0.97249674,0.54055718,-1.00903718,0.00000000,-0.00000000
-5.88594297,4.53699437,-3.12846198,2.43315361,-1.39136461,1.84699139,-0.54627447,0.00127756,-0.00596149,1.81527587,-0.96548996,0.54217879,-0.96692954,0.00000000,-0.00000000
-5.87993997,4.62634591,-3.05538559,2.48755284,-1.36251639,1.89237043,-0.54812333,0.00126635,-0.00561039,1.85853207,-0.95929980,0.54396140,-0.92574512,0.00000000,-0.00000000
-5.87393697,4.70952809,-2.98533262,2.54010362,-1.33364702,1.93376908,-0.55057313,0.00125699,-0.00527481,1.89890053,-0.95387802,0.54611630,-0.88556198,0.00000000,-0.00000000
-5.86793397,4.78597761,-2.91829125,2.59067456,-1.30457762,1.97068865,-0.55362769,0.00125016,-0.00495495,1.93599731,-0.94919500,0.54883047,-0.84640445,0.00000000,-0.00000000
-5.86193097,4.85528586,-2.85424434,2.63916954,-1.27514940,2.00274994,-0.55731473,0.00124649,-0.00465059,1.96952543,-0.94525205,0.55225849,-0.80825858,0.00000000,-0.00000000
-5.85592796,4.91721344,-2.79320943,2.68552997,-1.24524455,2.02970643,-0.56169012,0.00124653,-0.00436124,1.99928537,-0.94209105,0.55651633,-0.77108760,0.00000000,-0.00000000
-5.84992496,4.97169824,-2.73527180,2.72973547,-1.21480379,2.05145181,-0.56683989,0.00125074,-0.00408622,2.02518136,-0.93980095,0.56167729,-0.73484662,0.00000000,-0.00000000
-5.84392196,5.01885626,-2.68060838,2.77180283,-1.18383948,2.06802138,-0.57288002,0.00125949,-0.00382473,2.04722300,-0.93852054,0.56777010,-0.69949556,0.00000000,-0.00000000
-5.83791896,5.05897441,-2.62950129,2.81178275,-1.15244376,2.07958705,-0.57995376,0.00127307,-0.00357599,2.06552195,-0.93843744,0.57477917,-0.66500953,0.00000000,-0.00000000
-5.83191596,5.09249530,-2.58234036,2.84975448,-1.12079136,2.08644607,-0.58822688,0.00129168,-0.00333927,2.08028374,-0.93978327,0.58264681,-0.63138643,0.00000000,-0.00000000
-5.82591296,5.11999434,-2.53961494,2.88581828,-1.08913708,2.08900416,-0.59788092,0.00131546,-0.00311391,2.09179502,-0.94282541,0.59127722,-0.59865123,0.00000000,-0.00000000
-5.81990995,5.14214990,-2.50189599,2.92008582,-1.05780857,2.08775364,-0.60910508,0.00134451,-0.00289944,2.10040686,-0.94785602,0.60054183,-0.56685714,0.00000000,-0.00000000
-5.81390695,5.15970783,-2.46981025,2.95266898,-1.02719486,2.08324779,-0.62208718,0.00137888,-0.00269550,2.10651487,-0.95517899,0.61028568,-0.53608369,0.00000000,-0.00000000
-5.80790395,5.17344164,-2.44400853,2.98366731,-0.99773171,2.07607266,-0.63700433,0.00141863,-0.00250191,2.11053712,-0.96509581,0.62033429,-0.50643231,0.00000000,-0.00000000
-5.80190095,5.18411038,-2.42513090,3.01315481,-0.96988488,2.06681774,-0.65401405,0.00146382,-0.00231861,2.11289088,-0.97789143,0.63050083,-0.47801966,0.00000000,-0.00000000
-5.79589795,5.19241585,-2.41377124,3.04116659,-0.94413242,2.05604689,-0.67324617,0.00151456,-0.00214566,2.11396939,-0.99382088,0.64059287,-0.45096964,0.00000000,-0.00000000
-5.78989495,5.19896145,-2.41044376,3.06768606,-0.92094706,2.04427099,-0.69479635,0.00157102,-0.00198318,2.11411975,-1.01309774,0.65041871,-0.42540456,0.00000000,-0.00000000
-5.78389195,5.20421440,-2.41555394,3.09263342,-0.90077992,2.03192362,-0.71872135,0.00163343,-0.00183137,2.11362297,-1.03588504,0.65979279,-0.40143621,0.00000000,-0.00000000
-5.77788894,5.20847332,-2.42937557,3.11585609,-0.88404611,2.01934082,-0.74503651,0.00170216,-0.00169039,2.11267723,-1.06228912,0.66854001,-0.37915752,0.00000000,-0.00000000
-5.77188594,5.21184276,-2.45203524,3.13712177,-0.87111315,2.00674596,-0.77371528,0.00177765,-0.00156040,2.11138501,-1.09235672,0.67649900,-0.35863531,0.00000000,-0.00000000
-5.76588294,5.21421609,-2.48350505,3.15611472,-0.86229237,1.99424023,-0.80469089,0.00186050,-0.00144146,2.10974489,-1.12607524,0.68352423,-0.33990461,0.00000000,-0.00000000
-5.75987994,5.21526779,-2.52360336,3.17243566,-0.85783351,1.98179933,-0.83785980,0.00195144,-0.00133358,2.10764821,-1.16337596,0.68948705,-0.32296493,0.00000000,-0.00000000
-5.75387694,5.21445576,-2.57200306,3.18560587,-0.85792246,1.96927612,-0.87308645,0.00205132,-0.00123661,2.10488099,-1.20413956,0.69427590,-0.30777853,0.00000000,-0.00000000
-5.74787394,5.21103392,-2.62824616,3.19507536,-0.86268166,1.95640936,-0.91020889,0.00216111,-0.00115034,2.10113087,-1.24820339,0.69779575,-0.29427089,0.00000000,-0.00000000
-5.74187094,5.20407481,-2.69176315,3.20023541,-0.87217276,1.94283779,-0.94904465,0.00228192,-0.00107438,2.09599892,-1.29536961,0.69996725,-0.28233315,0.00000000,-0.00000000
-5.73586793,5.19250159,-2.76189519,3.20043513,-0.88640093,1.92811897,-0.98939620,0.00241494,-0.00100828,2.08901575,-1.34541325,0.70072555,-0.27182647,0.00000000,-0.00000000
-5.72986493,5.17512831,-2.83791735,3.19500163,-0.90532009,1.91175188,-1.03105552,0.00256140,-0.00095145,2.07966126,-1.39808955,0.70001928,-0.26258783,0.00000000,-0.00000000
-5.72386193,5.15070684,-2.91906095,3.18326326,-0.92883861,1.89320223,-1.07380739,0.00272258,-0.00090325,2.06738719,-1.45313977,0.69780979,-0.25443701,0.00000000,-0.00000000
