energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,Sc_p_up,Sc_p_down,Sc_d_up,Sc_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-6.00000000,7.51611187,-7.51439809,0.10852441,-0.10849254,1.02661414,-1.02637546,2.44802279,-2.44757109,0.92652042,-0.92651123,0.79943452,-0.79932401,0.19650359,-0.19643099,0.10534717,-0.10531649,3.08372629,-3.08294239
-5.99399700,7.41895866,-7.41747687,0.10676291,-0.10673621,1.01719552,-1.01697491,2.42742968,-2.42701512,0.91122767,-0.91124693,0.79858055,-0.79848604,0.19316074,-0.19309864,0.10458250,-0.10455601,3.04336882,-3.04269888
-5.98799400,7.33031503,-7.32908971,0.10539025,-0.10536833,1.00795378,-1.00775379,2.40613045,-2.40576142,0.89756169,-0.89761211,0.79802496,-0.79794901,0.19031993,-0.19026958,0.10398961,-0.10396785,3.00762747,-3.00708303
-5.98199100,7.25199283,-7.25104216,0.10439708,-0.10437938,0.99907616,-0.99889872,2.38478692,-2.38447024,0.88572075,-0.88580422,0.79790110,-0.79784588,0.18806968,-0.18803209,0.10359850,-0.10358191,2.97734987,-2.97693959
-5.97598799,7.18544884,-7.18478470,0.10376250,-0.10374831,0.99072537,-0.99057183,2.36398081,-2.36372166,0.87585498,-0.87597259,0.79831910,-0.79828643,0.18648437,-0.18646031,0.10343261,-0.10342149,2.95320872,-2.95293831
-5.96998499,7.13176649,-7.13139466,0.10345554,-0.10344402,0.98303755,-0.98290866,2.34419956,-2.34400142,0.86806621,-0.86821831,0.79936557,-0.79935691,0.18562272,-0.18561270,0.10350841,-0.10350294,2.93569200,-2.93556437
-5.96398199,7.09164773,-7.09156816,0.10343692,-0.10342720,0.97612087,-0.97601681,2.32582628,-2.32569089,0.86240871,-0.86259495,0.80110395,-0.80112039,0.18552671,-0.18553098,0.10383519,-0.10383541,2.92509845,-2.92511376
-5.95797899,7.06541403,-7.06562122,0.10366110,-0.10365223,0.97005476,-0.96997518,2.30913377,-2.30906121,0.85889069,-0.85911008,0.80357534,-0.80361765,0.18622078,-0.18623934,0.10441504,-0.10442089,2.92153778,-2.92169363
-5.95197599,7.05301545,-7.05349887,0.10407828,-0.10406935,0.96488958,-0.96483362,2.29428263,-2.29427136,0.85747622,-0.85772721,0.80679966,-0.80686828,0.18771147,-0.18774406,0.10524302,-0.10525431,2.92493534,-2.92522692
-5.94597299,7.05404643,-7.05479092,0.10463649,-0.10462661,0.96064656,-0.96061290,2.28132308,-2.28137006,0.85808753,-0.85836806,0.81077686,-0.81087188,0.18998742,-0.19003353,0.10630756,-0.10632400,2.93504054,-2.93546085
-5.93996998,7.06776673,-7.06875292,0.10528352,-0.10527187,0.95731801,-0.95730489,2.27020010,-2.27030090,0.86060739,-0.86091495,0.81548801,-0.81560915,0.19301964,-0.19307853,0.10759091,-0.10761210,2.95143845,-2.95197843
-5.93396698,7.09312655,-7.09433124,0.10596866,-0.10595451,0.95486762,-0.95487286,2.26076136,-2.26091029,0.86488159,-0.86521326,0.82089599,-0.82104261,0.19676219,-0.19683290,0.10906982,-0.10909527,2.97356384,-2.97421260
-5.92796398,7.12879445,-7.13019093,0.10664416,-0.10662689,0.95323095,-0.95325200,2.25276740,-2.25295769,0.87072138,-0.87107388,0.82694597,-0.82711700,0.20115314,-0.20123446,0.11071627,-0.11074543,3.00071699,-3.00146194
-5.92196098,7.17318743,-7.17474582,0.10726640,-0.10724550,0.95231603,-0.95234995,2.24590360,-2.24612751,0.87790596,-0.87827564,0.83356526,-0.83375917,0.20611575,-0.20620630,0.11249834,-0.11253058,3.03208089,-3.03290792
-5.91595798,7.22450270,-7.22619023,0.10779666,-0.10777177,0.95200424,-0.95204777,2.23979330,-2.24004229,0.88618506,-0.88656796,0.84066287,-0.84087764,0.21156003,-0.21165823,0.11438107,-0.11441572,3.06673917,-3.06763275
-5.90995498,7.28075093,-7.28253221,0.10820166,-0.10817252,0.95215159,-0.95220115,2.23401180,-2.23427668,0.89528177,-0.89567364,0.84812884,-0.84836191,0.21738444,-0.21748855,0.11632741,-0.11636375,3.10369463,-3.10463800
-5.90395198,7.33979129,-7.34162861,0.10845362,-0.10842008,0.95259052,-0.95264225,2.22810085,-2.22837193,0.90489578,-0.90529206,0.85583345,-0.85608168,0.22347787,-0.22358601,0.11829918,-0.11833648,3.14188824,-3.14286354
-5.89794897,7.39936866,-7.40122231,0.10853014,-0.10849215,0.95313239,-0.95318218,2.22158343,-2.22185069,0.91470712,-0.91510301,0.86362664,-0.86388627,0.22972183,-0.22983202,0.12025801,-0.12029551,3.18021859,-3.18120699
-5.89194597,7.45715349,-7.45898222,0.10841380,-0.10837142,0.95357083,-0.95361437,2.21397860,-2.21423186,0.92438072,-0.92477118,0.87133792,-0.87160460,0.23599287,-0.23610301,0.12216629,-0.12220326,3.21756184,-3.21854378
-5.88594297,7.51078511,-7.51254657,0.10809165,-0.10804496,0.95368601,-0.95371886,2.20481645,-2.20504553,0.93357171,-0.93395156,0.87877704,-0.87904583,0.24216508,-0.24227305,0.12398809,-0.12402379,3.25279243,-3.25374786
-5.87993997,7.55791860,-7.55957003,0.10755449,-0.10750365,0.95324997,-0.95326765,2.19365296,-2.19384789,0.94193176,-0.94229571,0.88573573,-0.88600115,0.24811285,-0.24821650,0.12569003,-0.12572378,3.28480471,-3.28571334
-5.87393697,7.59627557,-7.59777449,0.10679626,-0.10674146,0.95203285,-0.95203092,2.18008473,-2.18023596,0.94911623,-0.94945901,0.89199067,-0.89224679,0.25371363,-0.25381086,0.12724214,-0.12727329,3.31253547,-3.31337712
-5.86793397,7.62369845,-7.62500356,0.10581340,-0.10575484,0.94981009,-0.94978429,2.16376353,-2.16386213,0.95479223,-0.95510865,0.89730791,-0.89754848,0.25885084,-0.25893961,0.12861863,-0.12864660,3.33498742,-3.33574244
-5.86193097,7.63820749,-7.63927963,0.10460432,-0.10454220,0.94637026,-0.94631658,2.14441039,-2.14444830,0.95864722,-0.95893235,0.90144869,-0.90166726,0.26341665,-0.26349506,0.12979861,-0.12982291,3.35125340,-3.35190307
-5.85592796,7.63805921,-7.63886240,0.10316901,-0.10310353,0.94152327,-0.94143811,2.12182897,-2.12179924,0.96039809,-0.96064735,0.90417669,-0.90436679,0.26731479,-0.26738111,0.13076674,-0.13078694,3.36054085,-3.36106790
-5.84992496,7.62180430,-7.62230687,0.10150885,-0.10144022,0.93510864,-0.93498895,2.09591795,-2.09581493,0.95980017,-0.96000951,0.90526639,-0.90542173,0.27046305,-0.27051576,0.13151368,-0.13152948,3.36219598,-3.36258507
-5.84392196,7.58834279,-7.58851843,0.09962657,-0.09955498,0.92700344,-0.92684682,2.06668176,-2.06650137,0.95665586,-0.95682188,0.90451232,-0.90462702,0.27279559,-0.27283345,0.13203656,-0.13204777,3.35572663,-3.35596486
-5.83791896,7.53697366,-7.53680247,0.09752639,-0.09745202,0.91712934,-0.91693417,2.03423932,-2.03397922,0.95082240,-0.95094252,0.90173878,-0.90180757,0.27426483,-0.27428688,0.13233916,-0.13234569,3.34082303,-3.34090043
-5.83191596,7.46743613,-7.46690553,0.09521428,-0.09513733,0.90545849,-0.90522398,1.99883012,-1.99848989,0.94221840,-0.94229096,0.89680946,-0.89682788,0.27484286,-0.27484850,0.13243193,-0.13243385,3.31737510,-3.31728505
-5.82591296,7.37993983,-7.37904528,0.09269832,-0.09261900,0.89201767,-0.89174398,1.96081705,-1.96039828,0.93082855,-0.93085289,0.88963649,-0.88960111,0.27452231,-0.27451128,0.13233189,-0.13232937,3.28548526,-3.28522485
-5.81990995,7.27518120,-7.27392667,0.08998914,-0.08990768,0.87689053,-0.87657876,1.92068542,-1.92019179,0.91670629,-0.91668287,0.88018836,-0.88009694,0.27331661,-0.27328901,0.13206219,-0.13205553,3.24547558,-3.24504587
-5.81390695,7.15434400,-7.15274222,0.08710033,-0.08701700,0.86021746,-0.85986967,1.87903784,-1.87847510,0.89997415,-0.89990450,0.86849614,-0.86834775,0.27125951,-0.27121582,0.13165147,-0.13164111,3.19788836,-3.19729450
-5.80790395,7.01908255,-7.01715490,0.08404877,-0.08396385,0.84219317,-0.84181234,1.83658451,-1.83596042,0.88082149,-0.88070828,0.85465758,-0.85445272,0.26840398,-0.26834501,0.13113303,-0.13111948,3.14347935,-3.14273058
-5.80190095,6.87148700,-6.86926311,0.08085485,-0.08076870,0.82306181,-0.82265176,1.79412893,-1.79345311,0.85949977,-0.85934668,0.83883877,-0.83857940,0.26482044,-0.26474734,0.13054368,-0.13052754,3.08320329,-3.08231276
-5.79589795,6.71403089,-6.71154790,0.07754259,-0.07745560,0.80310981,-0.80267510,1.75254903,-1.75183275,0.83631535,-0.83612702,0.82127305,-0.82096257,0.26059430,-0.26050851,0.12992245,-0.12990440,3.01819165,-3.01717616
-5.78989495,6.54950231,-6.54680382,0.07413952,-0.07405212,0.78265669,-0.78220250,1.71277410,-1.71202999,0.81162010,-0.81140200,0.80225716,-0.80190034,0.25582308,-0.25572626,0.12930909,-0.12928983,2.94972310,-2.94860258
-5.78389195,6.38092066,-6.37805544,0.07067638,-0.07058905,0.76204422,-0.76157616,1.67575810,-1.67499978,0.78580028,-0.78555848,0.78214464,-0.78174755,0.25061296,-0.25050697,0.12874248,-0.12872273,2.87918730,-2.87798429
-5.77788894,6.21144230,-6.20846279,0.06718659,-0.06709985,0.74162431,-0.74114826,1.64245003,-1.64169176,0.75926396,-0.75900502,0.76133680,-0.76090659,0.24507517,-0.24496198,0.12825895,-0.12823940,2.80804345,-2.80678236
-5.77188594,6.04425856,-6.04121920,0.06370563,-0.06362003,0.72174632,-0.72126824,1.61376249,-1.61301873,0.73242781,-0.73215853,0.74027152,-0.73981627,0.23932215,-0.23920378,0.12789063,-0.12787190,2.73777492,-2.73648130
-5.76588294,5.88249043,-5.87944595,0.06027016,-0.06018626,0.70274419,-0.70226994,1.59053946,-1.58982447,0.70570366,-0.70543084,0.71941039,-0.71893888,0.23346375,-0.23334222,0.12766383,-0.12764650,2.66984187,-2.66854156
-5.75987994,5.72908449,-5.72608816,0.05691709,-0.05683546,0.68492415,-0.68445933,1.57352459,-1.57285195,0.67948547,-0.67921573,0.69922487,-0.69874631,0.22760365,-0.22748088,0.12759771,-0.12758221,2.60563376,-2.60435211
-5.75387694,5.58671440,-5.58381642,0.05368257,-0.05360375,0.66855343,-0.66810320,1.56333132,-1.56271353,0.65413737,-0.65387699,0.68018178,-0.67970558,0.22183601,-0.22171381,0.12770302,-0.12768965,2.54642380,-2.54518485
-5.74787394,5.45769239,-5.45493840,0.05060096,-0.05052547,0.65385053,-0.65341947,1.56041599,-1.55986414,0.62998330,-0.62973797,0.66272915,-0.66226465,0.21624273,-0.21612269,0.12798124,-0.12797017,2.49332723,-2.49215297
-5.74187094,5.34389444,-5.34132422,0.04770383,-0.04763216,0.64097750,-0.64056953,1.56505536,-1.56457872,0.60729847,-0.60707323,0.64728264,-0.64683887,0.21089113,-0.21077462,0.12842408,-0.12841530,2.44726525,-2.44617499
-5.73586793,5.24670228,-5.24434880,0.04501911,-0.04495170,0.63003451,-0.62965282,1.57732936,-1.57693518,0.58630334,-0.58610242,0.63421331,-0.63379879,0.20583239,-0.20572051,0.12901328,-0.12900664,2.40893610,-2.40794594
-5.72986493,5.16696456,-5.16485325,0.04257033,-0.04250756,0.62105703,-0.62070399,1.59711007,-1.59680336,0.56715991,-0.56698672,0.62383709,-0.62345959,0.20110060,-0.20099418,0.12972097,-0.12971611,2.37879440,-2.37791687
-5.72386193,5.10497847,-5.10312687,0.04037603,-0.04031822,0.61401546,-0.61369269,1.62405762,-1.62384105,0.54997079,-0.54982787,0.61640628,-0.61607268,0.19671263,-0.19661220,0.13051027,-0.13050671,2.35703963,-2.35628341
-5.71785893,5.06049223,-5.05890994,0.03844941,-0.03839681,0.60881758,-0.60852593,1.65762313,-1.65749698,0.53478059,-0.53466968,0.61210332,-0.61181947,0.19266857,-0.19257439,0.13133643,-0.13133354,2.34361386,-2.34298375
-5.71185593,5.03272786,-5.03141678,0.03679819,-0.03675099,0.60531327,-0.60505292,1.69705901,-1.69702124,0.52157987,-0.52150193,0.61103693,-0.61080754,0.18895289,-0.18886495,0.13214825,-0.13214530,2.33820883,-2.33770575
-5.70585293,5.02042262,-5.01937753,0.03542465,-0.03538298,0.60330158,-0.60307208,1.74143623,-1.74148256,0.51031100,-0.51026635,0.61324056,-0.61306914,0.18553609,-0.18545414,0.13288983,-0.13288600,2.34028159,-2.33990281
-5.69984992,5.02188696,-5.02109628,0.03432594,-0.03428988,0.60253957,-0.60234002,1.78966791,-1.78979206,0.50087578,-0.50086425,0.61867305,-0.61856185,0.18237688,-0.18230047,0.13350256,-0.13349698,2.34907791,-2.34881739
-5.69384692,5.03507583,-5.03452260,0.03349458,-0.03346415,0.60275276,-0.60258187,1.84053869,-1.84073258,0.49314437,-0.49316541,0.62722123,-0.62717124,0.17942461,-0.17935314,0.13392717,-0.13391897,2.36366218,-2.36351094
-5.68784392,5.05767008,-5.05733308,0.03291905,-0.03289424,0.60364651,-0.60350276,1.89273854,-1.89299260,0.48696498,-0.48701787,0.63870427,-0.63871526,0.17662203,-0.17655477,0.13410600,-0.13409433,2.38295219,-2.38289881
-5.68184092,5.08716405,-5.08701897,0.03258458,-0.03256537,0.60491798,-0.60479978,1.94489984,-1.94520335,0.48217391,-0.48225790,0.65287940,-0.65294992,0.17390801,-0.17384415,0.13398507,-0.13396914,2.40575732,-2.40578848
-5.67583792,5.12095571,-5.12097635,0.03247401,-0.03246035,0.60626819,-0.60617400,1.99563644,-1.99597783,0.47860541,-0.47871991,0.66944869,-0.66957614,0.17122031,-0.17115903,0.13351611,-0.13349522,2.43081833,-2.43091934
-5.66983492,5.15643546,-5.15659490,0.03256868,-0.03256053,0.60741365,-0.60734208,2.04358307,-2.04395032,0.47610105,-0.47624576,0.68806659,-0.68824732,0.16849826,-0.16843874,0.13265837,-0.13263196,2.45684713,-2.45700248
-5.66383192,5.19107037,-5.19134203,0.03284935,-0.03284665,0.60809709,-0.60804702,2.08743372,-2.08781468,0.47451803,-0.47469308,0.70834803,-0.70857736,0.16568507,-0.16562655,0.13138010,-0.13134776,2.48256506,-2.48275890
-5.65782891,5.22248072,-5.22283932,0.03329699,-0.03329973,0.60809694,-0.60806762,2.12597767,-2.12636040,0.47373625,-0.47394229,0.72987665,-0.73014902,0.16272994,-0.16267174,0.12965976,-0.12962124,2.50673824,-2.50695489
-5.65182591,5.24850644,-5.24892875,0.03389362,-0.03390178,0.60723524,-0.60722637,2.15813171,-2.15850475,0.47366382,-0.47390209,0.75221329,-0.75252236,0.15958977,-0.15953131,0.12748675,-0.12744199,2.52820910,-2.52843345
-5.64582291,5.26726168,-5.26772721,0.03462291,-0.03463652,0.60538362,-0.60539533,2.18296766,-2.18332033,0.47424083,-0.47451319,0.77490435,-0.77524311,0.15623045,-0.15617129,0.12486180,-0.12481092,2.54592316,-2.54614097
-5.63981991,5.27717640,-5.27766775,0.03547073,-0.03548982,0.60246720,-0.60250010,2.19973427,-2.20005689,0.47544138,-0.47575027,0.79749018,-0.79785107,0.15262773,-0.15256756,0.12179692,-0.12174020,2.55895063,-2.55914887
