energy_ev,total_up,Sb_p_up,Sb_d_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up
-6.00000000,1.58764646,0.15411250,0.00148232,0.92315153,0.35734831,0.04403426,0.92318116
-5.99399700,1.69270881,0.16349724,0.00157524,0.97609984,0.38360337,0.04719680,0.98565070
-5.98799400,1.79924981,0.17282499,0.00166924,1.02935315,0.41035863,0.05040978,1.04921118
-5.98199100,1.90668351,0.18204048,0.00176388,1.08269671,0.43744881,0.05364898,1.11351751
-5.97598799,2.01444213,0.19109597,0.00185877,1.13595394,0.46470452,0.05688908,1.17822856
-5.96998499,2.12199689,0.19995263,0.00195359,1.18899977,0.49195697,0.06010422,1.24301993
-5.96398199,2.22887981,0.20858185,0.00204807,1.24177366,0.51904311,0.06326873,1.30759734
-5.95797899,2.33470563,0.21696623,0.00214209,1.29429185,0.54581111,0.06635781,1.37171049
-5.95197599,2.43919270,0.22510044,0.00223560,1.34665795,0.57212583,0.06934833,1.43516639
-5.94597299,2.54218182,0.23299174,0.00232873,1.39907134,0.59787416,0.07221950,1.49784172
-5.93996998,2.64365198,0.24066025,0.00242173,1.45183254,0.62296991,0.07495368,1.55969333
-5.93396698,2.74373193,0.24813889,0.00251502,1.50534518,0.64735801,0.07753691,1.62076641
-5.92796398,2.84270674,0.25547300,0.00260918,1.56011386,0.67101775,0.07995949,1.68119952
-5.92196098,2.94101852,0.26271965,0.00270494,1.61673780,0.69396489,0.08221638,1.74122614
-5.91595798,3.03926087,0.26994658,0.00280317,1.67589999,0.71625249,0.08430744,1.80117228
-5.90995498,3.13816678,0.27723091,0.00290486,1.73835183,0.73797021,0.08623752,1.86144999
-5.90395198,3.23858986,0.28465751,0.00301112,1.80489360,0.75924215,0.08801632,1.92254666
-5.89794897,3.34147941,0.29231707,0.00312309,1.87635111,0.78022324,0.08965819,1.98501038
-5.89194597,3.44784968,0.30030401,0.00324196,1.95354907,0.80109405,0.09118161,2.04943157
-5.88594297,3.55874430,0.30871414,0.00336888,2.03728201,0.82205448,0.09260863,2.11642150
-5.87993997,3.67519699,0.31764219,0.00350494,2.12828364,0.84331620,0.09396414,2.18658836
-5.87393697,3.79818966,0.32717913,0.00365111,2.22719566,0.86509429,0.09527498,2.26051156
-5.86793397,3.92860961,0.33740954,0.00380816,2.33453709,0.88759837,0.09656907,2.33871545
-5.86193097,4.06720718,0.34840888,0.00397668,2.45067529,0.91102346,0.09787439,2.42164324
-5.85592796,4.21455556,0.36024080,0.00415694,2.57579974,0.93554094,0.09921807,2.50963217
-5.84992496,4.37101423,0.37295450,0.00434895,2.70989968,0.96129010,0.10062539,2.60289103
-5.84392196,4.53669768,0.38658236,0.00455233,2.85274667,0.98837047,0.10211895,2.70148103
-5.83791896,4.71145074,0.40113767,0.00476635,3.00388279,1.01683525,0.10371785,2.80530065
-5.83191596,4.89483157,0.41661272,0.00498990,3.16261535,1.04668639,0.10543711,2.91407560
-5.82591296,5.08610350,0.43297727,0.00522148,3.32801848,1.07787119,0.10728709,3.02735415
-5.81990995,5.28423624,0.45017749,0.00545924,3.49894200,1.11028088,0.10927325,3.14450842
-5.81390695,5.48791681,0.46813539,0.00570096,3.67402756,1.14375123,0.11139593,3.26474175
-5.80790395,5.69557026,0.48674893,0.00594416,3.85173194,1.17806518,0.11365045,3.38710216
-5.80190095,5.90538983,0.50589275,0.00618609,4.03035684,1.21295745,0.11602732,3.51050157
-5.79589795,6.11537572,0.52541970,0.00642381,4.20808468,1.24812107,0.11851263,3.63374026
-5.78989495,6.32338144,0.54516296,0.00665431,4.38301924,1.28321554,0.12108860,3.75553588
-5.78389195,6.52716634,0.56493907,0.00687452,4.55323003,1.31787637,0.12373431,3.87455601
