energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Rh_p_up,Rh_d_up,Se_s_up,Se_p_up
-5.28564282,3.46171698,0.41901204,1.80481716,0.00493334,0.24788994,0.77064381,0.97023902,0.02319950,0.32281916
-5.27963982,3.53733527,0.43190780,1.82545346,0.00492509,0.24921756,0.77166425,1.00744019,0.02413200,0.33810842
-5.27363682,3.61771365,0.44556209,1.84780185,0.00490298,0.25127748,0.77500480,1.04635879,0.02505476,0.35391893
-5.26763382,3.70172262,0.45977651,1.87168872,0.00486827,0.25400964,0.78038934,1.08633560,0.02595444,0.37006658
-5.26163082,3.78807873,0.47432540,1.89688798,0.00482232,0.25732545,0.78746913,1.12666776,0.02681758,0.38634637
-5.25562781,3.87537229,0.48896091,1.92312370,0.00476658,0.26111058,0.79583359,1.16662453,0.02763087,0.40253718
-5.24962481,3.96210340,0.50341942,1.95007593,0.00470252,0.26522876,0.80502364,1.20546566,0.02838151,0.41840759
-5.24362181,4.04672487,0.51742915,1.97738935,0.00463167,0.26952641,0.81454687,1.24246189,0.02905757,0.43372254
-5.23761881,4.12769006,0.53071862,2.00468421,0.00455557,0.27383796,0.82389410,1.27691660,0.02964826,0.44825069
-5.23161581,4.20350358,0.54302560,2.03156902,0.00447576,0.27799172,0.83255669,1.30818779,0.03014432,0.46177210
-5.22561281,4.27277233,0.55410626,2.05765420,0.00439383,0.28181592,0.84004388,1.33570941,0.03053829,0.47408588
-5.21960980,4.33425445,0.56374392,2.08256581,0.00431135,0.28514473,0.84589951,1.35901085,0.03082471,0.48501750
-5.21360680,4.38690392,0.57175724,2.10595893,0.00422997,0.28782411,0.84971750,1.37773393,0.03100036,0.49442549
-5.20760380,4.42990863,0.57800730,2.12752972,0.00415136,0.28971711,0.85115538,1.39164626,0.03106437,0.50220713
-5.20160080,4.46272019,0.58240344,2.14702584,0.00407726,0.29070848,0.84994562,1.40065044,0.03101826,0.50830296
-5.19559780,4.48507430,0.58490739,2.16425474,0.00400943,0.29070843,0.84590404,1.40478867,0.03086588,0.51269986
-5.18959480,4.49700088,0.58553583,2.17908960,0.00394968,0.28965540,0.83893533,1.40424241,0.03061338,0.51543261
-5.18359180,4.49882369,0.58436093,2.19147289,0.00389986,0.28751770,0.82903535,1.39932710,0.03026893,0.51658387
-5.17758879,4.49114981,0.58150923,2.20141754,0.00386177,0.28429402,0.81629036,1.39048231,0.02984258,0.51628247
-5.17158579,4.47484977,0.57715859,2.20900589,0.00383720,0.28001289,0.80087317,1.37825760,0.02934585,0.51470029
-5.16558279,4.45102926,0.57153360,2.21438676,0.00382781,0.27473095,0.78303656,1.36329481,0.02879147,0.51204760
-5.15957979,4.42099411,0.56489949,2.21777081,0.00383513,0.26853043,0.76310435,1.34630751,0.02819296,0.50856728
-5.15357679,4.38620982,0.55755479,2.21942458,0.00386048,0.26151566,0.74146035,1.32805853,0.02756427,0.50452784
-5.14757379,4.34825752,0.54982307,2.21966343,0.00390489,0.25380906,0.71853589,1.30933636,0.02691936,0.50021574
-5.14157079,4.30878786,0.54204394,2.21884367,0.00396910,0.24554658,0.69479627,1.29093138,0.02627186,0.49592706
-5.13556778,4.26947438,0.53456366,2.21735400,0.00405343,0.23687297,0.67072668,1.27361269,0.02563472,0.49195887
-5.12956478,4.23196762,0.52772560,2.21560645,0.00415779,0.22793690,0.64681809,1.25810636,0.02501991,0.48860039
-5.12356178,4.19785140,0.52186080,2.21402683,0.00428162,0.21888632,0.62355350,1.24507563,0.02443816,0.48612443
-5.11755878,4.16860185,0.51727898,2.21304488,0.00442388,0.20986401,0.60139500,1.23510359,0.02389877,0.48477904
-5.11155578,4.14555049,0.51426010,2.21308399,0.00458301,0.20100368,0.58077199,1.22867874,0.02340947,0.48477984
-5.10555278,4.12985153,0.51304676,2.21455081,0.00475698,0.19242660,0.56207074,1.22618368,0.02297633,0.48630304
-5.09954977,4.12245431,0.51383768,2.21782471,0.00494325,0.18423886,0.54562572,1.22788699,0.02260370,0.48947952
-5.09354677,4.12408115,0.51678231,2.22324742,0.00513888,0.17652943,0.53171257,1.23393845,0.02229430,0.49438996
-5.08754377,4.13521108,0.52197689,2.23111303,0.00534051,0.16936890,0.52054309,1.24436746,0.02204921,0.50106134
-5.08154077,4.15606973,0.52946189,2.24165886,0.00554449,0.16280894,0.51226211,1.25908470,0.02186799,0.50946494
-5.07553777,4.18662577,0.53922116,2.25505739,0.00574691,0.15688255,0.50694630,1.27788673,0.02174887,0.51951584
-5.06953477,4.22659401,0.55118258,2.27140986,0.00594372,0.15160482,0.50460485,1.30046346,0.02168882,0.53107414
-5.06353177,4.27544536,0.56522043,2.29074188,0.00613081,0.14697431,0.50518190,1.32640823,0.02168379,0.54394790
-5.05752876,4.33242344,0.58115938,2.31300133,0.00630411,0.14297492,0.50856065,1.35523017,0.02172888,0.55789769
-5.05152576,4.39656768,0.59877990,2.33805893,0.00645974,0.13957800,0.51456877,1.38636866,0.02181851,0.57264289
-5.04552276,4.46674229,0.61782506,2.36571142,0.00659406,0.13674480,0.52298516,1.41920936,0.02194666,0.58786936
-5.03951976,4.54167026,0.63800839,2.39568750,0.00670378,0.13442895,0.53354758,1.45310147,0.02210698,0.60323839
-5.03351676,4.61997137,0.65902255,2.42765600,0.00678610,0.13257900,0.54596086,1.48737570,0.02229303,0.61839673
-5.02751376,4.70020265,0.68054851,2.46123617,0.00683874,0.13114080,0.55990568,1.52136248,0.02249842,0.63298708
-5.02151076,4.78089987,0.70226480,2.49600921,0.00686002,0.13005975,0.57504717,1.55440963,0.02271691,0.64665905
-5.01550775,4.86061808,0.72385643,2.53153055,0.00684892,0.12928271,0.59104345,1.58589914,0.02294259,0.65907978
-5.00950475,4.93796957,0.74502318,2.56734198,0.00680512,0.12875962,0.60755350,1.61526228,0.02316993,0.66994403
-5.00350175,5.01165740,0.76548688,2.60298285,0.00672898,0.12844471,0.62424443,1.64199250,0.02339389,0.67898326
-4.99749875,5.08050299,0.78499725,2.63799968,0.00662156,0.12829729,0.64079757,1.66565572,0.02360992,0.68597328
-4.99149575,5.14346654,0.80333622,2.67195356,0.00648456,0.12828224,0.65691366,1.68589751,0.02381403,0.69074015
-4.98549275,5.19965948,0.82032055,2.70442487,0.00632029,0.12836997,0.67231669,1.70244705,0.02400273,0.69316418
-4.97948974,5.24834864,0.83580263,2.73501523,0.00613158,0.12853618,0.68675666,1.71511765,0.02417305,0.69318172
-4.97348674,5.28895237,0.84966961,2.76334677,0.00592168,0.12876121,0.70001112,1.72380407,0.02432250,0.69078484
-4.96748374,5.32102950,0.86184099,2.78905894,0.00569419,0.12902927,0.71188581,1.72847681,0.02444898,0.68601898
-4.96148074,5.34426235,0.87226492,2.81180366,0.00545294,0.12932748,0.72221441,1.72917392,0.02455075,0.67897860
-4.95547774,5.35843553,0.88091369,2.83123945,0.00520187,0.12964480,0.73085772,1.72599089,0.02462638,0.66980130
-4.94947474,5.36341266,0.88777853,2.84702546,0.00494489,0.12997108,0.73770246,1.71906927,0.02467466,0.65866062
-4.94347174,5.35911305,0.89286444,2.85881650,0.00468585,0.13029614,0.74266000,1.70858497,0.02469462,0.64575800
-4.93746873,5.34549068,0.89618525,2.86625991,0.00442837,0.13060899,0.74566516,1.69473684,0.02468551,0.63131433
-4.93146573,5.32251722,0.89775940,2.86899516,0.00417583,0.13089731,0.74667532,1.67773639,0.02464680,0.61556154
-4.92546273,5.29017097,0.89760669,2.86665681,0.00393125,0.13114717,0.74566993,1.65779928,0.02457826,0.59873456
-4.91945973,5.24843267,0.89574623,2.85888116,0.00369731,0.13134299,0.74265055,1.63513907,0.02448002,0.58106416
-4.91345673,5.19728891,0.89219576,2.84531671,0.00347628,0.13146778,0.73764135,1.60996360,0.02435272,0.56277082
-4.90745373,5.13674285,0.88697227,2.82563815,0.00327007,0.13150368,0.73069003,1.58247410,0.02419767,0.54405994
-4.90145073,5.06683182,0.88009384,2.79956315,0.00308028,0.13143261,0.72186903,1.55286694,0.02401696,0.52511838
-4.89544772,4.98765028,0.87158252,2.76687134,0.00290818,0.13123722,0.71127679,1.52133771,0.02381370,0.50611254
-4.88944472,4.89937644,0.86146797,2.72742402,0.00275484,0.13090181,0.69903897,1.48808727,0.02359219,0.48718767
-4.88344172,4.80230042,0.84979141,2.68118354,0.00262120,0.13041335,0.68530914,1.45332889,0.02335808,0.46846848
-4.87743872,4.69685139,0.83660965,2.62823098,0.00250817,0.12976250,0.67026899,1.41729606,0.02311847,0.45006067
-4.87143572,4.58362153,0.82199866,2.56878063,0.00241671,0.12894437,0.65412761,1.38024980,0.02288209,0.43205324
-4.86543272,4.46338429,0.80605649,2.50319033,0.00234795,0.12795932,0.63711980,1.34248508,0.02265924,0.41452128
-4.85942971,4.33710512,0.78890506,2.43196641,0.00230329,0.12681331,0.61950324,1.30433520,0.02246183,0.39752888
-4.85342671,4.20594312,0.77069077,2.35576279,0.00228447,0.12551812,0.60155447,1.26617388,0.02230319,0.38113205
-4.84742371,4.07124248,0.75158365,2.27537364,0.00229368,0.12409123,0.58356375,1.22841428,0.02219792,0.36538125
-4.84142071,3.93451361,0.73177510,2.19171966,0.00233358,0.12255537,0.56582885,1.19150489,0.02216158,0.35032357
-4.83541771,3.79740398,0.71147432,2.10582845,0.00240739,0.12093779,0.54864802,1.15592203,0.02221028,0.33600420
-4.82941471,3.66165969,0.69090346,2.01880943,0.00251884,0.11926927,0.53231225,1.12215928,0.02236024,0.32246725
-4.82341171,3.52907928,0.67029182,1.93182448,0.00267222,0.11758288,0.51709730,1.09071404,0.02262724,0.30975598
-4.81740870,3.40146165,0.64986949,1.84605541,0.00287229,0.11591258,0.50325561,1.06207190,0.02302605,0.29791227
-4.81140570,3.28055034,0.62986051,1.76266963,0.00312426,0.11429171,0.49100864,1.03668934,0.02356977,0.28697565
-4.80540270,3.16797687,0.61047618,1.68278558,0.00343359,0.11275146,0.48053973,1.01497587,0.02426923,0.27698178
-4.79939970,3.06520551,0.59190873,1.60743921,0.00380597,0.11131937,0.47198801,0.99727619,0.02513237,0.26796079
-4.79339670,2.97348211,0.57432561,1.53755301,0.00424703,0.11001793,0.46544349,0.98385353,0.02616362,0.25993531
-4.78739370,2.89378928,0.55786480,1.47390872,0.00476221,0.10886344,0.46094364,0.97487495,0.02736348,0.25291864
-4.78139070,2.82680995,0.54263132,1.41712485,0.00535651,0.10786503,0.45847150,0.97039948,0.02872802,0.24691301
-4.77538769,2.77290076,0.52869492,1.36763967,0.00603421,0.10702404,0.45795548,0.97036966,0.03024867,0.24190810
-4.76938469,2.73207668,0.51608925,1.32570034,0.00679863,0.10633370,0.45927098,0.97460725,0.03191203,0.23787996
-4.76338169,2.70400715,0.50481236,1.29135836,0.00765184,0.10577915,0.46224350,0.98281319,0.03369990,0.23479034
-4.75737869,2.68802416,0.49482841,1.26447128,0.00859436,0.10533784,0.46665339,0.99457211,0.03558946,0.23258656
-4.75137569,2.68314158,0.48607067,1.24471060,0.00962495,0.10498027,0.47224196,1.00936133,0.03755362,0.23120180
-4.74537269,2.68808524,0.47844537,1.23157521,0.01074031,0.10467095,0.47871867,1.02656394,0.03956156,0.23055595
-4.73936968,2.70133214,0.47183642,1.22440983,0.01193494,0.10436974,0.48576930,1.04548564,0.04157935,0.23055688
-4.73336668,2.72115753,0.46611063,1.22242766,0.01320097,0.10403331,0.49306467,1.06537455,0.04357083,0.23110215
-4.72736368,2.74568780,0.46112330,1.22473627,0.01452810,0.10361675,0.50026965,1.08544334,0.04549848,0.23208106
-4.72136068,2.77295733,0.45672380,1.23036586,0.01590359,0.10307526,0.50705223,1.10489273,0.04732448,0.23337699
-4.71535768,2.80096713,0.45276114,1.23829884,0.01731240,0.10236586,0.51309232,1.12293543,0.04901173,0.23486993
-4.70935468,2.82774317,0.44908907,1.24749976,0.01873730,0.10144897,0.51808995,1.13881963,0.05052491,0.23643915
-4.70335168,2.85139255,0.44557080,1.25694464,0.02015923,0.10028990,0.52177279,1.15185101,0.05183158,0.23796590
-4.69734867,2.87015541,0.44208294,1.26564884,0.02155767,0.09886012,0.52390259,1.16141265,0.05290307,0.23933605
-4.69134567,2.88245125,0.43851872,1.27269269,0.02291106,0.09713831,0.52428057,1.16698186,0.05371537,0.24044268
-4.68534267,2.88691798,0.43479034,1.27724403,0.02419739,0.09511105,0.52275157,1.16814359,0.05424987,0.24118843
-4.67933967,2.88244296,0.43083039,1.27857741,0.02539476,0.09277334,0.51920679,1.16459988,0.05449387,0.24148759
-4.67333667,2.86818509,0.42659237,1.27608917,0.02648206,0.09012868,0.51358528,1.15617514,0.05444095,0.24126794
-4.66733367,2.84358765,0.42205026,1.26930833,0.02743958,0.08718895,0.50587413,1.14281730,0.05409111,0.24047216
-4.66133067,2.80838200,0.41719732,1.25790313,0.02824962,0.08397388,0.49610733,1.12459489,0.05345073,0.23905894
-4.65532766,2.76258227,0.41204405,1.24168308,0.02889715,0.08051038,0.48436359,1.10169040,0.05253229,0.23700360
-4.64932466,2.70647189,0.40661561,1.22059690,0.02937027,0.07683159,0.47076308,1.07439035,0.05135391,0.23429834
-4.64332166,2.64058276,0.40094868,1.19472641,0.02966066,0.07297578,0.45546337,1.04307272,0.04993873,0.23095201
