energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Rh_p_up,Rh_d_up,Se_s_up,Se_p_up
-6.00000000,2.68227860,0.48447478,1.34894853,0.00117324,0.23206532,1.10438117,0.75088419,0.02854283,0.23451578
-5.99399700,2.64856540,0.47943592,1.31554229,0.00116394,0.23537762,1.13044249,0.74874013,0.02801092,0.22919858
-5.98799400,2.61565689,0.47509829,1.28416659,0.00115575,0.23857154,1.15537109,0.74533367,0.02742273,0.22421962
-5.98199100,2.58260506,0.47112563,1.25447176,0.00114868,0.24149470,1.17840179,0.74042320,0.02677635,0.21948873
-5.97598799,2.54851881,0.46719209,1.22610398,0.00114293,0.24400084,1.19879532,0.73381431,0.02607157,0.21491710
-5.96998499,2.51259479,0.46299156,1.19872012,0.00113885,0.24595349,1.21585588,0.72536607,0.02530995,0.21042067
-5.96398199,2.47414450,0.45824590,1.17200175,0.00113699,0.24722934,1.22894815,0.71499552,0.02449487,0.20592314
-5.95797899,2.43261701,0.45271197,1.14566761,0.00113802,0.24772138,1.23751333,0.70268025,0.02363137,0.20135848
-5.95197599,2.38761656,0.44618717,1.11948429,0.00114277,0.24734167,1.24108351,0.68845894,0.02272609,0.19667293
-5.94597299,2.33891453,0.43851359,1.09327456,0.00115213,0.24602355,1.23929408,0.67243008,0.02178697,0.19182636
-5.93996998,2.28645558,0.42958052,1.06692336,0.00116709,0.24372336,1.23189360,0.65474889,0.02082308,0.18679304
-5.93396698,2.23035806,0.41932548,1.04038109,0.00118864,0.24042151,1.21875072,0.63562270,0.01984427,0.18156180
-5.92796398,2.17090867,0.40773389,1.01366429,0.00121776,0.23612294,1.19985801,0.61530495,0.01886091,0.17613557
-5.92196098,2.10855199,0.39483727,0.98685372,0.00125536,0.23085680,1.17533235,0.59408816,0.01788357,0.17053046
-5.91595798,2.04387520,0.38071036,0.96009009,0.00130225,0.22467565,1.14541186,0.57229608,0.01692276,0.16477433
-5.90995498,1.97758893,0.36546713,0.93356761,0.00135910,0.21765382,1.11044946,0.55027538,0.01598863,0.15890503
-5.90395198,1.91050487,0.34925605,0.90752576,0.00142638,0.20988535,1.07090313,0.52838703,0.01509077,0.15296839
-5.89794897,1.84351111,0.33225463,0.88223976,0.00150437,0.20148135,1.02732340,0.50699789,0.01423799,0.14701602
-5.89194597,1.77754617,0.31466360,0.85801009,0.00159310,0.19256692,0.98033830,0.48647237,0.01343815,0.14110307
-5.88594297,1.71357260,0.29670087,0.83515152,0.00169236,0.18327783,0.93063639,0.46716469,0.01269811,0.13528609
-5.87993997,1.65255107,0.27859543,0.81398236,0.00180167,0.17375694,0.87894858,0.44941171,0.01202357,0.12962098
-5.87393697,1.59541576,0.26058143,0.79481393,0.00192031,0.16415061,0.82602923,0.43352649,0.01141908,0.12416118
-5.86793397,1.54305172,0.24289262,0.77794112,0.00204733,0.15460509,0.77263736,0.41979266,0.01088805,0.11895618
-5.86193097,1.49627483,0.22575724,0.76363396,0.00218152,0.14526309,0.71951858,0.40845963,0.01043275,0.11405039
-5.85592796,1.45581467,0.20939343,0.75213061,0.00232151,0.13626066,0.66738828,0.39973863,0.01005434,0.10948230
-5.84992496,1.42230061,0.19400540,0.74363189,0.00246574,0.12772432,0.61691671,0.39379959,0.00975299,0.10528410
-5.84392196,1.39625115,0.17978017,0.73829727,0.00261253,0.11976870,0.56871626,0.39076877,0.00952794,0.10148160
-5.83791896,1.37806658,0.16688514,0.73624244,0.00276010,0.11249453,0.52333132,0.39072719,0.00937756,0.09809449
-5.83191596,1.36802464,0.15546621,0.73753815,0.00290661,0.10598721,0.48123082,0.39370970,0.00929946,0.09513688
-5.82591296,1.36627907,0.14564662,0.74221037,0.00305021,0.10031580,0.44280354,0.39970479,0.00929060,0.09261806
-5.81990995,1.37286078,0.13752632,0.75024140,0.00318908,0.09553249,0.40835597,0.40865502,0.00934733,0.09054331
-5.81390695,1.38768119,0.13118179,0.76157178,0.00332142,0.09167258,0.37811278,0.42045822,0.00946549,0.08891493
-5.80790395,1.41053779,0.12666631,0.77610292,0.00344554,0.08875475,0.35221932,0.43496932,0.00964052,0.08773309
-5.80190095,1.44112135,0.12401044,0.79370020,0.00355984,0.08678186,0.33074607,0.45200302,0.00986746,0.08699678
-5.79589795,1.47902494,0.12322276,0.81419647,0.00366287,0.08574189,0.31369446,0.47133729,0.01014109,0.08670447
-5.78989495,1.52375448,0.12429071,0.83739595,0.00375330,0.08560930,0.30100386,0.49271774,0.01045592,0.08685476
-5.78389195,1.57474080,0.12718157,0.86307853,0.00382998,0.08634650,0.29255918,0.51586301,0.01080633,0.08744676
-5.77788894,1.63135327,0.13184348,0.89100438,0.00389192,0.08790556,0.28819888,0.54047101,0.01118659,0.08848026
-5.77188594,1.69291488,0.13820644,0.92091916,0.00393831,0.09022995,0.28772296,0.56622623,0.01159093,0.08995580
-5.76588294,1.75871873,0.14618346,0.95255965,0.00396855,0.09325647,0.29090078,0.59280779,0.01201365,0.09187448
-5.75987994,1.82804574,0.15567177,0.98565992,0.00398221,0.09691711,0.29747839,0.61989827,0.01244919,0.09423772
-5.75387694,1.90018340,0.16655416,1.01995804,0.00397907,0.10114091,0.30718536,0.64719299,0.01289220,0.09704681
-5.74787394,1.97444504,0.17870046,1.05520315,0.00395912,0.10585580,0.31974083,0.67440951,0.01333765,0.10030253
-5.74187094,2.05018914,0.19196933,1.09116278,0.00392256,0.11099031,0.33485891,0.70129694,0.01378091,0.10400468
-5.73586793,2.12683811,0.20621021,1.12763012,0.00386982,0.11647508,0.35225326,0.72764476,0.01421786,0.10815157
-5.72986493,2.20389545,0.22126565,1.16443097,0.00380151,0.12224421,0.37164097,0.75329061,0.01464494,0.11273970
-5.72386193,2.28096084,0.23697380,1.20142986,0.00371850,0.12823636,0.39274567,0.77812672,0.01505921,0.11776334
-5.71785893,2.35774190,0.25317128,1.23853504,0.00362183,0.13439558,0.41530000,0.80210446,0.01545844,0.12321432
-5.71185593,2.43406206,0.26969615,1.27570186,0.00351276,0.14067176,0.43904741,0.82523683,0.01584107,0.12908177
-5.70585293,2.50986368,0.28639102,1.31293416,0.00339276,0.14702080,0.46374341,0.84759840,0.01620627,0.13535199
-5.69984992,2.58520587,0.30310622,1.35028329,0.00326342,0.15340444,0.48915628,0.86932275,0.01655386,0.14200836
-5.69384692,2.66025685,0.31970277,1.38784472,0.00312651,0.15978975,0.51506738,0.89059716,0.01688429,0.14903125
-5.68784392,2.73528067,0.33605519,1.42575194,0.00298391,0.16614832,0.54127102,0.91165483,0.01719853,0.15639795
-5.68184092,2.81061861,0.35205389,1.46416796,0.00283757,0.17245520,0.56757409,0.93276470,0.01749796,0.16408259
-5.67583792,2.88666600,0.36760701,1.50327446,0.00268949,0.17868773,0.59379542,0.95421935,0.01778427,0.17205601
-5.66983492,2.96384523,0.38264167,1.54325916,0.00254166,0.18482422,0.61976513,0.97632136,0.01805928,0.18028565
-5.66383192,3.04257624,0.39710452,1.58430193,0.00239603,0.19084260,0.64532386,0.99936876,0.01832485,0.18873538
-5.65782891,3.12324572,0.41096145,1.62656014,0.00225450,0.19671932,0.67032219,1.02364017,0.01858267,0.19736532
-5.65182591,3.20617676,0.42419656,1.67015435,0.00211880,0.20242827,0.69462018,1.04938026,0.01883419,0.20613169
-5.64582291,3.29160024,0.43681033,1.71515471,0.00199055,0.20794016,0.71808733,1.07678631,0.01908047,0.21498665
-5.63981991,3.37962954,0.44881711,1.76156915,0.00187116,0.21322217,0.74060276,1.10599625,0.01932211,0.22387830
-5.63381691,3.47023996,0.46024197,1.80933386,0.00176181,0.21823807,0.76205596,1.13707894,0.01955916,0.23275066
-5.62781391,3.56325381,0.47111717,1.85830663,0.00166349,0.22294879,0.78234789,1.17002693,0.01979115,0.24154392
-5.62181091,3.65833201,0.48147826,1.90826361,0.00157690,0.22731342,0.80139257,1.20475216,0.02001704,0.25019472
-5.61580790,3.75497274,0.49136019,1.95889951,0.00150252,0.23129068,0.81911905,1.24108460,0.02023525,0.25863669
-5.60980490,3.85251701,0.50079344,2.00983146,0.00144056,0.23484067,0.83547356,1.27877397,0.02044379,0.26680118
-5.60380190,3.95016118,0.50980052,2.06060631,0.00139098,0.23792696,0.85042192,1.31749434,0.02064027,0.27461809
-5.59779890,4.04697549,0.51839296,2.11071103,0.00135352,0.24051874,0.86395182,1.35685142,0.02082206,0.28201701
-5.59179590,4.14192804,0.52656896,2.15958578,0.00132769,0.24259308,0.87607487,1.39639218,0.02098640,0.28892835
-5.58579290,4.23391289,0.53431182,2.20663905,0.00131281,0.24413700,0.88682820,1.43561634,0.02113049,0.29528470
-5.57978989,4.32178111,0.54158928,2.25126422,0.00130803,0.24514928,0.89627542,1.47398932,0.02125162,0.30102217
-5.57378689,4.40437354,0.54835379,2.29285686,0.00131234,0.24564191,0.90450667,1.51095605,0.02134731,0.30608185
-5.56778389,4.48055385,0.55454373,2.33083205,0.00132465,0.24564102,0.91163771,1.54595525,0.02141534,0.31041113
-5.56178089,4.54924074,0.56008552,2.36464118,0.00134376,0.24518721,0.91780789,1.57843359,0.02145388,0.31396503
-5.55577789,4.60943818,0.56489651,2.39378757,0.00136845,0.24433528,0.92317687,1.60785942,0.02146152,0.31670737
-5.54977489,4.66026272,0.56888858,2.41784049,0.00139746,0.24315324,0.92792032,1.63373551,0.02143727,0.31861180
-5.54377189,4.70096723,0.57197222,2.43644725,0.00142959,0.24172070,0.93222444,1.65561076,0.02138062,0.31966263
-5.53776888,4.73096034,0.57406090,2.44934300,0.00146370,0.24012669,0.93627963,1.67309032,0.02129148,0.31985545
-5.53176588,4.74982148,0.57507556,2.45635822,0.00149873,0.23846689,0.94027347,1.68584423,0.02117021,0.31919751
-5.52576288,4.75731101,0.57494897,2.45742356,0.00153378,0.23684049,0.94438328,1.69361426,0.02101753,0.31770785
-5.51975988,4.75337573,0.57362970,2.45257229,0.00156810,0.23534676,0.94876859,1.69621898,0.02083451,0.31541719
-5.51375688,4.73814950,0.57108563,2.44194019,0.00160115,0.23408145,0.95356392,1.69355712,0.02062253,0.31236760
-5.50775388,4.71194947,0.56730659,2.42576293,0.00163259,0.23313327,0.95887211,1.68560897,0.02038323,0.30861183
-5.50175088,4.67526777,0.56230627,2.40437116,0.00166234,0.23258040,0.96475859,1.67243626,0.02011847,0.30421251
-5.49574787,4.62875940,0.55612308,2.37818330,0.00169056,0.23248744,0.97124695,1.65418024,0.01983034,0.29924113
-5.48974487,4.57322626,0.54882001,2.34769623,0.00171765,0.23290268,0.97831597,1.63105828,0.01952113,0.29377670
-5.48374187,4.50959802,0.54048345,2.31347395,0.00174427,0.23385603,0.98589834,1.60335897,0.01919331,0.28790441
-5.47773887,4.43891025,0.53122104,2.27613465,0.00177129,0.23535744,0.99388123,1.57143599,0.01884959,0.28171408
-5.47173587,4.36228026,0.52115874,2.23633617,0.00179980,0.23739620,1.00210871,1.53570073,0.01849287,0.27529845
-5.46573287,4.28088151,0.51043706,2.19476043,0.00183102,0.23994087,1.01038596,1.49661405,0.01812634,0.26875155
-5.45972986,4.19591711,0.49920691,2.15209713,0.00186631,0.24293998,1.01848525,1.45467720,0.01775344,0.26216703
-5.45372686,4.10859340,0.48762509,2.10902716,0.00190710,0.24632356,1.02615333,1.41042229,0.01737792,0.25563649
-5.44772386,4.02009439,0.47584973,2.06620632,0.00195480,0.25000528,1.03312018,1.36440243,0.01700384,0.24924804
-5.44172086,3.93155795,0.46403598,2.02424997,0.00201078,0.25388531,1.03910867,1.31718194,0.01663557,0.24308502
-5.43571786,3.84405468,0.45233206,1.98371901,0.00207626,0.25785365,1.04384481,1.26932683,0.01627780,0.23722494
-5.42971486,3.75857031,0.44087596,1.94510799,0.00215230,0.26179404,1.04706826,1.22139591,0.01593553,0.23173878
-5.42371186,3.67599225,0.42979290,1.90883571,0.00223968,0.26558800,1.04854271,1.17393266,0.01561401,0.22669059
-5.41770885,3.59710095,0.41919373,1.87523881,0.00233889,0.26911922,1.04806575,1.12745825,0.01531869,0.22213747
-5.41170585,3.52256625,0.40917422,1.84456870,0.00245008,0.27227786,1.04547784,1.08246577,0.01505518,0.21812997
-5.40570285,3.45294891,0.39981536,1.81699186,0.00257302,0.27496478,1.04067011,1.03941577,0.01482917,0.21471273
-5.39969985,3.38870694,0.39118442,1.79259364,0.00270710,0.27709546,1.03359070,0.99873322,0.01464630,0.21192552
-5.39369685,3.33020630,0.38333687,1.77138524,0.00285129,0.27860349,1.02424931,0.96080578,0.01451210,0.20980447
-5.38769385,3.27773499,0.37631875,1.75331352,0.00300422,0.27944343,1.01271982,0.92598320,0.01443188,0.20838341
-5.38169085,3.23151965,0.37016945,1.73827312,0.00316416,0.27959310,0.99914093,0.89457771,0.01441059,0.20769526
-5.37568784,3.19174308,0.36492447,1.72612009,0.00332908,0.27905491,0.98371454,0.86686501,0.01445273,0.20777326
-5.36968484,3.15856157,0.36061811,1.71668635,0.00349673,0.27785636,0.96670198,0.84308558,0.01456225,0.20865203
-5.36368184,3.13212035,0.35728566,1.70979395,0.00366468,0.27604967,0.94841822,0.82344592,0.01474241,0.21036818
-5.35767884,3.11256595,0.35496495,1.70526853,0.00383043,0.27371037,0.92922392,0.80811935,0.01499567,0.21296043
-5.35167584,3.10005419,0.35369712,1.70295087,0.00399146,0.27093501,0.90951575,0.79724607,0.01532365,0.21646926
-5.34567284,3.09475287,0.35352630,1.70270612,0.00414534,0.26783797,0.88971511,0.79093213,0.01572694,0.22093573
-5.33966983,3.09683865,0.35449843,1.70443000,0.00428979,0.26454758,0.87025552,0.78924736,0.01620508,0.22639982
-5.33366683,3.10648784,0.35665898,1.70805169,0.00442274,0.26120147,0.85156919,0.79222190,0.01675649,0.23289808
-5.32766383,3.12386156,0.36004972,1.71353337,0.00454243,0.25794152,0.83407303,0.79984179,0.01737833,0.24046067
-5.32166083,3.14908581,0.36470489,1.72086638,0.00464741,0.25490851,0.81815464,0.81204350,0.01806655,0.24910808
-5.31565783,3.18222788,0.37064664,1.73006452,0.00473660,0.25223663,0.80415880,0.82870804,0.01881576,0.25884754
-5.30965483,3.22327035,0.37788040,1.74115481,0.00480928,0.25004813,0.79237491,0.84965498,0.01961930,0.26966940
-5.30365183,3.27208481,0.38639021,1.75416673,0.00486511,0.24844828,0.78302587,0.87463699,0.02046921,0.28154370
-5.29764882,3.32840703,0.39613450,1.76912037,0.00490412,0.24752090,0.77625893,0.90333552,0.02135629,0.29441719
-5.29164582,3.39181577,0.40704256,1.78601481,0.00492665,0.24732461,0.77213884,0.93535828,0.02227018,0.30821098
