energy_ev,total_up,Bi_p_up,Bi_d_up,Cd_p_up,Cd_d_up,S_s_up,S_p_up
-6.00000000,0.79631963,0.23359221,0.00191050,0.47807149,0.08637603,0.00099653,0.24927440
-5.99399700,0.76102363,0.22438078,0.00182401,0.45818054,0.08235546,0.00092012,0.23791383
-5.98799400,0.72454677,0.21445789,0.00173228,0.43769648,0.07819124,0.00085328,0.22625390
-5.98199100,0.68741064,0.20396856,0.00163632,0.41696051,0.07394111,0.00079456,0.21447390
-5.97598799,0.65012943,0.19306517,0.00153728,0.39630354,0.06966134,0.00074276,0.20274379
-5.96998499,0.61319765,0.18190328,0.00143639,0.37603736,0.06540554,0.00069692,0.19122085
-5.96398199,0.57707882,0.17063750,0.00133490,0.35644675,0.06122378,0.00065638,0.18004687
-5.95797899,0.54219589,0.15941765,0.00123407,0.33778278,0.05716172,0.00062069,0.16934589
-5.95197599,0.50892332,0.14838531,0.00113514,0.32025754,0.05326000,0.00058967,0.15922259
-5.94597299,0.47758122,0.13767085,0.00103929,0.30404050,0.04955379,0.00056337,0.14976136
-5.93996998,0.44843159,0.12739104,0.00094761,0.28925640,0.04607252,0.00054200,0.14102603
-5.93396698,0.42167668,0.11764726,0.00086108,0.27598494,0.04283979,0.00052598,0.13306017
-5.92796398,0.39745933,0.10852431,0.00078059,0.26426194,0.03987347,0.00051586,0.12588805
-5.92196098,0.37586530,0.10008989,0.00070687,0.25408215,0.03718595,0.00051231,0.11951615
-5.91595798,0.35692713,0.09239460,0.00064053,0.24540315,0.03478453,0.00051608,0.11393506
-5.90995498,0.34062953,0.08547247,0.00058207,0.23815052,0.03267190,0.00052800,0.10912178
-5.90395198,0.32691563,0.07934190,0.00053183,0.23222362,0.03084675,0.00054894,0.10504223
-5.89794897,0.31569397,0.07400697,0.00049005,0.22750203,0.02930432,0.00057978,0.10165392
-5.89194597,0.30684584,0.06945895,0.00045686,0.22385203,0.02803713,0.00062139,0.09890859
-5.88594297,0.30023242,0.06567808,0.00043226,0.22113311,0.02703552,0.00067465,0.09675470
-5.87993997,0.29570162,0.06263527,0.00041619,0.21920399,0.02628824,0.00074039,0.09513977
-5.87393697,0.29309421,0.06029394,0.00040850,0.21792811,0.02578293,0.00081940,0.09401226
-5.86793397,0.29224908,0.05861173,0.00040894,0.21717824,0.02550651,0.00091246,0.09332311
-5.86193097,0.29300743,0.05754217,0.00041724,0.21684015,0.02544549,0.00102028,0.09302678
-5.85592796,0.29521597,0.05703619,0.00043306,0.21681525,0.02558611,0.00114358,0.09308182
-5.84992496,0.29872893,0.05704353,0.00045601,0.21702220,0.02591441,0.00128306,0.09345091
-5.84392196,0.30340925,0.05751403,0.00048571,0.21739745,0.02641623,0.00143943,0.09410043
-5.83791896,0.30912886,0.05839883,0.00052171,0.21789496,0.02707708,0.00161345,0.09499970
-5.83191596,0.31576848,0.05965151,0.00056358,0.21848506,0.02788198,0.00180597,0.09611987
-5.82591296,0.32321695,0.06122915,0.00061090,0.21915278,0.02881531,0.00201792,0.09743263
-5.81990995,0.33137060,0.06309336,0.00066325,0.21989572,0.02986063,0.00225038,0.09890882
-5.81390695,0.34013266,0.06521139,0.00072026,0.22072175,0.03100058,0.00250460,0.10051718
-5.80790395,0.34941303,0.06755713,0.00078156,0.22164666,0.03221683,0.00278202,0.10222315
-5.80190095,0.35912856,0.07011217,0.00084688,0.22269195,0.03349009,0.00308426,0.10398806
-5.79589795,0.36920383,0.07286680,0.00091598,0.22388284,0.03480035,0.00341314,0.10576867
-5.78989495,0.37957253,0.07582100,0.00098872,0.22524663,0.03612706,0.00377064,0.10751705
-5.78389195,0.39017932,0.07898521,0.00106502,0.22681145,0.03744960,0.00415883,0.10918112
-5.77788894,0.40098197,0.08238104,0.00114488,0.22860532,0.03874773,0.00457982,0.11070543
-5.77188594,0.41195371,0.08604162,0.00122839,0.23065556,0.04000218,0.00503567,0.11203255
-5.76588294,0.42308537,0.09001172,0.00131572,0.23298841,0.04119526,0.00552821,0.11310467
-5.75987994,0.43438720,0.09434745,0.00140708,0.23562881,0.04231150,0.00605895,0.11386561
-5.75387694,0.44588991,0.09911545,0.00150276,0.23860012,0.04333827,0.00662886,0.11426286
-5.74787394,0.45764489,0.10439167,0.00160303,0.24192387,0.04426630,0.00723820,0.11424970
-5.74187094,0.46972316,0.11025955,0.00170820,0.24561922,0.04509014,0.00788638,0.11378722
-5.73586793,0.48221315,0.11680766,0.00181851,0.24970223,0.04580840,0.00857169,0.11284610
-5.72986493,0.49521700,0.12412678,0.00193415,0.25418482,0.04642389,0.00929124,0.11140804
-5.72386193,0.50884564,0.13230659,0.00205521,0.25907354,0.04694355,0.01004076,0.10946682
-5.71785893,0.52321263,0.14143178,0.00218164,0.26436795,0.04737811,0.01081454,0.10702878
-5.71185593,0.53842693,0.15157793,0.00231322,0.27005899,0.04774167,0.01160537,0.10411288
-5.70585293,0.55458505,0.16280716,0.00244955,0.27612726,0.04805101,0.01240461,0.10075014
-5.69984992,0.57176282,0.17516368,0.00259001,0.28254134,0.04832475,0.01320224,0.09698268
-5.69384692,0.59000715,0.18866945,0.00273376,0.28925639,0.04858242,0.01398702,0.09286226
-5.68784392,0.60932837,0.20332016,0.00287972,0.29621310,0.04884345,0.01474677,0.08844848
-5.68184092,0.62969339,0.21908154,0.00302659,0.30333705,0.04912611,0.01546862,0.08380674
-5.67583792,0.65102020,0.23588651,0.00317287,0.31053881,0.04944652,0.01613939,0.07900605
-5.66983492,0.67317406,0.25363294,0.00331686,0.31771450,0.04981768,0.01674595,0.07411680
-5.66383192,0.69596567,0.27218256,0.00345672,0.32474726,0.05024866,0.01727568,0.06920857
-5.65782891,0.71915147,0.29136097,0.00359048,0.33150918,0.05074403,0.01771688,0.06434816
-5.65182591,0.74243630,0.31095880,0.00371612,0.33786408,0.05130334,0.01805918,0.05959783
-5.64582291,0.76547840,0.33073434,0.00383161,0.34367070,0.05192100,0.01829393,0.05501386
-5.63981991,0.78789657,0.35041736,0.00393495,0.34878639,0.05258631,0.01841454,0.05064546
-5.63381691,0.80927948,0.36971434,0.00402424,0.35307112,0.05328375,0.01841672,0.04653406
-5.62781391,0.82919661,0.38831483,0.00409774,0.35639157,0.05399354,0.01829868,0.04271291
-5.62181091,0.84721067,0.40589889,0.00415388,0.35862527,0.05469236,0.01806124,0.03920710
-5.61580790,0.86289087,0.42214540,0.00419138,0.35966446,0.05535429,0.01770776,0.03603380
-5.60980490,0.87582665,0.43674090,0.00420921,0.35941965,0.05595188,0.01724411,0.03320280
-5.60380190,0.88564119,0.44938872,0.00420667,0.35782269,0.05645726,0.01667843,0.03071721
-5.59779890,0.89200430,0.45981803,0.00418339,0.35482917,0.05684330,0.01602087,0.02857425
-5.59179590,0.89464410,0.46779243,0.00413935,0.35042013,0.05708478,0.01528326,0.02676622
-5.58579290,0.89335685,0.47311773,0.00407488,0.34460299,0.05715940,0.01447871,0.02528128
-5.57978989,0.88801475,0.47564862,0.00399066,0.33741167,0.05704873,0.01362118,0.02410440
-5.57378689,0.87857114,0.47529386,0.00388769,0.32890585,0.05673891,0.01272506,0.02321804
-5.56778389,0.86506301,0.47201979,0.00376728,0.31916955,0.05622125,0.01180472,0.02260282
-5.56178089,0.84761055,0.46585191,0.00363099,0.30830884,0.05549245,0.01087415,0.02223805
-5.55577789,0.82641399,0.45687459,0.00348065,0.29644906,0.05455474,0.00994655,0.02210214
-5.54977489,0.80174758,0.44522873,0.00331823,0.28373143,0.05341566,0.00903407,0.02217281
-5.54377189,0.77395125,0.43110761,0.00314588,0.27030934,0.05208773,0.00814753,0.02242736
-5.53776888,0.74342014,0.41475103,0.00296581,0.25634432,0.05058782,0.00729625,0.02284271
-5.53176588,0.71059264,0.39643799,0.00278031,0.24200199,0.04893645,0.00648796,0.02339550
-5.52576288,0.67593736,0.37647837,0.00259162,0.22744802,0.04715699,0.00572875,0.02406212
-5.51975988,0.63993971,0.35520384,0.00240196,0.21284437,0.04527470,0.00502306,0.02481883
-5.51375688,0.60308864,0.33295841,0.00221343,0.19834576,0.04331587,0.00437381,0.02564184
-5.50775388,0.56586410,0.31008917,0.00202802,0.18409671,0.04130697,0.00378252,0.02650753
-5.50175088,0.52872588,0.28693744,0.00184754,0.17022909,0.03927380,0.00324942,0.02739272
-5.49574787,0.49210396,0.26383080,0.00167363,0.15686026,0.03724090,0.00277371,0.02827504
