energy_ev,total_up,C_s_up,C_p_up,Cd_p_up,Cd_d_up,S_s_up,S_p_up,V_p_up,V_d_up
-6.00000000,5.02243653,0.20246906,0.08104221,1.14654135,0.67009357,0.09366648,2.44510342,1.90722539,0.41550506
-5.99399700,4.90437493,0.20163782,0.07975677,1.13082184,0.66078498,0.09013134,2.38017875,1.85835689,0.40435668
-5.98799400,4.77205246,0.19996734,0.07814129,1.11117586,0.64920904,0.08629966,2.30893379,1.80376236,0.39236255
-5.98199100,4.62789891,0.19750352,0.07622972,1.08799953,0.63553638,0.08224138,2.23269027,1.74436752,0.37984197
-5.97598799,4.47466745,0.19430865,0.07406204,1.06177325,0.61999289,0.07803288,2.15291503,1.68118847,0.36714378
-5.96998499,4.31537555,0.19046063,0.07168335,1.03305295,0.60285532,0.07375498,2.07118826,1.61531035,0.35463854
-5.96398199,4.15323884,0.18605160,0.06914281,1.00245901,0.58444529,0.06949091,1.98916892,1.54786459,0.34271010
-5.95797899,3.99159913,0.18118606,0.06649254,0.97066294,0.56512180,0.06532429,1.90855799,1.48000494,0.33174659
-5.95197599,3.83384835,0.17597854,0.06378633,0.93837200,0.54527253,0.06133721,1.83106029,1.41288285,0.32213121
-5.94597299,3.68334951,0.17055077,0.06107842,0.90631219,0.52530394,0.05760849,1.75834561,1.34762254,0.31423273
-5.93996998,3.54335656,0.16502841,0.05842216,0.87520983,0.50563056,0.05421210,1.69200986,1.28529628,0.30839613
-5.93396698,3.41693468,0.15953759,0.05586875,0.84577233,0.48666371,0.05121579,1.63353693,1.22690011,0.30493341
-5.92796398,3.30688270,0.15420115,0.05346601,0.81866855,0.46879994,0.04867997,1.58426194,1.17333079,0.30411478
-5.92196098,3.21565957,0.14913491,0.05125728,0.79450956,0.45240966,0.04665674,1.54533683,1.12536422,0.30616043
-5.91595798,3.14531679,0.14444398,0.04928035,0.77383023,0.43782623,0.04518923,1.51769897,1.08363607,0.31123306
-5.90995498,3.09743877,0.14021932,0.04756672,0.75707247,0.42533590,0.04431105,1.50204362,1.04862511,0.31943144
-5.90395198,3.07309315,0.13653476,0.04614086,0.74457077,0.41516907,0.04404592,1.49880132,1.02063994,0.33078515
-5.89794897,3.07279298,0.13344441,0.04501989,0.73654059,0.40749310,0.04440754,1.50812079,0.99980950,0.34525076
-5.89194597,3.09647256,0.13098090,0.04421335,0.73307032,0.40240708,0.04539947,1.52985849,0.98607809,0.36270966
-5.88594297,3.14347848,0.12915419,0.04372335,0.73411709,0.39993866,0.04701526,1.56357525,0.97920524,0.38296782
-5.87993997,3.21257697,0.12795129,0.04354495,0.73950692,0.40004332,0.04923861,1.60854082,0.97877069,0.40575747
-5.87393697,3.30197835,0.12733683,0.04366679,0.74893926,0.40260596,0.05204374,1.66374653,0.98418468,0.43074106
-5.86793397,3.40937855,0.12725440,0.04407201,0.76199604,0.40744494,0.05539577,1.72792632,0.99470354,0.45751731
-5.86193097,3.53201728,0.12762875,0.04473940,0.77815488,0.41431839,0.05925135,1.79958580,1.00945026,0.48562951
-5.85592796,3.66675160,0.12836859,0.04564471,0.79680623,0.42293265,0.06355930,1.87703899,1.02743949,0.51457589
-5.84992496,3.81014288,0.12937015,0.04676211,0.81727378,0.43295246,0.06826151,1.95845168,1.04760650,0.54382176
-5.84392196,3.95855463,0.13052101,0.04806577,0.83883740,0.44401256,0.07329383,2.04189039,1.06883890,0.57281324
-5.83791896,4.10825785,0.13170438,0.04953141,0.86075781,0.45573026,0.07858722,2.12537528,1.09001030,0.60099211
-5.83191596,4.25554038,0.13280333,0.05113776,0.88230195,0.46771840,0.08406895,2.20693525,1.11001456,0.62781123
-5.82591296,4.39681588,0.13370515,0.05286795,0.90276806,0.47959826,0.08966389,2.28466334,1.12779931,0.65275014
-5.81990995,4.52872869,0.13430525,0.05471062,0.92150941,0.49101179,0.09529590,2.35677020,1.14239769,0.67533006
-5.81390695,4.64824997,0.13451087,0.05666077,0.93795568,0.50163271,0.10088923,2.42163386,1.15295678,0.69512787
-5.80790395,4.75276175,0.13424406,0.05872028,0.95163125,0.51117598,0.10636991,2.47784358,1.15876181,0.71178846
-5.80190095,4.84012523,0.13344417,0.06089798,0.96216943,0.51940529,0.11166712,2.52423625,1.15925514,0.72503487
-5.79589795,4.90873083,0.13206947,0.06320936,0.96932232,0.52613823,0.11671449,2.55992397,1.15404937,0.73467590
-5.78989495,4.95752823,0.13009812,0.06567582,0.97296572,0.53124905,0.12145118,2.58431174,1.14293409,0.74061092
-5.78389195,4.98603553,0.12752826,0.06832353,0.97309928,0.53466884,0.12582291,2.59710481,1.12587627,0.74283157
-5.77788894,4.99432770,0.12437744,0.07118191,0.96984173,0.53638334,0.12978271,2.59830569,1.10301430,0.74142043
-5.77188594,4.98300555,0.12068131,0.07428183,0.96342186,0.53642852,0.13329158,2.58820126,1.07464630,0.73654677
-5.76588294,4.95314730,0.11649178,0.07765355,0.95416554,0.53488416,0.13631879,2.56734088,1.04121344,0.72845957
-5.75987994,4.90624569,0.11187467,0.08132461,0.94247983,0.53186605,0.13884212,2.53650694,1.00327901,0.71747818
-5.75387694,4.84413418,0.10690703,0.08531770,0.92883488,0.52751705,0.14084777,2.49667940,0.96150469,0.70398123
-5.74787394,4.76890610,0.10167429,0.08964867,0.91374462,0.52199770,0.14233025,2.44899618,0.91662478,0.68839404
-5.74187094,4.68283104,0.09626726,0.09432481,0.89774731,0.51547681,0.14329193,2.39471143,0.86942007,0.67117535
-5.73586793,4.58827226,0.09077929,0.09934348,0.88138681,0.50812260,0.14374270,2.33515354,0.82069207,0.65280379
-5.72986493,4.48760913,0.08530352,0.10469129,0.86519549,0.50009476,0.14369929,2.27168472,0.77123901,0.63376470
-5.72386193,4.38316747,0.07993036,0.11034374,0.84967940,0.49153796,0.14318477,2.20566368,0.72183429,0.61453768
-5.71785893,4.27716058,0.07474542,0.11626557,0.83530636,0.48257691,0.14222784,2.13841276,0.67320812,0.59558533
-5.71185593,4.17164241,0.06982764,0.12241166,0.82249722,0.47331327,0.14086219,2.07119018,0.62603296,0.57734343
-5.70585293,4.06847384,0.06524792,0.12872857,0.81162039,0.46382449,0.13912577,2.00516821,0.58091268,0.56021279
-5.69984992,3.96930193,0.06106807,0.13515659,0.80298955,0.45416435,0.13706015,1.94141698,0.53837583,0.54455271
-5.69384692,3.87555134,0.05734017,0.14163227,0.79686425,0.44436523,0.13470978,1.88089403,0.49887251,0.53067625
-5.68784392,3.78842632,0.05410619,0.14809120,0.79345289,0.43444172,0.13212126,1.82443872,0.46277455,0.51884689
-5.68184092,3.70892122,0.05139790,0.15447101,0.79291744,0.42439531,0.12934258,1.77277087,0.43037856,0.50927672
-5.67583792,3.63783704,0.04923708,0.16071429,0.79537923,0.41421966,0.12642230,1.72649258,0.40191112,0.50212572
-5.66983492,3.57580152,0.04763578,0.16677134,0.80092514,0.40390624,0.12340870,1.68609219,0.37753540,0.49750192
-5.66383192,3.52329014,0.04659677,0.17260252,0.80961335,0.39344967,0.12034886,1.65194938,0.35735870,0.49546230
-5.65782891,3.48064569,0.04611411,0.17818010,0.82147808,0.38285271,0.11728772,1.62434059,0.34144012,0.49601413
-5.65182591,3.44809475,0.04617369,0.18348937,0.83653285,0.37213022,0.11426710,1.60344379,0.32979783,0.49911667
-5.64582291,3.42575930,0.04675386,0.18852909,0.85477184,0.36131215,0.11132474,1.58934239,0.32241548,0.50468298
-5.63981991,3.41366314,0.04782606,0.19331099,0.87616920,0.35044522,0.10849333,1.58202775,0.31924741,0.51258194
-5.63381691,3.41173251,0.04935548,0.19785856,0.90067634,0.33959326,0.10579972,1.58140045,0.32022244,0.52264045
-5.62781391,3.41979180,0.05130175,0.20220503,0.92821738,0.32883619,0.10326410,1.58727045,0.32524612,0.53464582
-5.62181091,3.43755500,0.05361966,0.20639066,0.95868324,0.31826786,0.10089950,1.59935664,0.33420153,0.54834848
-5.61580790,3.46461464,0.05625997,0.21045955,0.99192480,0.30799277,0.09871142,1.61728627,0.34694881,0.56346523
-5.60980490,3.50042987,0.05917027,0.21445609,1.02774589,0.29812197,0.09669770,1.64059511,0.36332361,0.57968302
-5.60380190,3.54431573,0.06229594,0.21842124,1.06589683,0.28876850,0.09484872,1.66872889,0.38313494,0.59666347
-5.59779890,3.59543550,0.06558121,0.22238900,1.10606921,0.28004257,0.09314782,1.70104683,0.40616267,0.61404823
-5.59179590,3.65279819,0.06897026,0.22638310,1.14789266,0.27204691,0.09157205,1.73682788,0.43215531,0.63146521
-5.58579290,3.71526249,0.07240853,0.23041428,1.19093425,0.26487240,0.09009316,1.77528006,0.46082832,0.64853566
-5.57978989,3.78154860,0.07584393,0.23447823,1.23470095,0.25859454,0.08867880,1.81555320,0.49186350,0.66488198
-5.57378689,3.85025847,0.07922823,0.23855450,1.27864547,0.25327071,0.08729400,1.85675523,0.52490982,0.68013626
-5.56778389,3.91990464,0.08251833,0.24260623,1.32217568,0.24893850,0.08590262,1.89797162,0.55958594,0.69394914
-5.56178089,3.98894718,0.08567754,0.24658098,1.36466733,0.24561530,0.08446902,1.93828789,0.59548458,0.70599886
-5.55577789,4.05583776,0.08867674,0.25041257,1.40547986,0.24329890,0.08295958,1.97681417,0.63217898,0.71600013
-5.54977489,4.11906918,0.09149535,0.25402375,1.44397473,0.24196942,0.08134423,2.01271126,0.66923122,0.72371249
-5.54377189,4.17722848,0.09412213,0.25732978,1.47953548,0.24159205,0.07959781,2.04521712,0.70620228,0.72894775
-5.53776888,4.22905106,0.09655563,0.26024255,1.51158874,0.24212080,0.07770113,2.07367263,0.74266365,0.73157632
-5.53176588,4.27347336,0.09880443,0.26267515,1.53962507,0.24350272,0.07564194,2.09754545,0.77820978,0.73153184
-5.52576288,4.30968125,0.10088692,0.26454666,1.56321874,0.24568246,0.07341542,2.11645094,0.81247111,0.72881417
-5.51975988,4.33715155,0.10283083,0.26578677,1.58204522,0.24860696,0.07102449,2.13016885,0.84512682,0.72349030
-5.51375688,4.35568403,0.10467222,0.26634013,1.59589564,0.25222969,0.06847970,2.13865498,0.87591670,0.71569307
-5.50775388,4.36542188,0.10645427,0.26617017,1.60468713,0.25651452,0.06579890,2.14204673,0.90465145,0.70561784
-5.50175088,4.36685879,0.10822560,0.26526202,1.60846852,0.26143861,0.06300652,2.14066225,0.93122069,0.69351694
-5.49574787,4.36083153,0.11003833,0.26362457,1.60742082,0.26699428,0.06013270,2.13499249,0.95559797,0.67969213
-5.48974487,4.34849743,0.11194590,0.26129135,1.60185231,0.27318973,0.05721212,2.12568635,0.97784249,0.66448536
-5.48374187,4.33129689,0.11400073,0.25832037,1.59218821,0.28004833,0.05428277,2.11352907,0.99809693,0.64826796
-5.47773887,4.31090195,0.11625174,0.25479256,1.57895526,0.28760663,0.05138454,2.09941429,1.01658140,0.63142883
-5.47173587,4.28915221,0.11874199,0.25080931,1.56276178,0.29591101,0.04855783,2.08431082,1.03358334,0.61436183
-5.46573287,4.26798055,0.12150632,0.24648871,1.54427395,0.30501323,0.04584215,2.06922513,1.04944382,0.59745302
-5.45972986,4.24933145,0.12456932,0.24196110,1.52418933,0.31496492,0.04327485,2.05516088,1.06454058,0.58106802
-5.45372686,4.23507509,0.12794350,0.23736383,1.50320884,0.32581147,0.04088987,2.04307721,1.07926843,0.56554017
-5.44772386,4.22692100,0.13162803,0.23283553,1.48200830,0.33758547,0.03871673,2.03384719,1.09401805,0.55115967
-5.44172086,4.22633506,0.13560778,0.22851028,1.46121097,0.35030022,0.03677969,2.02821857,1.10915393,0.53816435
-5.43571786,4.23446364,0.13985311,0.22451179,1.44136233,0.36394361,0.03509712,2.02677815,1.12499269,0.52673221
-5.42971486,4.25206868,0.14432011,0.22094802,1.42290813,0.37847272,0.03368106,2.02992171,1.14178293,0.51697622
-5.42371186,4.27947682,0.14895149,0.21790632,1.40617701,0.39380969,0.03253708,2.03783081,1.15968751,0.50894133
-5.41770885,4.31654563,0.15367811,0.21544955,1.39136825,0.40983895,0.03166429,2.05045771,1.17876942,0.50260403
-5.41170585,4.36264875,0.15842105,0.21361319,1.37854538,0.42640627,0.03105561,2.06751932,1.19898209,0.49787434
-5.40570285,4.41668144,0.16309413,0.21240367,1.36763595,0.44331965,0.03069820,2.08850064,1.22016472,0.49460024
-5.39969985,4.47708682,0.16760697,0.21179799,1.35843736,0.46035228,0.03057409,2.11266792,1.24204307,0.49257421
-5.39369685,4.54190219,0.17186821,0.21174470,1.35062860,0.47724746,0.03066091,2.13909103,1.26423587,0.49154192
-5.38769385,4.60882388,0.17578904,0.21216608,1.34378730,0.49372531,0.03093276,2.16667453,1.28626670,0.49121236
-5.38169085,4.67528822,0.17928666,0.21296157,1.33741111,0.50949120,0.03136113,2.19419600,1.30758088,0.49126937
-5.37568784,4.73856518,0.18228768,0.21401216,1.33094268,0.52424535,0.03191586,2.22035039,1.32756664,0.49138382
-5.36968484,4.79586095,0.18473127,0.21518563,1.32379672,0.53769333,0.03256607,2.24379833,1.34557967,0.49122616
-5.36368184,4.84442465,0.18657187,0.21634223,1.31538805,0.54955692,0.03328114,2.26321645,1.36096986,0.49047878
-5.35767884,4.88165473,0.18778139,0.21734075,1.30515931,0.55958482,0.03403150,2.27734763,1.37310900,0.48884763
-5.35167584,4.90520008,0.18835072,0.21804451,1.29260687,0.56756261,0.03478942,2.28504874,1.38141800,0.48607280
-5.34567284,4.91305141,0.18829054,0.21832699,1.27730392,0.57332159,0.03552964,2.28533414,1.38539242,0.48193745
-5.33966983,4.90361858,0.18763132,0.21807693,1.25891968,0.57674587,0.03622986,2.27741274,1.38462497,0.47627495
-5.33366683,4.87579069,0.18642253,0.21720267,1.23723380,0.57777746,0.03687112,2.26071722,1.37882389,0.46897395
-5.32766383,4.82897613,0.18473099,0.21563536,1.21214548,0.57641894,0.03743803,2.23492414,1.36782635,0.45998104
-5.32166083,4.76312109,0.18263849,0.21333117,1.18367707,0.57273372,0.03791879,2.19996425,1.35160614,0.44930127
-5.31565783,4.67870613,0.18023882,0.21027223,1.15197196,0.56684370,0.03830522,2.15602264,1.33027555,0.43699629
-5.30965483,4.57672122,0.17763413,0.20646645,1.11728727,0.55892449,0.03859253,2.10352910,1.30408110,0.42318052
-5.30365183,4.45862124,0.17493100,0.20194612,1.07998170,0.54919847,0.03877913,2.04313929,1.27339366,0.40801538
-5.29764882,4.32626427,0.17223627,0.19676560,1.04049946,0.53792604,0.03886633,1.97570794,1.23869354,0.39170209
-5.29164582,4.18183650,0.16965280,0.19099805,0.99935106,0.52539539,0.03885797,1.90225554,1.20055120,0.37447339
-5.28564282,4.02776748,0.16727546,0.18473169,0.95709224,0.51191155,0.03876015,1.82393039,1.15960491,0.35658447
-5.27963982,3.86664042,0.16518741,0.17806550,0.91430196,0.49778504,0.03858089,1.74196789,1.11653628,0.33830379
-5.27363682,3.70110185,0.16345700,0.17110487,0.87156073,0.48332085,0.03832992,1.65764910,1.07204517,0.31990408
-5.26763382,3.53377513,0.16213522,0.16395730,0.82943027,0.46880831,0.03801843,1.57226058,1.02682499,0.30165386
-5.26163082,3.36718172,0.16125406,0.15672840,0.78843546,0.45451213,0.03765899,1.48705724,0.98153978,0.28381010
-5.25562781,3.20367347,0.16082573,0.14951841,0.74904925,0.44066536,0.03726553,1.40322969,0.93680394,0.26661195
-5.24962481,3.04537863,0.16084272,0.14241932,0.71168130,0.42746414,0.03685336,1.32187746,0.89316549,0.25027606
-5.24362181,2.89416314,0.16127886,0.13551281,0.67667040,0.41506480,0.03643924,1.24398866,0.85109348,0.23499344
-5.23761881,2.75160787,0.16209112,0.12886888,0.64428100,0.40358303,0.03604161,1.17042668,0.81096982,0.22092789
-5.23161581,2.61900170,0.16322222,0.12254540,0.61470351,0.39309521,0.03568072,1.10192386,0.77308562,0.20821597
-5.22561281,2.49734919,0.16460377,0.11658834,0.58805823,0.38364161,0.03537886,1.03908172,0.73764182,0.19696844
-5.21960980,2.38739111,0.16615985,0.11103267,0.56440210,0.37523116,0.03516053,0.98237700,0.70475366,0.18727274
-5.21360680,2.28963520,0.16781080,0.10590385,0.54373793,0.36784741,0.03505264,0.93217264,0.67445850,0.17919653
-5.20760380,2.20439434,0.16947700,0.10121966,0.52602502,0.36145514,0.03508459,0.88873236,0.64672598,0.17279175
-5.20160080,2.13182902,0.17108248,0.09699225,0.51119065,0.35600736,0.03528829,0.85223761,0.62146999,0.16809899
-5.19559780,2.07199086,0.17255811,0.09323037,0.49914144,0.35145198,0.03569819,0.82280551,0.59856137,0.16515181
-5.18959480,2.02486427,0.17384431,0.08994129,0.48977398,0.34773799,0.03635111,0.80050654,0.57784062,0.16398076
-5.18359180,1.99040353,0.17489304,0.08713270,0.48298406,0.34482060,0.03728599,0.78538074,0.55912990,0.16461672
-5.17758879,1.96856306,0.17566904,0.08481402,0.47867391,0.34266517,0.03854361,0.77745140,0.54224364,0.16709342
-5.17158579,1.95931924,0.17615031,0.08299740,0.47675724,0.34124969,0.04016611,0.77673554,0.52699740,0.17144890
