energy_ev,total_up,C_s_up,C_p_up,Cd_p_up,Cd_d_up,Mn_p_up,Mn_d_up,Te_p_up,Te_d_up
-5.79589795,0.34034201,0.00504730,0.03258952,0.21466983,0.02036827,0.09950859,0.07044505,0.18736648,0.00000000
-5.78989495,0.36821353,0.00574338,0.03455082,0.22532189,0.02146049,0.10442455,0.07801335,0.20330379,0.00000000
-5.78389195,0.40067920,0.00657118,0.03692930,0.23882614,0.02290859,0.11081986,0.08646380,0.22163198,0.00000000
-5.77788894,0.43743487,0.00753678,0.03969134,0.25497093,0.02469867,0.11860835,0.09573883,0.24217094,0.00000000
-5.77188594,0.47808890,0.00864638,0.04279446,0.27348856,0.02681374,0.12768152,0.10576074,0.26468906,0.00000000
-5.76588294,0.52216300,0.00990607,0.04618763,0.29405790,0.02923372,0.13790923,0.11643156,0.28890398,0.00000000
-5.75987994,0.56909558,0.01132151,0.04981183,0.31630827,0.03193541,0.14914079,0.12763366,0.31448487,0.00000000
-5.75387694,0.61824779,0.01289767,0.05360096,0.33982491,0.03489251,0.16120655,0.13923097,0.34105644,0.00000000
-5.74787394,0.66891253,0.01463846,0.05748290,0.36415594,0.03807578,0.17392018,0.15107099,0.36820473,0.00000000
-5.74187094,0.72032632,0.01654636,0.06138093,0.38882093,0.04145319,0.18708134,0.16298751,0.39548465,0.00000000
-5.73586793,0.77168390,0.01862205,0.06521532,0.41332076,0.04499016,0.20047910,0.17480399,0.42242915,0.00000000
-5.72986493,0.82215523,0.02086401,0.06890523,0.43714886,0.04864990,0.21389573,0.18633755,0.44855985,0.00000000
-5.72386193,0.87090442,0.02326813,0.07237065,0.45980321,0.05239379,0.22711096,0.19740343,0.47339875,0.00000000
-5.71785893,0.91710993,0.02582735,0.07553456,0.48079900,0.05618181,0.23990662,0.20781970,0.49648071,0.00000000
-5.71185593,0.95998530,0.02853134,0.07832501,0.49968136,0.05997307,0.25207127,0.21741220,0.51736609,0.00000000
-5.70585293,0.99879965,0.03136627,0.08067720,0.51603765,0.06372629,0.26340504,0.22601930,0.53565319,0.00000000
-5.69984992,1.03289702,0.03431454,0.08253534,0.52950896,0.06740035,0.27372412,0.23349644,0.55098984,0.00000000
-5.69384692,1.06171381,0.03735481,0.08385434,0.53980011,0.07095488,0.28286503,0.23972018,0.56308377,0.00000000
-5.68784392,1.08479358,0.04046193,0.08460114,0.54668789,0.07435075,0.29068837,0.24459160,0.57171106,0.00000000
-5.68184092,1.10179853,0.04360719,0.08475569,0.55002710,0.07755064,0.29708194,0.24803893,0.57672260,0.00000000
-5.67583792,1.11251732,0.04675863,0.08431144,0.54975403,0.08051956,0.30196311,0.25001919,0.57804794,0.00000000
-5.66983492,1.11686883,0.04988151,0.08327547,0.54588739,0.08322533,0.30528047,0.25051897,0.57569666,0.00000000
-5.66383192,1.11490185,0.05293898,0.08166806,0.53852649,0.08563910,0.30701457,0.24955413,0.56975698,0.00000000
-5.65782891,1.10679090,0.05589291,0.07952188,0.52784684,0.08773575,0.30717784,0.24716864,0.56039191,0.00000000
-5.65182591,1.09282828,0.05870479,0.07688073,0.51409347,0.08949441,0.30581384,0.24343249,0.54783296,0.00000000
-5.64582291,1.07341310,0.06133685,0.07379796,0.49757208,0.09089884,0.30299560,0.23843885,0.53237188,0.00000000
-5.63981991,1.04903768,0.06375317,0.07033461,0.47863867,0.09193782,0.29882352,0.23230075,0.51435083,0.00000000
-5.63381691,1.02027204,0.06592093,0.06655737,0.45768801,0.09260557,0.29342267,0.22514716,0.49415132,0.00000000
-5.62781391,0.98774720,0.06781153,0.06253638,0.43514147,0.09290200,0.28693961,0.21711901,0.47218257,0.00000000
-5.62181091,0.95213801,0.06940177,0.05834313,0.41143469,0.09283305,0.27953907,0.20836501,0.44886973,0.00000000
-5.61580790,0.91414606,0.07067483,0.05404835,0.38700564,0.09241077,0.27140027,0.19903766,0.42464234,0.00000000
-5.60980490,0.87448330,0.07162112,0.04972011,0.36228343,0.09165347,0.26271320,0.18928947,0.39992359,0.00000000
-5.60380190,0.83385670,0.07223886,0.04542217,0.33767824,0.09058558,0.25367481,0.17926957,0.37512062,0.00000000
-5.59779890,0.79295443,0.07253448,0.04121251,0.31357267,0.08923749,0.24448519,0.16912071,0.35061607,0.00000000
-5.59179590,0.75243349,0.07252260,0.03714231,0.29031453,0.08764505,0.23534380,0.15897683,0.32676115,0.00000000
-5.58579290,0.71290915,0.07222579,0.03325517,0.26821141,0.08584904,0.22644569,0.14896113,0.30387018,0.00000000
-5.57978989,0.67494593,0.07167392,0.02958668,0.24752671,0.08389434,0.21797783,0.13918461,0.28221670,0.00000000
-5.57378689,0.63905020,0.07090324,0.02616428,0.22847727,0.08182890,0.21011551,0.12974511,0.26203093,0.00000000
-5.56778389,0.60566413,0.06995517,0.02300747,0.21123242,0.07970259,0.20301881,0.12072683,0.24349860,0.00000000
-5.56178089,0.57516101,0.06887478,0.02012816,0.19591411,0.07756581,0.19682925,0.11220019,0.22676084,0.00000000
-5.55577789,0.54784167,0.06770916,0.01753135,0.18259823,0.07546808,0.19166662,0.10422198,0.21191509,0.00000000
-5.54977489,0.52393196,0.06650560,0.01521582,0.17131657,0.07345650,0.18762608,0.09683583,0.19901669,0.00000000
-5.54377189,0.50358134,0.06530974,0.01317502,0.16205956,0.07157426,0.18477561,0.09007292,0.18808120,0.00000000
-5.53776888,0.48686248,0.06416379,0.01139798,0.15477937,0.06985913,0.18315399,0.08395279,0.17908717,0.00000000
-5.53176588,0.47377211,0.06310482,0.00987025,0.14939345,0.06834223,0.18276932,0.07848445,0.17197926,0.00000000
-5.52576288,0.46423306,0.06216331,0.00857477,0.14578831,0.06704685,0.18359828,0.07366748,0.16667179,0.00000000
-5.51975988,0.45809787,0.06136189,0.00749278,0.14382349,0.06598765,0.18558627,0.06949348,0.16305255,0.00000000
-5.51375688,0.45515398,0.06071452,0.00660454,0.14333571,0.06517012,0.18864842,0.06594755,0.16098695,0.00000000
-5.50775388,0.45513071,0.06022596,0.00589013,0.14414329,0.06459047,0.19267167,0.06301005,0.16032247,0.00000000
-5.50175088,0.45770813,0.05989170,0.00532998,0.14605061,0.06423582,0.19751791,0.06065850,0.16089347,0.00000000
-5.49574787,0.46252781,0.05969822,0.00490543,0.14885287,0.06408483,0.20302813,0.05886975,0.16252636,0.00000000
-5.48974487,0.46920537,0.05962380,0.00459918,0.15234097,0.06410875,0.20902756,0.05762233,0.16504503,0.00000000
-5.48374187,0.47734475,0.05963951,0.00439565,0.15630655,0.06427274,0.21533169,0.05689903,0.16827669,0.00000000
-5.47773887,0.48655366,0.05971067,0.00428122,0.16054709,0.06453751,0.22175297,0.05668962,0.17205784,0.00000000
-5.47173587,0.49646008,0.05979845,0.00424448,0.16487108,0.06486125,0.22810796,0.05699374,0.17624031,0.00000000
-5.46573287,0.50672904,0.05986170,0.00427637,0.16910299,0.06520158,0.23422467,0.05782383,0.18069733,0.00000000
-5.45972986,0.51707919,0.05985882,0.00437031,0.17308809,0.06551766,0.23994985,0.05920800,0.18532933,0.00000000
-5.45372686,0.52729842,0.05974967,0.00452218,0.17669683,0.06577218,0.24515575,0.06119283,0.19006921,0.00000000
-5.44772386,0.53725792,0.05949733,0.00473043,0.17982863,0.06593328,0.24974618,0.06384582,0.19488697,0.00000000
-5.44172086,0.54692378,0.05906973,0.00499596,0.18241499,0.06597616,0.25366155,0.06725754,0.19979347,0.00000000
-5.43571786,0.55636579,0.05844099,0.00532210,0.18442178,0.06588444,0.25688251,0.07154314,0.20484287,0.00000000
-5.42971486,0.56576248,0.05759250,0.00571448,0.18585040,0.06565108,0.25943206,0.07684321,0.21013392,0.00000000
-5.42371186,0.57540232,0.05651359,0.00618086,0.18673806,0.06527896,0.26137594,0.08332376,0.21580953,0.00000000
-5.41770885,0.58568048,0.05520193,0.00673094,0.18715677,0.06478089,0.26282129,0.09117528,0.22205483,0.00000000
-5.41170585,0.59709120,0.05366345,0.00737613,0.18721136,0.06417930,0.26391338,0.10061058,0.22909353,0.00000000
-5.40570285,0.61021568,0.05191200,0.00812925,0.18703635,0.06350537,0.26483080,0.11186152,0.23718252,0.00000000
-5.39969985,0.62570582,0.04996864,0.00900424,0.18679193,0.06279782,0.26577897,0.12517443,0.24660498,0.00000000
-5.39369685,0.64426415,0.04786067,0.01001580,0.18665915,0.06210136,0.26698247,0.14080430,0.25766200,0.00000000
-5.38769385,0.66662063,0.04562045,0.01117900,0.18683446,0.06146483,0.26867639,0.15900764,0.27066304,0.00000000
-5.38169085,0.69350697,0.04328410,0.01250893,0.18752390,0.06093921,0.27109706,0.18003429,0.28591544,0.00000000
-5.37568784,0.72562945,0.04089005,0.01402032,0.18893706,0.06057550,0.27447264,0.20411822,0.30371342,0.00000000
-5.36968484,0.76364119,0.03847765,0.01572711,0.19128116,0.06042263,0.27901394,0.23146754,0.32432690,0.00000000
-5.36368184,0.80811487,0.03608584,0.01764211,0.19475538,0.06052547,0.28490591,0.26225409,0.34799053,0.00000000
-5.35767884,0.85951704,0.03375186,0.01977667,0.19954559,0.06092302,0.29230016,0.29660292,0.37489346,0.00000000
-5.35167584,0.91818494,0.03151021,0.02214036,0.20581981,0.06164688,0.30130889,0.33458204,0.40517007,0.00000000
-5.34567284,0.98430690,0.02939173,0.02474067,0.21372425,0.06272003,0.31200049,0.37619295,0.43889227,0.00000000
-5.33966983,1.05790706,0.02742295,0.02758283,0.22338026,0.06415602,0.32439694,0.42136239,0.47606348,0.00000000
-5.33366683,1.13883522,0.02562564,0.03066956,0.23488198,0.06595852,0.33847323,0.46993577,0.51661471,0.00000000
-5.32766383,1.22676214,0.02401659,0.03400094,0.24829479,0.06812131,0.35415870,0.52167271,0.56040277,0.00000000
-5.32166083,1.32118080,0.02260760,0.03757426,0.26365438,0.07062863,0.37134027,0.57624513,0.60721089,0.00000000
-5.31565783,1.42141351,0.02140567,0.04138386,0.28096647,0.07345594,0.38986735,0.63323823,0.65675152,0.00000000
-5.30965483,1.52662470,0.02041332,0.04542108,0.30020688,0.07657092,0.40955814,0.69215447,0.70867144,0.00000000
-5.30365183,1.63583911,0.01962908,0.04967406,0.32132192,0.07993484,0.43020708,0.75242076,0.76255876,0.00000000
-5.29764882,1.74796457,0.01904804,0.05412762,0.34422895,0.08350399,0.45159299,0.81339878,0.81795172,0.00000000
-5.29164582,1.86181874,0.01866243,0.05876311,0.36881700,0.08723129,0.47348750,0.87439816,0.87434884,0.00000000
-5.28564282,1.97615860,0.01846228,0.06355821,0.39494732,0.09106797,0.49566340,0.93469234,0.93122009,0.00000000
-5.27963982,2.08971179,0.01843603,0.06848678,0.42245399,0.09496509,0.51790260,0.99353646,0.98801856,0.00000000
-5.27363682,2.20120866,0.01857113,0.07351863,0.45114440,0.09887509,0.54000311,1.05018675,1.04419236,0.00000000
-5.26763382,2.30941365,0.01885452,0.07861940,0.48079986,0.10275308,0.56178507,1.10392065,1.09919623,0.00000000
-5.26163082,2.41315514,0.01927316,0.08375044,0.51117631,0.10655795,0.58309532,1.15405694,1.15250250,0.00000000
-5.25562781,2.51135258,0.01981434,0.08886884,0.54200539,0.11025329,0.60381063,1.19997501,1.20361107,0.00000000
-5.24962481,2.60304012,0.02046601,0.09392750,0.57299596,0.11380794,0.62383927,1.24113240,1.25205827,0.00000000
-5.24362181,2.68738586,0.02121696,0.09887543,0.60383630,0.11719637,0.64312116,1.27708003,1.29742418,0.00000000
-5.23761881,2.76370637,0.02205698,0.10365821,0.63419709,0.12039876,0.66162656,1.30747420,1.33933851,0.00000000
-5.23161581,2.83147600,0.02297684,0.10821867,0.66373530,0.12340088,0.67935342,1.33208509,1.37748487,0.00000000
-5.22561281,2.89033095,0.02396833,0.11249773,0.69209916,0.12619370,0.69632367,1.35080119,1.41160345,0.00000000
-5.21960980,2.94006809,0.02502414,0.11643557,0.71893396,0.12877286,0.71257859,1.36362958,1.44149215,0.00000000
-5.21360680,2.98063885,0.02613770,0.11997289,0.74388882,0.13113806,0.72817352,1.37069197,1.46700638,0.00000000
-5.20760380,3.01213860,0.02730302,0.12305240,0.76662415,0.13329220,0.74317208,1.37221686,1.48805741,0.00000000
-5.20160080,3.03479205,0.02851449,0.12562038,0.78681958,0.13524064,0.75764021,1.36852796,1.50460966,0.00000000
-5.19559780,3.04893534,0.02976658,0.12762837,0.80418201,0.13699029,0.77164015,1.36002970,1.51667692,0.00000000
-5.18959480,3.05499568,0.03105365,0.12903470,0.81845343,0.13854880,0.78522459,1.34719024,1.52431768,0.00000000
-5.18359180,3.05346923,0.03236964,0.12980611,0.82941819,0.13992372,0.79843117,1.33052298,1.52762984,0.00000000
-5.17758879,3.04489820,0.03370788,0.12991898,0.83690922,0.14112180,0.81127755,1.31056727,1.52674477,0.00000000
-5.17158579,3.02984802,0.03506083,0.12936049,0.84081300,0.14214831,0.82375701,1.28786922,1.52182115,0.00000000
-5.16558279,3.00888535,0.03641991,0.12812934,0.84107287,0.14300649,0.83583505,1.26296344,1.51303853,0.00000000
-5.15957979,2.98255796,0.03777540,0.12623618,0.83769050,0.14369714,0.84744682,1.23635650,1.50059099,0.00000000
-5.15357679,2.95137709,0.03911631,0.12370354,0.83072558,0.14421836,0.85849576,1.20851264,1.48468102,0.00000000
-5.14757379,2.91580291,0.04043044,0.12056545,0.82029346,0.14456539,0.86885344,1.17984244,1.46551395,0.00000000
-5.14157079,2.87623391,0.04170443,0.11686660,0.80656112,0.14473071,0.87836081,1.15069463,1.44329295,0.00000000
-5.13556778,2.83300026,0.04292397,0.11266115,0.78974153,0.14470421,0.88683091,1.12135137,1.41821509,0.00000000
-5.12956478,2.78636169,0.04407404,0.10801119,0.77008679,0.14447364,0.89405301,1.09202688,1.39046835,0.00000000
-5.12356178,2.73650970,0.04513924,0.10298504,0.74788037,0.14402511,0.89979828,1.06286949,1.36022996,0.00000000
-5.11755878,2.68357409,0.04610428,0.09765527,0.72342888,0.14334389,0.90382683,1.03396650,1.32766593,0.00000000
-5.11155578,2.62763325,0.04695443,0.09209675,0.69705374,0.14241518,0.90589594,1.00535173,1.29293205,0.00000000
-5.10555278,2.56872783,0.04767608,0.08638460,0.66908322,0.14122514,0.90576922,0.97701493,1.25617596,0.00000000
-5.09954977,2.50687683,0.04825728,0.08059238,0.63984505,0.13976186,0.90322644,0.94891268,1.21754042,0.00000000
-5.09354677,2.44209534,0.04868835,0.07479030,0.60966009,0.13801642,0.89807356,0.92097991,1.17716740,0.00000000
-5.08754377,2.37441274,0.04896234,0.06904376,0.57883695,0.13598390,0.89015253,0.89314150,1.13520271,0.00000000
-5.08154077,2.30389060,0.04907561,0.06341214,0.54766796,0.13366428,0.87935038,0.86532335,1.09180089,0.00000000
-5.07553777,2.23063885,0.04902811,0.05794788,0.51642630,0.13106326,0.86560715,0.83746230,1.04712989,0.00000000
-5.06953477,2.15482965,0.04882376,0.05269591,0.48536438,0.12819285,0.84892223,0.80951447,1.00137522,0.00000000
-5.06353177,2.07670792,0.04847060,0.04769337,0.45471315,0.12507178,0.82935868,0.78146169,0.95474329,0.00000000
-5.05752876,1.99659796,0.04798080,0.04296962,0.42468237,0.12172561,0.80704534,0.75331583,0.90746345,0.00000000
-5.05152576,1.91490586,0.04737059,0.03854651,0.39546151,0.11818665,0.78217645,0.72512092,0.85978879,0.00000000
-5.04552276,1.83211747,0.04666002,0.03443890,0.36722106,0.11449359,0.75500887,0.69695306,0.81199528,0.00000000
-5.03951976,1.74879208,0.04587259,0.03065526,0.34011407,0.11069081,0.72585679,0.66891845,0.76437950,0.00000000
-5.03351676,1.66555217,0.04503478,0.02719850,0.31427776,0.10682760,0.69508435,0.64114959,0.71725474,0.00000000
-5.02751376,1.58306979,0.04417547,0.02406679,0.28983491,0.10295702,0.66309631,0.61380017,0.67094597,0.00000000
-5.02151076,1.50205023,0.04332529,0.02125439,0.26689510,0.09913476,0.63032731,0.58703890,0.62578357,0.00000000
-5.01550775,1.42321388,0.04251589,0.01875256,0.24555550,0.09541777,0.59723006,0.56104275,0.58209638,0.00000000
-5.00950475,1.34727704,0.04177920,0.01655031,0.22590139,0.09186289,0.56426303,0.53599000,0.54020436,0.00000000
-5.00350175,1.27493258,0.04114665,0.01463510,0.20800621,0.08852546,0.53187817,0.51205329,0.50041100,0.00000000
-4.99749875,1.20683123,0.04064840,0.01299349,0.19193129,0.08545794,0.50050907,0.48939328,0.46299620,0.00000000
-4.99149575,1.14356420,0.04031259,0.01161161,0.17772530,0.08270859,0.47055993,0.46815287,0.42820948,0.00000000
-4.98549275,1.08564760,0.04016458,0.01047556,0.16542334,0.08032027,0.44239588,0.44845228,0.39626416,0.00000000
-4.97948974,1.03350917,0.04022631,0.00957167,0.15504600,0.07832936,0.41633472,0.43038513,0.36733240,0.00000000
-4.97348674,0.98747756,0.04051560,0.00888664,0.14659824,0.07676477,0.39264033,0.41401555,0.34154149,0.00000000
-4.96748374,0.94777426,0.04104560,0.00840765,0.14006826,0.07564716,0.37151788,0.39937622,0.31897118,0.00000000
-4.96148074,0.91450828,0.04182429,0.00812227,0.13542639,0.07498825,0.35311079,0.38646747,0.29965231,0.00000000
-4.95547774,0.88767346,0.04285398,0.00801839,0.13262424,0.07479041,0.33749945,0.37525724,0.28356656,0.00000000
-4.94947474,0.86714834,0.04413105,0.00808405,0.13159384,0.07504629,0.32470154,0.36568188,0.27064723,0.00000000
-4.94347174,0.85269854,0.04564564,0.00830726,0.13224723,0.07573874,0.31467383,0.35764769,0.26078108,0.00000000
-4.93746873,0.84398126,0.04738159,0.00867576,0.13447624,0.07684087,0.30731536,0.35103311,0.25381099,0.00000000
-4.93146573,0.84055208,0.04931644,0.00917685,0.13815272,0.07831632,0.30247172,0.34569159,0.24953940,0.00000000
-4.92546273,0.84187372,0.05142159,0.00979714,0.14312918,0.08011977,0.29994032,0.34145487,0.24773243,0.00000000
-4.91945973,0.84732665,0.05366269,0.01052242,0.14923989,0.08219762,0.29947654,0.33813686,0.24812455,0.00000000
-4.91345673,0.85622157,0.05600011,0.01133755,0.15630252,0.08448892,0.30080050,0.33553786,0.25042378,0.00000000
-4.90745373,0.86781348,0.05838967,0.01222638,0.16412037,0.08692656,0.30360438,0.33344925,0.25431733,0.00000000
-4.90145073,0.88131720,0.06078349,0.01317178,0.17248506,0.08943855,0.30756016,0.33165832,0.25947753,0.00000000
-4.89544772,0.89592418,0.06313104,0.01415572,0.18117981,0.09194967,0.31232755,0.32995351,0.26556821,0.00000000
-4.88944472,0.91082023,0.06538031,0.01515948,0.18998325,0.09438309,0.31756212,0.32812954,0.27225114,0.00000000
-4.88344172,0.92520391,0.06747907,0.01616387,0.19867361,0.09666225,0.32292333,0.32599265,0.27919270,0.00000000
-4.87743872,0.93830507,0.06937628,0.01714957,0.20703331,0.09871277,0.32808244,0.32336564,0.28607058,0.00000000
-4.87143572,0.94940305,0.07102344,0.01809751,0.21485370,0.10046434,0.33272998,0.32009249,0.29258035,0.00000000
-4.86543272,0.95784408,0.07237596,0.01898934,0.22193996,0.10185259,0.33658280,0.31604259,0.29844175,0.00000000
-4.85942971,0.96305725,0.07339448,0.01980787,0.22811585,0.10282084,0.33939033,0.31111419,0.30340465,0.00000000
-4.85342671,0.96456853,0.07404603,0.02053761,0.23322823,0.10332165,0.34093999,0.30523720,0.30725433,0.00000000
-4.84742371,0.96201222,0.07430502,0.02116517,0.23715112,0.10331811,0.34106161,0.29837486,0.30981605,0.00000000
-4.84142071,0.95513952,0.07415403,0.02167979,0.23978916,0.10278487,0.33963059,0.29052458,0.31095868,0.00000000
-4.83541771,0.94382374,0.07358435,0.02207368,0.24108028,0.10170878,0.33656988,0.28171765,0.31059718,0.00000000
-4.82941471,0.92806193,0.07259624,0.02234232,0.24099744,0.10008911,0.33185052,0.27201784,0.30869399,0.00000000
-4.82341171,0.90797285,0.07119886,0.02248474,0.23954940,0.09793754,0.32549086,0.26151914,0.30525898,0.00000000
-4.81740870,0.88379137,0.06941003,0.02250356,0.23678038,0.09527756,0.31755445,0.25034240,0.30034823,0.00000000
-4.81140570,0.85585931,0.06725562,0.02240500,0.23276866,0.09214368,0.30814663,0.23863135,0.29406137,0.00000000
-4.80540270,0.82461339,0.06476871,0.02219874,0.22762405,0.08858022,0.29740999,0.22654792,0.28653770,0.00000000
-4.79939970,0.79057042,0.06198861,0.02189766,0.22148448,0.08463987,0.28551891,0.21426713,0.27795126,0.00000000
-4.79339670,0.75431060,0.05895968,0.02151743,0.21451165,0.08038208,0.27267329,0.20197178,0.26850480,0.00000000
-4.78739370,0.71645937,0.05573004,0.02107605,0.20688597,0.07587123,0.25909181,0.18984712,0.25842310,0.00000000
-4.78139070,0.67766868,0.05235027,0.02059328,0.19880105,0.07117489,0.24500490,0.17807566,0.24794573,0.00000000
-4.77538769,0.63859831,0.04887208,0.02008996,0.19045785,0.06636192,0.23064772,0.16683236,0.23731951,0.00000000
-4.76938469,0.59989795,0.04534710,0.01958736,0.18205870,0.06150088,0.21625338,0.15628041,0.22679107,0.00000000
-4.76338169,0.56219076,0.04182574,0.01910650,0.17380161,0.05665843,0.20204664,0.14656758,0.21659964,0.00000000
-4.75737869,0.52605885,0.03835621,0.01866745,0.16587479,0.05189803,0.18823834,0.13782340,0.20697042,0.00000000
-4.75137569,0.49203126,0.03498377,0.01828872,0.15845187,0.04727888,0.17502062,0.13015720,0.19810871,0.00000000
-4.74537269,0.46057476,0.03175010,0.01798667,0.15168776,0.04285516,0.16256314,0.12365705,0.19019507,0.00000000
-4.73936968,0.43208768,0.02869300,0.01777509,0.14571545,0.03867552,0.15101044,0.11838958,0.18338162,0.00000000
-4.73336668,0.40689690,0.02584616,0.01766482,0.14064380,0.03478291,0.14048027,0.11440075,0.17778962,0.00000000
-4.72736368,0.38525789,0.02323927,0.01766351,0.13655631,0.03121461,0.13106314,0.11171746,0.17350843,0.00000000
-4.72136068,0.36735777,0.02089818,0.01777555,0.13351096,0.02800257,0.12282281,0.11034999,0.17059579,0.00000000
-4.71535768,0.35332096,0.01884530,0.01800213,0.13154110,0.02517391,0.11579781,0.11029508,0.16907948,0.00000000
-4.70935468,0.34321720,0.01709996,0.01834138,0.13065717,0.02275150,0.11000364,0.11153974,0.16896015,0.00000000
-4.70335168,0.33707128,0.01567901,0.01878870,0.13084937,0.02075471,0.10543579,0.11406536,0.17021529,0.00000000
-4.69734867,0.33487418,0.01459724,0.01933716,0.13209079,0.01920015,0.10207311,0.11785233,0.17280406,0.00000000
-4.69134567,0.33659480,0.01386787,0.01997800,0.13434116,0.01810231,0.09988157,0.12288464,0.17667281,0.00000000
-4.68534267,0.34219184,0.01350295,0.02070119,0.13755079,0.01747421,0.09881802,0.12915460,0.18176103,0.00000000
-4.67933967,0.35162515,0.01351359,0.02149600,0.14166452,0.01732782,0.09883394,0.13666729,0.18800730,0.00000000
-4.67333667,0.36486591,0.01391010,0.02235162,0.14662550,0.01767432,0.09987890,0.14544457,0.19535523,0.00000000
-4.66733367,0.38190515,0.01470188,0.02325767,0.15237855,0.01852415,0.10190354,0.15552856,0.20375877,0.00000000
-4.66133067,0.40276016,0.01589719,0.02420470,0.15887294,0.01988684,0.10486201,0.16698432,0.21318687,0.00000000
-4.65532766,0.42747823,0.01750271,0.02518461,0.16606439,0.02177053,0.10871374,0.17990156,0.22362705,0.00000000
-4.64932466,0.45613768,0.01952293,0.02619093,0.17391621,0.02418136,0.11342434,0.19439524,0.23508781,0.00000000
-4.64332166,0.48884579,0.02195935,0.02721896,0.18239941,0.02712259,0.11896583,0.21060500,0.24759958,0.00000000
