energy_ev,total_up,C_s_up,C_p_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-6.00000000,2.10781897,0.03439833,0.05795019,0.00986065,1.35448820,1.62493706,0.31863678
-5.99399700,2.09749003,0.03465937,0.05349308,0.01061135,1.35558225,1.61344498,0.31937174
-5.98799400,2.10258405,0.03510528,0.04956145,0.01142102,1.36638036,1.61198749,0.32319391
-5.98199100,2.12310900,0.03572099,0.04614287,0.01228657,1.38692304,1.62061654,0.33008229
-5.97598799,2.15879998,0.03648781,0.04321587,0.01320347,1.41707878,1.63921815,0.33996333
-5.96998499,2.20912118,0.03738384,0.04075132,0.01416555,1.45654250,1.66751410,0.35271180
-5.96398199,2.27327056,0.03838433,0.03871392,0.01516496,1.50483588,1.70506433,0.36815214
-5.95797899,2.35018747,0.03946216,0.03706372,0.01619208,1.56130964,1.75127038,0.38606034
-5.95197599,2.43856365,0.04058838,0.03575750,0.01723558,1.62514824,1.80537998,0.40616641
-5.94597299,2.53685793,0.04173277,0.03475019,0.01828253,1.69537736,1.86649335,0.42815748
-5.93996998,2.64331535,0.04286445,0.03399604,0.01931857,1.77087452,1.93357158,0.45168174
-5.93396698,2.75599088,0.04395250,0.03344976,0.02032817,1.85038328,2.00544773,0.47635305
-5.92796398,2.87277833,0.04496661,0.03306752,0.02129499,1.93253120,2.08084089,0.50175650
-5.92196098,2.99144444,0.04587775,0.03280771,0.02220223,2.01585172,2.15837378,0.52745488
-5.91595798,3.10966802,0.04665881,0.03263169,0.02303312,2.09880985,2.23659395,0.55299596
-5.90995498,3.22508382,0.04728520,0.03250428,0.02377140,2.17983148,2.31399847,0.57792063
-5.90395198,3.33533021,0.04773539,0.03239419,0.02440175,2.25733554,2.38906201,0.60177167
-5.89794897,3.43809972,0.04799144,0.03227429,0.02491036,2.32976859,2.46026768,0.62410307
-5.89194597,3.53119096,0.04803938,0.03212175,0.02528533,2.39564050,2.52613982,0.64448948
-5.88594297,3.61256031,0.04786954,0.03191811,0.02551712,2.45356042,2.58527796,0.66253580
-5.87993997,3.68037163,0.04747672,0.03164919,0.02559885,2.50227143,2.63639045,0.67788624
-5.87393697,3.73304196,0.04686028,0.03130495,0.02552657,2.54068288,2.67832689,0.69023279
-5.86793397,3.76928158,0.04602409,0.03087926,0.02529945,2.56789883,2.71010765,0.69932268
-5.86193097,3.78812650,0.04497638,0.03036956,0.02491978,2.58324152,2.73094952,0.70496449
-5.85592796,3.78896207,0.04372942,0.02977652,0.02439295,2.58626879,2.74028599,0.70703264
-5.84992496,3.77153648,0.04229918,0.02910358,0.02372729,2.57678461,2.73778150,0.70547015
-5.84392196,3.73596347,0.04070480,0.02835653,0.02293379,2.55484217,2.72333861,0.70028939
-5.83791896,3.68271398,0.03896806,0.02754302,0.02202578,2.52073933,2.69709784,0.69157083
-5.83191596,3.61259695,0.03711275,0.02667204,0.02101850,2.47500653,2.65943005,0.67945983
-5.82591296,3.52673008,0.03516406,0.02575350,0.01992863,2.41838764,2.61092147,0.66416153
-5.81990995,3.42650157,0.03314786,0.02479772,0.01877378,2.35181452,2.55235214,0.64593410
-5.81390695,3.31352452,0.03109014,0.02381505,0.01757203,2.27637631,2.48466854,0.62508055
-5.80790395,3.18958587,0.02901628,0.02281549,0.01634137,2.19328480,2.40895164,0.60193944
-5.80190095,3.05659182,0.02695058,0.02180837,0.01509925,2.10383717,2.32638165,0.57687490
-5.79589795,2.91651207,0.02491569,0.02080211,0.01386219,2.00937781,2.23820107,0.55026635
-5.78989495,2.77132502,0.02293219,0.01980404,0.01264537,1.91126052,2.14567742,0.52249817
-5.78389195,2.62296579,0.02101827,0.01882028,0.01146235,1.81081260,2.05006734,0.49394995
-5.77788894,2.47327916,0.01918941,0.01785574,0.01032490,1.70930215,1.95258324,0.46498741
-5.77188594,2.32397876,0.01745828,0.01691408,0.00924276,1.60790958,1.85436382,0.43595439
-5.76588294,2.17661365,0.01583464,0.01599785,0.00822368,1.50770415,1.75644940,0.40716624
-5.75987994,2.03254315,0.01432534,0.01510856,0.00727338,1.40962616,1.65976271,0.37890447
-5.75387694,1.89292018,0.01293444,0.01424688,0.00639560,1.31447502,1.56509555,0.35141311
-5.74787394,1.75868310,0.01166335,0.01341281,0.00559227,1.22290314,1.47310143,0.32489651
-5.74187094,1.63055550,0.01051106,0.01260585,0.00486367,1.13541543,1.38429392,0.29951862
-5.73586793,1.50905339,0.00947443,0.01182518,0.00420862,1.05237386,1.29905044,0.27540369
-5.72986493,1.39449857,0.00854847,0.01106988,0.00362470,0.97400652,1.21762058,0.25263815
-5.72386193,1.28703718,0.00772671,0.01033903,0.00310848,0.90042015,1.14013838,0.23127346
-5.71785893,1.18666205,0.00700149,0.00963188,0.00265578,0.83161554,1.06663755,0.21132980
-5.71185593,1.09323747,0.00636432,0.00894790,0.00226186,0.76750459,0.99706861,0.19280027
-5.70585293,1.00652532,0.00580625,0.00828687,0.00192162,0.70792842,0.93131707,0.17565540
-5.69984992,0.92621107,0.00531809,0.00764887,0.00162983,0.65267546,0.86922178,0.15984782
-5.69384692,0.85192886,0.00489075,0.00703431,0.00138125,0.60149889,0.81059248,0.14531676
-5.68784392,0.78328467,0.00451547,0.00644389,0.00117077,0.55413287,0.75522604,0.13199240
-5.68184092,0.71987685,0.00418399,0.00587853,0.00099354,0.51030691,0.70292073,0.11979974
-5.67583792,0.66131374,0.00388875,0.00533931,0.00084503,0.46975824,0.65348815,0.10866207
-5.66983492,0.60722787,0.00362295,0.00482738,0.00072110,0.43224174,0.60676267,0.09850384
-5.66383192,0.55728683,0.00338069,0.00434394,0.00061804,0.39753759,0.56260809,0.08925309
-5.65782891,0.51120078,0.00315696,0.00389008,0.00053258,0.36545654,0.52092185,0.08084317
-5.65182591,0.46872688,0.00294764,0.00346680,0.00046192,0.33584296,0.48163670,0.07321402
-5.64582291,0.42967095,0.00274950,0.00307491,0.00040367,0.30857591,0.44472013,0.06631300
-5.63981991,0.39388670,0.00256009,0.00271504,0.00035592,0.28356848,0.41017204,0.06009521
-5.63381691,0.36127303,0.00237773,0.00238761,0.00031713,0.26076575,0.37802073,0.05452352
-5.62781391,0.33176982,0.00220134,0.00209282,0.00028618,0.24014160,0.34831782,0.04956831
-5.62181091,0.30535270,0.00203042,0.00183072,0.00026233,0.22169474,0.32113231,0.04520701
-5.61580790,0.28202714,0.00186486,0.00160124,0.00024518,0.20544434,0.29654416,0.04142349
