energy_ev,total_up,C_s_up,C_p_up,Hf_p_up,Hf_d_up,Li_s_up,S_s_up,S_p_up
-5.55577789,0.98123395,0.00918292,0.01121019,0.37612992,0.13454299,0.07817940,0.00697877,0.70886858
-5.54977489,0.88776162,0.00866777,0.00967623,0.34799524,0.12033212,0.06929591,0.00620078,0.64181080
-5.54377189,0.80185350,0.00816638,0.00831864,0.32182570,0.10733515,0.06113829,0.00547604,0.58012137
-5.53776888,0.72338392,0.00767894,0.00713004,0.29750952,0.09553820,0.05372399,0.00480642,0.52371953
-5.53176588,0.65216001,0.00720565,0.00610231,0.27493433,0.08491343,0.04705993,0.00419284,0.47247489
-5.52576288,0.58794310,0.00674682,0.00522699,0.25399354,0.07542254,0.04114420,0.00363529,0.42622296
-5.51975988,0.53046927,0.00630296,0.00449559,0.23459162,0.06702007,0.03596773,0.00313296,0.38478005
-5.51375688,0.47946786,0.00587476,0.00389989,0.21664824,0.05965655,0.03151626,0.00268425,0.34795675
-5.50775388,0.43467761,0.00546318,0.00343224,0.20010104,0.05328135,0.02777216,0.00228698,0.31556968
-5.50175088,0.39585977,0.00506944,0.00308575,0.18490716,0.04784504,0.02471624,0.00193842,0.28745099
-5.49574787,0.36280799,0.00469499,0.00285447,0.17104355,0.04330131,0.02232934,0.00163551,0.26345553
-5.48974487,0.33535476,0.00434151,0.00273347,0.15850613,0.03960845,0.02059376,0.00137492,0.24346566
-5.48374187,0.31337448,0.00401087,0.00271889,0.14730804,0.03673018,0.01949434,0.00115320,0.22739341
-5.47773887,0.29678336,0.00370505,0.00280789,0.13747707,0.03463606,0.01901935,0.00096685,0.21518054
-5.47173587,0.28553624,0.00342614,0.00299863,0.12905245,0.03330143,0.01916095,0.00081247,0.20679628
-5.46573287,0.27962090,0.00317624,0.00329005,0.12208135,0.03270683,0.01991542,0.00068680,0.20223332
-5.45972986,0.27905006,0.00295742,0.00368170,0.11661496,0.03283714,0.02128304,0.00058676,0.20150209
-5.45372686,0.28385163,0.00277165,0.00417352,0.11270472,0.03368036,0.02326769,0.00050953,0.20462384
-5.44772386,0.29405765,0.00262077,0.00476555,0.11039841,0.03522612,0.02587623,0.00045255,0.21162280
-5.44172086,0.30969242,0.00250644,0.00545758,0.10973659,0.03746412,0.02911759,0.00041356,0.22251771
-5.43571786,0.33076039,0.00243012,0.00624894,0.11074933,0.04038239,0.03300177,0.00039056,0.23731317
-5.42971486,0.35723411,0.00239303,0.00713806,0.11345322,0.04396561,0.03753865,0.00038184,0.25599117
-5.42371186,0.38904301,0.00239611,0.00812225,0.11784893,0.04819349,0.04273676,0.00038595,0.27850303
-5.41770885,0.42606323,0.00244008,0.00919742,0.12391925,0.05303928,0.04860202,0.00040167,0.30476221
-5.41170585,0.46810902,0.00252536,0.01035780,0.13162758,0.05846855,0.05513650,0.00042797,0.33463821
-5.40570285,0.51492612,0.00265208,0.01159582,0.14091704,0.06443821,0.06233721,0.00046403,0.36795181
-5.39969985,0.56618730,0.00282012,0.01290198,0.15171010,0.07089594,0.07019504,0.00050915,0.40447196
-5.39369685,0.62149051,0.00302907,0.01426481,0.16390865,0.07777989,0.07869382,0.00056275,0.44391435
-5.38769385,0.68035945,0.00327821,0.01567098,0.17739477,0.08501890,0.08780946,0.00062434,0.48594184
-5.38169085,0.74224687,0.00356655,0.01710535,0.19203178,0.09253307,0.09750936,0.00069349,0.53016671
-5.37568784,0.80654038,0.00389277,0.01855129,0.20766582,0.10023472,0.10775188,0.00076977,0.57615470
-5.36968484,0.87257061,0.00425524,0.01999093,0.22412782,0.10802975,0.11848605,0.00085277,0.62343074
-5.36368184,0.93962130,0.00465199,0.02140552,0.24123570,0.11581933,0.12965137,0.00094206,0.67148600
-5.35767884,1.00694120,0.00508067,0.02277592,0.25879689,0.12350178,0.14117783,0.00103715,0.71978622
-5.35167584,1.07375701,0.00553856,0.02408300,0.27661092,0.13097468,0.15298605,0.00113748,0.76778078
-5.34567284,1.13928708,0.00602252,0.02530818,0.29447218,0.13813712,0.16498752,0.00124240,0.81491232
-5.33966983,1.20275534,0.00652900,0.02643385,0.31217263,0.14489179,0.17708503,0.00135119,0.86062649
-5.33366683,1.26340484,0.00705401,0.02744390,0.32950450,0.15114720,0.18917325,0.00146300,0.90438154
-5.32766383,1.32051070,0.00759317,0.02832407,0.34626295,0.15681953,0.20113949,0.00157686,0.94565736
-5.32166083,1.37339192,0.00814166,0.02906239,0.36224854,0.16183437,0.21286458,0.00169169,0.98396392
-5.31565783,1.42142198,0.00869432,0.02964941,0.37726967,0.16612815,0.22422410,0.00180631,1.01884871
-5.30965483,1.46403788,0.00924569,0.03007841,0.39114488,0.16964914,0.23508976,0.00191942,1.04990329
-5.30365183,1.50074781,0.00979006,0.03034557,0.40370508,0.17235828,0.24533105,0.00202964,1.07676878
-5.29764882,1.53113731,0.01032165,0.03044999,0.41479571,0.17422947,0.25481728,0.00213553,1.09914042
-5.29164582,1.55487417,0.01083463,0.03039363,0.42427894,0.17524970,0.26341980,0.00223562,1.11677122
-5.28564282,1.57171216,0.01132335,0.03018123,0.43203579,0.17541878,0.27101456,0.00232840,1.12947487
-5.27963982,1.58149386,0.01178244,0.02982011,0.43796831,0.17474891,0.27748489,0.00241244,1.13712799
-5.27363682,1.58415263,0.01220702,0.02931997,0.44200176,0.17326397,0.28272447,0.00248635,1.13967189
-5.26763382,1.57971404,0.01259281,0.02869266,0.44408673,0.17099878,0.28664038,0.00254889,1.13711383
-5.26163082,1.56829667,0.01293631,0.02795188,0.44420116,0.16799820,0.28915610,0.00259897,1.12952796
-5.25562781,1.55011235,0.01323492,0.02711294,0.44235223,0.16431623,0.29021446,0.00263570,1.11705574
-5.24962481,1.52546573,0.01348706,0.02619249,0.43857790,0.16001507,0.28978016,0.00265846,1.09990594
-5.24362181,1.49475310,0.01369224,0.02520831,0.43294806,0.15516428,0.28784203,0.00266691,1.07835396
-5.23761881,1.45846016,0.01385106,0.02417909,0.42556517,0.14983985,0.28441463,0.00266102,1.05274043
-5.23161581,1.41715853,0.01396524,0.02312424,0.41656426,0.14412344,0.27953918,0.00264110,1.02346884
-5.22561281,1.37150083,0.01403749,0.02206373,0.40611207,0.13810151,0.27328377,0.00260779,0.99100201
-5.21960980,1.32221407,0.01407144,0.02101797,0.39440551,0.13186456,0.26574274,0.00256210,0.95585736
-5.21360680,1.27009113,0.01407144,0.02000766,0.38166915,0.12550628,0.25703515,0.00250535,0.91860076
-5.20760380,1.21598047,0.01404240,0.01905367,0.36815179,0.11912271,0.24730252,0.00243919,0.87983896
-5.20160080,1.16077382,0.01398953,0.01817692,0.35412232,0.11281126,0.23670571,0.00236553,0.84021070
-5.19559780,1.10539227,0.01391808,0.01739820,0.33986466,0.10666975,0.22542121,0.00228653,0.80037646
-5.18959480,1.05077077,0.01383312,0.01673801,0.32567218,0.10079530,0.21363688,0.00220451,0.76100729
-5.18359180,0.99784152,0.01373931,0.01621629,0.31184161,0.09528309,0.20154730,0.00212194,0.72277267
-5.17758879,0.94751666,0.01364062,0.01585220,0.29866658,0.09022515,0.18934896,0.00204135,0.68632798
-5.17158579,0.90067065,0.01354023,0.01566373,0.28643117,0.08570892,0.17723545,0.00196525,0.65230183
-5.16558279,0.85812299,0.01344038,0.01566739,0.27540343,0.08181594,0.16539278,0.00189611,0.62128362
-5.15957979,0.82062166,0.01334226,0.01587773,0.26582935,0.07862036,0.15399512,0.00183625,0.59381171
-5.15357679,0.78882790,0.01324608,0.01630692,0.25792718,0.07618759,0.14320096,0.00178781,0.57036266
-5.14757379,0.76330270,0.01315103,0.01696428,0.25188248,0.07457294,0.13314988,0.00175268,0.55134167
-5.14157079,0.74449548,0.01305550,0.01785577,0.24784395,0.07382042,0.12396008,0.00173245,0.53707470
-5.13556778,0.73273520,0.01295714,0.01898358,0.24592020,0.07396168,0.11572655,0.00172840,0.52780236
-5.12956478,0.72822425,0.01285315,0.02034570,0.24617741,0.07501513,0.10852006,0.00174143,0.52367572
-5.12356178,0.73103520,0.01274049,0.02193561,0.24863821,0.07698534,0.10238685,0.00177205,0.52475428
-5.11755878,0.74111052,0.01261610,0.02374207,0.25328146,0.07986268,0.09734909,0.00182039,0.53100591
-5.11155578,0.75826528,0.01247719,0.02574902,0.26004318,0.08362332,0.09340585,0.00188617,0.54230888
-5.10555278,0.78219274,0.01232148,0.02793568,0.26881852,0.08822955,0.09053473,0.00196874,0.55845584
-5.09954977,0.81247259,0.01214735,0.03027684,0.27946461,0.09363038,0.08869388,0.00206708,0.57915961
-5.09354677,0.84858176,0.01195402,0.03274327,0.29180441,0.09976262,0.08782439,0.00217982,0.60406056
-5.08754377,0.88990726,0.01174167,0.03530243,0.30563121,0.10655213,0.08785292,0.00230531,0.63273535
-5.08154077,0.93576089,0.01151147,0.03791930,0.32071391,0.11391548,0.08869446,0.00244165,0.66470687
-5.07553777,0.98539527,0.01126554,0.04055744,0.33680264,0.12176183,0.09025521,0.00258676,0.69945480
-5.06953477,1.03802074,0.01100689,0.04318017,0.35363486,0.12999496,0.09243530,0.00273839,0.73642686
-5.06353177,1.09282257,0.01073931,0.04575186,0.37094151,0.13851548,0.09513155,0.00289424,0.77505003
-5.05752876,1.14897808,0.01046711,0.04823931,0.38845315,0.14722306,0.09823990,0.00305202,0.81474168
-5.05152576,1.20567304,0.01019498,0.05061312,0.40590593,0.15601862,0.10165775,0.00320944,0.85492020
-5.04552276,1.26211688,0.00992772,0.05284895,0.42304705,0.16480641,0.10528592,0.00336440,0.89501478
-5.03951976,1.31755636,0.00966997,0.05492879,0.43963972,0.17349587,0.10903040,0.00351491,0.93447429
-5.03351676,1.37128720,0.00942599,0.05684183,0.45546744,0.18200323,0.11280370,0.00365928,0.97277477
-5.02751376,1.42266364,0.00919945,0.05858528,0.47033733,0.19025280,0.11652598,0.00379605,1.00942583
-5.02151076,1.47110547,0.00899317,0.06016477,0.48408265,0.19817789,0.12012582,0.00392412,1.04397546
-5.01550775,1.51610283,0.00880906,0.06159443,0.49656433,0.20572128,0.12354069,0.00404277,1.07601370
-5.00950475,1.55721866,0.00864794,0.06289655,0.50767158,0.21283543,0.12671726,0.00415164,1.10517495
-5.00350175,1.59408907,0.00850954,0.06410100,0.51732157,0.21948224,0.12961136,0.00425084,1.13113932
-4.99749875,1.62642195,0.00839249,0.06524411,0.52545828,0.22563249,0.13218784,0.00434091,1.15363307
-4.99149575,1.65399417,0.00829441,0.06636733,0.53205078,0.23126510,0.13442030,0.00442283,1.17242849
-4.98549275,1.67664777,0.00821199,0.06751553,0.53709074,0.23636614,0.13629070,0.00449811,1.18734340
-4.97948974,1.69428555,0.00814118,0.06873516,0.54058974,0.24092770,0.13778888,0.00456870,1.19824048
-4.97348674,1.70686651,0.00807739,0.07007221,0.54257625,0.24494684,0.13891213,0.00463707,1.20502671
-4.96748374,1.71440135,0.00801568,0.07157012,0.54309250,0.24842445,0.13966468,0.00470618,1.20765290
-4.96148074,1.71694843,0.00795103,0.07326779,0.54219146,0.25136434,0.14005728,0.00477949,1.20611351
-4.95547774,1.71461025,0.00787855,0.07519766,0.53993397,0.25377238,0.14010672,0.00486098,1.20044671
-4.94947474,1.70753054,0.00779374,0.07738411,0.53638616,0.25565598,0.13983545,0.00495510,1.19073444
-4.94347174,1.69589198,0.00769264,0.07984213,0.53161722,0.25702363,0.13927115,0.00506676,1.17710265
-4.93746873,1.67991438,0.00757205,0.08257638,0.52569754,0.25788483,0.13844632,0.00520135,1.15972118
-4.93146573,1.65985307,0.00742962,0.08558070,0.51869728,0.25825013,0.13739780,0.00536461,1.13880328
-4.92546273,1.63599744,0.00726400,0.08883809,0.51068536,0.25813137,0.13616628,0.00556265,1.11460451
-4.91945973,1.60866920,0.00707482,0.09232112,0.50172878,0.25754210,0.13479569,0.00580180,1.08742077
-4.91345673,1.57822025,0.00686272,0.09599282,0.49189237,0.25649805,0.13333252,0.00608853,1.05758532
-4.90745373,1.54502990,0.00662930,0.09980796,0.48123877,0.25501768,0.13182500,0.00642930,1.02546476
-4.90145073,1.50950120,0.00637703,0.10371464,0.46982873,0.25312262,0.13032214,0.00683041,0.99145382
-4.89544772,1.47205655,0.00610909,0.10765615,0.45772155,0.25083816,0.12887275,0.00729778,0.95596916
-4.88944472,1.43313223,0.00582928,0.11157299,0.44497572,0.24819352,0.12752423,0.00783677,0.91944221
-4.88344172,1.39317228,0.00554178,0.11540491,0.43164959,0.24522197,0.12632142,0.00845191,0.88231126
-4.87743872,1.35262158,0.00525102,0.11909296,0.41780215,0.24196080,0.12530525,0.00914669,0.84501318
-4.87143572,1.31191857,0.00496146,0.12258135,0.40349368,0.23845105,0.12451159,0.00992330,0.80797490
-4.86543272,1.27148779,0.00467742,0.12581906,0.38878644,0.23473708,0.12396996,0.01078239,0.77160518
-4.85942971,1.23173244,0.00440293,0.12876129,0.37374520,0.23086598,0.12370251,0.01172287,0.73628687
-4.85342671,1.19302758,0.00414155,0.13137039,0.35843757,0.22688678,0.12372307,0.01274173,0.70236997
-4.84742371,1.15571390,0.00389629,0.13361664,0.34293419,0.22284961,0.12403642,0.01383390,0.67016594
-4.84142071,1.12009274,0.00366953,0.13547848,0.32730869,0.21880489,0.12463788,0.01499220,0.63994327
-4.83541771,1.08642228,0.00346292,0.13694262,0.31163737,0.21480239,0.12551315,0.01620733,0.61192458
-4.82941471,1.05491530,0.00327738,0.13800369,0.29599870,0.21089056,0.12663853,0.01746796,0.58628533
-4.82341171,1.02573859,0.00311312,0.13866382,0.28047257,0.20711585,0.12798139,0.01876087,0.56315411
-4.81740870,0.99901395,0.00296968,0.13893198,0.26513927,0.20352232,0.12950111,0.02007123,0.54261443
-4.81140570,0.97482085,0.00284595,0.13882327,0.25007842,0.20015144,0.13115022,0.02138290,0.52470783
-4.80540270,0.95320048,0.00274030,0.13835825,0.23536767,0.19704211,0.13287588,0.02267884,0.50943819
-4.79939970,0.93416109,0.00265067,0.13756228,0.22108140,0.19423095,0.13462157,0.02394152,0.49677677
-4.79339670,0.91768415,0.00257466,0.13646493,0.20728941,0.19175277,0.13632892,0.02515346,0.48666791
-4.78739370,0.90373115,0.00250967,0.13509959,0.19405561,0.18964120,0.13793963,0.02629767,0.47903481
-4.78139070,0.89225046,0.00245299,0.13350320,0.18143695,0.18792946,0.13939738,0.02735818,0.47378527
-4.77538769,0.88318394,0.00240194,0.13171603,0.16948241,0.18665107,0.14064959,0.02832049,0.47081694
-4.76938469,0.87647291,0.00235396,0.12978167,0.15823233,0.18584063,0.14164908,0.02917196,0.47002191
-4.76338169,0.87206301,0.00230668,0.12774702,0.14771792,0.18553428,0.14235540,0.02990217,0.47129030
-4.75737869,0.86990780,0.00225802,0.12566224,0.13796109,0.18577009,0.14273585,0.03050314,0.47451288
-4.75137569,0.86997080,0.00220625,0.12358077,0.12897463,0.18658809,0.14276615,0.03096950,0.47958250
-4.74537269,0.87222593,0.00214998,0.12155913,0.12076264,0.18802995,0.14243076,0.03129848,0.48639444
-4.73936968,0.87665635,0.00208827,0.11965664,0.11332133,0.19013834,0.14172274,0.03148990,0.49484574
-4.73336668,0.88325196,0.00202055,0.11793498,0.10664003,0.19295594,0.14064335,0.03154599,0.50483373
-4.72736368,0.89200562,0.00194663,0.11645747,0.10070252,0.19652410,0.13920133,0.03147111,0.51625394
-4.72136068,0.90290871,0.00186673,0.11528830,0.09548861,0.20088129,0.13741187,0.03127148,0.52899776
-4.71535768,0.91594626,0.00178138,0.11449144,0.09097589,0.20606136,0.13529555,0.03095482,0.54295014
-4.70935468,0.93109223,0.00169138,0.11412957,0.08714166,0.21209177,0.13287713,0.03052994,0.55798758
-4.70335168,0.94830544,0.00159781,0.11426276,0.08396496,0.21899186,0.13018438,0.03000639,0.57397686
-4.69734867,0.96752655,0.00150192,0.11494733,0.08142879,0.22677132,0.12724699,0.02939414,0.59077469
-4.69134567,0.98867650,0.00140513,0.11623457,0.07952219,0.23542896,0.12409572,0.02870320,0.60822847
-4.68534267,1.01165677,0.00130895,0.11816973,0.07824246,0.24495189,0.12076163,0.02794344,0.62617836
-4.67933967,1.03635150,0.00121497,0.12079105,0.07759721,0.25531518,0.11727569,0.02712435,0.64446070
-4.67333667,1.06263171,0.00112483,0.12412915,0.07760623,0.26648208,0.11366856,0.02625499,0.66291263
-4.66733367,1.09036131,0.00104018,0.12820655,0.07830321,0.27840482,0.10997063,0.02534387,0.68137794
-4.66133067,1.11940476,0.00096270,0.13303756,0.07973709,0.29102592,0.10621224,0.02439903,0.69971381
-4.65532766,1.14963605,0.00089411,0.13862836,0.08197298,0.30428008,0.10242411,0.02342807,0.71779809
-4.64932466,1.18094834,0.00083614,0.14497743,0.08509271,0.31809641,0.09863779,0.02243826,0.73553697
-4.64332166,1.21326391,0.00079057,0.15207608,0.08919467,0.33240106,0.09488622,0.02143666,0.75287233
-4.63731866,1.24654358,0.00075929,0.15990924,0.09439317,0.34711998,0.09120416,0.02043026,0.76978867
-4.63131566,1.28079512,0.00074426,0.16845626,0.10081701,0.36218171,0.08762859,0.01942605,0.78631887
-4.62531266,1.31607993,0.00074763,0.17769179,0.10860739,0.37752005,0.08419897,0.01843117,0.80254860
-4.61930965,1.35251751,0.00077169,0.18758662,0.11791511,0.39307649,0.08095725,0.01745290,0.81861896
-4.61330665,1.39028711,0.00081893,0.19810843,0.12889709,0.40880208,0.07794779,0.01649873,0.83472688
-4.60730365,1.42962643,0.00089210,0.20922234,0.14171227,0.42465889,0.07521698,0.01557628,0.85112335
-4.60130065,1.47082686,0.00099414,0.22089138,0.15651697,0.44062073,0.07281277,0.01469326,0.86810902
-4.59529765,1.51422556,0.00112825,0.23307670,0.17345996,0.45667319,0.07078394,0.01385734,0.88602737
-4.58929465,1.56019421,0.00129784,0.24573763,0.19267723,0.47281292,0.06917940,0.01307601,0.90525535
-4.58329165,1.60912487,0.00150649,0.25883161,0.21428685,0.48904624,0.06804728,0.01235643,0.92619184
-4.57728864,1.66141346,0.00175793,0.27231396,0.23838404,0.50538707,0.06743411,0.01170524,0.94924404
-4.57128564,1.71744136,0.00205595,0.28613772,0.26503668,0.52185436,0.06738400,0.01112838,0.97481241
-4.56528264,1.77755595,0.00240429,0.30025338,0.29428150,0.53846906,0.06793786,0.01063094,1.00327442
-4.55927964,1.84205096,0.00280657,0.31460884,0.32612128,0.55525100,0.06913277,0.01021700,1.03496799
-4.55327664,1.91114745,0.00326612,0.32914951,0.36052299,0.57221553,0.07100148,0.00988947,1.07017496
-4.54727364,1.98497641,0.00378587,0.34381858,0.39741731,0.58937049,0.07357198,0.00965005,1.10910552
-4.54127064,2.06356381,0.00436820,0.35855769,0.43669932,0.60671347,0.07686729,0.00949910,1.15188419
-4.53526763,2.14681885,0.00501474,0.37330775,0.47823060,0.62422948,0.08090528,0.00943565,1.19853800
-4.52926463,2.23452622,0.00572625,0.38801016,0.52184255,0.64188943,0.08569860,0.00945734,1.24898751
-4.52326163,2.32634263,0.00650245,0.40260821,0.56734076,0.65964925,0.09125464,0.00956049,1.30304118
-4.51725863,2.42179809,0.00734184,0.41704862,0.61451042,0.67744983,0.09757550,0.00974012,1.36039347
-4.51125563,2.52030188,0.00824165,0.43128319,0.66312215,0.69521781,0.10465792,0.00999000,1.42062686
-4.50525263,2.62115303,0.00919765,0.44527043,0.71293827,0.71286712,0.11249307,0.01030280,1.48321793
-4.49924962,2.72355500,0.01020415,0.45897692,0.76371896,0.73030113,0.12106632,0.01067012,1.54754730
-4.49324662,2.82663375,0.01125392,0.47237848,0.81522803,0.74741544,0.13035674,0.01108269,1.61291319
