energy_ev,total_up,C_s_up,C_p_up,Te_p_up,Te_d_up,Zn_p_up,Zn_d_up
-6.00000000,3.53739669,0.10087211,0.03673743,1.42223935,0.00000000,0.55709872,1.09559490
-5.99399700,3.43600646,0.10081873,0.03582604,1.37860734,0.00000000,0.54210554,1.06176270
-5.98799400,3.33387972,0.10050687,0.03493665,1.33570865,0.00000000,0.52662491,1.02669639
-5.98199100,3.23382011,0.09999245,0.03410442,1.29478075,0.00000000,0.51114222,0.99118488
-5.97598799,3.13847914,0.09933429,0.03336653,1.25697306,0.00000000,0.49613603,0.95598613
-5.96998499,3.05029054,0.09859181,0.03276160,1.22331999,0.00000000,0.48206677,0.92180666
-5.96398199,2.97141540,0.09782273,0.03232920,1.19471933,0.00000000,0.46936651,0.88928389
-5.95797899,2.90369935,0.09708086,0.03210947,1.17191620,0.00000000,0.45843029,0.85897185
-5.95197599,2.84864266,0.09641410,0.03214261,1.15549280,0.00000000,0.44960907,0.83133051
-5.94597299,2.80738295,0.09586263,0.03246858,1.14586364,0.00000000,0.44320430,0.80671893
-5.93996998,2.78069020,0.09545752,0.03312674,1.14327606,0.00000000,0.43946434,0.78539220
-5.93396698,2.76897289,0.09521967,0.03415550,1.14781523,0.00000000,0.43858240,0.76750194
-5.92796398,2.77229383,0.09515918,0.03559200,1.15941308,0.00000000,0.44069604,0.75310006
-5.92196098,2.79039383,0.09527513,0.03747164,1.17786025,0.00000000,0.44588781,0.74214531
-5.91595798,2.82272154,0.09555586,0.03982767,1.20282021,0.00000000,0.45418704,0.73451217
-5.90995498,2.86846728,0.09597958,0.04269055,1.23384486,0.00000000,0.46557226,0.73000140
-5.90395198,2.92659919,0.09651540,0.04608727,1.27039066,0.00000000,0.47997418,0.72835179
-5.89794897,2.99589993,0.09712465,0.05004050,1.31183485,0.00000000,0.49727888,0.72925250
-5.89194597,3.07500252,0.09776255,0.05456762,1.35749096,0.00000000,0.51733112,0.73235549
-5.88594297,3.16242422,0.09837996,0.05967960,1.40662357,0.00000000,0.53993745,0.73728755
-5.87993997,3.25659762,0.09892535,0.06537985,1.45846170,0.00000000,0.56486926,0.74366167
-5.87393697,3.35589855,0.09934679,0.07166297,1.51221097,0.00000000,0.59186553,0.75108730
-5.86793397,3.45867064,0.09959394,0.07851352,1.56706448,0.00000000,0.62063548,0.75917945
-5.86193097,3.56324683,0.09961990,0.08590493,1.62221253,0.00000000,0.65086111,0.76756642
-5.85592796,3.66796819,0.09938297,0.09379851,1.67685141,0.00000000,0.68219987,0.77589615
-5.84992496,3.77120082,0.09884814,0.10214276,1.73019158,0.00000000,0.71428760,0.78384130
-5.84392196,3.87135146,0.09798836,0.11087303,1.78146550,0.00000000,0.74674196,0.79110304
-5.83791896,3.96688285,0.09678550,0.11991163,1.82993549,0.00000000,0.77916653,0.79741381
-5.83191596,4.05632937,0.09523096,0.12916840,1.87490192,0.00000000,0.81115586,0.80253920
-5.82591296,4.13831393,0.09332601,0.13854189,1.91571180,0.00000000,0.84230148,0.80627906
