energy_ev,total_up,N_s_up,N_p_up,Pd_p_up,Pd_d_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-3.02251126,2.75951425,0.00198419,0.11415940,0.70994824,2.18794230,0.05933470,0.34494789,0.21392357,0.00374539
-3.01650825,2.82626162,0.00193129,0.11815466,0.73710076,2.24116500,0.05906646,0.35433113,0.22240941,0.00376492
-3.01050525,2.88413803,0.00187845,0.12174737,0.76185796,2.28760832,0.05855644,0.36244290,0.23043624,0.00376902
-3.00450225,2.93262623,0.00182585,0.12490607,0.78378434,2.32687484,0.05782977,0.36915271,0.23793630,0.00375776
-2.99849925,2.97136076,0.00177381,0.12760544,0.80249442,2.35868434,0.05691416,0.37435472,0.24484911,0.00373147
-2.99249625,3.00011848,0.00172280,0.12982619,0.81766018,2.38286502,0.05583882,0.37796903,0.25112082,0.00369071
-2.98649325,3.01880697,0.00167335,0.13155482,0.82901753,2.39934330,0.05463323,0.37994251,0.25670341,0.00363624
-2.98049025,3.02745175,0.00162608,0.13278328,0.83637122,2.40813290,0.05332612,0.38024916,0.26155394,0.00356897
-2.97448724,3.02618371,0.00158165,0.13350858,0.83959835,2.40932432,0.05194447,0.37888997,0.26563384,0.00348994
-2.96848424,3.01522747,0.00154072,0.13373231,0.83865014,2.40307550,0.05051278,0.37589240,0.26890840,0.00340030
-2.96248124,2.99489166,0.00150400,0.13346024,0.83355209,2.38960429,0.04905247,0.37130937,0.27134658,0.00330128
-2.95647824,2.96556159,0.00147224,0.13270197,0.82440239,2.36918334,0.04758158,0.36521795,0.27292113,0.00319415
-2.95047524,2.92769477,0.00144625,0.13147064,0.81136868,2.34213740,0.04611463,0.35771774,0.27360908,0.00308020
-2.94447224,2.88181912,0.00142693,0.12978274,0.79468329,2.30884328,0.04466281,0.34892894,0.27339265,0.00296076
-2.93846923,2.82853370,0.00141532,0.12765797,0.77463713,2.26973192,0.04323426,0.33899024,0.27226043,0.00283713
-2.93246623,2.76851133,0.00141267,0.12511929,0.75157231,2.22529212,0.04183470,0.32805651,0.27020893,0.00271061
-2.92646323,2.70250233,0.00142046,0.12219292,0.72587389,2.17607520,0.04046800,0.31629637,0.26724424,0.00258250
-2.92046023,2.63133833,0.00144048,0.11890842,0.69796084,2.12269969,0.03913701,0.30388967,0.26338373,0.00245405
-2.91445723,2.55593530,0.00147487,0.11529875,0.66827659,2.06585515,0.03784435,0.29102484,0.25865774,0.00232652
-2.90845423,2.47729457,0.00152618,0.11140032,0.63727936,2.00630417,0.03659319,0.27789628,0.25311101,0.00220112
-2.90245123,2.39650101,0.00159743,0.10725286,0.60543257,1.94488176,0.03538798,0.26470162,0.24680375,0.00207906
-2.89644822,2.31471760,0.00169208,0.10289927,0.57319549,1.88249142,0.03423513,0.25163909,0.23981225,0.00196149
-2.89044522,2.23317575,0.00181411,0.09838527,0.54101449,1.82009750,0.03314345,0.23890479,0.23222899,0.00184957
-2.88444222,2.15316130,0.00196793,0.09375887,0.50931493,1.75871362,0.03212450,0.22669006,0.22416206,0.00174441
-2.87843922,2.07599603,0.00215843,0.08906974,0.47849395,1.69938717,0.03119273,0.21517882,0.21573401,0.00164707
-2.87243622,2.00301516,0.00239084,0.08436832,0.44891423,1.64318032,0.03036546,0.20454504,0.20708008,0.00155858
-2.86643322,1.93554146,0.00267066,0.07970495,0.42089887,1.59114812,0.02966261,0.19495023,0.19834582,0.00147989
-2.86043022,1.87485675,0.00300355,0.07512871,0.39472739,1.54431434,0.02910628,0.18654108,0.18968433,0.00141190
-2.85442721,1.82217190,0.00339515,0.07068640,0.37063294,1.50364620,0.02872022,0.17944716,0.18125302,0.00135543
-2.84842421,1.77859651,0.00385092,0.06642139,0.34880061,1.47002891,0.02852907,0.17377882,0.17321020,0.00131117
-2.84242121,1.74510946,0.00437590,0.06237253,0.32936698,1.44424110,0.02855756,0.16962530,0.16571155,0.00127973
-2.83641821,1.72253148,0.00497449,0.05857324,0.31242057,1.42693231,0.02882957,0.16705299,0.15890657,0.00126157
-2.83041521,1.71150092,0.00565021,0.05505068,0.29800341,1.41860330,0.02936723,0.16610402,0.15293522,0.00125701
-2.82441221,1.71245365,0.00640543,0.05182514,0.28611340,1.41959019,0.03018989,0.16679508,0.14792481,0.00126622
-2.81840920,1.72560790,0.00724117,0.04890962,0.27670740,1.43005295,0.03131319,0.16911661,0.14398715,0.00128918
-2.81240620,1.75095456,0.00815682,0.04630972,0.26970499,1.44996880,0.03274816,0.17303235,0.14121620,0.00132568
-2.80640320,1.78825339,0.00914995,0.04402373,0.26499263,1.47913067,0.03450037,0.17847933,0.13968606,0.00137533
-2.80040020,1.83703520,0.01021620,0.04204297,0.26242817,1.51715078,0.03656921,0.18536825,0.13944950,0.00143753
-2.79439720,1.89661001,0.01134909,0.04035241,0.26184561,1.56346925,0.03894729,0.19358439,0.14053689,0.00151148
-2.78839420,1.96608078,0.01254005,0.03893141,0.26305991,1.61736730,0.04162003,0.20298897,0.14295556,0.00159616
-2.78239120,2.04436252,0.01377843,0.03775471,0.26587168,1.67798466,0.04456537,0.21342112,0.14668956,0.00169036
-2.77638819,2.13020589,0.01505159,0.03679349,0.27007187,1.74434053,0.04775376,0.22470023,0.15169986,0.00179267
-2.77038519,2.22222496,0.01634510,0.03601655,0.27544617,1.81535739,0.05114826,0.23662898,0.15792485,0.00190152
-2.76438219,2.31892807,0.01764304,0.03539143,0.28177907,1.88988703,0.05470500,0.24899673,0.16528115,0.00201517
-2.75837919,2.41875117,0.01892831,0.03488565,0.28885770,1.96673786,0.05837377,0.26158342,0.17366476,0.00213175
-2.75237619,2.52009261,0.02018306,0.03446773,0.29647515,2.04470289,0.06209890,0.27416382,0.18295253,0.00224928
-2.74637319,2.62134876,0.02138916,0.03410816,0.30443348,2.12258749,0.06582032,0.28651213,0.19300393,0.00236574
-2.74037019,2.72094923,0.02252871,0.03378031,0.31254626,2.19923630,0.06947489,0.29840668,0.20366309,0.00247905
-2.73436718,2.81739121,0.02358455,0.03346098,0.32064066,2.27355862,0.07299784,0.30963480,0.21476122,0.00258716
-2.72836418,2.90927189,0.02454078,0.03313096,0.32855916,2.34455161,0.07632441,0.31999753,0.22611933,0.00268809
-2.72236118,2.99531816,0.02538322,0.03277527,0.33616080,2.41132088,0.07939154,0.32931420,0.23755131,0.00277994
-2.71635818,3.07441319,0.02609989,0.03238326,0.34332204,2.47309799,0.08213967,0.33742657,0.24886729,0.00286098
-2.71035518,3.14561887,0.02668137,0.03194848,0.34993724,2.52925454,0.08451439,0.34420253,0.25987737,0.00292966
-2.70435218,3.20819397,0.02712102,0.03146849,0.35591881,2.57931263,0.08646820,0.34953911,0.27039549,0.00298466
-2.69834917,3.26160747,0.02741526,0.03094438,0.36119697,2.62295164,0.08796193,0.35336476,0.28024357,0.00302494
-2.69234617,3.30554675,0.02756353,0.03038035,0.36571933,2.66001112,0.08896608,0.35564076,0.28925566,0.00304973
-2.68634317,3.33992072,0.02756833,0.02978303,0.36945015,2.69049017,0.08946185,0.35636176,0.29728212,0.00305859
-2.68034017,3.36485771,0.02743507,0.02916093,0.37236946,2.71454318,0.08944186,0.35555534,0.30419353,0.00305138
-2.67433717,3.38069837,0.02717175,0.02852377,0.37447202,2.73247245,0.08891050,0.35328064,0.30988442,0.00302829
-2.66833417,3.38798386,0.02678874,0.02788183,0.37576620,2.74471773,0.08788401,0.34962622,0.31427635,0.00298984
-2.66233117,3.38743970,0.02629827,0.02724547,0.37627279,2.75184327,0.08639003,0.34470700,0.31732052,0.00293683
-2.65632816,3.37995562,0.02571410,0.02662452,0.37602383,2.75452256,0.08446689,0.33866057,0.31899951,0.00287033
-2.65032516,3.36656209,0.02505093,0.02602798,0.37506143,2.75352114,0.08216258,0.33164302,0.31932819,0.00279167
-2.64432216,3.34840396,0.02432404,0.02546363,0.37343662,2.74967784,0.07953332,0.32382428,0.31835355,0.00270234
-2.63831916,3.32671176,0.02354874,0.02493787,0.37120834,2.74388478,0.07664197,0.31538333,0.31615361,0.00260403
-2.63231616,3.30277121,0.02274003,0.02445559,0.36844229,2.73706621,0.07355621,0.30650329,0.31283518,0.00249851
-2.62631316,3.27789148,0.02191215,0.02402017,0.36520997,2.73015661,0.07034661,0.29736666,0.30853057,0.00238761
-2.62031016,3.25337269,0.02107832,0.02363357,0.36158757,2.72407813,0.06708467,0.28815075,0.30339346,0.00227317
-2.61430715,3.23047318,0.02025051,0.02329643,0.35765488,2.71971760,0.06384087,0.27902352,0.29759383,0.00215702
-2.60830415,3.21037700,0.01943922,0.02300824,0.35349407,2.71790333,0.06068276,0.27013989,0.29131227,0.00204089
-2.60230115,3.19416232,0.01865340,0.02276758,0.34918834,2.71938204,0.05767330,0.26163854,0.28473384,0.00192639
-2.59629815,3.18277111,0.01790042,0.02257230,0.34482042,2.72479623,0.05486936,0.25363937,0.27804173,0.00181501
-2.59029515,3.17698110,0.01718608,0.02241972,0.34047086,2.73466244,0.05232039,0.24624163,0.27141090,0.00170805
-2.58429215,3.17738040,0.01651465,0.02230678,0.33621624,2.74935111,0.05006753,0.23952255,0.26500202,0.00160661
-2.57828914,3.18434587,0.01588902,0.02223019,0.33212717,2.76906867,0.04814288,0.23353678,0.25895600,0.00151162
-2.57228614,3.19802605,0.01531076,0.02218648,0.32826629,2.79384260,0.04656914,0.22831636,0.25338926,0.00142376
-2.56628314,3.21832943,0.01478031,0.02217206,0.32468627,2.82351053,0.04535961,0.22387126,0.24838991,0.00134353
-2.56028014,3.24491909,0.01429710,0.02218322,0.32142795,2.85771402,0.04451837,0.22019060,0.24401521,0.00127123
-2.55427714,3.27721444,0.01385972,0.02221604,0.31851871,2.89589807,0.04404089,0.21724418,0.24029011,0.00120696
-2.54827414,3.31440061,0.01346608,0.02226639,0.31597126,2.93731690,0.04391476,0.21498468,0.23720726,0.00115063
-2.54227114,3.35544593,0.01311351,0.02232983,0.31378288,2.98104667,0.04412074,0.21335008,0.23472818,0.00110204
-2.53626813,3.39912756,0.01279895,0.02240154,0.31193531,3.02600517,0.04463396,0.21226652,0.23278579,0.00106081
-2.53026513,3.44406497,0.01251907,0.02247630,0.31039525,3.07097858,0.04542519,0.21165134,0.23128794,0.00102647
-2.52426213,3.48876045,0.01227035,0.02254847,0.30911568,3.11465470,0.04646229,0.21141635,0.23012205,0.00099849
-2.51825913,3.53164568,0.01204927,0.02261204,0.30803779,3.15566178,0.04771160,0.21147107,0.22916035,0.00097623
-2.51225613,3.57113271,0.01185238,0.02266072,0.30709372,3.19261178,0.04913936,0.21172605,0.22826573,0.00095906
-2.50625313,3.60566736,0.01167640,0.02268812,0.30620976,3.22414626,0.05071301,0.21209592,0.22729774,0.00094633
-2.50025013,3.63378309,0.01151837,0.02268791,0.30531005,3.24898321,0.05240233,0.21250232,0.22611871,0.00093737
-2.49424712,3.65415277,0.01137565,0.02265408,0.30432056,3.26596267,0.05418049,0.21287630,0.22459938,0.00093158
-2.48824412,3.66563605,0.01124607,0.02258125,0.30317312,3.27408894,0.05602474,0.21316038,0.22262424,0.00092838
-2.48224112,3.66732011,0.01112796,0.02246493,0.30180924,3.27256743,0.05791693,0.21330996,0.22009590,0.00092725
-2.47623812,3.65855169,0.01102017,0.02230184,0.30018367,3.26083422,0.05984374,0.21329421,0.21693878,0.00092774
-2.47023512,3.63895888,0.01092208,0.02209018,0.29826728,3.23857687,0.06179657,0.21309620,0.21310158,0.00092947
-2.46423212,3.60846138,0.01083361,0.02182985,0.29604925,3.20574523,0.06377121,0.21271241,0.20855883,0.00093211
-2.45822911,3.56726899,0.01075515,0.02152267,0.29353839,3.16255185,0.06576718,0.21215167,0.20331121,0.00093543
-2.45222611,3.51586815,0.01068750,0.02117244,0.29076341,3.10946192,0.06778690,0.21143340,0.19738495,0.00093924
-2.44622311,3.45499754,0.01063175,0.02078502,0.28777237,3.04717317,0.06983464,0.21058555,0.19083011,0.00094340
-2.44022011,3.38561403,0.01058920,0.02036823,0.28463104,2.97658701,0.07191531,0.20964206,0.18371821,0.00094782
-2.43421711,3.30885077,0.01056117,0.01993172,0.28142051,2.89877241,0.07403329,0.20864021,0.17613907,0.00095244
-2.42821411,3.22596994,0.01054891,0.01948676,0.27823408,2.81492447,0.07619116,0.20761792,0.16819723,0.00095721
-2.42221111,3.13831255,0.01055341,0.01904589,0.27517367,2.72631985,0.07838856,0.20661115,0.16000813,0.00096208
-2.41620810,3.04724794,0.01057527,0.01862265,0.27234587,2.63427148,0.08062121,0.20565170,0.15169415,0.00096702
-2.41020510,2.95412569,0.01061459,0.01823110,0.26985801,2.54008466,0.08288008,0.20476529,0.14338080,0.00097194
-2.40420210,2.86023209,0.01067085,0.01788544,0.26781433,2.44501680,0.08515091,0.20397030,0.13519326,0.00097677
-2.39819910,2.76675331,0.01074283,0.01759962,0.26631257,2.35024247,0.08741393,0.20327706,0.12725316,0.00098137
-2.39219610,2.67474661,0.01082860,0.01738693,0.26544103,2.25682513,0.08964400,0.20268785,0.11967606,0.00098561
-2.38619310,2.58512058,0.01092548,0.01725961,0.26527636,2.16569655,0.09181094,0.20219748,0.11256935,0.00098930
-2.38019010,2.49862472,0.01103014,0.01722865,0.26588204,2.07764422,0.09388033,0.20179453,0.10603085,0.00099224
-2.37418709,2.41584806,0.01113862,0.01730348,0.26730766,1.99330667,0.09581446,0.20146308,0.10014784,0.00099422
-2.36818409,2.33722611,0.01124649,0.01749187,0.26958892,1.91317610,0.09757361,0.20118486,0.09499676,0.00099502
-2.36218109,2.26305481,0.01134897,0.01779987,0.27274826,1.83760743,0.09911745,0.20094160,0.09064322,0.00099441
-2.35617809,2.19350992,0.01144114,0.01823179,0.27679608,1.76683243,0.10040662,0.20071755,0.08714242,0.00099219
-2.35017509,2.12867011,0.01151811,0.01879036,0.28173229,1.70097744,0.10140435,0.20050191,0.08453969,0.00098818
-2.34417209,2.06854175,0.01157525,0.01947682,0.28754798,1.64008324,0.10207801,0.20029098,0.08287124,0.00098225
-2.33816908,2.01308363,0.01160834,0.02029118,0.29422727,1.58412534,0.10240065,0.20009008,0.08216486,0.00097429
-2.33216608,1.96223005,0.01161384,0.02123245,0.30174882,1.53303351,0.10235233,0.19991488,0.08244043,0.00096428
-2.32616308,1.91591060,0.01158902,0.02229895,0.31008716,1.48670918,0.10192131,0.19979218,0.08371041,0.00095224
-2.32016008,1.87406597,0.01153213,0.02348855,0.31921352,1.44503994,0.10110491,0.19976018,0.08597990,0.00093825
-2.31415708,1.83665873,0.01144254,0.02479902,0.32909617,1.40791036,0.09991009,0.19986797,0.08924661,0.00092245
-2.30815408,1.80367908,0.01132078,0.02622822,0.33970024,1.37520911,0.09835380,0.20017450,0.09350045,0.00090505
-2.30215108,1.77514565,0.01116867,0.02777440,0.35098706,1.34683213,0.09646291,0.20074703,0.09872295,0.00088630
-2.29614807,1.75110170,0.01098924,0.02943635,0.36291306,1.32268250,0.09427388,0.20165899,0.10488654,0.00086649
-2.29014507,1.73160761,0.01078676,0.03121359,0.37542833,1.30266730,0.09183206,0.20298759,0.11195367,0.00084597
-2.28414207,1.71673050,0.01056665,0.03310643,0.38847511,1.28669236,0.08919080,0.20481113,0.11987609,0.00082508
-2.27813907,1.70653224,0.01033534,0.03511607,0.40198626,1.27465572,0.08641020,0.20720614,0.12859409,0.00080417
-2.27213607,1.70105674,0.01010016,0.03724457,0.41588394,1.26644056,0.08355572,0.21024462,0.13803613,0.00078360
-2.26613307,1.70031771,0.00986914,0.03949479,0.43007872,1.26190863,0.08069659,0.21399131,0.14811866,0.00076370
-2.26013007,1.70428789,0.00965083,0.04187028,0.44446922,1.26089461,0.07790407,0.21850121,0.15874649,0.00074477
-2.25412706,1.71289028,0.00945405,0.04437516,0.45894238,1.26320226,0.07524966,0.22381733,0.16981348,0.00072710
-2.24812406,1.72599210,0.00928767,0.04701384,0.47337458,1.26860251,0.07280329,0.22996890,0.18120383,0.00071089
-2.24212106,1.74340164,0.00916037,0.04979082,0.48763339,1.27683381,0.07063144,0.23696981,0.19279381,0.00069630
-2.23611806,1.76486804,0.00908039,0.05271032,0.50158013,1.28760457,0.06879541,0.24481754,0.20445392,0.00068346
-2.23011506,1.79008369,0.00905530,0.05577593,0.51507301,1.30059761,0.06734964,0.25349242,0.21605140,0.00067240
-2.22411206,1.81868901,0.00909173,0.05899018,0.52797068,1.31547612,0.06634017,0.26295728,0.22745306,0.00066312
-2.21810905,1.85027886,0.00919521,0.06235406,0.54013614,1.33189066,0.06580329,0.27315730,0.23852817,0.00065556
-2.21210605,1.88441006,0.00936990,0.06586655,0.55144059,1.34948666,0.06576442,0.28402031,0.24915137,0.00064959
-2.20610305,1.92060923,0.00961847,0.06952404,0.56176709,1.36791171,0.06623716,0.29545721,0.25920542,0.00064507
-2.20010005,1.95838043,0.00994193,0.07331980,0.57101379,1.38682221,0.06722269,0.30736261,0.26858366,0.00064179
-2.19409705,1.99721195,0.01033952,0.07724346,0.57909652,1.40588881,0.06870946,0.31961577,0.27719201,0.00063951
-2.18809405,2.03658201,0.01080863,0.08128050,0.58595049,1.42480034,0.07067314,0.33208164,0.28495054,0.00063800
-2.18209105,2.07596301,0.01134477,0.08541184,0.59153117,1.44326590,0.07307692,0.34461219,0.29179436,0.00063698
-2.17608804,2.11482440,0.01194161,0.08961349,0.59581404,1.46101527,0.07587221,0.35704796,0.29767397,0.00063618
-2.17008504,2.15263435,0.01259101,0.09385640,0.59879353,1.47779755,0.07899954,0.36921990,0.30255505,0.00063532
-2.16408204,2.18886050,0.01328316,0.09810635,0.60048098,1.49337846,0.08238990,0.38095157,0.30641767,0.00063415
-2.15807904,2.22297031,0.01400677,0.10232418,0.60090197,1.50753664,0.08596632,0.39206160,0.30925509,0.00063241
-2.15207604,2.25443160,0.01474924,0.10646615,0.60009310,1.52005949,0.08964567,0.40236666,0.31107232,0.00062987
-2.14607304,2.28271371,0.01549697,0.11048448,0.59809846,1.53073905,0.09334076,0.41168471,0.31188447,0.00062632
-2.14007004,2.30728999,0.01623568,0.11432820,0.59496623,1.53936849,0.09696248,0.41983862,0.31171508,0.00062157
-2.13406703,2.32764197,0.01695070,0.11794418,0.59074537,1.54573978,0.10042220,0.42666013,0.31059465,0.00061546
-2.12806403,2.34326558,0.01762742,0.12127830,0.58548287,1.54964286,0.10363395,0.43199394,0.30855940,0.00060788
-2.12206103,2.35367943,0.01825158,0.12427683,0.57922171,1.55086665,0.10651680,0.43570198,0.30565047,0.00059874
-2.11605803,2.35843526,0.01880975,0.12688793,0.57199954,1.54920211,0.10899688,0.43766754,0.30191355,0.00058796
-2.11005503,2.35713019,0.01928962,0.12906310,0.56384839,1.54444719,0.11100933,0.43779922,0.29739899,0.00057553
-2.10405203,2.34942033,0.01968037,0.13075875,0.55479522,1.53641367,0.11249995,0.43603449,0.29216248,0.00056146
-2.09804902,2.33503521,0.01997296,0.13193761,0.54486338,1.52493547,0.11342643,0.43234270,0.28626612,0.00054579
-2.09204602,2.31379217,0.02016042,0.13257008,0.53407484,1.50987802,0.11375933,0.42672730,0.27977989,0.00052859
-2.08604302,2.28561017,0.02023797,0.13263532,0.52245306,1.49114822,0.11348255,0.41922726,0.27278337,0.00050997
-2.08004002,2.25052196,0.02020316,0.13212215,0.51002620,1.46870424,0.11259344,0.40991753,0.26536764,0.00049005
-2.07403702,2.20868404,0.02005593,0.13102971,0.49683064,1.44256479,0.11110248,0.39890844,0.25763707,0.00046901
-2.06803402,2.16038370,0.01979856,0.12936776,0.48291440,1.41281711,0.10903258,0.38634414,0.24971097,0.00044701
-2.06203102,2.10604253,0.01943557,0.12715668,0.46834027,1.37962321,0.10641801,0.37239993,0.24172497,0.00042426
-2.05602801,2.04621615,0.01897355,0.12442724,0.45318858,1.34322393,0.10330308,0.35727884,0.23383181,0.00040097
-2.05002501,1.98158982,0.01842091,0.12121995,0.43755920,1.30394050,0.09974053,0.34120727,0.22620157,0.00037736
-2.04402201,1.91297001,0.01778766,0.11758426,0.42157286,1.26217329,0.09578985,0.32443008,0.21902121,0.00035368
-2.03801901,1.84127195,0.01708504,0.11357743,0.40537144,1.21839780,0.09151538,0.30720519,0.21249323,0.00033014
-2.03201601,1.76750345,0.01632521,0.10926328,0.38911743,1.17315774,0.08698451,0.28979797,0.20683355,0.00030698
-2.02601301,1.69274551,0.01552091,0.10471070,0.37299227,1.12705549,0.08226583,0.27247543,0.20226839,0.00028442
-2.02001001,1.61813002,0.01468512,0.09999218,0.35719382,1.08074004,0.07742747,0.25550062,0.19903033,0.00026265
-2.01400700,1.54481532,0.01383073,0.09518213,0.34193285,1.03489278,0.07253549,0.23912722,0.19735350,0.00024188
-2.00800400,1.47396007,0.01297024,0.09035533,0.32742869,0.99021161,0.06765255,0.22359455,0.19746785,0.00022227
-2.00200100,1.40669625,0.01211548,0.08558529,0.31390420,0.94739362,0.06283673,0.20912300,0.19959284,0.00020397
-1.99599800,1.34410182,0.01127740,0.08094275,0.30158010,0.90711703,0.05814062,0.19591010,0.20393051,0.00018710
-1.98999500,1.28717392,0.01046586,0.07649425,0.29066893,0.87002286,0.05361060,0.18412712,0.21065806,0.00017176
-1.98399200,1.23680306,0.00968950,0.07230077,0.28136870,0.83669674,0.04928640,0.17391634,0.21992039,0.00015800
-1.97798899,1.19374920,0.00895564,0.06841666,0.27385660,0.80765167,0.04520082,0.16538890,0.23182254,0.00014588
-1.97198599,1.15862033,0.00827022,0.06488854,0.26828269,0.78331209,0.04137973,0.15862327,0.24642256,0.00013540
-1.96598299,1.13185422,0.00763778,0.06175456,0.26476419,0.76399988,0.03784214,0.15366433,0.26372501,0.00012654
-1.95997999,1.11370397,0.00706149,0.05904380,0.26338014,0.74992288,0.03460052,0.15052303,0.28367546,0.00011927
-1.95397699,1.10422801,0.00654321,0.05677582,0.26416705,0.74116625,0.03166122,0.14917657,0.30615624,0.00011351
-1.94797399,1.10328506,0.00608358,0.05496053,0.26711546,0.73768736,0.02902500,0.14956919,0.33098394,0.00010918
-1.94197099,1.11053445,0.00568214,0.05359827,0.27216779,0.73931421,0.02668764,0.15161348,0.35790869,0.00010616
-1.93596798,1.12544217,0.00533744,0.05268003,0.27921752,0.74574800,0.02464067,0.15519231,0.38661580,0.00010434
-1.92996498,1.14729274,0.00504723,0.05218807,0.28810991,0.75656955,0.02287202,0.16016127,0.41672955,0.00010357
-1.92396198,1.17520684,0.00480861,0.05209656,0.29864430,0.77124992,0.02136691,0.16635171,0.44781951,0.00010370
-1.91795898,1.20816442,0.00461817,0.05237260,0.31057798,0.78916472,0.02010851,0.17357432,0.47940917,0.00010457
-1.91195598,1.24503276,0.00447225,0.05297730,0.32363164,0.80961196,0.01907882,0.18162326,0.51098680,0.00010603
-1.90595298,1.28459874,0.00436701,0.05386704,0.33749629,0.83183278,0.01825935,0.19028071,0.54201825,0.00010789
-1.89994997,1.32560424,0.00429869,0.05499487,0.35184133,0.85503437,0.01763185,0.19932183,0.57196126,0.00011002
-1.89394697,1.36678349,0.00426369,0.05631194,0.36632371,0.87841435,0.01717903,0.20852000,0.60028077,0.00011224
-1.88794397,1.40690101,0.00425876,0.05776894,0.38059764,0.90118559,0.01688505,0.21765213,0.62646464,0.00011442
-1.88194097,1.44478864,0.00428108,0.05931748,0.39432473,0.92260048,0.01673610,0.22650402,0.65003919,0.00011643
-1.87593797,1.47938014,0.00432838,0.06091141,0.40718385,0.94197371,0.01672074,0.23487536,0.67058372,0.00011814
-1.86993497,1.50974194,0.00439897,0.06250801,0.41888067,0.95870255,0.01683020,0.24258452,0.68774348,0.00011947
-1.86393197,1.53509865,0.00449176,0.06406887,0.42915607,0.97228380,0.01705856,0.24947254,0.70124041,0.00012032
-1.85792896,1.55485238,0.00460629,0.06556071,0.43779346,0.98232656,0.01740273,0.25540650,0.71088114,0.00012063
-1.85192596,1.56859485,0.00474264,0.06695580,0.44462433,0.98856059,0.01786235,0.26028196,0.71656192,0.00012037
-1.84592296,1.57611200,0.00490140,0.06823222,0.44953213,0.99083958,0.01843959,0.26402438,0.71827007,0.00011952
-1.83991996,1.57738091,0.00508351,0.06937380,0.45245405,0.98913959,0.01913878,0.26658951,0.71608209,0.00011808
-1.83391696,1.57255947,0.00529014,0.07036984,0.45338085,0.98355265,0.01996598,0.26796277,0.71015842,0.00011606
-1.82791396,1.56196933,0.00552258,0.07121466,0.45235479,0.97427616,0.02092843,0.26815761,0.70073518,0.00011350
-1.82191096,1.54607327,0.00578202,0.07190691,0.44946568,0.96159858,0.02203400,0.26721306,0.68811331,0.00011044
-1.81590795,1.52544838,0.00606938,0.07244888,0.44484555,0.94588233,0.02329062,0.26519050,0.67264570,0.00010695
-1.80990495,1.50075644,0.00638520,0.07284568,0.43866201,0.92754496,0.02470564,0.26217000,0.65472303,0.00010309
-1.80390195,1.47271327,0.00672942,0.07310448,0.43111093,0.90703944,0.02628535,0.25824640,0.63475895,0.00009894
-1.79789895,1.44205865,0.00710131,0.07323379,0.42240875,0.88483491,0.02803453,0.25352527,0.61317544,0.00009457
-1.79189595,1.40952839,0.00749939,0.07324294,0.41278474,0.86139852,0.02995605,0.24811916,0.59038896,0.00009006
-1.78589295,1.37582993,0.00792134,0.07314164,0.40247387,0.83717963,0.03205072,0.24214421,0.56679807,0.00008547
-1.77988994,1.34162264,0.00836404,0.07293980,0.39171036,0.81259677,0.03431718,0.23571739,0.54277305,0.00008088
-1.77388694,1.30750353,0.00882363,0.07264749,0.38072238,0.78802799,0.03675206,0.22895442,0.51864778,0.00007634
-1.76788394,1.27399891,0.00929562,0.07227519,0.36972802,0.76380498,0.03935022,0.22196851,0.49471426,0.00007190
-1.76188094,1.24156197,0.00977508,0.07183410,0.35893260,0.74021085,0.04210520,0.21486999,0.47121978,0.00006762
-1.75587794,1.21057596,0.01025683,0.07133668,0.34852746,0.71748137,0.04500979,0.20776660,0.44836651,0.00006351
-1.74987494,1.18136245,0.01073572,0.07079722,0.33868993,0.69580954,0.04805674,0.20076458,0.42631357,0.00005961
-1.74387194,1.15419354,0.01120692,0.07023250,0.32958451,0.67535262,0.05123953,0.19397029,0.40518098,0.00005593
-1.73786893,1.12930710,0.01166627,0.06966234,0.32136498,0.65624108,0.05455322,0.18749213,0.38505518,0.00005247
-1.73186593,1.10692356,0.01211055,0.06911015,0.31417701,0.63858873,0.05799529,0.18144266,0.36599569,0.00004925
-1.72586293,1.08726310,0.01253784,0.06860328,0.30816117,0.62250316,0.06156636,0.17594067,0.34804227,0.00004624
-1.71985993,1.07056177,0.01294777,0.06817318,0.30345586,0.60809575,0.06527095,0.17111287,0.33122226,0.00004345
-1.71385693,1.05708550,0.01334183,0.06785538,0.30019996,0.59549044,0.06911794,0.16709512,0.31555752,0.00004085
-1.70785393,1.04714089,0.01372348,0.06768914,0.29853479,0.58483084,0.07312096,0.16403295,0.30107064,0.00003844
-1.70185093,1.04108193,0.01409836,0.06771698,0.29860529,0.57628497,0.07729851,0.16208116,0.28779010,0.00003620
-1.69584792,1.03931211,0.01447429,0.06798379,0.30056010,0.57004744,0.08167378,0.16140248,0.27575419,0.00003411
-1.68984492,1.04228171,0.01486123,0.06853589,0.30455053,0.56633884,0.08627431,0.16216520,0.26501343,0.00003216
-1.68384192,1.05048001,0.01527117,0.06941979,0.31072829,0.56540231,0.09113120,0.16453968,0.25563164,0.00003033
-1.67783892,1.06442286,0.01571791,0.07068084,0.31924200,0.56749748,0.09627822,0.16869393,0.24768545,0.00002861
-1.67183592,1.08463595,0.01621672,0.07236179,0.33023264,0.57289199,0.10175054,0.17478826,0.24126252,0.00002699
-1.66583292,1.11163436,0.01678400,0.07450134,0.34382788,0.58185099,0.10758324,0.18296910,0.23645861,0.00002547
-1.65982991,1.14589948,0.01743677,0.07713266,0.36013577,0.59462506,0.11380967,0.19336243,0.23337349,0.00002403
