energy_ev,total_up,Bi_p_up,Bi_d_up,Pt_p_up,Pt_d_up,Te_p_up,Te_d_up
-5.16558279,4.74183327,0.26357291,0.05275939,0.67412803,4.68714520,0.10052753,0.00000000
-5.15957979,4.61821583,0.26438475,0.05116278,0.67224282,4.55823839,0.09706183,0.00000000
-5.15357679,4.50450220,0.26482145,0.04964596,0.66955140,4.43988568,0.09370953,0.00000000
-5.14757379,4.40273371,0.26492649,0.04823538,0.66621475,4.33421257,0.09048487,0.00000000
-5.14157079,4.31468965,0.26476221,0.04695396,0.66243503,4.24304386,0.08740863,0.00000000
-5.13556778,4.24182912,0.26440504,0.04582059,0.65844291,4.16784858,0.08450615,0.00000000
-5.12956478,4.18524070,0.26394017,0.04484984,0.65448351,4.10969360,0.08180524,0.00000000
-5.12356178,4.14560149,0.26345580,0.04405168,0.65080180,4.06920789,0.07933395,0.00000000
-5.11755878,4.12314747,0.26303724,0.04343142,0.64762809,4.04655843,0.07711852,0.00000000
-5.11155578,4.11765621,0.26276135,0.04298973,0.64516432,4.04143909,0.07518140,0.00000000
-5.10555278,4.12844338,0.26269135,0.04272270,0.64357190,4.05307316,0.07353950,0.00000000
-5.09954977,4.15437341,0.26287253,0.04262217,0.64296165,4.08022981,0.07220282,0.00000000
-5.09354677,4.19388469,0.26332893,0.04267593,0.64338640,4.12125467,0.07117339,0.00000000
-5.08754377,4.24502884,0.26406126,0.04286823,0.64483653,4.17411360,0.07044462,0.00000000
-5.08154077,4.30552330,0.26504609,0.04318017,0.64723879,4.23644893,0.07000111,0.00000000
-5.07553777,4.37281552,0.26623639,0.04359026,0.65045827,4.30564630,0.06981885,0.00000000
-5.06953477,4.44415699,0.26756342,0.04407501,0.65430354,4.37891029,0.06986583,0.00000000
-5.06353177,4.51668438,0.26893972,0.04460950,0.65853454,4.45334603,0.07010302,0.00000000
-5.05752876,4.58750511,0.27026320,0.04516805,0.66287277,4.52604434,0.07048565,0.00000000
-5.05152576,4.65378398,0.27142188,0.04572484,0.66701330,4.59416703,0.07096479,0.00000000
-5.04552276,4.71282779,0.27229925,0.04625453,0.67063791,4.65502956,0.07148897,0.00000000
-5.03951976,4.76216465,0.27277965,0.04673290,0.67342856,4.70617777,0.07200604,0.00000000
-5.03351676,4.79961499,0.27275370,0.04713739,0.67508070,4.74545609,0.07246491,0.00000000
-5.02751376,4.82335169,0.27212325,0.04744766,0.67531562,4.77106476,0.07281733,0.00000000
-5.02151076,4.83194721,0.27080566,0.04764605,0.67389136,4.78160410,0.07301941,0.00000000
-5.01550775,4.82440617,0.26873730,0.04771794,0.67061159,4.77610453,0.07303303,0.00000000
-5.00950475,4.80018270,0.26587600,0.04765215,0.66533235,4.75404177,0.07282695,0.00000000
-5.00350175,4.75918237,0.26220246,0.04744108,0.65796619,4.71533706,0.07237768,0.00000000
-4.99749875,4.70174934,0.25772050,0.04708092,0.64848398,4.66034329,0.07167001,0.00000000
-4.99149575,4.62864013,0.25245635,0.04657166,0.63691411,4.58981816,0.07069727,0.00000000
-4.98549275,4.54098553,0.24645696,0.04591703,0.62333967,4.50488626,0.06946132,0.00000000
-4.97948974,4.44024330,0.23978743,0.04512435,0.60789368,4.40699226,0.06797226,0.00000000
-4.97348674,4.32814384,0.23252798,0.04420433,0.59075282,4.29784761,0.06624796,0.00000000
-4.96748374,4.20663174,0.22477039,0.04317069,0.57213019,4.17937340,0.06431338,0.00000000
-4.96148074,4.07780567,0.21661423,0.04203983,0.55226732,4.05364180,0.06219985,0.00000000
-4.95547774,3.94385930,0.20816316,0.04083031,0.53142618,3.92281854,0.05994414,0.00000000
-4.94947474,3.80702518,0.19952138,0.03956238,0.50988126,3.78910838,0.05758770,0.00000000
-4.94347174,3.66952368,0.19079035,0.03825742,0.48791227,3.65470541,0.05517570,0.00000000
-4.93746873,3.53351803,0.18206606,0.03693739,0.46579761,3.52174935,0.05275630,0.00000000
-4.93146573,3.40107660,0.17343680,0.03562422,0.44380883,3.39228863,0.05037985,0.00000000
-4.92546273,3.27414268,0.16498151,0.03433927,0.42220614,3.26825072,0.04809825,0.00000000
-4.91945973,3.15451165,0.15676875,0.03310278,0.40123506,3.15141945,0.04596435,0.00000000
-4.91345673,3.04381523,0.14885619,0.03193336,0.38112402,3.04341911,0.04403138,0.00000000
-4.90745373,2.94351181,0.14129073,0.03084753,0.36208294,2.94570420,0.04235251,0.00000000
-4.90145073,2.85488191,0.13410890,0.02985936,0.34430249,2.85955429,0.04098029,0.00000000
-4.89544772,2.77902765,0.12733775,0.02898014,0.32795399,2.78607238,0.03996622,0.00000000
-4.88944472,2.71687469,0.12099590,0.02821814,0.31318961,2.72618594,0.03936015,0.00000000
-4.88344172,2.66917566,0.11509475,0.02757852,0.30014269,2.68064924,0.03920964,0.00000000
-4.87743872,2.63651364,0.10963975,0.02706325,0.28892809,2.65004592,0.03955925,0.00000000
-4.87143572,2.61930493,0.10463162,0.02667117,0.27964224,2.63479090,0.04044965,0.00000000
-4.86543272,2.61780001,0.10006741,0.02639816,0.27236291,2.63513087,0.04191660,0.00000000
-4.85942971,2.63208244,0.09594143,0.02623734,0.26714851,2.65114283,0.04398983,0.00000000
-4.85342671,2.66206518,0.09224586,0.02617938,0.26403697,2.68273046,0.04669182,0.00000000
-4.84742371,2.70748449,0.08897128,0.02621287,0.26304411,2.72961835,0.05003642,0.00000000
-4.84142071,2.76789170,0.08610673,0.02632471,0.26416167,2.79134443,0.05402759,0.00000000
-4.83541771,2.84264352,0.08363974,0.02650056,0.26735507,2.86725108,0.05865798,0.00000000
-4.82941471,2.93089170,0.08155606,0.02672525,0.27256109,2.95647593,0.06390781,0.00000000
-4.82341171,3.03157323,0.07983925,0.02698327,0.27968560,3.05794322,0.06974380,0.00000000
-4.81740870,3.14340241,0.07847017,0.02725909,0.28860164,3.17035699,0.07611839,0.00000000
-4.81140570,3.26486614,0.07742653,0.02753765,0.29914809,3.29219758,0.08296936,0.00000000
-4.80540270,3.39422391,0.07668234,0.02780458,0.31112908,3.42172254,0.09021980,0.00000000
-4.79939970,3.52951398,0.07620760,0.02804653,0.32431439,3.55697354,0.09777862,0.00000000
-4.79339670,3.66856690,0.07596804,0.02825135,0.33844111,3.69579028,0.10554151,0.00000000
-4.78739370,3.80902740,0.07592519,0.02840827,0.35321649,3.83583252,0.11339254,0.00000000
-4.78139070,3.94838534,0.07603655,0.02850795,0.36832228,3.97461072,0.12120623,0.00000000
-4.77538769,4.08401589,0.07625615,0.02854257,0.38342033,4.10952565,0.12885018,0.00000000
-4.76938469,4.21322869,0.07653529,0.02850580,0.39815954,4.23791655,0.13618807,0.00000000
-4.76338169,4.33332510,0.07682355,0.02839280,0.41218384,4.35711729,0.14308313,0.00000000
-4.75737869,4.44166218,0.07707000,0.02820012,0.42514109,4.46451895,0.14940177,0.00000000
-4.75137569,4.53572141,0.07722456,0.02792571,0.43669249,4.55763710,0.15501735,0.00000000
-4.74537269,4.61317979,0.07723948,0.02756879,0.44652220,4.63418150,0.15981390,0.00000000
-4.73936968,4.67198048,0.07707078,0.02712984,0.45434670,4.69212535,0.16368968,0.00000000
-4.73336668,4.71039999,0.07667974,0.02661049,0.45992355,4.72977132,0.16656036,0.00000000
-4.72736368,4.72710877,0.07603417,0.02601354,0.46305914,4.74581116,0.16836172,0.00000000
-4.72136068,4.72122223,0.07510956,0.02534285,0.46361501,4.73937613,0.16905173,0.00000000
-4.71535768,4.69233949,0.07388993,0.02460337,0.46151250,4.71007527,0.16861198,0.00000000
-4.70935468,4.64056753,0.07236843,0.02380103,0.45673550,4.65801958,0.16704825,0.00000000
-4.70335168,4.56652921,0.07054761,0.02294274,0.44933109,4.58383014,0.16439032,0.00000000
-4.69734867,4.47135416,0.06843936,0.02203629,0.43940811,4.48862951,0.16069105,0.00000000
-4.69134567,4.35665245,0.06606450,0.02109027,0.42713372,4.37401601,0.15602459,0.00000000
-4.68534267,4.22447195,0.06345209,0.02011398,0.41272808,4.24202171,0.15048404,0.00000000
-4.67933967,4.07724063,0.06063848,0.01911726,0.39645735,4.09505568,0.14417850,0.00000000
-4.67333667,3.91769648,0.05766608,0.01811033,0.37862550,3.93583448,0.13722974,0.00000000
-4.66733367,3.74880757,0.05458207,0.01710360,0.35956509,3.76730307,0.12976853,0.00000000
-4.66133067,3.57368585,0.05143687,0.01610748,0.33962759,3.59254915,0.12193093,0.00000000
-4.65532766,3.39549817,0.04828269,0.01513211,0.31917354,3.41471468,0.11385460,0.00000000
-4.64932466,3.21737819,0.04517201,0.01418719,0.29856304,3.23690812,0.10567525,0.00000000
-4.64332166,3.04234262,0.04215619,0.01328172,0.27814676,3.06212090,0.09752345,0.00000000
-4.63731866,2.87321500,0.03928413,0.01242379,0.25825798,2.89315136,0.08952178,0.00000000
-4.63131566,2.71255961,0.03660120,0.01162045,0.23920571,2.73253874,0.08178252,0.00000000
-4.62531266,2.56262763,0.03414819,0.01087748,0.22126912,2.58250935,0.07440582,0.00000000
-4.61930965,2.42531682,0.03196061,0.01019937,0.20469342,2.44493638,0.06747846,0.00000000
-4.61330665,2.30214543,0.03006815,0.00958918,0.18968709,2.32131393,0.06107315,0.00000000
-4.60730365,2.19424029,0.02849429,0.00904854,0.17642045,2.21274528,0.05524823,0.00000000
-4.60130065,2.10233837,0.02725621,0.00857771,0.16502556,2.11994476,0.05004802,0.00000000
-4.59529765,2.02680059,0.02636485,0.00817559,0.15559716,2.04325197,0.04550339,0.00000000
-4.58929465,1.96763636,0.02582512,0.00783986,0.14819457,1.98265670,0.04163277,0.00000000
-4.58329165,1.92453671,0.02563634,0.00756708,0.14284440,1.93783260,0.03844336,0.00000000
-4.57728864,1.89691416,0.02579277,0.00735294,0.13954378,1.90817745,0.03593255,0.00000000
-4.57128564,1.88394708,0.02628428,0.00719232,0.13826410,1.89285798,0.03408942,0.00000000
-4.56528264,1.88462661,0.02709715,0.00707961,0.13895497,1.89085694,0.03289636,0.00000000
-4.55927964,1.89780421,0.02821496,0.00700880,0.14154837,1.90102081,0.03233058,0.00000000
-4.55327664,1.92223832,0.02961947,0.00697378,0.14596279,1.92210627,0.03236572,0.00000000
-4.54727364,1.95663869,0.03129165,0.00696842,0.15210736,1.95282413,0.03297324,0.00000000
-4.54127064,1.99970739,0.03321267,0.00698685,0.15988582,1.99187969,0.03412380,0.00000000
-4.53526763,2.05017554,0.03536485,0.00702353,0.16920027,2.03800860,0.03578850,0.00000000
-4.52926463,2.10683540,0.03773264,0.00707343,0.17995462,2.09000781,0.03793990,0.00000000
-4.52326163,2.16856713,0.04030336,0.00713211,0.19205762,2.14676118,0.04055296,0.00000000
-4.51725863,2.23436016,0.04306798,0.00719585,0.20542548,2.20725961,0.04360571,0.00000000
-4.51125563,2.30332889,0.04602159,0.00726163,0.21998384,2.27061557,0.04707974,0.00000000
-4.50525263,2.37472269,0.04916371,0.00732722,0.23566907,2.33607218,0.05096048,0.00000000
-4.49924962,2.44793011,0.05249829,0.00739115,0.25242877,2.40300677,0.05523717,0.00000000
-4.49324662,2.52247732,0.05603347,0.00745270,0.27022134,2.47092916,0.05990260,0.00000000
-4.48724362,2.59802099,0.05978100,0.00751185,0.28901469,2.53947482,0.06495253,0.00000000
-4.48124062,2.67433561,0.06375529,0.00756916,0.30878380,2.60839317,0.07038489,0.00000000
-4.47523762,2.75129577,0.06797225,0.00762576,0.32950741,2.67753133,0.07619858,0.00000000
-4.46923462,2.82885378,0.07244775,0.00768317,0.35116371,2.74681398,0.08239213,0.00000000
-4.46323162,2.90701346,0.07719593,0.00774319,0.37372530,2.81621976,0.08896211,0.00000000
-4.45722861,2.98580088,0.08222722,0.00780777,0.39715354,2.88575519,0.09590130,0.00000000
-4.45122561,3.06523335,0.08754643,0.00787887,0.42139258,2.95542709,0.10319692,0.00000000
-4.44522261,3.14528793,0.09315077,0.00795828,0.44636339,3.02521460,0.11082870,0.00000000
-4.43921961,3.22587092,0.09902800,0.00804755,0.47195824,3.09504215,0.11876719,0.00000000
-4.43321661,3.30679014,0.10515486,0.00814777,0.49803587,3.16475480,0.12697222,0.00000000
-4.42721361,3.38773128,0.11149585,0.00825955,0.52441786,3.23409711,0.13539169,0.00000000
-4.42121061,3.46824006,0.11800244,0.00838284,0.55088651,3.30269709,0.14396082,0.00000000
-4.41520760,3.54771148,0.12461289,0.00851692,0.57718461,3.37005618,0.15260194,0.00000000
-4.40920460,3.62538706,0.13125258,0.00866034,0.60301716,3.43554609,0.16122481,0.00000000
-4.40320160,3.70036078,0.13783510,0.00881094,0.62805536,3.49841323,0.16972771,0.00000000
-4.39719860,3.77159391,0.14426386,0.00896583,0.65194275,3.55779059,0.17799909,0.00000000
-4.39119560,3.83793834,0.15043441,0.00912151,0.67430340,3.61271712,0.18591996,0.00000000
-4.38519260,3.89816776,0.15623718,0.00927391,0.69475186,3.66216363,0.19336679,0.00000000
-4.37918959,3.95101531,0.16156077,0.00941859,0.71290464,3.70506445,0.20021498,0.00000000
-4.37318659,3.99521610,0.16629544,0.00955079,0.72839249,3.74035315,0.20634263,0.00000000
-4.36718359,4.02955269,0.17033681,0.00966570,0.74087320,3.76700084,0.21163456,0.00000000
-4.36118059,4.05290129,0.17358947,0.00975854,0.75004406,3.78405527,0.21598640,0.00000000
-4.35517759,4.06427660,0.17597048,0.00982481,0.75565359,3.79067869,0.21930844,0.00000000
-4.34917459,4.06287296,0.17741245,0.00986045,0.75751182,3.78618279,0.22152917,0.00000000
-4.34317159,4.04809999,0.17786614,0.00986197,0.75549855,3.77005904,0.22259837,0.00000000
-4.33716858,4.01961091,0.17730242,0.00982661,0.74956935,3.74200302,0.22248940,0.00000000
-4.33116558,3.97732232,0.17571352,0.00975247,0.73975882,3.70193160,0.22120072,0.00000000
-4.32516258,3.92142445,0.17311350,0.00963857,0.72618093,3.64999231,0.21875660,0.00000000
-4.31915958,3.85238158,0.16953790,0.00948488,0.70902654,3.58656454,0.21520669,0.00000000
-4.31315658,3.77092261,0.16504261,0.00929238,0.68855810,3.51225255,0.21062481,0.00000000
-4.30715358,3.67802234,0.15970209,0.00906297,0.66510185,3.42787082,0.20510676,0.00000000
