energy_ev,total_up,Se_s_up,Se_p_up,Sn_p_up,Sn_d_up,Ti_p_up,Ti_d_up
-6.00000000,1.54713936,0.02548933,0.88398727,0.08568594,0.00006600,1.07302969,0.26830548
-5.99399700,1.50421454,0.02541327,0.85177774,0.08394707,0.00006576,1.02393331,0.26480780
-5.98799400,1.46221024,0.02537902,0.82053732,0.08220699,0.00006566,0.97415419,0.26204435
-5.98199100,1.42229167,0.02539647,0.79104276,0.08052817,0.00006574,0.92468802,0.26019963
-5.97598799,1.38558728,0.02547341,0.76403956,0.07896980,0.00006603,0.87651964,0.25944568
-5.96998499,1.35315663,0.02561502,0.74022205,0.07758577,0.00006657,0.83060005,0.25993621
-5.96398199,1.32596114,0.02582351,0.72021555,0.07642289,0.00006741,0.78782538,0.26180137
-5.95797899,1.30483848,0.02609783,0.70456125,0.07551950,0.00006859,0.74901831,0.26514324
-5.95197599,1.29048127,0.02643354,0.69370391,0.07490447,0.00007013,0.71491230,0.27003221
-5.94597299,1.28342062,0.02682291,0.68798288,0.07459662,0.00007208,0.68613852,0.27650432
-5.93996998,1.28401457,0.02725508,0.68762601,0.07460460,0.00007446,0.66321580,0.28455966
-5.93396698,1.29244156,0.02771645,0.69274680,0.07492716,0.00007730,0.64654320,0.29416174
-5.92796398,1.30869876,0.02819123,0.70334417,0.07555377,0.00008060,0.63639517,0.30523797
-5.92196098,1.33260481,0.02866195,0.71930489,0.07646558,0.00008438,0.63291908,0.31768098
-5.91595798,1.36380687,0.02911027,0.74040821,0.07763661,0.00008864,0.63613489,0.33135081
-5.90995498,1.40179132,0.02951764,0.76633246,0.07903512,0.00009334,0.64593688,0.34607793
-5.90395198,1.44589773,0.02986608,0.79666332,0.08062507,0.00009847,0.66209723,0.36166685
-5.89794897,1.49533577,0.03013891,0.83090360,0.08236761,0.00010398,0.68427143,0.37790025
-5.89194597,1.54920447,0.03032142,0.86848424,0.08422255,0.00010982,0.71200564,0.39454368
-5.88594297,1.60651362,0.03040142,0.90877647,0.08614973,0.00011592,0.74474574,0.41135048
-5.87993997,1.66620680,0.03036979,0.95110500,0.08811023,0.00012220,0.78184848,0.42806711
-5.87393697,1.72718582,0.03022071,0.99476216,0.09006749,0.00012858,0.82259441,0.44443858
-5.86793397,1.78833606,0.02995198,1.03902277,0.09198817,0.00013497,0.86620282,0.46021407
-5.86193097,1.84855235,0.02956498,1.08315967,0.09384291,0.00014127,0.91184834,0.47515253
-5.85592796,1.90676495,0.02906466,1.12645973,0.09560683,0.00014738,0.95867915,0.48902826
-5.84992496,1.96196495,0.02845932,1.16823987,0.09725987,0.00015321,1.00583637,0.50163626
-5.84392196,2.01322850,0.02776028,1.20786287,0.09878703,0.00015866,1.05247410,0.51279732
-5.83791896,2.05973922,0.02698148,1.24475240,0.10017835,0.00016364,1.09777959,0.52236259
-5.83191596,2.10080779,0.02613898,1.27840672,0.10142882,0.00016808,1.14099278,0.53021754
-5.82591296,2.13588813,0.02525042,1.30841057,0.10253816,0.00017192,1.18142438,0.53628507
-5.81990995,2.16458925,0.02433448,1.33444447,0.10351039,0.00017510,1.21847182,0.54052769
-5.81390695,2.18668204,0.02341027,1.35629105,0.10435335,0.00017759,1.25163227,0.54294846
-5.80790395,2.20210061,0.02249676,1.37383785,0.10507811,0.00017937,1.28051193,0.54359066
-5.80190095,2.21093765,0.02161226,1.38707624,0.10569819,0.00018044,1.30483135,0.54253614
-5.79589795,2.21343377,0.02077389,1.39609632,0.10622875,0.00018081,1.32442614,0.53990215
-5.78989495,2.20996107,0.01999712,1.40107786,0.10668567,0.00018051,1.33924328,0.53583685
-5.78389195,2.20100144,0.01929541,1.40227754,0.10708453,0.00017958,1.34933295,0.53051352
-5.77788894,2.18712043,0.01867980,1.40001297,0.10743959,0.00017807,1.35483648,0.52412369
-5.77188594,2.16893791,0.01815873,1.39464424,0.10776276,0.00017605,1.35597097,0.51686946
-5.76588294,2.14709677,0.01773778,1.38655400,0.10806262,0.00017358,1.35301152,0.50895528
-5.75987994,2.12223144,0.01741955,1.37612687,0.10834354,0.00017072,1.34627203,0.50057964
-5.75387694,2.09493776,0.01720365,1.36372965,0.10860494,0.00016755,1.33608579,0.49192709
-5.74787394,2.06574583,0.01708672,1.34969313,0.10884075,0.00016412,1.32278687,0.48316088
-5.74187094,2.03509748,0.01706252,1.33429681,0.10903920,0.00016049,1.30669346,0.47441678
-5.73586793,2.00332955,0.01712214,1.31775725,0.10918278,0.00015671,1.28809406,0.46579831
-5.72986493,1.97066399,0.01725425,1.30022090,0.10924858,0.00015282,1.26723733,0.45737371
-5.72386193,1.93720540,0.01744545,1.28176177,0.10920899,0.00014886,1.24432591,0.44917482
-5.71785893,1.90294610,0.01768065,1.26238410,0.10903265,0.00014484,1.21951473,0.44119802
-5.71185593,1.86777848,0.01794355,1.24202988,0.10868568,0.00014079,1.19291342,0.43340705
-5.70585293,1.83151395,0.01821713,1.22059084,0.10813316,0.00013670,1.16459263,0.42573781
-5.69984992,1.79390718,0.01848416,1.19792397,0.10734079,0.00013259,1.13459368,0.41810467
-5.69384692,1.75468439,0.01872780,1.17386990,0.10627661,0.00012844,1.10294061,0.41040804
-5.68784392,1.71357395,0.01893207,1.14827279,0.10491266,0.00012426,1.06965378,0.40254287
-5.68184092,1.67033741,0.01908243,1.12100069,0.10322667,0.00012005,1.03476398,0.39440749
-5.67583792,1.62479929,0.01916619,1.09196503,0.10120342,0.00011580,0.99832596,0.38591243
-5.66983492,1.57687393,0.01917297,1.06113826,0.09883594,0.00011154,0.96043059,0.37698864
-5.66383192,1.52658782,0.01909502,1.02856847,0.09612635,0.00010727,0.92121463,0.36759481
-5.65782891,1.47409629,0.01892741,0.99439023,0.09308631,0.00010302,0.88086765,0.35772328
-5.65182591,1.41969374,0.01866822,0.95883115,0.08973707,0.00009883,0.83963556,0.34740436
-5.64582291,1.36381689,0.01831854,0.92221362,0.08610916,0.00009474,0.79782060,0.33670877
-5.63981991,1.30704094,0.01788239,0.88495191,0.08224167,0.00009079,0.75577789,0.32574817
-5.63381691,1.25006911,0.01736654,0.84754467,0.07818114,0.00008707,0.71390861,0.31467365
-5.62781391,1.19371593,0.01678019,0.81056320,0.07398027,0.00008362,0.67265044,0.30367247
-5.62181091,1.13888545,0.01613467,0.77463628,0.06969631,0.00008055,0.63246578,0.29296297
-5.61580790,1.08654523,0.01544294,0.74043209,0.06538938,0.00007791,0.59382833,0.28278814
-5.60980490,1.03769758,0.01471917,0.70863828,0.06112070,0.00007580,0.55720889,0.27340796
-5.60380190,0.99334907,0.01397819,0.67994079,0.05695083,0.00007429,0.52306105,0.26509092
-5.59779890,0.95447983,0.01323502,0.65500267,0.05293805,0.00007347,0.49180751,0.25810514
-5.59179590,0.92201360,0.01250432,0.63444329,0.04913683,0.00007341,0.46382756,0.25270923
-5.58579290,0.89678975,0.01180000,0.61881906,0.04559658,0.00007418,0.43944631,0.24914349
-5.57978989,0.87953799,0.01113474,0.60860613,0.04236054,0.00007584,0.41892612,0.24762155
-5.57378689,0.87085664,0.01051966,0.60418549,0.03946507,0.00007843,0.40246039,0.24832280
-5.56778389,0.87119485,0.00996405,0.60583114,0.03693903,0.00008199,0.39016986,0.25138584
-5.56178089,0.88083914,0.00947515,0.61370126,0.03480361,0.00008653,0.38210160,0.25690314
-5.55577789,0.89990451,0.00905802,0.62783283,0.03307223,0.00009207,0.37823040,0.26491706
-5.54977489,0.92832997,0.00871550,0.64813948,0.03175078,0.00009858,0.37846248,0.27541717
-5.54377189,0.96587866,0.00844822,0.67441275,0.03083798,0.00010605,0.38264125,0.28833923
-5.53776888,1.01214209,0.00825475,0.70632643,0.03032589,0.00011442,0.39055482,0.30356552
-5.53176588,1.06654855,0.00813167,0.74344391,0.03020057,0.00012364,0.40194479,0.32092666
-5.52576288,1.12837508,0.00807386,0.78522825,0.03044283,0.00013362,0.41651612,0.34020488
-5.51975988,1.19676301,0.00807471,0.83105465,0.03102896,0.00014427,0.43394756,0.36113855
-5.51375688,1.27073633,0.00812642,0.88022503,0.03193156,0.00015548,0.45390223,0.38342793
-5.50775388,1.34922277,0.00822029,0.93198435,0.03312038,0.00016714,0.47603815,0.40674197
-5.50175088,1.43107712,0.00834706,0.98553825,0.03456309,0.00017910,0.50001821,0.43072602
-5.49574787,1.51510614,0.00849717,1.04007162,0.03622614,0.00019124,0.52551938,0.45501018
-5.48974487,1.60009482,0.00866113,1.09476768,0.03807544,0.00020340,0.55224085,0.47921816
-5.48374187,1.68483325,0.00882976,1.14882700,0.04007720,0.00021545,0.57991094,0.50297646
-5.47773887,1.76814357,0.00899446,1.20148619,0.04219854,0.00022722,0.60829252,0.52592343
-5.47173587,1.84890639,0.00914745,1.25203547,0.04440816,0.00023859,0.63718694,0.54771817
-5.46573287,1.92608585,0.00928192,1.29983495,0.04667697,0.00024941,0.66643627,0.56804889
-5.45972986,1.99875272,0.00939223,1.34432882,0.04897855,0.00025957,0.69592389,0.58664052
-5.45372686,2.06610479,0.00947400,1.38505728,0.05128962,0.00026894,0.72557337,0.60326122
-5.44772386,2.12748370,0.00952411,1.42166549,0.05359035,0.00027744,0.75534588,0.61772776
-5.44172086,2.18238760,0.00954081,1.45390942,0.05586461,0.00028499,0.78523586,0.62990932
-5.43571786,2.23047908,0.00952361,1.48165811,0.05810002,0.00029153,0.81526542,0.63972972
-5.42971486,2.27158772,0.00947321,1.50489227,0.06028789,0.00029703,0.84547741,0.64716791
-5.42371186,2.30570715,0.00939146,1.52369913,0.06242301,0.00030148,0.87592745,0.65225662
-5.41770885,2.33298626,0.00928110,1.53826345,0.06450324,0.00030488,0.90667496,0.65507930
-5.41170585,2.35371485,0.00914568,1.54885516,0.06652897,0.00030728,0.93777374,0.65576521
-5.40570285,2.36830403,0.00898934,1.55581381,0.06850241,0.00030871,0.96926208,0.65448303
-5.39969985,2.37726200,0.00881656,1.55953034,0.07042679,0.00030925,1.00115294,0.65143311
-5.39369685,2.38116608,0.00863203,1.56042706,0.07230544,0.00030897,1.03342445,0.64683866
-5.38769385,2.38063222,0.00844036,1.55893640,0.07414080,0.00030796,1.06601118,0.64093617
-5.38169085,2.37628331,0.00824595,1.55547956,0.07593352,0.00030631,1.09879660,0.63396566
-5.37568784,2.36871767,0.00805277,1.55044585,0.07768152,0.00030411,1.13160714,0.62616087
-5.36968484,2.35847946,0.00786424,1.54417391,0.07937924,0.00030145,1.16420822,0.61774014
-5.36368184,2.34603239,0.00768309,1.53693557,0.08101701,0.00029842,1.19630274,0.60889821
-5.35767884,2.33173825,0.00751128,1.52892345,0.08258070,0.00029507,1.22753231,0.59979944
-5.35167584,2.31584145,0.00734996,1.52024273,0.08405159,0.00029147,1.25748133,0.59057260
-5.34567284,2.29846053,0.00719945,1.51090793,0.08540657,0.00028765,1.28568425,0.58130780
-5.33966983,2.27958716,0.00705931,1.50084469,0.08661861,0.00028364,1.31163587,0.57205542
-5.33366683,2.25909297,0.00692834,1.48989675,0.08765755,0.00027946,1.33480443,0.56282720
-5.32766383,2.23674372,0.00680476,1.47783783,0.08849115,0.00027508,1.35464732,0.55359952
-5.32166083,2.21222029,0.00668628,1.46438775,0.08908640,0.00027051,1.37062882,0.54431850
-5.31565783,2.18514536,0.00657027,1.44923216,0.08941093,0.00026570,1.38223912,0.53490685
-5.30965483,2.15511420,0.00645393,1.43204471,0.08943459,0.00026064,1.38901404,0.52527190
-5.30365183,2.12172806,0.00633444,1.41251054,0.08913095,0.00025529,1.39055437,0.51531454
-5.29764882,2.08462804,0.00620911,1.39034986,0.08847886,0.00024962,1.38654413,0.50493839
-5.29164582,2.04352771,0.00607560,1.36534027,0.08746367,0.00024362,1.37676667,0.49405892
-5.28564282,1.99824250,0.00593196,1.33733657,0.08607838,0.00023727,1.36111782,0.48261174
-5.27963982,1.94871414,0.00577683,1.30628702,0.08432440,0.00023058,1.33961547,0.47055989
-5.27363682,1.89502889,0.00560947,1.27224512,0.08221200,0.00022358,1.31240483,0.45789952
-5.26763382,1.83742832,0.00542983,1.23537619,0.07976035,0.00021628,1.27975918,0.44466371
-5.26163082,1.77631213,0.00523862,1.19595849,0.07699723,0.00020877,1.24207586,0.43092430
-5.25562781,1.71223294,0.00503722,1.15437872,0.07395835,0.00020109,1.19986759,0.41679154
-5.24962481,1.64588305,0.00482773,1.11112215,0.07068632,0.00019335,1.15374956,0.40241165
-5.24362181,1.57807415,0.00461287,1.06675787,0.06722939,0.00018563,1.10442264,0.38796237
-5.23761881,1.50971098,0.00439591,1.02192004,0.06363992,0.00017805,1.05265365,0.37364684
-5.23161581,1.44176021,0.00418057,0.97728586,0.05997278,0.00017070,0.99925332,0.35968599
-5.22561281,1.37521632,0.00397092,0.93355162,0.05628365,0.00016370,0.94505304,0.34630992
-5.21960980,1.31106593,0.00377126,0.89140773,0.05262735,0.00015714,0.89088138,0.33374876
-5.21360680,1.25025258,0.00358603,0.85151410,0.04905626,0.00015112,0.83754115,0.32222324
-5.20760380,1.19364334,0.00341964,0.81447688,0.04561893,0.00014572,0.78578818,0.31193573
-5.20160080,1.14199884,0.00327644,0.78082753,0.04235891,0.00014099,0.73631228,0.30306180
-5.19559780,1.09594797,0.00316055,0.75100519,0.03931374,0.00013698,0.68972125,0.29574305
-5.18959480,1.05596815,0.00307584,0.72534291,0.03651436,0.00013370,0.64652827,0.29008122
-5.18359180,1.02237191,0.00302577,0.70405817,0.03398468,0.00013114,0.60714296,0.28613400
-5.17758879,0.99529996,0.00301338,0.68724809,0.03174147,0.00012928,0.57186622,0.28391260
-5.17158579,0.97472106,0.00304118,0.67488911,0.02979453,0.00012808,0.54088882,0.28338121
-5.16558279,0.96043803,0.00311115,0.66684122,0.02814705,0.00012745,0.51429339,0.28445837
-5.15957979,0.95209975,0.00322462,0.66285620,0.02679616,0.00012733,0.49205965,0.28702007
-5.15357679,0.94921821,0.00338227,0.66258950,0.02573365,0.00012761,0.47407231,0.29090455
-5.14757379,0.95118967,0.00358408,0.66561502,0.02494682,0.00012819,0.46013119,0.29591844
-5.14157079,0.95731916,0.00382928,0.67144230,0.02441929,0.00012895,0.44996307,0.30184409
-5.13556778,0.96684693,0.00411636,0.67953512,0.02413203,0.00012978,0.44323469,0.30844778
-5.12956478,0.97897611,0.00444302,0.68933100,0.02406419,0.00013057,0.43956647,0.31548835
-5.12356178,0.99290021,0.00480618,0.70026070,0.02419407,0.00013123,0.43854642,0.32272600
-5.11755878,1.00782978,0.00520199,0.71176707,0.02449997,0.00013165,0.43974391,0.32993095
-5.11155578,1.02301712,0.00562589,0.72332269,0.02496098,0.00013176,0.44272284,0.33689149
-5.10555278,1.03777846,0.00607261,0.73444559,0.02555775,0.00013151,0.44705405,0.34342122
-5.09954977,1.05151293,0.00653631,0.74471278,0.02627318,0.00013084,0.45232665,0.34936518
-5.09354677,1.06371783,0.00701065,0.75377106,0.02709304,0.00012972,0.45815812,0.35460462
-5.08754377,1.07399996,0.00748893,0.76134502,0.02800651,0.00012816,0.46420304,0.35906030
-5.08154077,1.08208278,0.00796424,0.76724201,0.02900667,0.00012617,0.47016036,0.36269412
-5.07553777,1.08780944,0.00842966,0.77135405,0.03009085,0.00012376,0.47577911,0.36550919
-5.06953477,1.09114174,0.00887841,0.77365680,0.03126100,0.00012099,0.48086250,0.36754823
-5.06353177,1.09215525,0.00930410,0.77420575,0.03252382,0.00011791,0.48527050,0.36889046
-5.05752876,1.09103095,0.00970087,0.77312993,0.03389083,0.00011460,0.48892066,0.36964722
-5.05152576,1.08804375,0.01006362,0.77062336,0.03537832,0.00011112,0.49178736,0.36995637
-5.04552276,1.08354849,0.01038815,0.76693480,0.03700702,0.00010756,0.49389950,0.36997589
-5.03951976,1.07796386,0.01067132,0.76235609,0.03880172,0.00010400,0.49533663,0.36987692
-5.03351676,1.07175487,0.01091113,0.75720972,0.04079051,0.00010053,0.49622360,0.36983657
-5.02751376,1.06541450,0.01110677,0.75183595,0.04300391,0.00009723,0.49672398,0.37003077
-5.02151076,1.05944516,0.01125863,0.74658010,0.04547372,0.00009417,0.49703228,0.37062757
-5.01550775,1.05434055,0.01136825,0.74178040,0.04823165,0.00009141,0.49736532,0.37178112
-5.00950475,1.05056846,0.01143821,0.73775683,0.05130774,0.00008901,0.49795287,0.37362654
-5.00350175,1.04855521,0.01147199,0.73480136,0.05472862,0.00008702,0.49902800,0.37627595
-4.99749875,1.04867198,0.01147374,0.73316987,0.05851566,0.00008547,0.50081739,0.37981576
-4.99149575,1.05122362,0.01144810,0.73307591,0.06268306,0.00008436,0.50353191,0.38430518
-4.98549275,1.05644013,0.01139992,0.73468654,0.06723606,0.00008371,0.50735794,0.38977619
-4.97948974,1.06447108,0.01133404,0.73812009,0.07216916,0.00008350,0.51244962,0.39623452
-4.97348674,1.07538293,0.01125498,0.74344605,0.07746472,0.00008370,0.51892241,0.40366183
-4.96748374,1.08915941,0.01116680,0.75068662,0.08309177,0.00008429,0.52684823,0.41201871
-4.96148074,1.10570462,0.01107282,0.75981988,0.08900534,0.00008521,0.53625227,0.42124821
-4.95547774,1.12484867,0.01097553,0.77078423,0.09514628,0.00008640,0.54711173,0.43127980
-4.94947474,1.14635549,0.01087645,0.78348371,0.10144164,0.00008781,0.55935643,0.44203329
-4.94347174,1.16993247,0.01077612,0.79779382,0.10780565,0.00008936,0.57287123,0.45342252
-4.93746873,1.19524122,0.01067410,0.81356755,0.11414141,0.00009098,0.58750026,0.46535857
-4.93146573,1.22190927,0.01056907,0.83064111,0.12034304,0.00009261,0.60305263,0.47775229
-4.92546273,1.24954191,0.01045892,0.84883933,0.12629851,0.00009417,0.61930947,0.49051595
-4.91945973,1.27773398,0.01034095,0.86798017,0.13189282,0.00009561,0.63603193,0.50356406
-4.91345673,1.30608098,0.01021208,0.88787856,0.13701159,0.00009686,0.65296991,0.51681323
