energy_ev,total_up,Se_s_up,Se_p_up,Sn_p_up,Sn_d_up,Ti_p_up,Ti_d_up
-4.90745373,1.33418947,0.01006907,0.90834935,0.14154478,0.00009788,0.66987118,0.53018128
-4.90145073,1.36168632,0.00990876,0.92920943,0.14539050,0.00009864,0.68649044,0.54358571
-4.89544772,1.38822690,0.00972832,0.95027936,0.14845861,0.00009911,0.70259833,0.55694175
-4.88944472,1.41350210,0.00952545,0.97138460,0.15067413,0.00009928,0.71798986,0.57016034
-4.88344172,1.43724440,0.00929858,0.99235671,0.15198010,0.00009916,0.73249219,0.58314624
-4.87743872,1.45923306,0.00904703,1.01303487,0.15233985,0.00009876,0.74597164,0.59579666
-4.87143572,1.47929867,0.00877111,1.03326787,0.15173863,0.00009810,0.75833969,0.60800071
-4.86543272,1.49732729,0.00847219,1.05291709,0.15018441,0.00009723,0.76955799,0.61963978
-4.85942971,1.51326421,0.00815271,1.07186030,0.14770785,0.00009620,0.77964220,0.63058916
-4.85342671,1.52711756,0.00781615,1.08999658,0.14436153,0.00009507,0.78866474,0.64072090
-4.84742371,1.53896166,0.00746696,1.10725210,0.14021832,0.00009391,0.79675618,0.64990789
-4.84142071,1.54893997,0.00711043,1.12358658,0.13536911,0.00009280,0.80410533,0.65802902
-4.83541771,1.55726733,0.00675255,1.13899997,0.12991996,0.00009182,0.81095790,0.66497514
-4.82941471,1.56423117,0.00639987,1.15353888,0.12398875,0.00009105,0.81761351,0.67065561
-4.82341171,1.57019123,0.00605928,1.16730213,0.11770158,0.00009058,0.82442100,0.67500487
-4.81740870,1.57557714,0.00573782,1.18044475,0.11118901,0.00009049,0.83177191,0.67798867
-4.81140570,1.58088350,0.00544254,1.19317977,0.10458226,0.00009087,0.84009197,0.67960954
-4.80540270,1.58666188,0.00518031,1.20577722,0.09800966,0.00009180,0.84983062,0.67991091
-4.79939970,1.59350954,0.00495763,1.21855993,0.09159325,0.00009335,0.86144853,0.67897964
-4.79339670,1.60205461,0.00478053,1.23189580,0.08544589,0.00009558,0.87540333,0.67694665
-4.78739370,1.61293788,0.00465442,1.24618651,0.07966877,0.00009856,0.89213377,0.67398532
-4.78139070,1.62679164,0.00458404,1.26185295,0.07434946,0.00010231,0.91204272,0.67030788
-4.77538769,1.64421600,0.00457336,1.27931770,0.06956050,0.00010687,0.93547959,0.66615959
-4.76938469,1.66575385,0.00462552,1.29898546,0.06535857,0.00011225,0.96272280,0.66181116
-4.76338169,1.69186531,0.00474289,1.32122228,0.06178418,0.00011845,0.99396312,0.65754967
-4.75737869,1.72290325,0.00492696,1.34633469,0.05886184,0.00012544,1.02928872,0.65366847
-4.75137569,1.75909103,0.00517843,1.37455000,0.05660070,0.00013319,1.06867279,0.65045658
-4.74537269,1.80050399,0.00549722,1.40599900,0.05499552,0.00014164,1.11196462,0.64818816
-4.73936968,1.84705587,0.00588250,1.44070209,0.05402801,0.00015070,1.15888474,0.64711258
-4.73336668,1.89849133,0.00633274,1.47856002,0.05366831,0.00016028,1.20902490,0.64744561
-4.72736368,1.95438526,0.00684573,1.51934980,0.05387673,0.00017028,1.26185307,0.64936223
-4.72136068,2.01414925,0.00741868,1.56272640,0.05460542,0.00018055,1.31672369,0.65299121
-4.71535768,2.07704539,0.00804819,1.60823015,0.05580023,0.00019098,1.37289293,0.65841186
-4.70935468,2.14220672,0.00873034,1.65529982,0.05740240,0.00020140,1.42953854,0.66565275
-4.70335168,2.20866361,0.00946066,1.70329054,0.05935016,0.00021167,1.48578358,0.67469263
-4.69734867,2.27537485,0.01023419,1.75149584,0.06158028,0.00022163,1.54072290,0.68546307
-4.69134567,2.34126179,0.01104544,1.79917252,0.06402939,0.00023115,1.59345142,0.69785265
-4.68534267,2.40524397,0.01188842,1.84556710,0.06663509,0.00024007,1.64309276,0.71171236
-4.67933967,2.46627431,0.01275661,1.88994231,0.06933689,0.00024826,1.68882688,0.72686170
-4.67333667,2.52337220,0.01364295,1.93160244,0.07207701,0.00025562,1.72991554,0.74309518
-4.66733367,2.57565289,0.01453985,1.96991603,0.07480087,0.00026203,1.76572439,0.76018878
-4.66133067,2.62235182,0.01543917,2.00433498,0.07745751,0.00026743,1.79574058,0.77790609
-4.65532766,2.66284296,0.01633223,2.03440928,0.07999982,0.00027174,1.81958540,0.79600392
-4.64932466,2.69665058,0.01720991,2.05979672,0.08238465,0.00027493,1.83702137,0.81423714
-4.64332166,2.72345432,0.01806265,2.08026753,0.08457288,0.00027698,1.84795375,0.83236281
-4.63731866,2.74308773,0.01888057,2.09570405,0.08652938,0.00027788,1.85242667,0.85014359
-4.63131566,2.75553110,0.01965361,2.10609590,0.08822300,0.00027767,1.85061436,0.86735047
-4.62531266,2.76089922,0.02037171,2.11153119,0.08962657,0.00027638,1.84280815,0.88376506
-4.61930965,2.75942545,0.02102498,2.11218476,0.09071690,0.00027405,1.82940026,0.89918152
-4.61330665,2.75144309,0.02160394,2.10830427,0.09147488,0.00027075,1.81086521,0.91340830
-4.60730365,2.73736547,0.02209975,2.10019514,0.09188561,0.00026655,1.78774003,0.92626987
-4.60130065,2.71766577,0.02250449,2.08820515,0.09193858,0.00026154,1.76060405,0.93760844
-4.59529765,2.69285766,0.02281137,2.07270961,0.09162784,0.00025578,1.73005946,0.94728581
-4.58929465,2.66347753,0.02301503,2.05409755,0.09095232,0.00024938,1.69671306,0.95518518
-4.58329165,2.63006881,0.02311167,2.03275960,0.08991598,0.00024242,1.66116008,0.96121299
-4.57728864,2.59316884,0.02309927,2.00907770,0.08852805,0.00023498,1.62397021,0.96530054
-4.57128564,2.55329834,0.02297768,1.98341690,0.08680314,0.00022716,1.58567638,0.96740536
-4.56528264,2.51095343,0.02274870,1.95611903,0.08476123,0.00021903,1.54676604,0.96751211
-4.55927964,2.46660008,0.02241606,1.92749849,0.08242767,0.00021069,1.50767514,0.96563293
-4.55327664,2.42067067,0.02198533,1.89783963,0.07983290,0.00020220,1.46878454,0.96180715
-4.54727364,2.37356241,0.02146381,1.86739582,0.07701219,0.00019367,1.43041867,0.95610025
-4.54127064,2.32563743,0.02086034,1.83638977,0.07400512,0.00018515,1.39284617,0.94860226
-4.53526763,2.27722416,0.02018503,1.80501522,0.07085511,0.00017673,1.35628229,0.93942545
-4.52926463,2.22861990,0.01944900,1.77343954,0.06760874,0.00016848,1.32089271,0.92870170
-4.52326163,2.18009454,0.01866407,1.74180741,0.06431507,0.00016047,1.28679872,0.91657944
-4.51725863,2.13189511,0.01784245,1.71024531,0.06102499,0.00015277,1.25408331,0.90322064
-4.51125563,2.08425135,0.01699646,1.67886678,0.05779051,0.00014547,1.22279814,0.88879780
-4.50525263,2.03738194,0.01613821,1.64777840,0.05466413,0.00013861,1.19297114,0.87349128
-4.49924962,1.99150149,0.01527936,1.61708617,0.05169830,0.00013226,1.16461447,0.85748706
-4.49324662,1.94682781,0.01443093,1.58690236,0.04894491,0.00012649,1.13773268,0.84097498
-4.48724362,1.90358948,0.01360307,1.55735223,0.04645493,0.00012136,1.11233080,0.82414751
-4.48124062,1.86203300,0.01280502,1.52858058,0.04427804,0.00011692,1.08842198,0.80719910
-4.47523762,1.82242940,0.01204497,1.50075761,0.04246242,0.00011321,1.06603458,0.79032581
-4.46923462,1.78507948,0.01133004,1.47408370,0.04105446,0.00011029,1.04521819,0.77372531
-4.46323162,1.75031742,0.01066632,1.44879271,0.04009855,0.00010819,1.02604833,0.75759685
-4.45722861,1.71851207,0.01005884,1.42515335,0.03963677,0.00010694,1.00862965,0.74214113
-4.45122561,1.69006550,0.00951167,1.40346832,0.03970852,0.00010659,0.99309717,0.72755979
-4.44522261,1.66540845,0.00902795,1.38407101,0.04034994,0.00010713,0.97961553,0.71405435
-4.43921961,1.64499248,0.00860998,1.36731939,0.04159331,0.00010860,0.96837602,0.70182437
-4.43321661,1.62927868,0.00825924,1.35358731,0.04346612,0.00011099,0.95959137,0.69106492
-4.42721361,1.61872311,0.00797644,1.34325316,0.04599006,0.00011429,0.95348848,0.68196297
-4.42121061,1.61375924,0.00776156,1.33668614,0.04917981,0.00011849,0.95029897,0.67469311
-4.41520760,1.61477803,0.00761385,1.33423067,0.05304171,0.00012356,0.95024812,0.66941231
-4.40920460,1.62210609,0.00753182,1.33618927,0.05757230,0.00012947,0.95354233,0.66625413
-4.40320160,1.63598310,0.00751321,1.34280473,0.06275692,0.00013615,0.96035568,0.66532250
-4.39719860,1.65653919,0.00755500,1.35424218,0.06856833,0.00014354,0.97081596,0.66668524
-4.39119560,1.68377353,0.00765333,1.37057193,0.07496555,0.00015155,0.98499092,0.67036780
-4.38519260,1.71753519,0.00780350,1.39175385,0.08189298,0.00016010,1.00287523,0.67634737
-4.37918959,1.75750745,0.00799996,1.41762419,0.08927980,0.00016905,1.02437881,0.68454784
-4.37318659,1.80319646,0.00823633,1.44788556,0.09704000,0.00017830,1.04931716,0.69483583
-4.36718359,1.85392548,0.00850540,1.48210088,0.10507283,0.00018769,1.07740441,0.70701822
-4.36118059,1.90883522,0.00879924,1.51969181,0.11326392,0.00019708,1.10824935,0.72084141
-4.35517759,1.96689098,0.00910929,1.55994227,0.12148702,0.00020630,1.14135525,0.73599253
-4.34917459,2.02689689,0.00942649,1.60200716,0.12960636,0.00021518,1.17612358,0.75210284
-4.34317159,2.08751730,0.00974144,1.64492659,0.13747961,0.00022356,1.21186185,0.76875332
-4.33716858,2.14730491,0.01004463,1.68764529,0.14496137,0.00023127,1.24779575,0.78548255
-4.33116558,2.20473503,0.01032667,1.72903693,0.15190702,0.00023814,1.28308528,0.80179665
-4.32516258,2.25824517,0.01057849,1.76793261,0.15817685,0.00024401,1.31684463,0.81718115
-4.31915958,2.30627834,0.01079161,1.80315287,0.16364034,0.00024875,1.34816522,0.83111449
-4.31315658,2.34732891,0.01095837,1.83354184,0.16818032,0.00025223,1.37614120,0.84308260
-4.30715358,2.37998899,0.01107219,1.85800257,0.17169682,0.00025435,1.39989652,0.85259414
