energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Pt_p_up,Pt_d_up,Te_p_up,Te_d_up
-5.70585293,3.98090633,0.00124032,0.06789173,1.04972166,2.65693451,0.34503027,1.07806890,0.35113437,0.00000000
-5.69984992,3.97055551,0.00135326,0.06603199,1.02535721,2.63976285,0.34152049,1.08329116,0.35324728,0.00000000
-5.69384692,3.96892500,0.00147115,0.06423857,1.00140007,2.62850597,0.33889734,1.09080709,0.35565845,0.00000000
-5.68784392,3.97562706,0.00159271,0.06252748,0.97785584,2.62284147,0.33719443,1.10055925,0.35836179,0.00000000
-5.68184092,3.99001478,0.00171649,0.06091165,0.95472290,2.62228262,0.33641648,1.11241367,0.36132864,0.00000000
-5.67583792,4.01118888,0.00184090,0.05940071,0.93199119,2.62618243,0.33653812,1.12616290,0.36450794,0.00000000
-5.66983492,4.03801251,0.00196421,0.05800092,0.90964144,2.63374345,0.33750369,1.14153074,0.36782717,0.00000000
-5.66383192,4.06913398,0.00208462,0.05671504,0.88764489,2.64403308,0.33922824,1.15817857,0.37119406,0.00000000
-5.65782891,4.10301650,0.00220027,0.05554242,0.86596328,2.65600397,0.34159949,1.17571309,0.37449913,0.00000000
-5.65182591,4.13797431,0.00230929,0.05447907,0.84454939,2.66851893,0.34448081,1.19369532,0.37761882,0.00000000
-5.64582291,4.17221393,0.00240988,0.05351787,0.82334783,2.68037948,0.34771494,1.21165058,0.38041923,0.00000000
-5.63981991,4.20387944,0.00250031,0.05264881,0.80229618,2.69035726,0.35112849,1.22907921,0.38276029,0.00000000
-5.63381691,4.23110039,0.00257899,0.05185925,0.78132655,2.69722714,0.35453693,1.24546793,0.38450015,0.00000000
-5.62781391,4.25204076,0.00264452,0.05113438,0.76036734,2.69980103,0.35774987,1.26030146,0.38549979,0.00000000
-5.62181091,4.26494755,0.00269571,0.05045758,0.73934530,2.69696110,0.36057659,1.27307416,0.38562755,0.00000000
-5.61580790,4.26819743,0.00273165,0.04981091,0.71818781,2.68769146,0.36283141,1.28330150,0.38476336,0.00000000
-5.60980490,4.26033997,0.00275168,0.04917567,0.69682532,2.67110698,0.36433895,1.29053109,0.38280279,0.00000000
-5.60380190,4.24013611,0.00275545,0.04853285,0.67519382,2.64647845,0.36493894,1.29435294,0.37966045,0.00000000
-5.59779890,4.20659062,0.00274291,0.04786376,0.65323738,2.61325305,0.36449056,1.29440883,0.37527282,0.00000000
-5.59179590,4.15897757,0.00271433,0.04715056,0.63091056,2.57106942,0.36287607,1.29040046,0.36960040,0.00000000
-5.58579290,4.09685806,0.00267023,0.04637677,0.60818060,2.51976700,0.36000373,1.28209629,0.36262905,0.00000000
-5.57978989,4.02008972,0.00261146,0.04552776,0.58502930,2.45938913,0.35580991,1.26933682,0.35437049,0.00000000
-5.57378689,3.92882781,0.00253906,0.04459122,0.56145461,2.39018006,0.35026031,1.25203824,0.34486210,0.00000000
-5.56778389,3.82351797,0.00245432,0.04355750,0.53747162,2.31257588,0.34335032,1.23019426,0.33416580,0.00000000
-5.56178089,3.70488116,0.00235868,0.04241991,0.51311307,2.22719002,0.33510457,1.20387629,0.32236632,0.00000000
-5.55577789,3.57389131,0.00225371,0.04117487,0.48842934,2.13479380,0.32557563,1.17323165,0.30956878,0.00000000
-5.54977489,3.43174674,0.00214107,0.03982206,0.46348774,2.03629283,0.31484199,1.13848021,0.29589581,0.00000000
-5.54377189,3.27983639,0.00202248,0.03836436,0.43837134,1.93270039,0.30300543,1.09990928,0.28148414,0.00000000
-5.53776888,3.11970213,0.00189963,0.03680773,0.41317719,1.82510865,0.29018778,1.05786701,0.26648108,0.00000000
-5.53176588,2.95299857,0.00177419,0.03516100,0.38801413,1.71465886,0.27652741,1.01275451,0.25104073,0.00000000
-5.52576288,2.78145162,0.00164775,0.03343556,0.36300023,1.60251173,0.26217526,0.96501685,0.23532025,0.00000000
-5.51975988,2.60681740,0.00152180,0.03164499,0.33825988,1.48981884,0.24729090,0.91513320,0.21947625,0.00000000
-5.51375688,2.43084258,0.00139771,0.02980462,0.31392085,1.37769610,0.23203845,0.86360652,0.20366138,0.00000000
-5.50775388,2.25522739,0.00127668,0.02793103,0.29011127,1.26720012,0.21658267,0.81095282,0.18802132,0.00000000
-5.50175088,2.08159243,0.00115979,0.02604161,0.26695666,1.15930798,0.20108531,0.75769068,0.17269212,0.00000000
-5.49574787,1.91144997,0.00104792,0.02415402,0.24457727,1.05490102,0.18570171,0.70433094,0.15779805,0.00000000
-5.48974487,1.74618042,0.00094181,0.02228578,0.22308564,0.95475282,0.17057791,0.65136718,0.14344996,0.00000000
-5.48374187,1.58701435,0.00084203,0.02045377,0.20258465,0.85952150,0.15584821,0.59926704,0.12974418,0.00000000
-5.47773887,1.43502030,0.00074901,0.01867392,0.18316595,0.76974623,0.14163324,0.54846469,0.11676192,0.00000000
-5.47173587,1.29109818,0.00066302,0.01696088,0.16490892,0.68584776,0.12803864,0.49935469,0.10456922,0.00000000
-5.46573287,1.15597824,0.00058423,0.01532776,0.14788023,0.60813249,0.11515428,0.45228724,0.09321732,0.00000000
-5.45972986,1.03022492,0.00051268,0.01378601,0.13213376,0.53679966,0.10305399,0.40756503,0.08274348,0.00000000
-5.45372686,0.91424526,0.00044834,0.01234530,0.11771112,0.47195109,0.09179586,0.36544168,0.07317215,0.00000000
-5.44772386,0.80830093,0.00039110,0.01101354,0.10464256,0.41360274,0.08142295,0.32612168,0.06451639,0.00000000
-5.44172086,0.71252330,0.00034080,0.00979689,0.09294825,0.36169752,0.07196438,0.28976176,0.05677951,0.00000000
-5.43571786,0.62693050,0.00029725,0.00869994,0.08263974,0.31611877,0.06343679,0.25647356,0.04995682,0.00000000
-5.42971486,0.55144579,0.00026023,0.00772579,0.07372174,0.27670361,0.05584595,0.22632742,0.04403745,0.00000000
-5.42371186,0.48591614,0.00022955,0.00687630,0.06619383,0.24325569,0.04918858,0.19935700,0.03900610,0.00000000
-5.41770885,0.43013054,0.00020500,0.00615232,0.06005222,0.21555700,0.04345420,0.17556449,0.03484466,0.00000000
-5.41170585,0.38383696,0.00018642,0.00555384,0.05529133,0.19337797,0.03862694,0.15492622,0.03153377,0.00000000
-5.40570285,0.34675756,0.00017366,0.00508031,0.05190516,0.17648595,0.03468731,0.13739828,0.02905400,0.00000000
-5.39969985,0.31860149,0.00016662,0.00473082,0.04988840,0.16465159,0.03161378,0.12292197,0.02738691,0.00000000
-5.39369685,0.29907503,0.00016523,0.00450429,0.04923713,0.15765308,0.02938413,0.11142883,0.02651572,0.00000000
-5.38769385,0.28788872,0.00016948,0.00439968,0.04994918,0.15527837,0.02797666,0.10284503,0.02642576,0.00000000
-5.38169085,0.28476148,0.00017937,0.00441614,0.05202407,0.15732526,0.02737099,0.09709498,0.02710447,0.00000000
-5.37568784,0.28942179,0.00019495,0.00455316,0.05546255,0.16359984,0.02754872,0.09410399,0.02854131,0.00000000
-5.36968484,0.30160621,0.00021627,0.00481062,0.06026586,0.17391329,0.02849374,0.09380006,0.03072719,0.00000000
-5.36368184,0.32105555,0.00024340,0.00518896,0.06643459,0.18807761,0.03019235,0.09611452,0.03365380,0.00000000
-5.35767884,0.34750924,0.00027639,0.00568916,0.07396740,0.20590062,0.03263311,0.10098192,0.03731274,0.00000000
-5.35167584,0.38069849,0.00031526,0.00631283,0.08285965,0.22718068,0.03580655,0.10833894,0.04169449,0.00000000
-5.34567284,0.42033896,0.00036000,0.00706222,0.09310194,0.25170171,0.03970468,0.11812266,0.04678733,0.00000000
-5.33966983,0.46612347,0.00041053,0.00794025,0.10467877,0.27922873,0.04432051,0.13026824,0.05257633,0.00000000
-5.33366683,0.51771561,0.00046669,0.00895049,0.11756738,0.30950473,0.04964736,0.14470637,0.05904233,0.00000000
-5.32766383,0.57474486,0.00052822,0.01009718,0.13173688,0.34224884,0.05567830,0.16136046,0.06616118,0.00000000
-5.32166083,0.63680353,0.00059473,0.01138516,0.14714770,0.37715638,0.06240553,0.18014407,0.07390306,0.00000000
-5.31565783,0.70344628,0.00066575,0.01281982,0.16375136,0.41390080,0.06981982,0.20095855,0.08223213,0.00000000
-5.30965483,0.77419218,0.00074062,0.01440705,0.18149071,0.45213770,0.07790995,0.22369124,0.09110644,0.00000000
-5.30365183,0.84852940,0.00081860,0.01615304,0.20030047,0.49151063,0.08666230,0.24821427,0.10047813,0.00000000
-5.29764882,0.92592261,0.00089879,0.01806416,0.22010801,0.53165869,0.09606039,0.27438413,0.11029387,0.00000000
-5.29164582,1.00582235,0.00098017,0.02014670,0.24083441,0.57222546,0.10608451,0.30204208,0.12049562,0.00000000
-5.28564282,1.08767630,0.00106163,0.02240653,0.26239556,0.61286872,0.11671125,0.33101533,0.13102156,0.00000000
-5.27963982,1.17094140,0.00114195,0.02484875,0.28470317,0.65327056,0.12791313,0.36111900,0.14180719,0.00000000
-5.27363682,1.25509621,0.00121987,0.02747722,0.30766568,0.69314716,0.13965808,0.39215875,0.15278650,0.00000000
-5.26763382,1.33965271,0.00129409,0.03029405,0.33118879,0.73225752,0.15190885,0.42393387,0.16389318,0.00000000
-5.26163082,1.42416658,0.00136335,0.03329898,0.35517564,0.77041077,0.16462238,0.45624077,0.17506170,0.00000000
-5.25562781,1.50824526,0.00142638,0.03648883,0.37952644,0.80747124,0.17774902,0.48887655,0.18622830,0.00000000
-5.24962481,1.59155319,0.00148205,0.03985684,0.40413772,0.84336100,0.19123179,0.52164247,0.19733177,0.00000000
-5.24362181,1.67381369,0.00152931,0.04339207,0.42890101,0.87805956,0.20500550,0.55434722,0.20831398,0.00000000
-5.23761881,1.75480741,0.00156729,0.04707886,0.45370128,0.91160061,0.21899604,0.58680966,0.21912012,0.00000000
-5.23161581,1.83436721,0.00159530,0.05089642,0.47841500,0.94406583,0.23311972,0.61886101,0.22969877,0.00000000
-5.22561281,1.91236990,0.00161285,0.05481848,0.50290837,0.97557618,0.24728285,0.65034643,0.24000158,0.00000000
-5.21960980,1.98872545,0.00161971,0.05881324,0.52703558,1.00628092,0.26138163,0.68112580,0.24998296,0.00000000
-5.21360680,2.06336428,0.00161588,0.06284342,0.55063768,1.03634521,0.27530247,0.71107390,0.25959947,0.00000000
-5.20760380,2.13622371,0.00160161,0.06686662,0.57354203,1.06593686,0.28892277,0.74007994,0.26880931,0.00000000
-5.20160080,2.20723461,0.00157739,0.07083593,0.59556280,1.09521319,0.30211227,0.76804659,0.27757177,0.00000000
-5.19559780,2.27630925,0.00154398,0.07470075,0.61650251,1.12430872,0.31473502,0.79488867,0.28584690,0.00000000
-5.18959480,2.34333146,0.00150232,0.07840792,0.63615487,1.15332454,0.32665188,0.82053162,0.29359532,0.00000000
-5.18359180,2.40814988,0.00145359,0.08190303,0.65430886,1.18232019,0.33772362,0.84490994,0.30077834,0.00000000
-5.17758879,2.47057494,0.00139912,0.08513188,0.67075413,1.21130837,0.34781448,0.86796580,0.30735839,0.00000000
-5.17158579,2.53038013,0.00134039,0.08804212,0.68528741,1.24025306,0.35679607,0.88964781,0.31329975,0.00000000
-5.16558279,2.58730742,0.00127898,0.09058484,0.69771985,1.26907116,0.36455144,0.90991018,0.31856964,0.00000000
-5.15957979,2.64107678,0.00121657,0.09271626,0.70788489,1.29763749,0.37097917,0.92871236,0.32313942,0.00000000
-5.15357679,2.69139918,0.00115488,0.09439921,0.71564625,1.32579290,0.37599723,0.94601895,0.32698615,0.00000000
-5.14757379,2.73799228,0.00109563,0.09560447,0.72090577,1.35335503,0.37954646,0.96180012,0.33009405,0.00000000
-5.14157079,2.78059789,0.00104054,0.09631191,0.72361043,1.38013092,0.38159336,0.97603240,0.33245602,0.00000000
-5.13556778,2.81899985,0.00099129,0.09651123,0.72375832,1.40593063,0.38213214,0.98869959,0.33407500,0.00000000
-5.12956478,2.85304134,0.00094948,0.09620250,0.72140302,1.43058115,0.38118581,0.99979396,0.33496501,0.00000000
-5.12356178,2.88264022,0.00091663,0.09539615,0.71665620,1.45393937,0.37880619,1.00931745,0.33515190,0.00000000
-5.11755878,2.90780145,0.00089413,0.09411278,0.70968805,1.47590355,0.37507293,1.01728280,0.33467363,0.00000000
-5.11155578,2.92862561,0.00088326,0.09238244,0.70072557,1.49642227,0.37009132,1.02371453,0.33357998,0.00000000
-5.10555278,2.94531283,0.00088513,0.09024374,0.69004852,1.51550041,0.36398927,1.02864972,0.33193187,0.00000000
-5.09954977,2.95816182,0.00090067,0.08774251,0.67798327,1.53320159,0.35691332,1.03213841,0.32980011,0.00000000
-5.09354677,2.96756379,0.00093062,0.08493041,0.66489469,1.54964702,0.34902398,1.03424381,0.32726364,0.00000000
-5.08754377,2.97399160,0.00097552,0.08186327,0.65117631,1.56501063,0.34049065,1.03504201,0.32440749,0.00000000
-5.08154077,2.97798448,0.00103564,0.07859941,0.63723923,1.57951082,0.33148627,1.03462148,0.32132039,0.00000000
-5.07553777,2.98012923,0.00111103,0.07519801,0.62350020,1.59339928,0.32218200,1.03308213,0.31809218,0.00000000
-5.06953477,2.98103871,0.00120145,0.07171744,0.61036918,1.60694748,0.31274214,1.03053417,0.31481122,0.00000000
-5.06353177,2.98132872,0.00130638,0.06821384,0.59823707,1.62043153,0.30331953,1.02709659,0.31156181,0.00000000
-5.05752876,2.98159447,0.00142503,0.06473984,0.58746392,1.63411650,0.29405167,1.02289550,0.30842188,0.00000000
-5.05152576,2.98238764,0.00155631,0.06134354,0.57836810,1.64824069,0.28505755,1.01806219,0.30546088,0.00000000
-5.04552276,2.98419530,0.00169884,0.05806772,0.57121678,1.66300118,0.27643552,1.01273107,0.30273808,0.00000000
-5.03951976,2.98742149,0.00185099,0.05494936,0.56621804,1.67854100,0.26826201,1.00703743,0.30030130,0.00000000
-5.03351676,2.99237239,0.00201093,0.05201937,0.56351487,1.69493898,0.26059131,1.00111511,0.29818611,0.00000000
-5.02751376,2.99924563,0.00217661,0.04930262,0.56318120,1.71220255,0.25345619,0.99509421,0.29641548,0.00000000
-5.02151076,3.00812423,0.00234587,0.04681818,0.56522007,1.73026410,0.24686940,0.98909869,0.29499989,0.00000000
-5.01550775,3.01897534,0.00251651,0.04457970,0.56956389,1.74898088,0.24082583,0.98324413,0.29393790,0.00000000
-5.00950475,3.03165375,0.00268634,0.04259601,0.57607691,1.76813858,0.23530522,0.97763565,0.29321699,0.00000000
-5.00350175,3.04591004,0.00285328,0.04087179,0.58455954,1.78745836,0.23027533,0.97236608,0.29281483,0.00000000
-4.99749875,3.06140291,0.00301547,0.03940828,0.59475466,1.80660709,0.22569523,0.96751452,0.29270068,0.00000000
-4.99149575,3.07771519,0.00317134,0.03820404,0.60635546,1.82521011,0.22151874,0.96314529,0.29283699,0.00000000
-4.98549275,3.09437297,0.00331971,0.03725570,0.61901470,1.84286623,0.21769774,0.95930756,0.29318110,0.00000000
-4.97948974,3.11086690,0.00345991,0.03655869,0.63235506,1.85916406,0.21418525,0.95603549,0.29368696,0.00000000
-4.97348674,3.12667501,0.00359179,0.03610782,0.64598042,1.87369902,0.21093829,0.95334916,0.29430680,0.00000000
-4.96748374,3.14128625,0.00371581,0.03589789,0.65948749,1.88609049,0.20792019,0.95125614,0.29499279,0.00000000
-4.96148074,3.15422369,0.00383308,0.03592413,0.67247775,1.89599815,0.20510260,0.94975383,0.29569853,0.00000000
-4.95547774,3.16506682,0.00394537,0.03618258,0.68456914,1.90313711,0.20246688,0.94883237,0.29638045,0.00000000
-4.94947474,3.17347206,0.00405505,0.03667034,0.69540732,1.90729114,0.20000510,0.94847803,0.29699909,0.00000000
-4.94347174,3.17919074,0.00416511,0.03738578,0.70467605,1.90832367,0.19772049,0.94867703,0.29752020,0.00000000
-4.93746873,3.18208406,0.00427900,0.03832855,0.71210647,1.90618609,0.19562745,0.94941945,0.29791564,0.00000000
-4.93146573,3.18213449,0.00440061,0.03949964,0.71748500,1.90092331,0.19375115,0.95070301,0.29816426,0.00000000
-4.92546273,3.17945320,0.00453406,0.04090123,0.72065946,1.89267636,0.19212669,0.95253656,0.29825243,0.00000000
-4.91945973,3.17428336,0.00468361,0.04253653,0.72154347,1.88168210,0.19079797,0.95494293,0.29817459,0.00000000
-4.91345673,3.16699908,0.00485345,0.04440955,0.72011875,1.86827022,0.18981624,0.95796091,0.29793352,0.00000000
-4.90745373,3.15810024,0.00504755,0.04652476,0.71643536,1.85285771,0.18923838,0.96164625,0.29754046,0.00000000
-4.90145073,3.14820311,0.00526944,0.04888667,0.71060985,1.83594109,0.18912503,0.96607135,0.29701508,0.00000000
-4.89544772,3.13802732,0.00552211,0.05149945,0.70282138,1.81808681,0.18953847,0.97132374,0.29638522,0.00000000
-4.88944472,3.12837940,0.00580779,0.05436633,0.69330588,1.79992010,0.19054048,0.97750318,0.29568646,0.00000000
-4.88344172,3.12013357,0.00612783,0.05748912,0.68234860,1.78211274,0.19219006,0.98471761,0.29496150,0.00000000
-4.87743872,3.11421023,0.00648261,0.06086754,0.67027508,1.76537005,0.19454121,0.99307789,0.29425930,0.00000000
-4.87143572,3.11155291,0.00687147,0.06449863,0.65744114,1.75041746,0.19764063,1.00269179,0.29363405,0.00000000
-4.86543272,3.11310429,0.00729266,0.06837609,0.64422193,1.73798692,0.20152565,1.01365736,0.29314393,0.00000000
-4.85942971,3.11978202,0.00774335,0.07248968,0.63100073,1.72880343,0.20622224,1.02605605,0.29284973,0.00000000
-4.85342671,3.13245495,0.00821973,0.07682464,0.61815757,1.72357181,0.21174321,1.03994599,0.29281327,0.00000000
-4.84742371,3.15192037,0.00871702,0.08136118,0.60605840,1.72296390,0.21808675,1.05535581,0.29309573,0.00000000
-4.84142071,3.17888295,0.00922968,0.08607409,0.59504477,1.72760623,0.22523534,1.07227931,0.29375585,0.00000000
-4.83541771,3.21393560,0.00975152,0.09093251,0.58542478,1.73806824,0.23315492,1.09067124,0.29484822,0.00000000
-4.82941471,3.25754296,0.01027590,0.09589980,0.57746517,1.75485108,0.24179466,1.11044467,0.29642136,0.00000000
-4.82341171,3.31002752,0.01079590,0.10093375,0.57138504,1.77837710,0.25108714,1.13146989,0.29851609,0.00000000
-4.81740870,3.37155890,0.01130459,0.10598684,0.56735130,1.80897997,0.26094903,1.15357504,0.30116384,0.00000000
-4.81140570,3.44214620,0.01179513,0.11100689,0.56547580,1.84689564,0.27128229,1.17654858,0.30438525,0.00000000
-4.80540270,3.52163381,0.01226104,0.11593784,0.56581433,1.89225436,0.28197586,1.20014335,0.30818888,0.00000000
-4.79939970,3.60970045,0.01269634,0.12072084,0.56836737,1.94507372,0.29290783,1.22408219,0.31257030,0.00000000
-4.79339670,3.70586168,0.01309567,0.12529550,0.57308239,2.00525324,0.30394795,1.24806488,0.31751144,0.00000000
-4.78739370,3.80947593,0.01345439,0.12960132,0.57985767,2.07257073,0.31496054,1.27177609,0.32298026,0.00000000
-4.78139070,3.91975373,0.01376870,0.13357928,0.58854738,2.14668062,0.32580758,1.29489408,0.32893087,0.00000000
-4.77538769,4.03577051,0.01403564,0.13717348,0.59896756,2.22711489,0.33635193,1.31709974,0.33530402,0.00000000
-4.76938469,4.15648249,0.01425308,0.14033280,0.61090297,2.31328672,0.34646063,1.33808576,0.34202796,0.00000000
-4.76338169,4.28074584,0.01441974,0.14301250,0.62411423,2.40449713,0.35600804,1.35756538,0.34901975,0.00000000
-4.75737869,4.40733860,0.01453509,0.14517567,0.63834525,2.49994504,0.36487880,1.37528072,0.35618687,0.00000000
-4.75137569,4.53498533,0.01459930,0.14679459,0.65333055,2.59874048,0.37297052,1.39101013,0.36342928,0.00000000
-4.74537269,4.66238383,0.01461318,0.14785168,0.66880223,2.69992119,0.38019597,1.40457449,0.37064163,0.00000000
-4.73936968,4.78823344,0.01457805,0.14834027,0.68449647,2.80247216,0.38648490,1.41584219,0.37771580,0.00000000
-4.73336668,4.91126428,0.01449567,0.14826498,0.70015932,2.90534769,0.39178523,1.42473270,0.38454350,0.00000000
-4.72736368,5.03026650,0.01436818,0.14764172,0.71555169,3.00749542,0.39606375,1.43121855,0.39101900,0.00000000
-4.72136068,5.14411862,0.01419800,0.14649734,0.73045349,3.10788154,0.39930613,1.43532570,0.39704173,0.00000000
-4.71535768,5.25181389,0.01398777,0.14486888,0.74466685,3.20551607,0.40151644,1.43713228,0.40251882,0.00000000
-4.70935468,5.35248374,0.01374034,0.14280249,0.75801843,3.29947751,0.40271608,1.43676566,0.40736735,0.00000000
-4.70335168,5.44541703,0.01345871,0.14035201,0.77036088,3.38893545,0.40294224,1.43439797,0.41151630,0.00000000
-4.69734867,5.53007440,0.01314602,0.13757736,0.78157354,3.47317035,0.40224593,1.43024019,0.41490802,0.00000000
-4.69134567,5.60609683,0.01280555,0.13454263,0.79156239,3.55158954,0.40068967,1.42453491,0.41749934,0.00000000
-4.68534267,5.67330790,0.01244070,0.13131413,0.80025949,3.62373850,0.39834497,1.41754803,0.41926207,0.00000000
-4.67933967,5.73170950,0.01205500,0.12795834,0.80762185,3.68930712,0.39528970,1.40955961,0.42018300,0.00000000
-4.67333667,5.78147118,0.01165211,0.12453993,0.81363009,3.74813048,0.39160539,1.40085425,0.42026336,0.00000000
-4.66733367,5.82291348,0.01123580,0.12111984,0.81828671,3.80018430,0.38737469,1.39171126,0.41951783,0.00000000
-4.66133067,5.85648618,0.01080995,0.11775352,0.82161428,3.84557529,0.38267903,1.38239509,0.41797308,0.00000000
-4.65532766,5.88274251,0.01037851,0.11448953,0.82365358,3.88452713,0.37759648,1.37314635,0.41566601,0.00000000
-4.64932466,5.90231082,0.00994548,0.11136824,0.82446167,3.91736283,0.37220010,1.36417384,0.41264173,0.00000000
-4.64332166,5.91586500,0.00951486,0.10842103,0.82411002,3.94448465,0.36655660,1.35564801,0.40895137,0.00000000
