energy_ev,total_up,C_s_up,C_p_up,Hf_p_up,Hf_d_up,Li_s_up,S_s_up,S_p_up
-5.77188594,6.68951085,0.06765168,0.39218680,1.45932288,1.01851093,1.01788669,0.06981697,3.45130774
-5.76588294,6.36899597,0.06463678,0.37663989,1.40014727,0.97374314,0.97956238,0.06416682,3.28162142
-5.75987994,6.04897479,0.06159998,0.36094389,1.34096721,0.92848759,0.93921189,0.05879078,3.11219795
-5.75387694,5.73285520,0.05858482,0.34526274,1.28245126,0.88327753,0.89733093,0.05374174,2.94485779
-5.74787394,5.42381722,0.05563315,0.32975564,1.22523759,0.83862269,0.85440686,0.04906332,2.78129358
-5.74187094,5.12479383,0.05278422,0.31457511,1.16993193,0.79500382,0.81091301,0.04478959,2.62306151
-5.73586793,4.83845595,0.05007383,0.29986491,1.11710532,0.75286773,0.76730368,0.04094502,2.47157532
-5.72986493,4.56720021,0.04753355,0.28575790,1.06729138,0.71262274,0.72401005,0.03754463,2.32810229
-5.72386193,4.31313846,0.04519001,0.27237382,1.02098282,0.67463446,0.68143658,0.03459441,2.19376038
-5.71785893,4.07808844,0.04306435,0.25981717,0.97862717,0.63922211,0.63995820,0.03209180,2.06951584
-5.71185593,3.86356506,0.04117178,0.24817528,0.94062160,0.60665514,0.59991808,0.03002642,1.95618107
-5.70585293,3.67077259,0.03952132,0.23751666,0.90730715,0.57715046,0.56162591,0.02838086,1.85441236
-5.69984992,3.50059784,0.03811569,0.22788970,0.87896254,0.55087028,0.52535691,0.02713157,1.76470771
-5.69384692,3.35360537,0.03695138,0.21932196,0.85579808,0.52792067,0.49135141,0.02624989,1.68740483
-5.68784392,3.23003528,0.03601892,0.21181993,0.83794994,0.50835105,0.45981507,0.02570304,1.62267981
-5.68184092,3.12980489,0.03530333,0.20536952,0.82547545,0.49215470,0.43091982,0.02545528,1.57054701
-5.67583792,3.05251503,0.03478466,0.19993712,0.81834979,0.47927033,0.40480537,0.02546893,1.53086056
-5.66983492,2.99746200,0.03443881,0.19547141,0.81646450,0.46958492,0.38158144,0.02570555,1.50331821
-5.66383192,2.96365561,0.03423834,0.19190564,0.81962814,0.46293777,0.36133040,0.02612697,1.48746786
-5.65782891,2.94984374,0.03415348,0.18916049,0.82756936,0.45912566,0.34411047,0.02669635,1.48271709
-5.65182591,2.95454324,0.03415316,0.18714735,0.83994232,0.45790917,0.32995900,0.02737917,1.48834595
-5.64582291,2.97607654,0.03420603,0.18577170,0.85633460,0.45901987,0.31889593,0.02814409,1.50352284
-5.63981991,3.01261330,0.03428159,0.18493673,0.87627715,0.46216818,0.31092698,0.02896372,1.52732322
-5.63381691,3.06221552,0.03435113,0.18454677,0.89925614,0.46705172,0.30604649,0.02981530,1.55875075
-5.62781391,3.12288480,0.03438866,0.18451049,0.92472613,0.47336370,0.30423958,0.03068109,1.59676007
-5.62181091,3.19260981,0.03437169,0.18474369,0.95212409,0.48080117,0.30548351,0.03154874,1.64028061
-5.61580790,3.26941218,0.03428190,0.18517157,0.98088366,0.48907268,0.30974804,0.03241133,1.68824027
-5.60980490,3.35138912,0.03410554,0.18573034,1.01044901,0.49790514,0.31699473,0.03326730,1.73958836
-5.60380190,3.43675089,0.03383375,0.18636821,1.04028787,0.50704960,0.32717519,0.03412011,1.79331655
-5.59779890,3.52385197,0.03346260,0.18704567,1.06990298,0.51628571,0.34022830,0.03497771,1.84847738
-5.59179590,3.61121480,0.03299297,0.18773506,1.09884181,0.52542472,0.35607657,0.03585185,1.90419931
-5.58579290,3.69754537,0.03243018,0.18841969,1.12670402,0.53431107,0.37462191,0.03675721,1.95969804
-5.57978989,3.78174067,0.03178359,0.18909234,1.15314652,0.54282234,0.39574111,0.03771040,2.01428368
-5.57378689,3.86288798,0.03106591,0.18975352,1.17788618,0.55086795,0.41928124,0.03872885,2.06736372
-5.56778389,3.94025689,0.03029249,0.19040951,1.20070009,0.55838647,0.44505557,0.03982965,2.11844202
-5.56178089,4.01328487,0.02948051,0.19107029,1.22142361,0.56534205,0.47284019,0.04102846,2.16711398
-5.55577789,4.08155772,0.02864818,0.19174758,1.23994658,0.57171992,0.50237172,0.04233834,2.21305861
-5.54977489,4.14478632,0.02781386,0.19245316,1.25620789,0.57752149,0.53334649,0.04376880,2.25602811
-5.54377189,4.20278127,0.02699535,0.19319731,1.27018887,0.58275923,0.56542134,0.04532494,2.29583556
-5.53776888,4.25542673,0.02620913,0.19398776,1.28190593,0.58745157,0.59821611,0.04700673,2.33234180
-5.53176588,4.30265515,0.02546984,0.19482895,1.29140288,0.59161820,0.63131806,0.04880857,2.36544198
-5.52576288,4.34442384,0.02478972,0.19572161,1.29874320,0.59527582,0.66428793,0.05071910,2.39505281
-5.51975988,4.38069451,0.02417836,0.19666278,1.30400277,0.59843473,0.69666758,0.05272113,2.42110094
-5.51375688,4.41141659,0.02364250,0.19764601,1.30726318,0.60109612,0.72798898,0.05479201,2.44351312
-5.50775388,4.43651458,0.02318598,0.19866178,1.30860597,0.60325032,0.75778411,0.05690404,2.46220861
-5.50175088,4.45587992,0.02280985,0.19969802,1.30810782,0.60487602,0.78559544,0.05902527,2.47709384
-5.49574787,4.46936722,0.02251258,0.20074071,1.30583699,0.60594030,0.81098661,0.06112036,2.48805988
-5.48974487,4.47679471,0.02229045,0.20177438,1.30185085,0.60639952,0.83355275,0.06315171,2.49498222
-5.48374187,4.47794861,0.02213788,0.20278261,1.29619464,0.60620097,0.85293020,0.06508057,2.49772323
-5.47773887,4.47259108,0.02204799,0.20374836,1.28890139,0.60528510,0.86880507,0.06686836,2.49613669
-5.47173587,4.46047120,0.02201307,0.20465425,1.27999305,0.60358832,0.88092052,0.06847791,2.49007441
-5.46573287,4.44133864,0.02202514,0.20548282,1.26948258,0.60104615,0.88908241,0.06987472,2.47939451
-5.45972986,4.41495948,0.02207646,0.20621665,1.25737712,0.59759661,0.89316317,0.07102815,2.46397093
-5.45372686,4.38113372,0.02216003,0.20683870,1.24368207,0.59318387,0.89310384,0.07191249,2.44370396
-5.44772386,4.33971409,0.02227004,0.20733263,1.22840593,0.58776185,0.88891437,0.07250788,2.41853125
-5.44172086,4.29062562,0.02240226,0.20768335,1.21156583,0.58129779,0.88067204,0.07280111,2.38843897
-5.43571786,4.23388529,0.02255434,0.20787782,1.19319351,0.57377571,0.86851843,0.07278618,2.35347268
-5.42971486,4.16962145,0.02272603,0.20790608,1.17334165,0.56519961,0.85265483,0.07246465,2.31374748
-5.42371186,4.09809191,0.02291928,0.20776252,1.15209009,0.55559624,0.83333652,0.07184580,2.26945702
-5.41770885,4.01970016,0.02313830,0.20744737,1.12955187,0.54501757,0.81086612,0.07094654,2.22088081
-5.41170585,3.93500870,0.02338941,0.20696834,1.10587855,0.53354250,0.78558605,0.06979115,2.16838961
-5.40570285,3.84474843,0.02368090,0.20634226,1.08126457,0.52127802,0.75787066,0.06841075,2.11244812
-5.39969985,3.74982325,0.02402271,0.20559665,1.05595019,0.50835948,0.72811791,0.06684258,2.05361489
-5.39369685,3.65130877,0.02442599,0.20477097,1.03022268,0.49494999,0.69674105,0.06512914,1.99253879
-5.38769385,3.55044430,0.02490272,0.20391756,1.00441541,0.48123875,0.66416029,0.06331714,1.92995204
-5.38169085,3.44861752,0.02546506,0.20310194,0.97890456,0.46743828,0.63079473,0.06145631,1.86665934
-5.37568784,3.34734133,0.02612477,0.20240238,0.95410331,0.45378059,0.59705465,0.05959809,1.80352332
-5.36968484,3.24822292,0.02689258,0.20190878,0.93045339,0.44051210,0.56333425,0.05779428,1.74144633
-5.36368184,3.15292533,0.02777751,0.20172058,0.90841411,0.42788761,0.53000497,0.05609563,1.68134881
-5.35767884,3.06312235,0.02878621,0.20194388,0.88844910,0.41616319,0.49740950,0.05455042,1.62414500
-5.35167584,2.98044800,0.02992234,0.20268768,0.87101112,0.40558840,0.46585655,0.05320304,1.57071641
-5.34567284,2.90644219,0.03118604,0.20405950,0.85652539,0.39639786,0.43561647,0.05209278,1.52188415
-5.33966983,2.84249478,0.03257348,0.20616040,0.84537231,0.38880268,0.40691776,0.05125254,1.47838110
-5.33366683,2.78979027,0.03407646,0.20907975,0.83787009,0.38298190,0.37994457,0.05070792,1.44082502
-5.32766383,2.74925577,0.03568228,0.21288994,0.83425830,0.37907445,0.35483529,0.05047632,1.40969387
-5.32166083,2.72151492,0.03737366,0.21764130,0.83468310,0.37717197,0.33168203,0.05056646,1.38530459
-5.31565783,2.70685026,0.03912888,0.22335767,0.83918514,0.37731286,0.31053133,0.05097802,1.36779636
-5.30965483,2.70517650,0.04092209,0.23003273,0.84769072,0.37947797,0.29138576,0.05170169,1.35711957
-5.30365183,2.71602655,0.04272380,0.23762752,0.86000706,0.38358818,0.27420663,0.05271949,1.35303107
-5.29764882,2.73855190,0.04450154,0.24606922,0.87582214,0.38950422,0.25891745,0.05400541,1.35509659
-5.29164582,2.77153815,0.04622067,0.25525154,0.89470938,0.39702870,0.24540834,0.05552635,1.36270025
-5.28564282,2.81343579,0.04784530,0.26503660,0.91613727,0.40591061,0.23354107,0.05724336,1.37506147
-5.27963982,2.86240567,0.04933934,0.27525851,0.93948394,0.41585210,0.22315453,0.05911309,1.39125862
-5.27363682,2.91637778,0.05066761,0.28572837,0.96405595,0.42651737,0.21407067,0.06108951,1.41025879
-5.26763382,2.97312128,0.05179693,0.29624071,0.98911111,0.43754343,0.20610058,0.06312567,1.43095261
-5.26163082,3.03032297,0.05269721,0.30658092,1.01388401,0.44855231,0.19905049,0.06517554,1.45219273
-5.25562781,3.08567117,0.05334250,0.31653355,1.03761370,0.45916417,0.19272767,0.06719590,1.47283458
-5.24962481,3.13694123,0.05371187,0.32589096,1.05957196,0.46901094,0.18694591,0.06914808,1.49177746
-5.24362181,3.18207911,0.05379021,0.33446202,1.07909129,0.47774973,0.18153049,0.07099947,1.50800446
-5.23761881,3.21927933,0.05356882,0.34208033,1.09559121,0.48507553,0.17632253,0.07272487,1.52061941
-5.23161581,3.24705378,0.05304576,0.34861172,1.10860179,0.49073258,0.17118253,0.07430754,1.52887929
-5.22561281,3.26428852,0.05222609,0.35396055,1.11778340,0.49452403,0.16599311,0.07573976,1.53222071
-5.21960980,3.27028605,0.05112178,0.35807459,1.12294185,0.49631935,0.16066086,0.07702319,1.53027950
-5.21360680,3.26479146,0.04975145,0.36094815,1.12403819,0.49605920,0.15511735,0.07816869,1.52290257
-5.20760380,3.24800155,0.04813993,0.36262351,1.12119303,0.49375772,0.14931917,0.07919586,1.51015170
-5.20160080,3.22055691,0.04631759,0.36319042,1.11468501,0.48950197,0.14324724,0.08013217,1.49229937
-5.19559780,3.18351775,0.04431952,0.36278382,1.10494385,0.48344881,0.13690537,0.08101180,1.46981701
-5.18959480,3.13832497,0.04218466,0.36157994,1.09253818,0.47581929,0.13031813,0.08187427,1.44335630
-5.18359180,3.08674868,0.03995473,0.35979085,1.07815887,0.46689087,0.12352827,0.08276287,1.41372481
-5.17758879,3.03082676,0.03767323,0.35765793,1.06259857,0.45698796,0.11659368,0.08372301,1.38185697
-5.17158579,2.97279627,0.03538432,0.35544434,1.04672844,0.44647109,0.10958411,0.08480056,1.34878188
-5.16558279,2.91502089,0.03313187,0.35342702,1.03147280,0.43572528,0.10257779,0.08604026,1.31558938
-5.15957979,2.85991712,0.03095840,0.35188837,1.01778283,0.42514804,0.09565799,0.08748419,1.28339564
-5.15357679,2.80988204,0.02890421,0.35110792,1.00660996,0.41513744,0.08890973,0.08917050,1.25330971
-5.14757379,2.76722487,0.02700662,0.35135434,0.99887986,0.40608073,0.08241666,0.09113222,1.22640193
-5.14157079,2.73410416,0.02529922,0.35287792,0.99546756,0.39834365,0.07625830,0.09339640,1.20367516
-5.13556778,2.71247210,0.02381133,0.35590362,0.99717425,0.39226094,0.07050752,0.09598336,1.18603945
-5.12956478,2.70402651,0.02256756,0.36062494,1.00470609,0.38812804,0.06522852,0.09890621,1.17429056
-5.12356178,2.71017130,0.02158747,0.36719860,1.01865528,0.38619415,0.06047518,0.10217051,1.16909238
-5.11755878,2.73198508,0.02088537,0.37573995,1.03948364,0.38665674,0.05628987,0.10577408,1.17096342
-5.11155578,2.77019790,0.02047015,0.38631941,1.06750870,0.38965744,0.05270261,0.10970693,1.18026713
-5.10555278,2.82517578,0.02034536,0.39895967,1.10289249,0.39527935,0.04973074,0.11395130,1.19720575
-5.09954977,2.89691238,0.02050922,0.41363378,1.14563318,0.40354567,0.04737892,0.11848172,1.22181761
-5.09354677,2.98502773,0.02095482,0.43026423,1.19555953,0.41441963,0.04563944,0.12326520,1.25397739
-5.08754377,3.08877358,0.02167036,0.44872290,1.25232870,0.42780560,0.04449292,0.12826145,1.29339938
-5.08154077,3.20704528,0.02263950,0.46883215,1.31542721,0.44355150,0.04390927,0.13342314,1.33964338
-5.07553777,3.33840029,0.02384175,0.49036691,1.38417576,0.46145224,0.04384886,0.13869638,1.39212323
-5.06953477,3.48108335,0.02525300,0.51305802,1.45773787,0.48125443,0.04426399,0.14402119,1.45011797
-5.06353177,3.63305854,0.02684604,0.53659683,1.53513260,0.50266212,0.04510041,0.14933229,1.51278559
-5.05752876,3.79204818,0.02859123,0.56064103,1.61525162,0.52534367,0.04629918,0.15455993,1.57917927
-5.05152576,3.95557855,0.03045717,0.58482181,1.69688041,0.54893957,0.04779844,0.15963108,1.64826623
-5.04552276,4.12103215,0.03241148,0.60875220,1.77872358,0.57307119,0.04953544,0.16447075,1.71894885
-5.03951976,4.28570551,0.03442157,0.63203649,1.85943375,0.59735029,0.05144848,0.16900358,1.79008794
-5.03351676,4.44687182,0.03645546,0.65428051,1.93764348,0.62138902,0.05347895,0.17315561,1.86052763
-5.02751376,4.60184665,0.03848257,0.67510245,2.01199937,0.64481021,0.05557326,0.17685616,1.92912154
-5.02151076,4.74805490,0.04047452,0.69414389,2.08119732,0.66725762,0.05768464,0.18003988,1.99475923
-5.01550775,4.88309699,0.04240580,0.71108064,2.14401773,0.68840581,0.05977491,0.18264868,2.05639252
-5.00950475,5.00481183,0.04425447,0.72563295,2.19935940,0.70796927,0.06181588,0.18463367,2.11306050
-5.00350175,5.11133408,0.04600264,0.73757462,2.24627076,0.72571046,0.06379056,0.18595687,2.16391255
-4.99749875,5.20114363,0.04763685,0.74674063,2.28397729,0.74144635,0.06569404,0.18659261,2.20822838
-4.99149575,5.27310499,0.04914836,0.75303284,2.31190386,0.75505338,0.06753399,0.18652868,2.24543446
-4.98549275,5.32649502,0.05053317,0.75642367,2.32969105,0.76647032,0.06933070,0.18576696,2.27511609
-4.97948974,5.36101783,0.05179197,0.75695723,2.33720486,0.77569918,0.07111674,0.18432358,2.29702472
-4.97348674,5.37680615,0.05292985,0.75474819,2.33453928,0.78280390,0.07293614,0.18222871,2.31108031
-4.96748374,5.37440930,0.05395589,0.74997811,2.32201166,0.78790711,0.07484311,0.17952572,2.31736861
-4.96148074,5.35476827,0.05488262,0.74288956,2.30015104,0.79118484,0.07690032,0.17627002,2.31613375
-4.95547774,5.31917921,0.05572531,0.73377825,2.26968005,0.79285970,0.07917679,0.17252741,2.30776639
-4.94947474,5.26924696,0.05650127,0.72298343,2.23149101,0.79319259,0.08174548,0.16837226,2.29278800
-4.94347174,5.20683068,0.05722905,0.71087712,2.18661724,0.79247355,0.08468057,0.16388530,2.27183223
-4.93746873,5.13398400,0.05792756,0.69785249,2.13620082,0.79101192,0.08805454,0.15915142,2.24562386
-4.93146573,5.05289196,0.05861538,0.68431199,2.08145788,0.78912640,0.09193523,0.15425741,2.21495636
-4.92546273,4.96580722,0.05930995,0.67065561,2.02364272,0.78713520,0.09638287,0.14928972,2.18066884
-4.91945973,4.87498772,0.06002694,0.65726969,1.96401209,0.78534691,0.10144724,0.14433248,2.14362320
-4.91345673,4.78263792,0.06077973,0.64451676,1.90379065,0.78405201,0.10716511,0.13946561,2.10468205
-4.90745373,4.69085495,0.06157894,0.63272660,1.84413885,0.78351558,0.11355797,0.13476332,2.06468811
-4.90145073,4.60158139,0.06243219,0.62218876,1.78612392,0.78397117,0.12063019,0.13029281,2.02444553
-4.89544772,4.51656509,0.06334390,0.61314676,1.73069494,0.78561593,0.12836771,0.12611331,1.98470338
-4.88944472,4.43732692,0.06431527,0.60579388,1.67866247,0.78860705,0.13673731,0.12227540,1.94614159
-4.88344172,4.36513641,0.06534434,0.60027063,1.63068312,0.79305940,0.14568647,0.11882062,1.90935951
-4.87743872,4.30099516,0.06642620,0.59666377,1.58724942,0.79904428,0.15514379,0.11578127,1.87486702
-4.87143572,4.24562770,0.06755317,0.59500668,1.54868491,0.80658915,0.16502016,0.11318045,1.84307815
-4.86543272,4.19947931,0.06871516,0.59528104,1.51514450,0.81567815,0.17521038,0.11103216,1.81430727
-4.85942971,4.16272002,0.06989992,0.59741948,1.48661982,0.82625333,0.18559540,0.10934159,1.78876762
-4.85342671,4.13525434,0.07109341,0.60130910,1.46294921,0.83821633,0.19604493,0.10810545,1.76657201
-4.84742371,4.11673594,0.07228013,0.60679566,1.44383186,0.85143060,0.20642045,0.10731231,1.74773576
-4.84142071,4.10658674,0.07344334,0.61368826,1.42884559,0.86572386,0.21657846,0.10694298,1.73218161
-4.83541771,4.10401990,0.07456539,0.62176442,1.41746761,0.88089106,0.22637385,0.10697096,1.71974659
-4.82941471,4.10806634,0.07562790,0.63077538,1.40909743,0.89669758,0.23566329,0.10736281,1.71019065
-4.82341171,4.11760430,0.07661202,0.64045171,1.40308139,0.91288295,0.24430852,0.10807866,1.70320708
-4.81740870,4.13139180,0.07749853,0.65050896,1.39873783,0.92916514,0.25217942,0.10907273,1.69843462
-4.81140570,4.14810168,0.07826812,0.66065357,1.39538220,0.94524541,0.25915684,0.11029396,1.69547097
-4.80540270,4.16635879,0.07890150,0.67058889,1.39235143,0.96081393,0.26513498,0.11168668,1.69388776
-4.79939970,4.18477918,0.07937966,0.68002126,1.38902677,0.97555622,0.27002347,0.11319156,1.69324661
-4.79339670,4.20201060,0.07968411,0.68866632,1.38485458,0.98916036,0.27374884,0.11474653,1.69311607
-4.78739370,4.21677381,0.07979720,0.69625524,1.37936436,1.00132502,0.27625572,0.11628798,1.69308910
-4.78139070,4.22790382,0.07970245,0.70254099,1.37218379,1.01176808,0.27750739,0.11775208,1.69280061
-4.77538769,4.23439002,0.07938495,0.70730446,1.36305026,1.02023578,0.27748606,0.11907615,1.69194464
-4.76938469,4.23541404,0.07883183,0.71036024,1.35181877,1.02651194,0.27619266,0.12020026,1.69029045
-4.76338169,4.23038403,0.07803270,0.71156195,1.33846599,1.03042706,0.27364627,0.12106874,1.68769701
-4.75737869,4.21896376,0.07698014,0.71080686,1.32309048,1.03186670,0.26988332,0.12163178,1.68412521
-4.75137569,4.20109512,0.07567015,0.70803948,1.30590915,1.03077888,0.26495642,0.12184690,1.67964695
-4.74537269,4.17701259,0.07410257,0.70325414,1.28725011,1.02717985,0.25893309,0.12168031,1.67445078
-4.73936968,4.14724838,0.07228141,0.69649604,1.26754215,1.02115793,0.25189419,0.12110802,1.66884313
-4.73336668,4.11262713,0.07021511,0.68786079,1.24730119,1.01287489,0.24393231,0.12011676,1.66324511
-4.72736368,4.07424970,0.06791662,0.67749232,1.22711402,1.00256474,0.23515002,0.11870445,1.65818435
-4.72136068,4.03346572,0.06540343,0.66557897,1.20761995,0.99052969,0.22565801,0.11688044,1.65428193
-4.71535768,3.99183538,0.06269738,0.65234797,1.18949078,0.97713316,0.21557319,0.11466524,1.65223462
-4.70935468,3.95108127,0.05982435,0.63805832,1.17340974,0.96279015,0.20501675,0.11208997,1.65279285
-4.70335168,3.91303194,0.05681385,0.62299228,1.16005004,0.94795510,0.19411220,0.10919530,1.65673512
-4.69734867,3.87955913,0.05369839,0.60744593,1.15005381,0.93310782,0.18298339,0.10603019,1.66483986
-4.69134567,3.85251125,0.05051283,0.59171892,1.14401193,0.91873796,0.17175260,0.10265027,1.67785575
-4.68534267,3.83364587,0.04729363,0.57610418,1.14244576,0.90532870,0.16053865,0.09911596,1.69647193
-4.67933967,3.82456440,0.04407802,0.56087772,1.14579119,0.89334048,0.14945517,0.09549055,1.72128944
-4.67333667,3.82665182,0.04090318,0.54628924,1.15438575,0.88319548,0.13860889,0.09183817,1.75279509
-4.66733367,3.84102446,0.03780544,0.53255393,1.16845932,0.87526345,0.12809823,0.08822182,1.79133927
-4.66133067,3.86848818,0.03481950,0.51984583,1.18812872,0.86984986,0.11801197,0.08470147,1.83711863
-4.65532766,3.90950905,0.03197773,0.50829310,1.21339649,0.86718646,0.10842829,0.08133246,1.89016440
-4.64932466,3.96419759,0.02930957,0.49797546,1.24415382,0.86742505,0.09941393,0.07816405,1.95033715
-4.64332166,4.03230730,0.02684101,0.48892385,1.28018759,0.87063435,0.09102373,0.07523834,2.01732783
-4.63731866,4.11324711,0.02459421,0.48112237,1.32119098,0.87680021,0.08330041,0.07258954,2.09066514
-4.63131566,4.20610663,0.02258721,0.47451228,1.36677720,0.88582885,0.07627466,0.07024354,2.16972863
-4.62531266,4.30969267,0.02083378,0.46899793,1.41649567,0.89755282,0.06996550,0.06821781,2.25376664
-4.61930965,4.42257446,0.01934332,0.46445411,1.46984965,0.91173939,0.06438083,0.06652170,2.34191801
-4.61330665,4.54313509,0.01812097,0.46073460,1.52631468,0.92810051,0.05951834,0.06515692,2.43323632
-4.60730365,4.66962612,0.01716768,0.45768126,1.58535655,0.94630397,0.05536643,0.06411833,2.52671534
-4.60130065,4.80022254,0.01648047,0.45513330,1.64644833,0.96598503,0.05190541,0.06339481,2.62131429
-4.59529765,4.93307534,0.01605263,0.45293612,1.70908526,0.98675792,0.04910876,0.06297038,2.71598190
-4.58929465,5.06635944,0.01587413,0.45094941,1.77279719,1.00822667,0.04694441,0.06282525,2.80967814
-4.58329165,5.19831509,0.01593193,0.44905402,1.83715795,1.02999496,0.04537608,0.06293699,2.90139300
-4.57728864,5.32728168,0.01621041,0.44715732,1.90179127,1.05167457,0.04436460,0.06328157,2.99016192
-4.57128564,5.45172335,0.01669179,0.44519685,1.96637350,1.07289233,0.04386914,0.06383441,3.07507768
-4.56528264,5.57024652,0.01735657,0.44314219,2.03063290,1.09329562,0.04384838,0.06457123,3.15529912
-4.55927964,5.68160987,0.01818403,0.44099487,2.09434605,1.11255639,0.04426154,0.06546887,3.23005687
-4.55327664,5.78472799,0.01915265,0.43878670,2.15733174,1.13037396,0.04506927,0.06650586,3.29865693
-4.54727364,5.87866987,0.02024060,0.43657637,2.21944278,1.14647687,0.04623442,0.06766289,3.36048262
-4.54127064,5.96265377,0.02142617,0.43444480,2.28055652,1.16062397,0.04772256,0.06892315,3.41499565
-4.53526763,6.03603985,0.02268816,0.43248934,2.34056445,1.17260510,0.04950237,0.07027237,3.46173698
-4.52926463,6.09832183,0.02400633,0.43081734,2.39936165,1.18224158,0.05154579,0.07169890,3.50032780
-4.52326163,6.14911870,0.02536164,0.42953917,2.45683647,1.18938659,0.05382793,0.07319344,3.53047114
-4.51725863,6.18816717,0.02673655,0.42876127,2.51286106,1.19392569,0.05632689,0.07474880,3.55195391
-4.51125563,6.21531507,0.02811519,0.42857934,2.56728306,1.19577739,0.05902321,0.07635939,3.56464962
-4.50525263,6.23051598,0.02948346,0.42907210,2.61991890,1.19489370,0.06189927,0.07802072,3.56852114
-4.49924962,6.23382472,0.03082901,0.43029575,2.67054891,1.19126079,0.06493848,0.07972876,3.56362339
-4.49324662,6.22539349,0.03214119,0.43227951,2.71891471,1.18489923,0.06812431,0.08147922,3.55010532
