energy_ev,total_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,Te_p_up,Te_d_up,Y_p_up,Y_d_up
-6.00000000,1.79321147,0.02641684,0.06244536,0.59960613,0.12836252,1.13160682,0.00000000,0.39008241,0.14426518
-5.99399700,1.72128104,0.02504819,0.05849682,0.57551990,0.12388328,1.08878848,0.00000000,0.37269013,0.13820615
-5.98799400,1.64297040,0.02361593,0.05445372,0.54901024,0.11885727,1.04168783,0.00000000,0.35419068,0.13162316
-5.98199100,1.55923674,0.02213715,0.05036765,0.52047811,0.11335500,0.99088407,0.00000000,0.33477840,0.12460592
-5.97598799,1.47113263,0.02062932,0.04628863,0.49034982,0.10745564,0.93702457,0.00000000,0.31466514,0.11725011
-5.96998499,1.37977615,0.01910989,0.04226392,0.45906516,0.10124496,0.88080626,0.00000000,0.29407420,0.10965469
-5.96398199,1.28631984,0.01759581,0.03833694,0.42706564,0.09481308,0.82295579,0.00000000,0.27323412,0.10191922
-5.95797899,1.19191973,0.01610311,0.03454635,0.39478340,0.08825227,0.76420955,0.00000000,0.25237239,0.09414128
-5.95197599,1.09770604,0.01464655,0.03092549,0.36263111,0.08165493,0.70529451,0.00000000,0.23170948,0.08641413
-5.94597299,1.00475668,0.01323932,0.02750190,0.33099333,0.07511178,0.64691049,0.00000000,0.21145346,0.07882465
-5.93996998,0.91407472,0.01189282,0.02429719,0.30021951,0.06871043,0.58971489,0.00000000,0.19179535,0.07145165
-5.93396698,0.82657049,0.01061653,0.02132712,0.27061885,0.06253434,0.53431016,0.00000000,0.17290545,0.06436461
-5.92796398,0.74304901,0.00941791,0.01860187,0.24245710,0.05666225,0.48123471,0.00000000,0.15493070,0.05762282
-5.92196098,0.66420285,0.00830242,0.01612647,0.21595530,0.05116813,0.43095709,0.00000000,0.13799306,0.05127500
-5.91595798,0.59061042,0.00727359,0.01390144,0.19129037,0.04612162,0.38387392,0.00000000,0.12218907,0.04535933
-5.90995498,0.52273951,0.00633314,0.01192343,0.16859732,0.04158896,0.34031098,0.00000000,0.10759028,0.03990382
-5.90395198,0.46095545,0.00548115,0.01018608,0.14797297,0.03763440,0.30052763,0.00000000,0.09424472,0.03492708
-5.89794897,0.40553324,0.00471628,0.00868071,0.12948081,0.03432189,0.26472369,0.00000000,0.08217905,0.03043934
-5.89194597,0.35667284,0.00403600,0.00739723,0.11315675,0.03171716,0.23304864,0.00000000,0.07140134,0.02644366
-5.88594297,0.31451671,0.00343678,0.00632483,0.09901539,0.02988995,0.20561232,0.00000000,0.06190426,0.02293728
-5.87993997,0.27916850,0.00291440,0.00545270,0.08705660,0.02891632,0.18249662,0.00000000,0.05366859,0.01991307
-5.87393697,0.25071202,0.00246416,0.00477070,0.07727195,0.02888079,0.16376740,0.00000000,0.04666667,0.01736098
-5.86793397,0.22922937,0.00208104,0.00426985,0.06965080,0.02987840,0.14948609,0.00000000,0.04086595,0.01526938
-5.86193097,0.21481747,0.00175999,0.00394279,0.06418575,0.03201627,0.13972028,0.00000000,0.03623211,0.01362634
-5.85592796,0.20760181,0.00149602,0.00378410,0.06087719,0.03541467,0.13455276,0.00000000,0.03273194,0.01242074
-5.84992496,0.20774698,0.00128435,0.00379050,0.05973678,0.04020735,0.13408842,0.00000000,0.03033571,0.01164319
-5.84392196,0.21546313,0.00112057,0.00396097,0.06078960,0.04654103,0.13845870,0.00000000,0.02901896,0.01128671
-5.83791896,0.23100779,0.00100064,0.00429672,0.06407506,0.05457394,0.14782308,0.00000000,0.02876370,0.01134719
-5.83191596,0.25468288,0.00092101,0.00480106,0.06964615,0.06447317,0.16236745,0.00000000,0.02955897,0.01182360
-5.82591296,0.28682655,0.00087861,0.00547924,0.07756734,0.07641095,0.18229925,0.00000000,0.03140070,0.01271796
-5.81990995,0.32779995,0.00087083,0.00633807,0.08791097,0.09055973,0.20783933,0.00000000,0.03429094,0.01403507
-5.81390695,0.37796918,0.00089557,0.00738564,0.10075220,0.10708600,0.23921060,0.00000000,0.03823660,0.01578205
-5.80790395,0.43768288,0.00095112,0.00863082,0.11616278,0.12614319,0.27662402,0.00000000,0.04324745,0.01796767
-5.80190095,0.50724610,0.00103618,0.01008283,0.13420376,0.14786362,0.32026202,0.00000000,0.04933391,0.02060162
-5.79589795,0.58689162,0.00114976,0.01175080,0.15491743,0.17234974,0.37026029,0.00000000,0.05650432,0.02369360
-5.78989495,0.67674963,0.00129114,0.01364322,0.17831881,0.19966515,0.42668847,0.00000000,0.06476212,0.02725245
-5.78389195,0.77681749,0.00145981,0.01576761,0.20438716,0.22982559,0.48953078,0.00000000,0.07410296,0.03128529
-5.77788894,0.88693084,0.00165538,0.01813013,0.23305779,0.26279044,0.55866740,0.00000000,0.08451184,0.03579676
-5.77188594,1.00673789,0.00187756,0.02073534,0.26421477,0.29845520,0.63385788,0.00000000,0.09596063,0.04078843
-5.76588294,1.13567851,0.00212607,0.02358608,0.29768493,0.33664537,0.71472746,0.00000000,0.10840589,0.04625845
-5.75987994,1.27296977,0.00240065,0.02668348,0.33323359,0.37711235,0.80075738,0.00000000,0.12178733,0.05220146
-5.75387694,1.41759930,0.00270095,0.03002723,0.37056244,0.41953163,0.89128016,0.00000000,0.13602697,0.05860881
-5.74787394,1.56832768,0.00302659,0.03361588,0.40930993,0.46350376,0.98548054,0.00000000,0.15102907,0.06546921
-5.74187094,1.72370065,0.00337708,0.03744750,0.44905435,0.50855826,1.08240258,0.00000000,0.16668089,0.07276964
-5.73586793,1.88207147,0.00375185,0.04152034,0.48931972,0.55416070,1.18096328,0.00000000,0.18285445,0.08049666
-5.72986493,2.04163322,0.00415021,0.04583378,0.52958456,0.59972280,1.27997246,0.00000000,0.19940898,0.08863804
-5.72386193,2.20046037,0.00457139,0.05038930,0.56929319,0.64461547,1.37815859,0.00000000,0.21619430,0.09718457
-5.71785893,2.35655821,0.00501450,0.05519151,0.60786940,0.68818433,1.47419979,0.00000000,0.23305471,0.10613206
-5.71185593,2.50791840,0.00547854,0.06024923,0.64473194,0.72976728,1.56675882,0.00000000,0.24983349,0.11548331
-5.70585293,2.65257828,0.00596240,0.06557644,0.67931120,0.76871329,1.65452067,0.00000000,0.26637749,0.12525004
-5.69984992,2.78868140,0.00646479,0.07119303,0.71106651,0.80440190,1.73623123,0.00000000,0.28254191,0.13545450
-5.69384692,2.91453637,0.00698428,0.07712540,0.73950309,0.83626232,1.81073522,0.00000000,0.29819478,0.14613072
-5.68784392,3.02867129,0.00751918,0.08340666,0.76418814,0.86379142,1.87701172,0.00000000,0.31322092,0.15732513
-5.68184092,3.12988089,0.00806756,0.09007646,0.78476502,0.88656974,1.93420545,0.00000000,0.32752531,0.16909659
-5.67583792,3.21726412,0.00862712,0.09718035,0.80096509,0.90427475,1.98165253,0.00000000,0.34103551,0.18151556
-5.66983492,3.29025025,0.00919517,0.10476867,0.81261650,0.91669081,2.01889934,0.00000000,0.35370313,0.19466250
-5.66383192,3.34861207,0.00976855,0.11289498,0.81964948,0.92371523,2.04571376,0.00000000,0.36550416,0.20862526
-5.65782891,3.39246570,0.01034356,0.12161393,0.82209804,0.92536031,2.06208822,0.00000000,0.37643825,0.22349579
-5.65182591,3.42225701,0.01091594,0.13097882,0.82009784,0.92175130,2.06823470,0.00000000,0.38652698,0.23936601
-5.64582291,3.43873564,0.01148083,0.14103871,0.81388050,0.91312037,2.06457201,0.00000000,0.39581126,0.25632307
-5.63981991,3.44291801,0.01203275,0.15183543,0.80376461,0.89979700,2.05170634,0.00000000,0.40434800,0.27444422
-5.63381691,3.43604163,0.01256568,0.16340044,0.79014396,0.88219538,2.03040601,0.00000000,0.41220642,0.29379158
-5.62781391,3.41951306,0.01307311,0.17575184,0.77347352,0.86079946,2.00157212,0.00000000,0.41946417,0.31440693
-5.62181091,3.39485255,0.01354813,0.18889167,0.75425403,0.83614641,1.96620645,0.00000000,0.42620356,0.33630705
-5.61580790,3.36363812,0.01398361,0.20280367,0.73301571,0.80880929,1.92537839,0.00000000,0.43250823,0.35947977
-5.60980490,3.32745194,0.01437236,0.21745170,0.71030207,0.77937975,1.88019232,0.00000000,0.43846044,0.38388110
-5.60380190,3.28783158,0.01470733,0.23277910,0.68665424,0.74845154,1.83175685,0.00000000,0.44413923,0.40943372
-5.59779890,3.24622807,0.01498191,0.24870887,0.66259673,0.71660533,1.78115714,0.00000000,0.44961960,0.43602706
-5.59179590,3.20397255,0.01519007,0.26514503,0.63862477,0.68439542,1.72943109,0.00000000,0.45497268,0.46351911
-5.58579290,3.16225221,0.01532670,0.28197510,0.61519387,0.65233873,1.67754988,0.00000000,0.46026697,0.49174004
-5.57978989,3.12209607,0.01538782,0.29907361,0.59271167,0.62090614,1.62640319,0.00000000,0.46557056,0.52049761
-5.57378689,3.08437009,0.01537075,0.31630671,0.57153216,0.59051633,1.57678891,0.00000000,0.47095407,0.54958419
-5.56778389,3.04978098,0.01527435,0.33353757,0.55195227,0.56153195,1.52940705,0.00000000,0.47649412,0.57878528
-5.56178089,3.01888716,0.01509913,0.35063244,0.53421067,0.53425789,1.48485728,0.00000000,0.48227711,0.60788895
-5.55577789,2.99211553,0.01484732,0.36746713,0.51848844,0.50894141,1.44363945,0.00000000,0.48840291,0.63669599
-5.54977489,2.96978199,0.01452292,0.38393346,0.50491158,0.48577379,1.40615648,0.00000000,0.49498808,0.66503012
-5.54377189,2.95211397,0.01413169,0.39994541,0.49355468,0.46489300,1.37271878,0.00000000,0.50216845,0.69274777
-5.53776888,2.93927307,0.01368102,0.41544456,0.48444579,0.44638723,1.34354977,0.00000000,0.51010066,0.71974669
-5.53176588,2.93137628,0.01317984,0.43040456,0.47757196,0.43029885,1.31879185,0.00000000,0.51896238,0.74597313
