energy_ev,total_up,Pb_p_up,Pb_d_up,Te_p_up,Te_d_up,V_p_up,V_d_up
-6.00000000,1.22951658,0.09150168,0.00043589,0.85696383,0.00000000,0.95649412,0.27468300
-5.99399700,1.27163239,0.09602379,0.00046784,0.88449792,0.00000000,0.98380704,0.28207078
-5.98799400,1.31163745,0.10046932,0.00049935,0.91041817,0.00000000,1.00896940,0.28899884
-5.98199100,1.34908706,0.10479936,0.00053006,0.93441830,0.00000000,1.03162497,0.29540547
-5.97598799,1.38355337,0.10897576,0.00055960,0.95620420,0.00000000,1.05142737,0.30123334
-5.96998499,1.41464348,0.11296250,0.00058766,0.97550667,0.00000000,1.06805417,0.30643309
-5.96398199,1.44201808,0.11672710,0.00061397,0.99209463,0.00000000,1.08122176,0.31096706
-5.95797899,1.46540966,0.12024190,0.00063830,1.00578804,0.00000000,1.09070010,0.31481299
-5.95197599,1.48463886,0.12348526,0.00066049,1.01646968,0.00000000,1.09632639,0.31796742
-5.94597299,1.49962821,0.12644245,0.00068045,1.02409502,0.00000000,1.09801680,0.32044850
-5.93996998,1.51041200,0.12910623,0.00069817,1.02869950,0.00000000,1.09577556,0.32229799
-5.93396698,1.51714159,0.13147716,0.00071371,1.03040258,0.00000000,1.08970058,0.32358232
-5.92796398,1.52008579,0.13356352,0.00072718,1.02940828,0.00000000,1.07998531,0.32439244
-5.92196098,1.51962572,0.13538084,0.00073880,1.02600183,0.00000000,1.06691641,0.32484242
-5.91595798,1.51624453,0.13695114,0.00074881,1.02054259,0.00000000,1.05086739,0.32506685
-5.90995498,1.51051217,0.13830183,0.00075751,1.01345340,0.00000000,1.03228833,0.32521699
-5.90395198,1.50306578,0.13946442,0.00076524,1.00520677,0.00000000,1.01169214,0.32545585
-5.89794897,1.49458671,0.14047303,0.00077238,0.99630842,0.00000000,0.98963799,0.32595231
-5.89194597,1.48577503,0.14136276,0.00077928,0.98727911,0.00000000,0.96671266,0.32687462
-5.88594297,1.47732273,0.14216811,0.00078632,0.97863521,0.00000000,0.94351071,0.32838341
-5.87993997,1.46988679,0.14292142,0.00079384,0.97086923,0.00000000,0.92061435,0.33062467
-5.87393697,1.46406332,0.14365142,0.00080214,0.96443080,0.00000000,0.89857381,0.33372284
-5.86793397,1.46036366,0.14438193,0.00081149,0.95970920,0.00000000,0.87788923,0.33777443
-5.86193097,1.45919373,0.14513084,0.00082209,0.95701787,0.00000000,0.85899460,0.34284241
-5.85592796,1.46083707,0.14590931,0.00083406,0.95658178,0.00000000,0.84224443,0.34895166
-5.84992496,1.46544241,0.14672117,0.00084747,0.95852783,0.00000000,0.82790359,0.35608564
-5.84392196,1.47301618,0.14756270,0.00086230,0.96287889,0.00000000,0.81614060,0.36418452
-5.83791896,1.48341996,0.14842259,0.00087843,0.96955151,0.00000000,0.80702440,0.37314490
-5.83191596,1.49637323,0.14928219,0.00089569,0.97835736,0.00000000,0.80052474,0.38282103
-5.82591296,1.51146094,0.15011602,0.00091381,0.98900834,0.00000000,0.79651577,0.39302774
-5.81990995,1.52814576,0.15089241,0.00093247,1.00112510,0.00000000,0.79478279,0.40354488
-5.81390695,1.54578458,0.15157448,0.00095128,1.01424879,0.00000000,0.79503163,0.41412310
-5.80790395,1.56364850,0.15212112,0.00096979,1.02785534,0.00000000,0.79690028,0.42449101
-5.80190095,1.58094585,0.15248828,0.00098751,1.04137205,0.00000000,0.79997227,0.43436314
-5.79589795,1.59684730,0.15263025,0.00100395,1.05419583,0.00000000,0.80379126,0.44344877
-5.78989495,1.61051231,0.15250110,0.00101857,1.06571235,0.00000000,0.80787650,0.45146108
-5.78389195,1.62111616,0.15205615,0.00103088,1.07531574,0.00000000,0.81173835,0.45812638
-5.77788894,1.62787646,0.15125344,0.00104036,1.08242787,0.00000000,0.81489373,0.46319308
-5.77188594,1.63007846,0.15005521,0.00104657,1.08651687,0.00000000,0.81688081,0.46643998
-5.76588294,1.62709833,0.14842932,0.00104910,1.08711407,0.00000000,0.81727269,0.46768371
-5.75987994,1.61842352,0.14635049,0.00104760,1.08382891,0.00000000,0.81568962,0.46678489
-5.75387694,1.60366960,0.14380145,0.00104181,1.07636126,0.00000000,0.81180952,0.46365286
-5.74787394,1.58259310,0.14077384,0.00103153,1.06451089,0.00000000,0.80537654,0.45824885
-5.74187094,1.55509980,0.13726890,0.00101667,1.04818357,0.00000000,0.79620747,0.45058731
-5.73586793,1.52124834,0.13329784,0.00099725,1.02739392,0.00000000,0.78419594,0.44073561
-5.72986493,1.48124899,0.12888195,0.00097335,1.00226469,0.00000000,0.76931419,0.42881198
-5.72386193,1.43545782,0.12405236,0.00094517,0.97302274,0.00000000,0.75161268,0.41498187
-5.71785893,1.38436641,0.11884953,0.00091299,0.93999191,0.00000000,0.73121740,0.39945296
-5.71185593,1.32858770,0.11332241,0.00087718,0.90358304,0.00000000,0.70832511,0.38246890
-5.70585293,1.26883848,0.10752739,0.00083818,0.86428163,0.00000000,0.68319675,0.36430229
-5.69984992,1.20591937,0.10152695,0.00079647,0.82263368,0.00000000,0.65614916,0.34524699
-5.69384692,1.14069287,0.09538827,0.00075259,0.77923019,0.00000000,0.62754555,0.32561018
-5.68784392,1.07406056,0.08918157,0.00070713,0.73469099,0.00000000,0.59778488,0.30570443
-5.68184092,1.00694014,0.08297859,0.00066065,0.68964847,0.00000000,0.56729071,0.28584011
-5.67583792,0.94024307,0.07685096,0.00061374,0.64473174,0.00000000,0.53649964,0.26631826
-5.66983492,0.87485368,0.07086865,0.00056698,0.60055181,0.00000000,0.50584987,0.24742432
-5.66383192,0.81161013,0.06509866,0.00052089,0.55768805,0.00000000,0.47577016,0.22942264
-5.65782891,0.75128795,0.05960370,0.00047599,0.51667654,0.00000000,0.44666951,0.21255197
-5.65182591,0.69458625,0.05444122,0.00043273,0.47800026,0.00000000,0.41892775,0.19702206
-5.64582291,0.64211700,0.04966252,0.00039151,0.44208155,0.00000000,0.39288748,0.18301111
-5.63981991,0.59439720,0.04531216,0.00035266,0.40927665,0.00000000,0.36884727,0.17066431
-5.63381691,0.55184414,0.04142747,0.00031646,0.37987244,0.00000000,0.34705649,0.16009307
-5.62781391,0.51477329,0.03803832,0.00028312,0.35408517,0.00000000,0.32771162,0.15137517
-5.62181091,0.48339873,0.03516697,0.00025281,0.33206099,0.00000000,0.31095429,0.14455537
-5.61580790,0.45783567,0.03282803,0.00022562,0.31387819,0.00000000,0.29687080,0.13964658
-5.60980490,0.43810480,0.03102862,0.00020160,0.29955063,0.00000000,0.28549314,0.13663139
-5.60380190,0.42413794,0.02976839,0.00018077,0.28903231,0.00000000,0.27680136,0.13546387
-5.59779890,0.41578481,0.02903978,0.00016308,0.28222269,0.00000000,0.27072716,0.13607149
-5.59179590,0.41282046,0.02882816,0.00014848,0.27897256,0.00000000,0.26715843,0.13835723
-5.58579290,0.41495307,0.02911205,0.00013690,0.27909015,0.00000000,0.26594459,0.14220167
-5.57978989,0.42183205,0.02986333,0.00012824,0.28234731,0.00000000,0.26690253,0.14746526
-5.57378689,0.43305609,0.03104752,0.00012238,0.28848568,0.00000000,0.26982283,0.15399058
-5.56778389,0.44818115,0.03262406,0.00011922,0.29722260,0.00000000,0.27447621,0.16160472
-5.56178089,0.46672839,0.03454670,0.00011866,0.30825672,0.00000000,0.28061980,0.17012179
-5.55577789,0.48819187,0.03676398,0.00012057,0.32127334,0.00000000,0.28800325,0.17934567
-5.54977489,0.51204626,0.03921979,0.00012486,0.33594936,0.00000000,0.29637447,0.18907290
-5.54377189,0.53775443,0.04185416,0.00013141,0.35195789,0.00000000,0.30548475,0.19909587
-5.53776888,0.56477510,0.04460412,0.00014013,0.36897263,0.00000000,0.31509345,0.20920621
-5.53176588,0.59257047,0.04740480,0.00015090,0.38667192,0.00000000,0.32497192,0.21919854
-5.52576288,0.62061402,0.05019059,0.00016363,0.40474265,0.00000000,0.33490688,0.22887430
-5.51975988,0.64839832,0.05289650,0.00017820,0.42288402,0.00000000,0.34470308,0.23804581
-5.51375688,0.67544298,0.05545963,0.00019450,0.44081120,0.00000000,0.35418546,0.24654045
-5.50775388,0.70130252,0.05782069,0.00021238,0.45825889,0.00000000,0.36320073,0.25420468
-5.50175088,0.72557419,0.05992547,0.00023171,0.47498495,0.00000000,0.37161859,0.26090806
-5.49574787,0.74790548,0.06172636,0.00025233,0.49077384,0.00000000,0.37933248,0.26654678
-5.48974487,0.76800134,0.06318374,0.00027408,0.50544010,0.00000000,0.38626019,0.27104696
-5.48374187,0.78563071,0.06426717,0.00029677,0.51883172,0.00000000,0.39234422,0.27436724
-5.47773887,0.80063228,0.06495638,0.00032023,0.53083326,0.00000000,0.39755200,0.27650068
-5.47173587,0.81291938,0.06524208,0.00034427,0.54136881,0.00000000,0.40187607,0.27747592
-5.46573287,0.82248357,0.06512634,0.00036871,0.55040449,0.00000000,0.40533420,0.27735738
-5.45972986,0.82939697,0.06462282,0.00039339,0.55795060,0.00000000,0.40796932,0.27624454
-5.45372686,0.83381312,0.06375654,0.00041816,0.56406301,0.00000000,0.40984951,0.27427030
-5.44772386,0.83596616,0.06256342,0.00044292,0.56884400,0.00000000,0.41106771,0.27159835
-5.44172086,0.83616845,0.06108957,0.00046759,0.57244212,0.00000000,0.41174121,0.26841970
-5.43571786,0.83480636,0.05939021,0.00049215,0.57505119,0.00000000,0.41201085,0.26494841
-5.42971486,0.83233445,0.05752850,0.00051666,0.57690820,0.00000000,0.41203982,0.26141669
-5.42371186,0.82926790,0.05557413,0.00054120,0.57829016,0.00000000,0.41201191,0.25806942
