energy_ev,total_up,Hg_p_up,Hg_d_up,P_s_up,P_p_up,Se_s_up,Se_p_up
-6.00000000,0.51418930,0.04902716,0.21617970,0.06990907,0.01732821,0.03814358,0.15593611
-5.99399700,0.49711547,0.04642301,0.21310728,0.07033654,0.01611941,0.03681974,0.14398379
-5.98799400,0.48039497,0.04397342,0.20977907,0.07042953,0.01501870,0.03564142,0.13262349
-5.98199100,0.46421869,0.04171339,0.20622749,0.07018211,0.01405043,0.03461834,0.12198152
-5.97598799,0.44875571,0.03967624,0.20248324,0.06959523,0.01323723,0.03375511,0.11216522
-5.96998499,0.43415384,0.03789355,0.19857511,0.06867656,0.01259988,0.03305151,0.10326372
-5.96398199,0.42054113,0.03639516,0.19453007,0.06744011,0.01215724,0.03250294,0.09534951
-5.95797899,0.40802845,0.03520928,0.19037360,0.06590563,0.01192621,0.03210103,0.08848070
-5.95197599,0.39671259,0.03436247,0.18613019,0.06409787,0.01192172,0.03183441,0.08270365
-5.94597299,0.38667995,0.03387978,0.18182402,0.06204574,0.01215675,0.03168953,0.07805607
-5.93996998,0.37801030,0.03378470,0.17747974,0.05978133,0.01264228,0.03165161,0.07457009
-5.93396698,0.37078056,0.03409921,0.17312327,0.05733902,0.01338729,0.03170548,0.07227533
-5.92796398,0.36506814,0.03484368,0.16878267,0.05475451,0.01439873,0.03183645,0.07120164
-5.92196098,0.36095378,0.03603670,0.16448878,0.05206388,0.01568138,0.03203106,0.07138147
-5.91595798,0.35852344,0.03769493,0.16027582,0.04930285,0.01723783,0.03227773,0.07285154
-5.90995498,0.35786935,0.03983279,0.15618168,0.04650600,0.01906827,0.03256724,0.07565388
-5.90395198,0.35908981,0.04246210,0.15224807,0.04370620,0.02117040,0.03289302,0.07983596
-5.89794897,0.36228780,0.04559164,0.14852017,0.04093408,0.02353925,0.03325135,0.08545000
-5.89194597,0.36756835,0.04922672,0.14504613,0.03821767,0.02616706,0.03364124,0.09255127
-5.88594297,0.37503469,0.05336859,0.14187615,0.03558214,0.02904308,0.03406425,0.10119559
-5.87993997,0.38478325,0.05801390,0.13906125,0.03304957,0.03215353,0.03452412,0.11143585
-5.87393697,0.39689775,0.06315404,0.13665177,0.03063891,0.03548149,0.03502623,0.12331790
-5.86793397,0.41144247,0.06877460,0.13469564,0.02836589,0.03900684,0.03557705,0.13687574
-5.86193097,0.42845511,0.07485465,0.13323651,0.02624309,0.04270628,0.03618339,0.15212636
-5.85592796,0.44793945,0.08136626,0.13231177,0.02427995,0.04655340,0.03685175,0.16906431
-5.84992496,0.46985824,0.08827388,0.13195059,0.02248293,0.05051874,0.03758757,0.18765641
-5.84392196,0.49412660,0.09553395,0.13217214,0.02085557,0.05457000,0.03839460,0.20783675
-5.83791896,0.52060651,0.10309456,0.13298389,0.01939862,0.05867223,0.03927428,0.22950241
-5.83191596,0.54910247,0.11089526,0.13438035,0.01811027,0.06278809,0.04022525,0.25251001
-5.82591296,0.57935905,0.11886711,0.13634210,0.01698623,0.06687819,0.04124300,0.27667359
-5.81990995,0.61106025,0.12693291,0.13883528,0.01601997,0.07090148,0.04231961,0.30176392
-5.81390695,0.64383122,0.13500778,0.14181163,0.01520292,0.07481568,0.04344374,0.32750946
-5.80790395,0.67724227,0.14299990,0.14520896,0.01452469,0.07857779,0.04460066,0.35359917
-5.80190095,0.71081541,0.15081173,0.14895228,0.01397335,0.08214470,0.04577257,0.37968710
-5.79589795,0.74403310,0.15834143,0.15295531,0.01353567,0.08547375,0.04693892,0.40539889
-5.78989495,0.77634934,0.16548463,0.15712250,0.01319747,0.08852347,0.04807703,0.43033989
-5.78389195,0.80720244,0.17213652,0.16135148,0.01294386,0.09125431,0.04916267,0.45410470
-5.77788894,0.83602937,0.17819413,0.16553575,0.01275964,0.09362937,0.05017081,0.47628796
-5.77188594,0.86228096,0.18355883,0.16956763,0.01262958,0.09561526,0.05107643,0.49649567
-5.76588294,0.88543741,0.18813887,0.17334122,0.01253879,0.09718283,0.05185527,0.51435695
-5.75987994,0.90502353,0.19185199,0.17675533,0.01247296,0.09830792,0.05248470,0.52953546
-5.75387694,0.92062294,0.19462784,0.17971635,0.01241876,0.09897209,0.05294436,0.54174004
-5.74787394,0.93189068,0.19641026,0.18214067,0.01236397,0.09916320,0.05321693,0.55073419
-5.74187094,0.93856361,0.19715915,0.18395682,0.01229781,0.09887586,0.05328860,0.55634371
-5.73586793,0.94046821,0.19685198,0.18510716,0.01221105,0.09811177,0.05314954,0.55846243
-5.72986493,0.93752521,0.19548477,0.18554898,0.01209613,0.09687987,0.05279418,0.55705545
-5.72386193,0.92975114,0.19307247,0.18525510,0.01194725,0.09519623,0.05222131,0.55215998
-5.71785893,0.91725649,0.18964874,0.18421393,0.01176035,0.09308383,0.05143404,0.54388356
-5.71185593,0.90024078,0.18526520,0.18242893,0.01153310,0.09057209,0.05043966,0.53239994
-5.70585293,0.87898469,0.17998997,0.17991769,0.01126475,0.08769618,0.04924925,0.51794263
-5.69984992,0.85383977,0.17390575,0.17671057,0.01095605,0.08449620,0.04787730,0.50079666
-5.69384692,0.82521618,0.16710749,0.17284899,0.01060903,0.08101624,0.04634112,0.48128880
-5.68784392,0.79356911,0.15969965,0.16838361,0.01022685,0.07730326,0.04466028,0.45977674
-5.68184092,0.75938455,0.15179327,0.16337230,0.00981352,0.07340602,0.04285597,0.43663785
-5.67583792,0.72316494,0.14350298,0.15787820,0.00937374,0.06937391,0.04095037,0.41225782
-5.66983492,0.68541548,0.13494398,0.15196779,0.00891263,0.06525589,0.03896599,0.38701987
-5.66383192,0.64663153,0.12622925,0.14570918,0.00843557,0.06109947,0.03692517,0.36129475
-5.65782891,0.60728754,0.11746701,0.13917057,0.00794796,0.05694983,0.03484957,0.33543205
-5.65182591,0.56782791,0.10875849,0.13241902,0.00745509,0.05284912,0.03275971,0.30975297
-5.64582291,0.52865991,0.10019620,0.12551946,0.00696199,0.04883587,0.03067470,0.28454474
-5.63981991,0.49014880,0.09186259,0.11853399,0.00647333,0.04494465,0.02861199,0.26005674
-5.63381691,0.45261496,0.08382927,0.11152142,0.00599330,0.04120593,0.02658726,0.23649839
-5.62781391,0.41633315,0.07615661,0.10453705,0.00552564,0.03764603,0.02461432,0.21403859
-5.62181091,0.38153343,0.06889385,0.09763266,0.00507353,0.03428737,0.02270521,0.19280654
-5.61580790,0.34840348,0.06207957,0.09085656,0.00463967,0.03114876,0.02087021,0.17289383
-5.60980490,0.31709221,0.05574250,0.08425377,0.00422624,0.02824585,0.01911804,0.15435749
-5.60380190,0.28771407,0.04990256,0.07786633,0.00383497,0.02559170,0.01745603,0.13722368
-5.59779890,0.26035387,0.04457212,0.07173347,0.00346720,0.02319730,0.01589026,0.12149189
-5.59179590,0.23507179,0.03975734,0.06589189,0.00312391,0.02107222,0.01442586,0.10713930
-5.58579290,0.21190837,0.03545958,0.06037593,0.00280581,0.01922516,0.01306715,0.09412518
-5.57978989,0.19088915,0.03167672,0.05521771,0.00251339,0.01766454,0.01181787,0.08239513
-5.57378689,0.17202892,0.02840448,0.05044722,0.00224703,0.01639887,0.01068136,0.07188495
-5.56778389,0.15533535,0.02563752,0.04609230,0.00200701,0.01543722,0.00966076,0.06252420
-5.56178089,0.14081208,0.02337047,0.04217864,0.00179362,0.01478937,0.00875913,0.05423930
-5.55577789,0.12846098,0.02159872,0.03872964,0.00160722,0.01446595,0.00797960,0.04695613
-5.54977489,0.11828385,0.02031895,0.03576628,0.00144832,0.01447839,0.00732548,0.04060213
-5.54377189,0.11028333,0.01952954,0.03330691,0.00131758,0.01483874,0.00680031,0.03510809
-5.53776888,0.10446318,0.01923073,0.03136706,0.00121595,0.01555924,0.00640793,0.03040939
-5.53176588,0.10082795,0.01942450,0.02995911,0.00114462,0.01665190,0.00615249,0.02644691
-5.52576288,0.09938208,0.02011434,0.02909206,0.00110517,0.01812782,0.00603841,0.02316770
-5.51975988,0.10012841,0.02130478,0.02877117,0.00109949,0.01999641,0.00607033,0.02052526
-5.51375688,0.10306635,0.02300076,0.02899769,0.00112988,0.02226457,0.00625299,0.01847967
-5.50775388,0.10818960,0.02520690,0.02976849,0.00119901,0.02493579,0.00659107,0.01699745
-5.50175088,0.11548367,0.02792664,0.03107575,0.00130991,0.02800920,0.00708902,0.01605133
-5.49574787,0.12492318,0.03116132,0.03290671,0.00146592,0.03147869,0.00775078,0.01561976
-5.48974487,0.13646916,0.03490922,0.03524343,0.00167064,0.03533214,0.00857949,0.01568636
-5.48374187,0.15006648,0.03916467,0.03806263,0.00192783,0.03955070,0.00957719,0.01623926
-5.47773887,0.16564145,0.04391717,0.04133569,0.00224131,0.04410833,0.01074445,0.01727026
-5.47173587,0.18309994,0.04915067,0.04502872,0.00261477,0.04897154,0.01208003,0.01877398
-5.46573287,0.20232593,0.05484298,0.04910286,0.00305165,0.05409942,0.01358048,0.02074692
-5.45972986,0.22318083,0.06096540,0.05351470,0.00355490,0.05944399,0.01523988,0.02318645
-5.45372686,0.24550356,0.06748263,0.05821697,0.00412680,0.06495083,0.01704948,0.02608982
-5.44772386,0.26911161,0.07435281,0.06315933,0.00476874,0.07056011,0.01899752,0.02945323
-5.44172086,0.29380294,0.08152807,0.06828945,0.00548095,0.07620788,0.02106909,0.03327084
-5.43571786,0.31935890,0.08895513,0.07355421,0.00626236,0.08182768,0.02324608,0.03753400
-5.42971486,0.34554808,0.09657637,0.07890102,0.00711034,0.08735234,0.02550730,0.04223056
-5.42371186,0.37213095,0.10433109,0.08427923,0.00802058,0.09271603,0.02782869,0.04734436
-5.41770885,0.39886518,0.11215695,0.08964163,0.00898694,0.09785627,0.03018366,0.05285492
-5.41170585,0.42551143,0.11999164,0.09494580,0.01000143,0.10271604,0.03254365,0.05873740
-5.40570285,0.45183941,0.12777465,0.10015541,0.01105419,0.10724573,0.03487865,0.06496266
-5.39969985,0.47763382,0.13544901,0.10524133,0.01213356,0.11140487,0.03715802,0.07149777
-5.39369685,0.50270008,0.14296303,0.11018244,0.01322623,0.11516355,0.03935125,0.07830651
-5.38769385,0.52686936,0.15027186,0.11496619,0.01431752,0.11850354,0.04142882,0.08535021
-5.38169085,0.55000278,0.15733882,0.11958870,0.01539163,0.12141881,0.04336309,0.09258867
-5.37568784,0.57199444,0.16413643,0.12405456,0.01643202,0.12391566,0.04512912,0.09998119
-5.36968484,0.59277316,0.17064709,0.12837612,0.01742186,0.12601231,0.04670549,0.10748755
-5.36368184,0.61230276,0.17686326,0.13257247,0.01834448,0.12773791,0.04807493,0.11506906
-5.35767884,0.63058082,0.18278729,0.13666801,0.01918386,0.12913117,0.04922487,0.12268940
-5.35167584,0.64763594,0.18843064,0.14069073,0.01992512,0.13023850,0.05014779,0.13031532
-5.34567284,0.66352366,0.19381281,0.14467023,0.02055498,0.13111186,0.05084143,0.13791707
-5.33966983,0.67832113,0.19895976,0.14863567,0.02106220,0.13180630,0.05130868,0.14546868
-5.33366683,0.69212087,0.20390197,0.15261362,0.02143794,0.13237754,0.05155741,0.15294776
-5.32766383,0.70502387,0.20867237,0.15662599,0.02167605,0.13287935,0.05160000,0.16033520
-5.32166083,0.71713244,0.21330392,0.16068820,0.02177325,0.13336127,0.05145276,0.16761448
-5.31565783,0.72854316,0.21782736,0.16480760,0.02172927,0.13386643,0.05113517,0.17477083
-5.30965483,0.73934033,0.22226886,0.16898222,0.02154681,0.13442977,0.05066903,0.18179018
-5.30365183,0.74959021,0.22664800,0.17320006,0.02123145,0.13507670,0.05007756,0.18865808
-5.29764882,0.75933649,0.23097597,0.17743877,0.02079147,0.13582221,0.04938448,0.19535861
-5.29164582,0.76859710,0.23525425,0.18166592,0.02023754,0.13667053,0.04861312,0.20187336
-5.28564282,0.77736262,0.23947374,0.18583973,0.01958243,0.13761528,0.04778562,0.20818061
-5.27963982,0.78559635,0.24361440,0.18991030,0.01884058,0.13864013,0.04692218,0.21425485
-5.27363682,0.79323606,0.24764557,0.19382118,0.01802771,0.13971984,0.04604056,0.22006649
-5.26763382,0.80019731,0.25152672,0.19751144,0.01716039,0.14082182,0.04515565,0.22558213
-5.26163082,0.80637814,0.25520885,0.20091779,0.01625566,0.14190778,0.04427927,0.23076511
-5.25562781,0.81166498,0.25863634,0.20397696,0.01533064,0.14293572,0.04342016,0.23557656
-5.24962481,0.81593938,0.26174918,0.20662809,0.01440217,0.14386198,0.04258407,0.23997675
-5.24362181,0.81908530,0.26448558,0.20881502,0.01348662,0.14464321,0.04177409,0.24392694
-5.23761881,0.82099657,0.26678472,0.21048846,0.01259960,0.14523836,0.04099108,0.24739129
-5.23161581,0.82158420,0.26858966,0.21160779,0.01175583,0.14561045,0.04023418,0.25033916
-5.22561281,0.82078317,0.26985010,0.21214270,0.01096904,0.14572805,0.03950149,0.25274736
-5.21960980,0.81855847,0.27052510,0.21207426,0.01025197,0.14556657,0.03879061,0.25460234
-5.21360680,0.81490997,0.27058548,0.21139577,0.00961627,0.14510922,0.03809940,0.25590232
-5.20760380,0.80987611,0.27001583,0.21011304,0.00907263,0.14434758,0.03742653,0.25665902
-5.20160080,0.80353609,0.26881606,0.20824433,0.00863071,0.14328193,0.03677205,0.25689900
-5.19559780,0.79601050,0.26700246,0.20581990,0.00829925,0.14192124,0.03613787,0.25666455
-5.18959480,0.78746035,0.26460807,0.20288116,0.00808603,0.14028281,0.03552810,0.25601387
-5.18359180,0.77808449,0.26168251,0.19947957,0.00799788,0.13839179,0.03494928,0.25502063
-5.17758879,0.76811548,0.25829112,0.19567523,0.00804066,0.13628033,0.03441047,0.25377283
-5.17158579,0.75781393,0.25451348,0.19153528,0.00821908,0.13398661,0.03392315,0.25237086
-5.16558279,0.74746164,0.25044129,0.18713216,0.00853666,0.13155369,0.03350105,0.25092495
-5.15957979,0.73735353,0.24617578,0.18254179,0.00899550,0.12902826,0.03315974,0.24955191
-5.15357679,0.72778874,0.24182459,0.17784169,0.00959609,0.12645926,0.03291620,0.24837137
-5.14757379,0.71906117,0.23749832,0.17310911,0.01033707,0.12389648,0.03278821,0.24750158
-5.14157079,0.71144969,0.23330681,0.16841928,0.01121501,0.12138911,0.03279367,0.24705500
-5.13556778,0.70520857,0.22935539,0.16384370,0.01222417,0.11898430,0.03294988,0.24713379
-5.12956478,0.70055833,0.22574113,0.15944869,0.01335631,0.11672580,0.03327277,0.24782549
-5.12356178,0.69767750,0.22254931,0.15529406,0.01460056,0.11465268,0.03377618,0.24919908
