energy_ev,total_up,P_s_up,P_p_up,Re_p_up,Re_d_up,S_s_up,S_p_up
-5.84992496,1.09901996,0.00912673,0.16113939,0.46184811,0.48414417,0.01998213,0.49042906
-5.84392196,1.12757073,0.00940927,0.17364320,0.48515599,0.49784268,0.02013267,0.49975644
-5.83791896,1.16062786,0.00974533,0.18690151,0.51021722,0.51396576,0.02029321,0.51106491
-5.83191596,1.19823354,0.01013087,0.20084605,0.53692938,0.53254026,0.02047527,0.52438832
-5.82591296,1.24028562,0.01055991,0.21538296,0.56512633,0.55352562,0.02068934,0.53969697
-5.81990995,1.28653441,0.01102466,0.23039279,0.59457710,0.57681319,0.02094433,0.55689654
-5.81390695,1.33658513,0.01151574,0.24573136,0.62498758,0.60222797,0.02124712,0.57582973
-5.80790395,1.38990618,0.01202246,0.26123180,0.65600488,0.62953286,0.02160220,0.59628027
-5.80190095,1.44584309,0.01253315,0.27670755,0.68722458,0.65843524,0.02201137,0.61797951
-5.79589795,1.50363774,0.01303557,0.29195635,0.71820060,0.68859561,0.02247360,0.64061506
-5.78989495,1.56245215,0.01351726,0.30676524,0.74845746,0.71963808,0.02298501,0.66384146
-5.78389195,1.62139597,0.01396604,0.32091618,0.77750461,0.75116220,0.02353896,0.68729225
-5.77788894,1.67955666,0.01437035,0.33419232,0.80485223,0.78275580,0.02412627,0.71059311
-5.77188594,1.73603109,0.01471974,0.34638463,0.83002797,0.81400819,0.02473553,0.73337537
-5.76588294,1.78995736,0.01500520,0.35729863,0.85259403,0.84452323,0.02535360,0.75528955
-5.75987994,1.84054544,0.01521949,0.36676101,0.87216376,0.87393192,0.02596602,0.77601820
-5.75387694,1.88710544,0.01535742,0.37462585,0.88841715,0.90190372,0.02655765,0.79528749
-5.74787394,1.92907239,0.01541604,0.38078022,0.90111468,0.92815641,0.02711324,0.81287727
-5.74187094,1.96602636,0.01539476,0.38514891,0.91010866,0.95246407,0.02761802,0.82862895
-5.73586793,1.99770739,0.01529537,0.38769820,0.91535176,0.97466287,0.02805830,0.84245105
-5.72986493,2.02402438,0.01512195,0.38843828,0.91690227,0.99465448,0.02842202,0.85432217
-5.72386193,2.04505793,0.01488082,0.38742451,0.91492579,1.01240720,0.02869920,0.86429129
-5.71785893,2.06105680,0.01458020,0.38475723,0.90969319,1.02795460,0.02888235,0.87247546
-5.71185593,2.07242849,0.01423001,0.38058020,0.90157497,1.04139209,0.02896677,0.87905491
-5.70585293,2.07972421,0.01384149,0.37507767,0.89103197,1.05287137,0.02895071,0.88426600
-5.69984992,2.08361891,0.01342681,0.36847024,0.87860300,1.06259327,0.02883548,0.88839213
-5.69384692,2.08488734,0.01299863,0.36100956,0.86488949,1.07079915,0.02862537,0.89175311
-5.68784392,2.08437689,0.01256973,0.35297196,0.85053790,1.07776133,0.02832754,0.89469337
-5.68184092,2.08297837,0.01215254,0.34465145,0.83622038,1.08377282,0.02795172,0.89756949
-5.67583792,2.08159567,0.01175873,0.33635198,0.82261433,1.08913682,0.02750991,0.90073739
-5.66983492,2.08111540,0.01139887,0.32837943,0.81038158,1.09415622,0.02701596,0.90453982
-5.66383192,2.08237752,0.01108211,0.32103343,0.80014781,1.09912347,0.02648506,0.90929430
-5.65782891,2.08614774,0.01081589,0.31459926,0.79248297,1.10431111,0.02593329,0.91528211
-5.65182591,2.09309257,0.01060576,0.30934007,0.78788328,1.10996304,0.02537707,0.92273848
-5.64582291,2.10375779,0.01045522,0.30548963,0.78675533,1.11628690,0.02483263,0.93184439
-5.63981991,2.11855072,0.01036569,0.30324574,0.78940289,1.12344757,0.02431557,0.94272005
-5.63381691,2.13772687,0.01033651,0.30276457,0.79601687,1.13156201,0.02384037,0.95542038
-5.62781391,2.16138125,0.01036499,0.30415594,0.80666852,1.14069538,0.02341999,0.96993243
-5.62181091,2.18944450,0.01044657,0.30747985,0.82130643,1.15085869,0.02306559,0.98617495
-5.61580790,2.22168390,0.01057502,0.31274420,0.83975712,1.16200783,0.02278627,1.00400005
-5.60980490,2.25770925,0.01074263,0.31990379,0.86172938,1.17404420,0.02258890,1.02319681
-5.60380190,2.29698339,0.01094056,0.32886075,0.88682229,1.18681682,0.02247804,1.04349693
-5.59779890,2.33883720,0.01115907,0.33946630,0.91453644,1.20012589,0.02245600,1.06458215
-5.59179590,2.38248851,0.01138786,0.35152391,0.94428835,1.21372794,0.02252285,1.08609323
-5.58579290,2.42706459,0.01161642,0.36479369,0.97542741,1.22734227,0.02267665,1.10764038
-5.57978989,2.47162754,0.01183432,0.37899806,1.00725491,1.24065877,0.02291360,1.12881474
-5.57378689,2.51520199,0.01203154,0.39382852,1.03904467,1.25334685,0.02322836,1.14920059
-5.56778389,2.55680417,0.01219873,0.40895332,1.07006442,1.26506534,0.02361428,1.16838812
-5.56178089,2.59547177,0.01232747,0.42402590,1.09959761,1.27547314,0.02406377,1.18598607
-5.55577789,2.63029344,0.01241051,0.43869388,1.12696453,1.28424027,0.02456852,1.20163421
-5.54977489,2.66043731,0.01244189,0.45260835,1.15154254,1.29105908,0.02511989,1.21501495
-5.54377189,2.68517732,0.01241713,0.46543311,1.17278437,1.29565513,0.02570909,1.22586394
-5.53776888,2.70391686,0.01233328,0.47685374,1.19023419,1.29779758,0.02632746,1.23397918
-5.53176588,2.71620849,0.01218893,0.48658604,1.20354078,1.29730839,0.02696666,1.23922830
-5.52576288,2.72176946,0.01198424,0.49438376,1.21246743,1.29407030,0.02761877,1.24155382
-5.51975988,2.72049207,0.01172083,0.50004514,1.21689831,1.28803290,0.02827645,1.24097615
-5.51375688,2.71244864,0.01140171,0.50341827,1.21684099,1.27921673,0.02893294,1.23759414
-5.50775388,2.69789078,0.01103112,0.50440485,1.21242512,1.26771507,0.02958208,1.23158316
-5.50175088,2.67724279,0.01061440,0.50296241,1.20389735,1.25369315,0.03021829,1.22319066
-5.49574787,2.65108938,0.01015774,0.49910480,1.19161259,1.23738495,0.03083652,1.21272946
-5.48974487,2.62015800,0.00966802,0.49290099,1.17602195,1.21908726,0.03143217,1.20056866
-5.48374187,2.58529624,0.00915258,0.48447211,1.15765773,1.19915144,0.03200102,1.18712277
-5.47773887,2.54744502,0.00861900,0.47398709,1.13711607,1.17797291,0.03253911,1.17283901
-5.47173587,2.50760844,0.00807493,0.46165670,1.11503764,1.15597878,0.03304274,1.15818347
-5.46573287,2.46682124,0.00752785,0.44772663,1.09208722,1.13361393,0.03350831,1.14362639
-5.45972986,2.42611499,0.00698491,0.43246948,1.06893269,1.11132623,0.03393239,1.12962708
-5.45372686,2.38648416,0.00645282,0.41617627,1.04622416,1.08955128,0.03431158,1.11661895
-5.44772386,2.34885336,0.00593766,0.39914759,1.02457399,1.06869726,0.03464259,1.10499520
-5.44172086,2.31404683,0.00544482,0.38168474,1.00453827,1.04913066,0.03492223,1.09509561
-5.43571786,2.28276141,0.00497894,0.36408128,0.98660036,1.03116333,0.03514745,1.08719504
-5.42971486,2.25554399,0.00454384,0.34661511,0.97115715,1.01504149,0.03531536,1.08149384
-5.42371186,2.23277431,0.00414252,0.32954147,0.95850828,1.00093710,0.03542337,1.07811086
-5.41770885,2.21465391,0.00377716,0.31308702,0.94884891,0.98894214,0.03546917,1.07707907
-5.41170585,2.20120165,0.00344916,0.29744516,0.94226604,0.97906592,0.03545089,1.07834421
-5.40570285,2.19225604,0.00315916,0.28277268,0.93873863,0.97123576,0.03536715,1.08176657
-5.39969985,2.18748444,0.00290714,0.26918788,0.93814140,0.96530091,0.03521715,1.08712572
-5.39369685,2.18639872,0.00269244,0.25677004,0.94025222,0.96103965,0.03500077,1.09412837
-5.38769385,2.18837703,0.00251385,0.24556030,0.94476274,0.95816938,0.03471868,1.10241889
-5.38169085,2.19269058,0.00236970,0.23556374,0.95129183,0.95635918,0.03437237,1.11159221
-5.37568784,2.19853470,0.00225794,0.22675263,0.95940142,0.95524444,0.03396435,1.12120871
-5.36968484,2.20506275,0.00217618,0.21907055,0.96861393,0.95444289,0.03349815,1.13081054
-5.36368184,2.21142166,0.00212181,0.21243728,0.97843087,0.95357134,0.03297847,1.13993865
-5.35767884,2.21678752,0.00209204,0.20675413,0.98835160,0.95226255,0.03241122,1.14815000
-5.35167584,2.22039993,0.00208398,0.20190964,0.99789186,0.95018129,0.03180365,1.15503427
-5.34567284,2.22159359,0.00209467,0.19778521,1.00660099,0.94703909,0.03116435,1.16022931
-5.33966983,2.21982581,0.00212117,0.19426059,1.01407748,0.94260698,0.03050336,1.16343478
-5.33366683,2.21469884,0.00216059,0.19121901,1.01998211,0.93672561,0.02983210,1.16442339
-5.32766383,2.20597608,0.00221012,0.18855169,1.02404820,0.92931244,0.02916338,1.16304927
-5.32166083,2.19359146,0.00226711,0.18616165,1.02608869,0.92036556,0.02851135,1.15925317
-5.31565783,2.17765160,0.00232904,0.18396669,1.02599967,0.90996414,0.02789130,1.15306419
-5.30965483,2.15843064,0.00239359,0.18190140,1.02376042,0.89826531,0.02731954,1.14459795
-5.30365183,2.13635806,0.00245863,0.17991829,1.01942999,0.88549780,0.02681310,1.13405139
-5.29764882,2.11199982,0.00252227,0.17798788,1.01314050,0.87195250,0.02638946,1.12169424
-5.29164582,2.08603380,0.00258284,0.17609795,1.00508754,0.85797045,0.02606612,1.10785760
-5.28564282,2.05922050,0.00263892,0.17425191,0.99551821,0.84392863,0.02586019,1.09292013
-5.27963982,2.03237022,0.00268929,0.17246644,0.98471726,0.83022441,0.02578793,1.07729229
-5.27363682,2.00630826,0.00273298,0.17076866,0.97299220,0.81725912,0.02586417,1.06139941
-5.26763382,1.98183944,0.00276926,0.16919274,0.96065780,0.80542153,0.02610181,1.04566425
-5.26163082,1.95971366,0.00279756,0.16777643,0.94802101,0.79507198,0.02651127,1.03048975
-5.25562781,1.94059395,0.00281753,0.16655750,0.93536679,0.78652785,0.02709994,1.01624278
-5.24962481,1.92502832,0.00282899,0.16557032,0.92294554,0.78005090,0.02787171,1.00323951
-5.24362181,1.91342677,0.00283192,0.16484281,0.91096277,0.77583712,0.02882655,0.99173304
-5.23761881,1.90604449,0.00282642,0.16439385,0.89957137,0.77400959,0.02996018,0.98190382
-5.23161581,1.90297182,0.00281276,0.16423134,0.88886682,0.77461439,0.03126385,0.97385336
-5.22561281,1.90413169,0.00279127,0.16435089,0.87888557,0.77762005,0.03272423,0.96760129
-5.21960980,1.90928439,0.00276241,0.16473536,0.86960644,0.78292026,0.03432350,0.96308613
-5.21360680,1.91803961,0.00272672,0.16535514,0.86095509,0.79033991,0.03603953,0.96016945
-5.20760380,1.92987494,0.00268486,0.16616911,0.85281105,0.79964393,0.03784625,0.95864348
-5.20160080,1.94416023,0.00263752,0.16712636,0.84501701,0.81054867,0.03971418,0.95824158
-5.19559780,1.96018621,0.00258553,0.16816842,0.83738981,0.82273505,0.04161107,0.95865107
-5.18959480,1.97719627,0.00252976,0.16923185,0.82973235,0.83586300,0.04350269,0.95952796
-5.18359180,1.99441960,0.00247119,0.17025124,0.82184594,0.84958626,0.04535372,0.96051260
-5.17758879,2.01110404,0.00241088,0.17116215,0.81354231,0.86356691,0.04712869,0.96124565
-5.17158579,2.02654712,0.00234994,0.17190402,0.80465455,0.87748876,0.04879296,0.96138359
-5.16558279,2.04012347,0.00228958,0.17242282,0.79504658,0.89106903,0.05031366,0.96061284
-5.15957979,2.05130746,0.00223104,0.17267333,0.78462042,0.90406757,0.05166067,0.95866208
-5.15357679,2.05968987,0.00217562,0.17262082,0.77332113,0.91629333,0.05280740,0.95531193
-5.14757379,2.06498777,0.00212461,0.17224219,0.76113904,0.92760757,0.05373155,0.95040177
-5.14157079,2.06704734,0.00207932,0.17152639,0.74810929,0.93792390,0.05441562,0.94383332
-5.13556778,2.06583961,0.00204098,0.17047427,0.73430876,0.94720504,0.05484734,0.93557099
-5.12956478,2.06144952,0.00201078,0.16909765,0.71985061,0.95545673,0.05501985,0.92563902
-5.12356178,2.05405912,0.00198976,0.16741794,0.70487687,0.96271905,0.05493169,0.91411569
-5.11755878,2.04392612,0.00197883,0.16546430,0.68954954,0.96905592,0.05458662,0.90112516
-5.11155578,2.03135912,0.00197872,0.16327136,0.67404067,0.97454335,0.05399330,0.88682733
-5.10555278,2.01669111,0.00198990,0.16087687,0.65852222,0.97925731,0.05316470,0.87140644
-5.09954977,2.00025292,0.00201263,0.15831923,0.64315609,0.98326199,0.05211756,0.85505920
-5.09354677,1.98234820,0.00204689,0.15563518,0.62808510,0.98659915,0.05087157,0.83798296
-5.08754377,1.96323148,0.00209234,0.15285771,0.61342518,0.98927940,0.04944868,0.82036478
-5.08154077,1.94309050,0.00214838,0.15001429,0.59925946,0.99127586,0.04787228,0.80237192
-5.07553777,1.92203385,0.00221411,0.14712565,0.58563431,0.99252068,0.04616644,0.78414415
-5.06953477,1.90008451,0.00228834,0.14420492,0.57255767,0.99290465,0.04435525,0.76578839
-5.06353177,1.87717956,0.00236963,0.14125744,0.55999958,0.99227982,0.04246214,0.74737572
-5.05752876,1.85317590,0.00245633,0.13828098,0.54789496,0.99046524,0.04050941,0.72894098
-5.05152576,1.82786145,0.00254659,0.13526650,0.53614819,0.98725513,0.03851783,0.71048460
-5.04552276,1.80097109,0.00263844,0.13219928,0.52463941,0.98242923,0.03650635,0.69197669
-5.03951976,1.77220611,0.00272984,0.12906041,0.51323205,0.97576463,0.03449195,0.67336282
-5.03351676,1.74125601,0.00281873,0.12582845,0.50178103,0.96704831,0.03248958,0.65457114
-5.02751376,1.70782124,0.00290309,0.12248125,0.49014137,0.95608971,0.03051221,0.63552035
-5.02151076,1.67163550,0.00298100,0.11899772,0.47817656,0.94273257,0.02857094,0.61612792
-5.01550775,1.63248625,0.00305071,0.11535952,0.46576634,0.92686533,0.02667518,0.59631814
-5.00950475,1.59023239,0.00311068,0.11155256,0.45281351,0.90842958,0.02483284,0.57602950
-5.00350175,1.54481808,0.00315962,0.10756820,0.43924947,0.88742601,0.02305059,0.55522100
-4.99749875,1.49628205,0.00319654,0.10340416,0.42503816,0.86391766,0.02133404,0.53387710
-4.99149575,1.44476203,0.00322076,0.09906503,0.41017849,0.83803019,0.01968798,0.51201106
-4.98549275,1.39049425,0.00323190,0.09456245,0.39470498,0.80994941,0.01811653,0.48966663
-4.97948974,1.33380805,0.00322994,0.08991494,0.37868681,0.77991602,0.01662329,0.46691805
-4.97348674,1.27511634,0.00321515,0.08514736,0.36222541,0.74821809,0.01521148,0.44386845
-4.96748374,1.21490217,0.00318809,0.08029013,0.34545064,0.71518158,0.01388395,0.42064680
-4.96148074,1.15370269,0.00314958,0.07537822,0.32851600,0.68115953,0.01264327,0.39740372
-4.95547774,1.09209100,0.00310064,0.07044993,0.31159293,0.64652043,0.01149171,0.37430631
-4.94947474,1.03065717,0.00304248,0.06554565,0.29486472,0.61163640,0.01043120,0.35153248
-4.94347174,0.96998924,0.00297640,0.06070651,0.27852002,0.57687171,0.00946336,0.32926485
-4.93746873,0.91065508,0.00290380,0.05597314,0.26274651,0.54257220,0.00858935,0.30768479
-4.93146573,0.85318598,0.00282606,0.05138441,0.24772478,0.50905605,0.00780992,0.28696663
-4.92546273,0.79806244,0.00274458,0.04697641,0.23362266,0.47660613,0.00712529,0.26727241
-4.91945973,0.74570287,0.00266065,0.04278147,0.22059023,0.44546441,0.00653512,0.24874739
-4.91345673,0.69645517,0.00257550,0.03882748,0.20875560,0.41582822,0.00603845,0.23151627
-4.90745373,0.65059161,0.00249024,0.03513731,0.19822143,0.38784870,0.00563370,0.21568043
-4.90145073,0.60830678,0.00240585,0.03172851,0.18906254,0.36163112,0.00531861,0.20131606
-4.89544772,0.56971847,0.00232317,0.02861312,0.18132418,0.33723695,0.00509024,0.18847328
-4.88944472,0.53487112,0.00224294,0.02579776,0.17502141,0.31468749,0.00494498,0.17717610
-4.88344172,0.50374161,0.00216578,0.02328382,0.17013923,0.29396865,0.00487853,0.16742323
-4.87743872,0.47624666,0.00209219,0.02106779,0.16663352,0.27503656,0.00488597,0.15918964
-4.87143572,0.45225166,0.00202264,0.01914175,0.16443277,0.25782373,0.00496178,0.15242871
-4.86543272,0.43158022,0.00195750,0.01749398,0.16344045,0.24224533,0.00509986,0.14707479
-4.85942971,0.41402414,0.00189714,0.01610952,0.16353799,0.22820530,0.00529368,0.14304632
-4.85342671,0.39935329,0.00184192,0.01497094,0.16458834,0.21560211,0.00553629,0.14024897
-4.84742371,0.38732520,0.00179219,0.01405902,0.16643985,0.20433378,0.00582046,0.13857920
-4.84142071,0.37769388,0.00174831,0.01335347,0.16893057,0.19430222,0.00613880,0.13792760
-4.83541771,0.37021795,0.00171067,0.01283370,0.17189280,0.18541660,0.00648388,0.13818245
-4.82941471,0.36466766,0.00167967,0.01247943,0.17515773,0.17759588,0.00684839,0.13923304
-4.82341171,0.36083097,0.00165572,0.01227143,0.17856014,0.17077045,0.00722530,0.14097287
-4.81740870,0.35851858,0.00163923,0.01219203,0.18194298,0.16488295,0.00760799,0.14330268
-4.81140570,0.35756792,0.00163060,0.01222572,0.18516176,0.15988845,0.00799048,0.14613318
-4.80540270,0.35784625,0.00163017,0.01235957,0.18808856,0.15575409,0.00836753,0.14938751
-4.79939970,0.35925295,0.00163827,0.01258361,0.19061560,0.15245829,0.00873483,0.15300349
-4.79339670,0.36172103,0.00165515,0.01289117,0.19265823,0.14998984,0.00908915,0.15693538
-4.78739370,0.36521809,0.00168100,0.01327899,0.19415723,0.14834685,0.00942844,0.16115543
-4.78139070,0.36974666,0.00171596,0.01374742,0.19508041,0.14753581,0.00975197,0.16565504
-4.77538769,0.37534422,0.00176009,0.01430035,0.19542330,0.14757079,0.01006039,0.17044550
-4.76938469,0.38208267,0.00181340,0.01494517,0.19520911,0.14847292,0.01035575,0.17555846
-4.76338169,0.39006761,0.00187590,0.01569256,0.19448783,0.15027018,0.01064157,0.18104589
-4.75737869,0.39943711,0.00194759,0.01655623,0.19333449,0.15299736,0.01092280,0.18697976
-4.75137569,0.41036017,0.00202854,0.01755257,0.19184681,0.15669636,0.01120575,0.19345127
-4.74537269,0.42303473,0.00211889,0.01870022,0.19014203,0.16141660,0.01149804,0.20056964
-4.73936968,0.43768517,0.00221892,0.02001959,0.18835343,0.16721545,0.01180842,0.20846051
-4.73336668,0.45455910,0.00232910,0.02153228,0.18662626,0.17415863,0.01214668,0.21726388
-4.72736368,0.47392358,0.00245014,0.02326051,0.18511353,0.18232031,0.01252342,0.22713161
-4.72136068,0.49606033,0.00258299,0.02522650,0.18397162,0.19178292,0.01294985,0.23822433
-4.71535768,0.52126008,0.00272893,0.02745179,0.18335588,0.20263636,0.01343749,0.25070799
-4.70935468,0.54981589,0.00288954,0.02995656,0.18341635,0.21497658,0.01399798,0.26474976
-4.70335168,0.58201530,0.00306674,0.03275897,0.18429374,0.22890349,0.01464268,0.28051351
-4.69734867,0.61813148,0.00326278,0.03587446,0.18611565,0.24451798,0.01538241,0.29815471
-4.69134567,0.65841319,0.00348019,0.03931503,0.18899318,0.26191824,0.01622706,0.31781497
-4.68534267,0.70307403,0.00372181,0.04308862,0.19301797,0.28119524,0.01718524,0.33961614
-4.67933967,0.75228074,0.00399069,0.04719841,0.19825968,0.30242763,0.01826395,0.36365413
-4.67333667,0.80614130,0.00429004,0.05164223,0.20476393,0.32567610,0.01946815,0.38999273
-4.66733367,0.86469293,0.00462320,0.05641196,0.21255071,0.35097749,0.02080048,0.41865736
-4.66133067,0.92789051,0.00499351,0.06149305,0.22161334,0.37833890,0.02226089,0.44962930
-4.65532766,0.99559609,0.00540430,0.06686405,0.23191788,0.40773203,0.02384638,0.48284033
-4.64932466,1.06756993,0.00585877,0.07249635,0.24340305,0.43908818,0.02555081,0.51816841
-4.64332166,1.14346377,0.00635998,0.07835394,0.25598072,0.47229412,0.02736468,0.55543439
-4.63731866,1.22281685,0.00691069,0.08439341,0.26953693,0.50718928,0.02927514,0.59440031
-4.63131566,1.30505532,0.00751343,0.09056412,0.28393339,0.54356432,0.03126601,0.63476928
-4.62531266,1.38949531,0.00817034,0.09680856,0.29900969,0.58116152,0.03331791,0.67618746
-4.61930965,1.47535019,0.00888324,0.10306297,0.31458590,0.61967701,0.03540854,0.71824800
-4.61330665,1.56174185,0.00965350,0.10925818,0.33046585,0.65876485,0.03751311,0.76049724
-4.60730365,1.64771620,0.01048210,0.11532070,0.34644081,0.69804304,0.03960479,0.80244295
-4.60130065,1.73226240,0.01136954,0.12117404,0.36229369,0.73710121,0.04165535,0.84356453
-4.59529765,1.81433537,0.01231583,0.12674027,0.37780352,0.77550969,0.04363585,0.88332496
-4.58929465,1.89288082,0.01332048,0.13194168,0.39275021,0.81282980,0.04551741,0.92118400
-4.58329165,1.96686191,0.01438240,0.13670267,0.40691940,0.84862470,0.04727202,0.95661225
-4.57728864,2.03528643,0.01549985,0.14095159,0.42010723,0.88247049,0.04887332,0.98910554
-4.57128564,2.09723340,0.01667039,0.14462270,0.43212495,0.91396698,0.05029742,1.01819891
-4.56528264,2.15187797,0.01789072,0.14765794,0.44280304,0.94274773,0.05152361,1.04347982
-4.55927964,2.19851338,0.01915662,0.15000863,0.45199491,0.96848874,0.05253497,1.06459979
-4.55327664,2.23656916,0.02046282,0.15163689,0.45957983,0.99091566,0.05331894,1.08128400
-4.54727364,2.26562471,0.02180287,0.15251684,0.46546509,1.00980894,0.05386761,1.09333856
-4.54127064,2.28541768,0.02316906,0.15263536,0.46958738,1.02500702,0.05417799,1.10065493
-4.53526763,2.29584697,0.02455233,0.15199261,0.47191323,1.03640734,0.05425203,1.10321147
-4.52926463,2.29697026,0.02594221,0.15060205,0.47243862,1.04396532,0.05409647,1.10107211
-4.52326163,2.28899652,0.02732685,0.14849007,0.47118782,1.04769146,0.05372259,1.09438217
-4.51725863,2.27227395,0.02869310,0.14569535,0.46821159,1.04764693,0.05314575,1.08336180
-4.51125563,2.24727428,0.03002662,0.14226777,0.46358485,1.04393793,0.05238483,1.06829724
-4.50525263,2.21457432,0.03131211,0.13826708,0.45740395,1.03670939,0.05146161,1.04953058
-4.49924962,2.17483584,0.03253362,0.13376139,0.44978385,1.02613824,0.05040004,1.02744847
-4.49324662,2.12878496,0.03367495,0.12882546,0.44085520,1.01242684,0.04922549,1.00247044
-4.48724362,2.07719188,0.03472003,0.12353893,0.43076169,0.99579691,0.04796407,0.97503735
-4.48124062,2.02085217,0.03565354,0.11798459,0.41965756,0.97648420,0.04664187,0.94560044
-4.47523762,1.96057004,0.03646137,0.11224673,0.40770559,0.95473412,0.04528437,0.91461159
-4.46923462,1.89714440,0.03713126,0.10640955,0.39507547,0.93079849,0.04391587,0.88251486
-4.46323162,1.83135781,0.03765335,0.10055582,0.38194267,0.90493331,0.04255904,0.84973975
-4.45722861,1.76396848,0.03802073,0.09476578,0.36848765,0.87739760,0.04123456,0.81669614
-4.45122561,1.69570519,0.03822990,0.08911617,0.35489546,0.84845292,0.03996093,0.78377088
-4.44522261,1.62726467,0.03828120,0.08367961,0.34135559,0.81836356,0.03875428,0.75132601
-4.43921961,1.55931106,0.03817906,0.07852412,0.32806184,0.78739687,0.03762842,0.71969819
-4.43321661,1.49247675,0.03793219,0.07371292,0.31521227,0.75582369,0.03659486,0.68919922
-4.42721361,1.42736405,0.03755352,0.06930433,0.30300885,0.72391843,0.03566295,0.66011727
-4.42121061,1.36454700,0.03706008,0.06535180,0.29165686,0.69195857,0.03484011,0.63271840
-4.41520760,1.30457268,0.03647268,0.06190413,0.28136383,0.66022349,0.03413202,0.60724816
-4.40920460,1.24796168,0.03581541,0.05900555,0.27233792,0.62899243,0.03354290,0.58393290
-4.40320160,1.19520715,0.03511504,0.05669597,0.26478574,0.59854157,0.03307574,0.56298052
-4.39719860,1.14677235,0.03440021,0.05501104,0.25890947,0.56914021,0.03273254,0.54458053
-4.39119560,1.10308660,0.03370067,0.05398218,0.25490348,0.54104629,0.03251447,0.52890334
-4.38519260,1.06453954,0.03304625,0.05363653,0.25295028,0.51450129,0.03242207,0.51609858
-4.37918959,1.03147410,0.03246598,0.05399666,0.25321603,0.48972481,0.03245532,0.50629268
-4.37318659,1.00417836,0.03198707,0.05508028,0.25584576,0.46690910,0.03261363,0.49958573
-4.36718359,0.98287679,0.03163400,0.05689962,0.26095831,0.44621375,0.03289591,0.49604772
-4.36118059,0.96772135,0.03142765,0.05946089,0.26864129,0.42776099,0.03330037,0.49571455
-4.35517759,0.95878295,0.03138452,0.06276345,0.27894627,0.41163167,0.03382450,0.49858392
-4.34917459,0.95604386,0.03151613,0.06679901,0.29188428,0.39786236,0.03446479,0.50461147
-4.34317159,0.95939168,0.03182855,0.07155078,0.30742195,0.38644364,0.03521662,0.51370741
-4.33716858,0.96861525,0.03232206,0.07699264,0.32547848,0.37731983,0.03607402,0.52573406
-4.33116558,0.98340307,0.03299110,0.08308837,0.34592357,0.37039025,0.03702950,0.54050438
-4.32516258,1.00334455,0.03382429,0.08979103,0.36857652,0.36551193,0.03807388,0.55778197
-4.31915958,1.02793430,0.03480479,0.09704258,0.39320668,0.36250392,0.03919623,0.57728253
-4.31315658,1.05657973,0.03591068,0.10477367,0.41953528,0.36115296,0.04038383,0.59867704
-4.30715358,1.08861174,0.03711564,0.11290384,0.44723873,0.36122037,0.04162223,0.62159671
