energy_ev,total_up,Hf_p_up,Hf_d_up,Pb_p_up,Pb_d_up,Te_p_up,Te_d_up
-5.11755878,3.70101426,3.06624394,1.90532143,0.67023313,0.00476683,2.69316045,0.00000000
-5.11155578,3.54621235,2.90380880,1.84298457,0.64375305,0.00450994,2.58528841,0.00000000
-5.10555278,3.39445000,2.74438689,1.78276249,0.61567091,0.00425987,2.48215507,0.00000000
-5.09954977,3.24836208,2.59013076,1.72596505,0.58645040,0.00402035,2.38566599,0.00000000
-5.09354677,3.11025058,2.44289725,1.67371904,0.55654810,0.00379454,2.29742462,0.00000000
-5.08754377,2.98203776,2.30422094,1.62694083,0.52640338,0.00358502,2.21869889,0.00000000
-5.08154077,2.86523420,2.17529988,1.58631731,0.49642955,0.00339377,2.15040045,0.00000000
-5.07553777,2.76092228,2.05699334,1.55229561,0.46700648,0.00322210,2.09307684,0.00000000
-5.06953477,2.66975510,1.94983089,1.52508171,0.43847470,0.00307074,2.04691632,0.00000000
-5.06353177,2.59197008,1.85403165,1.50464782,0.41113132,0.00293980,2.01176492,0.00000000
-5.05752876,2.52741603,1.76953231,1.49074779,0.38522760,0.00282886,1.98715428,0.00000000
-5.05152576,2.47559199,1.69602218,1.48293988,0.36096828,0.00273701,1.97233897,0.00000000
-5.04552276,2.43569576,1.63298345,1.48061551,0.33851241,0.00266297,1.96634147,0.00000000
-5.03951976,2.40667960,1.57973467,1.48303276,0.31797566,0.00260508,1.96800256,0.00000000
-5.03351676,2.38731071,1.53547554,1.48935299,0.29943380,0.00256149,1.97603508,0.00000000
-5.02751376,2.37623360,1.49933113,1.49867907,0.28292716,0.00253018,1.98907873,0.00000000
-5.02151076,2.37203194,1.47039375,1.51009349,0.26846577,0.00250906,2.00575367,0.00000000
-5.01550775,2.37328727,1.44776111,1.52269483,0.25603491,0.00249608,2.02471094,0.00000000
-5.00950475,2.37863250,1.43056936,1.53563116,0.24560078,0.00248927,2.04467775,0.00000000
-5.00350175,2.38679825,1.41802020,1.54812913,0.23711609,0.00248682,2.06449616,0.00000000
-4.99749875,2.39665065,1.40940138,1.55951778,0.23052525,0.00248715,2.08315398,0.00000000
-4.99149575,2.40721960,1.40410037,1.56924627,0.22576897,0.00248892,2.09980716,0.00000000
-4.98549275,2.41771707,1.40161118,1.57689529,0.22278825,0.00249109,2.11379320,0.00000000
-4.97948974,2.42754538,1.40153483,1.58218197,0.22152739,0.00249292,2.12463586,0.00000000
-4.97348674,2.43629598,1.40357394,1.58495848,0.22193614,0.00249399,2.13204146,0.00000000
-4.96748374,2.44373964,1.40752244,1.58520496,0.22397093,0.00249417,2.13588783,0.00000000
-4.96148074,2.44980920,1.41325138,1.58301738,0.22759509,0.00249363,2.13620687,0.00000000
-4.95547774,2.45457650,1.42069190,1.57859141,0.23277823,0.00249278,2.13316226,0.00000000
-4.94947474,2.45822501,1.42981665,1.57220314,0.23949476,0.00249225,2.12702365,0.00000000
-4.94347174,2.46101989,1.44062068,1.56418806,0.24772168,0.00249288,2.11813902,0.00000000
-4.93746873,2.46327721,1.45310284,1.55491914,0.25743582,0.00249562,2.10690669,0.00000000
-4.93146573,2.46533375,1.46724869,1.54478516,0.26861058,0.00250149,2.09374818,0.00000000
-4.92546273,2.46751877,1.48301556,1.53417027,0.28121238,0.00251158,2.07908337,0.00000000
-4.91945973,2.47012877,1.50032035,1.52343546,0.29519691,0.00252694,2.06330865,0.00000000
-4.91345673,2.47340612,1.51903035,1.51290261,0.31050548,0.00254858,2.04677881,0.00000000
-4.90745373,2.47752193,1.53895730,1.50284139,0.32706141,0.00257737,2.02979306,0.00000000
-4.90145073,2.48256344,1.55985459,1.49345946,0.34476690,0.00261407,2.01258525,0.00000000
-4.89544772,2.48852596,1.58141751,1.48489568,0.36350026,0.00265922,1.99531812,0.00000000
-4.88944472,2.49530898,1.60328614,1.47721658,0.38311391,0.00271316,1.97808131,0.00000000
-4.88344172,2.50271628,1.62505065,1.47041559,0.40343310,0.00277596,1.96089258,0.00000000
-4.87743872,2.51045943,1.64625852,1.46441484,0.42425557,0.00284746,1.94370176,0.00000000
-4.87143572,2.51816435,1.66642340,1.45906929,0.44535234,0.00292719,1.92639672,0.00000000
-4.86543272,2.52538030,1.68503509,1.45417263,0.46646951,0.00301440,1.90881096,0.00000000
-4.85942971,2.53159104,1.70157042,1.44946480,0.48733134,0.00310806,1.89073213,0.00000000
-4.85342671,2.53622771,1.71550465,1.44464079,0.50764447,0.00320685,1.87191120,0.00000000
-4.84742371,2.53868316,1.72632332,1.43936030,0.52710332,0.00330920,1.85207192,0.00000000
-4.84142071,2.53832753,1.73353402,1.43325834,0.54539658,0.00341332,1.83092033,0.00000000
-4.83541771,2.53452474,1.73667826,1.42595621,0.56221455,0.00351720,1.80815418,0.00000000
-4.82941471,2.52664993,1.73534293,1.41707297,0.57725734,0.00361870,1.78347228,0.00000000
-4.82341171,2.51410730,1.72917142,1.40623704,0.59024341,0.00371556,1.75658362,0.00000000
-4.81740870,2.49634837,1.71787401,1.39309788,0.60091843,0.00380550,1.72721633,0.00000000
-4.81140570,2.47289008,1.70123734,1.37733733,0.60906392,0.00388623,1.69512639,0.00000000
-4.80540270,2.44333236,1.67913277,1.35868060,0.61450551,0.00395559,1.66010598,0.00000000
-4.79939970,2.40737473,1.65152317,1.33690643,0.61712030,0.00401154,1.62199148,0.00000000
-4.79339670,2.36483117,1.61846806,1.31185620,0.61684316,0.00405227,1.58067063,0.00000000
-4.78739370,2.31564277,1.58012661,1.28344167,0.61367157,0.00407628,1.53608897,0.00000000
-4.78139070,2.25988744,1.53675838,1.25165097,0.60766869,0.00408239,1.48825498,0.00000000
-4.77538769,2.19778620,1.48872151,1.21655259,0.59896464,0.00406979,1.43724384,0.00000000
-4.76938469,2.12970537,1.43646826,1.17829705,0.58775567,0.00403813,1.38319945,0.00000000
-4.76338169,2.05615444,1.38053789,1.13711615,0.57430127,0.00398747,1.32633445,0.00000000
-4.75737869,1.97777932,1.32154682,1.09331961,0.55891920,0.00391834,1.26692821,0.00000000
-4.75137569,1.89535095,1.26017645,1.04728910,0.54197859,0.00383171,1.20532261,0.00000000
-4.74537269,1.80974941,1.19715863,0.99946987,0.52389121,0.00372894,1.14191567,0.00000000
-4.73936968,1.72194402,1.13325947,0.95036004,0.50510122,0.00361179,1.07715324,0.00000000
-4.73336668,1.63296979,1.06926170,0.90049797,0.48607366,0.00348234,1.01151891,0.00000000
-4.72736368,1.54390124,1.00594622,0.85044811,0.46728206,0.00334292,0.94552255,0.00000000
-4.72136068,1.45582420,0.94407343,0.80078574,0.44919546,0.00319603,0.87968791,0.00000000
-4.71535768,1.36980674,0.88436490,0.75208125,0.43226531,0.00304431,0.81453971,0.00000000
-4.70935468,1.28687016,0.82748592,0.70488440,0.41691271,0.00289038,0.75059077,0.00000000
-4.70335168,1.20796120,0.77402961,0.65970921,0.40351612,0.00273683,0.68832964,0.00000000
-4.69734867,1.13392625,0.72450290,0.61701994,0.39240024,0.00258608,0.62820920,0.00000000
-4.69134567,1.06548864,0.67931507,0.57721868,0.38382621,0.00244035,0.57063671,0.00000000
-4.68534267,1.00322978,0.63876892,0.54063502,0.37798343,0.00230160,0.51596550,0.00000000
-4.67933967,0.94757461,0.60305506,0.50751801,0.37498343,0.00217145,0.46448862,0.00000000
-4.67333667,0.89878208,0.57224930,0.47803073,0.37485578,0.00205115,0.41643466,0.00000000
-4.66733367,0.85694071,0.54631334,0.45224767,0.37754641,0.00194158,0.37196562,0.00000000
-4.66133067,0.82196947,0.52509859,0.43015474,0.38291828,0.00184321,0.33117689,0.00000000
-4.65532766,0.79362381,0.50835303,0.41165218,0.39075457,0.00175616,0.29409915,0.00000000
-4.64932466,0.77150660,0.49573089,0.39655984,0.40076418,0.00168014,0.26070203,0.00000000
-4.64332166,0.75508349,0.48680476,0.38462493,0.41258959,0.00161455,0.23089921,0.00000000
-4.63731866,0.74370219,0.48107984,0.37553169,0.42581675,0.00155851,0.20455470,0.00000000
-4.63131566,0.73661487,0.47800969,0.36891273,0.43998680,0.00151089,0.18148999,0.00000000
-4.62531266,0.73300298,0.47701322,0.36436157,0.45460927,0.00147038,0.16149175,0.00000000
-4.61930965,0.73200356,0.47749214,0.36144598,0.46917639,0.00143557,0.14431973,0.00000000
-4.61330665,0.73273606,0.47884845,0.35972161,0.48317786,0.00140497,0.12971471,0.00000000
-4.60730365,0.73432899,0.48050140,0.35874546,0.49611594,0.00137710,0.11740613,0.00000000
-4.60130065,0.73594525,0.48190336,0.35808882,0.50751999,0.00135055,0.10711927,0.00000000
-4.59529765,0.73680549,0.48255406,0.35734913,0.51696015,0.00132401,0.09858181,0.00000000
-4.58929465,0.73620876,0.48201293,0.35616055,0.52405967,0.00129632,0.09152961,0.00000000
-4.58329165,0.73354971,0.47990903,0.35420284,0.52850537,0.00126650,0.08571172,0.00000000
-4.57728864,0.72833205,0.47594833,0.35120837,0.53005591,0.00123378,0.08089447,0.00000000
-4.57128564,0.72017783,0.46991829,0.34696706,0.52854763,0.00119761,0.07686470,0.00000000
-4.56528264,0.70883243,0.46168965,0.34132926,0.52389773,0.00115766,0.07343214,0.00000000
-4.55927964,0.69416529,0.45121537,0.33420645,0.51610473,0.00111383,0.07043096,0.00000000
-4.55327664,0.67616667,0.43852715,0.32557008,0.50524631,0.00106620,0.06772057,0.00000000
-4.54727364,0.65494065,0.42372963,0.31544842,0.49147471,0.00101506,0.06518572,0.00000000
-4.54127064,0.63069506,0.40699267,0.30392200,0.47500989,0.00096084,0.06273608,0.00000000
-4.53526763,0.60372873,0.38854220,0.29111766,0.45613092,0.00090410,0.06030522,0.00000000
-4.52926463,0.57441708,0.36865012,0.27720172,0.43516600,0.00084552,0.05784934,0.00000000
-4.52326163,0.54319647,0.34762369,0.26237253,0.41248161,0.00078581,0.05534564,0.00000000
-4.51725863,0.51054830,0.32579499,0.24685292,0.38847129,0.00072575,0.05279052,0.00000000
-4.51125563,0.47698353,0.30351091,0.23088264,0.36354460,0.00066610,0.05019783,0.00000000
-4.50525263,0.44302826,0.28112406,0.21471151,0.33811676,0.00060762,0.04759706,0.00000000
-4.49924962,0.40921102,0.25898504,0.19859314,0.31259925,0.00055102,0.04503171,0.00000000
-4.49324662,0.37605221,0.23743623,0.18277979,0.28739200,0.00049698,0.04255788,0.00000000
-4.48724362,0.34405597,0.21680740,0.16751844,0.26287711,0.00044609,0.04024312,0.00000000
-4.48124062,0.31370484,0.19741316,0.15304800,0.23941454,0.00039890,0.03816560,0.00000000
-4.47523762,0.28545696,0.17955222,0.13959798,0.21733967,0.00035588,0.03641360,0.00000000
-4.46923462,0.25974601,0.16350832,0.12738833,0.19696274,0.00031743,0.03508533,0.00000000
-4.46323162,0.23698335,0.14955272,0.11663041,0.17856995,0.00028394,0.03428897,0.00000000
-4.45722861,0.21756217,0.13794777,0.10752891,0.16242611,0.00025570,0.03414296,0.00000000
-4.45122561,0.20186297,0.12895133,0.10028446,0.14877836,0.00023301,0.03477638,0.00000000
-4.44522261,0.19025994,0.12282154,0.09509661,0.13786075,0.00021616,0.03632925,0.00000000
-4.43921961,0.18312748,0.11982155,0.09216688,0.12989903,0.00020540,0.03895275,0.00000000
-4.43321661,0.18084618,0.12022361,0.09170150,0.12511539,0.00020104,0.04280900,0.00000000
-4.42721361,0.18380758,0.12431215,0.09391361,0.12373266,0.00020337,0.04807042,0.00000000
-4.42121061,0.19241715,0.13238539,0.09902435,0.12597739,0.00021272,0.05491838,0.00000000
-4.41520760,0.20709468,0.14475502,0.10726275,0.13208159,0.00022947,0.06354101,0.00000000
-4.40920460,0.22827186,0.16174372,0.11886413,0.14228270,0.00025402,0.07413009,0.00000000
-4.40320160,0.25638647,0.18368023,0.13406675,0.15682156,0.00028677,0.08687690,0.00000000
-4.39719860,0.29187315,0.21089187,0.15310662,0.17593824,0.00032819,0.10196695,0.00000000
-4.39119560,0.33515068,0.24369463,0.17621062,0.19986563,0.00037872,0.11957376,0.00000000
-4.38519260,0.38660595,0.28238089,0.20358778,0.22882105,0.00043879,0.13985155,0.00000000
-4.37918959,0.44657521,0.32720520,0.23541929,0.26299584,0.00050882,0.16292734,0.00000000
-4.37318659,0.51532303,0.37836859,0.27184719,0.30254361,0.00058914,0.18889238,0.00000000
-4.36718359,0.59302008,0.43600205,0.31296258,0.34756737,0.00068005,0.21779356,0.00000000
-4.36118059,0.67972059,0.50015007,0.35879365,0.39810629,0.00078171,0.24962496,0.00000000
-4.35517759,0.77534083,0.57075489,0.40929428,0.45412276,0.00089417,0.28432020,0.00000000
-4.34917459,0.87963977,0.64764265,0.46433380,0.51549049,0.00101733,0.32174589,0.00000000
-4.34317159,0.99220336,0.73051229,0.52368879,0.58198436,0.00115096,0.36169689,0.00000000
-4.33716858,1.11243357,0.81892800,0.58703735,0.65327290,0.00129460,0.40389367,0.00000000
-4.33116558,1.23954329,0.91231622,0.65395654,0.72891393,0.00144767,0.44798223,0.00000000
-4.32516258,1.37255812,1.00996757,0.72392355,0.80835400,0.00160938,0.49353706,0.00000000
-4.31915958,1.51032542,1.11104433,0.79632071,0.89093198,0.00177877,0.54006697,0.00000000
-4.31315658,1.65153099,1.21459339,0.87044463,0.97588696,0.00195473,0.58702427,0.00000000
-4.30715358,1.79472306,1.31956456,0.94551922,1.06237048,0.00213602,0.63381678,0.00000000
