energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,Sc_p_up,Sc_p_down,Sc_d_up,Sc_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.76588294,1.36571246,-1.16273680,0.01143602,-0.00215634,0.30012509,-0.11683986,0.62115533,-0.56992773,0.60789586,-0.31945093,0.15527295,-0.34332545,0.05715536,-0.08562012,0.01035005,-0.00352465,0.48192130,-0.66012382
-5.75987994,1.39414763,-1.14330924,0.01317745,-0.00211366,0.29629842,-0.12431707,0.62505315,-0.55252088,0.60784783,-0.32653080,0.16463056,-0.32966784,0.06098552,-0.08189103,0.01170858,-0.00331925,0.50578002,-0.63640739
-5.75387694,1.42220820,-1.12924075,0.01507935,-0.00212599,0.29068447,-0.13346936,0.62804256,-0.53662905,0.60534661,-0.33669220,0.17528725,-0.31620292,0.06523792,-0.07829213,0.01318731,-0.00314279,0.53194944,-0.61395392
-5.74787394,1.45017005,-1.12012565,0.01713592,-0.00219193,0.28344724,-0.14422727,0.63025977,-0.52203510,0.60064200,-0.34980518,0.18718070,-0.30282321,0.06989880,-0.07480985,0.01477960,-0.00299321,0.56037609,-0.59257292
-5.74187094,1.47831368,-1.11554756,0.01933712,-0.00231117,0.27478858,-0.15648613,0.63186001,-0.50854780,0.59403269,-0.36568398,0.20022204,-0.28945617,0.07494484,-0.07143544,0.01647546,-0.00286924,0.59095670,-0.57211782
-5.73586793,1.50690751,-1.11508203,0.02166844,-0.00248443,0.26494252,-0.17010563,0.63301117,-0.49600508,0.58585608,-0.38408643,0.21429656,-0.27606555,0.08034296,-0.06816530,0.01826142,-0.00277043,0.62353584,-0.55248849
-5.72986493,1.53619229,-1.11829767,0.02411069,-0.00271332,0.25416888,-0.18491019,0.63388713,-0.48427517,0.57647722,-0.40471467,0.22926516,-0.26265115,0.08605038,-0.06500124,0.02012054,-0.00269715,0.65790526,-0.53363166
-5.72386193,1.56636752,-1.12475631,0.02664005,-0.00300021,0.24274624,-0.20069023,0.63466142,-0.47325612,0.56627747,-0.42721711,0.24496676,-0.24924715,0.09201505,-0.06195031,0.02203253,-0.00265055,0.69380540,-0.51553921
-5.71785893,1.59758087,-1.13401320,0.02922821,-0.00334811,0.23096474,-0.21720451,0.63550145,-0.46287392,0.55564347,-0.45119209,0.26122156,-0.23591925,0.09817648,-0.05902465,0.02397400,-0.00263257,0.73092916,-0.49824493
-5.71185593,1.62992139,-1.14561772,0.03184276,-0.00376051,0.21911885,-0.23418366,0.63656375,-0.45307960,0.54495691,-0.47619340,0.27783510,-0.22276078,0.10446690,-0.05624101,0.02591884,-0.00264590,0.76892788,-0.48182004
-5.70585293,1.66341699,-1.15911539,0.03444772,-0.00424125,0.20750049,-0.25133487,0.63799036,-0.44384578,0.53458546,-0.50173775,0.29460302,-0.20988814,0.11081286,-0.05362027,0.02783880,-0.00269392,0.80741971,-0.46636787
-5.69984992,1.69803624,-1.17405172,0.03700427,-0.00479436,0.19639262,-0.26834778,0.63990659,-0.43516309,0.52487528,-0.52731415,0.31131646,-0.19743574,0.11713710,-0.05118684,0.02970409,-0.00278067,0.84599980,-0.45201814
-5.69384692,1.73369440,-1.18997806,0.03947166,-0.00542390,0.18606363,-0.28490138,0.64242019,-0.42703655,0.51614520,-0.55239516,0.32776769,-0.18555077,0.12336069,-0.04896804,0.03148421,-0.00291083,0.88425212,-0.43892116
-5.68784392,1.77026311,-1.20645957,0.04180826,-0.00613388,0.17676242,-0.30067189,0.64562166,-0.41948255,0.50868275,-0.57644973,0.34375597,-0.17438793,0.12940533,-0.04699342,0.03314873,-0.00308957,0.92176233,-0.42724220
-5.68184092,1.80758285,-1.22308516,0.04397268,-0.00692810,0.16871449,-0.31534124,0.64958576,-0.41252620,0.50274180,-0.59895720,0.35909316,-0.16410438,0.13519572,-0.04529409,0.03466819,-0.00332258,0.95813098,-0.41715625
-5.67583792,1.84547725,-1.23947879,0.04592496,-0.00781005,0.16211890,-0.32860603,0.65437364,-0.40619945,0.49854186,-0.61942202,0.37360896,-0.15485495,0.14066188,-0.04390213,0.03601506,-0.00361590,0.99298643,-0.40884330
-5.66983492,1.88376796,-1.25531166,0.04762783,-0.00878276,0.15714609,-0.34018640,0.66003550,-0.40053971,0.49626860,-0.63738856,0.38715544,-0.14678790,0.14574127,-0.04284988,0.03716451,-0.00397584,1.02599666,-0.40248397
-5.66383192,1.92228877,-1.27031423,0.04904786,-0.00984879,0.15393653,-0.34983472,0.66661321,-0.39558911,0.49607528,-0.65245540,0.39961059,-0.14004095,0.15038072,-0.04216932,0.03809532,-0.00440888,1.05687942,-0.39825561
-5.65782891,1.96089792,-1.28428724,0.05015658,-0.01101003,0.15260007,-0.35734350,0.67414261,-0.39139394,0.49808489,-0.66428847,0.41088079,-0.13473796,0.15453785,-0.04189140,0.03879048,-0.00492147,1.08540987,-0.39632863
-5.65182591,1.99948739,-1.29711076,0.05093137,-0.01226767,0.15321588,-0.36255229,0.68265515,-0.38800442,0.50239235,-0.67263222,0.42090196,-0.13098592,0.15818211,-0.04204534,0.03923783,-0.00551989,1.11142554,-0.39686282
-5.64582291,2.03798846,-1.30875024,0.05135631,-0.01362205,0.15583289,-0.36535320,0.69217861,-0.38547422,0.50906669,-0.67731857,0.42963939,-0.12887239,0.16129531,-0.04265787,0.03943040,-0.00621004,1.13482795,-0.40000359
-5.63981991,2.07637292,-1.31925889,0.05142266,-0.01507255,0.16047049,-0.36569481,0.70273673,-0.38385982,0.51815281,-0.67827279,0.43708622,-0.12846326,0.16387150,-0.04375241,0.03936665,-0.00699718,1.15558111,-0.40587781
-5.63381691,2.11464971,-1.32877577,0.05112917,-0.01661747,0.16711954,-0.36358428,0.71434771,-0.38321929,0.52967250,-0.67551629,0.44326075,-0.12980081,0.16591644,-0.04534816,0.03905046,-0.00788568,1.17370678,-0.41458924
-5.62781391,2.15285735,-1.33751934,0.05048217,-0.01825390,0.17574346,-0.35908755,0.72702161,-0.38361063,0.54362486,-0.66916597,0.44820259,-0.13290199,0.16744644,-0.04745912,0.03849096,-0.00887874,1.18927685,-0.42621350
-5.62181091,2.19105243,-1.34577648,0.04949526,-0.01997749,0.18627943,-0.35232759,0.74075683,-0.38508934,0.55998573,-0.65943016,0.45196811,-0.13775697,0.16848690,-0.05009312,0.03770217,-0.00997808,1.20240346,-0.44079246
-5.61580790,2.22929515,-1.35388732,0.04818890,-0.02178235,0.19863955,-0.34348091,0.75553598,-0.38770556,0.57870644,-0.64660146,0.45462526,-0.14432790,0.16907038,-0.05325071,0.03670246,-0.01118361,1.21322732,-0.45832848
-5.60980490,2.26763288,-1.36222670,0.04658970,-0.02366082,0.21271202,-0.33277234,0.77132133,-0.39150067,0.59971189,-0.63104660,0.45624828,-0.15254800,0.16923455,-0.05692419,0.03551387,-0.01249317,1.22190524,-0.47877844
-5.60380190,2.30608307,-1.37118304,0.04472948,-0.02560332,0.22836230,-0.32046850,0.78805038,-0.39650372,0.62289815,-0.61319405,0.45691243,-0.16232103,0.16902001,-0.06109664,0.03416134,-0.01390220,1.22859749,-0.50204819
-5.59779890,2.34461665,-1.38113606,0.04264425,-0.02759814,0.24543425,-0.30687013,0.80563182,-0.40272781,0.64812985,-0.59351978,0.45668929,-0.17352119,0.16846816,-0.06574110,0.03267184,-0.01540352,1.23345600,-0.52798764
-5.59179590,2.38314338,-1.39243450,0.04037306,-0.02963138,0.26375134,-0.29230369,0.82394233,-0.41016689,0.67523759,-0.57253207,0.45564275,-0.18599365,0.16761924,-0.07082003,0.03107353,-0.01698715,1.23661407,-0.55638708
-5.58579290,2.42150014,-1.40537536,0.03795678,-0.03168678,0.28311790,-0.27711260,0.84282449,-0.41879310,0.70401577,-0.55075580,0.45382594,-0.19955581,0.16651065,-0.07628498,0.02939486,-0.01864015,1.23817836,-0.58697512
-5.57978989,2.45944329,-1.42018597,0.03543689,-0.03374577,0.30332054,-0.26164843,0.86208618,-0.42855506,0.73422098,-0.52871723,0.45127940,-0.21399936,0.16517567,-0.08207667,0.02766379,-0.02034666,1.23822352,-0.61941887
-5.57378689,2.49664564,-1.43701015,0.03285434,-0.03578745,0.32412976,-0.24626241,0.88150151,-0.43937736,0.76557126,-0.50692962,0.44803038,-0.22909331,0.16364259,-0.08812548,0.02590700,-0.02208792,1.23679001,-0.65332645
-5.56778389,2.53269860,-1.45589931,0.03024844,-0.03778883,0.34530181,-0.23129745,0.90081350,-0.45116135,0.79774657,-0.48588039,0.44409347,-0.24458792,0.16193435,-0.09435231,0.02414929,-0.02384255,1.23388497,-0.68825238
-5.56178089,2.56711946,-1.47680928,0.02765599,-0.03972504,0.36658085,-0.21708106,0.91973840,-0.46378730,0.83039043,-0.46602020,0.43947232,-0.26021966,0.16006861,-0.10067008,0.02241305,-0.02558677,1.22948622,-0.72370588
-5.55577789,2.59936366,-1.49960296,0.02511043,-0.04156972,0.38770148,-0.20391905,0.93797160,-0.47711805,0.86311304,-0.44775417,0.43416241,-0.27571709,0.15805832,-0.10698552,0.02071792,-0.02729495,1.22354897,-0.75916189
-5.54977489,2.62884138,-1.52405888,0.02264130,-0.04329553,0.40839166,-0.19209043,0.95519493,-0.49100380,0.89549584,-0.43143547,0.42815454,-0.29080753,0.15591263,-0.11320151,0.01908052,-0.02894012,1.21601478,-0.79407478
-5.54377189,2.65493785,-1.54988495,0.02027376,-0.04487473,0.42837599,-0.18184313,0.97108499,-0.50528797,0.92709748,-0.41736114,0.42143896,-0.30522434,0.15363813,-0.11921971,0.01751435,-0.03049462,1.20682211,-0.82789426
-5.53776888,2.67703606,-1.57673659,0.01802839,-0.04627991,0.44737950,-0.17339093,0.98532223,-0.51981366,0.95746123,-0.40577004,0.41400955,-0.31871459,0.15124023,-0.12494351,0.01602985,-0.03193092,1.19591771,-0.86008279
-5.53176588,2.69454103,-1.60423811,0.01592115,-0.04748472,0.46513166,-0.16691107,0.99760045,-0.53443048,0.98612347,-0.39684269,0.40586808,-0.33104682,0.14872473,-0.13028114,0.01463450,-0.03322235,1.18326804,-0.89013392
-5.52576288,2.70690408,-1.63200584,0.01396343,-0.04846470,0.48137086,-0.16254284,1.00763614,-0.54900110,1.01262334,-0.39070264,0.39702794,-0.34201856,0.14609918,-0.13514876,0.01333304,-0.03434395,1.16886987,-0.91759058
-5.51975988,2.71364611,-1.65967145,0.01216232,-0.04919811,0.49584905,-0.16038669,1.01517742,-0.56340726,1.03651296,-0.38741892,0.38751737,-0.35146323,0.14337428,-0.13947346,0.01212780,-0.03527334,1.15275944,-0.94206255
-5.51375688,2.71437848,-1.68690408,0.01052097,-0.04966669,0.50833660,-0.16050388,1.02001215,-0.57755463,1.05736813,-0.38700938,0.37738164,-0.35925622,0.14056483,-0.14319604,0.01101898,-0.03599140,1.13501929,-0.96324196
-5.50775388,2.70882056,-1.71342963,0.00903897,-0.04985640,0.51862709,-0.16291665,1.02197474,-0.59137641,1.07479906,-0.38944434,0.36668439,-0.36531960,0.13769051,-0.14627327,0.01000505,-0.03648300,1.11578245,-0.98091632
-5.50175088,2.69681297,-1.73904602,0.00771292,-0.04975802,0.52654206,-0.16760854,1.02095159,-0.60483510,1.08846072,-0.39465031,0.35550768,-0.36962543,0.13477611,-0.14867976,0.00908309,-0.03673757,1.09523352,-0.99497796
-5.49574787,2.67832584,-1.76363351,0.00653689,-0.04936761,0.53193542,-0.17452519,1.01688466,-0.61792255,1.09806245,-0.40251368,0.34395094,-0.37219726,0.13185145,-0.15040906,0.00824914,-0.03674951,1.07360644,-1.00542958
-5.48974487,2.65346165,-1.78715944,0.00550297,-0.04868680,0.53469736,-0.18357528,1.00977321,-0.63065800,1.10337637,-0.41288403,0.33212883,-0.37310987,0.12895074,-0.15147411,0.00749851,-0.03651841,1.05117911,-1.01238536
-5.48374187,2.62245250,-1.80967699,0.00460179,-0.04772295,0.53475771,-0.19463178,0.99967355,-0.64308452,1.10424431,-0.42557717,0.32016806,-0.37248701,0.12611157,-0.15190697,0.00682607,-0.03604914,1.02826488,-1.01606755
-5.47773887,2.58565191,-1.83131841,0.00382297,-0.04648896,0.53208835,-0.20753369,0.98669676,-0.65526369,1.10058286,-0.44037786,0.30820337,-0.37049738,0.12337357,-0.15175774,0.00622646,-0.03535171,1.00520149,-1.01679855
-5.47173587,2.54352153,-1.85228300,0.00315560,-0.04500306,0.52670474,-0.22208802,0.97100466,-0.66726923,1.09238625,-0.45704239,0.29637293,-0.36734879,0.12077670,-0.15109279,0.00569428,-0.03444096,0.98233792,-1.01498888
-5.46573287,2.49661341,-1.87282092,0.00258859,-0.04328828,0.51866638,-0.23807247,0.95280387,-0.67917966,1.07972699,-0.47530110,0.28481329,-0.36328093,0.11835936,-0.14999234,0.00522422,-0.03333610,0.96001988,-1.01112153
-5.45972986,2.44554871,-1.89321373,0.00211100,-0.04137179,0.50807598,-0.25523857,0.93233863,-0.69107074,1.06275404,-0.49486112,0.27365438,-0.35855689,0.11615646,-0.14854756,0.00481117,-0.03206004,0.93857463,-1.00573342
-5.45372686,2.39099386,-1.91375327,0.00171231,-0.03928411,0.49507759,-0.27331559,0.90988232,-0.70300800,1.04168868,-0.51540955,0.26301450,-0.35345383,0.11419742,-0.14685714,0.00445023,-0.03063866,0.91829616,-0.99939482
-5.44772386,2.33363545,-1.93471999,0.00138262,-0.03705822,0.47985343,-0.29201501,0.88572835,-0.71503989,1.01681811,-0.53661707,0.25299595,-0.34825321,0.11250440,-0.14502377,0.00413677,-0.02909999,0.89943132,-0.99268777
-5.44172086,2.27415504,-1.95636223,0.00111280,-0.03472857,0.46261962,-0.31103576,0.86018059,-0.72719205,0.98848703,-0.55814241,0.24368117,-0.34323099,0.11109077,-0.14315041,0.00386641,-0.02747330,0.88216788,-0.98618437
-5.43571786,2.21320523,-1.97887776,0.00089462,-0.03233014,0.44362101,-0.33006993,0.83354404,-0.73946290,0.95708765,-0.57963744,0.23512996,-0.33864815,0.10995990,-0.14133671,0.00363499,-0.02578825,0.86662519,-0.98042600
-5.42971486,2.15138819,-2.00239848,0.00072077,-0.02989743,0.42312511,-0.34880905,0.80611587,-0.75182100,0.92304839,-0.60075306,0.22737760,-0.33474200,0.10910446,-0.13967556,0.00343855,-0.02407399,0.85284800,-0.97590442
-5.42371186,2.08923782,-2.02697927,0.00058490,-0.02746359,0.40141549,-0.36695059,0.77817752,-0.76420416,0.88682195,-0.62114570,0.22043421,-0.33171851,0.10850620,-0.13825015,0.00327331,-0.02235837,0.84080386,-0.97304537
-5.41770885,2.02720638,-2.05259129,0.00048164,-0.02505961,0.37878475,-0.38420456,0.74998803,-0.77652039,0.84887308,-0.64048427,0.21428535,-0.32974601,0.10813627,-0.13713140,0.00313566,-0.02066726,0.83038446,-0.97219537
-5.41170585,1.96565642,-2.07912021,0.00040656,-0.02271368,0.35552756,-0.40029996,0.72177893,-0.78865055,0.80966675,-0.65845732,0.20889372,-0.32895046,0.10795610,-0.13637597,0.00302210,-0.01902395,0.82141083,-0.97361232
-5.40570285,1.90485817,-2.10636895,0.00035613,-0.02045061,0.33193370,-0.41499082,0.69375100,-0.80045257,0.76965711,-0.67478007,0.20420207,-0.32941238,0.10791881,-0.13602500,0.00292931,-0.01744868,0.81364238,-0.97745975
-5.39969985,1.84499277,-2.13406486,0.00032768,-0.01829152,0.30828167,-0.42806154,0.66607282,-0.81176690,0.72927766,-0.68920102,0.20013704,-0.33116555,0.10797112,-0.13610336,0.00285411,-0.01595833,0.80678926,-0.98380526
-5.39369685,1.78616079,-2.16187044,0.00031934,-0.01625359,0.28483290,-0.43933139,0.63888131,-0.82242276,0.68893318,-0.70150778,0.19661381,-0.33419739,0.10805558,-0.13661969,0.00279352,-0.01456626,0.80052762,-0.99262256
-5.38769385,1.72839577,-2.18939703,0.00032997,-0.01435001,0.26182681,-0.44865784,0.61228398,-0.83224501,0.64899334,-0.71153185,0.19354130,-0.33845098,0.10811315,-0.13756700,0.00274478,-0.01328225,0.79451704,-1.00379709
-5.38169085,1.67168159,-2.21622053,0.00035914,-0.01259011,0.23947689,-0.45593869,0.58636275,-0.84106101,0.60978849,-0.71915203,0.19082769,-0.34382855,0.10808596,-0.13892377,0.00270543,-0.01211261,0.78841918,-1.01713468
-5.37568784,1.61597291,-2.24189813,0.00040700,-0.01097951,0.21796782,-0.46111292,0.56117907,-0.84870731,0.57160738,-0.72429631,0.18838602,-0.35019622,0.10792002,-0.14065566,0.00267336,-0.01106036,0.78191684,-1.03237270
-5.36968484,1.56121709,-2.26598520,0.00047426,-0.00952050,0.19745374,-0.46416007,0.53677991,-0.85503566,0.53469680,-0.72694220,0.18613944,-0.35738973,0.10756788,-0.14271748,0.00264686,-0.01012551,0.77473241,-1.04919301
-5.36368184,1.50737637,-2.28805156,0.00056210,-0.00821244,0.17805759,-0.46509847,0.51320412,-0.85991816,0.49926303,-0.72711529,0.18402602,-0.36522091,0.10699108,-0.14505550,0.00262473,-0.00930543,0.76664470,-1.06723624
-5.35767884,1.45444888,-2.30769631,0.00067211,-0.00705215,0.15987150,-0.46398224,0.49048890,-0.86325143,0.46547457,-0.72488638,0.18200277,-0.37348465,0.10616214,-0.14760990,0.00260629,-0.00859526,0.75750339,-1.08611651
-5.35167584,1.40248702,-2.32456063,0.00080617,-0.00603446,0.14295808,-0.46089728,0.46867569,-0.86495949,0.43346611,-0.72036710,0.18004861,-0.38196599,0.10506617,-0.15031723,0.00259147,-0.00798831,0.74724017,-1.10543605
-5.34567284,1.35161210,-2.33833824,0.00096640,-0.00515268,0.12735246,-0.45595657,0.44781530,-0.86499546,0.40334303,-0.71370443,0.17816630,-0.39044716,0.10370183,-0.15311291,0.00258086,-0.00747651,0.73587602,-1.12479919
