energy_ev,total_up,C_s_up,C_p_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up,Zn_p_up,Zn_d_up
-6.00000000,5.04562126,0.03129059,0.85409582,2.10008722,0.00000000,1.85394526,0.98032774,0.44470477,0.32756439
-5.99399700,5.01041960,0.03051499,0.85976784,2.07266644,0.00000000,1.83339598,0.98087940,0.43758658,0.32246255
-5.98799400,4.96483210,0.02976539,0.86345822,2.04091324,0.00000000,1.80928925,0.98007702,0.42947852,0.31673251
-5.98199100,4.90969188,0.02904986,0.86518876,2.00535594,0.00000000,1.78198983,0.97799895,0.42053520,0.31041975
-5.97598799,4.84607415,0.02837543,0.86503005,1.96661164,0.00000000,1.75194390,0.97476183,0.41092934,0.30358791
-5.96998499,4.77526373,0.02774795,0.86309803,1.92536938,0.00000000,1.71966712,0.97051623,0.40084680,0.29631688
-5.96398199,4.69871497,0.02717208,0.85954880,1.88237085,0.00000000,1.68573064,0.96544090,0.39048107,0.28870030
-5.95797899,4.61800517,0.02665117,0.85457204,1.83838898,0.00000000,1.65074527,0.95973578,0.38002758,0.28084252
-5.95197599,4.53478337,0.02618731,0.84838326,1.79420535,0.00000000,1.61534436,0.95361395,0.36967807,0.27285509
-5.94597299,4.45071641,0.02578137,0.84121520,1.75058713,0.00000000,1.58016605,0.94729308,0.35961507,0.26485292
-5.93996998,4.36743446,0.02543297,0.83330884,1.70826445,0.00000000,1.54583539,0.94098657,0.35000685,0.25695031
-5.93396698,4.28647818,0.02514060,0.82490436,1.66790902,0.00000000,1.51294693,0.93489485,0.34100298,0.24925704
-5.92796398,4.20924972,0.02490170,0.81623246,1.63011486,0.00000000,1.48204852,0.92919720,0.33273072,0.24187459
-5.92196098,4.13696985,0.02471275,0.80750649,1.59538193,0.00000000,1.45362688,0.92404466,0.32529222,0.23489280
-5.91595798,4.07064294,0.02456938,0.79891577,1.56410336,0.00000000,1.42809542,0.91955414,0.31876284,0.22838698
-5.90995498,4.01103138,0.02446651,0.79062029,1.53655685,0.00000000,1.40578488,0.91580427,0.31319048,0.22241577
