energy_ev,total_up,N_s_up,N_p_up,Ni_p_up,Ni_d_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-5.88594297,1.61196592,0.04079719,0.04112138,0.29783335,0.31683988,0.05774656,0.48995240,0.19286040,0.41101048
-5.87993997,1.59734245,0.04238369,0.03842601,0.30299516,0.30426163,0.05639297,0.48308709,0.18564067,0.41308977
-5.87393697,1.58329247,0.04389550,0.03594135,0.30811373,0.29147765,0.05493116,0.47612142,0.17875559,0.41571779
-5.86793397,1.56956922,0.04530396,0.03366746,0.31308403,0.27862273,0.05337035,0.46907614,0.17220158,0.41869215
-5.86193097,1.55590408,0.04658283,0.03160140,0.31779915,0.26582618,0.05171947,0.46196396,0.16597011,0.42180618
-5.85592796,1.54200944,0.04770877,0.02973708,0.32215181,0.25320830,0.04998729,0.45478818,0.16004689,0.42485238
-5.84992496,1.52758372,0.04866187,0.02806530,0.32603612,0.24087761,0.04818249,0.44754196,0.15441154,0.42762628
-5.84392196,1.51231816,0.04942600,0.02657394,0.32934969,0.22892867,0.04631382,0.44020858,0.14903777,0.42993048
-5.83791896,1.49590543,0.04998912,0.02524823,0.33199607,0.21744066,0.04439014,0.43276246,0.14389393,0.43157890
-5.83191596,1.47804940,0.05034351,0.02407120,0.33388721,0.20647673,0.04242055,0.42517099,0.13894403,0.43240099
-5.82591296,1.45847584,0.05048585,0.02302423,0.33494612,0.19608403,0.04041444,0.41739699,0.13414908,0.43224587
-5.81990995,1.43694327,0.05041725,0.02208764,0.33510936,0.18629436,0.03838146,0.40940157,0.12946866,0.43098603
-5.81390695,1.41325349,0.05014312,0.02124132,0.33432935,0.17712529,0.03633153,0.40114729,0.12486269,0.42852071
-5.80790395,1.38726100,0.04967294,0.02046545,0.33257636,0.16858181,0.03427480,0.39260143,0.12029316,0.42477848
-5.80190095,1.35888087,0.04901990,0.01974107,0.32983997,0.16065808,0.03222155,0.38373893,0.11572586,0.41971908
-5.79589795,1.32809445,0.04820047,0.01905071,0.32612993,0.15333943,0.03018210,0.37454508,0.11113203,0.41333439
-5.78989495,1.29495247,0.04723386,0.01837892,0.32147639,0.14660433,0.02816667,0.36501758,0.10648964,0.40564826
-5.78389195,1.25957541,0.04614138,0.01771267,0.31592938,0.14042620,0.02618526,0.35516790,0.10178453,0.39671547
-5.77788894,1.22215085,0.04494580,0.01704166,0.30955747,0.13477508,0.02424749,0.34502187,0.09701114,0.38661955
-5.77188594,1.18292801,0.04367057,0.01635858,0.30244583,0.12961899,0.02236245,0.33461945,0.09217296,0.37546968
-5.76588294,1.14220971,0.04233917,0.01565915,0.29469360,0.12492502,0.02053860,0.32401363,0.08728260,0.36339673
-5.75987994,1.10034204,0.04097432,0.01494215,0.28641068,0.12066005,0.01878361,0.31326873,0.08236161,0.35054872
-5.75387694,1.05770253,0.03959738,0.01420931,0.27771426,0.11679129,0.01710429,0.30245801,0.07743999,0.33708562
-5.74787394,1.01468719,0.03822769,0.01346512,0.26872506,0.11328648,0.01550646,0.29166096,0.07255551,0.32317410
-5.74187094,0.97169743,0.03688208,0.01271660,0.25956362,0.11011398,0.01399497,0.28096035,0.06775288,0.30898212
-5.73586793,0.92912736,0.03557445,0.01197303,0.25034672,0.10724277,0.01257360,0.27043926,0.06308278,0.29467380
-5.72986493,0.88735229,0.03431552,0.01124565,0.24118431,0.10464240,0.01124508,0.26017841,0.05860101,0.28040482
-5.72386193,0.84671912,0.03311265,0.01054734,0.23217679,0.10228303,0.01001115,0.25025385,0.05436748,0.26631836
-5.71785893,0.80753891,0.03196990,0.00989237,0.22341320,0.10013562,0.00887258,0.24073526,0.05044547,0.25254194
-5.71185593,0.77008225,0.03088811,0.00929610,0.21496998,0.09817220,0.00782924,0.23168493,0.04690083,0.23918522
-5.70585293,0.73457737,0.02986523,0.00877477,0.20691065,0.09636651,0.00688023,0.22315749,0.04380147,0.22633870
-5.69984992,0.70121112,0.02889670,0.00834530,0.19928632,0.09469467,0.00602397,0.21520043,0.04121679,0.21407350
-5.69384692,0.67013258,0.02797593,0.00802514,0.19213687,0.09313610,0.00525835,0.20785528,0.03921739,0.20244209
-5.68784392,0.64145881,0.02709487,0.00783211,0.18549280,0.09167465,0.00458085,0.20115943,0.03787469,0.19147975
-5.68184092,0.61528246,0.02624463,0.00778429,0.17937757,0.09029966,0.00398867,0.19514828,0.03726066,0.18120684
-5.67583792,0.59168030,0.02541606,0.00789992,0.17381026,0.08900713,0.00347893,0.18985777,0.03744744,0.17163149
-5.66983492,0.57072223,0.02460042,0.00819724,0.16880827,0.08780075,0.00304873,0.18532678,0.03850688,0.16275264
-5.66383192,0.55247985,0.02378985,0.00869433,0.16438999,0.08669268,0.00269533,0.18159938,0.04050986,0.15456309
-5.65782891,0.53703395,0.02297793,0.00940894,0.16057703,0.08570419,0.00241624,0.17872664,0.04352541,0.14705254
-5.65182591,0.52448032,0.02216000,0.01035819,0.15739610,0.08486579,0.00220929,0.17676774,0.04761948,0.14021020
-5.64582291,0.51493325,0.02133347,0.01155821,0.15488009,0.08421705,0.00207272,0.17579032,0.05285343,0.13402701
-5.63981991,0.50852638,0.02049797,0.01302381,0.15306847,0.08380588,0.00200521,0.17586987,0.05928218,0.12849725
-5.63381691,0.50541067,0.01965539,0.01476791,0.15200679,0.08368736,0.00200586,0.17708809,0.06695195,0.12361948
-5.62781391,0.50574942,0.01880974,0.01680103,0.15174534,0.08392203,0.00207416,0.17953028,0.07589783,0.11939674
-5.62181091,0.50971049,0.01796700,0.01913065,0.15233700,0.08457384,0.00220997,0.18328175,0.08614105,0.11583611
-5.61580790,0.51745594,0.01713480,0.02176057,0.15383434,0.08570752,0.00241334,0.18842337,0.09768611,0.11294757
-5.60980490,0.52912975,0.01632198,0.02469020,0.15628613,0.08738581,0.00268447,0.19502646,0.11051797,0.11074239
-5.60380190,0.54484397,0.01553823,0.02791396,0.15973339,0.08966631,0.00302346,0.20314731,0.12459926,0.10923098
-5.59779890,0.56466425,0.01479355,0.03142061,0.16420530,0.09259837,0.00343019,0.21282138,0.13986790,0.10842058
-5.59179590,0.58859538,0.01409774,0.03519275,0.16971503,0.09621988,0.00390410,0.22405770,0.15623503,0.10831272
-5.58579290,0.61656775,0.01346000,0.03920642,0.17625586,0.10055431,0.00444397,0.23683367,0.17358364,0.10890082
-5.57978989,0.64842552,0.01288836,0.04343084,0.18379778,0.10560803,0.00504774,0.25109056,0.19176789,0.11016791
-5.57378689,0.68391724,0.01238938,0.04782838,0.19228476,0.11136808,0.00571230,0.26673002,0.21061336,0.11208476
-5.56778389,0.72268968,0.01196777,0.05235471,0.20163291,0.11780052,0.00643334,0.28361184,0.22991826,0.11460844
-5.56178089,0.76428543,0.01162618,0.05695923,0.21172970,0.12484946,0.00720521,0.30155321,0.24945566,0.11768154
-5.55577789,0.80814457,0.01136500,0.06158573,0.22243430,0.13243689,0.00802085,0.32032963,0.26897688,0.12123193
-5.54977489,0.85361089,0.01118232,0.06617334,0.23357915,0.14046333,0.00887173,0.33967752,0.28821585,0.12517337
-5.54377189,0.89994243,0.01107400,0.07065764,0.24497281,0.14880938,0.00974793,0.35929861,0.30689446,0.12940665
-5.53776888,0.94632643,0.01103375,0.07497211,0.25640387,0.15733810,0.01063826,0.37886603,0.32472876,0.13382160
-5.53176588,0.99189815,0.01105337,0.07904964,0.26764602,0.16589829,0.01153037,0.39803194,0.34143587,0.13829954
-5.52576288,1.03576311,0.01112304,0.08282428,0.27846401,0.17432847,0.01241107,0.41643646,0.35674122,0.14271637
-5.51975988,1.07702190,0.01123167,0.08623300,0.28862027,0.18246146,0.01326663,0.43371774,0.37038613,0.14694600
-5.51375688,1.11479679,0.01136732,0.08921750,0.29788199,0.19012951,0.01408314,0.44952259,0.38213522,0.15086413
-5.50775388,1.14825898,0.01151761,0.09172596,0.30602843,0.19716968,0.01484690,0.46351748,0.39178342,0.15435204
-5.50175088,1.17665548,0.01167019,0.09371465,0.31285803,0.20342926,0.01554492,0.47539934,0.39916246,0.15730043
-5.49574787,1.19933448,0.01181315,0.09514939,0.31819511,0.20877116,0.01616532,0.48490575,0.40414626,0.15961298
-5.48974487,1.21576813,0.01193546,0.09600671,0.32189595,0.21307883,0.01669778,0.49182416,0.40665532,0.16120962
-5.48374187,1.22557163,0.01202735,0.09627475,0.32385375,0.21626065,0.01713393,0.49599954,0.40665964,0.16202920
-5.47773887,1.22851790,0.01208063,0.09595375,0.32400254,0.21825356,0.01746771,0.49734031,0.40418016,0.16203163
-5.47173587,1.22454697,0.01208894,0.09505623,0.32231959,0.21902569,0.01769564,0.49582219,0.39928862,0.16119924
-5.46573287,1.21376970,0.01204793,0.09360671,0.31882642,0.21857794,0.01781700,0.49148969,0.39210586,0.15953734
-5.45972986,1.19646558,0.01195537,0.09164108,0.31358820,0.21694443,0.01783393,0.48445530,0.38279845,0.15707405
-5.45372686,1.17307453,0.01181114,0.08920562,0.30671165,0.21419170,0.01775143,0.47489622,0.37157395,0.15385919
-5.44772386,1.14418319,0.01161720,0.08635563,0.29834151,0.21041676,0.01757718,0.46304890,0.35867492,0.14996248
-5.44172086,1.11050595,0.01137739,0.08315378,0.28865562,0.20574409,0.01732138,0.44920150,0.34437178,0.14547107
-5.43571786,1.07286177,0.01109722,0.07966831,0.27785902,0.20032162,0.01699639,0.43368454,0.32895501,0.14048633
-5.42971486,1.03214749,0.01078363,0.07597100,0.26617711,0.19431598,0.01661635,0.41686032,0.31272677,0.13512039
-5.42371186,0.98930888,0.01044459,0.07213504,0.25384824,0.18790720,0.01619669,0.39911130,0.29599235,0.12949212
-5.41770885,0.94531062,0.01008880,0.06823303,0.24111610,0.18128298,0.01575366,0.38082805,0.27905180,0.12372316
-5.41170585,0.90110628,0.00972527,0.06433488,0.22822208,0.17463306,0.01530375,0.36239732,0.26219194,0.11793381
-5.40570285,0.85760972,0.00936296,0.06050602,0.21539801,0.16814361,0.01486326,0.34419054,0.24567906,0.11223912
-5.39969985,0.81566881,0.00901045,0.05680567,0.20285946,0.16199221,0.01444772,0.32655335,0.22975259,0.10674537
-5.39369685,0.77604268,0.00867556,0.05328552,0.19079997,0.15634337,0.01407150,0.30979649,0.21461984,0.10154683
-5.38769385,0.73938317,0.00836511,0.04998860,0.17938629,0.15134504,0.01374745,0.29418837,0.20045208,0.09672326
-5.38169085,0.70622122,0.00808468,0.04694853,0.16875479,0.14712595,0.01348660,0.27994963,0.18738190,0.09233790
-5.37568784,0.67695855,0.00783847,0.04418916,0.15900920,0.14379426,0.01329798,0.26724980,0.17550204,0.08843629
-5.36968484,0.65186483,0.00762921,0.04172444,0.15021970,0.14143716,0.01318854,0.25620609,0.16486550,0.08504572
-5.36368184,0.63108027,0.00745812,0.03955877,0.14242323,0.14012178,0.01316320,0.24688441,0.15548705,0.08217544
-5.35767884,0.61462337,0.00732501,0.03768756,0.13562513,0.13989700,0.01322494,0.23930233,0.14734586,0.07981762
-5.35167584,0.60240329,0.00722837,0.03609810,0.12980181,0.14079633,0.01337504,0.23343395,0.14038923,0.07794882
-5.34567284,0.59423620,0.00716561,0.03477068,0.12490450,0.14284151,0.01361335,0.22921625,0.13453714,0.07653220
-5.33966983,0.58986480,0.00713325,0.03367984,0.12086364,0.14604658,0.01393866,0.22655672,0.12968751,0.07551998
-5.33366683,0.58897994,0.00712727,0.03279581,0.11759395,0.15042241,0.01434905,0.22534179,0.12572186,0.07485643
-5.32766383,0.59124357,0.00714338,0.03208597,0.11499985,0.15598115,0.01484229,0.22544581,0.12251124,0.07448096
-5.32166083,0.59631173,0.00717742,0.03151634,0.11298094,0.16274046,0.01541622,0.22673994,0.11992215,0.07433134
-5.31565783,0.60385677,0.00722563,0.03105305,0.11143753,0.17072727,0.01606909,0.22910085,0.11782227,0.07434690
-5.30965483,0.61358771,0.00728510,0.03066370,0.11027578,0.17998081,0.01679984,0.23241858,0.11608579,0.07447155
-5.30365183,0.62526800,0.00735400,0.03031856,0.10941246,0.19055456,0.01760827,0.23660342,0.11459823,0.07465651
-5.29764882,0.63872984,0.00743192,0.02999165,0.10877913,0.20251719,0.01849520,0.24159148,0.11326055,0.07486276
-5.29164582,0.65388466,0.00752012,0.02966160,0.10832549,0.21595216,0.01946243,0.24734874,0.11199245,0.07506295
-5.28564282,0.67072932,0.00762171,0.02931229,0.10802204,0.23095605,0.02051266,0.25387338,0.11073482,0.07524286
-5.27963982,0.68934789,0.00774178,0.02893323,0.10786179,0.24763555,0.02164933,0.26119652,0.10945135,0.07540230
-5.27363682,0.70990903,0.00788748,0.02851983,0.10786114,0.26610329,0.02287625,0.26938118,0.10812914,0.07555550
-5.26763382,0.73265936,0.00806802,0.02807330,0.10805984,0.28647260,0.02419731,0.27851971,0.10677853,0.07573087
-5.26163082,0.75791301,0.00829456,0.02760048,0.10852014,0.30885144,0.02561603,0.28872981,0.10543208,0.07597033
-5.25562781,0.78603819,0.00858007,0.02711345,0.10932522,0.33333569,0.02713513,0.30014939,0.10414293,0.07632805
-5.24962481,0.81744132,0.00893908,0.02662899,0.11057687,0.36000238,0.02875606,0.31293052,0.10298239,0.07686887
-5.24362181,0.85254961,0.00938739,0.02616794,0.11239268,0.38890278,0.03047861,0.32723285,0.10203726,0.07766632
-5.23761881,0.89179286,0.00994166,0.02575448,0.11490278,0.42005616,0.03230049,0.34321677,0.10140667,0.07880031
-5.23161581,0.93558538,0.01061901,0.02541544,0.11824624,0.45344422,0.03421712,0.36103668,0.10119875,0.08035469
-5.22561281,0.98430883,0.01143645,0.02517945,0.12256733,0.48900668,0.03622136,0.38083466,0.10152727,0.08241465
-5.21960980,1.03829666,0.01241045,0.02507629,0.12801168,0.52663827,0.03830352,0.40273491,0.10250826,0.08506407
-5.21360680,1.09782077,0.01355626,0.02513612,0.13472256,0.56618738,0.04045133,0.42683901,0.10425681,0.08838292
-5.20760380,1.16308088,0.01488744,0.02538893,0.14283725,0.60745640,0.04265018,0.45322243,0.10688413,0.09244470
-5.20160080,1.23419694,0.01641518,0.02586388,0.15248374,0.65020402,0.04488335,0.48193212,0.11049490,0.09731414
-5.19559780,1.31120457,0.01814780,0.02658889,0.16377772,0.69414922,0.04713248,0.51298553,0.11518493,0.10304498
-5.18959480,1.39405378,0.02009024,0.02759017,0.17681999,0.73897710,0.04937799,0.54637074,0.12103920,0.10967810
-5.18359180,1.48261047,0.02224356,0.02889184,0.19169423,0.78434616,0.05159965,0.58204779,0.12813032,0.11723991
-5.17758879,1.57666068,0.02460457,0.03051564,0.20846536,0.82989688,0.05377714,0.61995098,0.13651722,0.12574106
-5.17158579,1.67591695,0.02716559,0.03248060,0.22717815,0.87526119,0.05589062,0.65999190,0.14624416,0.13517552
-5.16558279,1.78002630,0.02991421,0.03480276,0.24785646,0.92007254,0.05792128,0.70206297,0.15734004,0.14552001
-5.15957979,1.88857933,0.03283331,0.03749483,0.27050270,0.96397598,0.05985180,0.74604124,0.16981778,0.15673386
-5.15357679,2.00111972,0.03590114,0.04056587,0.29509776,1.00663804,0.06166680,0.79179204,0.18367384,0.16875921
-5.14757379,2.11715355,0.03909155,0.04402089,0.32160110,1.04775575,0.06335310,0.83917231,0.19888780,0.18152162
-5.14157079,2.23615800,0.04237442,0.04786040,0.34995121,1.08706455,0.06489991,0.88803327,0.21542193,0.19493109
-5.13556778,2.35758874,0.04571613,0.05207993,0.38006602,1.12434468,0.06629898,0.93822230,0.23322063,0.20888339
-5.12956478,2.48088586,0.04908027,0.05666946,0.41184351,1.15942571,0.06754447,0.98958374,0.25220992,0.22326181
-5.12356178,2.60547788,0.05242841,0.06161290,0.44516226,1.19218910,0.06863291,1.04195861,0.27229676,0.23793914
-5.11755878,2.73078399,0.05572092,0.06688748,0.47988195,1.22256852,0.06956291,1.09518323,0.29336841,0.25277990
-5.11155578,2.85621422,0.05891793,0.07246327,0.51584374,1.25054812,0.07033492,1.14908676,0.31529182,0.26764286
-5.10555278,2.98116809,0.06198028,0.07830269,0.55287057,1.27615858,0.07095088,1.20348784,0.33791310,0.28238359
-5.09954977,3.10503174,0.06487043,0.08436026,0.59076732,1.29947130,0.07141387,1.25819051,0.36105725,0.29685710
-5.09354677,3.22717423,0.06755342,0.09058238,0.62932086,1.32059104,0.07172778,1.31297982,0.38452826,0.31092054
-5.08754377,3.34694336,0.06999766,0.09690748,0.66830016,1.33964712,0.07189700,1.36761733,0.40810966,0.32443567
-5.08154077,3.46366168,0.07217569,0.10326636,0.70745633,1.35678390,0.07192613,1.42183693,0.43156571,0.33727132
-5.07553777,3.57662327,0.07406477,0.10958285,0.74652291,1.37215076,0.07181977,1.47534139,0.45464332,0.34930551
-5.06953477,3.68509192,0.07564732,0.11577481,0.78521640,1.38589222,0.07158240,1.52779999,0.47707478,0.36042732
-5.06353177,3.78830109,0.07691119,0.12175541,0.82323712,1.39813853,0.07121826,1.57884752,0.49858136,0.37053841
-5.05752876,3.88545629,0.07784978,0.12743486,0.86027067,1.40899726,0.07073140,1.62808492,0.51887777,0.37955418
-5.05152576,3.97573994,0.07846196,0.13272224,0.89598990,1.41854621,0.07012566,1.67508185,0.53767750,0.38740452
-5.04552276,4.05831904,0.07875182,0.13752774,0.93005767,1.42682801,0.06940478,1.71938105,0.55469877,0.39403414
-5.03951976,4.13235548,0.07872829,0.14176499,0.96213029,1.43384652,0.06857253,1.76050471,0.56967113,0.39940258
-5.03351676,4.19701891,0.07840459,0.14535349,0.99186175,1.43956527,0.06763284,1.79796254,0.58234235,0.40348380
-5.02751376,4.25150174,0.07779764,0.14822099,1.01890875,1.44390794,0.06658987,1.83126144,0.59248535,0.40626550
-5.02151076,4.29503582,0.07692732,0.15030586,1.04293635,1.44676076,0.06544819,1.85991629,0.59990500,0.40774817
-5.01550775,4.32691014,0.07581576,0.15155908,1.06362423,1.44797668,0.06421279,1.88346171,0.60444428,0.40794394
-5.00950475,4.34648898,0.07448655,0.15194608,1.08067333,1.44738122,0.06288914,1.90146411,0.60598974,0.40687532
-5.00350175,4.35322968,0.07296408,0.15144799,1.09381276,1.44477951,0.06148317,1.91353365,0.60447574,0.40457389
-4.99749875,4.34669936,0.07127277,0.15006258,1.10280667,1.43996435,0.06000126,1.91933575,0.59988747,0.40107899
-4.99149575,4.32658999,0.06943654,0.14780453,1.10746086,1.43272482,0.05845007,1.91860151,0.59226235,0.39643645
-4.98549275,4.29273102,0.06747828,0.14470519,1.10762893,1.42285523,0.05683651,1.91113675,0.58168992,0.39069751
-4.97948974,4.24509931,0.06541941,0.14081181,1.10321760,1.41016392,0.05516756,1.89682935,0.56830996,0.38391781
-4.97348674,4.18382580,0.06327963,0.13618619,1.09419106,1.39448165,0.05345014,1.87565458,0.55230911,0.37615665
-4.96748374,4.10919872,0.06107670,0.13090288,1.08057413,1.37566930,0.05169100,1.84767821,0.53391601,0.36747634
-4.96148074,4.02166325,0.05882639,0.12504699,1.06245399,1.35362461,0.04989659,1.81305737,0.51339511,0.35794177
-4.95547774,3.92181760,0.05654248,0.11871172,1.03998038,1.32828780,0.04807297,1.77203914,0.49103952,0.34762019
-4.94947474,3.81040562,0.05423686,0.11199564,1.01336428,1.29964586,0.04622581,1.72495689,0.46716319,0.33658102
-4.94347174,3.68830627,0.05191971,0.10499997,0.98287492,1.26773542,0.04436033,1.67222459,0.44209269,0.32489579
-4.93746873,3.55652012,0.04959972,0.09782584,0.94883526,1.23264426,0.04248137,1.61432920,0.41615889,0.31263819
-4.93146573,3.41615341,0.04728430,0.09057171,0.91161604,1.19451124,0.04059346,1.55182153,0.38968904,0.29988399
-4.92546273,3.26839999,0.04497989,0.08333111,0.87162856,1.15352491,0.03870086,1.48530566,0.36299937,0.28671104
-4.91945973,3.11452182,0.04269218,0.07619055,0.82931645,1.10992077,0.03680773,1.41542752,0.33638849,0.27319909
-4.91345673,2.95582825,0.04042636,0.06922793,0.78514656,1.06397723,0.03491823,1.34286263,0.31013187,0.25942956
-4.90745373,2.79365492,0.03818734,0.06251131,0.73959949,1.01601058,0.03303662,1.26830371,0.28447744,0.24548514
-4.90145073,2.62934255,0.03597987,0.05609814,0.69315985,0.96636906,0.03116735,1.19244813,0.25964247,0.23144931
-4.89544772,2.46421632,0.03380875,0.05003489,0.64630670,0.91542612,0.02931516,1.11598586,0.23581158,0.21740562
-4.88944472,2.29956620,0.03167885,0.04435708,0.59950446,0.86357333,0.02748512,1.03958799,0.21313613,0.20343697
-4.88344172,2.13662874,0.02959519,0.03908967,0.55319451,0.81121291,0.02568262,0.96389622,0.19173452,0.18962470
-4.87743872,1.97657078,0.02756292,0.03424775,0.50778781,0.75875033,0.02391333,0.88951354,0.17169364,0.17604768
-4.87143572,1.82047537,0.02558734,0.02983755,0.46365871,0.70658697,0.02218316,0.81699629,0.15307104,0.16278138
-4.86543272,1.66933020,0.02367376,0.02585749,0.42114009,0.65511336,0.02049816,0.74684780,0.13589779,0.14989689
-4.85942971,1.52401882,0.02182750,0.02229950,0.38051991,0.60470286,0.01886437,0.67951368,0.12018182,0.13746011
-4.85342671,1.38531473,0.02005377,0.01915028,0.34203932,0.55570617,0.01728771,0.61537879,0.10591156,0.12553100
-4.84742371,1.25387837,0.01835754,0.01639268,0.30589208,0.50844683,0.01577379,0.55476600,0.09305966,0.11416292
-4.84142071,1.13025698,0.01674350,0.01400693,0.27222548,0.46321757,0.01432782,0.49793651,0.08158685,0.10340221
-4.83541771,1.01488716,0.01521594,0.01197186,0.24114237,0.42027783,0.01295440,0.44509180,0.07144548,0.09328789
-4.82941471,0.90809986,0.01377865,0.01026595,0.21270434,0.37985229,0.01165747,0.39637683,0.06258293,0.08385161
-4.82341171,0.81012750,0.01243491,0.00886828,0.18693569,0.34213046,0.01044014,0.35188450,0.05494467,0.07511770
-4.81740870,0.72111272,0.01118736,0.00775930,0.16382803,0.30726716,0.00930468,0.31166092,0.04847688,0.06710344
-4.81140570,0.64111840,0.01003806,0.00692148,0.14334528,0.27538388,0.00825242,0.27571134,0.04312871,0.05981949
-4.80540270,0.57013830,0.00898840,0.00633967,0.12542881,0.24657076,0.00728381,0.24400639,0.03885391,0.05327033
-4.79939970,0.50810790,0.00803914,0.00600146,0.11000251,0.22088913,0.00639836,0.21648837,0.03561216,0.04745493
-4.79339670,0.45491480,0.00719039,0.00589725,0.09697750,0.19837422,0.00559476,0.19307724,0.03336974,0.04236729
-4.78739370,0.41040831,0.00644168,0.00602019,0.08625649,0.17903814,0.00487089,0.17367612,0.03209975,0.03799714
-4.78139070,0.37440760,0.00579192,0.00636602,0.07773740,0.16287262,0.00422395,0.15817603,0.03178190,0.03433041
-4.77538769,0.34670824,0.00523951,0.00693270,0.07131633,0.14985160,0.00365054,0.14645965,0.03240176,0.03134984
-4.76938469,0.32708672,0.00478229,0.00772002,0.06688970,0.13993333,0.00314678,0.13840409,0.03394964,0.02903527
-4.76338169,0.31530292,0.00441762,0.00872901,0.06435563,0.13306201,0.00270841,0.13388244,0.03641906,0.02736400
-4.75737869,0.31110033,0.00414238,0.00996133,0.06361441,0.12916882,0.00233089,0.13276422,0.03980494,0.02631087
-4.75137569,0.31420442,0.00395297,0.01141860,0.06456836,0.12817238,0.00200956,0.13491478,0.04410147,0.02584830
-4.74537269,0.32431916,0.00384535,0.01310165,0.06712097,0.12997862,0.00173965,0.14019371,0.04929989,0.02594620
-4.73936968,0.34112220,0.00381501,0.01500984,0.07117557,0.13448024,0.00151643,0.14845253,0.05538616,0.02657176
-4.73336668,0.36425923,0.00385701,0.01714034,0.07663358,0.14155579,0.00133525,0.15953186,0.06233866,0.02768917
-4.72736368,0.39333808,0.00396591,0.01948752,0.08339265,0.15106863,0.00119160,0.17325840,0.07012602,0.02925943
-4.72136068,0.42792320,0.00413585,0.02204240,0.09134479,0.16286598,0.00108116,0.18944197,0.07870533,0.03124001
-4.71535768,0.46753131,0.00436050,0.02479223,0.10037459,0.17677820,0.00099984,0.20787304,0.08802054,0.03358475
-4.70935468,0.51162874,0.00463312,0.02772026,0.11035794,0.19261869,0.00094380,0.22832091,0.09800158,0.03624377
-4.70335168,0.55963118,0.00494658,0.03080562,0.12116116,0.21018452,0.00090945,0.25053306,0.10856386,0.03916361
-4.69734867,0.61090638,0.00529344,0.03402350,0.13264083,0.22925799,0.00089350,0.27423562,0.11960860,0.04228751
-4.69134567,0.66478002,0.00566602,0.03734541,0.14464434,0.24960934,0.00089293,0.29913547,0.13102381,0.04555597
-4.68534267,0.72054510,0.00605650,0.04073976,0.15701124,0.27100069,0.00090500,0.32492375,0.14268597,0.04890752
-4.67933967,0.77747476,0.00645706,0.04417258,0.16957543,0.29319118,0.00092727,0.35128111,0.15446246,0.05227968
-4.67333667,0.83483829,0.00686002,0.04760840,0.18216802,0.31594328,0.00095758,0.37788428,0.16621466,0.05561020
-4.66733367,0.89191989,0.00725801,0.05101135,0.19462093,0.33903024,0.00099408,0.40441406,0.17780153,0.05883837
-4.66133067,0.94803949,0.00764410,0.05434624,0.20677096,0.36224422,0.00103520,0.43056428,0.18908363,0.06190657
-4.65532766,1.00257475,0.00801204,0.05757978,0.21846428,0.38540503,0.00107968,0.45605136,0.19992736,0.06476175
-4.64932466,1.05498330,0.00835636,0.06068173,0.22956090,0.40836901,0.00112654,0.48062416,0.21020926,0.06735694
-4.64332166,1.10482392,0.00867252,0.06362596,0.23993918,0.43103756,0.00117511,0.50407343,0.21982010,0.06965270
