energy_ev,total_up,Mg_p_up,Mg_d_up,N_s_up,N_p_up,Os_p_up,Os_d_up,S_s_up,S_p_up
-5.17158579,6.09035201,0.16615750,0.00000000,0.00915028,1.09582608,3.07936922,2.47389814,0.07473089,2.07682201
-5.16558279,6.34516476,0.17299189,0.00000000,0.00956966,1.14596002,3.18521772,2.57600256,0.07522863,2.16749099
-5.15957979,6.61428457,0.18111322,0.00000000,0.01007195,1.19887716,3.28950897,2.68288686,0.07611550,2.26274243
-5.15357679,6.89344170,0.19036017,0.00000000,0.01065906,1.25381450,3.38978449,2.79297923,0.07736485,2.36094877
-5.14757379,7.17819283,0.20056035,0.00000000,0.01133133,1.30996158,3.48370512,2.90462917,0.07894143,2.46045631
-5.14157079,7.46401595,0.21153319,0.00000000,0.01208737,1.36647649,3.56911077,3.01614606,0.08080218,2.55961787
-5.13556778,7.74640402,0.22309270,0.00000000,0.01292392,1.42250233,3.64407258,3.12583814,0.08289735,2.65682354
-5.12956478,8.02095468,0.23505020,0.00000000,0.01383575,1.47718364,3.70693620,3.23205051,0.08517168,2.75052896
-5.12356178,8.28345356,0.24721690,0.00000000,0.01481559,1.52968243,3.75635467,3.33320116,0.08756576,2.83928051
-5.11755878,8.52994937,0.25940630,0.00000000,0.01585411,1.57919352,3.79131008,3.42781368,0.09001743,2.92173687
-5.11155578,8.75681887,0.27143652,0.00000000,0.01693998,1.62495877,3.81112388,3.51454596,0.09246322,2.99668690
-5.10555278,8.96082085,0.28313237,0.00000000,0.01805999,1.66627990,3.81545581,3.59221408,0.09483984,3.06306342
-5.09954977,9.13913835,0.29432732,0.00000000,0.01919915,1.70252977,3.80429224,3.65981096,0.09708554,3.11995318
-5.09354677,9.28940924,0.30486524,0.00000000,0.02034099,1.73316191,3.77792500,3.71651979,0.09914142,3.16660311
-5.08754377,9.40974553,0.31460203,0.00000000,0.02146782,1.75771817,3.73692225,3.76172215,0.10095266,3.20242319
-5.08154077,9.49874243,0.32340708,0.00000000,0.02256106,1.77583458,3.68209312,3.79500124,0.10246956,3.22698631
-5.07553777,9.55547825,0.33116461,0.00000000,0.02360168,1.78724528,3.61444815,3.81614085,0.10364844,3.24002576
-5.06953477,9.57950674,0.33777487,0.00000000,0.02457063,1.79178472,3.53515744,3.82512056,0.10445236,3.24143073
-5.06353177,9.57084331,0.34315522,0.00000000,0.02544932,1.78938820,3.44550870,3.82210803,0.10485170,3.23124034
-5.05752876,9.52994659,0.34724115,0.00000000,0.02622010,1.78009076,3.34686669,3.80744901,0.10482449,3.20963672
-5.05152576,9.45769666,0.34998714,0.00000000,0.02686678,1.76402476,3.24063586,3.78165582,0.10435662,3.17693741
-5.04552276,9.35537080,0.35136734,0.00000000,0.02737505,1.74141604,3.12822729,3.74539473,0.10344189,3.13358740
-5.03951976,9.22461760,0.35137619,0.00000000,0.02773300,1.71257891,3.01103070,3.69947269,0.10208183,3.08015087
-5.03351676,9.06742948,0.35002870,0.00000000,0.02793138,1.67791001,2.89039211,3.64482358,0.10028549,3.01730270
-5.02751376,8.88611367,0.34736056,0.00000000,0.02796402,1.63788114,2.76759709,3.58249397,0.09806895,2.94581962
-5.02151076,8.68326114,0.34342784,0.00000000,0.02782794,1.59303107,2.64385932,3.51362832,0.09545488,2.86657082
-5.01550775,8.46171283,0.33830639,0.00000000,0.02752353,1.54395647,2.52031402,3.43945324,0.09247183,2.78050774
-5.00950475,8.22452257,0.33209070,0.00000000,0.02705454,1.49130194,2.39801524,3.36126052,0.08915352,2.68865290
-5.00350175,7.97491571,0.32489238,0.00000000,0.02642795,1.43574928,2.27793627,3.28038857,0.08553810,2.59208738
-4.99749875,7.71624317,0.31683803,0.00000000,0.02565380,1.37800605,2.16097218,3.19820190,0.08166720,2.49193691
-4.99149575,7.45193029,0.30806670,0.00000000,0.02474489,1.31879355,2.04794350,3.11606851,0.07758509,2.38935644
-4.98549275,7.18542089,0.29872683,0.00000000,0.02371634,1.25883448,1.93960029,3.03533502,0.07333774,2.28551323
-4.97948974,6.92011677,0.28897272,0.00000000,0.02258520,1.19884035,1.83662592,2.95729989,0.06897189,2.18156876
-4.97348674,6.65931397,0.27896075,0.00000000,0.02136990,1.13949902,1.73964010,2.88318496,0.06453414,2.07865960
-4.96748374,6.40613695,0.26884530,0.00000000,0.02008974,1.08146263,1.64920091,2.81410611,0.06007006,1.97787796
-4.96148074,6.16347307,0.25877467,0.00000000,0.01876436,1.02533620,1.56580576,2.75104383,0.05562338,1.88025231
-4.95547774,5.93390922,0.24888705,0.00000000,0.01741320,0.97166726,1.48989142,2.69481479,0.05123523,1.78672887
-4.94947474,5.71967341,0.23930667,0.00000000,0.01605503,0.92093684,1.42183338,2.64604565,0.04694351,1.69815453
-4.94347174,5.52258378,0.23014053,0.00000000,0.01470751,0.87355213,1.36194485,2.60515044,0.04278230,1.61526218
-4.93746873,5.34400749,0.22147557,0.00000000,0.01338686,0.82984102,1.31047583,2.57231264,0.03878147,1.53865872
-4.93146573,5.18483179,0.21337664,0.00000000,0.01210752,0.79004874,1.26761258,2.54747342,0.03496638,1.46881664
-4.92546273,5.04544889,0.20588531,0.00000000,0.01088201,0.75433675,1.23347775,2.53032672,0.03135766,1.40606938
-4.91945973,4.92575609,0.19901955,0.00000000,0.00972079,0.72278385,1.20813142,2.52032237,0.02797122,1.35061077
-4.91345673,4.82517151,0.19277445,0.00000000,0.00863222,0.69538949,1.19157299,2.51667725,0.02481833,1.30249847
-4.90745373,4.74266543,0.18712377,0.00000000,0.00762263,0.67207909,1.18374385,2.51839503,0.02190579,1.26166146
-4.90145073,4.67680622,0.18202248,0.00000000,0.00669641,0.65271116,1.18453061,2.52429392,0.01923625,1.22791094
-4.89544772,4.62581926,0.17740996,0.00000000,0.00585623,0.63708581,1.19376844,2.53304186,0.01680860,1.20095418
-4.88944472,4.58765658,0.17321394,0.00000000,0.00510320,0.62495440,1.21124415,2.54319807,0.01461841,1.18041075
-4.88344172,4.56007435,0.16935479,0.00000000,0.00443718,0.61602972,1.23669843,2.55325962,0.01265843,1.16583003
-4.87743872,4.54071500,0.16575012,0.00000000,0.00385702,0.60999642,1.26982688,2.56171120,0.01091915,1.15670939
-4.87143572,4.52719059,0.16231938,0.00000000,0.00336085,0.60652116,1.31027942,2.56707636,0.00938929,1.15251201
-4.86543272,4.51716382,0.15898828,0.00000000,0.00294633,0.60526209,1.35765782,2.56796809,0.00805632,1.15268364
-4.85942971,4.50842350,0.15569283,0.00000000,0.00261094,0.60587732,1.41151129,2.56313671,0.00690702,1.15666742
-4.85342671,4.49895129,0.15238273,0.00000000,0.00235219,0.60803211,1.47133041,2.55151320,0.00592787,1.16391641
-4.84742371,4.48697739,0.14902416,0.00000000,0.00216781,0.61140461,1.53653962,2.53224606,0.00510546,1.17390331
-4.84142071,4.47102303,0.14560158,0.00000000,0.00205592,0.61569004,1.60648906,2.50473026,0.00442687,1.18612717
-4.83541771,4.44992876,0.14211868,0.00000000,0.00201515,0.62060335,1.68044651,2.46862708,0.00387990,1.20011730
-4.82941471,4.42286793,0.13859839,0.00000000,0.00204468,0.62588049,1.75759043,2.42387399,0.00345332,1.21543436
-4.82341171,4.38934566,0.13508188,0.00000000,0.00214431,0.63127842,1.83700516,2.37068429,0.00313698,1.23166920
-4.81740870,4.34918423,0.13162679,0.00000000,0.00231440,0.63657421,1.91767937,2.30953658,0.00292190,1.24843996
-4.81140570,4.30249654,0.12830457,0.00000000,0.00255582,0.64156343,1.99850874,2.24115459,0.00280027,1.26538798
-4.80540270,4.24964959,0.12519733,0.00000000,0.00286984,0.64605833,2.07830361,2.16647831,0.00276542,1.28217325
-4.79939970,4.19122050,0.12239400,0.00000000,0.00325802,0.64988583,2.15580228,2.08662780,0.00281173,1.29847000
-4.79339670,4.12794761,0.11998638,0.00000000,0.00372197,0.65288597,2.22969004,2.00286119,0.00293450,1.31396306
-4.78739370,4.06067937,0.11806490,0.00000000,0.00426323,0.65491070,2.29862376,1.91652873,0.00312976,1.32834536
-4.78139070,3.99032349,0.11671446,0.00000000,0.00488299,0.65582344,2.36126156,1.82902488,0.00339413,1.34131704
-4.77538769,3.91779865,0.11601051,0.00000000,0.00558190,0.65549933,2.41629652,1.74174024,0.00372458,1.35258617
-4.76938469,3.84399085,0.11601541,0.00000000,0.00635982,0.65382622,2.46249307,1.65601539,0.00411823,1.36187115
-4.76338169,3.76971567,0.11677532,0.00000000,0.00721562,0.65070634,2.49872451,1.57309822,0.00457213,1.36890458
-4.75737869,3.69568774,0.11831765,0.00000000,0.00814694,0.64605846,2.52400976,1.49410637,0.00508312,1.37343837
-4.75137569,3.62249779,0.12064920,0.00000000,0.00915002,0.63982033,2.53754755,1.41999588,0.00564754,1.37524945
-4.74537269,3.55059764,0.12375502,0.00000000,0.01021957,0.63195116,2.53874608,1.35153714,0.00626120,1.37414584
-4.73936968,3.48029265,0.12759796,0.00000000,0.01134862,0.62243395,2.52724663,1.28929848,0.00691916,1.36997240
-4.73336668,3.41174119,0.13211909,0.00000000,0.01252851,0.61127731,2.50293954,1.23363774,0.00761566,1.36261577
-4.72736368,3.34496036,0.13723868,0.00000000,0.01374886,0.59851662,2.46597169,1.18470169,0.00834412,1.35200824
-4.72136068,3.27983685,0.14285801,0.00000000,0.01499760,0.58421443,2.41674487,1.14243282,0.00909706,1.33813002
-4.71535768,3.21614199,0.14886171,0.00000000,0.01626116,0.56845981,2.35590502,1.10658285,0.00986619,1.32100984
-4.70935468,3.15355005,0.15512064,0.00000000,0.01752457,0.55136693,2.28432273,1.07673203,0.01064247,1.30072388
-4.70335168,3.09165864,0.16149523,0.00000000,0.01877178,0.53307250,2.20306597,1.05231316,0.01141624,1.27739297
-4.69734867,3.03001052,0.16783917,0.00000000,0.01998588,0.51373265,2.11336638,1.03263924,0.01217741,1.25117842
-4.69134567,2.96811594,0.17400324,0.00000000,0.02114951,0.49351899,2.01658067,1.01693341,0.01291566,1.22227674
-4.68534267,2.90547498,0.17983937,0.00000000,0.02224519,0.47261436,1.91414916,1.00436016,0.01362065,1.19091355
-4.67933967,2.84159931,0.18520455,0.00000000,0.02325578,0.45120833,1.80755324,0.99405643,0.01428235,1.15733732
-4.67333667,2.77603299,0.18996476,0.00000000,0.02416486,0.42949282,1.69827378,0.98516179,0.01489127,1.12181316
-4.66733367,2.70837190,0.19399847,0.00000000,0.02495718,0.40765789,1.58775215,0.97684654,0.01543878,1.08461706
-4.66133067,2.63828154,0.19720001,0.00000000,0.02561908,0.38588812,1.47735556,0.96833712,0.01591738,1.04603102
-4.65532766,2.56551283,0.19948230,0.00000000,0.02613883,0.36435952,1.36834770,0.95893802,0.01632100,1.00633914
-4.64932466,2.48991561,0.20077917,0.00000000,0.02650700,0.34323718,1.26186566,0.94804980,0.01664521,0.96582480
-4.64332166,2.41144957,0.20104709,0.00000000,0.02671671,0.32267373,1.15890357,0.93518294,0.01688746,0.92476905
