energy_ev,total_up,Bi_p_up,Bi_d_up,Nb_p_up,Nb_d_up,Te_p_up,Te_d_up
-6.00000000,3.47708413,0.50434807,0.00674221,2.60800771,1.03081079,1.93650814,0.00000000
-5.99399700,3.37645857,0.48706207,0.00643292,2.53969139,1.00136387,1.88568849,0.00000000
-5.98799400,3.26384236,0.46738519,0.00610991,2.46249585,0.96872473,1.82871486,0.00000000
-5.98199100,3.14124412,0.44566104,0.00577910,2.37779445,0.93348492,1.76661453,0.00000000
-5.97598799,3.01076882,0.42225831,0.00544623,2.28703693,0.89625474,1.70046625,0.00000000
-5.96998499,2.87455790,0.39755996,0.00511665,2.19170906,0.85764540,1.63136980,0.00000000
-5.96398199,2.73473103,0.37195253,0.00479525,2.09329313,0.81825194,1.56041614,0.00000000
-5.95797899,2.59333156,0.34581604,0.00448627,1.99323046,0.77863755,1.48865911,0.00000000
-5.95197599,2.45227747,0.31951462,0.00419328,1.89288720,0.73931989,1.41708971,0.00000000
-5.94597299,2.31331924,0.29338845,0.00391912,1.79352451,0.70075971,1.34661372,0.00000000
-5.93996998,2.17800581,0.26774701,0.00366586,1.69627367,0.66335220,1.27803320,0.00000000
-5.93396698,2.04765919,0.24286380,0.00343481,1.60211686,0.62742114,1.21203240,0.00000000
-5.92796398,1.92335819,0.21897276,0.00322656,1.51187373,0.59321597,1.14916822,0.00000000
-5.92196098,1.80593109,0.19626618,0.00304102,1.42619385,0.56091164,1.08986531,0.00000000
-5.91595798,1.69595685,0.17489414,0.00287750,1.34555493,0.53061114,1.03441568,0.00000000
-5.90995498,1.59377416,0.15496541,0.00273477,1.27026622,0.50235030,0.98298241,0.00000000
-5.90395198,1.49949737,0.13654945,0.00261122,1.20047689,0.47610459,0.93560727,0.00000000
-5.89794897,1.41303811,0.11967948,0.00250486,1.13618837,0.45179755,0.89222144,0.00000000
-5.89194597,1.33413143,0.10435634,0.00241353,1.07727019,0.42931016,0.85265887,0.00000000
-5.88594297,1.26236502,0.09055288,0.00233488,1.02347839,0.40849107,0.81667169,0.00000000
-5.87993997,1.19721039,0.07821868,0.00226659,0.97447578,0.38916679,0.78394681,0.00000000
-5.87393697,1.13805457,0.06728495,0.00220634,0.92985312,0.37115193,0.75412321,0.00000000
-5.86793397,1.08423144,0.05766932,0.00215194,0.88915073,0.35425859,0.72680933,0.00000000
-5.86193097,1.03505153,0.04928047,0.00210140,0.85187964,0.33830510,0.70159986,0.00000000
-5.85592796,0.98982963,0.04202242,0.00205294,0.81754181,0.32312349,0.67809161,0.00000000
-5.84992496,0.94790945,0.03579842,0.00200506,0.78564894,0.30856579,0.65589798,0.00000000
-5.84392196,0.90868515,0.03051444,0.00195655,0.75573949,0.29450890,0.63466177,0.00000000
-5.83791896,0.87161911,0.02608206,0.00190650,0.72739356,0.28085818,0.61406615,0.00000000
-5.83191596,0.83625628,0.02242104,0.00185432,0.70024556,0.26754967,0.59384352,0.00000000
-5.82591296,0.80223478,0.01946132,0.00179974,0.67399450,0.25455111,0.57378244,0.00000000
-5.81990995,0.76929312,0.01714465,0.00174277,0.64841185,0.24186190,0.55373239,0.00000000
-5.81390695,0.73727418,0.01542585,0.00168373,0.62334712,0.22951212,0.53360662,0.00000000
-5.80790395,0.70612627,0.01427372,0.00162318,0.59873106,0.21756082,0.51338308,0.00000000
-5.80190095,0.67590151,0.01367164,0.00156196,0.57457677,0.20609366,0.49310355,0.00000000
-5.79589795,0.64675188,0.01361794,0.00150110,0.55097872,0.19522017,0.47287125,0.00000000
-5.78989495,0.61892313,0.01412600,0.00144185,0.52810982,0.18507062,0.45284683,0.00000000
-5.78389195,0.59274685,0.01522410,0.00138565,0.50621668,0.17579269,0.43324311,0.00000000
-5.77788894,0.56863089,0.01695500,0.00133408,0.48561323,0.16754786,0.41431861,0.00000000
-5.77188594,0.54704814,0.01937532,0.00128883,0.46667263,0.16050777,0.39636995,0.00000000
-5.76588294,0.52852401,0.02255450,0.00125173,0.44981777,0.15485027,0.37972338,0.00000000
-5.75987994,0.51362236,0.02657347,0.00122467,0.43551023,0.15075537,0.36472542,0.00000000
-5.75387694,0.50293027,0.03152290,0.00120958,0.42423792,0.14840091,0.35173276,0.00000000
-5.74787394,0.49704145,0.03750098,0.00120842,0.41650145,0.14795798,0.34110169,0.00000000
-5.74187094,0.49653855,0.04461075,0.00122313,0.41279931,0.14958607,0.33317696,0.00000000
-5.73586793,0.50197440,0.05295689,0.00125559,0.41361206,0.15342795,0.32828045,0.00000000
-5.72986493,0.51385251,0.06264202,0.00130758,0.41938568,0.15960423,0.32669974,0.00000000
-5.72386193,0.53260702,0.07376252,0.00138075,0.43051444,0.16820783,0.32867682,0.00000000
-5.71785893,0.55858254,0.08640391,0.00147655,0.44732354,0.17929840,0.33439724,0.00000000
-5.71185593,0.59201448,0.10063595,0.00159617,0.47005198,0.19289680,0.34397999,0.00000000
-5.70585293,0.63301033,0.11650753,0.00174051,0.49883626,0.20897992,0.35746843,0.00000000
-5.69984992,0.68153265,0.13404153,0.00191012,0.53369533,0.22747615,0.37482264,0.00000000
-5.69384692,0.73738465,0.15322990,0.00210512,0.57451760,0.24826158,0.39591358,0.00000000
-5.68784392,0.80019897,0.17402910,0.00232518,0.62105055,0.27115742,0.42051935,0.00000000
-5.68184092,0.86943057,0.19635625,0.00256947,0.67289372,0.29592878,0.44832404,0.00000000
-5.67583792,0.94435450,0.22008611,0.00283662,0.72949575,0.32228508,0.47891926,0.00000000
-5.66983492,1.02406899,0.24504926,0.00312468,0.79015585,0.34988236,0.51180868,0.00000000
-5.66383192,1.10750460,0.27103160,0.00343115,0.85403034,0.37832750,0.54641570,0.00000000
-5.65782891,1.19343945,0.29777533,0.00375295,0.92014450,0.40718449,0.58209416,0.00000000
-5.65182591,1.28052061,0.32498158,0.00408645,0.98740963,0.43598268,0.61814201,0.00000000
-5.64582291,1.36729142,0.35231480,0.00442753,1.05464531,0.46422685,0.65381766,0.00000000
-5.63981991,1.45222403,0.37940864,0.00477164,1.12060632,0.49140881,0.68835851,0.00000000
-5.63381691,1.53375644,0.40587356,0.00511384,1.18401355,0.51702023,0.72100113,0.00000000
-5.62781391,1.61033273,0.43130568,0.00544898,1.24358792,0.54056627,0.75100248,0.00000000
-5.62181091,1.68044517,0.45529681,0.00577171,1.29808615,0.56157940,0.77766126,0.00000000
-5.61580790,1.74267674,0.47744513,0.00607668,1.34633700,0.57963299,0.80033862,0.00000000
-5.60980490,1.79574220,0.49736641,0.00635866,1.38727664,0.59435404,0.81847747,0.00000000
