energy_ev,total_up,B_p_up,B_d_up,Se_s_up,Se_p_up,Y_p_up,Y_d_up
-6.00000000,0.75773389,0.01230928,0.00000000,0.00321654,0.01864641,0.79074116,0.42423727
-5.99399700,0.65948926,0.01078361,0.00000000,0.00275755,0.01610597,0.68860313,0.36906665
-5.98799400,0.57011138,0.00938424,0.00000000,0.00234817,0.01381660,0.59559537,0.31888951
-5.98199100,0.48951566,0.00811191,0.00000000,0.00198610,0.01177160,0.51165380,0.27365990
-5.97598799,0.41746749,0.00696502,0.00000000,0.00166849,0.00996065,0.43655487,0.23324580
-5.96998499,0.35360841,0.00593997,0.00000000,0.00139217,0.00837058,0.36994288,0.19744435
-5.96398199,0.29748243,0.00503150,0.00000000,0.00115370,0.00698614,0.31135757,0.16599706
-5.95797899,0.24856163,0.00423302,0.00000000,0.00094956,0.00579070,0.26026096,0.13860459
-5.95197599,0.20627016,0.00353700,0.00000000,0.00077620,0.00476688,0.21606261,0.11494056
-5.94597299,0.17000591,0.00293521,0.00000000,0.00063014,0.00389714,0.17814249,0.09466392
-5.93996998,0.13915952,0.00241912,0.00000000,0.00050805,0.00316421,0.14587110,0.07742983
-5.93396698,0.11313037,0.00198007,0.00000000,0.00040680,0.00255146,0.11862645,0.06289876
-5.92796398,0.09133965,0.00160954,0.00000000,0.00032347,0.00204323,0.09580786,0.05074380
-5.92196098,0.07324024,0.00129931,0.00000000,0.00025544,0.00162498,0.07684667,0.04065638
-5.91595798,0.05832399,0.00104162,0.00000000,0.00020032,0.00128346,0.06121394,0.03235018
-5.90995498,0.04612630,0.00082925,0.00000000,0.00015601,0.00100673,0.04842553,0.02556375
-5.90395198,0.03622855,0.00065559,0.00000000,0.00012065,0.00078423,0.03804472,0.02006180
-5.89794897,0.02825865,0.00051470,0.00000000,0.00009266,0.00060670,0.02968302,0.01563547
-5.89194597,0.02189008,0.00040127,0.00000000,0.00007067,0.00046613,0.02299923,0.01210167
-5.88594297,0.01683980,0.00031065,0.00000000,0.00005352,0.00035566,0.01769736,0.00930191
-5.87993997,0.01286526,0.00023882,0.00000000,0.00004025,0.00026950,0.01352361,0.00710050
-5.87393697,0.00976095,0.00018232,0.00000000,0.00003006,0.00020282,0.01026283,0.00538266
-5.86793397,0.00735461,0.00013821,0.00000000,0.00002229,0.00015159,0.00773458,0.00405227
-5.86193097,0.00550338,0.00010404,0.00000000,0.00001641,0.00011255,0.00578912,0.00302970
-5.85592796,0.00408996,0.00007777,0.00000000,0.00001200,0.00008301,0.00430351,0.00224967
-5.84992496,0.00301905,0.00005773,0.00000000,0.00000872,0.00006086,0.00317779,0.00165916
-5.84392196,0.00221395,0.00004255,0.00000000,0.00000629,0.00004439,0.00233152,0.00121559
-5.83791896,0.00161359,0.00003115,0.00000000,0.00000450,0.00003228,0.00170065,0.00088506
-5.83191596,0.00116981,0.00002266,0.00000000,0.00000320,0.00002349,0.00123472,0.00064088
-5.82591296,0.00084508,0.00001638,0.00000000,0.00000227,0.00001727,0.00089442,0.00046223
-5.81990995,0.00061050,0.00001179,0.00000000,0.00000159,0.00001302,0.00064955,0.00033311
-5.81390695,0.00044414,0.00000846,0.00000000,0.00000112,0.00001036,0.00047733,0.00024134
-5.80790395,0.00032972,0.00000608,0.00000000,0.00000079,0.00000903,0.00036093,0.00017787
-5.80190095,0.00025549,0.00000443,0.00000000,0.00000056,0.00000891,0.00028846,0.00013610
-5.79589795,0.00021342,0.00000332,0.00000000,0.00000041,0.00001002,0.00025204,0.00011147
-5.78989495,0.00019859,0.00000264,0.00000000,0.00000033,0.00001249,0.00024725,0.00010106
-5.78389195,0.00020874,0.00000230,0.00000000,0.00000029,0.00001661,0.00027268,0.00010334
-5.77788894,0.00024403,0.00000228,0.00000000,0.00000029,0.00002284,0.00032978,0.00011801
-5.77188594,0.00030698,0.00000255,0.00000000,0.00000032,0.00003183,0.00042274,0.00014591
-5.76588294,0.00040243,0.00000313,0.00000000,0.00000040,0.00004451,0.00055870,0.00018903
-5.75987994,0.00053781,0.00000409,0.00000000,0.00000053,0.00006209,0.00074791,0.00025051
-5.75387694,0.00072337,0.00000549,0.00000000,0.00000072,0.00008619,0.00100422,0.00033476
-5.74787394,0.00097263,0.00000746,0.00000000,0.00000098,0.00011893,0.00134550,0.00044763
-5.74187094,0.00130284,0.00001015,0.00000000,0.00000133,0.00016302,0.00179429,0.00059657
-5.73586793,0.00173564,0.00001379,0.00000000,0.00000181,0.00022190,0.00237854,0.00079088
-5.72986493,0.00229772,0.00001863,0.00000000,0.00000245,0.00029994,0.00313228,0.00104194
