energy_ev,total_up,S_s_up,S_p_up,Sb_p_up,Sb_d_up,V_p_up,V_d_up
-5.18959480,0.57134290,0.00141762,0.07080257,0.30337726,0.00223572,0.20320686,0.17414272
-5.18359180,0.57182968,0.00142377,0.07182904,0.30356257,0.00223952,0.20500271,0.17437900
-5.17758879,0.57129833,0.00142837,0.07271750,0.30327139,0.00223863,0.20649616,0.17433376
-5.17158579,0.56987934,0.00143174,0.07347885,0.30257497,0.00223344,0.20772214,0.17404692
-5.16558279,0.56770398,0.00143422,0.07412666,0.30154226,0.00222437,0.20871545,0.17355768
-5.15957979,0.56490096,0.00143608,0.07467706,0.30023791,0.00221183,0.20950955,0.17290339
-5.15357679,0.56159341,0.00143758,0.07514851,0.29872054,0.00219623,0.21013547,0.17211870
-5.14757379,0.55789634,0.00143892,0.07556165,0.29704129,0.00217791,0.21062077,0.17123465
-5.14157079,0.55391449,0.00144026,0.07593898,0.29524271,0.00215722,0.21098883,0.17027816
-5.13556778,0.54974086,0.00144171,0.07630473,0.29335811,0.00213444,0.21125823,0.16927162
-5.12956478,0.54545590,0.00144331,0.07668455,0.29141136,0.00210980,0.21144254,0.16823274
-5.12356178,0.54112754,0.00144507,0.07710538,0.28941715,0.00208349,0.21155036,0.16717475
-5.11755878,0.53681188,0.00144696,0.07759525,0.28738181,0.00205564,0.21158571,0.16610679
-5.11155578,0.53255469,0.00144890,0.07818311,0.28530452,0.00202635,0.21154874,0.16503454
-5.10555278,0.52839356,0.00145080,0.07889868,0.28317903,0.00199568,0.21143671,0.16396120
-5.09954977,0.52436055,0.00145254,0.07977224,0.28099563,0.00196365,0.21124521,0.16288847
-5.09354677,0.52048519,0.00145400,0.08083446,0.27874346,0.00193031,0.21096954,0.16181777
-5.08754377,0.51679755,0.00145508,0.08211602,0.27641277,0.00189568,0.21060607,0.16075142
-5.08154077,0.51333117,0.00145570,0.08364724,0.27399727,0.00185984,0.21015367,0.15969378
-5.07553777,0.51012562,0.00145579,0.08545748,0.27149615,0.00182289,0.20961484,0.15865224
-5.06953477,0.50722829,0.00145533,0.08757446,0.26891587,0.00178501,0.20899663,0.15763799
-5.06353177,0.50469540,0.00145434,0.09002331,0.26627132,0.00174644,0.20831125,0.15666642
-5.05752876,0.50259193,0.00145288,0.09282551,0.26358658,0.00170752,0.20757616,0.15575723
-5.05152576,0.50099042,0.00145102,0.09599769,0.26089483,0.00166867,0.20681374,0.15493410
-5.04552276,0.49996865,0.00144891,0.09955022,0.25823779,0.00163040,0.20605053,0.15422397
-5.03951976,0.49960631,0.00144667,0.10348585,0.25566436,0.00159334,0.20531598,0.15365592
-5.03351676,0.49998077,0.00144445,0.10779829,0.25322882,0.00155818,0.20464093,0.15325981
-5.02751376,0.50116229,0.00144240,0.11247088,0.25098849,0.00152567,0.20405571,0.15306456
-5.02151076,0.50320890,0.00144063,0.11747548,0.24900109,0.00149666,0.20358826,0.15309637
-5.01550775,0.50616137,0.00143924,0.12277165,0.24732204,0.00147200,0.20326212,0.15337695
-5.00950475,0.51003864,0.00143825,0.12830616,0.24600175,0.00145257,0.20309468,0.15392177
-5.00350175,0.51483401,0.00143764,0.13401302,0.24508308,0.00143925,0.20309563,0.15473860
-4.99749875,0.52051247,0.00143732,0.13981397,0.24459927,0.00143288,0.20326588,0.15582634
-4.99149575,0.52700931,0.00143714,0.14561961,0.24457233,0.00143427,0.20359694,0.15717434
-4.98549275,0.53423034,0.00143686,0.15133100,0.24501200,0.00144414,0.20407089,0.15876210
-4.97948974,0.54205354,0.00143620,0.15684196,0.24591537,0.00146314,0.20466082,0.16055958
-4.97348674,0.55033233,0.00143481,0.16204172,0.24726714,0.00149179,0.20533192,0.16252796
-4.96748374,0.55890012,0.00143231,0.16681809,0.24904047,0.00153051,0.20604303,0.16462089
-4.96148074,0.56757597,0.00142829,0.17106089,0.25119827,0.00157957,0.20674851,0.16678615
-4.95547774,0.57617114,0.00142236,0.17466556,0.25369502,0.00163912,0.20740050,0.16896761
-4.94947474,0.58449595,0.00141411,0.17753681,0.25647869,0.00170912,0.20795119,0.17110740
-4.94347174,0.59236683,0.00140319,0.17959207,0.25949287,0.00178939,0.20835523,0.17314817
-4.93746873,0.59961302,0.00138929,0.18076474,0.26267889,0.00187958,0.20857192,0.17503532
-4.93146573,0.60608263,0.00137220,0.18100691,0.26597779,0.00197917,0.20856719,0.17671906
-4.92546273,0.61164793,0.00135175,0.18029156,0.26933214,0.00208747,0.20831528,0.17815631
-4.91945973,0.61620943,0.00132789,0.17861414,0.27268752,0.00220362,0.20780003,0.17931218
-4.91345673,0.61969893,0.00130067,0.17599333,0.27599380,0.00232661,0.20701571,0.18016120
-4.90745373,0.62208136,0.00127021,0.17247117,0.27920620,0.00245527,0.20596751,0.18068815
-4.90145073,0.62335552,0.00123677,0.16811231,0.28228608,0.00258831,0.20467166,0.18088851
-4.89544772,0.62355392,0.00120067,0.16300271,0.28520165,0.00272431,0.20315514,0.18076861
-4.88944472,0.62274190,0.00116232,0.15724754,0.28792865,0.00286182,0.20145531,0.18034549
-4.88344172,0.62101612,0.00112219,0.15096870,0.29045102,0.00299929,0.19961922,0.17964655
-4.87743872,0.61850292,0.00108081,0.14430183,0.29276173,0.00313521,0.19770296,0.17870901
-4.87143572,0.61535642,0.00103878,0.13739309,0.29486371,0.00326812,0.19577090,0.17757935
-4.86543272,0.61175673,0.00099668,0.13039574,0.29677093,0.00339665,0.19389507,0.17631261
-4.85942971,0.60790825,0.00095515,0.12346670,0.29850962,0.00351958,0.19215446,0.17497173
-4.85342671,0.60403807,0.00091481,0.11676324,0.30011950,0.00363590,0.19063449,0.17362691
-4.84742371,0.60039453,0.00087627,0.11043975,0.30165504,0.00374489,0.18942647,0.17235492
-4.84142071,0.59724557,0.00084013,0.10464488,0.30318639,0.00384609,0.18862702,0.17123844
-4.83541771,0.59487697,0.00080699,0.09951888,0.30480015,0.00393940,0.18833745,0.17036526
-4.82941471,0.59359006,0.00077738,0.09519133,0.30659952,0.00402509,0.18866295,0.16982748
-4.82341171,0.59369891,0.00075182,0.09177922,0.30870389,0.00410380,0.18971162,0.16972051
-4.81740870,0.59552659,0.00073080,0.08938536,0.31124769,0.00417652,0.19159315,0.17014183
-4.81140570,0.59940060,0.00071475,0.08809712,0.31437843,0.00424462,0.19441727,0.17118966
-4.80540270,0.60564727,0.00070407,0.08798547,0.31825393,0.00430979,0.19829178,0.17296127
-4.79939970,0.61458533,0.00069911,0.08910427,0.32303876,0.00437395,0.20332033,0.17555116
-4.79339670,0.62651857,0.00070017,0.09148989,0.32889999,0.00443928,0.20959992,0.17904902
-4.78739370,0.64172802,0.00070751,0.09516097,0.33600239,0.00450806,0.21721823,0.18353763
-4.78139070,0.66046390,0.00072133,0.10011847,0.34450333,0.00458263,0.22625080,0.18909064
-4.77538769,0.68293765,0.00074178,0.10634590,0.35454758,0.00466533,0.23675833,0.19577046
-4.76938469,0.70931450,0.00076893,0.11380978,0.36626217,0.00475837,0.24878415,0.20362637
-4.76338169,0.73970699,0.00080281,0.12246034,0.37975178,0.00486383,0.26235193,0.21269280
-4.75737869,0.77416975,0.00084337,0.13223239,0.39509468,0.00498350,0.27746388,0.22298808
-4.75137569,0.81269591,0.00089051,0.14304652,0.41233948,0.00511891,0.29409946,0.23451351
-4.74537269,0.85521523,0.00094406,0.15481038,0.43150286,0.00527123,0.31221464,0.24725305
-4.73936968,0.90159417,0.00100377,0.16742032,0.45256836,0.00544128,0.33174181,0.26117338
-4.73336668,0.95163770,0.00106933,0.18076311,0.47548609,0.00562948,0.35259025,0.27622451
-4.72736368,1.00509283,0.00114040,0.19471781,0.50017353,0.00583589,0.37464719,0.29234081
-4.72136068,1.06165338,0.00121653,0.20915773,0.52651705,0.00606017,0.39777927,0.30944224
-4.71535768,1.12096585,0.00129725,0.22395245,0.55437415,0.00630162,0.42183439,0.32743595
-4.70935468,1.18263567,0.00138204,0.23896967,0.58357605,0.00655923,0.44664372,0.34621780
-4.70335168,1.24623358,0.00147033,0.25407704,0.61393054,0.00683165,0.47202389,0.36567394
-4.69734867,1.31130158,0.00156148,0.26914372,0.64522479,0.00711726,0.49777903,0.38568206
-4.69134567,1.37735814,0.00165486,0.28404171,0.67722786,0.00741416,0.52370279,0.40611251
-4.68534267,1.44390234,0.00174976,0.29864688,0.70969303,0.00772024,0.54958004,0.42682890
-4.67933967,1.51041682,0.00184545,0.31283967,0.74235946,0.00803313,0.57518849,0.44768840
-4.67333667,1.57636958,0.00194117,0.32650550,0.77495358,0.00835025,0.60030001,0.46854169
-4.66733367,1.64121472,0.00203612,0.33953486,0.80719006,0.00866884,0.62468186,0.48923253
-4.66133067,1.70439255,0.00212947,0.35182322,0.83877246,0.00898588,0.64809787,0.50959721
-4.65532766,1.76532940,0.00222035,0.36327080,0.86939399,0.00929820,0.67030974,0.52946398
-4.64932466,1.82343767,0.00230786,0.37378222,0.89873837,0.00960239,0.69107850,0.54865260
-4.64332166,1.87811681,0.00239108,0.38326631,0.92648116,0.00989488,0.71016645,0.56697426
-4.63731866,1.92875555,0.00246907,0.39163596,0.95229188,0.01017194,0.72733947,0.58423205
-4.63131566,1.97473615,0.00254087,0.39880832,0.97583693,0.01042971,0.74237000,0.60022211
-4.62531266,2.01544079,0.00260552,0.40470526,0.99678375,0.01066425,0.75504060,0.61473564
-4.61930965,2.05026044,0.00266209,0.40925417,1.01480595,0.01087159,0.76514814,0.62756178
-4.61330665,2.07860628,0.00270968,0.41238927,1.02958978,0.01104785,0.77250849,0.63849142
-4.60730365,2.09992332,0.00274743,0.41405310,1.04084147,0.01118927,0.77696171,0.64732188
-4.60130065,2.11370595,0.00277457,0.41419854,1.04829544,0.01129233,0.77837734,0.65386231
-4.59529765,2.11951474,0.00279042,0.41279088,1.05172300,0.01135390,0.77665977,0.65793955
-4.58929465,2.11699382,0.00279444,0.40981010,1.05094115,0.01137127,0.77175326,0.65940431
-4.58329165,2.10588788,0.00278622,0.40525311,1.04582101,0.01134230,0.76364648,0.65813730
-4.57728864,2.08605783,0.00276550,0.39913585,1.03629555,0.01126553,0.75237613,0.65405501
-4.57128564,2.05749429,0.00273223,0.39149501,1.02236597,0.01114023,0.73802951,0.64711478
-4.56528264,2.02032789,0.00268654,0.38238938,1.00410644,0.01096647,0.72074576,0.63731892
-4.55927964,1.97483579,0.00262874,0.37190056,0.98166686,0.01074518,0.70071566,0.62471751
-4.55327664,1.92144361,0.00255937,0.36013303,0.95527326,0.01047815,0.67817980,0.60940983
-4.54727364,1.86072265,0.00247912,0.34721345,0.92522580,0.01016803,0.65342524,0.59154408
-4.54127064,1.79338207,0.00238890,0.33328924,0.89189425,0.00981827,0.62678053,0.57131554
-4.53526763,1.72025627,0.00228975,0.31852639,0.85571109,0.00943307,0.59860935,0.54896299
-4.52926463,1.64228777,0.00218287,0.30310656,0.81716239,0.00901728,0.56930296,0.52476371
-4.52326163,1.56050623,0.00206956,0.28722357,0.77677679,0.00857629,0.53927155,0.49902704
-4.51725863,1.47600430,0.00195119,0.27107943,0.73511297,0.00811586,0.50893497,0.47208698
-4.51125563,1.38991131,0.00182919,0.25487998,0.69274608,0.00764202,0.47871298,0.44429383
-4.50525263,1.30336568,0.00170499,0.23883035,0.65025365,0.00716089,0.44901548,0.41600561
-4.49924962,1.21748724,0.00158002,0.22313032,0.60820144,0.00667853,0.42023292,0.38757916
-4.49324662,1.13335034,0.00145561,0.20796995,0.56712979,0.00620080,0.39272728,0.35936164
-4.48724362,1.05195875,0.00133306,0.19352528,0.52754092,0.00573319,0.36682384,0.33168251
-4.48124062,0.97422328,0.00121353,0.17995461,0.48988758,0.00528073,0.34280406,0.30484636
-4.47523762,0.90094261,0.00109806,0.16739516,0.45456348,0.00484787,0.32089967,0.27912683
-4.46923462,0.83278816,0.00098755,0.15596048,0.42189562,0.00443840,0.30128815,0.25476173
-4.46323162,0.77029307,0.00088275,0.14573837,0.39213890,0.00405539,0.28408982,0.23194950
-4.45722861,0.71384573,0.00078425,0.13678964,0.36547291,0.00370116,0.26936639,0.21084705
-4.45122561,0.66368762,0.00069249,0.12914753,0.34200106,0.00337729,0.25712120,0.19156898
-4.44522261,0.61991557,0.00060774,0.12281782,0.32175194,0.00308459,0.24730095,0.17418808
-4.43921961,0.58248801,0.00053017,0.11777965,0.30468276,0.00282320,0.23979894,0.15873697
-4.43321661,0.55123481,0.00045978,0.11398694,0.29068469,0.00259262,0.23445971,0.14521086
-4.42721361,0.52587033,0.00039650,0.11137042,0.27958989,0.00239177,0.23108488,0.13357106
-4.42121061,0.50600905,0.00034014,0.10984004,0.27117995,0.00221912,0.22944000,0.12374921
-4.41520760,0.49118319,0.00029045,0.10928791,0.26519534,0.00207276,0.22926236,0.11565208
-4.40920460,0.48086176,0.00024713,0.10959152,0.26134574,0.00195051,0.23026933,0.10916653
-4.40320160,0.47447043,0.00020982,0.11061709,0.25932074,0.00185005,0.23216708,0.10416467
-4.39719860,0.47141151,0.00017817,0.11222326,0.25880067,0.00176897,0.23465944,0.10050908
-4.39119560,0.47108360,0.00015182,0.11426464,0.25946723,0.00170495,0.23745661,0.09805767
-4.38519260,0.47290026,0.00013043,0.11659546,0.26101359,0.00165577,0.24028343,0.09666847
-4.37918959,0.47630722,0.00011366,0.11907302,0.26315366,0.00161945,0.24288698,0.09620383
-4.37318659,0.48079774,0.00010124,0.12156101,0.26563033,0.00159430,0.24504328,0.09653428
-4.36718359,0.48592562,0.00009292,0.12393247,0.26822233,0.00157895,0.24656287,0.09754177
-4.36118059,0.49131560,0.00008850,0.12607251,0.27074965,0.00157242,0.24729513,0.09912231
-4.35517759,0.49667089,0.00008785,0.12788055,0.27307732,0.00157412,0.24713114,0.10118791
-4.34917459,0.50177762,0.00009086,0.12927212,0.27511735,0.00158384,0.24600506,0.10366793
-4.34317159,0.50650616,0.00009748,0.13018023,0.27682902,0.00160177,0.24389411,0.10650958
-4.33716858,0.51080931,0.00010772,0.13055615,0.27821729,0.00162843,0.24081690,0.10967783
-4.33116558,0.51471748,0.00012158,0.13036969,0.27932954,0.00166462,0.23683059,0.11315449
-4.32516258,0.51833102,0.00013914,0.12960900,0.28025083,0.00171141,0.23202666,0.11693675
-4.31915958,0.52181005,0.00016045,0.12827979,0.28109767,0.00176999,0.22652578,0.12103495
-4.31315658,0.52536224,0.00018560,0.12640416,0.28201078,0.00184164,0.22047184,0.12546990
-4.30715358,0.52922885,0.00021466,0.12401899,0.28314700,0.00192762,0.21402544,0.13026974
