energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,S_s_up,S_s_down,S_p_up,S_p_down,Zn_p_up,Zn_p_down,Zn_d_up,Zn_d_down
-5.83191596,0.95780696,-0.95780696,0.00351354,-0.00351354,0.09833194,-0.09833194,0.11605847,-0.11605847,0.27875089,-0.27875089,0.03475240,-0.03475240,0.28681135,-0.28681135,0.10026094,-0.10026094,0.09394947,-0.09394946
-5.82591296,0.91387852,-0.91387852,0.00350166,-0.00350166,0.09695597,-0.09695597,0.11009308,-0.11009308,0.26820554,-0.26820554,0.03380587,-0.03380587,0.26944497,-0.26944497,0.09352055,-0.09352055,0.08911488,-0.08911488
-5.81990995,0.87154794,-0.87154794,0.00347979,-0.00347979,0.09548194,-0.09548194,0.10487969,-0.10487969,0.25766267,-0.25766267,0.03283381,-0.03283381,0.25292699,-0.25292699,0.08721255,-0.08721255,0.08452974,-0.08452974
-5.81390695,0.83087381,-0.83087381,0.00344566,-0.00344566,0.09390930,-0.09390930,0.10048756,-0.10048756,0.24712012,-0.24712012,0.03182866,-0.03182866,0.23729533,-0.23729533,0.08135774,-0.08135774,0.08019040,-0.08019040
-5.80790395,0.79189420,-0.79189420,0.00339758,-0.00339758,0.09224302,-0.09224302,0.09697631,-0.09697631,0.23657856,-0.23657856,0.03078389,-0.03078389,0.22257114,-0.22257114,0.07596980,-0.07596980,0.07609006,-0.07609006
-5.80190095,0.75463666,-0.75463666,0.00333448,-0.00333448,0.09049383,-0.09049383,0.09439565,-0.09439565,0.22604365,-0.22604365,0.02969459,-0.02969459,0.20876231,-0.20876231,0.07105631,-0.07105631,0.07222023,-0.07222023
-5.79589795,0.71912658,-0.71912658,0.00325591,-0.00325591,0.08867811,-0.08867811,0.09278494,-0.09278494,0.21552782,-0.21552782,0.02855786,-0.02855786,0.19586696,-0.19586696,0.06661987,-0.06661987,0.06857210,-0.06857210
-5.78989495,0.68539352,-0.68539352,0.00316197,-0.00316197,0.08681748,-0.08681748,0.09217262,-0.09217262,0.20505143,-0.20505143,0.02737315,-0.02737315,0.18387638,-0.18387638,0.06265905,-0.06265905,0.06513753,-0.06513753
-5.78389195,0.65347510,-0.65347510,0.00305329,-0.00305329,0.08493806,-0.08493806,0.09257541,-0.09257541,0.19464334,-0.19464334,0.02614239,-0.02614239,0.17277758,-0.17277758,0.05916920,-0.05916920,0.06190977,-0.06190977
-5.77788894,0.62341836,-0.62341836,0.00293100,-0.00293100,0.08306932,-0.08306932,0.09399731,-0.09399731,0.18434077,-0.18434077,0.02486992,-0.02486992,0.16255514,-0.16255514,0.05614319,-0.05614319,0.05888389,-0.05888389
-5.77188594,0.59527869,-0.59527869,0.00279664,-0.00279664,0.08124278,-0.08124278,0.09642848,-0.09642848,0.17418850,-0.17418850,0.02356238,-0.02356238,0.15319245,-0.15319245,0.05357188,-0.05357188,0.05605680,-0.05605680
-5.76588294,0.56911648,-0.56911648,0.00265209,-0.00265209,0.07949038,-0.07949038,0.09984402,-0.09984402,0.16423749,-0.16423749,0.02222839,-0.02222839,0.14467232,-0.14467232,0.05144445,-0.05144445,0.05342711,-0.05342711
-5.75987994,0.54499203,-0.54499203,0.00249950,-0.00249950,0.07784282,-0.07784282,0.10420279,-0.10420279,0.15454303,-0.15454303,0.02087816,-0.02087816,0.13697706,-0.13697706,0.04974865,-0.04974865,0.05099464,-0.05099464
-5.75387694,0.52295928,-0.52295928,0.00234120,-0.00234120,0.07632784,-0.07632784,0.10944631,-0.10944631,0.14516250,-0.14516250,0.01952304,-0.01952304,0.13008801,-0.13008801,0.04847083,-0.04847083,0.04875982,-0.04875982
-5.74787394,0.50305888,-0.50305888,0.00217962,-0.00217962,0.07496857,-0.07496857,0.11549803,-0.11549803,0.13615302,-0.13615302,0.01817502,-0.01817502,0.12398490,-0.12398490,0.04759599,-0.04759599,0.04672301,-0.04672301
-5.74187094,0.48531136,-0.48531136,0.00201721,-0.00201721,0.07378212,-0.07378212,0.12226294,-0.12226294,0.12756904,-0.12756904,0.01684622,-0.01684622,0.11864492,-0.11864492,0.04710775,-0.04710775,0.04488369,-0.04488369
-5.73586793,0.46971104,-0.46971104,0.00185639,-0.00185639,0.07277832,-0.07277832,0.12962773,-0.12962773,0.11946008,-0.11946008,0.01554839,-0.01554839,0.11404184,-0.11404184,0.04698834,-0.04698834,0.04323980,-0.04323980
-5.72986493,0.45622109,-0.45622109,0.00169945,-0.00169945,0.07195897,-0.07195897,0.13746164,-0.13746164,0.11186876,-0.11186876,0.01429248,-0.01429248,0.11014524,-0.11014524,0.04721872,-0.04721872,0.04178714,-0.04178714
-5.72386193,0.44477047,-0.44477047,0.00154853,-0.00154853,0.07131736,-0.07131736,0.14561799,-0.14561799,0.10482928,-0.10482928,0.01308825,-0.01308825,0.10691994,-0.10691994,0.04777870,-0.04777871,0.04051890,-0.04051890
-5.71785893,0.43525279,-0.43525279,0.00140557,-0.00140557,0.07083834,-0.07083834,0.15393651,-0.15393651,0.09836634,-0.09836634,0.01194401,-0.01194401,0.10432586,-0.10432586,0.04864727,-0.04864727,0.03942541,-0.03942541
-5.71185593,0.42752752,-0.42752752,0.00127226,-0.00127226,0.07049881,-0.07049881,0.16224645,-0.16224645,0.09249470,-0.09249470,0.01086637,-0.01086637,0.10231813,-0.10231813,0.04980298,-0.04980298,0.03849412,-0.03849412
-5.70585293,0.42142337,-0.42142337,0.00115006,-0.00115006,0.07026863,-0.07026863,0.17037038,-0.17037038,0.08721919,-0.08721919,0.00986016,-0.00986016,0.10084771,-0.10084771,0.05122451,-0.05122451,0.03770977,-0.03770977
-5.69984992,0.41674386,-0.41674386,0.00104014,-0.00104014,0.07011203,-0.07011203,0.17812866,-0.17812866,0.08253542,-0.08253542,0.00892839,-0.00892839,0.09986238,-0.09986238,0.05289133,-0.05289133,0.03705480,-0.03705480
-5.69384692,0.41327467,-0.41327467,0.00094343,-0.00094343,0.06998928,-0.06998928,0.18534434,-0.18534434,0.07843091,-0.07843091,0.00807233,-0.00807233,0.09930804,-0.09930804,0.05478442,-0.05478442,0.03650988,-0.03650988
-5.68784392,0.41079259,-0.41079259,0.00086060,-0.00086060,0.06985871,-0.06985871,0.19184843,-0.19184843,0.07488665,-0.07488665,0.00729164,-0.00729164,0.09913033,-0.09913033,0.05688706,-0.05688706,0.03605472,-0.03605472
-5.68184092,0.40907531,-0.40907531,0.00079210,-0.00079210,0.06967887,-0.06967887,0.19748522,-0.19748522,0.07187908,-0.07187908,0.00658456,-0.00658456,0.09927636,-0.09927636,0.05918566,-0.05918566,0.03566889,-0.03566889
-5.67583792,0.40791191,-0.40791191,0.00073815,-0.00073815,0.06941080,-0.06941080,0.20211750,-0.20211750,0.06938229,-0.06938229,0.00594815,-0.00594815,0.09969658,-0.09969658,0.06167048,-0.06167048,0.03533268,-0.03533268
-5.66983492,0.40711318,-0.40711318,0.00069875,-0.00069875,0.06902026,-0.06902026,0.20563142,-0.20563142,0.06737030,-0.06737030,0.00537856,-0.00537856,0.10034659,-0.10034659,0.06433635,-0.06433635,0.03502811,-0.03502811
-5.66383192,0.40652146,-0.40652146,0.00067377,-0.00067377,0.06847996,-0.06847996,0.20794081,-0.20794081,0.06581950,-0.06581950,0.00487131,-0.00487131,0.10118880,-0.10118880,0.06718324,-0.06718324,0.03473973,-0.03473973
-5.65782891,0.40601964,-0.40601964,0.00066289,-0.00066289,0.06777145,-0.06777145,0.20899069,-0.20899069,0.06471102,-0.06471102,0.00442155,-0.00442155,0.10219388,-0.10219388,0.07021671,-0.07021671,0.03445547,-0.03445547
-5.65182591,0.40553865,-0.40553865,0.00066570,-0.00066570,0.06688683,-0.06688683,0.20875990,-0.20875990,0.06403291,-0.06403291,0.00402435,-0.00402435,0.10334194,-0.10334194,0.07344825,-0.07344825,0.03416732,-0.03416732
-5.64582291,0.40506345,-0.40506345,0.00068165,-0.00068165,0.06583016,-0.06583016,0.20726272,-0.20726272,0.06378225,-0.06378225,0.00367496,-0.00367496,0.10462333,-0.10462333,0.07689540,-0.07689540,0.03387183,-0.03387183
-5.63981991,0.40463727,-0.40463727,0.00071011,-0.00071011,0.06461844,-0.06461844,0.20454932,-0.20454932,0.06396700,-0.06396700,0.00336896,-0.00336896,0.10603912,-0.10603912,0.08058177,-0.08058177,0.03357051,-0.03357051
-5.63381691,0.40436387,-0.40436387,0.00075039,-0.00075039,0.06328224,-0.06328224,0.20070519,-0.20070519,0.06460757,-0.06460757,0.00310251,-0.00310251,0.10760116,-0.10760116,0.08453692,-0.08453692,0.03327001,-0.03327001
-5.62781391,0.40440805,-0.40440805,0.00080176,-0.00080176,0.06186594,-0.06186594,0.19584944,-0.19584944,0.06573818,-0.06573818,0.00287244,-0.00287244,0.10933187,-0.10933187,0.08879610,-0.08879610,0.03298211,-0.03298211
-5.62181091,0.40499430,-0.40499430,0.00086341,-0.00086341,0.06042759,-0.06042759,0.19013221,-0.19013221,0.06740784,-0.06740784,0.00267642,-0.00267642,0.11126362,-0.11126362,0.09339987,-0.09339988,0.03272355,-0.03272355
-5.61580790,0.40640385,-0.40640385,0.00093455,-0.00093455,0.05903836,-0.05903836,0.18373114,-0.18373114,0.06968110,-0.06968110,0.00251295,-0.00251295,0.11343790,-0.11343790,0.09839372,-0.09839372,0.03251571,-0.03251571
-5.60980490,0.40897021,-0.40897021,0.00101437,-0.00101437,0.05778171,-0.05778171,0.17684728,-0.17684728,0.07263845,-0.07263845,0.00238147,-0.00238147,0.11590423,-0.11590423,0.10382743,-0.10382743,0.03238412,-0.03238412
-5.60380190,0.41307335,-0.41307335,0.00110204,-0.00110204,0.05675223,-0.05675223,0.16970038,-0.16970038,0.07637630,-0.07637630,0.00228235,-0.00228235,0.11871890,-0.11871890,0.10975452,-0.10975452,0.03235783,-0.03235783
-5.59779890,0.41913281,-0.41913281,0.00119679,-0.00119679,0.05605417,-0.05605417,0.16252400,-0.16252400,0.08100668,-0.08100668,0.00221688,-0.00221688,0.12194355,-0.12194355,0.11623144,-0.11623144,0.03246872,-0.03246872
-5.59179590,0.42759963,-0.42759963,0.00129785,-0.00129785,0.05579982,-0.05579982,0.15556033,-0.15556033,0.08665634,-0.08665634,0.00218720,-0.00218720,0.12564362,-0.12564362,0.12331671,-0.12331671,0.03275065,-0.03275065
-5.58579290,0.43894747,-0.43894747,0.00140448,-0.00140448,0.05610755,-0.05610755,0.14905520,-0.14905520,0.09346552,-0.09346552,0.00219632,-0.00219632,0.12988672,-0.12988672,0.13106989,-0.13106989,0.03323858,-0.03323858
-5.57978989,0.45366271,-0.45366271,0.00151599,-0.00151599,0.05709973,-0.05709973,0.14325315,-0.14325315,0.10158599,-0.10158599,0.00224798,-0.00224798,0.13474088,-0.13474088,0.13955020,-0.13955020,0.03396765,-0.03396765
-5.57378689,0.47223379,-0.47223380,0.00163175,-0.00163175,0.05890043,-0.05890043,0.13839277,-0.13839277,0.11117855,-0.11117855,0.00234662,-0.00234662,0.14027271,-0.14027271,0.14881509,-0.14881509,0.03497213,-0.03497213
-5.56778389,0.49513965,-0.49513965,0.00175115,-0.00175115,0.06163299,-0.06163299,0.13470247,-0.13470247,0.12240980,-0.12240980,0.00249726,-0.00249726,0.14654542,-0.14654542,0.15891829,-0.15891829,0.03628442,-0.03628442
-5.56178089,0.52283737,-0.52283737,0.00187363,-0.00187363,0.06541734,-0.06541734,0.13239654,-0.13239654,0.13544823,-0.13544823,0.00270543,-0.00270543,0.15361678,-0.15361678,0.16990771,-0.16990771,0.03793403,-0.03793403
-5.55577789,0.55574909,-0.55574909,0.00199869,-0.00199869,0.07036729,-0.07036729,0.13167165,-0.13167165,0.15045954,-0.15045955,0.00297702,-0.00297702,0.16153690,-0.16153690,0.18182294,-0.18182294,0.03994647,-0.03994647
-5.54977489,0.59424830,-0.59424830,0.00212580,-0.00212580,0.07658762,-0.07658762,0.13270376,-0.13270376,0.16760128,-0.16760128,0.00331821,-0.00331821,0.17034598,-0.17034598,0.19469243,-0.19469243,0.04234226,-0.04234226
-5.54377189,0.63864572,-0.63864572,0.00225445,-0.00225445,0.08417111,-0.08417111,0.13564537,-0.13564537,0.18701688,-0.18701688,0.00373528,-0.00373528,0.18007196,-0.18007196,0.20853058,-0.20853058,0.04513593,-0.04513593
-5.53776888,0.68917509,-0.68917510,0.00238414,-0.00238414,0.09319554,-0.09319554,0.14062306,-0.14062306,0.20882922,-0.20882922,0.00423455,-0.00423455,0.19072821,-0.19072821,0.22333452,-0.22333452,0.04833506,-0.04833506
-5.53176588,0.74597934,-0.74597934,0.00251427,-0.00251427,0.10372078,-0.10372078,0.14773543,-0.14773543,0.23313396,-0.23313396,0.00482217,-0.00482217,0.20231126,-0.20231126,0.23908113,-0.23908113,0.05193947,-0.05193947
-5.52576288,0.80909753,-0.80909753,0.00264420,-0.00264420,0.11578590,-0.11578590,0.15705121,-0.15705121,0.25999278,-0.25999278,0.00550403,-0.00550403,0.21479877,-0.21479877,0.25572403,-0.25572403,0.05594052,-0.05594052
-5.51975988,0.87845343,-0.87845343,0.00277322,-0.00277322,0.12940665,-0.12940665,0.16860778,-0.16860778,0.28942705,-0.28942705,0.00628556,-0.00628556,0.22814781,-0.22814781,0.27319116,-0.27319116,0.06032055,-0.06032055
-5.51375688,0.95384618,-0.95384618,0.00290046,-0.00290046,0.14457321,-0.14457321,0.18240984,-0.18240984,0.32141200,-0.32141200,0.00717165,-0.00717165,0.24229362,-0.24229362,0.29138278,-0.29138278,0.06505265,-0.06505265
-5.50775388,1.03494394,-1.03494394,0.00302497,-0.00302497,0.16124847,-0.16124847,0.19842852,-0.19842852,0.35587209,-0.35587209,0.00816642,-0.00816642,0.25714895,-0.25714895,0.31017047,-0.31017047,0.07010052,-0.07010052
-5.50175088,1.12128108,-1.12128109,0.00314563,-0.00314563,0.17936697,-0.17936697,0.21660089,-0.21660089,0.39267768,-0.39267768,0.00927320,-0.00927320,0.27260414,-0.27260414,0.32939692,-0.32939692,0.07541876,-0.07541876
-5.49574787,1.21225978,-1.21225978,0.00326121,-0.00326121,0.19883458,-0.19883458,0.23682984,-0.23682985,0.43164351,-0.43164352,0.01049432,-0.01049432,0.28852811,-0.28852811,0.34887706,-0.34887706,0.08095341,-0.08095341
-5.48974487,1.30715616,-1.30715616,0.00337037,-0.00337037,0.21952903,-0.21952903,0.25898465,-0.25898465,0.47252932,-0.47252932,0.01183105,-0.01183105,0.30477016,-0.30477016,0.36840035,-0.36840035,0.08664284,-0.08664284
-5.48374187,1.40513167,-1.40513167,0.00347164,-0.00347164,0.24130143,-0.24130143,0.28290205,-0.28290205,0.51504266,-0.51504266,0.01328355,-0.01328355,0.32116277,-0.32116277,0.38773440,-0.38773440,0.09241895,-0.09241895
-5.47773887,1.50524943,-1.50524943,0.00356353,-0.00356353,0.26397885,-0.26397885,0.30838809,-0.30838810,0.55884430,-0.55884430,0.01485079,-0.01485079,0.33752537,-0.33752537,0.40662993,-0.40662993,0.09820869,-0.09820869
-5.47173587,1.60649559,-1.60649559,0.00364450,-0.00364450,0.28736778,-0.28736778,0.33522078,-0.33522078,0.60355600,-0.60355600,0.01653055,-0.01653055,0.35366883,-0.35366883,0.42482682,-0.42482682,0.10393585,-0.10393585
-5.46573287,1.70780501,-1.70780501,0.00371306,-0.00371306,0.31125871,-0.31125871,0.36315340,-0.36315340,0.64877064,-0.64877064,0.01831943,-0.01831943,0.36940076,-0.36940076,0.44206121,-0.44206121,0.10952306,-0.10952306
-5.45972986,1.80809063,-1.80809063,0.00376781,-0.00376781,0.33543141,-0.33543141,0.39191877,-0.39191877,0.69406439,-0.69406439,0.02021290,-0.02021290,0.38453116,-0.38453116,0.45807334,-0.45807334,0.11489397,-0.11489397
-5.45372686,1.90627533,-1.90627534,0.00380750,-0.00380750,0.35966100,-0.35966100,0.42123406,-0.42123406,0.73901047,-0.73901047,0.02220537,-0.02220537,0.39887849,-0.39887849,0.47261575,-0.47261575,0.11997541,-0.11997541
-5.44772386,2.00132507,-2.00132507,0.00383111,-0.00383111,0.38372441,-0.38372441,0.45080644,-0.45080644,0.78319402,-0.78319402,0.02429026,-0.02429026,0.41227553,-0.41227553,0.48546160,-0.48546160,0.12469963,-0.12469963
-5.44172086,2.09228176,-2.09228176,0.00383789,-0.00383789,0.40740711,-0.40740711,0.48033901,-0.48033901,0.82622729,-0.82622729,0.02646015,-0.02646015,0.42457508,-0.42457508,0.49641260,-0.49641260,0.12900633,-0.12900633
-5.43571786,2.17829446,-2.17829447,0.00382741,-0.00382741,0.43050964,-0.43050964,0.50953724,-0.50953724,0.86776446,-0.86776446,0.02870689,-0.02870689,0.43565492,-0.43565492,0.50530623,-0.50530623,0.13284444,-0.13284444
-5.42971486,2.25864717,-2.25864717,0.00379963,-0.00379963,0.45285380,-0.45285380,0.53811538,-0.53811539,0.90751529,-0.90751529,0.03102172,-0.03102172,0.44542195,-0.44542195,0.51202194,-0.51202194,0.13617374,-0.13617374
-5.42371186,2.33278182,-2.33278182,0.00375490,-0.00375490,0.47428802,-0.47428802,0.56580285,-0.56580285,0.94525678,-0.94525678,0.03339540,-0.03339540,0.45381523,-0.45381523,0.51648583,-0.51648583,0.13896587,-0.13896587
-5.41770885,2.40031524,-2.40031524,0.00369399,-0.00369399,0.49469176,-0.49469176,0.59235015,-0.59235015,0.98084211,-0.98084211,0.03581838,-0.03581838,0.46080777,-0.46080777,0.51867379,-0.51867379,0.14120508,-0.14120508
-5.41170585,2.46104907,-2.46104907,0.00361812,-0.00361812,0.51397852,-0.51397852,0.61753422,-0.61753422,1.01420622,-1.01420622,0.03828088,-0.03828088,0.46640682,-0.46640682,0.51861280,-0.51861280,0.14288840,-0.14288840
-5.40570285,2.51497188,-2.51497188,0.00352888,-0.00352888,0.53209741,-0.53209741,0.64116303,-0.64116303,1.04536752,-1.04536752,0.04077302,-0.04077302,0.47065298,-0.47065298,0.51638037,-0.51638037,0.14402537,-0.14402537
-5.39969985,2.56225345,-2.56225345,0.00342829,-0.00342829,0.54903299,-0.54903299,0.66307901,-0.66307901,1.07442553,-1.07442553,0.04328494,-0.04328494,0.47361776,-0.47361776,0.51210212,-0.51210212,0.14463727,-0.14463727
-5.39369685,2.60323111,-2.60323111,0.00331867,-0.00331867,0.56480349,-0.56480349,0.68316143,-0.68316143,1.10155416,-1.10155416,0.04580687,-0.04580687,0.47540014,-0.47540014,0.50594770,-0.50594770,0.14475594,-0.14475594
-5.38769385,2.63838909,-2.63838908,0.00320266,-0.00320266,0.57945732,-0.57945732,0.70132754,-0.70132754,1.12699109,-1.12699109,0.04832929,-0.04832929,0.47612200,-0.47612200,0.49812524,-0.49812524,0.14442229,-0.14442229
-5.38169085,2.66833154,-2.66833154,0.00308315,-0.00308315,0.59306811,-0.59306811,0.71753244,-0.71753244,1.15102330,-1.15102330,0.05084296,-0.05084296,0.47592295,-0.47592295,0.48887460,-0.48887460,0.14368443,-0.14368443
-5.37568784,2.69375095,-2.69375095,0.00296318,-0.00296318,0.60572848,-0.60572848,0.73176773,-0.73176773,1.17396972,-1.17396972,0.05333910,-0.05333910,0.47495473,-0.47495473,0.47845982,-0.47845982,0.14259572,-0.14259572
-5.36968484,2.71539326,-2.71539326,0.00284592,-0.00284592,0.61754279,-0.61754279,0.74405912,-0.74405912,1.19616152,-1.19616152,0.05580947,-0.05580947,0.47337547,-0.47337547,0.46716112,-0.46716112,0.14121277,-0.14121277
-5.36368184,2.73402180,-2.73402180,0.00273458,-0.00273458,0.62861939,-0.62861939,0.75446314,-0.75446314,1.21792129,-1.21792129,0.05824651,-0.05824651,0.47134426,-0.47134426,0.45526685,-0.45526685,0.13959336,-0.13959336
-5.35767884,2.75038176,-2.75038176,0.00263235,-0.00263235,0.63906267,-0.63906267,0.76306315,-0.76306315,1.23954197,-1.23954197,0.06064351,-0.06064351,0.46901626,-0.46901626,0.44306584,-0.44306584,0.13779466,-0.13779466
-5.35167584,2.76516713,-2.76516713,0.00254240,-0.00254240,0.64896537,-0.64896537,0.76996494,-0.76996494,1.26126681,-1.26126681,0.06299479,-0.06299479,0.46653856,-0.46653856,0.43084029,-0.43084029,0.13587155,-0.13587155
-5.34567284,2.77899175,-2.77899175,0.00246775,-0.00246775,0.65840168,-0.65840168,0.77529225,-0.77529225,1.28327149,-1.28327149,0.06529583,-0.06529583,0.46404702,-0.46404702,0.41885967,-0.41885967,0.13387530,-0.13387530
