energy_ev,total_up,C_s_up,C_p_up,Cd_p_up,Cd_d_up,Fe_p_up,Fe_d_up,Te_p_up,Te_d_up
-6.00000000,5.13137510,0.30294054,0.17189952,1.49106566,0.68671747,0.97874221,0.83031029,2.37885430,0.00000000
-5.99399700,5.18974565,0.31082011,0.17919531,1.49841755,0.70354603,0.99128920,0.83163142,2.38403863,0.00000000
-5.98799400,5.24049490,0.31795180,0.18640082,1.50312343,0.71902944,1.00105257,0.83266311,2.38549543,0.00000000
-5.98199100,5.28238170,0.32422552,0.19336226,1.50475270,0.73291192,1.00772002,0.83333126,2.38294425,0.00000000
-5.97598799,5.31420106,0.32953278,0.19993179,1.50292077,0.74494324,1.01102767,0.83354269,2.37612370,0.00000000
-5.96998499,5.33479805,0.33376905,0.20596972,1.49729375,0.75488256,1.01076463,0.83318547,2.36479263,0.00000000
-5.96398199,5.34308440,0.33683637,0.21134657,1.48759316,0.76250286,1.00677666,0.83213015,2.34873220,0.00000000
-5.95797899,5.33805761,0.33864618,0.21594514,1.47360018,0.76759578,0.99896894,0.83023189,2.32774894,0.00000000
-5.95197599,5.31882216,0.33912219,0.21966242,1.45515965,0.76997673,0.98730761,0.82733351,2.30167870,0.00000000
-5.94597299,5.28461226,0.33820327,0.22241130,1.43218336,0.76949022,0.97182024,0.82326953,2.27039150,0.00000000
-5.93996998,5.23481511,0.33584611,0.22412206,1.40465272,0.76601498,0.95259494,0.81787092,2.23379707,0.00000000
-5.93396698,5.16899385,0.33202759,0.22474359,1.37262030,0.75946882,0.92977824,0.81097060,2.19185078,0.00000000
-5.92796398,5.08690885,0.32674672,0.22424418,1.33621026,0.74981285,0.90357158,0.80240938,2.14455965,0.00000000
-5.92196098,4.98853612,0.32002595,0.22261200,1.29561740,0.73705472,0.87422677,0.79204218,2.09198813,0.00000000
-5.91595798,4.87408185,0.31191185,0.21985510,1.25110463,0.72125090,0.84204014,0.77974423,2.03426315,0.00000000
-5.90995498,4.74399171,0.30247498,0.21600100,1.20299887,0.70250751,0.80734595,0.76541703,1.97157809,0.00000000
-5.90395198,4.59895425,0.29180903,0.21109581,1.15168531,0.68097980,0.77050886,0.74899373,1.90419533,0.00000000
-5.89794897,4.43989760,0.28002913,0.20520293,1.09760015,0.65686999,0.73191601,0.73044370,1.83244697,0.00000000
-5.89194597,4.26797910,0.26726937,0.19840136,1.04122185,0.63042373,0.69196870,0.70977603,1.75673359,0.00000000
-5.88594297,4.08456795,0.25367981,0.19078366,0.98306124,0.60192503,0.65107404,0.68704182,1.67752077,0.00000000
-5.87993997,3.89122104,0.23942275,0.18245354,0.92365073,0.57168995,0.60963677,0.66233497,1.59533348,0.00000000
-5.87393697,3.68965268,0.22466873,0.17352334,0.86353291,0.54005926,0.56805152,0.63579158,1.51074824,0.00000000
-5.86793397,3.48169918,0.20959228,0.16411129,0.80324895,0.50739031,0.52669563,0.60758777,1.42438338,0.00000000
-5.86193097,3.26927947,0.19436756,0.15433873,0.74332729,0.47404844,0.48592278,0.57793610,1.33688760,0.00000000
