energy_ev,total_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-3.10055028,8.30063701,2.35454566,1.51735649,0.13947437,1.27345454,0.16523487,4.07419707,1.66014359,0.17993949
-3.09454727,8.43195195,2.38449695,1.58697920,0.13950407,1.27541263,0.16641990,4.15460610,1.65911889,0.18171592
-3.08854427,8.56356818,2.41769986,1.65829865,0.13955953,1.27565412,0.16754666,4.23857600,1.65646662,0.18334421
-3.08254127,8.69410536,2.45399698,1.73047614,0.13963357,1.27424101,0.16858206,4.32515163,1.65203898,0.18481738
-3.07653827,8.82185221,2.49302254,1.80258623,0.13970681,1.27122286,0.16948695,4.41314650,1.64567639,0.18612406
-3.07053527,8.94482130,2.53420709,1.87364125,0.13974844,1.26663850,0.17021844,4.50117614,1.63721850,0.18724901
-3.06453227,9.06081845,2.57679125,1.94261879,0.13971779,1.26051926,0.17073245,4.58770002,1.62651568,0.18817381
-3.05852926,9.16752395,2.61984804,2.00849125,0.13956629,1.25289345,0.17098637,4.67107022,1.61344059,0.18887789
-3.05252626,9.26258241,2.66231294,2.07025647,0.13924002,1.24379170,0.17094155,4.74958545,1.59789929,0.18933967
-3.04652326,9.34369734,2.70302058,2.12696814,0.13868253,1.23325298,0.17056576,4.82154815,1.57984126,0.18953791
-3.04052026,9.40872620,2.74074631,2.17776511,0.13783788,1.22133050,0.16983519,4.88532256,1.55926791,0.18945308
-3.03451726,9.45577143,2.77425087,2.22189818,0.13665361,1.20809744,0.16873612,4.93939136,1.53623910,0.18906867
-3.02851426,9.48326313,2.80232616,2.25875348,0.13508368,1.19365152,0.16726600,4.98240849,1.51087711,0.18837245
-3.02251126,9.49002915,2.82383994,2.28787130,0.13309099,1.17811836,0.16543402,5.01324604,1.48336790,0.18735753
-3.01650825,9.47534903,2.83777749,2.30895966,0.13064958,1.16165302,0.16326101,5.03103296,1.45395939,0.18602317
-3.01050525,9.43898871,2.84327842,2.32190190,0.12774617,1.14443943,0.16077888,5.03518410,1.42295659,0.18437522
-3.00450225,9.38121425,2.83966690,2.32675801,0.12438116,1.12668769,0.15802936,5.02541808,1.39071391,0.18242634
-2.99849925,9.30278324,2.82647423,2.32375936,0.12056892,1.10862902,0.15506235,5.00176325,1.35762454,0.18019573
-2.99249625,9.20491431,2.80345275,2.31329723,0.11633744,1.09050875,0.15193386,4.96455146,1.32410764,0.17770857
-2.98649325,9.08923574,2.77058085,2.29590533,0.11172730,1.07257734,0.14870362,4.91439986,1.29059353,0.17499507
-2.98049025,8.95771567,2.72805896,2.27223718,0.10679016,1.05508010,0.14543255,4.85218155,1.25750784,0.17208933
-2.97448724,8.81257716,2.67629714,2.24303919,0.10158670,1.03824603,0.14218014,4.77898649,1.22525500,0.16902783
-2.96848424,8.65620220,2.61589509,2.20912065,0.09618426,1.02227638,0.13900196,4.69607442,1.19420217,0.16584788
-2.96248124,8.49102946,2.54761575,2.17132178,0.09065424,1.00733372,0.13594731,4.60482205,1.16466416,0.16258598
-2.95647824,8.31945076,2.47235402,2.13048152,0.08506944,0.99353194,0.13305720,4.50666696,1.13689014,0.15927619
-2.95047524,8.14371154,2.39110221,2.08740617,0.07950145,0.98092815,0.13036264,4.40305082,1.11105294,0.15594862
-2.94447224,7.96582019,2.30491388,2.04284045,0.07401822,0.96951676,0.12788352,4.29536469,1.08724136,0.15262813
-2.93846923,7.78747084,2.21486782,1.99744224,0.06868190,0.95922622,0.12562784,4.18489876,1.06545594,0.14933335
-2.93246623,7.60998331,2.12203374,1.95176205,0.06354708,0.94991897,0.12359157,4.07279901,1.04560855,0.14607592
-2.92646323,7.43426317,2.02744104,1.90622808,0.05865942,0.94139431,0.12175899,3.96003258,1.02752577,0.14286023
-2.92046023,7.26078371,1.93205187,1.86113758,0.05405482,0.93339463,0.12010353,3.84736332,1.01095606,0.13968344
-2.91445723,7.08959055,1.83673936,1.81665464,0.04975893,0.92561440,0.11858907,3.73533852,0.99558025,0.13653592
-2.90845423,6.92032823,1.74227151,1.77281454,0.04578727,0.91771184,0.11717164,3.62428708,0.98102521,0.13340210
-2.90245123,6.75228733,1.64930108,1.72953416,0.04214563,0.90932263,0.11580144,3.51432886,0.96687972,0.13026153
-2.89644822,6.58446923,1.55836131,1.68662797,0.03883088,0.90007505,0.11442500,3.40539447,0.95271217,0.12709027
-2.89044522,6.41566507,1.46986713,1.64382855,0.03583207,0.88960597,0.11298762,3.29725397,0.93808916,0.12386243
-2.88444222,6.24454455,1.38412135,1.60081054,0.03313174,0.87757678,0.11143565,3.18955282,0.92259410,0.12055182
-2.87843922,6.06975001,1.30132481,1.55721691,0.03070732,0.86368873,0.10971883,3.08185295,0.90584522,0.11713364
-2.87243622,5.88999078,1.22158975,1.51268591,0.02853261,0.84769687,0.10779235,2.97367649,0.88751202,0.11358601
-2.86643322,5.70413322,1.14495529,1.46687760,0.02657925,0.82942197,0.10561877,2.86454987,0.86732968,0.10989150
-2.86043022,5.51128199,1.07140400,1.41949852,0.02481808,0.80876008,0.10316946,2.75404590,0.84511065,0.10603830
-2.85442721,5.31084870,1.00087855,1.37032344,0.02322034,0.78568909,0.10042583,2.64182169,0.82075319,0.10202125
-2.84842421,5.10260512,0.93329763,1.31921306,0.02175876,0.76027239,0.09737998,2.52765050,0.79424656,0.09784248
-2.84242121,4.88671850,0.86857031,1.26612712,0.02040839,0.73265928,0.09403503,2.41144626,0.76567262,0.09351175
-2.83641821,4.66376829,0.80660831,1.21113233,0.01914720,0.70308242,0.09040499,2.29327955,0.73520415,0.08904649
-2.83041521,4.43474376,0.74733574,1.15440494,0.01795653,0.67185235,0.08651419,2.17338474,0.70309981,0.08447144
-2.82441221,4.20102361,0.69069615,1.09622811,0.01682130,0.63934959,0.08239641,2.05215829,0.66969632,0.07981807
-2.81840920,3.96433909,0.63665681,1.03698441,0.01572995,0.60601460,0.07809363,1.93014866,0.63539813,0.07512372
-2.81240620,3.72672305,0.58521034,0.97714389,0.01467438,0.57233615,0.07365460,1.80803879,0.60066515,0.07043053
-2.80640320,3.49044781,0.53637405,0.91724868,0.01364961,0.53883854,0.06913320,1.68662244,0.56599911,0.06578418
-2.80040020,3.25795501,0.49018713,0.85789487,0.01265340,0.50606823,0.06458671,1.56677580,0.53192903,0.06123262
-2.79439720,3.03178083,0.44670645,0.79971247,0.01168582,0.47458031,0.06007406,1.44942612,0.49899636,0.05682467
-2.78839420,2.81447967,0.40600110,0.74334476,0.01074874,0.44492520,0.05565409,1.33551891,0.46774033,0.05260869
-2.78239120,2.60854935,0.36814632,0.68942744,0.00984532,0.41763595,0.05138397,1.22598536,0.43868381,0.04863129
-2.77638819,2.41636044,0.33321721,0.63856882,0.00897956,0.39321638,0.04731774,1.12171149,0.41232013,0.04493612
-2.77038519,2.24009169,0.30128257,0.59133152,0.00815583,0.37213021,0.04350501,1.02351014,0.38910108,0.04156283
-2.76438219,2.08167324,0.27239920,0.54821620,0.00737849,0.35479131,0.03998990,0.93209680,0.36942616,0.03854614
-2.75837919,1.94273869,0.24660681,0.50964785,0.00665155,0.34155509,0.03681021,0.84807005,0.35363344,0.03591510
-2.75237619,1.82458644,0.22392389,0.47596487,0.00597843,0.33271103,0.03399678,0.77189685,0.34199175,0.03369243
-2.74637319,1.72815063,0.20434432,0.44741093,0.00536173,0.32847630,0.03157308,0.70390286,0.33469452,0.03189415
-2.74037019,1.65398133,0.18783506,0.42412976,0.00480316,0.32899046,0.02955499,0.64426766,0.33185504,0.03052924
-2.73436718,1.60223366,0.17433461,0.40616270,0.00430342,0.33431126,0.02795074,0.59302457,0.33350327,0.02959947
-2.72836418,1.57266540,0.16375235,0.39344887,0.00386224,0.34441141,0.02676103,0.55006454,0.33958405,0.02909943
-2.72236118,1.56464228,0.15596863,0.38582773,0.00347840,0.35917664,0.02597922,0.51514356,0.34995690,0.02901657
-2.71635818,1.57715078,0.15083548,0.38304389,0.00314980,0.37840494,0.02559171,0.48789311,0.36439732,0.02933144
-2.71035518,1.60881773,0.14817797,0.38475383,0.00287356,0.40180724,0.02557832,0.46783287,0.38259972,0.03001798
-2.70435218,1.65793656,0.14779597,0.39053441,0.00264620,0.42900980,0.02591280,0.45438520,0.40418208,0.03104395
-2.69834917,1.72250001,0.14946651,0.39989289,0.00246368,0.45955835,0.02656341,0.44689102,0.42869236,0.03237148
-2.69234617,1.80023894,0.15294646,0.41227828,0.00232164,0.49292438,0.02749352,0.44462636,0.45561683,0.03395769
-2.68634317,1.88866732,0.15797574,0.42709390,0.00221548,0.52851372,0.02866235,0.44681947,0.48439033,0.03575545
-2.68034017,1.98513293,0.16428091,0.44371079,0.00214055,0.56567739,0.03002575,0.45266805,0.51440836,0.03771428
-2.67433717,2.08687360,0.17157918,0.46148191,0.00209222,0.60372496,0.03153698,0.46135634,0.54504118,0.03978132
-2.66833417,2.19107805,0.17958282,0.47975676,0.00206607,0.64194023,0.03314768,0.47207184,0.57564937,0.04190241
-2.66233117,2.29495079,0.18800399,0.49789626,0.00205798,0.67959902,0.03480882,0.48402156,0.60560097,0.04402331
-2.65632816,2.39577959,0.19655987,0.51528745,0.00206425,0.71598876,0.03647173,0.49644732,0.63428958,0.04609093
-2.65032516,2.49100406,0.20497799,0.53135778,0.00208168,0.75042942,0.03808914,0.50864018,0.66115301,0.04805464
-2.64432216,2.57828366,0.21300170,0.54558855,0.00210766,0.78229505,0.03961631,0.51995357,0.68569199,0.04986760
-2.63831916,2.65556283,0.22039566,0.55752713,0.00214028,0.81103535,0.04101207,0.52981492,0.70748823,0.05148801
-2.63231616,2.72113125,0.22695099,0.56679761,0.00217836,0.83619633,0.04223984,0.53773557,0.72622123,0.05288034
-2.62631316,2.77367678,0.23249017,0.57310944,0.00222155,0.85743932,0.04326860,0.54331865,0.74168301,0.05401638
-2.62031016,2.81232891,0.23687120,0.57626380,0.00227034,0.87455729,0.04407372,0.54626479,0.75379026,0.05487622
-2.61430715,2.83669073,0.23999106,0.57615750,0.00232610,0.88748786,0.04463764,0.54637540,0.76259315,0.05544886
-2.60830415,2.84685755,0.24178811,0.57278403,0.00239115,0.89632209,0.04495036,0.54355341,0.76828021,0.05573274
-2.60230115,2.84342085,0.24224343,0.56623194,0.00246869,0.90130841,0.04500975,0.53780145,0.77117896,0.05573588
-2.59629815,2.82745671,0.24138086,0.55668035,0.00256285,0.90285135,0.04482160,0.52921740,0.77175187,0.05547573
-2.59029515,2.80049844,0.23926576,0.54439179,0.00267864,0.90150461,0.04439944,0.51798754,0.77058743,0.05497875
-2.58429215,2.76449356,0.23600241,0.52970265,0.00282189,0.89795853,0.04376410,0.50437736,0.76838650,0.05427966
-2.57828914,2.72174610,0.23173025,0.51301146,0.00299919,0.89302196,0.04294308,0.48872047,0.76594390,0.05342037
-2.57228614,2.67484574,0.22661882,0.49476545,0.00321779,0.88759900,0.04196965,0.47140583,0.76412574,0.05244869
-2.56628314,2.62658562,0.22086181,0.47544587,0.00348544,0.88266113,0.04088179,0.45286374,0.76384298,0.05141677
-2.56028014,2.57987146,0.21467026,0.45555255,0.00381032,0.87921554,0.03972097,0.43355118,0.76602185,0.05037939
-2.55427714,2.53762476,0.20826522,0.43558818,0.00420077,0.87827059,0.03853083,0.41393684,0.77157203,0.04939209
-2.54827414,2.50268325,0.20187012,0.41604294,0.00466516,0.88079954,0.03735578,0.39448632,0.78135353,0.04850930
-2.54227114,2.47770195,0.19570318,0.39737989,0.00521166,0.88770381,0.03623961,0.37564814,0.79614339,0.04778240
-2.53626813,2.46505829,0.18997008,0.38002163,0.00584800,0.89977707,0.03522404,0.35784080,0.81660332,0.04725791
-2.53026513,2.46676454,0.18485715,0.36433864,0.00658125,0.91767151,0.03434752,0.34144137,0.84324952,0.04697578
-2.52426213,2.48439101,0.18052545,0.35063959,0.00741762,0.94186763,0.03364397,0.32677593,0.87642590,0.04696793
-2.51825913,2.51900273,0.17710584,0.33916397,0.00836220,0.97264894,0.03314177,0.31411211,0.91628185,0.04725696
-2.51225613,2.57111249,0.17469530,0.33007714,0.00941884,1.01008261,0.03286295,0.30365380,0.96275569,0.04785531
-2.50625313,2.64065214,0.17335453,0.32346801,0.01059000,1.05400719,0.03282259,0.29553832,1.01556484,0.04876459
-2.50025013,2.72696394,0.17310704,0.31934921,0.01187666,1.10402822,0.03302840,0.28983583,1.07420327,0.04997549
-2.49424712,2.82881279,0.17393971,0.31765993,0.01327836,1.15952217,0.03348060,0.28655117,1.13794706,0.05146787
-2.48824412,2.94441952,0.17580470,0.31827100,0.01479327,1.21964912,0.03417208,0.28562773,1.20586811,0.05321146
-2.48224112,3.07151478,0.17862277,0.32099230,0.01641839,1.28337396,0.03508872,0.28695342,1.27685605,0.05516675
-2.47623812,3.20741217,0.18228777,0.32558202,0.01814984,1.34949572,0.03621004,0.29036827,1.34964782,0.05728639
-2.47023512,3.34909838,0.18667219,0.33175755,0.01998326,1.41668420,0.03750995,0.29567356,1.42286432,0.05951680
-2.46423212,3.49333744,0.19163347,0.33920762,0.02191431,1.48352284,0.03895781,0.30264197,1.49505279,0.06180010
-2.45822911,3.63678555,0.19702091,0.34760521,0.02393930,1.54855608,0.04051959,0.31102851,1.56473362,0.06407620
-2.45222611,3.77611220,0.20268279,0.35662088,0.02605584,1.61033984,0.04215912,0.32058182,1.63044971,0.06628499
-2.44622311,3.90812311,0.20847354,0.36593608,0.02826356,1.66749275,0.04383945,0.33105535,1.69081652,0.06836861
-2.44022011,4.02987988,0.21426062,0.37525587,0.03056489,1.71874629,0.04552428,0.34221826,1.74457072,0.07027361
-2.43421711,4.13881183,0.21993069,0.38432085,0.03296574,1.76299169,0.04717926,0.35386538,1.79061529,0.07195295
-2.42821411,4.23281503,0.22539516,0.39291767,0.03547619,1.79932137,0.04877332,0.36582615,1.82805911,0.07336782
-2.42221111,4.31033443,0.23059456,0.40088794,0.03811102,1.82706334,0.05027981,0.37797209,1.85624913,0.07448909
-2.41620810,4.37042557,0.23550172,0.40813528,0.04089004,1.84580672,0.05167752,0.39022259,1.87479380,0.07529840
-2.41020510,4.41279287,0.24012370,0.41463018,0.04383830,1.85541727,0.05295144,0.40254889,1.88357643,0.07578886
-2.40420210,4.43780301,0.24450229,0.42041271,0.04698594,1.85604226,0.05409330,0.41497610,1.88275789,0.07596521
-2.39819910,4.44647258,0.24871316,0.42559299,0.05036777,1.84810417,0.05510181,0.42758323,1.87276849,0.07584362
-2.39219610,4.44043057,0.25286375,0.43034946,0.05402251,1.83228369,0.05598260,0.44050129,1.85428948,0.07545090
-2.38619310,4.42185724,0.25708989,0.43492516,0.05799171,1.80949252,0.05674786,0.45390968,1.82822481,0.07482344
-2.38019010,4.39340213,0.26155155,0.43962215,0.06231828,1.78083725,0.05741571,0.46803087,1.79566465,0.07400561
-2.37418709,4.35808463,0.26642769,0.44479449,0.06704471,1.74757598,0.05800921,0.48312376,1.75784228,0.07304795
-2.36818409,4.31918146,0.27191060,0.45083983,0.07221103,1.71106931,0.05855522,0.49947605,1.71608626,0.07200510
-2.36218109,4.28010582,0.27819989,0.45819022,0.07785254,1.67272810,0.05908299,0.51739576,1.67177018,0.07093358
-2.35617809,4.24428309,0.28549638,0.46730218,0.08399733,1.63396002,0.05962263,0.53720234,1.62626202,0.06988946
-2.35017509,4.21502824,0.29399615,0.47864651,0.09066387,1.59611713,0.06020350,0.55921770,1.58087532,0.06892621
-2.34417209,4.19542957,0.30388493,0.49269787,0.09785859,1.56044671,0.06085258,0.58375730,1.53682426,0.06809252
-2.33816908,4.18824306,0.31533286,0.50992460,0.10557368,1.52804710,0.06159293,0.61112158,1.49518418,0.06743044
-2.33216608,4.19580110,0.32848992,0.53077850,0.11378518,1.49983030,0.06244225,0.64158796,1.45685915,0.06697377
-2.32616308,4.21993834,0.34348195,0.55568501,0.12245161,1.47649264,0.06341169,0.67540338,1.42255747,0.06674680
-2.32016008,4.26193690,0.36040733,0.58503352,0.13151300,1.45849433,0.06450491,0.71277752,1.39277578,0.06676343
-2.31415708,4.32249183,0.37933425,0.61916794,0.14089073,1.44604857,0.06571747,0.75387666,1.36779208,0.06702673
-2.30815408,4.40169738,0.40029861,0.65837732,0.15048801,1.43912034,0.06703656,0.79881811,1.34766733,0.06752888
-2.30215108,4.49905340,0.42330233,0.70288663,0.16019116,1.43743453,0.06844115,0.84766519,1.33225530,0.06825161
-2.29614807,4.61349066,0.44831218,0.75284754,0.16987169,1.44049297,0.06990248,0.90042255,1.32121983,0.06916691
-2.29014507,4.74341326,0.47525887,0.80832932,0.17938913,1.44759936,0.07138492,0.95703199,1.31405836,0.07023823
-2.28414207,4.88675575,0.50403644,0.86930996,0.18859450,1.45789104,0.07284723,1.01736849,1.31013057,0.07142192
-2.27813907,5.04105237,0.53450195,0.93566760,0.19733449,1.47037617,0.07424400,1.08123667,1.30869091,0.07266889
-2.27213607,5.20351535,0.56647539,1.00717276,0.20545593,1.48397491,0.07552738,1.14836766,1.30892341,0.07392651
-2.26613307,5.37111952,0.59973987,1.08348153,0.21281071,1.49756285,0.07664893,1.21841660,1.30997758,0.07514061
-2.26013007,5.54069012,0.63404223,1.16413045,0.21926059,1.51001527,0.07756153,1.29096091,1.31100395,0.07625745
-2.25412706,5.70899106,0.66909415,1.24853336,0.22468210,1.52025046,0.07822123,1.36549966,1.31118805,0.07722571
-2.24812406,5.87281106,0.70457376,1.33598093,0.22897095,1.52727061,0.07858909,1.44145435,1.30978169,0.07799832
-2.24212106,6.02904535,0.74012814,1.42564347,0.23204604,1.53019884,0.07863265,1.51817143,1.30613054,0.07853413
-2.23611806,6.17477080,0.77537660,1.51657727,0.23385265,1.52831120,0.07832730,1.59492682,1.29969723,0.07879933
-2.23011506,6.30731294,0.80991496,1.60773511,0.23436491,1.52106240,0.07765728,1.67093281,1.29007933,0.07876854
-2.22411206,6.42430350,0.84332097,1.69798096,0.23358717,1.50810469,0.07661623,1.74534742,1.27702176,0.07842562
-2.21810905,6.52372743,0.87516072,1.78610905,0.23155443,1.48929917,0.07520751,1.81728644,1.26042339,0.07776409
-2.21210605,6.60395881,0.90499615,1.87086691,0.22833164,1.46471929,0.07344400,1.88583797,1.24033780,0.07678720
-2.20610305,6.66378528,0.93239357,1.95098215,0.22401196,1.43464660,0.07134763,1.95007940,1.21696837,0.07550765
-2.20010005,6.70242095,0.95693284,2.02519209,0.21871403,1.39955900,0.06894850,2.00909648,1.19065794,0.07394697
-2.19409705,6.71950805,0.97821718,2.09227547,0.21257841,1.36011212,0.06628376,2.06200390,1.16187367,0.07213455
-2.18809405,6.71510776,0.99588320,2.15108498,0.20576323,1.31711448,0.06339622,2.10796695,1.13118764,0.07010650
-2.18209105,6.68968089,1.00961078,2.20057957,0.19843930,1.27149766,0.06033287,2.14622342,1.09925407,0.06790421
-2.17608804,6.64405935,1.01913256,2.23985489,0.19078489,1.22428245,0.05714320,2.17610493,1.06678395,0.06557285
-2.17008504,6.57940943,1.02424246,2.26817090,0.18298026,1.17654246,0.05387764,2.19705700,1.03451807,0.06315969
-2.16408204,6.49718815,1.02480306,2.28497508,0.17520234,1.12936643,0.05058593,2.20865699,1.00319951,0.06071253
-2.15807904,6.39909404,1.02075140,2.28992034,0.16761950,1.08382066,0.04731571,2.21062909,0.97354645,0.05827804
-2.15207604,6.28701386,1.01210297,2.28287660,0.16038685,1.04091299,0.04411118,2.20285588,0.94622638,0.05590032
-2.14607304,6.16296683,0.99895359,2.26393562,0.15364197,1.00155942,0.04101208,2.18538576,0.92183259,0.05361959
-2.14007004,6.02904809,0.98147925,2.23340862,0.14750143,0.96655474,0.03805281,2.15843617,0.90086369,0.05147100
-2.13406703,5.88737309,0.95993370,2.19181686,0.14205795,0.93654796,0.03526188,2.12239208,0.88370699,0.04948381
-2.12806403,5.74002460,0.93464396,2.13987560,0.13737853,0.91202344,0.03266155,2.07780015,0.87062618,0.04768073
-2.12206103,5.58900409,0.90600386,2.07847206,0.13350326,0.89328825,0.03026782,2.02535850,0.86175380,0.04607757
-2.11605803,5.43618888,0.87446587,2.00863858,0.13044520,0.88046622,0.02809051,1.96590262,0.85708870,0.04468313
-2.11005503,5.28329671,0.84053146,1.93152188,0.12819089,0.87349865,0.02613368,1.90038784,0.85649864,0.04349939
-2.10405203,5.13185853,0.80474044,1.84835017,0.12670179,0.87215175,0.02439614,1.82986902,0.85972776,0.04252189
-2.09804902,4.98320066,0.76765951,1.76039914,0.12591633,0.87603039,0.02287210,1.75547823,0.86640884,0.04174035
-2.09204602,4.83843665,0.72987049,1.66895856,0.12575267,0.88459764,0.02155196,1.67840102,0.87607975,0.04113949
-2.08604302,4.69846890,0.69195858,1.57530053,0.12611193,0.89719933,0.02042311,1.59985207,0.88820355,0.04069996
-2.08004002,4.56399983,0.65450094,1.48065076,0.12688181,0.91309284,0.01947077,1.52105102,0.90219147,0.04039937
-2.07403702,4.43555165,0.61805601,1.38616356,0.12794055,0.93147890,0.01867887,1.44319894,0.91742792,0.04021342
-2.06803402,4.31349367,0.58315363,1.29290150,0.12916104,0.95153530,0.01803077,1.36745620,0.93329664,0.04011697
-2.06203102,4.19807548,0.55028640,1.20181988,0.13041493,0.97245125,0.01751009,1.29492206,0.94920680,0.04008522
-2.05602801,4.08946417,0.51990222,1.11375633,0.13157664,0.99346113,0.01710130,1.22661651,0.96461832,0.04009467
-2.05002501,3.98778351,0.49239823,1.02942535,0.13252724,1.01387618,0.01679033,1.16346455,0.97906505,0.04012412
-2.04402201,3.89315282,0.46811615,0.94941742,0.13315787,1.03311314,0.01656505,1.10628317,0.99217519,0.04015545
-2.03801901,3.80572335,0.44733902,0.87420224,0.13337281,1.05071849,0.01641560,1.05577110,1.00368788,0.04017431
-2.03201601,3.72571016,0.43028935,0.80413529,0.13309201,1.06638744,0.01633468,1.01250145,1.01346533,0.04017060
-2.02601301,3.65341744,0.41712851,0.73946715,0.13225295,1.07997685,0.01631771,0.97691709,1.02149993,0.04013880
-2.02001001,3.58925602,0.40795740,0.68035460,0.13081197,1.09151147,0.01636285,0.94932886,1.02791605,0.04007806
-2.01400700,3.53375166,0.40281816,0.62687282,0.12874482,1.10118335,0.01647099,0.92991632,1.03296622,0.03999214
-2.00800400,3.48754375,0.40169685,0.57902800,0.12604659,1.10934418,0.01664562,0.91873091,1.03702209,0.03988919
-2.00200100,3.45137408,0.40452694,0.53676963,0.12273102,1.11649098,0.01689262,0.91570136,1.04056013,0.03978125
-1.99599800,3.42606609,0.41119342,0.50000203,0.11882913,1.12324562,0.01721996,0.92064100,1.04414291,0.03968374
-1.98999500,3.41249558,0.42153736,0.46859467,0.11438743,1.13032885,0.01763739,0.93325673,1.04839648,0.03961467
-1.98399200,3.41155395,0.43536080,0.44239101,0.10946565,1.13853004,0.01815606,0.95315931,1.05398485,0.03959392
-1.97798899,3.42410584,0.45243168,0.42121577,0.10413417,1.14867354,0.01878807,0.97987466,1.06158251,0.03964225
-1.97198599,3.45094288,0.47248879,0.40488044,0.09847124,1.16158321,0.01954604,1.01285580,1.07184610,0.03978044
-1.96598299,3.49273597,0.49524640,0.39318736,0.09256018,1.17804635,0.02044267,1.05149508,1.08538638,0.04002834
-1.95997999,3.54998804,0.52039872,0.38593220,0.08648652,1.19877852,0.02149023,1.09513643,1.10274159,0.04040391
-1.95397699,3.62298975,0.54762372,0.38290534,0.08033535,1.22439063,0.02270016,1.14308728,1.12435323,0.04092247
-1.94797399,3.71178005,0.57658666,0.38389223,0.07418894,1.25535958,0.02408259,1.19462992,1.15054525,0.04159583
-1.94197099,3.81611381,0.60694299,0.38867298,0.06812460,1.29200356,0.02564599,1.24903217,1.18150747,0.04243174
-1.93596798,3.93543797,0.63834086,0.39702161,0.06221297,1.33446309,0.02739677,1.30555715,1.21728383,0.04343330
-1.92996498,4.06887766,0.67042329,0.40870502,0.05651666,1.38268856,0.02933900,1.36347211,1.25776595,0.04459870
-1.92396198,4.21523329,0.70283000,0.42348201,0.05108937,1.43643462,0.03147410,1.42205645,1.30269234,0.04592097
-1.91795898,4.37298908,0.73519931,0.44110251,0.04597534,1.49526189,0.03380072,1.48060882,1.35165302,0.04738803
-1.91195598,4.54033311,0.76716998,0.46130709,0.04120923,1.55854580,0.03631450,1.53845358,1.40409971,0.04898285
-1.90595298,4.71518846,0.79838347,0.48382695,0.03681629,1.62549229,0.03900805,1.59494660,1.45936091,0.05068382
-1.89994997,4.89525455,0.82848653,0.50838424,0.03281286,1.69515981,0.04187092,1.64948070,1.51666139,0.05246524
-1.89394697,5.07805738,0.85713446,0.53469286,0.02920698,1.76648670,0.04488956,1.70149080,1.57514528,0.05429802
-1.88794397,5.26100682,0.88399492,0.56245959,0.02599929,1.83832302,0.04804742,1.75045877,1.63390193,0.05615047
-1.88194097,5.44145894,0.90875242,0.59138551,0.02318391,1.90946546,0.05132505,1.79591819,1.69199346,0.05798912
-1.87593797,5.61678101,0.93111344,0.62116749,0.02074943,1.97869406,0.05470022,1.83745887,1.74848283,0.05977975
-1.86993497,5.78441659,0.95081193,0.65149987,0.01867983,2.04480924,0.05814806,1.87473109,1.80246168,0.06148828
-1.86393197,5.94194829,0.96761510,0.68207602,0.01695539,2.10666780,0.06164121,1.90744940,1.85307643,0.06308178
-1.85792896,6.08715567,0.98132908,0.71258976,0.01555353,2.16321632,0.06515009,1.93539567,1.89955204,0.06452935
-1.85192596,6.21806595,0.99180432,0.74273669,0.01444951,2.21352093,0.06864301,1.95842141,1.94121242,0.06580297
-1.84592296,6.33299588,0.99894025,0.77221533,0.01361708,2.25679215,0.07208647,1.97644879,1.97749671,0.06687825
-1.83991996,6.43058297,1.00268888,0.80072809,0.01302898,2.29240406,0.07544542,1.98947035,2.00797113,0.06773495
-1.83391696,6.50980535,1.00305714,0.82798226,0.01265739,2.31990719,0.07868353,1.99754716,2.03233587,0.06835747
-1.82791396,6.56998966,1.00010759,0.85369094,0.01247429,2.33903469,0.08176361,2.00080528,2.05042711,0.06873510
-1.82191096,6.61080732,0.99395735,0.87757429,0.01245173,2.34970199,0.08464798,1.99943049,2.06221412,0.06886210
-1.81590795,6.63225957,0.98477535,0.89936092,0.01256210,2.35200000,0.08729900,1.99366140,2.06779194,0.06873764
-1.80990495,6.63465283,0.97277753,0.91878986,0.01277833,2.34618255,0.08967960,1.98378098,2.06737000,0.06836557
-1.80390195,6.61856553,0.95822059,0.93561293,0.01307414,2.33264877,0.09175399,1.97010693,2.06125730,0.06775406
-1.79789895,6.58480870,0.94139412,0.94959777,0.01342421,2.31192131,0.09348831,1.95298095,2.04984508,0.06691510
-1.79189595,6.53438202,0.92261164,0.96053143,0.01380442,2.28462161,0.09485143,1.93275765,2.03358752,0.06586391
-1.78589295,6.46842765,0.90220077,0.96822443,0.01419208,2.25144325,0.09581576,1.90979310,2.01298155,0.06461836
-1.77988994,6.38818377,0.88049312,0.97251526,0.01456617,2.21312463,0.09635805,1.88443388,1.98854651,0.06319823
-1.77388694,6.29493977,0.85781418,0.97327502,0.01490757,2.17042199,0.09646021,1.85700673,1.96080434,0.06162463
-1.76788394,6.18999465,0.83447365,0.97041204,0.01519931,2.12408395,0.09610999,1.82780932,1.93026119,0.05991923
-1.76188094,6.07462004,0.81075676,0.96387616,0.01542679,2.07482829,0.09530164,1.79710257,1.89739099,0.05810379
-1.75587794,5.95002881,0.78691678,0.95366239,0.01557795,2.02332191,0.09403635,1.76510460,1.86262147,0.05619953
-1.74987494,5.81734998,0.76316899,0.93981365,0.01564342,1.97016436,0.09232260,1.73198673,1.82632305,0.05422668
-1.74387194,5.67761022,0.73968656,0.92242235,0.01561665,1.91587552,0.09017622,1.69787150,1.78880088,0.05220414
-1.73786893,5.53172212,0.71659810,0.90163061,0.01549387,1.86088740,0.08762028,1.66283280,1.75029017,0.05014918
