energy_ev,total_up,Ga_p_up,Ga_d_up,Ir_p_up,Ir_d_up,Se_s_up,Se_p_up
-5.81390695,4.71809831,0.26786505,0.00000000,1.26177213,4.34268582,0.00335424,0.05777987
-5.80790395,4.81970850,0.27715228,0.00000000,1.28440855,4.43393693,0.00339216,0.05892258
-5.80190095,4.90990267,0.28627796,0.00000000,1.30309406,4.51455774,0.00341317,0.05994584
-5.79589795,4.98809105,0.29522374,0.00000000,1.31750600,4.58403690,0.00341722,0.06086423
-5.78989495,5.05396977,0.30398109,0.00000000,1.32741312,4.64212270,0.00340461,0.06169557
-5.78389195,5.10750929,0.31254920,0.00000000,1.33268023,4.68881211,0.00337608,0.06245996
-5.77788894,5.14892924,0.32093219,0.00000000,1.33326915,4.72432754,0.00333267,0.06317859
-5.77188594,5.17866108,0.32913563,0.00000000,1.32923579,4.74908288,0.00327575,0.06387245
-5.76588294,5.19730093,0.33716281,0.00000000,1.32072373,4.76364061,0.00320691,0.06456106
-5.75987994,5.20555536,0.34501079,0.00000000,1.30795463,4.76866257,0.00312788,0.06526114
-5.75387694,5.20418346,0.35266674,0.00000000,1.29121594,4.76485755,0.00304052,0.06598547
-5.74787394,5.19393897,0.36010462,0.00000000,1.27084679,4.75292874,0.00294666,0.06674188
-5.74187094,5.17551594,0.36728271,0.00000000,1.24722263,4.73352461,0.00284810,0.06753249
-5.73586793,5.14950169,0.37414203,0.00000000,1.22073971,4.70719608,0.00274653,0.06835324
-5.72986493,5.11633998,0.38060600,0.00000000,1.19179996,4.67436314,0.00264345,0.06919382
-5.72386193,5.07630695,0.38658134,0.00000000,1.16079730,4.63529274,0.00254017,0.07003786
-5.71785893,5.02950136,0.39196029,0.00000000,1.12810591,4.59008983,0.00243776,0.07086354
-5.71185593,4.97584994,0.39662422,0.00000000,1.09407104,4.53870181,0.00233703,0.07164448
-5.70585293,4.91512744,0.40044823,0.00000000,1.05900268,4.48093643,0.00223857,0.07235100
-5.69984992,4.84699008,0.40330683,0.00000000,1.02317229,4.41649171,0.00214271,0.07295154
-5.69384692,4.77102011,0.40508016,0.00000000,0.98681242,4.34499607,0.00204959,0.07341422
-5.68784392,4.68677856,0.40566057,0.00000000,0.95011908,4.26605579,0.00195917,0.07370857
-5.68184092,4.59386236,0.40495904,0.00000000,0.91325632,4.17930670,0.00187126,0.07380713
-5.67583792,4.49196222,0.40291119,0.00000000,0.87636254,4.08446641,0.00178559,0.07368699
-5.66983492,4.38091691,0.39948237,0.00000000,0.83955785,3.98138366,0.00170182,0.07333110
-5.66383192,4.26076051,0.39467155,0.00000000,0.80295165,3.87008127,0.00161961,0.07272935
-5.65782891,4.13175910,0.38851378,0.00000000,0.76665006,3.75078970,0.00153864,0.07187927
-5.65182591,3.99443441,0.38108092,0.00000000,0.73076216,3.62396895,0.00145862,0.07078634
-5.64582291,3.84957264,0.37248061,0.00000000,0.69540494,3.49031717,0.00137936,0.06946394
-5.63981991,3.69821778,0.36285353,0.00000000,0.66070626,3.35076522,0.00130077,0.06793292
-5.63381691,3.54164948,0.35236891,0.00000000,0.62680583,3.20645752,0.00122284,0.06622069
-5.62781391,3.38134702,0.34121872,0.00000000,0.59385405,3.05872008,0.00114568,0.06436012
-5.62181091,3.21894109,0.32961058,0.00000000,0.56200887,2.90901776,0.00106947,0.06238812
-5.61580790,3.05615658,0.31775998,0.00000000,0.53143098,2.75890314,0.00099451,0.06034396
-5.60980490,2.89474939,0.30588207,0.00000000,0.50227765,2.60996003,0.00092116,0.05826766
-5.60380190,2.73644111,0.29418350,0.00000000,0.47469585,2.46374490,0.00084981,0.05619817
-5.59779890,2.58285511,0.28285475,0.00000000,0.44881502,2.32172939,0.00078093,0.05417181
-5.59179590,2.43545761,0.27206327,0.00000000,0.42474020,2.18524721,0.00071496,0.05222076
-5.58579290,2.29550675,0.26194785,0.00000000,0.40254589,2.05544805,0.00065237,0.05037181
-5.57978989,2.16401226,0.25261446,0.00000000,0.38227121,1.93326082,0.00059359,0.04864541
-5.57378689,2.04170748,0.24413368,0.00000000,0.36391673,1.81936796,0.00053904,0.04705506
-5.56778389,1.92903486,0.23653992,0.00000000,0.34744301,1.71419165,0.00048909,0.04560702
-5.56178089,1.82614513,0.22983230,0.00000000,0.33277126,1.61789219,0.00044406,0.04430040
-5.55577789,1.73290963,0.22397719,0.00000000,0.31978585,1.53037816,0.00040425,0.04312757
-5.54977489,1.64894453,0.21891214,0.00000000,0.30833864,1.45132730,0.00036987,0.04207487
-5.54377189,1.57364521,0.21455101,0.00000000,0.29825491,1.38021636,0.00034113,0.04112362
-5.53776888,1.50622838,0.21078991,0.00000000,0.28934040,1.31635807,0.00031816,0.04025123
-5.53176588,1.44577943,0.20751367,0.00000000,0.28138924,1.25894287,0.00030109,0.03943253
-5.52576288,1.39130229,0.20460244,0.00000000,0.27419216,1.20708306,0.00029000,0.03864113
-5.51975988,1.34176910,0.20193807,0.00000000,0.26754463,1.15985697,0.00028495,0.03785073
-5.51375688,1.29616724,0.19940990,0.00000000,0.26125448,1.11635091,0.00028596,0.03703641
-5.50775388,1.25354142,0.19691980,0.00000000,0.25514859,1.07569709,0.00029306,0.03617573
-5.50175088,1.21302920,0.19438611,0.00000000,0.24907839,1.03710578,0.00030621,0.03524975
-5.49574787,1.17388855,0.19174631,0.00000000,0.24292384,0.99989071,0.00032539,0.03424368
-5.48974487,1.13551681,0.18895852,0.00000000,0.23659592,0.96348692,0.00035052,0.03314746
-5.48374187,1.09746066,0.18600162,0.00000000,0.23003743,0.92746085,0.00038147,0.03195597
-5.47773887,1.05941759,0.18287419,0.00000000,0.22322226,0.89151296,0.00041806,0.03066907
-5.47173587,1.02122943,0.17959242,0.00000000,0.21615321,0.85547335,0.00046008,0.02929142
-5.46573287,0.98286924,0.17618706,0.00000000,0.20885866,0.81929141,0.00050722,0.02783205
-5.45972986,0.94442274,0.17269988,0.00000000,0.20138823,0.78302068,0.00055909,0.02630387
-5.45372686,0.90606615,0.16917962,0.00000000,0.19380790,0.74680023,0.00061524,0.02472295
-5.44772386,0.86804181,0.16567798,0.00000000,0.18619478,0.71083388,0.00067513,0.02310783
-5.44172086,0.83063345,0.16224576,0.00000000,0.17863191,0.67536891,0.00073812,0.02147872
-5.43571786,0.79414249,0.15892935,0.00000000,0.17120341,0.64067520,0.00080351,0.01985677
-5.42971486,0.75886677,0.15576798,0.00000000,0.16399012,0.60702628,0.00087053,0.01826332
-5.42371186,0.72508261,0.15279162,0.00000000,0.15706608,0.57468292,0.00093836,0.01671927
-5.41770885,0.69303121,0.15001986,0.00000000,0.15049589,0.54388013,0.00100614,0.01524452
-5.41170585,0.66290944,0.14746162,0.00000000,0.14433302,0.51481782,0.00107302,0.01385754
-5.40570285,0.63486552,0.14511577,0.00000000,0.13861914,0.48765542,0.00113816,0.01257501
-5.39969985,0.60899904,0.14297258,0.00000000,0.13338436,0.46251016,0.00120078,0.01141159
-5.39369685,0.58536508,0.14101581,0.00000000,0.12864827,0.43945883,0.00126017,0.01037979
-5.38769385,0.56398170,0.13922528,0.00000000,0.12442164,0.41854247,0.00131573,0.00948997
-5.38169085,0.54483986,0.13757984,0.00000000,0.12070863,0.39977336,0.00136699,0.00875031
-5.37568784,0.52791509,0.13606040,0.00000000,0.11750927,0.38314362,0.00141364,0.00816692
-5.36968484,0.51317979,0.13465285,0.00000000,0.11482201,0.36863466,0.00145555,0.00774398
-5.36368184,0.50061534,0.13335077,0.00000000,0.11264625,0.35622685,0.00149277,0.00748384
-5.35767884,0.49022331,0.13215771,0.00000000,0.11098451,0.34590871,0.00152551,0.00738719
-5.35167584,0.48203499,0.13108888,0.00000000,0.10984432,0.33768505,0.00155419,0.00745315
-5.34567284,0.47611879,0.13017229,0.00000000,0.10923959,0.33158372,0.00157937,0.00767945
-5.33966983,0.47258523,0.12944913,0.00000000,0.10919150,0.32766061,0.00160179,0.00806247
-5.33366683,0.47158931,0.12897363,0.00000000,0.10972890,0.32600275,0.00162227,0.00859735
-5.32766383,0.47333032,0.12881217,0.00000000,0.11088815,0.32672938,0.00164175,0.00927806
-5.32166083,0.47804927,0.12904199,0.00000000,0.11271267,0.32999126,0.00166121,0.01009747
-5.31565783,0.48602416,0.12974944,0.00000000,0.11525209,0.33596809,0.00168166,0.01104745
-5.30965483,0.49756350,0.13102791,0.00000000,0.11856127,0.34486456,0.00170409,0.01211895
-5.30365183,0.51299856,0.13297568,0.00000000,0.12269919,0.35690504,0.00172947,0.01330214
-5.29764882,0.53267469,0.13569374,0.00000000,0.12772792,0.37232738,0.00175866,0.01458663
-5.29164582,0.55694225,0.13928369,0.00000000,0.13371176,0.39137610,0.00179245,0.01596164
-5.28564282,0.58614749,0.14384591,0.00000000,0.14071655,0.41429515,0.00183154,0.01741637
-5.27963982,0.62062384,0.14947810,0.00000000,0.14880940,0.44132072,0.00187651,0.01894030
-5.27363682,0.66068392,0.15627408,0.00000000,0.15805864,0.47267421,0.00192782,0.02052363
-5.26763382,0.70661239,0.16432318,0.00000000,0.16853423,0.50855562,0.00198587,0.02215770
-5.26163082,0.75866017,0.17370995,0.00000000,0.18030846,0.54913770,0.00205097,0.02383553
-5.25562781,0.81703978,0.18451438,0.00000000,0.19345686,0.59456082,0.00212339,0.02555224
-5.24962481,0.88192229,0.19681248,0.00000000,0.20805935,0.64492897,0.00220340,0.02730563
-5.24362181,0.95343561,0.21067718,0.00000000,0.22420140,0.70030686,0.00229127,0.02909655
-5.23761881,1.03166436,0.22617952,0.00000000,0.24197517,0.76071823,0.00238738,0.03092936
-5.23161581,1.11665101,0.24338991,0.00000000,0.26148028,0.82614552,0.00249216,0.03281216
-5.22561281,1.20839836,0.26237946,0.00000000,0.28282428,0.89653081,0.00260620,0.03475704
-5.21960980,1.30687301,0.28322116,0.00000000,0.30612249,0.97177803,0.00273027,0.03678004
-5.21360680,1.41200955,0.30599081,0.00000000,0.33149707,1.05175618,0.00286528,0.03890109
-5.20760380,1.52371505,0.33076744,0.00000000,0.35907519,1.13630354,0.00301236,0.04114361
-5.20160080,1.64187343,0.35763328,0.00000000,0.38898614,1.22523232,0.00317282,0.04353406
-5.19559780,1.76634901,0.38667276,0.00000000,0.42135734,1.31833348,0.00334814,0.04610117
-5.18959480,1.89698884,0.41797083,0.00000000,0.45630909,1.41538113,0.00353993,0.04887504
-5.18359180,2.03362287,0.45161002,0.00000000,0.49394818,1.51613616,0.00374990,0.05188601
-5.17758879,2.17606164,0.48766656,0.00000000,0.53436037,1.62034823,0.00397978,0.05516343
-5.17158579,2.32409072,0.52620521,0.00000000,0.57760190,1.72775593,0.00423125,0.05873421
-5.16558279,2.47746174,0.56727297,0.00000000,0.62369025,1.83808444,0.00450583,0.06262133
-5.15957979,2.63587963,0.61089177,0.00000000,0.67259454,1.95104050,0.00480482,0.06684233
-5.15357679,2.79898633,0.65705019,0.00000000,0.72422580,2.06630443,0.00512912,0.07140776
-5.14757379,2.96634131,0.70569472,0.00000000,0.77842778,2.18351960,0.00547919,0.07631974
-5.14157079,3.13739979,0.75672065,0.00000000,0.83496871,2.30227936,0.00585488,0.08157067
-5.13556778,3.31148972,0.80996328,0.00000000,0.89353455,2.42211241,0.00625536,0.08714218
-5.12956478,3.48778895,0.86518978,0.00000000,0.95372439,2.54246744,0.00667899,0.09300429
-5.12356178,3.66530458,0.92209241,0.00000000,1.01504848,2.66269810,0.00712330,0.09911501
-5.11755878,3.84285602,0.98028369,0.00000000,1.07692935,2.78204989,0.00758489,0.10542026
-5.11155578,4.01906421,1.03929389,0.00000000,1.13870650,2.89965020,0.00805944,0.11185429
-5.10555278,4.19234850,1.09857170,0.00000000,1.19964477,3.01450308,0.00854171,0.11834054
-5.09954977,4.36093316,1.15748818,0.00000000,1.25894661,3.12549000,0.00902562,0.12479292
-5.09354677,4.52286469,1.21534449,0.00000000,1.31576805,3.23137776,0.00950432,0.13111766
-5.08754377,4.67604069,1.27138338,0.00000000,1.36923807,3.33083415,0.00997035,0.13721545
-5.08154077,4.81825049,1.32480447,0.00000000,1.41848091,3.42245188,0.01041580,0.14298400
-5.07553777,4.94722702,1.37478295,0.00000000,1.46264062,3.50478044,0.01083251,0.14832088
-5.06953477,5.06070840,1.42049123,0.00000000,1.50090687,3.57636522,0.01121231,0.15312652
-5.06353177,5.15650746,1.46112282,0.00000000,1.53254120,3.63579267,0.01154728,0.15730731
-5.05752876,5.23258638,1.49591756,0.00000000,1.55690242,3.68173964,0.01182998,0.16077858
-5.05152576,5.28713327,1.52418720,0.00000000,1.57347030,3.71302495,0.01205372,0.16346752
-5.04552276,5.31863714,1.54534018,0.00000000,1.58186623,3.72866053,0.01221279,0.16531570
-5.03951976,5.32595761,1.55890454,0.00000000,1.58187003,3.72789973,0.01230269,0.16628125
-5.03351676,5.30838575,1.56454788,0.00000000,1.57343201,3.71028012,0.01232028,0.16634055
-5.02751376,5.26569255,1.56209325,0.00000000,1.55667970,3.67565836,0.01226391,0.16548932
-5.02151076,5.19816252,1.55153032,0.00000000,1.53191874,3.62423516,0.01213352,0.16374310
-5.01550775,5.10660993,1.53302106,0.00000000,1.49962790,3.55656855,0.01193066,0.16113711
-5.00950475,4.99237665,1.50689965,0.00000000,1.46044830,3.47357462,0.01165844,0.15772542
-5.00350175,4.85731097,1.47366641,0.00000000,1.41516716,3.37651500,0.01132144,0.15357959
-4.99749875,4.70372807,1.43397602,0.00000000,1.36469681,3.26697167,0.01092559,0.14878664
-4.99149575,4.53435344,1.38862034,0.00000000,1.31004963,3.14680973,0.01047796,0.14344666
-4.98549275,4.35225157,1.33850658,0.00000000,1.25231002,3.01812966,0.00998655,0.13767002
-4.97948974,4.16074271,1.28463173,0.00000000,1.19260440,2.88321118,0.00946005,0.13157424
-4.97348674,3.96331129,1.22805405,0.00000000,1.13207040,2.74445088,0.00890754,0.12528076
-4.96748374,3.76350959,1.16986307,0.00000000,1.07182634,2.60429638,0.00833828,0.11891175
-4.96148074,3.56486054,1.11114899,0.00000000,1.01294210,2.46517961,0.00776141,0.11258684
-4.95547774,3.37076350,1.05297275,0.00000000,0.95641235,2.32945191,0.00718569,0.10642017
-4.94947474,3.18440640,0.99633789,0.00000000,0.90313293,2.19932337,0.00661935,0.10051766
-4.94347174,3.00868732,0.94216499,0.00000000,0.85388106,2.07680858,0.00606985,0.09497466
-4.93746873,2.84614804,0.89126979,0.00000000,0.80930000,1.96368052,0.00554377,0.08987396
-4.93146573,2.69892132,0.84434527,0.00000000,0.76988820,1.86143393,0.00504669,0.08528432
-4.92546273,2.56869324,0.80194847,0.00000000,0.73599336,1.77125886,0.00458313,0.08125940
-4.91945973,2.45668084,0.76449206,0.00000000,0.70781111,1.69402487,0.00415653,0.07783725
-4.91345673,2.36362509,0.73224078,0.00000000,0.68538818,1.63027560,0.00376928,0.07504015
-4.90745373,2.28979831,0.70531260,0.00000000,0.66862979,1.58023317,0.00342273,0.07287495
-4.90145073,2.23502473,0.68368432,0.00000000,0.65731063,1.54381152,0.00311730,0.07133382
-4.89544772,2.19871258,0.66720116,0.00000000,0.65108892,1.52063747,0.00285255,0.07039521
-4.88944472,2.17989572,0.65558972,0.00000000,0.64952305,1.51007811,0.00262730,0.07002527
-4.88344172,2.17728260,0.64847373,0.00000000,0.65208993,1.51127300,0.00243973,0.07017932
-4.87743872,2.18931038,0.64539196,0.00000000,0.65820451,1.52316979,0.00228752,0.07080358
-4.87143572,2.21420198,0.64581743,0.00000000,0.66723974,1.54456157,0.00216795,0.07183696
-4.86543272,2.25002410,0.64917735,0.00000000,0.67854636,1.57412481,0.00207802,0.07321292
-4.85942971,2.29474424,0.65487305,0.00000000,0.69147187,1.61045660,0.00201452,0.07486122
-4.85342671,2.34628510,0.66229928,0.00000000,0.70537829,1.65211012,0.00197416,0.07670975
-4.84742371,2.40257524,0.67086236,0.00000000,0.71965802,1.69762768,0.00195365,0.07868611
-4.84142071,2.46159461,0.67999666,0.00000000,0.73374775,1.74557065,0.00194970,0.08071919
-4.83541771,2.52141467,0.68917903,0.00000000,0.74713992,1.79454598,0.00195914,0.08274046
-4.82941471,2.58023236,0.69794093,0.00000000,0.75939168,1.84322904,0.00197893,0.08468521
-4.82341171,2.63639792,0.70587798,0.00000000,0.77013132,1.89038297,0.00200620,0.08649347
-4.81740870,2.68843662,0.71265698,0.00000000,0.77906207,1.93487436,0.00203827,0.08811088
-4.81140570,2.73506461,0.71802018,0.00000000,0.78596357,1.97568580,0.00207265,0.08948928
-4.80540270,2.77519938,0.72178705,0.00000000,0.79069102,2.01192533,0.00210707,0.09058719
-4.79939970,2.80796519,0.72385357,0.00000000,0.79317234,2.04283316,0.00213950,0.09137005
-4.79339670,2.83269407,0.72418923,0.00000000,0.79340359,2.06778603,0.00216811,0.09181044
-4.78739370,2.84892282,0.72283204,0.00000000,0.79144295,2.08629924,0.00219131,0.09188807
-4.78139070,2.85638656,0.71988173,0.00000000,0.78740347,2.09802670,0.00220775,0.09158972
-4.77538769,2.85500915,0.71549145,0.00000000,0.78144504,2.10275917,0.00221631,0.09090906
-4.76938469,2.84489096,0.70985827,0.00000000,0.77376563,2.10042048,0.00221610,0.08984640
-4.76338169,2.82629410,0.70321278,0.00000000,0.76459226,2.09106211,0.00220646,0.08840837
-4.75737869,2.79962559,0.69580809,0.00000000,0.75417173,2.07485586,0.00218698,0.08660757
-4.75137569,2.76541850,0.68790852,0.00000000,0.74276143,2.05208470,0.00215746,0.08446211
-4.74537269,2.72431154,0.67977837,0.00000000,0.73062038,2.02313190,0.00211793,0.08199514
-4.73936968,2.67702716,0.67167096,0.00000000,0.71800056,1.98846837,0.00206863,0.07923437
-4.73336668,2.62434870,0.66381835,0.00000000,0.70513891,1.94863845,0.00201000,0.07621143
-4.72736368,2.56709706,0.65642198,0.00000000,0.69224991,1.90424449,0.00194266,0.07296135
-4.72136068,2.50610728,0.64964462,0.00000000,0.67951911,1.85593038,0.00186741,0.06952187
-4.71535768,2.44220594,0.64360380,0.00000000,0.66709768,1.80436469,0.00178517,0.06593283
-4.70935468,2.37618983,0.63836706,0.00000000,0.65509818,1.75022381,0.00169697,0.06223544
-4.70335168,2.30880691,0.63394917,0.00000000,0.64359171,1.69417582,0.00160397,0.05847166
-4.69734867,2.24074011,0.63031158,0.00000000,0.63260659,1.63686562,0.00150733,0.05468351
-4.69134567,2.17259485,0.62736409,0.00000000,0.62212869,1.57890198,0.00140829,0.05091242
-4.68534267,2.10489070,0.62496886,0.00000000,0.61210348,1.52084703,0.00130805,0.04719868
-4.67933967,2.03805775,0.62294651,0.00000000,0.60243979,1.46320868,0.00120783,0.04358087
-4.67333667,1.97243779,0.62108440,0.00000000,0.59301522,1.40643624,0.00110876,0.04009541
-4.66733367,1.90829025,0.61914649,0.00000000,0.58368307,1.35091938,0.00101194,0.03677625
-4.66133067,1.84580273,0.61688471,0.00000000,0.57428054,1.29699030,0.00091835,0.03365455
-4.65532766,1.78510534,0.61405111,0.00000000,0.56463794,1.24492904,0.00082892,0.03075854
-4.64932466,1.72628818,0.61041053,0.00000000,0.55458846,1.19497132,0.00074445,0.02811350
-4.64332166,1.66942096,0.60575297,0.00000000,0.54397822,1.14731836,0.00066568,0.02574183
-4.63731866,1.61457352,0.59990531,0.00000000,0.53267600,1.10214808,0.00059325,0.02366318
-4.63131566,1.56183613,0.59274170,0.00000000,0.52058234,1.05962684,0.00052773,0.02189473
-4.62531266,1.51133839,0.58419214,0.00000000,0.50763750,1.01992082,0.00046967,0.02045155
-4.61930965,1.46326555,0.57424889,0.00000000,0.49382796,0.98320660,0.00041957,0.01934697
-4.61330665,1.41787144,0.56297038,0.00000000,0.47919113,0.94967992,0.00037795,0.01859300
-4.60730365,1.37548707,0.55048233,0.00000000,0.46381811,0.91956235,0.00034540,0.01820086
-4.60130065,1.33652478,0.53697620,0.00000000,0.44785427,0.89310542,0.00032256,0.01818136
-4.59529765,1.30147740,0.52270494,0.00000000,0.43149774,0.87059197,0.00031021,0.01854541
-4.58929465,1.27091277,0.50797621,0.00000000,0.41499589,0.85233479,0.00030930,0.01930439
-4.58329165,1.24546388,0.49314356,0.00000000,0.39863992,0.83867274,0.00032099,0.02047048
-4.57728864,1.22581515,0.47859570,0.00000000,0.38275781,0.82996445,0.00034666,0.02205695
-4.57128564,1.21268568,0.46474462,0.00000000,0.36770597,0.82658038,0.00038803,0.02407828
-4.56528264,1.20681025,0.45201284,0.00000000,0.35385988,0.82889334,0.00044709,0.02655022
-4.55927964,1.20891891,0.44082040,0.00000000,0.34160411,0.83726830,0.00052623,0.02948962
-4.55327664,1.21971601,0.43157204,0.00000000,0.33132196,0.85205172,0.00062817,0.03291420
-4.54727364,1.23985939,0.42464497,0.00000000,0.32338511,0.87356113,0.00075605,0.03684206
-4.54127064,1.26994043,0.42037764,0.00000000,0.31814354,0.90207502,0.00091340,0.04129103
-4.53526763,1.31046541,0.41905977,0.00000000,0.31591584,0.93782353,0.00110411,0.04627784
-4.52926463,1.36183840,0.42092392,0.00000000,0.31698028,0.98097999,0.00133245,0.05181704
-4.52326163,1.42434607,0.42613858,0.00000000,0.32156660,1.03165340,0.00160299,0.05791982
-4.51725863,1.49814440,0.43480303,0.00000000,0.32984868,1.08988185,0.00192056,0.06459258
-4.51125563,1.58324727,0.44694386,0.00000000,0.34193828,1.15562673,0.00229016,0.07183542
-4.50525263,1.67951691,0.46251317,0.00000000,0.35787980,1.22876779,0.00271685,0.07964057
-4.49924962,1.78665632,0.48138833,0.00000000,0.37764613,1.30909880,0.00320563,0.08799078
-4.49324662,1.90420353,0.50337336,0.00000000,0.40113584,1.39632389,0.00376131,0.09685774
-4.48724362,2.03152783,0.52820166,0.00000000,0.42817161,1.49005452,0.00438831,0.10620077
-4.48124062,2.16782834,0.55554022,0.00000000,0.45850010,1.58980726,0.00509051,0.11596559
-4.47523762,2.31213501,0.58499508,0.00000000,0.49179345,1.69500252,0.00587102,0.12608357
-4.46923462,2.46331257,0.61611809,0.00000000,0.52765232,1.80496449,0.00673197,0.13647134
-4.46323162,2.62006777,0.64841482,0.00000000,0.56561082,1.91892268,0.00767430,0.14703094
-4.45722861,2.78096043,0.68135373,0.00000000,0.60514321,2.03601541,0.00869757,0.15765053
-4.45122561,2.94441865,0.71437619,0.00000000,0.64567244,2.15529554,0.00979972,0.16820574
-4.44522261,3.10875832,0.74690763,0.00000000,0.68658053,2.27573893,0.01097689,0.17856169
-4.43921961,3.27220730,0.77836930,0.00000000,0.72722063,2.39625568,0.01222332,0.18857552
-4.43321661,3.43293393,0.80819070,0.00000000,0.76693049,2.51570443,0.01353118,0.19809963
-4.42721361,3.58907963,0.83582221,0.00000000,0.80504724,2.63290956,0.01489053,0.20698526
-4.42121061,3.73879498,0.86074784,0.00000000,0.84092278,2.74668117,0.01628932,0.21508653
-4.41520760,3.88027839,0.88249745,0.00000000,0.87393959,2.85583746,0.01771350,0.22226462
-4.40920460,4.01181622,0.90065837,0.00000000,0.90352637,2.95922884,0.01914707,0.22839200
-4.40320160,4.13182308,0.91488578,0.00000000,0.92917283,3.05576318,0.02057240,0.23335651
-4.39719860,4.23888088,0.92491163,0.00000000,0.95044325,3.14443127,0.02197045,0.23706511
-4.39119560,4.33177502,0.93055154,0.00000000,0.96698808,3.22433151,0.02332119,0.23944711
-4.38519260,4.40952637,0.93170961,0.00000000,0.97855324,3.29469297,0.02460399,0.24045673
-4.37918959,4.47141748,0.92838067,0.00000000,0.98498670,3.35489573,0.02579817,0.24007486
-4.37318659,4.51701199,0.92064996,0.00000000,0.98624186,3.40448765,0.02688347,0.23830992
-4.36718359,4.54616607,0.90869016,0.00000000,0.98237778,3.44319678,0.02784064,0.23519784
-4.36118059,4.55903146,0.89275574,0.00000000,0.97355615,3.47093870,0.02865200,0.23080099
-4.35517759,4.55604965,0.87317498,0.00000000,0.96003498,3.48781851,0.02930197,0.22520632
-4.34917459,4.53793724,0.85033979,0.00000000,0.94215942,3.49412702,0.02977755,0.21852264
-4.34317159,4.50566313,0.82469374,0.00000000,0.92035008,3.49033137,0.03006877,0.21087723
-4.33716858,4.46041806,0.79671878,0.00000000,0.89508917,3.47706016,0.03016906,0.20241190
-4.33116558,4.40357775,0.76692115,0.00000000,0.86690522,3.45508360,0.03007544,0.19327875
-4.32516258,4.33666094,0.73581701,0.00000000,0.83635690,3.42528937,0.02978872,0.18363574
-4.31915958,4.26128394,0.70391832,0.00000000,0.80401663,3.38865503,0.02931347,0.17364229
-4.31315658,4.17911324,0.67171953,0.00000000,0.77045464,3.34621787,0.02865793,0.16345507
-4.30715358,4.09181810,0.63968546,0.00000000,0.73622405,3.29904346,0.02783378,0.15322424
