energy_ev,total_up,Cr_p_up,Cr_d_up,N_s_up,N_p_up,S_s_up,S_p_up,Zr_p_up,Zr_d_up
-5.63981991,2.63071682,1.53323695,0.33024442,0.00528302,0.27504806,0.00351525,1.60212092,0.52518148,0.38759194
-5.63381691,2.51286470,1.46528934,0.31676243,0.00490425,0.25767740,0.00361069,1.53733099,0.49654353,0.36772607
-5.62781391,2.39753573,1.39713663,0.30405740,0.00453636,0.24153872,0.00373924,1.47289690,0.46761949,0.34861406
-5.62181091,2.28622629,1.32966834,0.29233158,0.00418280,0.22676296,0.00390534,1.40975305,0.43877581,0.33044133
-5.61580790,2.18033510,1.26373549,0.28176872,0.00384670,0.21345529,0.00411296,1.34879240,0.41036708,0.31337598
-5.60980490,2.08114119,1.20013545,0.27253188,0.00353084,0.20169476,0.00436546,1.29085046,0.38273071,0.29756688
-5.60380190,1.98978468,1.13959805,0.26476178,0.00323767,0.19153470,0.00466542,1.23669057,0.35618222,0.28314194
-5.59779890,1.90725104,1.08277323,0.25857583,0.00296929,0.18300360,0.00501458,1.18699114,0.33101124,0.27020687
-5.59179590,1.83435918,1.03022075,0.25406775,0.00272742,0.17610648,0.00541366,1.14233502,0.30747828,0.25884435
-5.58579290,1.77175361,0.98240212,0.25130774,0.00251349,0.17082675,0.00586229,1.10320143,0.28581229,0.24911359
-5.57978989,1.71990076,0.93967509,0.25034324,0.00232856,0.16712833,0.00635892,1.06996055,0.26620896,0.24105049
-5.57378689,1.67908950,0.90229076,0.25120006,0.00217336,0.16495807,0.00690079,1.04287085,0.24882980,0.23466807
-5.56778389,1.64943559,0.87039344,0.25388396,0.00204829,0.16424840,0.00748388,1.02207930,0.23380190,0.22995754
-5.56178089,1.63088961,0.84402300,0.25838242,0.00195342,0.16491992,0.00810292,1.00762401,0.22121824,0.22688961
-5.55577789,1.62324809,0.82311973,0.26466654,0.00188848,0.16688411,0.00875146,0.99943930,0.21113860,0.22541622
-5.54977489,1.62616691,0.80753138,0.27269304,0.00185287,0.17004580,0.00942192,0.99736279,0.20359078,0.22547250
-5.54377189,1.63917660,0.79702194,0.28240600,0.00184568,0.17430559,0.01010573,1.00114404,0.19857218,0.22697892
-5.53776888,1.66169863,0.79128198,0.29373855,0.00186561,0.17956187,0.01079350,1.01045440,0.19605154,0.22984354
-5.53176588,1.69306203,0.78993996,0.30661411,0.00191107,0.18571269,0.01147520,1.02489751,0.19597088,0.23396423
-5.52576288,1.73251975,0.79257418,0.32094730,0.00198012,0.19265716,0.01214038,1.04402010,0.19824738,0.23923088
-5.51975988,1.77926413,0.79872487,0.33664442,0.00207047,0.20029657,0.01277848,1.06732267,0.20277539,0.24552736
-5.51375688,1.83244096,0.80790623,0.35360346,0.00217953,0.20853511,0.01337904,1.09426959,0.20942834,0.25273336
-5.50775388,1.89116199,0.81961776,0.37171368,0.00230443,0.21728031,0.01393204,1.12429855,0.21806065,0.26072591
-5.50175088,1.95451545,0.83335492,0.39085480,0.00244200,0.22644308,0.01442816,1.15682894,0.22850967,0.26938060
-5.49574787,2.02157480,0.84861867,0.41089590,0.00258886,0.23593757,0.01485908,1.19126930,0.24059760,0.27857259
-5.48974487,2.09140559,0.86492386,0.43169408,0.00274145,0.24568079,0.01521772,1.22702364,0.25413346,0.28817726
-5.48374187,2.16307080,0.88180631,0.45309314,0.00289609,0.25559208,0.01549846,1.26349674,0.26891523,0.29807062
-5.47773887,2.23563489,0.89882852,0.47492227,0.00304901,0.26559256,0.01569735,1.30009867,0.28473199,0.30812960
-5.47173587,2.30816704,0.91558414,0.49699502,0.00319650,0.27560448,0.01581219,1.33624856,0.30136636,0.31823207
-5.46573287,2.37974393,0.93170113,0.51910868,0.00333494,0.28555073,0.01584265,1.37137795,0.31859703,0.32825688
-5.45972986,2.44945265,0.94684375,0.54104425,0.00346086,0.29535440,0.01579023,1.40493393,0.33620147,0.33808388
-5.45372686,2.51639406,0.96071363,0.56256705,0.00357109,0.30493857,0.01565824,1.43638228,0.35395882,0.34759401
-5.44772386,2.57968701,0.97304988,0.58342818,0.00366279,0.31422626,0.01545167,1.46521078,0.37165288,0.35666946
-5.44172086,2.63847389,0.98362850,0.60336689,0.00373354,0.32314066,0.01517702,1.49093300,0.38907520,0.36519418
-5.43571786,2.69192746,0.99226132,0.62211382,0.00378140,0.33160557,0.01484205,1.51309252,0.40602811,0.37305446
-5.42971486,2.73925937,0.99879448,0.63939518,0.00380497,0.33954618,0.01445553,1.53126775,0.42232777,0.38013993
-5.42371186,2.77973018,1.00310676,0.65493780,0.00380342,0.34689000,0.01402696,1.54507727,0.43780706,0.38634477
-5.41770885,2.81266081,1.00510781,0.66847485,0.00377649,0.35356811,0.01356621,1.55418567,0.45231827,0.39156923
-5.41170585,2.83744521,1.00473646,0.67975223,0.00372453,0.35951655,0.01308323,1.55830975,0.46573561,0.39572144
-5.40570285,2.85356382,1.00195912,0.68853527,0.00364846,0.36467795,0.01258777,1.55722479,0.47795736,0.39871943
-5.39969985,2.86059754,0.99676855,0.69461562,0.00354971,0.36900322,0.01208900,1.55077079,0.48890785,0.40049330
-5.39369685,2.85824149,0.98918282,0.69781795,0.00343022,0.37245342,0.01159537,1.53885825,0.49853907,0.40098752
-5.38769385,2.84631822,0.97924464,0.69800629,0.00329234,0.37500162,0.01111430,1.52147334,0.50683215,0.40016319
-5.38169085,2.82478967,0.96702104,0.69508971,0.00313877,0.37663485,0.01065208,1.49868202,0.51379851,0.39800028
-5.37568784,2.79376736,0.95260332,0.68902694,0.00297244,0.37735598,0.01021374,1.47063295,0.51948099,0.39449967
-5.36968484,2.75352038,0.93610727,0.67982994,0.00279649,0.37718559,0.00980301,1.43755884,0.52395482,0.38968489
-5.36368184,2.70448059,0.91767358,0.66756592,0.00261411,0.37616378,0.00942233,1.39977611,0.52732862,0.38360353
-5.35767884,2.64724476,0.89746829,0.65235799,0.00242852,0.37435184,0.00907293,1.35768261,0.52974536,0.37632828
-5.35167584,2.58257339,0.87568325,0.63438405,0.00224283,0.37183379,0.00875490,1.31175354,0.53138341,0.36795735
-5.34567284,2.51138595,0.85253638,0.61387412,0.00206002,0.36871777,0.00846744,1.26253523,0.53245752,0.35861447
-5.33966983,2.43475265,0.82827169,0.59110611,0.00188288,0.36513710,0.00820897,1.21063719,0.53321984,0.34844820
-5.33366683,2.35388265,0.80315884,0.56640007,0.00171390,0.36125122,0.00797740,1.15672237,0.53396070,0.33763081
-5.32766383,2.27010895,0.77749217,0.54011124,0.00155535,0.35724612,0.00777039,1.10149585,0.53500914,0.32635638
-5.32166083,2.18487017,0.75158909,0.51262207,0.00140913,0.35333443,0.00758555,1.04569235,0.53673291,0.31483852
-5.31565783,2.09968962,0.72578769,0.48433346,0.00127687,0.34975499,0.00742070,0.99006270,0.53953778,0.30330750
-5.30965483,2.01615191,0.70044353,0.45565560,0.00115987,0.34677183,0.00727409,0.93535979,0.54386588,0.29200685
-5.30365183,1.93587764,0.67592561,0.42699869,0.00105911,0.34467246,0.00714460,0.88232415,0.55019284,0.28118965
-5.29764882,1.86049659,0.65261142,0.39876389,0.00097528,0.34376546,0.00703191,0.83166973,0.55902351,0.27111444
-5.29164582,1.79161984,0.63088121,0.37133468,0.00090881,0.34437717,0.00693659,0.78407012,0.57088605,0.26204085
-5.28564282,1.73081152,0.61111149,0.34506908,0.00085986,0.34684762,0.00686021,0.74014551,0.58632434,0.25422505
-5.27963982,1.67956036,0.59366789,0.32029280,0.00082836,0.35152554,0.00680532,0.70045081,0.60588854,0.24791517
-5.27363682,1.63925202,0.57889764,0.29729353,0.00081401,0.35876257,0.00677548,0.66546519,0.63012403,0.24334664
-5.26763382,1.61114240,0.56712178,0.27631659,0.00081635,0.36890671,0.00677513,0.63558314,0.65955874,0.24073764
-5.26163082,1.59633271,0.55862733,0.25756175,0.00083470,0.38229509,0.00680951,0.61110755,0.69468930,0.24028481
-5.25562781,1.59574687,0.55365989,0.24118162,0.00086823,0.39924637,0.00688445,0.59224464,0.73596635,0.24215918
-5.24962481,1.61011186,0.55241674,0.22728115,0.00091595,0.42005276,0.00700620,0.57910117,0.78377953,0.24650253
-5.24362181,1.63994152,0.55504087,0.21591851,0.00097674,0.44497215,0.00718119,0.57168388,0.83844282,0.25342424
-5.23761881,1.68552463,0.56161631,0.20710706,0.00104930,0.47422046,0.00741575,0.56990120,0.90018083,0.26299877
-5.23161581,1.74691753,0.57216477,0.20081829,0.00113224,0.50796457,0.00771588,0.57356731,0.96911674,0.27526378
-5.22561281,1.82394200,0.58664413,0.19698567,0.00122402,0.54631615,0.00808695,0.58240849,1.04526265,0.29021908
-5.21960980,1.91618849,0.60494870,0.19550913,0.00132301,0.58932665,0.00853349,0.59607152,1.12851280,0.30782636
-5.21360680,2.02302509,0.62691148,0.19626007,0.00142747,0.63698372,0.00905889,0.61413423,1.21864031,0.32800988
-5.20760380,2.14361204,0.65230833,0.19908673,0.00153559,0.68920919,0.00966522,0.63611763,1.31529776,0.35065792
-5.20160080,2.27692181,0.68086400,0.20381973,0.00164554,0.74585887,0.01035308,0.66149964,1.41802184,0.37562526
-5.19559780,2.42176398,0.71225981,0.21027757,0.00175542,0.80672414,0.01112143,0.68972978,1.52624199,0.40273633
-5.18959480,2.57681453,0.74614273,0.21827215,0.00186338,0.87153538,0.01196758,0.72024458,1.63929294,0.43178923
-5.18359180,2.74064846,0.78213543,0.22761382,0.00196760,0.93996703,0.01288710,0.75248310,1.75643075,0.46256028
-5.17758879,2.91177471,0.81984701,0.23811620,0.00206637,1.01164423,0.01387395,0.78590216,1.87685157,0.49480904
-5.17158579,3.08867214,0.85888378,0.24960040,0.00215809,1.08615071,0.01492052,0.81999067,1.99971267,0.52828365
-5.16558279,3.26982527,0.89885978,0.26189869,0.00224132,1.16303762,0.01601784,0.85428258,2.12415455,0.56272623
-5.15957979,3.45375837,0.93940654,0.27485748,0.00231482,1.24183296,0.01715578,0.88836801,2.24932341,0.59787824
-5.15357679,3.63906663,0.98018155,0.28833957,0.00237761,1.32205121,0.01832333,0.92190208,2.37439280,0.63348541
-5.14757379,3.82444329,1.02087536,0.30222568,0.00242894,1.40320276,0.01950891,0.95461115,2.49858361,0.66930236
-5.14157079,4.00870164,1.06121671,0.31641519,0.00246835,1.48480288,0.02070068,0.98629629,2.62118148,0.70509638
-5.13556778,4.19079113,1.10097590,0.33082617,0.00249568,1.56637969,0.02188690,1.01683376,2.74155087,0.74065065
-5.12956478,4.36980724,1.13996601,0.34539469,0.00251103,1.64748107,0.02305626,1.04617265,2.85914516,0.77576639
-5.12356178,4.54499472,1.17804230,0.36007354,0.00251483,1.72768016,0.02419823,1.07432972,2.97351241,0.81026428
-5.11755878,4.71574450,1.21509976,0.37483031,0.00250774,1.80657933,0.02530333,1.10138182,3.08429667,0.84398487
-5.11155578,4.88158462,1.25106920,0.38964512,0.00249068,1.88381257,0.02636339,1.12745613,3.19123469,0.87678816
-5.10555278,5.04216573,1.28591200,0.40450791,0.00246478,1.95904632,0.02737172,1.15271875,3.29414851,0.90855241
-5.09954977,5.19724227,1.31961411,0.41941553,0.00243132,2.03197883,0.02832329,1.17736217,3.39293415,0.93917224
-5.09354677,5.34665009,1.35217938,0.43436864,0.00239173,2.10233807,0.02921471,1.20159206,3.48754718,0.96855623
-5.08754377,5.49028192,1.38362285,0.44936862,0.00234749,2.16987861,0.03004428,1.22561405,3.57798587,0.99662414
-5.08154077,5.62806156,1.41396404,0.46441455,0.00230009,2.23437754,0.03081185,1.24962088,3.66427270,1.02330387
-5.07553777,5.75991821,1.44322071,0.47950027,0.00225100,2.29562966,0.03151864,1.27378051,3.74643524,1.04852845
-5.06953477,5.88576186,1.47140327,0.49461177,0.00220162,2.35344250,0.03216705,1.29822551,3.82448719,1.07223298
-5.06353177,6.00546079,1.49850986,0.50972480,0.00215317,2.40763107,0.03276036,1.32304407,3.89841068,1.09435196
-5.05752876,6.11882201,1.52452234,0.52480290,0.00210676,2.45801298,0.03330237,1.34827292,3.96814039,1.11481689
-5.05152576,6.22557534,1.54940312,0.53979574,0.00206325,2.50440400,0.03379710,1.37389221,4.03355042,1.13355431
-5.04552276,6.32536175,1.57309289,0.55463806,0.00202330,2.54661437,0.03424843,1.39982260,4.09444454,1.15048444
-5.03951976,6.41772630,1.59550913,0.56924894,0.00198730,2.58444610,0.03465977,1.42592431,4.15055010,1.16552039
-5.03351676,6.50211595,1.61654539,0.58353175,0.00195541,2.61769145,0.03503371,1.45199837,4.20151622,1.17856799
-5.02751376,6.57788239,1.63607133,0.59737454,0.00192755,2.64613272,0.03537182,1.47778965,4.24691609,1.18952633
-5.02151076,6.64428985,1.65393341,0.61065106,0.00190340,2.66954347,0.03567443,1.50299187,4.28625367,1.19828888
-5.01550775,6.70052768,1.66995618,0.62322240,0.00188244,2.68769119,0.03594050,1.52725399,4.31897441,1.20474535
-5.00950475,6.74572762,1.68394432,0.63493917,0.00186395,2.70034144,0.03616759,1.55018829,4.34447969,1.20878412
-5.00350175,6.77898506,1.69568527,0.64564427,0.00184711,2.70726344,0.03635188,1.57137939,4.36214455,1.21029516
-4.99749875,6.79938409,1.70495258,0.65517628,0.00183097,2.70823678,0.03648831,1.59039451,4.37133804,1.20917354
-4.99149575,6.80602534,1.71151000,0.66337323,0.00181455,2.70305935,0.03657076,1.60679423,4.37144548,1.20532326
-4.98549275,6.79805620,1.71511635,0.67007680,0.00179683,2.69155596,0.03659232,1.62014395,4.36189178,1.19866134
-4.97948974,6.77470215,1.71553105,0.67513683,0.00177686,2.67358750,0.03654563,1.63002548,4.34216507,1.18912212
-4.97348674,6.73529854,1.71252046,0.67841591,0.00175374,2.64906028,0.03642319,1.63604856,4.31183965,1.17666150
-4.96748374,6.67932156,1.70586480,0.67979400,0.00172669,2.61793513,0.03621782,1.63786212,4.27059756,1.16126102
-4.96148074,6.60641748,1.69536553,0.67917276,0.00169507,2.58023590,0.03592297,1.63516482,4.21824782,1.14293169
-4.95547774,6.51642889,1.68085310,0.67647957,0.00165840,2.53605703,0.03553314,1.62771476,4.15474285,1.12171729
-4.94947474,6.40941720,1.66219472,0.67167090,0.00161638,2.48556982,0.03504424,1.61533786,4.08019132,1.09769707
-4.94347174,6.28568030,1.63930190,0.66473497,0.00156890,2.42902711,0.03445383,1.59793481,3.99486725,1.07098769
-4.93746873,6.14576469,1.61213753,0.65569353,0.00151602,2.36676615,0.03376143,1.57548630,3.89921481,1.04174437
-4.93146573,5.99047166,1.58072211,0.64460261,0.00145800,2.29920951,0.03296866,1.54805632,3.79384907,1.01016105
-4.92546273,5.82085697,1.54513885,0.63155222,0.00139524,2.22686400,0.03207934,1.51579337,3.67955257,0.97646965
-4.91945973,5.63822424,1.50553743,0.61666502,0.00132829,2.15031755,0.03109956,1.47892964,3.55726791,0.94093836
-4.91345673,5.44411191,1.46213601,0.60009388,0.00125782,2.07023414,0.03003757,1.43777797,3.42808701,0.90386899
-4.90745373,5.24027444,1.41522158,0.58201861,0.00118458,1.98734700,0.02890373,1.39272683,3.29323707,0.86559351
-4.90145073,5.02865808,1.36514826,0.56264174,0.00110939,1.90245020,0.02771029,1.34423338,3.15406411,0.82646984
-4.89544772,4.81137215,1.31233374,0.54218379,0.00103310,1.81638898,0.02647120,1.29281481,3.01201432,0.78687699
-4.88944472,4.59065644,1.25725375,0.52087805,0.00095655,1.73004883,0.02520179,1.23903831,2.86861398,0.74720967
-4.88344172,4.36884583,1.20043478,0.49896511,0.00088058,1.64434387,0.02391851,1.18350981,2.72544809,0.70787262
-4.87743872,4.14833280,1.14244504,0.47668745,0.00080594,1.56020446,0.02263862,1.12686201,2.58413838,0.66927453
-4.87143572,3.93152875,1.08388420,0.45428411,0.00073337,1.47856437,0.02137980,1.06974188,2.44632071,0.63182201
-4.86543272,3.72082477,1.02537184,0.43198587,0.00066350,1.40034760,0.02015986,1.01279797,2.31362220,0.59591334
-4.85942971,3.51855253,0.96753518,0.41001082,0.00059686,1.32645493,0.01899642,0.95666801,2.18763806,0.56193231
-4.85342671,3.32694581,0.91099623,0.38856062,0.00053390,1.25775023,0.01790653,0.90196677,2.06990818,0.53024220
-4.84742371,3.14810289,0.85635883,0.36781746,0.00047496,1.19504667,0.01690643,0.84927475,1.96189343,0.50117982
-4.84142071,2.98395034,0.80419586,0.34794167,0.00042028,1.13909270,0.01601124,0.79912767,1.86495163,0.47504970
-4.83541771,2.83620833,0.75503690,0.32907010,0.00037002,1.09055804,0.01523466,0.75200700,1.78031322,0.45211852
-4.82941471,2.70635773,0.70935671,0.31131515,0.00032424,1.05001955,0.01458873,0.70833170,1.70905664,0.43260976
-4.82341171,2.59560943,0.66756477,0.29476434,0.00028290,1.01794743,0.01408358,0.66845121,1.65208380,0.41669865
-4.81740870,2.50487618,0.62999616,0.27948044,0.00024593,0.99469162,0.01372721,0.63263978,1.61009576,0.40450744
-4.81140570,2.43474746,0.59690403,0.26550202,0.00021318,0.98046909,0.01352527,0.60109221,1.58356946,0.39610123
-4.80540270,2.38546822,0.56845381,0.25284426,0.00018444,0.97535217,0.01348088,0.57392102,1.57273590,0.39148433
-4.79939970,2.35692203,0.54471935,0.24150012,0.00015949,0.97925853,0.01359446,0.55115516,1.57756095,0.39059743
-4.79339670,2.34861975,0.52568117,0.23144163,0.00013806,0.99194338,0.01386361,0.53274024,1.59772959,0.39331573
-4.78739370,2.35969470,0.51122679,0.22262138,0.00011988,1.01299447,0.01428300,0.51854026,1.63263487,0.39944815
-4.78139070,2.38890513,0.50115343,0.21497411,0.00010464,1.04183050,0.01484432,0.50834103,1.68137250,0.40873797
-4.77538769,2.43464520,0.49517274,0.20841848,0.00009206,1.07770360,0.01553633,0.50185515,1.74274249,0.42086494
-4.76938469,2.49496509,0.49291784,0.20285892,0.00008184,1.11970619,0.01634490,0.49872859,1.81525842,0.43544902
-4.76338169,2.56760070,0.49395233,0.19818768,0.00007370,1.16678284,0.01725316,0.49854878,1.89716541,0.45205595
-4.75737869,2.65001346,0.49778130,0.19428705,0.00006736,1.21774703,0.01824174,0.50085418,1.98646696,0.47020461
-4.75137569,2.73943965,0.50386384,0.19103177,0.00006257,1.27130308,0.01928908,0.50514522,2.08096096,0.48937606
-4.74537269,2.83294898,0.51162706,0.18829163,0.00005908,1.32607271,0.02037185,0.51089629,2.17828423,0.50902431
-4.73936968,2.92751091,0.52048103,0.18593424,0.00005665,1.38062590,0.02146536,0.51756866,2.27596508,0.52858843
-4.73336668,3.02006748,0.52983434,0.18382795,0.00005508,1.43351516,0.02254415,0.52462399,2.37148231,0.54750579
-4.72736368,3.10761024,0.53910984,0.18184495,0.00005418,1.48331225,0.02358258,0.53153802,2.46232914,0.56522601
-4.72136068,3.18725895,0.54776000,0.17986430,0.00005377,1.52864608,0.02455547,0.53781421,2.54607982,0.58122514
-4.71535768,3.25633943,0.55528156,0.17777495,0.00005369,1.56824049,0.02543871,0.54299670,2.62045659,0.59501963
-4.70935468,3.31245742,0.56122886,0.17547865,0.00005382,1.60095028,0.02620997,0.54668242,2.68339439,0.60617944
-4.70335168,3.35356579,0.56522544,0.17289259,0.00005402,1.62579430,0.02684929,0.54853172,2.73310065,0.61433996
-4.69734867,3.37802215,0.56697359,0.16995165,0.00005421,1.64198385,0.02733963,0.54827738,2.76810766,0.61921198
-4.69134567,3.38463456,0.56626149,0.16661032,0.00005429,1.64894543,0.02766736,0.54573151,2.78731517,0.62058958
-4.68534267,3.37269327,0.56296768,0.16284400,0.00005420,1.64633661,0.02782263,0.54079018,2.79002127,0.61835527
-4.67933967,3.34198709,0.55706278,0.15864975,0.00005388,1.63405432,0.02779964,0.53343567,2.77594012,0.61248244
-4.67333667,3.29280359,0.54860841,0.15404649,0.00005331,1.61223520,0.02759677,0.52373622,2.74520566,0.60303481
-4.66733367,3.22591316,0.53775339,0.14907449,0.00005246,1.58124783,0.02721655,0.51184330,2.69836105,0.59016291
-4.66133067,3.14253747,0.52472744,0.14379430,0.00005132,1.54167729,0.02666550,0.49798659,2.63633423,0.57409787
-4.65532766,3.04430384,0.50983260,0.13828509,0.00004990,1.49430261,0.02595387,0.48246688,2.56040081,0.55514262
-4.64932466,2.93318739,0.49343272,0.13264250,0.00004820,1.44006814,0.02509524,0.46564708,2.47213581,0.53366103
-4.64332166,2.81144342,0.47594160,0.12697600,0.00004625,1.38005011,0.02410598,0.44794182,2.37335642,0.51006531
