energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-6.00000000,3.64753671,-3.64753670,0.03451145,-0.03451145,0.38533443,-0.38533442,0.88189857,-0.88189854,0.27256067,-0.27256067,0.65302508,-0.65302509,0.41468237,-0.41468237,0.05474094,-0.05474094,1.60001005,-1.60001005
-5.99399700,3.64251011,-3.64251010,0.03171513,-0.03171513,0.38032079,-0.38032079,0.90150239,-0.90150235,0.28228580,-0.28228580,0.65828573,-0.65828573,0.39674881,-0.39674880,0.05363552,-0.05363552,1.61076380,-1.61076381
-5.98799400,3.64703323,-3.64703322,0.02930416,-0.02930416,0.37649935,-0.37649935,0.92027382,-0.92027378,0.29283936,-0.29283936,0.66407839,-0.66407840,0.38136278,-0.38136278,0.05294535,-0.05294534,1.62457928,-1.62457928
-5.98199100,3.66104498,-3.66104497,0.02728374,-0.02728374,0.37397351,-0.37397351,0.93812199,-0.93812196,0.30419744,-0.30419744,0.67047188,-0.67047189,0.36860976,-0.36860976,0.05266875,-0.05266875,1.64126138,-1.64126139
-5.97598799,3.68446928,-3.68446928,0.02565401,-0.02565401,0.37284712,-0.37284712,0.95499553,-0.95499550,0.31632793,-0.31632793,0.67757083,-0.67757084,0.35854551,-0.35854551,0.05280060,-0.05280060,1.66062147,-1.66062147
-5.96998499,3.71721101,-3.71721101,0.02441066,-0.02441066,0.37322269,-0.37322269,0.97087977,-0.97087974,0.32918882,-0.32918882,0.68551100,-0.68551101,0.35119859,-0.35119859,0.05333251,-0.05333251,1.68247645,-1.68247646
-5.96398199,3.75914848,-3.75914848,0.02354555,-0.02354555,0.37519880,-0.37519880,0.98579263,-0.98579260,0.34272664,-0.34272664,0.69445228,-0.69445228,0.34657295,-0.34657295,0.05425313,-0.05425313,1.70664665,-1.70664666
-5.95797899,3.81012317,-3.81012318,0.02304738,-0.02304738,0.37886680,-0.37886680,0.99977944,-0.99977941,0.35687527,-0.35687527,0.70456980,-0.70456980,0.34465048,-0.34465048,0.05554842,-0.05554842,1.73295264,-1.73295264
-5.95197599,3.86992764,-3.86992765,0.02290233,-0.02290233,0.38430700,-0.38430700,1.01290700,-1.01290697,0.37155521,-0.37155521,0.71604354,-0.71604354,0.34539334,-0.34539334,0.05720191,-0.05720191,1.76121169,-1.76121170
-5.94597299,3.93829291,-3.93829292,0.02309466,-0.02309466,0.39158441,-0.39158441,1.02525729,-1.02525726,0.38667347,-0.38667348,0.72904697,-0.72904698,0.34874609,-0.34874609,0.05919505,-0.05919505,1.79123430,-1.79123431
-5.93996998,4.01487669,-4.01487670,0.02360724,-0.02360724,0.40074439,-0.40074439,1.03692114,-1.03692112,0.40212427,-0.40212427,0.74373540,-0.74373541,0.35463748,-0.35463748,0.06150754,-0.06150754,1.82282126,-1.82282126
-5.93396698,4.09925353,-4.09925354,0.02442213,-0.02442213,0.41180839,-0.41180840,1.04799231,-1.04799228,0.41779040,-0.41779040,0.76023458,-0.76023459,0.36298193,-0.36298193,0.06411772,-0.06411772,1.85576173,-1.85576173
-5.92796398,4.19090824,-4.19090825,0.02552096,-0.02552096,0.42477015,-0.42477015,1.05856200,-1.05856198,0.43354552,-0.43354553,0.77863027,-0.77863028,0.37368080,-0.37368080,0.06700302,-0.06700302,1.88983274,-1.88983275
-5.92196098,4.28923310,-4.28923312,0.02688530,-0.02688530,0.43959239,-0.43959239,1.06871435,-1.06871433,0.44925715,-0.44925716,0.79895930,-0.79895930,0.38662331,-0.38662331,0.07014041,-0.07014041,1.92480011,-1.92480011
-5.91595798,4.39352944,-4.39352947,0.02849702,-0.02849702,0.45620458,-0.45620459,1.07852265,-1.07852263,0.46479021,-0.46479021,0.82120257,-0.82120257,0.40168731,-0.40168732,0.07350695,-0.07350695,1.96042084,-1.96042085
-5.90995498,4.50301347,-4.50301349,0.03033850,-0.03033850,0.47450153,-0.47450154,1.08804657,-1.08804655,0.48001111,-0.48001111,0.84528039,-0.84528040,0.41873982,-0.41873982,0.07708028,-0.07708028,1.99644684,-1.99644685
-5.90395198,4.61682582,-4.61682585,0.03239279,-0.03239279,0.49434320,-0.49434321,1.09733022,-1.09733020,0.49479195,-0.49479195,0.87105031,-0.87105032,0.43763736,-0.43763736,0.08083910,-0.08083910,2.03262949,-2.03262950
-5.89794897,4.73404414,-4.73404417,0.03464368,-0.03464368,0.51555563,-0.51555563,1.10640087,-1.10640086,0.50901474,-0.50901474,0.89830753,-0.89830754,0.45822616,-0.45822617,0.08476365,-0.08476365,2.06872460,-2.06872461
-5.89194597,4.85369731,-4.85369734,0.03707571,-0.03707571,0.53793293,-0.53793294,1.11526827,-1.11526826,0.52257515,-0.52257515,0.92678777,-0.92678778,0.48034215,-0.48034215,0.08883601,-0.08883601,2.10449712,-2.10449713
